,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BLTNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CTDFLUORO,CTDFLUORO_FLAG_W,CTDPAR,CTDPAR_FLAG_W,CTDTRANS,CTDTRANS_FLAG_W,AMMONIA,AMMONIA_FLAG_W,NITRIT,NITRIT_FLAG_W
0,  09AR20070117,  SR03,3.0,1.0,24.0,24.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,      4.5,  13.4652,  34.7250,2.0,  34.7258,2.0,  -999.00,5.0,   283.70,2.0,      0.1,2.0,     3.68,2.0,     0.38,2.0,2.412,2.0,3.557,2.0,0.8690000000000001,2.0,     0.07,2.0,     0.07,2.0
1,  09AR20070117,  SR03,3.0,1.0,23.0,23.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,     24.7,  12.5333,  34.7239,2.0,  34.7237,2.0,   286.31,2.0,   286.08,2.0,      0.1,2.0,     4.11,2.0,     0.41,2.0,4.079,2.0,2.512,2.0,0.907,2.0,     0.26,2.0,     0.07,2.0
2,  09AR20070117,  SR03,3.0,1.0,22.0,22.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,     50.0,  11.8453,  34.7217,2.0,  34.7241,2.0,   273.61,2.0,   272.60,2.0,      0.5,2.0,     6.09,2.0,     0.58,2.0,1.4809999999999999,2.0,1.554,2.0,0.956,2.0,     1.05,2.0,     0.11,2.0
3,  09AR20070117,  SR03,3.0,1.0,21.0,21.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,     73.6,  10.7863,  34.7224,2.0,  34.7229,2.0,   266.91,2.0,   267.87,2.0,      2.0,2.0,     9.32,2.0,     0.80,2.0,1.383,2.0,0.9279999999999999,2.0,0.961,2.0,     1.54,2.0,     0.27,2.0
4,  09AR20070117,  SR03,3.0,1.0,20.0,20.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    100.3,  10.2503,  34.7353,2.0,  34.7351,2.0,  -999.00,5.0,   267.17,2.0,      2.1,2.0,    11.25,2.0,     0.78,2.0,0.298,2.0,0.38299999999999995,2.0,0.976,2.0,     0.07,2.0,     0.75,2.0
5,  09AR20070117,  SR03,3.0,1.0,19.0,19.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    122.7,   9.9999,  34.7130,2.0,  34.7129,2.0,  -999.00,5.0,   267.74,2.0,      2.3,2.0,    11.27,2.0,     0.83,2.0,0.155,2.0,0.004,2.0,0.978,2.0,     0.02,2.0,     0.20,2.0
6,  09AR20070117,  SR03,3.0,1.0,18.0,18.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    149.4,   9.8145,  34.7000,2.0,  34.6971,2.0,  -999.00,5.0,   266.67,2.0,      2.5,2.0,    12.20,2.0,     0.84,2.0,0.062,2.0,0.002,2.0,0.9790000000000001,2.0,     0.01,2.0,     0.01,2.0
7,  09AR20070117,  SR03,3.0,1.0,17.0,17.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    200.2,   9.4729,  34.6729,2.0,  34.6722,2.0,  -999.00,5.0,   263.73,2.0,      3.1,2.0,    13.44,2.0,     0.93,2.0,-0.002,2.0,0.002,2.0,0.9790000000000001,2.0,     0.01,2.0,     0.01,2.0
8,  09AR20070117,  SR03,3.0,1.0,16.0,16.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    248.6,   9.2299,  34.6533,2.0,  34.6513,2.0,   259.01,2.0,   261.88,2.0,      3.6,2.0,    14.42,2.0,     0.99,2.0,-0.023,2.0,0.002,2.0,0.9790000000000001,2.0,     0.02,2.0,     0.02,2.0
9,  09AR20070117,  SR03,3.0,1.0,15.0,15.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    298.3,   9.1420,  34.6493,2.0,  34.6488,2.0,   256.34,2.0,   257.20,2.0,      3.9,2.0,    15.03,2.0,     1.03,2.0,-0.033,2.0,0.002,2.0,0.98,2.0,     0.01,2.0,     0.01,2.0
10,  09AR20070117,  SR03,3.0,1.0,14.0,14.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    350.2,   9.0299,  34.6382,2.0,  34.6374,2.0,   255.98,2.0,   257.68,2.0,      4.0,2.0,    15.41,2.0,     1.06,2.0,-0.04,2.0,0.002,2.0,0.98,2.0,     0.02,2.0,     0.02,2.0
11,  09AR20070117,  SR03,3.0,1.0,13.0,13.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    399.2,   8.9240,  34.6244,2.0,  34.6236,2.0,   256.95,2.0,   259.34,2.0,      4.1,2.0,    15.79,2.0,     1.06,2.0,-0.045,2.0,0.002,2.0,0.98,2.0,     0.02,2.0,     0.00,2.0
12,  09AR20070117,  SR03,3.0,1.0,12.0,12.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    497.5,   8.7932,  34.6101,2.0,  34.6124,2.0,   251.72,2.0,   250.86,2.0,      4.8,2.0,    16.62,2.0,     1.11,2.0,-0.045,2.0,0.002,2.0,0.98,2.0,     0.04,2.0,     0.00,2.0
13,  09AR20070117,  SR03,3.0,1.0,11.0,11.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    598.3,   8.3807,  34.5539,2.0,  34.5541,2.0,   245.18,2.0,   243.75,2.0,      6.3,2.0,    18.65,2.0,     1.24,2.0,-0.052000000000000005,2.0,0.002,2.0,0.981,2.0,     0.00,2.0,     0.00,2.0
14,  09AR20070117,  SR03,3.0,1.0,10.0,10.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    699.5,   7.7698,  34.4923,2.0,  34.4928,2.0,   230.27,2.0,   225.72,2.0,      9.7,2.0,    21.50,2.0,     1.42,2.0,-0.047,2.0,0.002,2.0,0.981,2.0,     0.02,2.0,     0.00,2.0
15,  09AR20070117,  SR03,3.0,1.0,9.0,9.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    797.1,   7.0965,  34.4516,2.0,  34.4508,2.0,   216.74,2.0,   213.05,2.0,     13.8,2.0,    24.52,2.0,     1.59,2.0,-0.043,2.0,0.002,2.0,0.981,2.0,     0.00,2.0,     0.00,2.0
16,  09AR20070117,  SR03,3.0,1.0,8.0,8.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    901.0,   6.1044,  34.3980,2.0,  34.3980,2.0,   208.07,2.0,   207.00,2.0,     19.6,2.0,    26.52,2.0,     1.78,2.0,-0.043,2.0,0.002,2.0,0.982,2.0,     0.04,2.0,     0.00,2.0
17,  09AR20070117,  SR03,3.0,1.0,7.0,7.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,    999.3,   5.2950,  34.3721,2.0,  34.3721,2.0,   204.62,2.0,   203.86,2.0,     25.8,2.0,    28.63,2.0,     1.93,2.0,-0.046,2.0,0.002,2.0,0.982,2.0,     0.01,2.0,     0.00,2.0
18,  09AR20070117,  SR03,3.0,1.0,6.0,6.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,   1248.3,   3.7555,  34.3903,2.0,  34.3896,2.0,   190.64,2.0,   191.08,2.0,     44.1,2.0,    32.38,2.0,     2.23,2.0,-0.042,2.0,0.002,2.0,0.982,2.0,     0.00,2.0,     0.00,2.0
19,  09AR20070117,  SR03,3.0,1.0,5.0,5.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,   1499.0,   3.1052,  34.5110,2.0,  34.5111,2.0,   171.83,2.0,   170.03,2.0,     59.8,2.0,    33.65,2.0,     2.35,2.0,-0.037000000000000005,2.0,0.002,2.0,0.982,2.0,     0.01,2.0,     0.00,2.0
20,  09AR20070117,  SR03,3.0,1.0,4.0,4.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,   1748.0,   2.6270,  34.5920,2.0,  34.5906,2.0,   171.84,2.0,   172.54,2.0,     64.1,2.0,    33.71,2.0,     2.29,2.0,-0.034,2.0,0.002,2.0,0.982,2.0,     0.00,2.0,     0.00,2.0
21,  09AR20070117,  SR03,3.0,1.0,3.0,3.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,   2000.3,   2.4247,  34.6747,2.0,  34.6741,2.0,   175.54,2.0,   176.42,2.0,     68.6,2.0,    32.53,2.0,     2.22,2.0,-0.036000000000000004,2.0,0.002,2.0,0.982,2.0,     0.00,2.0,     0.00,2.0
22,  09AR20070117,  SR03,3.0,1.0,2.0,2.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,   2247.9,   2.2634,  34.7174,2.0,  34.7162,2.0,   178.34,2.0,   179.03,2.0,     74.3,2.0,    31.54,2.0,     2.25,2.0,-0.033,2.0,0.002,2.0,0.982,2.0,     0.01,2.0,     0.00,2.0
23,  09AR20070117,  SR03,3.0,1.0,1.0,1.0,2.0,20070120.0,45.0,-45.0002,142.9812,4900.0,   2500.1,   2.0951,  34.7341,2.0,  34.7333,2.0,   180.80,2.0,   182.05,2.0,     83.3,2.0,    32.12,2.0,     2.23,2.0,-0.033,2.0,0.002,2.0,0.982,2.0,     0.01,2.0,     0.00,2.0
24,  09AR20070117,  SR03,6.0,1.0,24.0,24.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,      9.5,  12.3664,  34.6765,2.0,-999.0000,9.0,   274.90,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.057999999999999996,2.0,3.745,2.0,0.958,2.0,  -999.00,9.0,  -999.00,9.0
25,  09AR20070117,  SR03,6.0,1.0,23.0,23.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,      9.4,  12.3609,  34.6762,2.0,  34.6763,2.0,   274.90,2.0,   274.20,2.0,      0.4,2.0,     6.35,2.0,     0.54,2.0,0.064,2.0,3.78,2.0,0.958,2.0,     0.19,2.0,     0.12,2.0
26,  09AR20070117,  SR03,6.0,1.0,22.0,22.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,     29.6,  11.9881,  34.6722,2.0,-999.0000,9.0,   280.13,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.31,2.0,3.3760000000000003,2.0,0.95,2.0,  -999.00,9.0,  -999.00,9.0
27,  09AR20070117,  SR03,6.0,1.0,21.0,21.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,     29.7,  11.9822,  34.6719,2.0,  34.6710,2.0,   280.13,2.0,   280.02,2.0,      0.4,2.0,     6.40,2.0,     0.51,2.0,0.31,2.0,3.3989999999999996,2.0,0.95,2.0,     0.09,2.0,     0.12,2.0
28,  09AR20070117,  SR03,6.0,1.0,20.0,20.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,     44.8,  11.6247,  34.6642,2.0,-999.0000,9.0,   281.31,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.779,2.0,2.99,2.0,0.956,2.0,  -999.00,9.0,  -999.00,9.0
29,  09AR20070117,  SR03,6.0,1.0,19.0,19.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,     44.7,  11.6229,  34.6628,2.0,  34.6671,2.0,   281.31,2.0,   280.88,2.0,      0.4,2.0,     6.88,2.0,     0.61,2.0,0.753,2.0,3.128,2.0,0.9570000000000001,2.0,     0.14,2.0,     0.13,2.0
30,  09AR20070117,  SR03,6.0,1.0,18.0,18.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,     59.6,  10.8232,  34.6884,2.0,-999.0000,9.0,   278.79,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.956,2.0,2.7110000000000003,2.0,0.963,2.0,  -999.00,9.0,  -999.00,9.0
31,  09AR20070117,  SR03,6.0,1.0,17.0,17.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,     59.4,  10.8138,  34.6873,2.0,  34.6869,2.0,   278.79,2.0,   278.79,2.0,      0.9,2.0,     8.59,2.0,     0.74,2.0,0.95,2.0,2.639,2.0,0.963,2.0,     0.65,2.0,     0.15,2.0
32,  09AR20070117,  SR03,6.0,1.0,16.0,16.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,     78.4,  10.2570,  34.6932,2.0,-999.0000,9.0,   274.22,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.47,2.0,2.424,2.0,0.97,2.0,  -999.00,9.0,  -999.00,9.0
33,  09AR20070117,  SR03,6.0,1.0,15.0,15.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,     78.5,  10.2233,  34.6891,2.0,  34.6830,2.0,   274.22,2.0,   272.82,2.0,      2.0,2.0,    10.39,2.0,     0.82,2.0,0.44299999999999995,2.0,2.369,2.0,0.97,2.0,     1.21,2.0,     0.20,2.0
34,  09AR20070117,  SR03,6.0,1.0,14.0,14.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,     98.7,  10.2105,  34.7191,2.0,-999.0000,9.0,   271.58,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.341,2.0,1.8659999999999999,2.0,0.975,2.0,  -999.00,9.0,  -999.00,9.0
35,  09AR20070117,  SR03,6.0,1.0,13.0,13.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,     98.6,  10.2376,  34.7268,2.0,  34.7211,2.0,   271.58,2.0,   271.74,2.0,      2.0,2.0,    10.40,2.0,     0.81,2.0,0.315,2.0,2.002,2.0,0.9740000000000001,2.0,     1.14,2.0,     0.21,2.0
36,  09AR20070117,  SR03,6.0,1.0,12.0,12.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    124.5,   9.9537,  34.7445,2.0,-999.0000,9.0,   266.51,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.147,2.0,1.556,2.0,0.978,2.0,  -999.00,9.0,  -999.00,9.0
37,  09AR20070117,  SR03,6.0,1.0,11.0,11.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    124.6,   9.9552,  34.7449,2.0,  34.7441,2.0,   266.51,2.0,   265.30,2.0,      3.1,2.0,    12.11,2.0,     0.92,2.0,0.136,2.0,1.464,2.0,0.978,2.0,     0.22,2.0,     0.18,2.0
38,  09AR20070117,  SR03,6.0,1.0,10.0,10.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    149.6,   9.6130,  34.7247,2.0,-999.0000,9.0,   266.54,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.017,2.0,1.197,2.0,0.98,2.0,  -999.00,9.0,  -999.00,9.0
39,  09AR20070117,  SR03,6.0,1.0,9.0,9.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    149.7,   9.5831,  34.7201,2.0,  34.7244,2.0,   266.54,2.0,   265.97,2.0,      3.4,2.0,    13.84,2.0,     0.98,2.0,0.01,2.0,1.182,2.0,0.981,2.0,     0.01,2.0,     0.09,2.0
40,  09AR20070117,  SR03,6.0,1.0,8.0,8.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    175.1,   9.3070,  34.6815,2.0,-999.0000,9.0,   269.72,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.017,2.0,0.8320000000000001,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
41,  09AR20070117,  SR03,6.0,1.0,7.0,7.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    175.0,   9.3065,  34.6813,2.0,  34.6810,2.0,   269.60,2.0,   269.37,2.0,      3.4,2.0,    13.45,2.0,     0.95,2.0,-0.01,2.0,0.7120000000000001,2.0,0.981,2.0,     0.01,2.0,     0.04,2.0
42,  09AR20070117,  SR03,6.0,1.0,6.0,6.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    199.7,   9.0325,  34.6333,2.0,-999.0000,9.0,   269.90,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.021,2.0,0.551,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
43,  09AR20070117,  SR03,6.0,1.0,5.0,5.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    199.6,   9.0317,  34.6332,2.0,  34.6337,2.0,   269.90,2.0,   271.61,2.0,      3.7,2.0,  -999.00,9.0,     0.97,2.0,-0.03,2.0,0.596,2.0,0.981,2.0,  -999.00,9.0,     0.02,2.0
44,  09AR20070117,  SR03,6.0,1.0,4.0,4.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    249.3,   8.8963,  34.6107,2.0,  34.6107,2.0,   273.68,2.0,   273.56,2.0,      3.7,2.0,    14.63,2.0,     1.03,2.0,-0.039,2.0,0.003,2.0,0.981,2.0,     0.01,2.0,     0.03,2.0
45,  09AR20070117,  SR03,6.0,1.0,3.0,3.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    300.3,   8.7283,  34.5827,2.0,  34.5828,2.0,   274.00,2.0,   273.27,2.0,      3.6,2.0,    14.85,2.0,     1.01,2.0,-0.047,2.0,0.002,2.0,0.981,2.0,     0.01,2.0,     0.01,2.0
46,  09AR20070117,  SR03,6.0,1.0,2.0,2.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    350.1,   8.6730,  34.5765,2.0,  34.5773,2.0,   275.05,2.0,   273.26,2.0,      3.7,2.0,    15.41,2.0,     1.00,2.0,-0.046,2.0,0.002,2.0,0.981,2.0,     0.01,2.0,     0.00,2.0
47,  09AR20070117,  SR03,6.0,1.0,1.0,1.0,2.0,20070121.0,24.0,-45.9973,141.2965,4700.0,    399.3,   8.5946,  34.5645,2.0,  34.5641,2.0,   276.65,2.0,   277.16,2.0,      4.1,2.0,    15.74,2.0,     1.01,2.0,-0.042,2.0,0.002,2.0,0.981,2.0,     0.01,2.0,     0.01,2.0
48,  09AR20070117,  SR03,7.0,1.0,24.0,24.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,     14.6,  13.0698,  34.6748,2.0,  34.6928,2.0,   278.12,2.0,   281.74,2.0,      0.0,2.0,     4.24,2.0,     0.19,2.0,1.774,2.0,0.002,2.0,0.9390000000000001,2.0,     0.13,2.0,     0.07,2.0
49,  09AR20070117,  SR03,7.0,1.0,23.0,23.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,     29.3,  12.8255,  34.5361,4.0,  34.6791,2.0,   277.84,2.0,   280.49,2.0,      0.0,2.0,     4.52,2.0,     0.22,2.0,2.6489999999999996,2.0,0.002,2.0,0.9390000000000001,2.0,     0.17,2.0,     0.07,2.0
50,  09AR20070117,  SR03,7.0,1.0,22.0,22.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,     44.5,  11.4498,  34.6851,2.0,  34.6877,2.0,   278.08,2.0,   279.60,2.0,      0.4,2.0,     7.28,2.0,     0.62,2.0,1.7590000000000001,2.0,0.002,2.0,0.96,2.0,     0.85,2.0,     0.14,2.0
51,  09AR20070117,  SR03,7.0,1.0,21.0,21.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,     60.6,  10.6051,  34.7178,2.0,  34.7160,2.0,   276.93,2.0,   272.93,2.0,      1.1,2.0,     9.49,2.0,     0.81,2.0,0.77,2.0,0.002,2.0,0.9690000000000001,2.0,     1.33,2.0,     0.20,2.0
52,  09AR20070117,  SR03,7.0,1.0,20.0,20.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,     78.5,  10.3913,  34.7385,2.0,  34.7376,2.0,   269.89,2.0,   273.21,2.0,      2.1,2.0,     9.79,2.0,     0.78,2.0,0.466,2.0,0.002,2.0,0.9740000000000001,2.0,     0.67,2.0,     0.61,2.0
53,  09AR20070117,  SR03,7.0,1.0,19.0,19.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    100.2,   9.9216,  34.6944,2.0,  34.6893,2.0,   268.30,2.0,   269.01,2.0,      2.3,2.0,    11.44,2.0,     0.82,2.0,0.23800000000000002,2.0,0.002,2.0,0.975,2.0,     0.07,2.0,     0.54,2.0
54,  09AR20070117,  SR03,7.0,1.0,18.0,18.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    124.2,   9.6459,  34.6761,2.0,  34.6755,2.0,   268.47,2.0,   272.99,2.0,      2.6,2.0,    12.08,2.0,     0.87,2.0,0.023,2.0,0.002,2.0,0.9790000000000001,2.0,     0.01,2.0,     0.05,2.0
55,  09AR20070117,  SR03,7.0,1.0,17.0,17.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    147.7,   9.3732,  34.6549,2.0,  34.6606,2.0,   267.23,2.0,   265.97,2.0,      3.1,2.0,    13.44,2.0,     0.96,2.0,0.019,2.0,0.002,2.0,0.98,2.0,     0.01,2.0,     0.04,2.0
56,  09AR20070117,  SR03,7.0,1.0,16.0,16.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    174.5,   9.1879,  34.6433,2.0,  34.6431,2.0,   267.18,2.0,   267.82,2.0,      3.5,2.0,    13.71,2.0,     0.95,2.0,0.009000000000000001,2.0,0.002,2.0,0.98,2.0,     0.01,2.0,     0.02,2.0
57,  09AR20070117,  SR03,7.0,1.0,15.0,15.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    201.2,   9.0949,  34.6326,2.0,-999.0000,9.0,   272.01,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.013000000000000001,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
58,  09AR20070117,  SR03,7.0,1.0,14.0,14.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    223.2,   9.1004,  34.6404,2.0,  34.6394,2.0,   271.46,2.0,   272.00,2.0,      3.5,2.0,    14.58,2.0,     0.95,2.0,0.012,2.0,0.002,2.0,0.981,2.0,     0.02,2.0,     0.01,2.0
59,  09AR20070117,  SR03,7.0,1.0,13.0,13.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    248.7,   9.0640,  34.6367,2.0,  34.6364,2.0,   268.94,2.0,   268.89,2.0,      3.5,2.0,    13.76,2.0,     0.98,2.0,0.006,2.0,0.002,2.0,0.98,2.0,     0.01,2.0,     0.01,2.0
60,  09AR20070117,  SR03,7.0,1.0,12.0,12.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    276.6,   8.9504,  34.6175,2.0,  34.6176,2.0,   269.94,2.0,   274.73,2.0,      3.5,2.0,    14.71,2.0,     1.01,2.0,-0.006,2.0,0.002,2.0,0.981,2.0,     0.01,2.0,     0.03,2.0
61,  09AR20070117,  SR03,7.0,1.0,11.0,11.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    300.8,   8.9074,  34.6123,2.0,  34.6119,2.0,   272.90,2.0,   267.52,2.0,      3.6,2.0,    14.25,2.0,     1.01,2.0,0.0,2.0,0.002,2.0,0.98,2.0,     0.01,2.0,     0.02,2.0
62,  09AR20070117,  SR03,7.0,1.0,10.0,10.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    348.4,   8.7141,  34.5790,2.0,  34.5785,2.0,   276.08,2.0,   277.45,2.0,      3.6,2.0,    14.75,2.0,     1.01,2.0,-0.016,2.0,0.002,2.0,0.981,2.0,     0.00,2.0,     0.02,2.0
63,  09AR20070117,  SR03,7.0,1.0,9.0,9.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    399.0,   8.5920,  34.5591,2.0,  34.5586,2.0,   276.17,2.0,   275.89,2.0,      4.0,2.0,    14.75,2.0,     1.01,2.0,-0.026000000000000002,2.0,0.002,2.0,0.981,2.0,     0.01,2.0,     0.00,2.0
64,  09AR20070117,  SR03,7.0,1.0,8.0,8.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    449.7,   8.5770,  34.5591,2.0,  34.5584,2.0,   276.68,2.0,   277.16,2.0,      3.9,2.0,    14.88,2.0,     1.06,2.0,-0.035,2.0,0.002,2.0,0.981,2.0,     0.01,2.0,     0.00,2.0
65,  09AR20070117,  SR03,7.0,1.0,7.0,7.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    501.8,   8.5526,  34.5563,2.0,  34.5557,2.0,   275.26,2.0,   274.04,2.0,      3.9,2.0,    15.61,2.0,     1.01,2.0,-0.040999999999999995,2.0,0.002,2.0,0.981,2.0,     0.00,2.0,     0.00,2.0
66,  09AR20070117,  SR03,7.0,1.0,6.0,6.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    600.6,   8.4694,  34.5480,2.0,  34.5484,2.0,   269.93,2.0,   268.20,2.0,      4.6,2.0,    16.67,2.0,     1.08,2.0,-0.037000000000000005,2.0,0.002,2.0,0.981,2.0,     0.00,2.0,     0.01,2.0
67,  09AR20070117,  SR03,7.0,1.0,5.0,5.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    698.0,   7.9875,  34.4932,2.0,  34.4948,2.0,   250.34,2.0,   243.55,2.0,      7.2,2.0,    19.04,2.0,     1.26,2.0,-0.045,2.0,0.002,2.0,0.982,2.0,     0.00,2.0,     0.01,2.0
68,  09AR20070117,  SR03,7.0,1.0,4.0,4.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,    798.0,   7.2958,  34.4567,2.0,  34.4559,2.0,   223.45,2.0,   218.12,2.0,     12.2,2.0,    23.80,2.0,     1.49,2.0,-0.048,2.0,0.002,2.0,0.977,2.0,     0.03,2.0,     0.00,2.0
69,  09AR20070117,  SR03,7.0,1.0,3.0,3.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,   2502.9,   2.1132,  34.7308,2.0,-999.0000,9.0,   176.80,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.03,2.0,0.002,2.0,0.982,2.0,  -999.00,9.0,  -999.00,9.0
70,  09AR20070117,  SR03,7.0,1.0,2.0,2.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,   2502.2,   2.1139,  34.7307,2.0,-999.0000,9.0,   176.80,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.028999999999999998,2.0,0.002,2.0,0.982,2.0,  -999.00,9.0,  -999.00,9.0
71,  09AR20070117,  SR03,7.0,1.0,1.0,1.0,2.0,20070121.0,1008.0,-46.391,140.6542,4283.0,   2501.6,   2.1160,  34.7306,2.0,  34.7296,2.0,   176.80,2.0,   177.96,2.0,     85.3,2.0,    31.94,2.0,     2.21,2.0,-0.032,2.0,0.002,2.0,0.982,2.0,     0.00,2.0,     0.00,2.0
72,  09AR20070117,  SR03,8.0,1.0,24.0,24.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.7,  13.1301,  34.6803,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.328,2.0,0.99,2.0,0.898,2.0,  -999.00,9.0,  -999.00,9.0
73,  09AR20070117,  SR03,8.0,1.0,23.0,23.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.5,  13.1307,  34.6801,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.19,2.0,0.993,2.0,0.897,2.0,  -999.00,9.0,  -999.00,9.0
