,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BLTNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CTDFLUORO,CTDFLUORO_FLAG_W,CTDPAR,CTDPAR_FLAG_W,CTDTRANS,CTDTRANS_FLAG_W,AMMONIA,AMMONIA_FLAG_W,NITRIT,NITRIT_FLAG_W
2000,  09AR20070117,  SR03,89.0,1.0,16.0,16.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     14.3,  13.2256,  34.8600,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,6.027,2.0,0.002,2.0,0.846,2.0,  -999.00,9.0,  -999.00,9.0
2001,  09AR20070117,  SR03,89.0,1.0,15.0,15.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     14.5,  13.1644,  34.8585,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,6.057,2.0,0.002,2.0,0.846,2.0,  -999.00,9.0,  -999.00,9.0
2002,  09AR20070117,  SR03,89.0,1.0,14.0,14.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     14.2,  13.3756,  34.8603,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,6.343,2.0,0.002,2.0,0.8320000000000001,2.0,  -999.00,9.0,  -999.00,9.0
2003,  09AR20070117,  SR03,89.0,1.0,13.0,13.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     14.2,  13.4725,  34.8604,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,7.327999999999999,2.0,0.002,2.0,0.823,2.0,  -999.00,9.0,  -999.00,9.0
2004,  09AR20070117,  SR03,89.0,1.0,12.0,12.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     14.3,  13.4795,  34.8619,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,7.9110000000000005,2.0,0.002,2.0,0.823,2.0,  -999.00,9.0,  -999.00,9.0
2005,  09AR20070117,  SR03,89.0,1.0,11.0,11.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     14.5,  13.4889,  34.8621,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,7.516,2.0,0.002,2.0,0.8240000000000001,2.0,  -999.00,9.0,  -999.00,9.0
2006,  09AR20070117,  SR03,89.0,1.0,10.0,10.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     14.5,  13.4802,  34.8616,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,7.669,2.0,0.002,2.0,0.825,2.0,  -999.00,9.0,  -999.00,9.0
2007,  09AR20070117,  SR03,89.0,1.0,9.0,9.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     14.5,  13.4111,  34.8608,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,7.989,2.0,0.002,2.0,0.828,2.0,  -999.00,9.0,  -999.00,9.0
2008,  09AR20070117,  SR03,89.0,1.0,8.0,8.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     19.4,  12.9551,  34.8560,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.138999999999999,2.0,0.002,2.0,0.8859999999999999,2.0,  -999.00,9.0,  -999.00,9.0
2009,  09AR20070117,  SR03,89.0,1.0,7.0,7.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     19.3,  12.9753,  34.8562,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.004,2.0,0.002,2.0,0.882,2.0,  -999.00,9.0,  -999.00,9.0
2010,  09AR20070117,  SR03,89.0,1.0,6.0,6.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     19.2,  12.9633,  34.8563,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.293,2.0,0.002,2.0,0.884,2.0,  -999.00,9.0,  -999.00,9.0
2011,  09AR20070117,  SR03,89.0,1.0,5.0,5.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     19.2,  12.9370,  34.8556,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.129,2.0,0.002,2.0,0.884,2.0,  -999.00,9.0,  -999.00,9.0
2012,  09AR20070117,  SR03,89.0,1.0,4.0,4.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     19.2,  12.9242,  34.8547,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.069,2.0,0.002,2.0,0.889,2.0,  -999.00,9.0,  -999.00,9.0
2013,  09AR20070117,  SR03,89.0,1.0,3.0,3.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     19.3,  12.9223,  34.8540,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.861,2.0,0.002,2.0,0.892,2.0,  -999.00,9.0,  -999.00,9.0
2014,  09AR20070117,  SR03,89.0,1.0,2.0,2.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     19.5,  12.9469,  34.8558,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.062,2.0,0.002,2.0,0.888,2.0,  -999.00,9.0,  -999.00,9.0
2015,  09AR20070117,  SR03,89.0,1.0,1.0,1.0,2.0,20070213.0,1132.0,-45.4348,153.4547,4500.0,     19.5,  12.9362,  34.8556,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.148,2.0,0.002,2.0,0.888,2.0,  -999.00,9.0,  -999.00,9.0
2016,  09AR20070117,  SR03,90.0,1.0,24.0,24.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,      4.0,  13.5044,  34.8566,2.0,-999.0000,9.0,   290.06,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,6.947,2.0,0.278,2.0,0.823,2.0,  -999.00,9.0,  -999.00,9.0
2017,  09AR20070117,  SR03,90.0,1.0,23.0,23.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,      4.3,  13.5577,  34.8587,2.0,  34.8593,2.0,   290.06,2.0,   287.48,2.0,      0.7,2.0,     2.35,2.0,     0.35,2.0,7.086,2.0,0.306,2.0,0.8170000000000001,2.0,     0.02,2.0,  -999.00,9.0
2018,  09AR20070117,  SR03,90.0,1.0,22.0,22.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,      4.3,  13.5820,  34.8591,2.0,-999.0000,9.0,   290.06,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,7.593999999999999,2.0,0.302,2.0,0.816,2.0,  -999.00,9.0,  -999.00,9.0
2019,  09AR20070117,  SR03,90.0,1.0,21.0,21.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,      4.2,  13.5825,  34.8591,2.0,  34.8589,2.0,   290.06,2.0,   289.13,2.0,      0.7,2.0,     2.36,2.0,     0.36,2.0,7.194,2.0,0.358,2.0,0.816,2.0,     0.02,2.0,  -999.00,9.0
2020,  09AR20070117,  SR03,90.0,1.0,20.0,20.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,      9.3,  13.5229,  34.8583,2.0,-999.0000,9.0,   291.43,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,7.272,2.0,0.002,2.0,0.821,2.0,  -999.00,9.0,  -999.00,9.0
2021,  09AR20070117,  SR03,90.0,1.0,19.0,19.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,      9.2,  13.5258,  34.8579,2.0,  34.8591,2.0,   291.43,2.0,   288.64,2.0,      0.6,2.0,     2.40,2.0,     0.36,2.0,7.5,2.0,0.002,2.0,0.823,2.0,     0.02,2.0,  -999.00,9.0
2022,  09AR20070117,  SR03,90.0,1.0,18.0,18.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,     13.5,  13.4903,  34.8572,2.0,-999.0000,9.0,   294.16,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,7.305,2.0,0.002,2.0,0.8240000000000001,2.0,  -999.00,9.0,  -999.00,9.0
2023,  09AR20070117,  SR03,90.0,1.0,17.0,17.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,     13.5,  13.5535,  34.8578,2.0,  34.8589,2.0,   294.16,2.0,   288.16,2.0,      0.6,2.0,     2.40,2.0,     0.37,2.0,7.7139999999999995,2.0,0.002,2.0,0.8190000000000001,2.0,     0.02,2.0,  -999.00,9.0
2024,  09AR20070117,  SR03,90.0,1.0,16.0,16.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,     24.1,  12.6538,  34.8389,2.0,-999.0000,9.0,   275.03,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.168,2.0,0.002,2.0,0.912,2.0,  -999.00,9.0,  -999.00,9.0
2025,  09AR20070117,  SR03,90.0,1.0,15.0,15.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,     23.8,  12.6545,  34.8390,2.0,  34.8379,2.0,   275.03,2.0,   277.78,2.0,      0.6,2.0,     3.90,2.0,     0.44,2.0,3.089,2.0,0.002,2.0,0.912,2.0,     0.19,2.0,  -999.00,9.0
2026,  09AR20070117,  SR03,90.0,1.0,14.0,14.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,     30.3,  12.5454,  34.8386,2.0,-999.0000,9.0,   269.03,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.5130000000000001,2.0,0.002,2.0,0.941,2.0,  -999.00,9.0,  -999.00,9.0
2027,  09AR20070117,  SR03,90.0,1.0,13.0,13.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,     30.3,  12.5459,  34.8384,2.0,  34.8379,2.0,   269.03,2.0,   265.89,2.0,      0.6,2.0,     4.74,2.0,     0.51,2.0,1.541,2.0,0.002,2.0,0.941,2.0,     0.54,2.0,  -999.00,9.0
2028,  09AR20070117,  SR03,90.0,1.0,12.0,12.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    201.9,   9.1491,  34.6627,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.049,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2029,  09AR20070117,  SR03,90.0,1.0,11.0,11.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    203.1,   9.1468,  34.6624,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.052000000000000005,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2030,  09AR20070117,  SR03,90.0,1.0,10.0,10.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    203.5,   9.1459,  34.6621,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.053,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2031,  09AR20070117,  SR03,90.0,1.0,9.0,9.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    204.5,   9.1452,  34.6619,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.051,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2032,  09AR20070117,  SR03,90.0,1.0,8.0,8.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    205.0,   9.1453,  34.6619,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.049,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2033,  09AR20070117,  SR03,90.0,1.0,7.0,7.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    205.7,   9.1464,  34.6621,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.054000000000000006,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2034,  09AR20070117,  SR03,90.0,1.0,6.0,6.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    206.0,   9.1466,  34.6622,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.053,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2035,  09AR20070117,  SR03,90.0,1.0,5.0,5.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    206.5,   9.1467,  34.6622,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.053,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2036,  09AR20070117,  SR03,90.0,1.0,4.0,4.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    206.5,   9.1470,  34.6622,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.05,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2037,  09AR20070117,  SR03,90.0,1.0,3.0,3.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    206.3,   9.1463,  34.6621,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.05,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2038,  09AR20070117,  SR03,90.0,1.0,2.0,2.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    206.0,   9.1467,  34.6622,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.049,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2039,  09AR20070117,  SR03,90.0,1.0,1.0,1.0,2.0,20070213.0,1505.0,-45.437,153.4712,4700.0,    205.0,   9.1473,  34.6624,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.05,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2040,  09AR20070117,  SR03,94.0,1.0,24.0,24.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,      7.4,  14.9456,  35.1296,2.0,-999.0000,9.0,   271.76,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.5290000000000001,2.0,2.677,2.0,0.889,2.0,  -999.00,9.0,  -999.00,9.0
2041,  09AR20070117,  SR03,94.0,1.0,23.0,23.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,      7.4,  14.9433,  35.1295,2.0,  35.1295,2.0,   271.76,2.0,   270.74,2.0,      0.4,2.0,     1.22,2.0,     0.20,2.0,1.536,2.0,2.72,2.0,0.889,2.0,     0.04,2.0,  -999.00,9.0
2042,  09AR20070117,  SR03,94.0,1.0,22.0,22.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,     28.9,  13.7457,  35.0352,2.0,-999.0000,9.0,   266.24,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.2770000000000001,2.0,1.69,2.0,0.9359999999999999,2.0,  -999.00,9.0,  -999.00,9.0
2043,  09AR20070117,  SR03,94.0,1.0,21.0,21.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,     28.8,  13.7485,  35.0354,2.0,-999.0000,9.0,   266.24,2.0,   267.18,2.0,      0.4,2.0,     3.47,2.0,     0.34,2.0,1.341,2.0,1.696,2.0,0.9359999999999999,2.0,     0.20,2.0,  -999.00,9.0
2044,  09AR20070117,  SR03,94.0,1.0,20.0,20.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,     44.4,  13.6305,  35.0579,2.0,-999.0000,9.0,   258.40,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.6629999999999999,2.0,1.124,2.0,0.9570000000000001,2.0,  -999.00,9.0,  -999.00,9.0
2045,  09AR20070117,  SR03,94.0,1.0,19.0,19.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,     44.5,  13.6321,  35.0588,2.0,  35.0630,2.0,   258.40,2.0,   258.11,2.0,      0.5,2.0,     4.03,2.0,     0.40,2.0,0.667,2.0,1.145,2.0,0.9570000000000001,2.0,     0.46,2.0,  -999.00,9.0
2046,  09AR20070117,  SR03,94.0,1.0,18.0,18.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,     58.8,  13.7056,  35.1156,2.0,-999.0000,9.0,   255.88,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.523,2.0,0.73,2.0,0.96,2.0,  -999.00,9.0,  -999.00,9.0
2047,  09AR20070117,  SR03,94.0,1.0,17.0,17.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,     58.8,  13.7055,  35.1184,2.0,-999.0000,9.0,   255.88,2.0,   257.13,2.0,      0.6,2.0,     3.95,2.0,     0.38,2.0,0.501,2.0,0.748,2.0,0.96,2.0,     0.48,2.0,  -999.00,9.0
2048,  09AR20070117,  SR03,94.0,1.0,16.0,16.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,     78.8,  13.5128,  35.1508,2.0,-999.0000,9.0,   251.42,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.223,2.0,0.32799999999999996,2.0,0.9690000000000001,2.0,  -999.00,9.0,  -999.00,9.0
2049,  09AR20070117,  SR03,94.0,1.0,15.0,15.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,     78.8,  13.4276,  35.1425,2.0,  35.1331,2.0,   251.42,2.0,   253.70,2.0,      0.7,2.0,     5.22,2.0,     0.47,2.0,0.215,2.0,0.321,2.0,0.97,2.0,     0.47,2.0,  -999.00,9.0
2050,  09AR20070117,  SR03,94.0,1.0,14.0,14.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,     99.1,  12.3649,  35.0774,2.0,-999.0000,9.0,   254.06,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.10800000000000001,2.0,0.002,2.0,0.973,2.0,  -999.00,9.0,  -999.00,9.0
2051,  09AR20070117,  SR03,94.0,1.0,13.0,13.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,     99.0,  12.3551,  35.0762,2.0,-999.0000,9.0,   254.12,2.0,   252.88,2.0,      1.2,2.0,     8.58,2.0,     0.64,2.0,0.11900000000000001,2.0,0.002,2.0,0.973,2.0,     0.04,2.0,  -999.00,9.0
2052,  09AR20070117,  SR03,94.0,1.0,12.0,12.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    125.1,  11.7468,  35.0209,2.0,-999.0000,9.0,   252.30,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.019,2.0,0.002,2.0,0.975,2.0,  -999.00,9.0,  -999.00,9.0
2053,  09AR20070117,  SR03,94.0,1.0,11.0,11.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    125.3,  11.6785,  35.0109,2.0,  35.0106,2.0,   252.30,2.0,   252.08,2.0,      2.0,2.0,    10.65,2.0,     0.76,2.0,0.02,2.0,0.002,2.0,0.975,2.0,     0.08,2.0,  -999.00,9.0
2054,  09AR20070117,  SR03,94.0,1.0,10.0,10.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    149.4,  11.2317,  34.9529,2.0,-999.0000,9.0,   254.71,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.019,2.0,0.002,2.0,0.976,2.0,  -999.00,9.0,  -999.00,9.0
2055,  09AR20070117,  SR03,94.0,1.0,9.0,9.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    149.1,  11.2315,  34.9538,2.0,-999.0000,9.0,   254.71,2.0,   254.41,2.0,      2.4,2.0,    11.69,2.0,     0.82,2.0,-0.016,2.0,0.002,2.0,0.976,2.0,     0.02,2.0,  -999.00,9.0
2056,  09AR20070117,  SR03,94.0,1.0,8.0,8.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    175.2,  11.1536,  34.9861,2.0,-999.0000,9.0,   250.57,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.031,2.0,0.002,2.0,0.977,2.0,  -999.00,9.0,  -999.00,9.0
2057,  09AR20070117,  SR03,94.0,1.0,7.0,7.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    175.1,  11.1500,  34.9859,2.0,  34.9864,2.0,   250.57,2.0,   250.11,2.0,      3.1,2.0,    12.08,2.0,     0.85,2.0,-0.031,2.0,0.002,2.0,0.977,2.0,     0.03,2.0,  -999.00,9.0
2058,  09AR20070117,  SR03,94.0,1.0,6.0,6.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    199.6,  11.0136,  34.9855,2.0,-999.0000,9.0,   242.57,2.0,   243.78,2.0,      3.7,2.0,    12.78,2.0,     0.89,2.0,-0.039,2.0,0.002,2.0,0.978,2.0,     0.02,2.0,  -999.00,9.0
2059,  09AR20070117,  SR03,94.0,1.0,5.0,5.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    199.0,  11.0166,  34.9861,2.0,-999.0000,9.0,   242.57,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.042,2.0,0.002,2.0,0.978,2.0,  -999.00,9.0,  -999.00,9.0
2060,  09AR20070117,  SR03,94.0,1.0,4.0,4.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    248.4,  10.6884,  34.9343,2.0,  34.9343,2.0,   245.36,2.0,   244.84,2.0,      3.9,2.0,    13.53,2.0,     0.94,2.0,-0.045,2.0,0.002,2.0,0.978,2.0,     0.02,2.0,  -999.00,9.0
2061,  09AR20070117,  SR03,94.0,1.0,3.0,3.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    299.3,  10.1365,  34.8399,2.0,-999.0000,9.0,   238.77,2.0,   238.70,2.0,      4.8,2.0,    15.52,2.0,     1.05,2.0,-0.049,2.0,0.002,2.0,0.977,2.0,     0.06,2.0,  -999.00,9.0
2062,  09AR20070117,  SR03,94.0,1.0,2.0,2.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    349.2,   9.5838,  34.7441,2.0,  34.7427,2.0,   236.98,2.0,   237.33,2.0,      5.4,2.0,    17.17,2.0,     1.15,2.0,-0.051,2.0,0.002,2.0,0.977,2.0,     0.06,2.0,  -999.00,9.0
2063,  09AR20070117,  SR03,94.0,1.0,1.0,1.0,2.0,20070214.0,724.0,-45.225,152.7577,4600.0,    398.9,   9.0609,  34.6536,2.0,  34.6568,2.0,   246.87,2.0,   248.33,2.0,      5.3,2.0,    17.54,2.0,     1.18,2.0,-0.052000000000000005,2.0,0.002,2.0,0.977,2.0,     0.03,2.0,  -999.00,9.0
2064,  09AR20070117,  SR03,95.0,1.0,24.0,24.0,2.0,20070214.0,1021.0,-45.2735,153.0132,4500.0,      6.2,  14.6595,  35.1384,2.0,-999.0000,9.0,   269.84,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.19,2.0,0.322,2.0,0.903,2.0,  -999.00,9.0,  -999.00,9.0
2065,  09AR20070117,  SR03,95.0,1.0,23.0,23.0,2.0,20070214.0,1021.0,-45.2735,153.0132,4500.0,      6.0,  14.6192,  35.1400,2.0,  35.1388,2.0,   269.84,2.0,   271.69,2.0,      0.3,2.0,     1.58,2.0,     0.23,2.0,2.065,2.0,0.377,2.0,0.904,2.0,     0.05,2.0,  -999.00,9.0
2066,  09AR20070117,  SR03,95.0,1.0,22.0,22.0,2.0,20070214.0,1021.0,-45.2735,153.0132,4500.0,     28.2,  13.8271,  35.1402,2.0,-999.0000,9.0,   260.36,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.2209999999999999,2.0,0.002,2.0,0.9440000000000001,2.0,  -999.00,9.0,  -999.00,9.0
2067,  09AR20070117,  SR03,95.0,1.0,21.0,21.0,2.0,20070214.0,1021.0,-45.2735,153.0132,4500.0,     28.3,  13.8149,  35.1409,2.0,-999.0000,9.0,   260.36,2.0,   258.39,2.0,      0.6,2.0,     3.89,2.0,     0.37,2.0,1.171,2.0,0.002,2.0,0.9470000000000001,2.0,     0.18,2.0,  -999.00,9.0
2068,  09AR20070117,  SR03,95.0,1.0,20.0,20.0,2.0,20070214.0,1021.0,-45.2735,153.0132,4500.0,     44.7,  13.6963,  35.1420,2.0,-999.0000,9.0,   252.92,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.528,2.0,0.002,2.0,0.965,2.0,  -999.00,9.0,  -999.00,9.0
2069,  09AR20070117,  SR03,95.0,1.0,19.0,19.0,2.0,20070214.0,1021.0,-45.2735,153.0132,4500.0,     44.8,  13.7107,  35.1470,2.0,  35.1644,2.0,   252.92,2.0,   253.71,2.0,      0.7,2.0,     4.20,2.0,     0.41,2.0,0.48200000000000004,2.0,0.002,2.0,0.965,2.0,     0.35,2.0,  -999.00,9.0
2070,  09AR20070117,  SR03,95.0,1.0,18.0,18.0,2.0,20070214.0,1021.0,-45.2735,153.0132,4500.0,     59.8,  13.8306,  35.1975,2.0,-999.0000,9.0,   250.24,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.258,2.0,0.002,2.0,0.968,2.0,  -999.00,9.0,  -999.00,9.0
2071,  09AR20070117,  SR03,95.0,1.0,17.0,17.0,2.0,20070214.0,1021.0,-45.2735,153.0132,4500.0,     59.8,  13.8282,  35.1968,2.0,-999.0000,9.0,   250.24,2.0,   251.17,2.0,      0.7,2.0,     4.22,2.0,     0.41,2.0,0.308,2.0,0.002,2.0,0.968,2.0,     0.39,2.0,  -999.00,9.0
