,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,SBE35,SBE35_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,DNSSAL,DNSSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,CTDXMISS,CTDXMISSCP,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CHLORA,CHLORA_FLAG_W,PAR,PAR_FLAG_W,SILCAT,SILCAT_FLAG_W,SILUNC,NITRAT,NITRAT_FLAG_W,NRAUNC,NITRIT,NITRIT_FLAG_W,NRIUNC,PHSPHT,PHSPHT_FLAG_W,PHPUNC,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TMP,PH_TOT_FLAG_W,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,CS-134,CS-134_FLAG_W,CS134ER,CS-137,CS-137_FLAG_W,CS137ER
267,  49NZ20130106,  S04I,95.0,1.0,29.0, X12J29,2.0,20130114.0,1802,-62.3335,99.5663, 4274,    200.5,2.0,   0.4787,2.0,   0.48091,2.0,  34.5502,2.0,  34.5529,2.0,-999.0000,9.0,   220.98,2.0,   219.62,2.0,   99.725,   0.0110,2.0,    0.070,2.0,     0.04,2.0,    0.000,2.0,    78.53,2.0,     0.13,    32.36,2.0,     0.05,     0.02,2.0,     0.01,     2.22,2.0,     0.01,    1.864,2.0,    1.003,2.0,    0.166,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
268,  49NZ20130106,  S04I,95.0,1.0,28.0, X12J28,2.0,20130114.0,1802,-62.3335,99.5663, 4274,    250.5,2.0,   1.0872,2.0,   1.08681,2.0,  34.6295,2.0,  34.6306,2.0,-999.0000,9.0,   203.09,2.0,   202.58,2.0,   99.623,   0.0151,2.0,    0.020,2.0,     0.01,2.0,    0.000,2.0,    82.69,2.0,     0.13,    32.45,2.0,     0.05,     0.02,2.0,     0.01,     2.23,2.0,     0.01,    1.208,2.0,    0.639,2.0,    0.100,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
269,  49NZ20130106,  S04I,95.0,1.0,27.0, X12J27,2.0,20130114.0,1802,-62.3335,99.5663, 4274,    280.1,2.0,   1.2769,2.0,   1.27679,2.0,  34.6571,2.0,  34.6573,2.0,-999.0000,9.0,   197.97,2.0,   197.56,2.0,   99.750,   0.0100,2.0,    0.010,2.0,  -999.00,9.0,    0.000,2.0,    84.10,2.0,     0.13,    32.38,2.0,     0.05,     0.02,2.0,     0.01,     2.23,2.0,     0.01,    0.970,2.0,    0.514,2.0,    0.082,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
270,  49NZ20130106,  S04I,95.0,1.0,26.0, X12J26,2.0,20130114.0,1802,-62.3335,99.5663, 4274,    370.4,2.0,   1.5125,2.0,   1.51246,2.0,  34.7022,2.0,  34.7023,2.0,-999.0000,9.0,   193.23,2.0,   193.00,2.0,   99.848,   0.0061,2.0,    0.010,2.0,  -999.00,9.0,    0.000,2.0,    86.46,2.0,     0.14,    31.95,2.0,     0.04,     0.01,2.0,     0.01,     2.20,2.0,     0.01,    0.601,2.0,    0.311,2.0,    0.050,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
271,  49NZ20130106,  S04I,95.0,1.0,25.0, X12J25,2.0,20130114.0,1802,-62.3335,99.5663, 4274,    470.4,2.0,   1.4772,2.0,   1.47721,2.0,  34.7175,2.0,  34.7177,2.0,-999.0000,9.0,   195.38,2.0,   195.15,2.0,   99.930,   0.0028,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    88.40,2.0,     0.14,    31.50,2.0,     0.04,     0.01,2.0,     0.01,     2.16,2.0,     0.01,    0.501,2.0,    0.253,2.0,    0.044,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
272,  49NZ20130106,  S04I,95.0,1.0,24.0, X12J24,2.0,20130114.0,1802,-62.3335,99.5663, 4274,    570.1,2.0,   1.4180,2.0,   1.41882,2.0,  34.7234,2.0,  34.7237,2.0,-999.0000,9.0,   197.30,2.0,   197.10,2.0,   99.952,   0.0019,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    90.73,2.0,     0.14,    31.41,2.0,     0.04,     0.01,2.0,     0.01,     2.16,2.0,     0.01,    0.444,6.0,    0.222,6.0,    0.035,6.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
273,  49NZ20130106,  S04I,95.0,1.0,23.0, X12J23,2.0,20130114.0,1802,-62.3335,99.5663, 4274,    669.9,2.0,   1.3632,2.0,   1.36312,2.0,  34.7287,2.0,  34.7291,2.0,-999.0000,9.0,   199.05,2.0,   198.72,2.0,   99.930,   0.0028,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    93.17,2.0,     0.14,    31.25,2.0,     0.04,     0.01,2.0,     0.01,     2.15,2.0,     0.01,    0.363,2.0,    0.177,2.0,    0.029,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
274,  49NZ20130106,  S04I,95.0,1.0,22.0, X12J22,2.0,20130114.0,1802,-62.3335,99.5663, 4274,    769.7,2.0,   1.2873,2.0,   1.28727,2.0,  34.7280,2.0,  34.7283,2.0,-999.0000,9.0,   200.38,2.0,   200.09,2.0,   99.918,   0.0033,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    95.50,2.0,     0.14,    31.32,2.0,     0.04,     0.01,2.0,     0.01,     2.16,2.0,     0.01,    0.348,2.0,    0.168,2.0,    0.025,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
275,  49NZ20130106,  S04I,95.0,1.0,21.0, X12J21,2.0,20130114.0,1802,-62.3335,99.5663, 4274,    868.7,2.0,   1.2088,2.0,   1.20988,2.0,  34.7264,2.0,  34.7267,2.0,-999.0000,9.0,   201.55,2.0,   201.41,2.0,   99.958,   0.0017,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    98.03,2.0,     0.15,    31.40,2.0,     0.04,     0.01,2.0,     0.01,     2.16,2.0,     0.01,    0.316,2.0,    0.151,2.0,    0.016,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
276,  49NZ20130106,  S04I,95.0,1.0,20.0, X12J20,2.0,20130114.0,1802,-62.3335,99.5663, 4274,    961.0,2.0,   1.1145,2.0,   1.11366,2.0,  34.7222,2.0,  34.7228,2.0,-999.0000,9.0,   202.52,2.0,   202.25,2.0,   99.956,   0.0018,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,   100.53,2.0,     0.15,    31.58,2.0,     0.04,     0.01,2.0,     0.01,     2.18,2.0,     0.01,    0.317,2.0,    0.156,2.0,    0.022,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
277,  49NZ20130106,  S04I,95.0,1.0,19.0, X12J19,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   1170.3,2.0,   0.9290,2.0,   0.92882,2.0,  34.7127,2.0,  34.7152,4.0,-999.0000,9.0,   205.08,2.0,   204.95,2.0,   99.975,   0.0010,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   105.85,2.0,     0.15,    31.88,2.0,     0.04,     0.01,2.0,     0.01,     2.20,2.0,     0.01,    0.350,6.0,    0.172,6.0,    0.024,6.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
278,  49NZ20130106,  S04I,95.0,1.0,18.0, X12J18,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   1420.5,2.0,   0.6939,2.0,   0.69408,2.0,  34.6990,2.0,  34.6995,2.0,-999.0000,9.0,   209.07,2.0,   208.99,2.0,   99.979,   0.0008,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   110.26,2.0,     0.16,    32.16,2.0,     0.05,     0.01,2.0,     0.01,     2.22,2.0,     0.01,    0.458,2.0,    0.229,2.0,    0.025,2.0,    0.152,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
279,  49NZ20130106,  S04I,95.0,1.0,17.0, X12J17,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   1669.8,2.0,   0.5475,2.0,   0.54774,2.0,  34.6932,2.0,  34.6937,2.0,-999.0000,9.0,   211.24,2.0,   211.13,2.0,   99.992,   0.0003,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   115.18,2.0,     0.16,    32.41,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    0.446,2.0,    0.219,2.0,    0.023,2.0,    0.221,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
280,  49NZ20130106,  S04I,95.0,1.0,16.0, X12J16,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   1920.4,2.0,   0.3931,2.0,   0.39382,2.0,  34.6848,2.0,  34.6850,2.0,-999.0000,9.0,   215.28,2.0,   215.29,2.0,   99.994,   0.0002,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   116.52,2.0,     0.16,    32.51,2.0,     0.05,     0.01,2.0,     0.01,     2.25,2.0,     0.01,    0.612,2.0,    0.317,2.0,    0.034,2.0,    0.186,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
281,  49NZ20130106,  S04I,95.0,1.0,15.0, X12J15,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   2171.0,2.0,   0.2818,2.0,   0.28185,2.0,  34.6812,2.0,  34.6816,2.0,-999.0000,9.0,   218.07,2.0,   217.93,2.0,   99.985,   0.0006,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   119.82,2.0,     0.17,    32.51,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    0.656,2.0,    0.319,2.0,    0.035,2.0,    0.311,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
282,  49NZ20130106,  S04I,95.0,1.0,14.0, X12J14,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   2419.9,2.0,   0.1958,2.0,   0.19572,2.0,  34.6782,2.0,  34.6787,2.0,-999.0000,9.0,   220.75,2.0,   220.62,2.0,   99.968,   0.0013,2.0,   -0.010,2.0,  -999.00,9.0,    0.000,2.0,   122.26,2.0,     0.17,    32.54,2.0,     0.05,     0.01,2.0,     0.01,     2.25,2.0,     0.01,    0.714,2.0,    0.358,2.0,    0.037,2.0,    0.190,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
283,  49NZ20130106,  S04I,95.0,1.0,13.0, X12J13,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   2671.1,2.0,   0.1014,2.0,   0.10144,2.0,  34.6723,2.0,  34.6727,2.0,-999.0000,9.0,   224.71,2.0,   224.46,2.0,   99.971,   0.0012,2.0,   -0.010,2.0,  -999.00,9.0,    0.000,2.0,   121.08,2.0,     0.17,    32.49,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    0.981,2.0,    0.494,2.0,    0.055,2.0,    0.266,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
284,  49NZ20130106,  S04I,95.0,1.0,12.0, X12J12,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   2919.8,2.0,   0.0285,2.0,   0.02841,2.0,  34.6682,2.0,  34.6690,2.0,-999.0000,9.0,   227.71,2.0,   227.59,2.0,   99.964,   0.0014,2.0,   -0.010,2.0,  -999.00,9.0,    0.000,2.0,   121.13,2.0,     0.17,    32.48,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    1.139,2.0,    0.583,2.0,    0.071,2.0,    0.355,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
285,  49NZ20130106,  S04I,95.0,1.0,11.0, X12J11,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   3169.5,2.0,  -0.0083,2.0,  -0.00822,2.0,  34.6672,2.0,  34.6671,2.0,-999.0000,9.0,   229.58,2.0,   229.42,2.0,   99.960,   0.0016,2.0,   -0.010,2.0,  -999.00,9.0,    0.000,2.0,   122.18,2.0,     0.17,    32.47,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    1.202,2.0,    0.637,2.0,    0.074,2.0,    0.362,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
286,  49NZ20130106,  S04I,95.0,1.0,10.0, X12J10,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   3419.9,2.0,  -0.0474,2.0,  -0.04734,2.0,  34.6636,2.0,  34.6629,2.0,-999.0000,9.0,   231.76,2.0,   231.67,2.0,   99.952,   0.0019,2.0,   -0.010,2.0,  -999.00,9.0,    0.000,2.0,   121.72,2.0,     0.17,    32.42,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    1.405,2.0,    0.717,2.0,    0.092,2.0,    0.430,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
287,  49NZ20130106,  S04I,95.0,1.0,9.0, X12J09,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   3670.6,2.0,  -0.0686,2.0,  -0.06849,2.0,  34.6620,2.0,  34.6623,2.0,-999.0000,9.0,   233.29,2.0,   233.10,2.0,   99.916,   0.0034,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   122.64,2.0,     0.17,    32.40,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    1.500,2.0,    0.771,2.0,    0.098,2.0,    0.462,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
288,  49NZ20130106,  S04I,95.0,1.0,8.0, X12J08,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   3920.9,2.0,  -0.1006,2.0,  -0.10045,2.0,  34.6581,2.0,  34.6583,2.0,-999.0000,9.0,   235.20,2.0,   235.20,2.0,   99.816,   0.0074,2.0,   -0.010,2.0,  -999.00,9.0,    0.000,2.0,   122.35,2.0,     0.17,    32.37,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    1.682,6.0,    0.872,6.0,    0.119,6.0,    0.541,6.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
289,  49NZ20130106,  S04I,95.0,1.0,7.0, X12J07,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   4168.8,2.0,  -0.1439,2.0,  -0.14405,2.0,  34.6520,2.0,  34.6526,2.0,-999.0000,9.0,   237.80,2.0,   237.82,2.0,   99.691,   0.0124,2.0,   -0.010,2.0,  -999.00,9.0,    0.000,2.0,   120.77,2.0,     0.17,    32.33,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    1.936,2.0,    1.022,2.0,    0.149,2.0,    0.612,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
290,  49NZ20130106,  S04I,95.0,1.0,6.0, X12J06,9.0,20130114.0,1802,-62.3335,99.5663, 4274,   -999.0,9.0,-999.0000,9.0,-999.00000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,-999.0000,9.0, -999.000,9.0,  -999.00,9.0, -999.000,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
291,  49NZ20130106,  S04I,95.0,1.0,5.0, X12J05,9.0,20130114.0,1802,-62.3335,99.5663, 4274,   -999.0,9.0,-999.0000,9.0,-999.00000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,-999.0000,9.0, -999.000,9.0,  -999.00,9.0, -999.000,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
292,  49NZ20130106,  S04I,95.0,1.0,4.0, X12J04,9.0,20130114.0,1802,-62.3335,99.5663, 4274,   -999.0,9.0,-999.0000,9.0,-999.00000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,-999.0000,9.0, -999.000,9.0,  -999.00,9.0, -999.000,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
293,  49NZ20130106,  S04I,95.0,1.0,3.0, X12J03,9.0,20130114.0,1802,-62.3335,99.5663, 4274,   -999.0,9.0,-999.0000,9.0,-999.00000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,-999.0000,9.0, -999.000,9.0,  -999.00,9.0, -999.000,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
294,  49NZ20130106,  S04I,95.0,1.0,2.0, X12J02,9.0,20130114.0,1802,-62.3335,99.5663, 4274,   -999.0,9.0,-999.0000,9.0,-999.00000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,-999.0000,9.0, -999.000,9.0,  -999.00,9.0, -999.000,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
295,  49NZ20130106,  S04I,95.0,1.0,1.0, X12J01,2.0,20130114.0,1802,-62.3335,99.5663, 4274,   4346.4,2.0,  -0.1452,2.0,  -0.14526,2.0,  34.6505,2.0,  34.6508,2.0,-999.0000,9.0,   238.40,2.0,   238.41,2.0,   99.609,   0.0157,2.0,   -0.010,2.0,  -999.00,9.0,    0.000,2.0,   121.68,2.0,     0.17,    32.36,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    2.007,2.0,    1.058,2.0,    0.157,2.0,    0.785,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
296,  49NZ20130106,  S04I,96.0,1.0,0.0,   -999,9.0,20130115.0,0106,-62.1105,98.0242, 4082,   -999.0,9.0,-999.0000,9.0,-999.00000,9.0,-999.0000,9.0,  33.9404,2.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,-999.0000,9.0, -999.000,9.0,  -999.00,9.0, -999.000,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
297,  49NZ20130106,  S04I,96.0,1.0,36.0, X12J36,2.0,20130115.0,0106,-62.1105,98.0242, 4082,      4.6,2.0,   1.9456,2.0,   1.94614,2.0,  33.9359,2.0,  33.9362,2.0,-999.0000,9.0,   339.90,2.0,   339.81,2.0,   92.423,   0.3152,2.0,    0.190,2.0,  -999.00,9.0,  264.374,2.0,    29.77,2.0,     0.09,    24.24,2.0,     0.04,     0.27,2.0,     0.01,     1.49,2.0,     0.01,    5.708,2.0,    3.084,2.0,    0.601,2.0,    2.969,2.0,   2156.6,2.0,   2297.8,2.0,7.7294,       25,6.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
298,  49NZ20130106,  S04I,96.0,1.0,35.0, X12J35,2.0,20130115.0,0106,-62.1105,98.0242, 4082,     25.0,2.0,   1.8970,2.0,   1.89780,2.0,  33.9363,2.0,  33.9369,2.0,-999.0000,9.0,   340.15,2.0,   340.58,2.0,   92.522,   0.3109,2.0,    0.520,2.0,  -999.00,9.0,   37.757,2.0,    29.42,2.0,     0.09,    24.21,2.0,     0.04,     0.27,2.0,     0.01,     1.50,2.0,     0.01,    5.680,2.0,    3.096,2.0,    0.611,2.0,    2.831,2.0,   2156.6,2.0,   2297.4,2.0,7.7285,       25,2.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
299,  49NZ20130106,  S04I,96.0,1.0,34.0, X12J34,2.0,20130115.0,0106,-62.1105,98.0242, 4082,     49.5,2.0,  -0.4921,2.0,  -0.49259,2.0,  34.0596,2.0,  34.0621,2.0,-999.0000,9.0,   336.20,2.0,   334.61,2.0,   91.434,   0.3582,2.0,    1.270,2.0,  -999.00,9.0,    5.313,2.0,    46.91,2.0,     0.10,    27.98,2.0,     0.04,     0.17,2.0,     0.01,     1.97,2.0,     0.01,    5.426,6.0,    2.890,6.0,    0.572,6.0,    2.689,6.0,   2185.9,2.0,   2303.7,2.0,7.6631,       25,2.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
300,  49NZ20130106,  S04I,96.0,1.0,33.0, X12J33,2.0,20130115.0,0106,-62.1105,98.0242, 4082,     74.7,2.0,  -1.1703,2.0,  -1.17318,2.0,  34.2395,2.0,  34.2373,2.0,-999.0000,9.0,   293.89,2.0,   294.21,2.0,   98.034,   0.0794,2.0,    0.390,2.0,  -999.00,9.0,    0.797,2.0,    62.06,2.0,     0.11,    30.85,2.0,     0.04,     0.14,2.0,     0.01,     2.15,2.0,     0.01,    4.473,2.0,    2.363,2.0,    0.476,2.0,    2.135,2.0,   2216.6,6.0,   2313.7,2.0,7.6083,       25,2.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
301,  49NZ20130106,  S04I,96.0,1.0,32.0, X12J32,2.0,20130115.0,0106,-62.1105,98.0242, 4082,     99.9,2.0,  -0.8940,2.0,  -0.90098,2.0,  34.3155,2.0,  34.3171,2.0,-999.0000,9.0,   272.23,2.0,   270.71,2.0,   99.162,   0.0337,2.0,    0.170,2.0,  -999.00,9.0,    0.215,2.0,    66.00,2.0,     0.12,    31.82,2.0,     0.04,     0.13,2.0,     0.01,     2.21,2.0,     0.01,    3.848,2.0,    2.011,2.0,    0.421,2.0,    1.884,2.0,   2227.2,2.0,   2316.8,6.0,7.5906,       25,2.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
302,  49NZ20130106,  S04I,96.0,1.0,31.0, X12J31,2.0,20130115.0,0106,-62.1105,98.0242, 4082,    125.4,2.0,  -0.0516,2.0,  -0.05136,2.0,  34.4028,2.0,  34.4023,2.0,-999.0000,9.0,   242.77,2.0,   242.68,2.0,   99.507,   0.0198,2.0,    0.090,2.0,  -999.00,9.0,    0.049,2.0,    69.28,2.0,     0.12,    32.65,2.0,     0.05,     0.04,2.0,     0.01,     2.25,2.0,     0.01,    2.964,2.0,    1.588,2.0,    0.284,2.0,    1.357,2.0,   2235.9,2.0,   2321.3,2.0,7.5754,       25,2.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
