,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FLUOR,FLUOR_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PAR,PAR_FLAG_W
891,09AR20080322,       SR03,38.0,1.0,21.0,21.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,    23.9,   4.3245,  33.7361,2.0,  33.7359,2.0,   310.38,2.0,  311.25,2.0,     2.9,2.0,    1.67,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   0.664,2.0,  -999.0,9.0, -999.00,9.0,   25.29,2.0,      0.001,2.0
892,09AR20080322,       SR03,38.0,1.0,20.0,20.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,    49.3,   4.3270,  33.7360,2.0,-999.0000,9.0,   310.38,2.0,  310.51,2.0,     2.9,2.0,    1.65,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   0.673,2.0,  -999.0,9.0, -999.00,9.0,   25.28,2.0,      0.001,2.0
893,09AR20080322,       SR03,38.0,1.0,19.0,19.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,    74.2,   4.3260,  33.7360,2.0,  33.7355,2.0,   310.48,2.0,  310.35,2.0,     2.9,2.0,    1.66,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   0.711,2.0,  -999.0,9.0, -999.00,9.0,   25.12,2.0,      0.001,2.0
894,09AR20080322,       SR03,38.0,1.0,18.0,18.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,    96.8,   4.1172,  33.7419,2.0,  33.7396,2.0,   311.60,2.0,  310.64,2.0,     3.2,2.0,    1.66,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   0.748,2.0,  -999.0,9.0, -999.00,9.0,   25.24,2.0,      0.001,2.0
895,09AR20080322,       SR03,38.0,1.0,17.0,17.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,   149.4,   1.6763,  33.9631,2.0,  33.9618,2.0,   297.67,2.0,  297.44,2.0,    24.0,2.0,    2.01,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   0.133,2.0,  -999.0,9.0, -999.00,9.0,   29.45,2.0,      0.001,2.0
896,09AR20080322,       SR03,38.0,1.0,16.0,16.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,   500.3,   2.3628,  34.4677,2.0,  34.4691,2.0,   179.50,2.0,  179.50,2.0,    67.5,2.0,    2.39,2.0,   1.2054,6.0,   0.6080,6.0,   0.0738,6.0,  2254.4,6.0,  2321.5,2.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0,   33.97,2.0,      0.001,2.0
897,09AR20080322,       SR03,38.0,1.0,15.0,15.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,   999.3,   2.2432,  34.6924,2.0,  34.6932,2.0,   179.75,2.0,  180.38,2.0,    78.8,2.0,    2.18,2.0,   0.2378,2.0,   0.1203,2.0,   0.0075,2.0,  2257.4,2.0,  2339.2,6.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0,   31.25,3.0,      0.001,2.0
898,09AR20080322,       SR03,38.0,1.0,14.0,14.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  1015.4,   2.2339,  34.6960,2.0,-999.0000,9.0,   180.30,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.028,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
899,09AR20080322,       SR03,38.0,1.0,13.0,13.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  1298.7,   2.0662,  34.7355,2.0,  34.7368,2.0,   189.21,2.0,  189.15,2.0,    83.9,2.0,    2.13,2.0,   0.1585,2.0,   0.0785,2.0,   0.0142,2.0,  2254.8,2.0,  2346.8,2.0,  -0.030,2.0,  -999.0,9.0, -999.00,9.0,   31.32,2.0,      0.001,2.0
900,09AR20080322,       SR03,38.0,1.0,12.0,12.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  1312.6,   2.0466,  34.7374,2.0,-999.0000,9.0,   189.75,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
901,09AR20080322,       SR03,38.0,1.0,11.0,11.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  1650.1,   1.7747,  34.7486,2.0,  34.7478,2.0,   196.46,2.0,  199.45,3.0,    92.1,2.0,    2.11,2.0,   0.1214,2.0,   0.0568,2.0,   0.0094,2.0,  2257.0,2.0,  2349.9,2.0,  -0.030,2.0,  -999.0,9.0, -999.00,9.0,   30.93,2.0,      0.001,2.0
902,09AR20080322,       SR03,38.0,1.0,10.0,10.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  1798.7,   1.6368,  34.7465,2.0,  34.7463,2.0,   198.43,2.0,  198.88,2.0,    96.3,2.0,    2.14,2.0,   0.1143,2.0,   0.0582,2.0,   0.0109,2.0,  2257.7,2.0,  2353.3,2.0,  -0.030,2.0,  -999.0,9.0, -999.00,9.0,   30.98,2.0,      0.001,2.0
903,09AR20080322,       SR03,38.0,1.0,9.0,9.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  1798.9,   1.6344,  34.7465,2.0,-999.0000,9.0,   198.43,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.032,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
904,09AR20080322,       SR03,38.0,1.0,8.0,8.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  2001.1,   1.4209,  34.7391,2.0,  34.7394,2.0,   201.00,2.0,  200.83,2.0,   103.0,2.0,    2.15,2.0,   0.1083,2.0,   0.0535,2.0,   0.0145,2.0,  2261.6,2.0,  2354.3,2.0,  -0.032,2.0,  -999.0,9.0, -999.00,9.0,   31.17,2.0,      0.001,2.0
905,09AR20080322,       SR03,38.0,1.0,7.0,7.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  2201.0,   1.2228,  34.7304,2.0,  34.7333,2.0,   203.13,2.0,  203.13,2.0,  -999.0,9.0, -999.00,9.0,   0.1257,2.0,   0.0609,2.0,   0.0128,2.0,  2263.7,2.0,  2356.4,2.0,  -0.033,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
906,09AR20080322,       SR03,38.0,1.0,6.0,6.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  2210.6,   1.2115,  34.7297,2.0,-999.0000,9.0,   203.31,2.0, -999.00,9.0,   109.6,2.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.035,2.0,  -999.0,9.0, -999.00,9.0,   31.42,2.0,      0.001,2.0
907,09AR20080322,       SR03,38.0,1.0,5.0,5.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  2395.7,   1.0373,  34.7210,2.0,  34.7215,2.0,   204.82,2.0,  204.39,2.0,   117.2,2.0,    2.22,2.0,   0.1306,2.0,   0.0670,2.0,   0.0083,2.0,  2267.1,2.0,  2363.3,2.0,  -0.034,2.0,  -999.0,9.0, -999.00,9.0,   31.75,2.0,      0.001,2.0
908,09AR20080322,       SR03,38.0,1.0,4.0,4.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  2502.1,   0.9493,  34.7162,2.0,  34.7170,2.0,   206.02,2.0,  205.87,2.0,   120.6,2.0,    2.23,2.0,   0.1504,2.0,   0.0776,2.0,   0.0125,2.0,  2268.3,2.0,  2359.7,6.0,  -0.033,2.0,  -999.0,9.0, -999.00,9.0,   31.78,2.0,      0.001,2.0
909,09AR20080322,       SR03,38.0,1.0,3.0,3.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  2515.3,   0.9455,  34.7162,2.0,-999.0000,9.0,   206.12,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.038,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
910,09AR20080322,       SR03,38.0,1.0,2.0,2.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  2560.9,   0.9440,  34.7160,2.0,  34.7164,2.0,   206.36,2.0,  206.05,2.0,   121.4,2.0,    2.21,2.0,   0.1544,2.0,   0.0769,2.0,   0.0084,2.0,  2268.8,6.0,  2359.5,2.0,  -0.036,2.0,  -999.0,9.0, -999.00,9.0,   31.69,2.0,      0.001,2.0
911,09AR20080322,       SR03,38.0,1.0,1.0,1.0,2.0,20080406.0,1523.0,-54.071,141.6008,       2536,  2560.3,   0.9448,  34.7160,2.0,-999.0000,9.0,   206.36,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.035,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
912,09AR20080322,       SR03,39.0,1.0,24.0,24.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,     4.1,   4.3546,  33.7358,2.0,  33.7357,2.0,   311.03,2.0,  310.26,2.0,     2.8,2.0,    1.67,2.0,   4.8904,2.0,   2.6762,2.0,   0.4413,2.0,  2129.2,6.0,  2271.3,2.0,   0.629,2.0,  -999.0,9.0, -999.00,9.0,   25.87,2.0,      0.137,2.0
913,09AR20080322,       SR03,39.0,1.0,23.0,23.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,    22.5,   4.3542,  33.7359,2.0,-999.0000,9.0,   310.94,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   0.636,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
914,09AR20080322,       SR03,39.0,1.0,22.0,22.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,    22.7,   4.3542,  33.7357,2.0,-999.0000,9.0,   310.94,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   0.685,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
915,09AR20080322,       SR03,39.0,1.0,21.0,21.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,    22.2,   4.3546,  33.7357,2.0,  33.7363,2.0,   310.94,2.0,  310.30,2.0,     2.8,2.0, -999.00,9.0,   4.8380,2.0,   2.6831,2.0,   0.4086,2.0,  2128.7,2.0,  2273.0,6.0,   0.622,2.0,  -999.0,9.0, -999.00,9.0,   25.87,2.0,      0.001,2.0
916,09AR20080322,       SR03,39.0,1.0,20.0,20.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,    48.4,   4.3555,  33.7356,2.0,  33.7351,2.0,   310.82,2.0,  310.09,2.0,     2.8,2.0,    1.67,2.0,   4.8115,2.0,   2.6622,2.0,   0.4143,2.0,  2129.0,2.0,  2277.1,2.0,   0.667,2.0,  -999.0,9.0, -999.00,9.0,   26.01,2.0,      0.001,2.0
917,09AR20080322,       SR03,39.0,1.0,19.0,19.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,    74.3,   4.3544,  33.7356,2.0,  33.7359,2.0,   310.99,2.0,  311.26,2.0,     2.8,2.0,    1.67,2.0,   4.8498,2.0,   2.6722,2.0,   0.4292,2.0,  2128.2,3.0,  -999.0,9.0,   0.656,2.0,  -999.0,9.0, -999.00,9.0,   25.94,2.0,      0.001,2.0
918,09AR20080322,       SR03,39.0,1.0,18.0,18.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,    97.5,   4.2574,  33.7363,2.0,  33.7392,2.0,   309.49,2.0,  311.56,2.0,     3.2,2.0,    1.68,2.0,   4.8530,2.0,   2.6859,2.0,   0.4211,2.0,  2130.2,2.0,  2277.4,2.0,   0.681,2.0,  -999.0,9.0, -999.00,9.0,   26.00,2.0,      0.001,2.0
919,09AR20080322,       SR03,39.0,1.0,17.0,17.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   147.4,   1.4501,  33.9314,2.0,  33.9275,2.0,   305.54,2.0,  306.09,2.0,    22.4,2.0,    2.01,2.0,   5.2695,2.0,   2.8385,2.0,   0.4391,2.0,  2170.0,2.0,  2283.1,2.0,   0.238,2.0,  -999.0,9.0, -999.00,9.0,   30.27,2.0,      0.001,2.0
920,09AR20080322,       SR03,39.0,1.0,16.0,16.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   200.4,   1.8607,  34.0885,2.0,  34.0880,2.0,   270.38,2.0,  270.94,2.0,    34.9,2.0,    2.13,2.0,   4.4713,2.0,   2.3392,2.0,   0.3535,2.0,  2191.5,2.0,  2292.8,6.0,  -0.018,2.0,  -999.0,9.0, -999.00,9.0,   32.00,2.0,      0.001,2.0
921,09AR20080322,       SR03,39.0,1.0,15.0,15.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   248.1,   2.0108,  34.1841,2.0,  34.1832,2.0,   241.59,2.0,  242.84,2.0,    43.3,2.0,    2.23,2.0,   3.5720,2.0,   1.8686,2.0,   0.2739,2.0,  2207.9,2.0,  2298.6,2.0,  -0.033,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
922,09AR20080322,       SR03,39.0,1.0,14.0,14.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   300.2,   2.2200,  34.2743,2.0,  34.2746,2.0,   216.96,2.0,  216.22,2.0,    51.0,2.0,    2.31,2.0,   2.7095,2.0,   1.3918,2.0,   0.2057,2.0,  2223.2,6.0,  2305.2,2.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0,   34.14,2.0,      0.001,2.0
923,09AR20080322,       SR03,39.0,1.0,13.0,13.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   349.3,   2.2736,  34.3387,2.0,  34.3376,2.0,   201.46,2.0,  201.25,2.0,    57.2,2.0,    2.36,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.030,2.0,  -999.0,9.0, -999.00,9.0,   34.69,2.0,      0.001,2.0
924,09AR20080322,       SR03,39.0,1.0,12.0,12.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   396.8,   2.3633,  34.3866,2.0,  34.3865,2.0,   192.77,2.0,  191.95,2.0,    60.7,2.0,    2.36,2.0,   1.7956,2.0,   0.8977,2.0,   0.1310,2.0,  2239.6,2.0,  2315.0,2.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0,   34.53,2.0,      0.001,2.0
925,09AR20080322,       SR03,39.0,1.0,11.0,11.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   498.7,   2.3657,  34.4688,2.0,  34.4683,2.0,   178.61,2.0,  179.94,2.0,    67.5,2.0,    2.38,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.028,2.0,  -999.0,9.0, -999.00,9.0,   34.37,2.0,      0.001,2.0
926,09AR20080322,       SR03,39.0,1.0,10.0,10.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   597.9,   2.3697,  34.5402,2.0,  34.5396,2.0,   173.65,2.0,  174.67,2.0,    72.0,2.0,    2.35,2.0,   0.8089,2.0,   0.3986,2.0,   0.0510,2.0,  2253.1,2.0,  2328.9,2.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0,   33.93,2.0,      0.001,2.0
927,09AR20080322,       SR03,39.0,1.0,9.0,9.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   701.4,   2.3408,  34.5927,2.0,  34.5924,2.0,   172.83,2.0,  173.19,2.0,    74.9,2.0,    2.31,2.0,   0.5662,2.0,   0.2874,2.0,   0.0326,2.0,  2254.5,2.0,  2334.9,2.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0,   33.20,2.0,      0.001,2.0
928,09AR20080322,       SR03,39.0,1.0,8.0,8.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   800.9,   2.3144,  34.6371,2.0,  34.6392,2.0,   174.94,2.0,  175.09,2.0,    76.6,2.0,    2.27,2.0,   0.4269,2.0,   0.2150,2.0,   0.0286,2.0,  2254.1,2.0,  2336.3,2.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0,   32.62,2.0,      0.001,2.0
929,09AR20080322,       SR03,39.0,1.0,7.0,7.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   900.7,   2.2905,  34.6667,2.0,  34.6669,2.0,   177.17,2.0,  176.56,2.0,    78.3,2.0,    2.24,2.0,   0.3263,2.0,   0.1599,2.0,   0.0232,2.0,  2254.1,2.0,  2341.6,6.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
930,09AR20080322,       SR03,39.0,1.0,6.0,6.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,   997.7,   2.2453,  34.6919,2.0,  34.6918,2.0,   180.47,2.0,  180.12,2.0,    79.9,2.0,    2.22,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
931,09AR20080322,       SR03,39.0,1.0,5.0,5.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,  1096.8,   2.1831,  34.7124,2.0,  34.7132,2.0,   183.76,2.0,  183.81,2.0,    81.1,2.0,    2.17,2.0,   0.2366,2.0,   0.1157,2.0,   0.0178,2.0,  2250.9,2.0,  2347.2,2.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0,   32.21,3.0,      0.001,2.0
932,09AR20080322,       SR03,39.0,1.0,4.0,4.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,  1201.9,   2.1298,  34.7241,2.0,  34.7254,2.0,   186.49,2.0,  186.63,2.0,    82.2,2.0,    2.15,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0,   31.84,3.0,      0.001,2.0
933,09AR20080322,       SR03,39.0,1.0,3.0,3.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,  1300.8,   2.0713,  34.7353,2.0,  34.7355,2.0,   189.32,2.0,  189.54,2.0,    83.9,2.0,    2.12,2.0,   0.1641,2.0,   0.0805,2.0,   0.0154,2.0,  2249.7,6.0,  2343.9,2.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0,   31.47,3.0,      0.001,2.0
934,09AR20080322,       SR03,39.0,1.0,2.0,2.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,  1395.9,   1.9908,  34.7427,2.0,  34.7433,2.0,   191.97,2.0,  191.84,2.0,    85.5,2.0,    2.12,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.030,2.0,  -999.0,9.0, -999.00,9.0,   31.01,3.0,      0.001,2.0
935,09AR20080322,       SR03,39.0,1.0,1.0,1.0,2.0,20080406.0,1856.0,-54.0687,141.6067,       2520,  1502.9,   1.8993,  34.7472,2.0,  34.7477,2.0,   194.13,2.0,  194.32,2.0,    88.0,2.0,    2.10,2.0,   0.1335,2.0,   0.0647,2.0,   0.0139,2.0,  2250.0,2.0,  2347.4,6.0,  -0.028,2.0,  -999.0,9.0, -999.00,9.0,   30.70,2.0,      0.001,2.0
936,09AR20080322,       SR03,40.0,1.0,24.0,24.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,     6.7,   5.8377,  33.7492,2.0,  33.7492,2.0,  -999.00,5.0,  302.13,2.0,     2.1,2.0,    1.56,2.0,   4.5231,2.0,   2.5427,2.0,   0.3897,2.0,  2115.2,6.0,  2268.5,2.0,   0.760,2.0,    45.8,2.0,   27.44,2.0,   22.73,2.0,      3.184,2.0
937,09AR20080322,       SR03,40.0,1.0,23.0,23.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,    30.3,   5.8321,  33.7495,2.0,-999.0000,9.0,   302.30,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   1.224,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      2.539,2.0
938,09AR20080322,       SR03,40.0,1.0,22.0,22.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,    30.2,   5.8323,  33.7495,2.0,-999.0000,9.0,   302.30,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   1.200,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      2.551,2.0
939,09AR20080322,       SR03,40.0,1.0,21.0,21.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,    30.1,   5.8314,  33.7496,2.0,  33.7494,2.0,   302.30,2.0,  301.95,2.0,     2.1,2.0,    1.57,2.0,   4.4862,2.0,   2.5156,2.0,   0.4000,2.0,  2115.8,2.0,  2270.4,6.0,   1.269,2.0,    45.7,2.0,   26.98,2.0,   22.66,2.0,      2.538,2.0
940,09AR20080322,       SR03,40.0,1.0,20.0,20.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,    71.6,   5.8324,  33.7488,2.0,  33.7496,2.0,   302.11,2.0,  301.83,2.0,     2.1,2.0,    1.56,2.0,   4.5105,2.0,   2.5462,2.0,   0.3921,2.0,  2116.6,2.0,  2270.6,2.0,   1.127,2.0,    44.8,2.0,   26.40,2.0,   22.67,2.0,      1.693,2.0
941,09AR20080322,       SR03,40.0,1.0,19.0,19.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,   110.7,   3.1617,  33.8812,2.0,  33.8799,2.0,   302.16,2.0,  302.01,2.0,    13.2,2.0,    1.79,2.0,   5.1552,2.0,   2.8313,2.0,   0.4373,2.0,  2146.2,2.0,  2275.8,2.0,   0.112,2.0,    44.4,2.0,   28.80,2.0,   26.34,2.0,      0.986,2.0
942,09AR20080322,       SR03,40.0,1.0,18.0,18.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,   148.6,   3.2067,  33.9459,2.0,  33.9453,2.0,   292.85,2.0,  291.61,2.0,    15.6,2.0,    1.84,2.0,   4.9758,2.0,   2.6963,2.0,   0.4186,2.0,  2155.1,2.0,  2276.2,2.0,  -0.016,2.0,    43.6,2.0,   29.14,2.0,   27.01,2.0,      0.482,2.0
943,09AR20080322,       SR03,40.0,1.0,17.0,17.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,   199.0,   3.5562,  34.0806,2.0,  34.0785,2.0,   261.22,2.0,  263.02,2.0,    20.8,2.0,    1.97,2.0,   4.3907,2.0,   2.3406,2.0,   0.3590,2.0,  2172.0,2.0,  2279.6,2.0,  -0.030,2.0,    41.7,2.0,   29.96,2.0,   28.71,2.0,      0.001,2.0
944,09AR20080322,       SR03,40.0,1.0,16.0,16.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,   299.2,   2.8505,  34.1491,2.0,  34.1493,2.0,   247.40,2.0,  250.03,2.0,    31.1,2.0,    2.09,2.0,   3.8188,2.0,   1.9951,2.0,   0.3069,2.0,  2188.1,2.0,  2290.3,6.0,  -0.038,2.0,    41.4,2.0,   31.65,2.0,   30.26,2.0,      0.001,2.0
945,09AR20080322,       SR03,40.0,1.0,15.0,15.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,   399.4,   2.8105,  34.2609,2.0,  34.2607,2.0,   216.84,2.0,  218.14,2.0,    42.4,2.0,    2.24,2.0,   2.7739,2.0,   1.4209,2.0,   0.1978,2.0,  2211.4,2.0,  2298.9,2.0,  -0.033,2.0,    40.9,2.0,   33.15,2.0,   31.89,2.0,      0.001,2.0
946,09AR20080322,       SR03,40.0,1.0,14.0,14.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,   497.2,   2.8095,  34.3579,2.0,  34.3574,2.0,   198.61,2.0,  197.13,2.0,    52.1,2.0,    2.37,3.0,   1.8575,2.0,   0.9426,2.0,   0.1261,2.0,  2225.4,2.0,  2310.4,2.0,  -0.032,2.0,    40.4,2.0,   34.35,2.0,   34.15,3.0,      0.001,2.0
947,09AR20080322,       SR03,40.0,1.0,13.0,13.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,   600.3,   2.7167,  34.4265,2.0,  34.4263,2.0,   184.60,2.0,  184.43,2.0,    59.8,2.0,    2.40,3.0,   1.3226,2.0,   0.6632,2.0,   0.0859,2.0,  2237.6,2.0,  2317.9,6.0,  -0.031,2.0,    40.0,2.0,   35.08,2.0,   34.46,3.0,      0.001,2.0
948,09AR20080322,       SR03,40.0,1.0,12.0,12.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,   700.8,   2.5840,  34.4904,2.0,  34.4903,2.0,   178.14,2.0,  177.42,2.0,    66.7,2.0,    2.38,2.0,   0.9381,2.0,   0.4676,2.0,   0.0638,2.0,  2245.6,6.0,  2323.7,2.0,  -0.027,2.0,    39.9,2.0,   36.45,2.0,   34.94,2.0,      0.001,2.0
949,09AR20080322,       SR03,40.0,1.0,11.0,11.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,   802.7,   2.5161,  34.5426,2.0,  34.5431,2.0,   174.48,2.0,  174.11,2.0,    70.6,2.0,    2.36,2.0,   0.6819,2.0,   0.3467,2.0,   0.0458,2.0,  2249.3,2.0,  2328.3,2.0,  -0.027,2.0,    39.8,2.0,   35.82,2.0,   34.81,2.0,      0.001,2.0
950,09AR20080322,       SR03,40.0,1.0,10.0,10.0,2.0,20080407.0,29.0,-53.5823,141.8612,       2631,   902.2,   2.4699,  34.5889,2.0,  34.5887,2.0,   174.18,2.0,  174.02,2.0,    73.3,2.0,    2.32,2.0,   0.5031,2.0,   0.2521,2.0,   0.0326,2.0,  2249.5,2.0,  2331.2,2.0,  -0.027,2.0,    39.6,2.0,   35.59,2.0,   34.28,2.0,      0.001,2.0
