,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FLUOR,FLUOR_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PAR,PAR_FLAG_W
0,09AR20080322,       TEST,1.0,1.0,24.0,24.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2206.0,   2.0863,  34.7414,2.0,  34.6743,4.0,  -999.00,5.0,  178.55,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.025,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
1,09AR20080322,       TEST,1.0,1.0,23.0,23.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2206.1,   2.0870,  34.7415,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.028,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
2,09AR20080322,       TEST,1.0,1.0,22.0,22.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2204.2,   2.0883,  34.7413,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
3,09AR20080322,       TEST,1.0,1.0,21.0,21.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.6,   2.0892,  34.7412,2.0,  34.7429,2.0,  -999.00,5.0,  188.93,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.028,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
4,09AR20080322,       TEST,1.0,1.0,20.0,20.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2204.4,   2.0904,  34.7413,2.0,  34.7425,2.0,  -999.00,5.0,  188.85,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
5,09AR20080322,       TEST,1.0,1.0,19.0,19.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.0,   2.0912,  34.7412,2.0,  34.7425,2.0,  -999.00,5.0,  189.54,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.025,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
6,09AR20080322,       TEST,1.0,1.0,18.0,18.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2204.6,   2.0931,  34.7410,2.0,  34.7429,2.0,  -999.00,5.0,  188.72,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
7,09AR20080322,       TEST,1.0,1.0,17.0,17.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.1,   2.0922,  34.7413,2.0,  34.7424,2.0,  -999.00,5.0,  188.72,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
8,09AR20080322,       TEST,1.0,1.0,16.0,16.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2204.4,   2.0932,  34.7410,2.0,  34.7425,2.0,  -999.00,5.0,  188.72,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
9,09AR20080322,       TEST,1.0,1.0,15.0,15.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.6,   2.0928,  34.7411,2.0,  34.7420,2.0,  -999.00,5.0,  188.76,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
10,09AR20080322,       TEST,1.0,1.0,14.0,14.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.1,   2.0932,  34.7413,2.0,  34.7427,2.0,  -999.00,5.0,  188.88,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.028,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
11,09AR20080322,       TEST,1.0,1.0,13.0,13.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.6,   2.0921,  34.7415,2.0,  34.7429,2.0,  -999.00,5.0,  189.41,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
12,09AR20080322,       TEST,1.0,1.0,12.0,12.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.2,   2.0915,  34.7415,2.0,  34.7429,2.0,  -999.00,5.0,  188.72,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.028,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
13,09AR20080322,       TEST,1.0,1.0,11.0,11.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.5,   2.0925,  34.7414,2.0,  34.7425,2.0,  -999.00,5.0,  189.37,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
14,09AR20080322,       TEST,1.0,1.0,10.0,10.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.9,   2.0919,  34.7413,2.0,  34.7425,2.0,  -999.00,5.0,  189.59,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
15,09AR20080322,       TEST,1.0,1.0,9.0,9.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2206.6,   2.0903,  34.7415,2.0,  34.7425,2.0,  -999.00,5.0,  192.37,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
16,09AR20080322,       TEST,1.0,1.0,8.0,8.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2206.3,   2.0911,  34.7416,2.0,  34.7421,2.0,  -999.00,5.0,  189.50,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.028,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
17,09AR20080322,       TEST,1.0,1.0,7.0,7.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2206.6,   2.0904,  34.7415,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
18,09AR20080322,       TEST,1.0,1.0,6.0,6.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2206.2,   2.0901,  34.7414,2.0,  34.7418,2.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
19,09AR20080322,       TEST,1.0,1.0,5.0,5.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2206.3,   2.0883,  34.7413,2.0,  34.7420,2.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.030,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
20,09AR20080322,       TEST,1.0,1.0,4.0,4.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.2,   2.0882,  34.7412,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
21,09AR20080322,       TEST,1.0,1.0,3.0,3.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2206.0,   2.0867,  34.7412,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
22,09AR20080322,       TEST,1.0,1.0,2.0,2.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2205.0,   2.0862,  34.7412,2.0,  34.7402,2.0,  -999.00,5.0,  190.28,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.024,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
23,09AR20080322,       TEST,1.0,1.0,1.0,1.0,2.0,20080323.0,2248.0,-50.2012,145.386,       4167,  2204.4,   2.0858,  34.7413,2.0,  34.7412,2.0,  -999.00,5.0,  201.84,2.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.030,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
24,09AR20080322,       TEST,2.0,1.0,24.0,24.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,     8.0,   4.5249,  33.7062,2.0,-999.0000,9.0,   316.67,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   1.647,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      2.957,2.0
25,09AR20080322,       TEST,2.0,1.0,23.0,23.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,    28.6,   4.4840,  33.7137,2.0,-999.0000,9.0,   316.47,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   2.257,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      2.370,2.0
26,09AR20080322,       TEST,2.0,1.0,22.0,22.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,    28.5,   4.4833,  33.7138,2.0,-999.0000,9.0,   316.47,2.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   2.384,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      2.425,2.0
27,09AR20080322,       TEST,2.0,1.0,21.0,21.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,    28.7,   4.4831,  33.7137,2.0,  33.7136,2.0,   316.47,2.0,  316.62,2.0,     1.8,2.0,    1.62,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2120.5,2.0,  2271.4,6.0,   2.660,2.0,  -999.0,9.0, -999.00,9.0,   24.74,2.0,      2.425,2.0
28,09AR20080322,       TEST,2.0,1.0,20.0,20.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,    69.0,   4.4568,  33.7153,2.0,  33.7147,2.0,   315.76,2.0,  316.09,2.0,     2.0,2.0,    1.63,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2122.6,2.0,  2273.0,2.0,   2.564,2.0,  -999.0,9.0, -999.00,9.0,   24.84,2.0,      1.464,2.0
29,09AR20080322,       TEST,2.0,1.0,19.0,19.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,    89.3,   4.4294,  33.7157,2.0,  33.7167,2.0,   336.63,2.0,  315.88,2.0,     2.2,2.0,    1.65,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2122.9,2.0,  2273.0,6.0,   2.530,2.0,  -999.0,9.0, -999.00,9.0,   24.68,2.0,      1.028,2.0
30,09AR20080322,       TEST,2.0,1.0,18.0,18.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,   110.5,   1.1480,  33.8515,2.0,  33.8503,2.0,   333.37,2.0,  328.72,2.0,    16.0,2.0,    2.00,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2153.7,2.0,  2278.0,2.0,   2.167,2.0,  -999.0,9.0, -999.00,9.0,   27.61,2.0,      0.428,2.0
31,09AR20080322,       TEST,2.0,1.0,17.0,17.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,   129.6,   1.0330,  33.9197,2.0,  33.9139,2.0,   312.14,2.0,  314.17,2.0,    22.4,2.0,    2.07,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2166.2,2.0,  2282.5,2.0,   0.662,2.0,  -999.0,9.0, -999.00,9.0,   29.33,2.0,      0.059,2.0
32,09AR20080322,       TEST,2.0,1.0,16.0,16.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,   150.3,   1.1504,  33.9874,2.0,  33.9825,2.0,   292.40,2.0,  297.81,2.0,    28.2,2.0,    2.13,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2178.1,2.0,  2283.7,2.0,   0.221,2.0,  -999.0,9.0, -999.00,9.0,   30.32,2.0,      0.001,2.0
33,09AR20080322,       TEST,2.0,1.0,15.0,15.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,   200.6,   1.6550,  34.1806,2.0,  34.1745,2.0,   244.94,2.0,  247.74,2.0,    44.8,2.0,    2.31,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2209.2,2.0,  2295.5,2.0,  -0.021,2.0,  -999.0,9.0, -999.00,9.0,   32.57,2.0,      0.001,2.0
34,09AR20080322,       TEST,2.0,1.0,14.0,14.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,   298.2,   2.2292,  34.3776,2.0,  34.3754,2.0,   197.22,2.0,  194.38,2.0,    61.5,2.0,    2.45,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2236.9,2.0,  2309.7,2.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0,   34.48,2.0,      0.001,2.0
35,09AR20080322,       TEST,2.0,1.0,13.0,13.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,   401.6,   2.3297,  34.4814,2.0,  34.4799,2.0,   179.97,2.0,  179.81,2.0,    69.1,2.0,    2.46,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2249.1,2.0,  2321.1,6.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0,   34.48,2.0,      0.001,2.0
36,09AR20080322,       TEST,2.0,1.0,12.0,12.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,   550.2,   2.3362,  34.5809,2.0,  34.5799,2.0,   172.79,2.0,  172.96,2.0,    75.0,2.0,    2.41,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2253.2,6.0,  2328.1,6.0,  -0.030,2.0,  -999.0,9.0, -999.00,9.0,   34.15,2.0,      0.001,2.0
37,09AR20080322,       TEST,2.0,1.0,11.0,11.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,   701.8,   2.2785,  34.6421,2.0,  34.6403,2.0,   173.72,2.0,  174.26,2.0,    78.2,2.0,    2.38,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2252.6,2.0,  2333.9,2.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0,   33.32,2.0,      0.001,2.0
38,09AR20080322,       TEST,2.0,1.0,10.0,10.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,   854.1,   2.2466,  34.6912,2.0,  34.6901,2.0,   179.44,2.0,  181.08,2.0,    79.1,2.0,    2.29,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2250.3,2.0,  2339.3,2.0,  -0.025,2.0,  -999.0,9.0, -999.00,9.0,   32.07,2.0,      0.001,2.0
39,09AR20080322,       TEST,2.0,1.0,9.0,9.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,  1001.1,   2.1575,  34.7184,2.0,  34.7164,2.0,   185.19,2.0,  186.42,2.0,    81.0,2.0,    2.25,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2249.1,2.0,  2340.9,2.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0,   31.23,2.0,      0.001,2.0
40,09AR20080322,       TEST,2.0,1.0,8.0,8.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,  1250.5,   1.9657,  34.7416,2.0,  34.7404,2.0,   191.48,2.0,  192.23,2.0,    86.1,2.0,    2.21,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2248.4,2.0,  2345.4,2.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0,   30.51,2.0,      0.001,2.0
41,09AR20080322,       TEST,2.0,1.0,7.0,7.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,  1500.0,   1.7545,  34.7480,2.0,  34.7467,2.0,   196.69,2.0,  196.14,2.0,    92.0,2.0,    2.20,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2247.8,2.0,  2347.2,2.0,  -0.028,2.0,  -999.0,9.0, -999.00,9.0,   30.47,2.0,      0.001,2.0
42,09AR20080322,       TEST,2.0,1.0,6.0,6.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,  1750.6,   1.5015,  34.7438,2.0,  34.7429,2.0,   200.79,2.0,  200.22,2.0,    99.2,2.0,    2.23,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2251.5,2.0,  2351.7,2.0,  -0.034,2.0,  -999.0,9.0, -999.00,9.0,   30.39,3.0,      0.001,2.0
43,09AR20080322,       TEST,2.0,1.0,5.0,5.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,  2002.1,   1.2640,  34.7344,2.0,  34.7331,2.0,   203.81,2.0,  206.05,2.0,   106.7,2.0,    2.26,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2251.9,2.0,  2356.5,2.0,  -0.035,2.0,  -999.0,9.0, -999.00,9.0,   31.12,2.0,      0.001,2.0
44,09AR20080322,       TEST,2.0,1.0,4.0,4.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,  2251.2,   1.0650,  34.7246,2.0,  34.7227,2.0,   205.91,2.0,  205.13,2.0,   112.6,2.0,    2.29,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2258.7,2.0,  2357.9,6.0,  -0.034,2.0,  -999.0,9.0, -999.00,9.0,   31.53,2.0,      0.001,2.0
45,09AR20080322,       TEST,2.0,1.0,3.0,3.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,  2499.8,   0.8403,  34.7133,2.0,  34.7119,2.0,   208.75,2.0,  208.30,2.0,   119.3,2.0,    2.33,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2259.7,2.0,  2357.2,2.0,  -0.034,2.0,  -999.0,9.0, -999.00,9.0,   31.60,2.0,      0.001,2.0
46,09AR20080322,       TEST,2.0,1.0,2.0,2.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,  2752.0,   0.6815,  34.7055,2.0,  34.7037,2.0,   210.68,2.0,  210.56,2.0,   126.3,2.0,    2.36,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2261.7,2.0,  2358.0,6.0,  -0.035,2.0,  -999.0,9.0, -999.00,9.0,   31.85,2.0,      0.001,2.0
47,09AR20080322,       TEST,2.0,1.0,1.0,1.0,2.0,20080325.0,0.0,-54.4012,143.8132,       2772,  2807.9,   0.6669,  34.7046,2.0,  34.7033,2.0,   210.61,2.0,  211.25,2.0,   126.6,2.0,    2.35,2.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  2263.0,2.0,  2357.0,2.0,  -0.036,2.0,  -999.0,9.0, -999.00,9.0,   31.79,2.0,      0.001,2.0
48,09AR20080322,       TEST,3.0,1.0,24.0,24.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   298.4,   2.0849,  34.3003,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.033,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
49,09AR20080322,       TEST,3.0,1.0,23.0,23.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   298.7,   2.0821,  34.2991,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.030,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
50,09AR20080322,       TEST,3.0,1.0,22.0,22.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   298.8,   2.0816,  34.2987,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.031,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
51,09AR20080322,       TEST,3.0,1.0,21.0,21.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   299.6,   2.0873,  34.3016,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
52,09AR20080322,       TEST,3.0,1.0,20.0,20.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   300.0,   2.0886,  34.3023,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
53,09AR20080322,       TEST,3.0,1.0,19.0,19.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   300.3,   2.0895,  34.3025,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
54,09AR20080322,       TEST,3.0,1.0,18.0,18.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   300.3,   2.0882,  34.3018,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
55,09AR20080322,       TEST,3.0,1.0,17.0,17.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   299.8,   2.0874,  34.3018,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.030,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
56,09AR20080322,       TEST,3.0,1.0,16.0,16.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   300.5,   2.0884,  34.3021,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.027,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
57,09AR20080322,       TEST,3.0,1.0,15.0,15.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   299.9,   2.0868,  34.3013,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.026,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
58,09AR20080322,       TEST,3.0,1.0,14.0,14.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   300.4,   2.0884,  34.3022,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.028,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
59,09AR20080322,       TEST,3.0,1.0,13.0,13.0,2.0,20080325.0,2226.0,-57.5072,142.8413,       2898,   300.2,   2.0878,  34.3018,2.0,-999.0000,9.0,  -999.00,5.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.029,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0,      0.001,2.0
