,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
82,09SS20090203, P15,5.0,1.0,14.0,12041.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,715.1,6.203,34.323,2.0,-999,9.0,236.6,2.0,243.9,2.0,12.37,2.0,23.81,2.0,1.61,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,6.1386
83,09SS20090203, P15,5.0,1.0,13.0,12012.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,898,5.136,34.296,2.0,-999,9.0,223.5,2.0,224.7,2.0,21.74,2.0,27.78,2.0,1.88,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,5.0612
84,09SS20090203, P15,5.0,1.0,12.0,12022.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,1097,4.027,34.308,2.0,-999,9.0,211.1,2.0,213.3,2.0,34.5,2.0,30.74,2.0,2.08,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,3.9433
85,09SS20090203, P15,5.0,1.0,11.0,12016.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,1304.6,3.673,34.411,2.0,-999,9.0,185.7,2.0,185.7,2.0,52.67,2.0,32.42,2.0,2.21,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,3.5748
86,09SS20090203, P15,5.0,1.0,10.0,-999.0,9.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,1497.8,2.913,34.468,2.0,-999,9.0,178.5,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,2.8066
87,09SS20090203, P15,5.0,1.0,9.0,12031.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,1697.7,2.645,34.545,2.0,-999,9.0,173.7,2.0,175.6,2.0,70.65,2.0,33.89,2.0,2.31,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,2.5251
88,09SS20090203, P15,5.0,1.0,8.0,12021.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,1997.7,2.526,34.613,2.0,-999,9.0,174.3,2.0,175.4,2.0,74.83,2.0,33.18,2.0,2.27,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,2.3819
89,09SS20090203, P15,5.0,1.0,7.0,12032.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,2502.6,2.25,34.7,2.0,-999,9.0,181.8,2.0,182.7,2.0,83.54,2.0,31.74,2.0,2.17,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,2.0646
90,09SS20090203, P15,5.0,1.0,6.0,12007.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,2999.4,1.881,34.735,2.0,-999,9.0,192.9,2.0,194.3,2.0,93,2.0,30.92,2.0,2.12,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,1.6556
91,09SS20090203, P15,5.0,1.0,5.0,12055.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,3496.5,1.474,34.73,2.0,-999,9.0,199.8,2.0,200.3,2.0,105.33,2.0,31.25,2.0,2.15,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,1.2086
92,09SS20090203, P15,5.0,1.0,4.0,12009.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,3997.3,1.168,34.717,2.0,-999,9.0,205.5,2.0,205.7,2.0,114.7,2.0,31.66,2.0,2.18,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,0.8586
93,09SS20090203, P15,5.0,1.0,3.0,12033.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,4497.9,0.996,34.708,2.0,-999,9.0,209.7,2.0,209.7,2.0,121,2.0,31.91,2.0,2.2,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,0.6368
94,09SS20090203, P15,5.0,1.0,2.0,-999.0,9.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,4996.5,0.98,34.705,2.0,-999,9.0,211.2,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,0.5637
95,09SS20090203, P15,5.0,1.0,1.0,12045.0,2.0,20090207.0,1621.0,-48.49100000000001,-169.9859,5284,5417.9,1.02,34.704,2.0,-999,9.0,212,2.0,209.7,2.0,124.03,2.0,32.05,2.0,2.22,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,0.5511
96,09SS20090203, P15,6.0,1.0,24.0,12015.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,2.3,13.111,34.314,2.0,-999,9.0,264.9,2.0,263.1,2.0,0.78,2.0,8.46,2.0,0.65,2.0,2.96,2.0,1.819,2.0,2060.7,2.0,2288.7,6.0,13.1107
97,09SS20090203, P15,6.0,1.0,23.0,12046.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,64,11.488,34.754,2.0,-999,9.0,259.9,2.0,258.5,2.0,1.81,2.0,8.23,2.0,0.69,2.0,-999,9.0,-999,9.0,2095.8,2.0,2294.7,2.0,11.48
98,09SS20090203, P15,6.0,1.0,22.0,12020.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,113.6,10.746,34.795,2.0,-999,9.0,251,2.0,250.7,2.0,2.72,2.0,10.88,2.0,0.8,2.0,-999,9.0,-999,9.0,2109.8,2.0,2295.2,2.0,10.7323
99,09SS20090203, P15,6.0,1.0,21.0,12003.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,162.9,10.349,34.762,2.0,-999,9.0,252.3,2.0,252.5,2.0,2.4,2.0,10.79,2.0,0.67,2.0,3.371,2.0,1.957,2.0,2100.4,2.0,2297.6,2.0,10.3298
100,09SS20090203, P15,6.0,1.0,20.0,12051.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,214.5,10.087,34.74,2.0,-999,9.0,252.4,2.0,250.8,2.0,3.23,2.0,12.29,2.0,0.88,2.0,-999,9.0,-999,9.0,2113.8,2.0,2295.4,2.0,10.062
101,09SS20090203, P15,6.0,1.0,19.0,12010.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,262.8,9.796,34.708,2.0,-999,9.0,243.8,2.0,242.2,2.0,4.05,2.0,14.25,2.0,1,2.0,-999,9.0,-999,9.0,2123.4,2.0,2290.9,2.0,9.7659
102,09SS20090203, P15,6.0,1.0,18.0,12018.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,322.5,9.343,34.653,2.0,-999,9.0,242.1,2.0,240.6,2.0,4.71,2.0,15.87,2.0,1.09,2.0,-999,9.0,-999,9.0,2127,2.0,2289.4,2.0,9.307
103,09SS20090203, P15,6.0,1.0,17.0,12024.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,430.8,8.401,34.533,2.0,-999,9.0,237.7,2.0,236.6,2.0,6.09,2.0,18.9,2.0,1.29,2.0,3.557,2.0,1.984,2.0,2137.3,2.0,2283.8,2.0,8.3558
104,09SS20090203, P15,6.0,1.0,16.0,12001.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,530.5,7.662,34.442,2.0,-999,9.0,244.9,2.0,243.1,2.0,7.12,2.0,20.5,2.0,1.39,2.0,-999,9.0,-999,9.0,2139.4,2.0,2288.8,6.0,7.6089
105,09SS20090203, P15,6.0,1.0,15.0,12025.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,630.3,7.44,34.442,2.0,-999,9.0,234.3,2.0,232.5,2.0,8.75,2.0,21.75,2.0,1.36,2.0,-999,9.0,-999,9.0,2145.5,2.0,2291.9,2.0,7.3776
106,09SS20090203, P15,6.0,1.0,14.0,12041.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,747.2,6.789,34.378,2.0,-999,9.0,239,2.0,238.4,2.0,11.59,2.0,23.04,2.0,1.56,2.0,-999,9.0,-999,9.0,2150.7,2.0,2288.5,2.0,6.7181
107,09SS20090203, P15,6.0,1.0,13.0,12012.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,963.9,5.613,34.346,2.0,-999,9.0,215.5,2.0,215.5,2.0,21.16,2.0,27.21,2.0,1.84,2.0,2.17,2.0,1.176,2.0,2174.7,2.0,2296.6,2.0,5.5287
108,09SS20090203, P15,6.0,1.0,12.0,12022.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,1164.7,4.315,34.299,2.0,-999,9.0,214.5,2.0,215.4,2.0,30.83,2.0,30.02,2.0,2.03,2.0,-999,9.0,-999,9.0,2193.1,6.0,2295.4,6.0,4.223
109,09SS20090203, P15,6.0,1.0,11.0,12016.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,1364.6,3.508,34.356,2.0,-999,9.0,197.3,2.0,199,2.0,45.85,2.0,32.31,2.0,2.21,2.0,-999,9.0,-999,9.0,2217.1,2.0,2307.1,2.0,3.4065
110,09SS20090203, P15,6.0,1.0,10.0,12019.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,1564.9,3.055,34.437,2.0,-999,9.0,182.2,2.0,183.9,2.0,59.55,2.0,33.6,2.0,2.3,2.0,-999,9.0,-999,9.0,2234.8,2.0,2322.8,2.0,2.9414
111,09SS20090203, P15,6.0,1.0,9.0,12031.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,1780.5,2.713,34.524,2.0,-999,9.0,173.4,2.0,174.8,2.0,70.16,2.0,33.91,2.0,2.33,2.0,0.712,2.0,0.34,2.0,2249.5,2.0,2338,2.0,2.5852
112,09SS20090203, P15,6.0,1.0,8.0,12021.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,2129.1,2.432,34.642,2.0,-999,9.0,173.3,2.0,174.3,2.0,80.41,2.0,33.05,2.0,2.26,2.0,-999,9.0,-999,9.0,2255.5,2.0,2341.9,2.0,2.2776
113,09SS20090203, P15,6.0,1.0,7.0,12032.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,2664.3,2.092,34.724,2.0,-999,9.0,186.5,2.0,187.6,2.0,87.4,2.0,31.02,2.0,2.14,2.0,-999,9.0,-999,9.0,2253.2,2.0,2350.7,2.0,1.8944
114,09SS20090203, P15,6.0,1.0,6.0,12007.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,3164.8,1.714,34.736,2.0,-999,9.0,195.2,2.0,196.1,2.0,98.07,2.0,30.98,2.0,2.13,2.0,-999,9.0,-999,9.0,2253.6,2.0,2354.5,6.0,1.4761
115,09SS20090203, P15,6.0,1.0,5.0,12055.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,3665.5,1.349,34.725,2.0,-999,9.0,201.5,2.0,201.6,2.0,109.52,2.0,31.35,2.0,2.17,2.0,0.089,2.0,0.042,2.0,2258.7,2.0,2359.8,2.0,1.0695
116,09SS20090203, P15,6.0,1.0,4.0,12009.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,4164.9,1.083,34.713,2.0,-999,9.0,207,2.0,206.2,2.0,118.15,2.0,31.66,2.0,2.2,2.0,-999,9.0,-999,9.0,2259.9,2.0,2362.6,2.0,0.758
117,09SS20090203, P15,6.0,1.0,3.0,12033.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,4664.1,0.976,34.707,2.0,-999,9.0,210.4,2.0,209,2.0,122.76,2.0,31.93,2.0,2.21,2.0,-999,9.0,-999,9.0,2262.5,2.0,2363.2,2.0,0.5986
118,09SS20090203, P15,6.0,1.0,2.0,12006.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,5164.9,0.995,34.705,2.0,-999,9.0,211.8,2.0,208.6,2.0,123.17,2.0,31.82,2.0,2.21,2.0,-999,9.0,-999,9.0,2263.1,2.0,2361.6,2.0,0.558
119,09SS20090203, P15,6.0,1.0,1.0,12045.0,2.0,20090207.0,2304.0,-47.983999999999995,-170.0248,5292,5396.6,1.02,34.704,2.0,-999,9.0,213.4,2.0,210.6,2.0,124.32,2.0,32,2.0,2.21,2.0,0.208,6.0,0.096,6.0,2262.5,6.0,2367.6,6.0,0.5538
120,09SS20090203, P15,7.0,1.0,24.0,12015.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,2,13.563,34.482,2.0,-999,9.0,263,2.0,261.2,2.0,0.66,2.0,5.8,2.0,0.46,2.0,-999,9.0,-999,9.0,2056.4,2.0,2295.6,2.0,13.5627
121,09SS20090203, P15,7.0,1.0,23.0,12046.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,21.4,13.561,34.481,2.0,-999,9.0,263.5,2.0,261,2.0,0.66,2.0,5.8,2.0,0.46,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,13.558
122,09SS20090203, P15,7.0,1.0,22.0,12020.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,80,11.718,34.903,2.0,-999,9.0,251.6,2.0,249.5,2.0,2.09,2.0,8.12,2.0,0.63,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,11.7078
123,09SS20090203, P15,7.0,1.0,21.0,12003.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,130,10.763,34.792,2.0,-999,9.0,250.1,2.0,248.2,2.0,2.73,2.0,10.92,2.0,0.79,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,10.7473
124,09SS20090203, P15,7.0,1.0,20.0,12051.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,178.9,9.65,34.629,2.0,-999,9.0,256.4,2.0,255,2.0,3.22,2.0,13.53,2.0,0.96,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,9.6298
125,09SS20090203, P15,7.0,1.0,19.0,12010.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,222.2,9.494,34.635,2.0,-999,9.0,250.1,2.0,248.1,2.0,3.98,2.0,14.49,2.0,1.01,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,9.4691
126,09SS20090203, P15,7.0,1.0,18.0,12018.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,264.4,9.406,34.646,2.0,-999,9.0,244.6,2.0,242.6,2.0,4.46,2.0,15.39,2.0,1.06,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,9.3765
127,09SS20090203, P15,7.0,1.0,17.0,12024.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,364.3,8.614,34.548,2.0,-999,9.0,248.1,2.0,246.9,2.0,5.21,2.0,17.24,2.0,1.18,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,8.5753
128,09SS20090203, P15,7.0,1.0,16.0,12001.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,464.3,8.11,34.501,2.0,-999,9.0,236.4,2.0,235.6,2.0,6.87,2.0,19.87,2.0,1.34,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,8.0622
129,09SS20090203, P15,7.0,1.0,15.0,12025.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,547.3,7.635,34.447,2.0,-999,9.0,242.9,2.0,242.5,2.0,7.44,2.0,20.57,2.0,1.39,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,7.5803
130,09SS20090203, P15,7.0,1.0,14.0,12041.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,632,7.312,34.422,2.0,-999,9.0,241.8,2.0,241.9,2.0,8.51,2.0,21.4,2.0,1.44,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,7.25
131,09SS20090203, P15,7.0,1.0,13.0,12012.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,831.4,6.377,34.357,2.0,-999,9.0,231,2.0,231.2,2.0,13.94,2.0,24.5,2.0,1.64,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,6.3003
132,09SS20090203, P15,7.0,1.0,12.0,12022.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,1031.1,5.106,34.307,2.0,-999,9.0,219.2,2.0,220.4,2.0,23.53,2.0,28.18,2.0,1.89,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,5.0194
133,09SS20090203, P15,7.0,1.0,11.0,12016.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,1231.6,4.037,34.318,2.0,-999,9.0,207.6,2.0,209.8,2.0,35.88,2.0,30.89,2.0,2.08,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,3.9417
134,09SS20090203, P15,7.0,1.0,10.0,12019.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,1413.8,3.437,34.395,2.0,-999,9.0,188.6,2.0,190.9,2.0,51.5,2.0,32.76,2.0,2.22,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,3.332
135,09SS20090203, P15,7.0,1.0,9.0,12031.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,1565.8,3.034,34.46,2.0,-999,9.0,178.5,2.0,179.9,2.0,62.6,2.0,33.61,2.0,2.3,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,2.9205
136,09SS20090203, P15,7.0,1.0,8.0,-999.0,9.0,20090208.0,611.0,-47.515,-169.9942,5210,1747.7,2.766,34.535,2.0,-999,9.0,170.5,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,2.6403
137,09SS20090203, P15,7.0,1.0,7.0,12032.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,2247.4,2.344,34.659,2.0,-999,9.0,171.3,2.0,171.8,2.0,-999,9.0,32.93,2.0,2.14,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,2.1805
138,09SS20090203, P15,7.0,1.0,6.0,12007.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,2830.7,1.973,34.732,2.0,-999,9.0,189.7,2.0,190.4,2.0,90.82,2.0,30.99,2.0,2.13,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,1.762
139,09SS20090203, P15,7.0,1.0,5.0,12055.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,3331.8,1.568,34.732,2.0,-999,9.0,197.7,2.0,197.9,2.0,102.73,2.0,31.05,2.0,2.14,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,1.3169
140,09SS20090203, P15,7.0,1.0,4.0,12009.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,3830.5,1.238,34.721,2.0,-999,9.0,203.6,2.0,203.9,2.0,113.48,2.0,31.48,2.0,2.17,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,0.9443
141,09SS20090203, P15,7.0,1.0,3.0,12033.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,4331.4,1.014,34.71,2.0,-999,9.0,208.4,2.0,207.3,2.0,121.52,2.0,31.59,2.0,2.2,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,0.6728
142,09SS20090203, P15,7.0,1.0,2.0,12006.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,4915.2,0.985,34.706,2.0,-999,9.0,210.5,2.0,208.4,2.0,123.19,2.0,31.97,2.0,2.21,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,0.5781
143,09SS20090203, P15,7.0,1.0,1.0,12045.0,2.0,20090208.0,611.0,-47.515,-169.9942,5210,5364.4,1.019,34.704,2.0,-999,9.0,211.3,2.0,208.3,2.0,125.99,2.0,32.06,2.0,2.22,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,0.5568
144,09SS20090203, P15,8.0,1.0,24.0,12015.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,3.9,13.702,34.506,2.0,-999,9.0,261,2.0,259.1,2.0,0.61,2.0,5.83,2.0,0.44,2.0,3.174,2.0,1.776,2.0,2057.3,6.0,2293.2,6.0,13.7015
145,09SS20090203, P15,8.0,1.0,23.0,12046.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,47.7,13.162,34.461,2.0,-999,9.0,262.3,2.0,260.5,2.0,0.66,2.0,7.22,2.0,0.54,2.0,3.143,2.0,1.828,2.0,2064.5,2.0,2288.9,2.0,13.1555
146,09SS20090203, P15,8.0,1.0,22.0,12020.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,95.4,8.825,34.329,2.0,-999,9.0,277.2,2.0,278.2,2.0,2.11,2.0,15.72,2.0,1.08,2.0,4.089,6.0,2.262,6.0,2105.9,2.0,2278.9,2.0,8.8149
147,09SS20090203, P15,8.0,1.0,21.0,12003.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,146.2,8.431,34.403,2.0,-999,9.0,264,2.0,-999,9.0,3.94,2.0,17.32,2.0,1.17,2.0,4.037,2.0,2.202,2.0,2119.9,2.0,-999,9.0,8.4159
148,09SS20090203, P15,8.0,1.0,20.0,12051.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,198.7,8.293,34.437,2.0,-999,9.0,263.2,2.0,262.7,2.0,4.48,2.0,17.37,2.0,1.17,2.0,3.964,2.0,2.23,2.0,2120.9,2.0,2281.4,2.0,8.2726
149,09SS20090203, P15,8.0,1.0,19.0,12010.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,248.7,8.078,34.433,2.0,-999,9.0,264.3,2.0,263.2,2.0,4.79,2.0,17.69,2.0,1.2,2.0,4.042,2.0,2.191,2.0,2123.4,2.0,2282.6,2.0,8.0528
150,09SS20090203, P15,8.0,1.0,18.0,12018.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,297.9,7.731,34.39,2.0,-999,9.0,268.6,2.0,267.8,2.0,4.82,2.0,18.19,2.0,1.24,2.0,4.099,2.0,2.27,2.0,2124.4,2.0,2281.4,2.0,7.7015
151,09SS20090203, P15,8.0,1.0,17.0,12024.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,396.7,7.351,34.335,2.0,-999,9.0,273.8,2.0,273.8,2.0,4.76,2.0,18.68,2.0,1.26,2.0,4.248,2.0,2.292,2.0,2122.5,2.0,2277.9,2.0,7.3127
152,09SS20090203, P15,8.0,1.0,16.0,12001.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,498.3,7.414,34.397,2.0,-999,9.0,257.2,2.0,257.2,2.0,6.59,2.0,20.12,2.0,1.35,2.0,4.019,2.0,2.142,2.0,2134.4,2.0,2280.4,6.0,7.3652
153,09SS20090203, P15,8.0,1.0,15.0,12025.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,599,7.064,34.377,2.0,-999,9.0,255.4,2.0,255.5,2.0,7.95,2.0,21.04,2.0,1.42,2.0,3.739,2.0,2.092,2.0,2137.2,2.0,2279.8,2.0,7.0066
154,09SS20090203, P15,8.0,1.0,14.0,12041.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,698.5,6.562,34.333,2.0,-999,9.0,247.7,2.0,248.4,2.0,10.46,2.0,22.59,2.0,1.53,2.0,3.572,2.0,1.983,2.0,2146.7,2.0,2281.9,2.0,6.4972
155,09SS20090203, P15,8.0,1.0,13.0,12012.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,898.4,5.929,34.375,2.0,-999,9.0,212.4,2.0,212.4,2.0,20.17,2.0,26.49,2.0,1.79,2.0,1.878,3.0,0.989,3.0,-999,9.0,2288.2,2.0,5.8487
156,09SS20090203, P15,8.0,1.0,12.0,12022.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,1096.4,4.395,34.3,2.0,-999,9.0,214.4,2.0,216.7,2.0,30.42,2.0,29.7,2.0,2,2.0,2.487,2.0,1.291,2.0,2189.4,6.0,2292.1,6.0,4.3083
157,09SS20090203, P15,8.0,1.0,11.0,12016.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,1297.6,3.619,34.363,2.0,-999,9.0,196.1,2.0,198.2,2.0,45.52,2.0,32.11,2.0,2.17,2.0,1.719,2.0,0.9,2.0,2213.8,2.0,2309.2,2.0,3.522
158,09SS20090203, P15,8.0,1.0,10.0,12019.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,1496.6,3.103,34.431,2.0,-999,9.0,183.1,2.0,-999,9.0,58.42,2.0,33.39,2.0,2.28,2.0,1.184,2.0,0.573,2.0,2233.1,2.0,2317.8,2.0,2.9946
159,09SS20090203, P15,8.0,1.0,9.0,12031.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,1799.7,2.682,34.548,2.0,-999,9.0,171.8,2.0,173,2.0,73.12,2.0,33.68,2.0,2.31,2.0,0.591,2.0,0.272,2.0,2251.9,2.0,2334.9,3.0,2.5529
160,09SS20090203, P15,8.0,1.0,8.0,12021.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,1997.1,2.49,34.616,2.0,-999,9.0,172.8,2.0,174.1,2.0,75.79,2.0,33.07,2.0,2.27,2.0,0.412,2.0,0.188,2.0,2253.4,2.0,2332.9,2.0,2.3464
161,09SS20090203, P15,8.0,1.0,7.0,12032.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,2499.2,2.175,34.71,2.0,-999,9.0,182.8,2.0,184.2,2.0,85.59,2.0,31.19,2.0,2.15,2.0,0.175,2.0,0.072,2.0,2253.1,2.0,2347.2,2.0,1.9913
162,09SS20090203, P15,8.0,1.0,6.0,12007.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,3003.4,1.811,34.735,2.0,-999,9.0,193.2,2.0,194.4,2.0,94.85,2.0,30.7,2.0,2.11,2.0,-999,9.0,-999,9.0,2252.2,2.0,2352.8,6.0,1.5867
163,09SS20090203, P15,8.0,1.0,5.0,12055.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,3500.1,1.458,34.729,2.0,-999,9.0,199.5,2.0,200.7,2.0,105.94,2.0,31.05,2.0,2.14,2.0,0.104,2.0,0.042,2.0,2257.5,2.0,2355.6,2.0,1.1926
164,09SS20090203, P15,8.0,1.0,4.0,12009.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,3997.1,1.157,34.717,2.0,-999,9.0,205.2,2.0,205.7,2.0,115.22,2.0,31.25,2.0,2.18,2.0,0.134,6.0,0.058,6.0,2260.2,2.0,2378,4.0,0.8479
165,09SS20090203, P15,8.0,1.0,3.0,12033.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,4499.3,0.999,34.708,2.0,-999,9.0,209.2,2.0,207.7,2.0,121.04,2.0,31.39,2.0,2.2,2.0,0.153,2.0,0.066,2.0,2261.9,2.0,2361.2,2.0,0.6396
166,09SS20090203, P15,8.0,1.0,2.0,12006.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,4998.6,0.989,34.705,2.0,-999,9.0,210.6,2.0,208.9,2.0,123.47,2.0,31.8,2.0,2.22,2.0,0.198,2.0,0.084,2.0,2261.6,2.0,2360.2,2.0,0.5722
167,09SS20090203, P15,8.0,1.0,1.0,12045.0,2.0,20090208.0,1318.0,-47.1149,-170.4309,5305,5430.3,1.027,34.704,2.0,-999,9.0,211.4,2.0,208.7,2.0,124.25,2.0,31.84,2.0,2.22,2.0,0.221,2.0,0.095,2.0,2263.4,6.0,2362.4,6.0,0.5563
