,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,HELIER,DELHE3,DELHE3_FLAG_W,DELHER,NEON,NEON_FLAG_W,NEONER,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W
389,  33RR20070204,  I08S,13.0,2.0,10.0,10.0,2.0,20070218.0,1912.0,-62.5193,82.0205, 1966,   1113.0,   1.3370,  34.7391,2.0,  34.7390,2.0,    201.9,2.0,    201.9,2.0,    98.09,2.0,    30.83,2.0,     0.00,2.0,     2.12,2.0,    0.183,2.0,    0.084,2.0, -999.000,5.0,   2249.6,2.0,   2349.6,2.0,     41.4,2.0,    32.21,2.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
390,  33RR20070204,  I08S,13.0,2.0,9.0,9.0,2.0,20070218.0,1912.0,-62.5193,82.0205, 1966,   1213.7,   1.2284,  34.7339,2.0,  34.7339,2.0,    202.9,2.0,    203.1,2.0,   101.13,2.0,    30.98,2.0,     0.00,2.0,     2.14,2.0,    0.179,2.0,    0.082,2.0, -999.000,5.0,   2251.7,2.0,   2351.4,2.0,     41.7,2.0,    32.36,2.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
391,  33RR20070204,  I08S,13.0,2.0,8.0,8.0,2.0,20070218.0,1912.0,-62.5193,82.0205, 1966,   1314.8,   1.1517,  34.7300,2.0,  34.7312,2.0,    204.1,2.0,    204.1,2.0,   102.77,2.0,    31.12,2.0,     0.00,2.0,     2.16,2.0,    0.186,2.0,    0.083,2.0, -999.000,5.0,   2255.1,2.0,   2352.4,2.0,     41.7,2.0,    32.14,2.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
392,  33RR20070204,  I08S,13.0,2.0,7.0,7.0,2.0,20070218.0,1912.0,-62.5193,82.0205, 1966,   1416.5,   1.0597,  34.7247,2.0,  34.7257,2.0,    204.4,2.0,    204.6,2.0,   106.23,2.0,    31.38,2.0,     0.00,2.0,     2.17,2.0,    0.184,2.0,    0.084,2.0, -999.000,5.0,   2255.6,2.0,   2353.7,2.0,     41.3,2.0,    32.72,2.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
393,  33RR20070204,  I08S,13.0,2.0,6.0,6.0,2.0,20070218.0,1912.0,-62.5193,82.0205, 1966,   1517.8,   0.9860,  34.7203,2.0,  34.7213,2.0,    205.1,2.0,    205.0,2.0,   108.88,2.0,    31.58,2.0,     0.00,2.0,     2.19,2.0,    0.186,2.0,    0.084,2.0, -999.000,5.0,   2258.4,2.0,   2354.6,2.0,     41.6,2.0,    32.59,2.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
394,  33RR20070204,  I08S,13.0,2.0,5.0,5.0,2.0,20070218.0,1912.0,-62.5193,82.0205, 1966,   1618.5,   0.9010,  34.7156,2.0,  34.7160,2.0,    205.9,2.0,    205.6,2.0,   111.74,2.0,    31.78,2.0,     0.00,2.0,     2.20,2.0,    0.190,2.0,    0.086,2.0, -999.000,5.0,   2258.6,2.0,   2352.6,2.0,     41.0,2.0,    33.50,2.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
395,  33RR20070204,  I08S,13.0,2.0,4.0,4.0,2.0,20070218.0,1912.0,-62.5193,82.0205, 1966,   1720.2,   0.8208,  34.7110,2.0,  34.7119,2.0,    206.5,2.0,    206.2,2.0,   115.63,2.0,    31.97,2.0,     0.00,2.0,     2.21,2.0,    0.184,2.0,    0.084,2.0, -999.000,5.0,   2258.3,2.0,   2354.0,2.0,     41.1,2.0,    33.21,2.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
396,  33RR20070204,  I08S,13.0,2.0,3.0,3.0,2.0,20070218.0,1912.0,-62.5193,82.0205, 1966,   1821.7,   0.7291,  34.7059,2.0,  34.7062,2.0,    207.3,2.0,    207.4,2.0,   119.52,2.0,    32.13,2.0,     0.00,2.0,     2.23,2.0,    0.182,2.0,    0.084,2.0, -999.000,5.0,   2259.7,2.0,   2355.1,2.0,     41.6,2.0,    33.20,2.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
397,  33RR20070204,  I08S,13.0,2.0,2.0,2.0,2.0,20070218.0,1912.0,-62.5193,82.0205, 1966,   1922.6,   0.6062,  34.6994,2.0,  34.7003,2.0,    208.8,2.0,    208.6,2.0,   123.00,2.0,    32.37,2.0,     0.00,2.0,     2.25,2.0,    0.174,2.0,    0.080,2.0, -999.000,5.0,   2260.6,2.0,   2354.7,2.0,     41.2,2.0,    34.11,2.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
398,  33RR20070204,  I08S,13.0,2.0,1.0,1.0,2.0,20070218.0,1912.0,-62.5193,82.0205, 1966,   1985.7,   0.5059,  34.6941,2.0,  34.6948,2.0,    209.1,2.0,    209.4,2.0,   129.99,2.0,    32.57,2.0,     0.01,2.0,     2.26,2.0,    0.177,2.0,    0.082,2.0, -999.000,5.0,   2262.6,6.0,   2356.1,2.0,     41.1,2.0,    34.44,2.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
399,  33RR20070204,  I08S,14.0,1.0,30.0,30.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,      2.8,   1.0186,  33.8608,2.0,  33.8625,2.0,    329.7,2.0,    331.2,2.0,    31.95,2.0,    24.10,2.0,     0.18,2.0,     1.61,2.0,    5.671,2.0,    3.035,2.0, -999.000,5.0,   2151.7,6.0,   2292.1,2.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
400,  33RR20070204,  I08S,14.0,1.0,29.0,29.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,     39.6,   1.0059,  33.8610,2.0,  33.8619,2.0,    332.4,2.0,    332.3,2.0,    31.92,2.0,    24.10,2.0,     0.18,2.0,     1.61,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2150.0,2.0,   2292.3,2.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
401,  33RR20070204,  I08S,14.0,1.0,28.0,28.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,     75.0,   0.3876,  34.1937,2.0,  34.1900,2.0,    258.4,2.0,    258.5,2.0,    61.93,2.0,    30.60,2.0,     0.15,2.0,     2.26,2.0, -999.000,5.0, -999.000,5.0, -999.000,5.0,   2216.9,2.0,   2309.3,2.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
402,  33RR20070204,  I08S,14.0,1.0,27.0,27.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,     95.0,   0.8471,  34.3783,2.0,  34.3662,2.0,    216.7,2.0,    216.7,2.0,    71.35,2.0,    33.30,2.0,     0.16,2.0,     2.37,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2239.7,2.0,   2316.9,2.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
403,  33RR20070204,  I08S,14.0,1.0,26.0,26.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    125.1,   1.3487,  34.4845,2.0,  34.4828,2.0,    189.2,2.0,    189.4,2.0,    77.17,2.0,    34.50,2.0,     0.19,2.0,     2.41,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
404,  33RR20070204,  I08S,14.0,1.0,25.0,25.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    145.4,   1.6876,  34.5534,2.0,  34.5566,2.0,    179.1,2.0,    176.4,2.0,    80.35,2.0,    34.91,2.0,     0.08,2.0,     2.41,2.0,    1.079,2.0,    0.581,2.0, -999.000,5.0,   2257.7,2.0,   2329.8,2.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
405,  33RR20070204,  I08S,14.0,1.0,24.0,24.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    175.6,   1.8125,  34.5930,2.0,  34.5913,2.0,    173.0,2.0,    175.3,2.0,    81.94,2.0,    34.55,2.0,     0.04,2.0,     2.39,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
406,  33RR20070204,  I08S,14.0,1.0,23.0,23.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    225.8,   1.9272,  34.6397,2.0,  34.6394,2.0,    173.2,2.0,    174.2,2.0,    83.52,2.0,    34.03,2.0,     0.02,2.0,     2.34,2.0,    0.601,2.0,    0.319,2.0, -999.000,5.0,   2259.2,2.0,   2336.6,2.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
407,  33RR20070204,  I08S,14.0,1.0,22.0,22.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    276.3,   1.9600,  34.6668,2.0,  34.6671,2.0,    175.0,2.0,    175.9,2.0,    84.10,2.0,    33.38,2.0,     0.01,2.0,     2.30,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
408,  33RR20070204,  I08S,14.0,1.0,21.0,21.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    326.5,   1.9609,  34.6842,2.0,  34.6836,2.0,    178.0,2.0,    177.5,2.0,    84.48,2.0,    32.99,2.0,     0.01,2.0,     2.28,2.0,    0.418,2.0,    0.212,2.0, -999.000,5.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
409,  33RR20070204,  I08S,14.0,1.0,20.0,20.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    376.8,   1.9519,  34.6979,2.0,  34.6988,2.0,    180.4,2.0,    180.1,2.0,    84.65,2.0,    32.50,2.0,     0.01,2.0,     2.25,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
410,  33RR20070204,  I08S,14.0,1.0,19.0,19.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    427.1,   1.9231,  34.7111,2.0,  34.7107,2.0,    183.0,2.0,    182.5,2.0,    84.42,2.0,    32.15,2.0,     0.01,2.0,     2.22,2.0,    0.325,2.0,    0.165,2.0, -999.000,5.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
411,  33RR20070204,  I08S,14.0,1.0,18.0,18.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    477.4,   1.8992,  34.7193,2.0,  34.7201,2.0,    185.3,2.0,    184.4,2.0,    85.60,2.0,    31.81,2.0,     0.01,2.0,     2.20,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
412,  33RR20070204,  I08S,14.0,1.0,17.0,17.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    528.2,   1.8695,  34.7276,2.0,  34.7282,2.0,    187.0,2.0,    186.6,2.0,    85.98,2.0,    31.46,2.0,     0.01,2.0,     2.17,2.0,    0.268,2.0,    0.134,2.0, -999.000,5.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
413,  33RR20070204,  I08S,14.0,1.0,16.0,16.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    648.9,   1.7853,  34.7374,2.0,  34.7380,2.0,    191.3,2.0,    191.1,2.0,    87.37,2.0,    31.11,2.0,     0.00,2.0,     2.14,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
414,  33RR20070204,  I08S,14.0,1.0,15.0,15.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    749.6,   1.7154,  34.7437,2.0,  34.7443,2.0,    194.7,2.0,    195.1,2.0,    88.34,2.0,    30.63,2.0,     0.00,2.0,     2.12,2.0,    0.218,2.0,    0.100,2.0, -999.000,5.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
415,  33RR20070204,  I08S,14.0,1.0,14.0,14.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    850.7,   1.6402,  34.7459,2.0,  34.7468,2.0,    196.7,2.0,    196.8,2.0,    90.14,2.0,    30.67,2.0,     0.00,2.0,     2.12,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
416,  33RR20070204,  I08S,14.0,1.0,13.0,13.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,    951.3,   1.5431,  34.7451,2.0,  34.7460,2.0,    198.9,2.0,    198.4,2.0,    92.74,2.0,    30.72,2.0,     0.00,2.0,     2.11,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   2248.8,2.0,   2348.1,2.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
417,  33RR20070204,  I08S,14.0,1.0,12.0,12.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,   1052.7,   1.4446,  34.7423,2.0,  34.7439,2.0,    200.2,2.0,    200.5,2.0,    94.94,2.0,    30.77,2.0,     0.00,2.0,     2.12,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
418,  33RR20070204,  I08S,14.0,1.0,11.0,11.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,   1153.7,   1.3482,  34.7390,2.0,  34.7405,2.0,    201.7,2.0,    201.9,2.0,    97.55,2.0,    30.87,2.0,     0.00,2.0,     2.13,2.0,    0.184,2.0,    0.084,2.0, -999.000,5.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
419,  33RR20070204,  I08S,14.0,1.0,10.0,10.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,   1254.7,   1.2591,  34.7352,2.0,  34.7368,2.0,    202.6,2.0,    203.1,2.0,    99.95,2.0,    31.02,2.0,     0.00,2.0,     2.13,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
420,  33RR20070204,  I08S,14.0,1.0,9.0,9.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,   1355.7,   1.1556,  34.7300,2.0,  34.7316,2.0,    203.9,2.0,    203.9,2.0,   103.59,2.0,    31.21,2.0,     0.00,2.0,     2.16,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
421,  33RR20070204,  I08S,14.0,1.0,8.0,8.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,   1457.2,   1.0498,  34.7240,2.0,  34.7251,2.0,    204.4,2.0,    204.7,2.0,   106.81,2.0,    31.51,2.0,     0.00,2.0,     2.17,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
422,  33RR20070204,  I08S,14.0,1.0,7.0,7.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,   1558.0,   0.9547,  34.7187,2.0,  34.7202,2.0,    205.5,2.0,    205.4,2.0,   110.24,2.0,    31.71,2.0,     0.00,2.0,     2.19,2.0,    0.188,2.0,    0.088,2.0, -999.000,5.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
423,  33RR20070204,  I08S,14.0,1.0,6.0,6.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,   1659.3,   0.8581,  34.7130,2.0,  34.7149,2.0,    206.3,2.0,    206.3,2.0,   112.86,2.0,    31.86,2.0,     0.00,2.0,     2.20,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
424,  33RR20070204,  I08S,14.0,1.0,5.0,5.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,   1760.8,   0.7831,  34.7088,2.0,  34.7106,2.0,    207.2,2.0,    207.7,2.0,   115.88,2.0,    32.05,2.0,     0.00,2.0,     2.21,2.0,    0.187,2.0,    0.085,2.0, -999.000,5.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
425,  33RR20070204,  I08S,14.0,1.0,4.0,4.0,2.0,20070219.0,27.0,-61.9782,82.012, 2251,   1862.1,   0.7160,  34.7050,2.0,  34.7064,2.0,    208.1,2.0,    207.6,2.0,   117.69,2.0,    32.10,2.0,     0.00,2.0,     2.22,2.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0, -999.000,9.0, -999.000,-999.0000,9.0,-999.0000,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0,  -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0
