,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,THETA
20,  33LG20060321,  SR01,2.0,1.0,20.0,6.0,2.0,20060323.0,106.0,-55.357,-64.841, 2812,    809.4,   3.7600,  34.2660,2.0,  34.2780,2.0,    226.2,2.0,    26.75,2.0,    31.56,2.0,     0.02,2.0,     1.88,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.7017
21,  33LG20060321,  SR01,2.0,1.0,21.0,7.0,2.0,20060323.0,110.0,-55.357,-64.841, 2812,    607.9,   4.3500,  34.1880,2.0,  34.2030,2.0,    259.1,2.0,    14.60,2.0,    30.29,2.0,     0.02,2.0,     1.87,2.0,   2159.7,2.0,    447.2,2.0,     4.35,   -999.0,9.0,   -999.0,  -999.00,9.0,   4.3044
22,  33LG20060321,  SR01,2.0,1.0,22.0,8.0,2.0,20060323.0,113.0,-55.357,-64.841, 2812,    506.6,   4.6100,  34.1590,2.0,  34.1670,2.0,    279.6,2.0,    10.39,2.0,    25.79,2.0,     0.02,2.0,     1.71,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   4.5714
23,  33LG20060321,  SR01,2.0,1.0,23.0,9.0,2.0,20060323.0,115.0,-55.357,-64.841, 2812,    403.5,   4.8200,  34.1510,2.0,  34.1600,2.0,    294.7,2.0,     7.60,2.0,    23.24,2.0,     0.02,2.0,     1.60,2.0,   -999.0,9.0,    406.3,2.0,     4.82,   -999.0,9.0,   -999.0,     1.32,2.0,   4.7889
24,  33LG20060321,  SR01,2.0,1.0,24.0,10.0,2.0,20060323.0,118.0,-55.357,-64.841, 2812,    302.7,   4.9100,  34.1470,2.0,  34.1570,2.0,    301.7,2.0,     6.49,2.0,    22.22,2.0,     0.03,2.0,     1.53,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   4.8867
25,  33LG20060321,  SR01,2.0,1.0,25.0,11.0,2.0,20060323.0,120.0,-55.357,-64.841, 2812,    201.2,   5.0100,  34.1450,2.0,  34.1460,2.0,    302.7,2.0,     6.23,2.0,    22.79,2.0,     0.03,2.0,     1.60,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   4.9945
26,  33LG20060321,  SR01,2.0,1.0,26.0,12.0,2.0,20060323.0,122.0,-55.357,-64.841, 2812,    150.7,   5.1000,  34.1420,2.0,  34.1490,2.0,    304.1,2.0,     6.30,2.0,    22.94,2.0,     0.08,2.0,     1.49,2.0,   2125.9,2.0,    394.2,2.0,      5.1,   -999.0,9.0,   -999.0,     1.35,2.0,   5.0884
27,  33LG20060321,  SR01,2.0,1.0,27.0,13.0,2.0,20060323.0,124.0,-55.357,-64.841, 2812,    100.6,   5.5300,  34.1160,2.0,  34.1310,2.0,    294.8,2.0,     6.85,2.0,    21.88,2.0,     0.20,2.0,     1.56,2.0,   2119.5,2.0,    404.0,2.0,     5.53,   -999.0,9.0,   -999.0,  -999.00,9.0,   5.5219
28,  33LG20060321,  SR01,2.0,1.0,28.0,14.0,2.0,20060323.0,126.0,-55.357,-64.841, 2812,     75.2,   6.4500,  34.0660,2.0,  34.0730,2.0,    289.8,2.0,     3.12,2.0,    20.98,2.0,     0.29,2.0,     1.45,2.0,   2113.4,2.0,    400.1,2.0,     6.45,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.4434
29,  33LG20060321,  SR01,2.0,1.0,29.0,15.0,2.0,20060323.0,127.0,-55.357,-64.841, 2812,     49.4,   7.7300,  33.9960,2.0,  34.0060,2.0,    291.9,2.0,     1.12,2.0,    18.06,2.0,     0.26,2.0,     1.27,2.0,   2092.6,2.0,    367.5,2.0,     7.73,   -999.0,9.0,   -999.0,  -999.00,9.0,   7.7252
30,  33LG20060321,  SR01,2.0,1.0,30.0,16.0,2.0,20060323.0,128.0,-55.357,-64.841, 2812,     25.7,   7.9500,  33.9700,2.0,  33.9830,2.0,    294.0,2.0,     0.74,2.0,    17.23,2.0,     0.24,2.0,     1.20,2.0,   2088.1,2.0,    359.2,2.0,     7.95,   -999.0,9.0,   -999.0,     1.74,2.0,   7.9475
31,  33LG20060321,  SR01,2.0,1.0,31.0,17.0,2.0,20060323.0,129.0,-55.357,-64.841, 2812,     10.4,   8.0100,  33.9700,2.0,-999.0000,9.0,    295.1,2.0,     0.78,2.0,    17.05,2.0,     0.24,2.0,     1.18,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   8.0090
32,  33LG20060321,  SR01,2.0,1.0,32.0,18.0,2.0,20060323.0,130.0,-55.357,-64.841, 2812,      4.9,   8.0100,  33.9700,2.0,  33.9750,2.0,    294.4,2.0,     0.74,2.0,    17.46,2.0,     0.23,2.0,     1.15,2.0,   2084.3,2.0,    359.7,2.0,     8.01,   -999.0,9.0,   -999.0,     1.46,2.0,   8.0095
33,  33LG20060321,  SR01,2.0,1.0,33.0,19.0,2.0,20060323.0,130.0,-55.357,-64.841, 2812,      5.3,   8.0100,  33.9700,2.0,  34.0080,2.0,    294.3,2.0,     0.78,2.0,    17.37,2.0,     0.26,2.0,     1.19,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   8.0095
34,  33LG20060321,  SR01,3.0,1.0,34.0,1.0,2.0,20060323.0,553.0,-55.709,-64.716, 3795,   3785.2,   0.8600,  34.7120,2.0,  34.7160,2.0,    218.1,2.0,   108.97,2.0,    34.74,2.0,     0.02,2.0,     2.14,2.0,   2263.0,2.0,    504.8,2.0,     0.86,   -164.7,2.0,      2.2,     0.38,2.0,   0.5812
35,  33LG20060321,  SR01,3.0,1.0,35.0,2.0,2.0,20060323.0,559.0,-55.709,-64.716, 3795,   3558.8,   0.8700,  34.7130,2.0,  34.7140,2.0,    210.7,2.0,   102.16,2.0,    33.28,2.0,     0.02,2.0,     2.18,2.0,   2262.6,2.0,    499.0,2.0,     0.87,   -162.5,2.0,      2.2,     0.43,2.0,   0.6138
36,  33LG20060321,  SR01,3.0,1.0,36.0,3.0,2.0,20060323.0,611.0,-55.709,-64.716, 3795,   3049.7,   0.9400,  34.7170,2.0,  34.7360,2.0,    207.8,2.0,   109.94,2.0,    34.15,2.0,     0.03,2.0,     2.22,2.0,   -999.0,9.0,    496.8,2.0,     0.94,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.7307
37,  33LG20060321,  SR01,3.0,1.0,37.0,4.0,2.0,20060323.0,625.0,-55.709,-64.716, 3795,   2538.3,   1.3800,  34.7280,2.0,  34.7340,2.0,    201.1,2.0,    95.54,2.0,    32.67,2.0,     0.02,2.0,     2.19,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.2076
38,  33LG20060321,  SR01,3.0,1.0,38.0,5.0,2.0,20060323.0,647.0,-55.709,-64.716, 3795,   2029.7,   1.7700,  34.7270,2.0,-999.0000,9.0,    190.0,2.0,    87.18,2.0,    34.32,2.0,     0.02,2.0,     2.13,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.6343
39,  33LG20060321,  SR01,3.0,1.0,39.0,6.0,2.0,20060323.0,707.0,-55.709,-64.716, 3795,   1519.9,   2.1400,  34.6820,2.0,-999.0000,9.0,    180.3,2.0,    64.32,2.0,    33.05,2.0,     0.02,2.0,     2.11,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0403
40,  33LG20060321,  SR01,3.0,1.0,40.0,7.0,2.0,20060323.0,733.0,-55.709,-64.716, 3795,   1011.0,   2.4900,  34.5050,2.0,-999.0000,9.0,    181.4,2.0,    57.03,2.0,    38.27,2.0,     0.02,2.0,     2.29,2.0,   2248.9,2.0,    594.9,2.0,     2.49,   -141.1,2.0,      2.2,     0.18,2.0,   2.4253
41,  33LG20060321,  SR01,3.0,1.0,41.0,8.0,2.0,20060323.0,740.0,-55.709,-64.716, 3795,    809.4,   2.6500,  34.4140,2.0,-999.0000,9.0,    193.3,2.0,    49.05,2.0,    37.42,2.0,     0.02,2.0,     2.33,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.5986
42,  33LG20060321,  SR01,3.0,1.0,42.0,9.0,2.0,20060323.0,745.0,-55.709,-64.716, 3795,    605.5,   2.6100,  34.2640,2.0,-999.0000,9.0,    231.9,2.0,    34.46,2.0,    32.71,2.0,     0.02,2.0,     2.19,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.5729
43,  33LG20060321,  SR01,3.0,1.0,43.0,10.0,2.0,20060323.0,749.0,-55.709,-64.716, 3795,    506.1,   2.5400,  34.1910,2.0,-999.0000,9.0,    257.2,2.0,    24.34,2.0,    28.69,2.0,     0.02,2.0,     2.25,2.0,   2192.6,2.0,    491.2,2.0,     2.54,    -37.8,2.0,      2.2,     0.95,2.0,   2.5098
44,  33LG20060321,  SR01,3.0,1.0,44.0,11.0,2.0,20060323.0,752.0,-55.709,-64.716, 3795,    404.5,   2.7700,  34.1530,2.0,-999.0000,9.0,    267.0,2.0,    22.59,2.0,    31.66,2.0,     0.02,2.0,     2.02,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.7454
45,  33LG20060321,  SR01,3.0,1.0,45.0,12.0,2.0,20060323.0,756.0,-55.709,-64.716, 3795,    303.6,   2.8400,  34.0770,2.0,-999.0000,9.0,    291.7,2.0,    16.65,2.0,    30.04,2.0,     0.02,2.0,     2.13,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.8217
46,  33LG20060321,  SR01,3.0,1.0,46.0,13.0,2.0,20060323.0,759.0,-55.709,-64.716, 3795,    204.0,   3.6400,  34.0800,2.0,-999.0000,9.0,    290.1,2.0,    10.81,2.0,    26.68,2.0,     0.02,2.0,     1.73,2.0,   2153.6,2.0,    420.6,2.0,     3.64,    -18.7,2.0,      2.2,     1.27,2.0,   3.6265
47,  33LG20060321,  SR01,3.0,1.0,47.0,14.0,2.0,20060323.0,801.0,-55.709,-64.716, 3795,    160.8,   4.1400,  34.0980,2.0,-999.0000,9.0,    289.3,2.0,     9.35,2.0,    25.84,2.0,     0.02,2.0,     1.78,2.0,   2146.7,2.0,    416.4,2.0,     4.14,   -999.0,9.0,   -999.0,  -999.00,9.0,   4.1288
48,  33LG20060321,  SR01,3.0,1.0,48.0,15.0,2.0,20060323.0,802.0,-55.709,-64.716, 3795,    150.8,   4.1700,  34.0900,2.0,  34.0900,2.0,    293.3,2.0,     8.67,2.0,    24.57,2.0,     0.02,2.0,     1.77,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   4.1595
49,  33LG20060321,  SR01,3.0,1.0,49.0,16.0,2.0,20060323.0,804.0,-55.709,-64.716, 3795,    102.2,   4.8000,  34.1210,2.0,  34.1210,2.0,    302.3,2.0,     5.55,2.0,    23.60,2.0,     0.03,2.0,     1.62,2.0,   -999.0,9.0,    392.5,2.0,      4.8,   -999.0,9.0,   -999.0,     1.37,2.0,   4.7924
50,  33LG20060321,  SR01,3.0,1.0,50.0,17.0,2.0,20060323.0,805.0,-55.709,-64.716, 3795,     81.2,   4.9400,  34.1250,2.0,  34.1270,2.0,    303.9,2.0,     5.26,2.0,    22.53,2.0,     0.55,2.0,     1.59,2.0,   -999.0,9.0,    390.4,2.0,     4.94,   -999.0,9.0,   -999.0,  -999.00,9.0,   4.9339
51,  33LG20060321,  SR01,3.0,1.0,51.0,18.0,2.0,20060323.0,806.0,-55.709,-64.716, 3795,     63.9,   5.4600,  34.0740,2.0,  34.0670,2.0,    306.2,2.0,     2.82,2.0,    21.92,2.0,     0.26,2.0,     1.68,2.0,   -999.0,9.0,    377.6,2.0,     5.46,   -999.0,9.0,   -999.0,  -999.00,9.0,   5.4549
52,  33LG20060321,  SR01,3.0,1.0,52.0,19.0,2.0,20060323.0,808.0,-55.709,-64.716, 3795,     25.1,   6.6900,  33.9530,2.0,  33.9540,2.0,    301.5,2.0,     0.39,2.0,    21.21,2.0,     0.27,2.0,     1.55,2.0,   -999.0,9.0,    367.1,2.0,     6.69,   -999.0,9.0,   -999.0,     1.82,2.0,   6.6878
53,  33LG20060321,  SR01,3.0,1.0,53.0,20.0,2.0,20060323.0,810.0,-55.709,-64.716, 3795,     10.7,   6.6900,  33.9530,2.0,  33.9530,2.0,    301.3,2.0,     0.39,2.0,    21.17,2.0,     0.26,2.0,     1.52,2.0,   -999.0,9.0,    367.4,2.0,     6.69,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.6891
54,  33LG20060321,  SR01,3.0,1.0,54.0,21.0,2.0,20060323.0,810.0,-55.709,-64.716, 3795,      3.8,   6.6900,  33.9530,2.0,  33.9530,2.0,    301.0,2.0,     0.39,2.0,    20.64,2.0,     0.26,2.0,     1.50,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   6.6897
55,  33LG20060321,  SR01,3.0,1.0,55.0,22.0,2.0,20060323.0,811.0,-55.709,-64.716, 3795,      5.0,   6.6900,  33.9530,2.0,  33.9550,2.0,    301.1,2.0,     0.39,2.0,    20.37,2.0,     0.27,2.0,     2.10,3.0,   -999.0,9.0,    369.2,2.0,     6.69,   -999.0,9.0,   -999.0,     1.85,2.0,   6.6896
56,  33LG20060321,  SR01,4.0,1.0,56.0,1.0,2.0,20060323.0,1201.0,-56.066,-64.607, 3495,   3105.0,   0.9100,  34.7150,2.0,  34.7140,2.0,    210.9,2.0,   115.59,2.0,    33.74,2.0,     0.02,2.0,     2.21,2.0,   2255.6,2.0,    479.2,2.0,     0.91,   -999.0,9.0,   -999.0,     0.42,2.0,   0.6963
57,  33LG20060321,  SR01,4.0,1.0,57.0,2.0,2.0,20060323.0,1204.0,-56.066,-64.607, 3495,   3047.5,   0.9100,  34.7150,2.0,  34.7130,2.0,    209.0,2.0,   109.81,2.0,    33.31,2.0,     0.02,2.0,     2.13,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.7017
58,  33LG20060321,  SR01,4.0,1.0,58.0,3.0,2.0,20060323.0,1215.0,-56.066,-64.607, 3495,   2537.4,   1.1100,  34.7220,2.0,  34.7210,2.0,    203.3,2.0,   104.44,2.0,    34.17,2.0,     0.03,2.0,     2.16,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.9429
59,  33LG20060321,  SR01,4.0,1.0,59.0,4.0,2.0,20060323.0,1226.0,-56.066,-64.607, 3495,   2027.4,   1.5300,  34.7260,2.0,  34.7250,2.0,    193.2,2.0,    95.98,2.0,    34.17,2.0,     0.03,2.0,     2.14,2.0,   2259.0,2.0,    513.9,2.0,     1.53,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.3982
60,  33LG20060321,  SR01,4.0,1.0,60.0,5.0,2.0,20060323.0,1238.0,-56.066,-64.607, 3495,   1519.2,   1.8700,  34.7090,2.0,  34.7110,2.0,    181.4,2.0,    91.17,2.0,    34.45,2.0,     0.02,2.0,     2.22,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.7734
61,  33LG20060321,  SR01,4.0,1.0,61.0,6.0,2.0,20060323.0,1248.0,-56.066,-64.607, 3495,   1011.8,   2.1900,  34.6500,2.0,  34.6490,2.0,    177.5,2.0,    65.07,2.0,    35.87,2.0,     0.02,2.0,     2.22,2.0,   2254.1,2.0,    571.2,2.0,     2.19,   -999.0,9.0,   -999.0,     0.37,2.0,   2.1274
62,  33LG20060321,  SR01,4.0,1.0,62.0,7.0,2.0,20060323.0,1253.0,-56.066,-64.607, 3495,    808.5,   2.2400,  34.5920,2.0,  34.5900,2.0,    177.0,2.0,    64.22,2.0,    33.63,2.0,     0.03,2.0,     2.21,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1911
63,  33LG20060321,  SR01,4.0,1.0,63.0,8.0,2.0,20060323.0,1258.0,-56.066,-64.607, 3495,    607.1,   2.3000,  34.4780,2.0,  34.4790,2.0,    183.5,2.0,    55.07,2.0,    36.66,2.0,     0.02,2.0,     2.27,2.0,   2244.6,2.0,    608.0,2.0,      2.3,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.2641
64,  33LG20060321,  SR01,4.0,1.0,64.0,9.0,2.0,20060323.0,1301.0,-56.066,-64.607, 3495,    505.1,   2.2800,  34.4190,2.0,  34.4180,2.0,    194.4,2.0,    50.86,2.0,    37.22,2.0,     0.03,2.0,     2.32,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,     0.48,2.0,   2.2507
65,  33LG20060321,  SR01,4.0,1.0,65.0,10.0,2.0,20060323.0,1304.0,-56.066,-64.607, 3495,    404.7,   2.0600,  34.3260,2.0,  34.3290,2.0,    215.7,2.0,    44.03,2.0,    36.10,2.0,     0.16,2.0,     2.44,2.0,   2222.2,2.0,    568.9,2.0,     2.06,   -999.0,9.0,   -999.0,     0.60,2.0,   2.0376
66,  33LG20060321,  SR01,4.0,1.0,66.0,11.0,2.0,20060323.0,1307.0,-56.066,-64.607, 3495,    302.1,   1.5000,  34.2030,2.0,  34.2020,2.0,    257.5,2.0,    36.06,2.0,    34.38,2.0,     0.03,2.0,     2.14,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.4850
67,  33LG20060321,  SR01,4.0,1.0,67.0,12.0,2.0,20060323.0,1310.0,-56.066,-64.607, 3495,    202.9,   0.0500,  33.9780,2.0,  33.9800,2.0,    324.0,2.0,    24.03,2.0,    29.39,2.0,     0.13,2.0,     2.03,2.0,   2171.0,2.0,    414.5,2.0,     0.05,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.0427
68,  33LG20060321,  SR01,4.0,1.0,68.0,13.0,2.0,20060323.0,1311.0,-56.066,-64.607, 3495,    160.8,  -0.4100,  33.8760,2.0,  33.8750,2.0,    348.8,2.0,    19.87,2.0,    28.90,2.0,     0.21,2.0,     1.92,2.0,   2158.0,2.0,    377.5,2.0,    -0.41,   -999.0,9.0,   -999.0,     1.27,2.0,  -0.4151
69,  33LG20060321,  SR01,4.0,1.0,69.0,14.0,2.0,20060323.0,1313.0,-56.066,-64.607, 3495,    100.2,   1.5500,  33.8080,2.0,  33.8110,2.0,    345.4,2.0,     9.91,2.0,    26.28,2.0,     0.26,2.0,     1.76,2.0,   2139.0,2.0,    368.3,2.0,     1.55,   -999.0,9.0,   -999.0,     1.42,2.0,   1.5452
70,  33LG20060321,  SR01,4.0,1.0,70.0,15.0,2.0,20060323.0,1315.0,-56.066,-64.607, 3495,     75.3,   3.6000,  33.8000,2.0,  33.7990,2.0,    328.8,2.0,     5.12,2.0,    24.22,2.0,     0.29,2.0,     1.72,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   3.5952
71,  33LG20060321,  SR01,4.0,1.0,71.0,16.0,2.0,20060323.0,1316.0,-56.066,-64.607, 3495,     48.8,   4.8500,  33.7820,2.0,  33.7840,2.0,    319.7,2.0,     3.16,2.0,    23.87,2.0,     0.29,2.0,     1.57,2.0,   2118.9,2.0,    377.6,2.0,     4.85,   -999.0,9.0,   -999.0,  -999.00,9.0,   4.8464
72,  33LG20060321,  SR01,4.0,1.0,72.0,17.0,2.0,20060323.0,1317.0,-56.066,-64.607, 3495,     24.2,   5.0900,  33.7780,2.0,  33.7770,2.0,    317.3,2.0,     2.63,2.0,    25.05,2.0,     0.29,2.0,     1.57,2.0,   -999.0,9.0,    377.2,2.0,     5.09,   -999.0,9.0,   -999.0,     1.72,2.0,   5.0882
73,  33LG20060321,  SR01,4.0,1.0,73.0,18.0,2.0,20060323.0,1318.0,-56.066,-64.607, 3495,     10.0,   5.0700,  33.7340,2.0,  33.7350,2.0,    312.8,2.0,     2.61,2.0,    22.70,2.0,     0.31,2.0,     1.42,2.0,   2114.1,2.0,    371.9,2.0,     5.07,   -999.0,9.0,   -999.0,  -999.00,9.0,   5.0692
74,  33LG20060321,  SR01,4.0,1.0,74.0,19.0,2.0,20060323.0,1318.0,-56.066,-64.607, 3495,      5.6,   5.0800,  33.7340,2.0,  33.7340,2.0,    317.1,2.0,     2.70,2.0,    24.17,2.0,     0.31,2.0,     1.48,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   5.0796
75,  33LG20060321,  SR01,4.0,1.0,75.0,20.0,2.0,20060323.0,1319.0,-56.066,-64.607, 3495,      4.7,   5.0800,  33.7340,2.0,  33.7350,2.0,    317.3,2.0,     2.63,2.0,    24.42,2.0,     0.34,2.0,     1.49,2.0,   2115.9,2.0,    375.1,2.0,     5.08,   -999.0,9.0,   -999.0,     1.49,2.0,   5.0796
76,  33LG20060321,  SR01,5.0,1.0,76.0,1.0,2.0,20060323.0,1641.0,-56.421,-64.494, 3689,   2817.0,   1.1300,  34.7210,2.0,  34.7260,2.0,    204.6,2.0,   112.31,2.0,    31.33,2.0,     0.03,2.0,     2.15,2.0,   2260.0,2.0,    505.4,2.0,     1.13,   -999.0,9.0,   -999.0,     0.43,2.0,   0.9378
77,  33LG20060321,  SR01,5.0,1.0,77.0,2.0,2.0,20060323.0,1648.0,-56.421,-64.494, 3689,   2538.3,   1.2800,  34.7240,2.0,  34.7250,2.0,    201.5,2.0,   107.79,2.0,    33.10,2.0,     0.02,2.0,     2.23,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.1095
78,  33LG20060321,  SR01,5.0,1.0,78.0,3.0,2.0,20060323.0,1700.0,-56.421,-64.494, 3689,   2029.8,   1.6700,  34.7240,2.0,  34.7230,2.0,    191.6,2.0,    98.66,2.0,    34.18,2.0,     0.02,2.0,     2.16,2.0,   2264.5,2.0,    525.4,2.0,     1.67,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.5358
79,  33LG20060321,  SR01,5.0,1.0,79.0,4.0,2.0,20060323.0,1710.0,-56.421,-64.494, 3689,   1519.7,   2.0600,  34.6990,2.0,  34.6990,2.0,    183.8,2.0,    79.12,2.0,    33.55,2.0,     0.02,2.0,     2.09,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9612
80,  33LG20060321,  SR01,5.0,1.0,80.0,5.0,2.0,20060323.0,1720.0,-56.421,-64.494, 3689,   1011.3,   2.3400,  34.6060,2.0,  34.6070,2.0,    176.6,2.0,    70.95,2.0,    35.11,2.0,     0.02,2.0,     2.17,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,     0.39,2.0,   2.2763
81,  33LG20060321,  SR01,5.0,1.0,81.0,6.0,2.0,20060323.0,1724.0,-56.421,-64.494, 3689,    808.5,   2.4700,  34.5310,2.0,  34.5320,2.0,    179.7,2.0,    60.00,2.0,    34.80,2.0,     0.07,2.0,     2.32,2.0,   2252.8,2.0,    591.1,2.0,     2.47,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.4197
82,  33LG20060321,  SR01,5.0,1.0,82.0,7.0,2.0,20060323.0,1729.0,-56.421,-64.494, 3689,    606.3,   2.5900,  34.4010,2.0,  34.4070,2.0,    196.1,2.0,    48.84,2.0,    34.84,2.0,     0.02,2.0,     2.36,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.5528
83,  33LG20060321,  SR01,5.0,1.0,83.0,8.0,2.0,20060323.0,1732.0,-56.421,-64.494, 3689,    507.1,   2.5500,  34.3200,2.0,  34.3230,2.0,    216.7,2.0,    41.15,2.0,    33.13,2.0,     0.02,2.0,     2.16,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.5195
84,  33LG20060321,  SR01,5.0,1.0,84.0,9.0,2.0,20060323.0,1734.0,-56.421,-64.494, 3689,    403.1,   2.5100,  34.2540,2.0,  34.2590,2.0,    235.0,2.0,    34.64,2.0,    29.73,2.0,     0.02,2.0,     2.10,2.0,   2208.0,2.0,    533.7,2.0,     2.51,   -999.0,9.0,   -999.0,     0.77,2.0,   2.4863
85,  33LG20060321,  SR01,5.0,1.0,85.0,10.0,2.0,20060323.0,1737.0,-56.421,-64.494, 3689,    352.8,   2.2900,  34.1900,2.0,  34.1960,2.0,    258.4,2.0,    30.81,2.0,    29.64,2.0,     0.02,2.0,     2.14,2.0,   2193.1,2.0,    494.2,2.0,     2.29,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.2701
86,  33LG20060321,  SR01,5.0,1.0,86.0,11.0,2.0,20060323.0,1739.0,-56.421,-64.494, 3689,    301.6,   2.5500,  34.1980,2.0,  34.2010,2.0,    254.6,2.0,    28.71,2.0,    31.87,2.0,     0.07,2.0,     2.01,2.0,   2190.9,2.0,    496.7,2.0,     2.55,   -999.0,9.0,   -999.0,     0.90,2.0,   2.5325
87,  33LG20060321,  SR01,5.0,1.0,87.0,12.0,2.0,20060323.0,1741.0,-56.421,-64.494, 3689,    201.5,   2.4300,  34.0830,2.0,  34.0970,2.0,    292.0,2.0,    19.30,2.0,    30.11,2.0,     0.03,2.0,     1.99,2.0,   2166.7,2.0,    441.9,2.0,     2.43,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.4187
88,  33LG20060321,  SR01,5.0,1.0,88.0,13.0,2.0,20060323.0,1744.0,-56.421,-64.494, 3689,    151.2,   2.6600,  34.0630,2.0,  34.0650,2.0,    299.7,2.0,    16.38,2.0,    29.08,2.0,     0.07,2.0,     1.95,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.6513
89,  33LG20060321,  SR01,5.0,1.0,89.0,14.0,2.0,20060323.0,1746.0,-56.421,-64.494, 3689,    100.7,   2.9800,  34.0270,2.0,  34.0290,2.0,    311.2,2.0,    12.41,2.0,    27.36,2.0,     0.18,2.0,     1.82,2.0,   2147.5,2.0,    409.0,2.0,     2.98,   -999.0,9.0,   -999.0,     1.26,2.0,   2.9740
90,  33LG20060321,  SR01,5.0,1.0,90.0,15.0,2.0,20060323.0,1747.0,-56.421,-64.494, 3689,     79.5,   4.1400,  33.9810,2.0,  33.9890,2.0,    316.6,2.0,     7.49,2.0,    25.16,2.0,     0.36,2.0,     1.75,2.0,   2131.3,2.0,    393.2,2.0,     4.14,   -999.0,9.0,   -999.0,  -999.00,9.0,   4.1345
