,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,THETA
219,  33LG20090916,  SR01,12.0,1.0,220.0,5.0,2.0,20090920.0,2016.0,-59.004,-63.602, 4001,   2031.1,   1.3850,  34.7250,2.0,  34.7450,2.0,   104.84,2.0,    31.66,2.0,     2.25,2.0,   2258.2,2.0,    509.5,2.0,    1.385,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.2551
220,  33LG20090916,  SR01,12.0,1.0,221.0,6.0,2.0,20090920.0,2040.0,-59.004,-63.602, 4001,   1014.6,   2.1310,  34.6750,2.0,  34.6950,2.0,    74.92,2.0,    32.17,2.0,     2.32,2.0,   2256.5,2.0,    567.4,2.0,    2.131,   -150.7,2.0,      2.2,     0.37,2.0,   2.0686
221,  33LG20090916,  SR01,12.0,1.0,222.0,7.0,2.0,20090920.0,2046.0,-59.004,-63.602, 4001,    808.0,   2.2460,  34.6170,2.0,-999.0000,9.0,    68.95,2.0,    33.30,2.0,     2.46,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1970
222,  33LG20090916,  SR01,12.0,1.0,223.0,8.0,2.0,20090920.0,2051.0,-59.004,-63.602, 4001,    606.6,   2.3660,  34.5360,2.0,-999.0000,9.0,    63.81,2.0,    35.04,2.0,     2.47,2.0,   2252.3,2.0,    606.5,2.0,    2.366,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.3297
223,  33LG20090916,  SR01,12.0,1.0,224.0,9.0,2.0,20090920.0,2055.0,-59.004,-63.602, 4001,    503.1,   2.3390,  34.4630,2.0,-999.0000,9.0,    60.52,2.0,    35.55,2.0,     2.48,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.3095
224,  33LG20090916,  SR01,12.0,1.0,225.0,10.0,2.0,20090920.0,2058.0,-59.004,-63.602, 4001,    402.8,   2.3390,  34.3990,2.0,  34.4200,2.0,    53.53,2.0,    35.24,2.0,     2.46,2.0,   2235.9,2.0,    599.6,2.0,    2.339,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.3158
225,  33LG20090916,  SR01,12.0,1.0,226.0,11.0,2.0,20090920.0,2102.0,-59.004,-63.602, 4001,    300.9,   1.8920,  34.2620,2.0,-999.0000,9.0,    44.38,2.0,    34.21,2.0,     2.33,2.0,   -999.0,9.0,    439.4,2.0,    1.892,    -99.1,2.0,      2.2,     0.70,2.0,   1.8761
226,  33LG20090916,  SR01,12.0,1.0,227.0,12.0,2.0,20090920.0,2106.0,-59.004,-63.602, 4001,    191.5,   0.6740,  34.0650,2.0,  34.0860,2.0,    30.10,2.0,    30.82,2.0,     2.15,2.0,   2180.6,2.0,    437.8,2.0,    0.674,    -77.7,2.0,      2.2,     1.03,2.0,   0.6660
227,  33LG20090916,  SR01,12.0,1.0,228.0,13.0,2.0,20090920.0,2108.0,-59.004,-63.602, 4001,    159.9,   0.0450,  33.9800,2.0,-999.0000,9.0,    26.09,2.0,    30.00,2.0,     2.00,2.0,   2174.0,2.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.0393
228,  33LG20090916,  SR01,12.0,1.0,229.0,14.0,2.0,20090920.0,2110.0,-59.004,-63.602, 4001,    139.9,  -0.3630,  33.9310,2.0,  33.9540,2.0,    21.98,2.0,    28.97,2.0,     2.00,2.0,   -999.0,9.0,    389.4,2.0,   -0.363,   -999.0,9.0,   -999.0,  -999.00,9.0,  -0.3675
229,  33LG20090916,  SR01,12.0,1.0,230.0,15.0,2.0,20090920.0,2112.0,-59.004,-63.602, 4001,    100.1,  -0.6790,  33.8640,2.0,-999.0000,9.0,    23.83,2.0,    28.15,2.0,     1.92,2.0,   2156.6,2.0,    369.6,2.0,   -0.679,   -999.0,9.0,   -999.0,  -999.00,9.0,  -0.6819
230,  33LG20090916,  SR01,12.0,1.0,231.0,16.0,2.0,20090920.0,2113.0,-59.004,-63.602, 4001,     57.3,  -0.6900,  33.8630,2.0,  33.8880,2.0,    21.67,2.0,    27.63,2.0,     1.85,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,  -0.6916
231,  33LG20090916,  SR01,12.0,1.0,232.0,17.0,2.0,20090920.0,2114.0,-59.004,-63.602, 4001,     29.2,  -0.6940,  33.8630,2.0,  33.8880,2.0,    20.54,2.0,    27.84,2.0,     1.81,2.0,   2156.0,2.0,    368.4,2.0,   -0.694,   -999.0,9.0,   -999.0,  -999.00,9.0,  -0.6948
232,  33LG20090916,  SR01,12.0,1.0,233.0,18.0,2.0,20090920.0,2116.0,-59.004,-63.602, 4001,     10.0,  -0.6960,  33.8630,2.0,  33.8890,2.0,    21.26,2.0,    28.25,2.0,     1.84,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,  -0.6963
233,  33LG20090916,  SR01,12.0,1.0,234.0,19.0,2.0,20090920.0,2117.0,-59.004,-63.602, 4001,      3.7,  -0.6950,  33.8630,2.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,  -0.6951
234,  33LG20090916,  SR01,12.0,1.0,235.0,20.0,2.0,20090920.0,2117.0,-59.004,-63.602, 4001,      3.4,  -0.6970,  33.8630,2.0,  33.8900,2.0,    20.54,2.0,    28.25,2.0,     1.83,2.0,   2155.2,2.0,    367.9,2.0,   -0.697,    -58.4,2.0,      2.2,     1.28,2.0,  -0.6971
235,  33LG20090916,  SR01,13.0,1.0,236.0,1.0,2.0,20090921.0,155.0,-59.5,-63.429, 4129,   4119.2,   0.5220,  34.6930,2.0,  34.7210,2.0,   123.34,2.0,    32.79,2.0,     2.41,2.0,   2262.0,2.0,    426.5,3.0,    0.522,   -160.1,2.0,      2.2,     0.44,2.0,   0.2182
236,  33LG20090916,  SR01,13.0,1.0,237.0,2.0,2.0,20090921.0,206.0,-59.5,-63.429, 4129,   3870.1,   0.5140,  34.6940,2.0,  34.7250,2.0,   122.31,2.0,    36.73,2.0,     2.34,2.0,   2262.5,2.0,    439.0,3.0,    0.514,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.2360
237,  33LG20090916,  SR01,13.0,1.0,238.0,3.0,2.0,20090921.0,225.0,-59.5,-63.429, 4129,   3152.5,   0.6890,  34.7060,2.0,-999.0000,9.0,   123.34,2.0,    32.99,2.0,     2.32,2.0,   2263.3,2.0,    439.2,3.0,    0.689,   -999.0,9.0,   -999.0,     0.41,2.0,   0.4761
238,  33LG20090916,  SR01,13.0,1.0,239.0,4.0,2.0,20090921.0,237.0,-59.5,-63.429, 4129,   2641.6,   0.9070,  34.7130,2.0,  34.7420,2.0,   118.20,2.0,    32.79,2.0,     2.10,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.7348
239,  33LG20090916,  SR01,13.0,1.0,240.0,5.0,2.0,20090921.0,247.0,-59.5,-63.429, 4129,   2231.6,   1.1890,  34.7210,2.0,  34.7510,2.0,   109.98,2.0,    36.05,2.0,     2.34,2.0,   2261.6,2.0,    505.6,2.0,    1.189,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.0460
240,  33LG20090916,  SR01,13.0,1.0,241.0,6.0,2.0,20090921.0,309.0,-59.5,-63.429, 4129,   1216.6,   2.0000,  34.7060,2.0,  34.7360,2.0,    73.07,2.0,    35.20,2.0,     2.29,2.0,   2256.7,2.0,    545.7,2.0,        2,   -158.2,2.0,      2.2,     0.37,2.0,   1.9243
241,  33LG20090916,  SR01,13.0,1.0,242.0,7.0,2.0,20090921.0,319.0,-59.5,-63.429, 4129,    807.8,   2.2320,  34.6380,2.0,-999.0000,9.0,    67.93,2.0,    34.22,2.0,     2.37,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1831
242,  33LG20090916,  SR01,13.0,1.0,243.0,8.0,2.0,20090921.0,325.0,-59.5,-63.429, 4129,    505.9,   2.4770,  34.4830,2.0,-999.0000,9.0,    58.36,2.0,    35.65,2.0,     2.37,2.0,   -999.0,9.0,    607.2,2.0,    2.477,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.4468
243,  33LG20090916,  SR01,13.0,1.0,244.0,9.0,2.0,20090921.0,330.0,-59.5,-63.429, 4129,    302.3,   2.1960,  34.3300,2.0,-999.0000,9.0,    49.21,2.0,    35.03,2.0,     2.39,2.0,   2226.9,2.0,    573.0,2.0,    2.196,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1792
244,  33LG20090916,  SR01,13.0,1.0,245.0,10.0,2.0,20090921.0,334.0,-59.5,-63.429, 4129,    217.0,   1.2700,  34.1510,2.0,  34.1790,2.0,    35.03,2.0,    35.02,2.0,     2.27,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,     0.87,2.0,   1.2598
245,  33LG20090916,  SR01,13.0,1.0,246.0,11.0,2.0,20090921.0,335.0,-59.5,-63.429, 4129,    181.7,   1.0050,  34.0960,2.0,-999.0000,9.0,    32.67,2.0,    35.28,2.0,     2.19,2.0,   2185.2,2.0,    451.7,2.0,    1.005,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.9970
246,  33LG20090916,  SR01,13.0,1.0,247.0,12.0,2.0,20090921.0,336.0,-59.5,-63.429, 4129,    160.8,   0.9270,  34.0790,2.0,  34.1140,2.0,    28.97,2.0,    30.00,2.0,     2.16,2.0,   2182.2,2.0,    444.8,2.0,    0.927,    -79.6,2.0,      2.2,     0.99,2.0,   0.9200
247,  33LG20090916,  SR01,13.0,1.0,248.0,13.0,2.0,20090921.0,338.0,-59.5,-63.429, 4129,    139.6,   1.0270,  34.0700,2.0,  34.0990,2.0,    27.84,2.0,    33.97,2.0,     2.20,2.0,   2177.8,2.0,    438.7,2.0,    1.027,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.0208
248,  33LG20090916,  SR01,13.0,1.0,249.0,14.0,2.0,20090921.0,339.0,-59.5,-63.429, 4129,    125.1,   0.4620,  34.0020,2.0,-999.0000,9.0,    24.24,2.0,    32.95,2.0,     2.08,2.0,   -999.0,9.0,    415.4,2.0,    0.462,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.4571
249,  33LG20090916,  SR01,13.0,1.0,250.0,15.0,2.0,20090921.0,341.0,-59.5,-63.429, 4129,     94.9,  -0.4300,  33.8670,2.0,  33.8960,2.0,    19.83,2.0,    31.73,2.0,     1.99,2.0,   2154.2,2.0,    374.8,2.0,    -0.43,   -999.0,9.0,   -999.0,  -999.00,9.0,  -0.4329
250,  33LG20090916,  SR01,13.0,1.0,251.0,16.0,2.0,20090921.0,343.0,-59.5,-63.429, 4129,     45.4,  -0.5510,  33.8520,2.0,-999.0000,9.0,    19.11,2.0,    28.97,2.0,     1.84,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,  -0.5523
251,  33LG20090916,  SR01,13.0,1.0,252.0,17.0,2.0,20090921.0,344.0,-59.5,-63.429, 4129,     30.0,  -0.5520,  33.8520,2.0,  33.8830,2.0,    20.13,2.0,    31.82,2.0,     1.99,2.0,   2149.4,2.0,    365.3,2.0,   -0.552,    -65.6,2.0,      2.2,     1.24,2.0,  -0.5529
252,  33LG20090916,  SR01,13.0,1.0,253.0,18.0,2.0,20090921.0,345.0,-59.5,-63.429, 4129,     10.0,  -0.5580,  33.8520,2.0,  33.8840,2.0,    19.83,2.0,    30.34,2.0,     1.95,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,  -0.5583
253,  33LG20090916,  SR01,13.0,1.0,254.0,20.0,2.0,20090921.0,345.0,-59.5,-63.429, 4129,      4.9,  -0.5570,  33.8520,2.0,  33.8860,2.0,    20.13,2.0,    28.15,2.0,     1.83,2.0,   2151.0,2.0,    364.7,2.0,   -0.557,    -56.4,2.0,      2.2,     1.29,2.0,  -0.5571
254,  33LG20090916,  SR01,13.0,1.0,255.0,21.0,2.0,20090921.0,345.0,-59.5,-63.429, 4129,      4.6,  -0.5580,  33.8520,2.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,  -0.5581
255,  33LG20090916,  SR01,14.0,1.0,256.0,1.0,2.0,20090921.0,846.0,-60.0,-63.259, 3860,   3849.5,   0.4670,  34.6910,2.0,  34.7290,2.0,   122.31,2.0,    36.76,2.0,     2.40,2.0,   2259.5,2.0,    493.9,2.0,    0.467,   -160.2,2.0,      2.2,     0.37,2.0,   0.1924
256,  33LG20090916,  SR01,99.0,1.0,257.0,1.0,2.0,20090922.0,125.0,-60.0,-63.259, 3853,   2029.1,   1.0980,  34.7200,2.0,  34.7560,2.0,   114.09,2.0,    32.27,2.0,     2.31,2.0,   2250.7,2.0,    501.3,2.0,    1.098,   -999.0,9.0,   -999.0,     0.41,2.0,   0.9726
257,  33LG20090916,  SR01,99.0,1.0,258.0,2.0,2.0,20090922.0,143.0,-60.0,-63.259, 3853,   1214.6,   1.7530,  34.7260,2.0,  34.7640,2.0,    96.51,2.0,    32.89,2.0,     2.17,2.0,   2246.0,2.0,    526.8,2.0,    1.753,   -999.0,9.0,   -999.0,     0.41,2.0,   1.6798
258,  33LG20090916,  SR01,99.0,1.0,259.0,3.0,2.0,20090922.0,153.0,-60.0,-63.259, 3853,    808.2,   2.0400,  34.6840,2.0,-999.0000,9.0,    74.10,2.0,    34.12,2.0,     2.28,2.0,   2248.5,2.0,    566.8,2.0,     2.04,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9922
259,  33LG20090916,  SR01,99.0,1.0,260.0,4.0,2.0,20090922.0,200.0,-60.0,-63.259, 3853,    504.4,   2.1690,  34.5980,2.0,-999.0000,9.0,    69.37,2.0,    33.30,2.0,     2.43,2.0,   2249.3,2.0,    597.4,2.0,    2.169,   -999.0,9.0,   -999.0,     0.28,2.0,   2.1400
260,  33LG20090916,  SR01,99.0,1.0,261.0,5.0,2.0,20090922.0,203.0,-60.0,-63.259, 3853,    403.8,   2.1510,  34.5540,2.0,  34.5930,2.0,    63.51,2.0,    34.12,2.0,     2.31,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1282
261,  33LG20090916,  SR01,99.0,1.0,262.0,6.0,2.0,20090922.0,206.0,-60.0,-63.259, 3853,    289.7,   1.9880,  34.4300,2.0,-999.0000,9.0,    59.08,2.0,    35.04,2.0,     2.41,2.0,   2238.5,2.0,    602.2,2.0,    1.988,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9724
262,  33LG20090916,  SR01,99.0,1.0,263.0,7.0,2.0,20090922.0,210.0,-60.0,-63.259, 3853,    203.8,   1.6070,  34.3280,2.0,  34.3590,2.0,    50.96,2.0,    34.21,2.0,     2.45,2.0,   2223.6,2.0,    566.9,2.0,    1.607,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.5968
263,  33LG20090916,  SR01,99.0,1.0,264.0,8.0,2.0,20090922.0,213.0,-60.0,-63.259, 3853,    120.4,  -1.5910,  33.9280,2.0,-999.0000,9.0,    28.97,2.0,    29.38,2.0,     1.95,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,  -1.5935
264,  33LG20090916,  SR01,99.0,1.0,265.0,9.0,2.0,20090922.0,214.0,-60.0,-63.259, 3853,    101.6,  -1.6460,  33.9180,2.0,  33.9540,2.0,    29.69,2.0,    27.63,2.0,     2.00,2.0,   2173.8,2.0,    372.3,2.0,   -1.646,   -999.0,9.0,   -999.0,     1.20,2.0,  -1.6481
265,  33LG20090916,  SR01,99.0,1.0,266.0,10.0,2.0,20090922.0,216.0,-60.0,-63.259, 3853,     80.6,  -1.6840,  33.9120,2.0,  33.9480,2.0,    29.69,2.0,    28.15,2.0,     1.80,2.0,   2164.4,2.0,    368.4,2.0,   -1.684,   -999.0,9.0,   -999.0,  -999.00,9.0,  -1.6856
266,  33LG20090916,  SR01,99.0,1.0,267.0,11.0,2.0,20090922.0,218.0,-60.0,-63.259, 3853,     25.3,  -1.6850,  33.9040,2.0,-999.0000,9.0,    28.66,2.0,    28.35,2.0,     1.76,2.0,   2166.5,2.0,    366.6,2.0,   -1.685,   -999.0,9.0,   -999.0,  -999.00,9.0,  -1.6855
267,  33LG20090916,  SR01,99.0,1.0,268.0,12.0,2.0,20090922.0,219.0,-60.0,-63.259, 3853,     10.1,  -1.7060,  33.9010,2.0,  33.9400,2.0,    28.66,2.0,    28.97,2.0,     1.76,2.0,   2168.0,2.0,    366.0,2.0,   -1.706,   -999.0,9.0,   -999.0,     1.21,2.0,  -1.7062
268,  33LG20090916,  SR01,99.0,1.0,269.0,13.0,2.0,20090922.0,220.0,-60.0,-63.259, 3853,      5.4,  -1.7030,  33.9000,2.0,-999.0000,9.0,    28.04,2.0,    28.25,2.0,     1.89,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,  -1.7031
269,  33LG20090916,  SR01,99.0,1.0,270.0,14.0,2.0,20090922.0,220.0,-60.0,-63.259, 3853,      5.3,  -1.6990,  33.9010,2.0,  33.9410,2.0,    28.66,2.0,    28.04,2.0,     1.79,2.0,   2161.0,2.0,    366.2,2.0,   -1.699,   -999.0,9.0,   -999.0,     1.22,2.0,  -1.6991
270,  33LG20090916,  SR01,15.0,1.0,271.0,1.0,2.0,20090922.0,658.0,-60.499,-63.092, 3906,   3895.5,   0.4980,  34.6930,2.0,  34.6950,2.0,   120.26,2.0,    36.18,2.0,     2.35,2.0,   2259.8,2.0,    493.2,2.0,    0.498,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.2181
271,  33LG20090916,  SR01,15.0,1.0,272.0,2.0,2.0,20090922.0,706.0,-60.499,-63.092, 3906,   3666.0,   0.4970,  34.6950,2.0,  34.6960,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2260.5,2.0,    491.8,2.0,    0.497,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.2400
272,  33LG20090916,  SR01,15.0,1.0,273.0,3.0,2.0,20090922.0,735.0,-60.499,-63.092, 3906,   2538.8,   0.7940,  34.7100,2.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2259.9,2.0,    498.3,2.0,    0.794,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.6328
273,  33LG20090916,  SR01,15.0,1.0,274.0,4.0,2.0,20090922.0,748.0,-60.499,-63.092, 3906,   2029.3,   1.0780,  34.7190,2.0,  34.7210,2.0,   106.89,2.0,    35.62,2.0,     2.30,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.9531
274,  33LG20090916,  SR01,15.0,1.0,275.0,5.0,2.0,20090922.0,800.0,-60.499,-63.092, 3906,   1519.4,   1.4450,  34.7280,2.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2257.8,2.0,    512.8,2.0,    1.445,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.3534
275,  33LG20090916,  SR01,15.0,1.0,276.0,6.0,2.0,20090922.0,811.0,-60.499,-63.092, 3906,   1012.4,   1.8750,  34.7170,2.0,  34.7210,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.8147
276,  33LG20090916,  SR01,15.0,1.0,277.0,7.0,2.0,20090922.0,817.0,-60.499,-63.092, 3906,    809.2,   2.0170,  34.6950,2.0,-999.0000,9.0,    71.22,2.0,    36.11,2.0,     2.38,2.0,   -999.0,9.0,    556.7,2.0,    2.017,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.9693
277,  33LG20090916,  SR01,15.0,1.0,278.0,8.0,2.0,20090922.0,821.0,-60.499,-63.092, 3906,    696.4,   2.0050,  34.6630,2.0,-999.0000,9.0,    70.81,2.0,    35.43,2.0,     2.29,2.0,   2254.4,2.0,    567.9,2.0,    2.005,   -999.0,9.0,   -999.0,     0.38,2.0,   1.9647
278,  33LG20090916,  SR01,15.0,1.0,279.0,9.0,2.0,20090922.0,826.0,-60.499,-63.092, 3906,    505.5,   2.0570,  34.5920,2.0,  34.5950,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,    602.9,2.0,    2.057,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0284
279,  33LG20090916,  SR01,15.0,1.0,280.0,10.0,2.0,20090922.0,831.0,-60.499,-63.092, 3906,    406.2,   2.1470,  34.5530,2.0,-999.0000,9.0,    63.51,2.0,    37.97,2.0,     2.42,2.0,   2252.5,2.0,    608.5,2.0,    2.147,   -131.0,2.0,      2.2,     0.39,2.0,   2.1241
280,  33LG20090916,  SR01,15.0,1.0,281.0,11.0,2.0,20090922.0,835.0,-60.499,-63.092, 3906,    302.6,   2.1020,  34.4820,2.0,  34.4840,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0853
281,  33LG20090916,  SR01,15.0,1.0,282.0,12.0,2.0,20090922.0,838.0,-60.499,-63.092, 3906,    201.7,   1.5060,  34.3240,2.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.4961
282,  33LG20090916,  SR01,15.0,1.0,283.0,13.0,2.0,20090922.0,841.0,-60.499,-63.092, 3906,    122.2,  -1.6270,  33.9470,2.0,-999.0000,9.0,    31.23,2.0,    31.14,2.0,     2.04,2.0,   2174.5,2.0,    376.7,2.0,   -1.627,    -79.1,2.0,      2.2,     1.16,2.0,  -1.6296
283,  33LG20090916,  SR01,15.0,1.0,284.0,14.0,2.0,20090922.0,842.0,-60.499,-63.092, 3906,    101.4,  -1.6260,  33.9450,2.0,  33.9470,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2173.4,2.0,    375.5,2.0,   -1.626,   -999.0,9.0,   -999.0,  -999.00,9.0,  -1.6281
284,  33LG20090916,  SR01,15.0,1.0,285.0,15.0,2.0,20090922.0,845.0,-60.499,-63.092, 3906,     76.0,  -1.6240,  33.9440,2.0,-999.0000,9.0,    31.23,2.0,    31.84,2.0,     2.02,2.0,   2173.7,2.0,    374.7,2.0,   -1.624,    -84.5,2.0,      2.2,     1.16,2.0,  -1.6256
285,  33LG20090916,  SR01,15.0,1.0,286.0,16.0,2.0,20090922.0,847.0,-60.499,-63.092, 3906,     30.0,  -1.6210,  33.9420,2.0,  33.9460,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2176.2,2.0,    374.9,2.0,   -1.621,   -999.0,9.0,   -999.0,  -999.00,9.0,  -1.6216
286,  33LG20090916,  SR01,15.0,1.0,287.0,17.0,2.0,20090922.0,850.0,-60.499,-63.092, 3906,      5.2,  -1.6170,  33.9430,2.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2173.0,2.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,  -1.6171
287,  33LG20090916,  SR01,15.0,1.0,288.0,18.0,2.0,20090922.0,850.0,-60.499,-63.092, 3906,      5.1,  -1.6170,  33.9430,2.0,  33.9460,2.0,    32.67,2.0,    31.63,2.0,     1.97,2.0,   -999.0,9.0,    375.2,2.0,   -1.617,    -84.0,2.0,      2.2,     1.14,2.0,  -1.6171
288,  33LG20090916,  SR01,16.0,1.0,289.0,1.0,2.0,20090922.0,1345.0,-61.0,-62.916, 3856,   3845.8,   0.4740,  34.6920,2.0,  34.6960,2.0,   127.45,2.0,    36.06,2.0,     2.39,2.0,   2258.5,2.0,    494.2,2.0,    0.474,   -157.9,2.0,      2.2,     0.42,2.0,   0.1998
289,  33LG20090916,  SR01,16.0,1.0,290.0,2.0,2.0,20090922.0,1411.0,-61.0,-62.916, 3856,   2846.1,   0.6410,  34.7060,2.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   0.4567
290,  33LG20090916,  SR01,16.0,1.0,291.0,3.0,2.0,20090922.0,1427.0,-61.0,-62.916, 3856,   2228.5,   0.9420,  34.7150,2.0,  34.7200,2.0,   114.09,2.0,    35.78,2.0,     2.34,2.0,   2259.6,2.0,    500.0,2.0,    0.942,   -157.8,2.0,      2.2,     0.42,2.0,   0.8036
291,  33LG20090916,  SR01,16.0,1.0,292.0,4.0,2.0,20090922.0,1450.0,-61.0,-62.916, 3856,   1215.3,   1.6800,  34.7270,2.0,  34.7310,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   1.6075
292,  33LG20090916,  SR01,16.0,1.0,293.0,5.0,2.0,20090922.0,1500.0,-61.0,-62.916, 3856,    809.2,   2.0290,  34.6960,2.0,  34.7020,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2254.2,2.0,    554.3,2.0,    2.029,   -142.3,2.0,      2.2,     0.38,2.0,   1.9812
293,  33LG20090916,  SR01,16.0,1.0,294.0,6.0,2.0,20090922.0,1505.0,-61.0,-62.916, 3856,    606.1,   2.1160,  34.6600,2.0,-999.0000,9.0,    70.09,2.0,    33.30,2.0,     2.38,2.0,   -999.0,9.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0808
294,  33LG20090916,  SR01,16.0,1.0,295.0,7.0,2.0,20090922.0,1509.0,-61.0,-62.916, 3856,    505.4,   2.0820,  34.6150,2.0,  34.6210,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2255.0,2.0,    594.0,2.0,    2.082,   -142.6,2.0,      2.2,     0.18,2.0,   2.0533
295,  33LG20090916,  SR01,16.0,1.0,296.0,8.0,2.0,20090922.0,1514.0,-61.0,-62.916, 3856,    406.3,   2.1680,  34.5730,2.0,  34.5790,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2253.8,2.0,   -999.0,9.0,     -999,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.1450
296,  33LG20090916,  SR01,16.0,1.0,297.0,9.0,2.0,20090922.0,1517.0,-61.0,-62.916, 3856,    316.1,   2.0180,  34.5070,2.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2250.2,2.0,    608.3,2.0,    2.018,   -999.0,9.0,   -999.0,  -999.00,9.0,   2.0008
