,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,POC,POC_FLAG_W,PON,PON_FLAG_W,CHLORA,CHLORA_FLAG_W,PPHYTN,PPHYTN_FLAG_W,THETA
0,  096U20160426,  P15S,1.0,1.0,3.0,2003.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3023.4,   1.7960,  34.7330,2.0,  34.7328,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.038,2.0,    0.022,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5701
1,  096U20160426,  P15S,1.0,1.0,2.0,2002.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3023.6,   1.7960,  34.7330,2.0,  34.7331,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5701
2,  096U20160426,  P15S,1.0,1.0,1.0,2001.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.1,   1.7960,  34.7330,2.0,  34.7322,2.0,    192.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5700
3,  096U20160426,  P15S,1.0,1.0,4.0,2004.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.2,   1.7960,  34.7330,2.0,  34.7325,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.037,2.0,    0.021,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5700
4,  096U20160426,  P15S,1.0,1.0,8.0,2008.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.2,   1.7950,  34.7330,2.0,  34.7327,2.0,    192.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.037,2.0,    0.019,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5690
5,  096U20160426,  P15S,1.0,1.0,13.0,2013.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.3,   1.7950,  34.7330,2.0,  34.7327,2.0,    192.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.036,2.0,    0.019,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5690
6,  096U20160426,  P15S,1.0,1.0,24.0,2024.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.3,   1.7940,  34.7330,2.0,  34.7331,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5681
7,  096U20160426,  P15S,1.0,1.0,7.0,2007.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.5,   1.7960,  34.7330,2.0,  34.7325,2.0,    192.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5700
8,  096U20160426,  P15S,1.0,1.0,12.0,2012.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.5,   1.7940,  34.7330,2.0,  34.7323,2.0,    192.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.040,2.0,    0.024,2.0,    0.014,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5680
9,  096U20160426,  P15S,1.0,1.0,6.0,2006.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.6,   1.7960,  34.7330,2.0,  34.7323,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.036,2.0,    0.021,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5700
10,  096U20160426,  P15S,1.0,1.0,9.0,2009.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.6,   1.7950,  34.7330,2.0,  34.7325,2.0,    192.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.043,2.0,    0.020,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5690
11,  096U20160426,  P15S,1.0,1.0,23.0,2023.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.6,   1.7930,  34.7330,2.0,  34.7328,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5670
12,  096U20160426,  P15S,1.0,1.0,15.0,2015.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.7,   1.7950,  34.7330,2.0,  34.7322,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.036,2.0,    0.017,2.0,    0.052,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5690
13,  096U20160426,  P15S,1.0,1.0,5.0,2005.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.8,   1.7960,  34.7330,2.0,-999.0000,9.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5700
14,  096U20160426,  P15S,1.0,1.0,14.0,2014.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.8,   1.7950,  34.7330,2.0,  34.7324,2.0,    192.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.039,2.0,    0.018,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5690
15,  096U20160426,  P15S,1.0,1.0,16.0,2016.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3024.8,   1.7940,  34.7330,2.0,  34.7341,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.037,2.0,    0.017,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5680
16,  096U20160426,  P15S,1.0,1.0,20.0,2020.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3025.0,   1.7930,  34.7330,2.0,  34.7329,2.0,    192.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5670
17,  096U20160426,  P15S,1.0,1.0,25.0,2025.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3025.0,   1.7940,  34.7330,2.0,  34.7333,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5680
18,  096U20160426,  P15S,1.0,1.0,11.0,2011.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3025.2,   1.7940,  34.7330,2.0,  34.7323,2.0,    192.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.034,2.0,    0.018,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5680
19,  096U20160426,  P15S,1.0,1.0,10.0,2010.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3025.3,   1.7950,  34.7330,2.0,  34.7419,3.0,    192.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.034,2.0,    0.018,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5689
20,  096U20160426,  P15S,1.0,1.0,19.0,2019.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3025.4,   1.7930,  34.7330,2.0,  34.7328,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5670
21,  096U20160426,  P15S,1.0,1.0,21.0,2021.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3025.4,   1.7940,  34.7330,2.0,  34.7325,2.0,    192.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5679
22,  096U20160426,  P15S,1.0,1.0,22.0,2022.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3025.4,   1.7930,  34.7330,2.0,  34.7329,2.0,    192.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5670
23,  096U20160426,  P15S,1.0,1.0,28.0,2028.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3025.6,   1.7920,  34.7330,2.0,  34.7331,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5660
24,  096U20160426,  P15S,1.0,1.0,17.0,2017.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3025.8,   1.7930,  34.7330,2.0,  34.7332,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.037,2.0,    0.019,2.0,        0,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5669
25,  096U20160426,  P15S,1.0,1.0,18.0,2018.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3026.0,   1.7930,  34.7330,2.0,  34.7340,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,    0.036,2.0,    0.019,2.0,    0.013,2.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5669
26,  096U20160426,  P15S,1.0,1.0,26.0,2026.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3026.3,   1.7940,  34.7330,2.0,  34.5112,3.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5679
27,  096U20160426,  P15S,1.0,1.0,31.0,2031.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3026.6,   1.7910,  34.7330,2.0,  34.7333,2.0,    192.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5649
28,  096U20160426,  P15S,1.0,1.0,30.0,2030.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3026.7,   1.7910,  34.7330,2.0,  34.7328,2.0,    192.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5649
29,  096U20160426,  P15S,1.0,1.0,27.0,2027.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3026.8,   1.7920,  34.7330,2.0,  34.7326,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5659
30,  096U20160426,  P15S,1.0,1.0,29.0,2029.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3028.0,   1.7910,  34.7330,2.0,  34.7379,2.0,    192.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5647
31,  096U20160426,  P15S,1.0,1.0,32.0,2032.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3028.0,   1.7920,  34.7330,2.0,  34.7331,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5657
32,  096U20160426,  P15S,1.0,1.0,33.0,2033.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3028.7,   1.7910,  34.7330,2.0,  34.7327,2.0,    192.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5647
33,  096U20160426,  P15S,1.0,1.0,34.0,2034.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3029.0,   1.7910,  34.7330,2.0,  34.7331,2.0,    192.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5647
34,  096U20160426,  P15S,1.0,1.0,36.0,2036.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3029.0,   1.7910,  34.7330,2.0,  34.7327,2.0,    192.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5647
35,  096U20160426,  P15S,1.0,1.0,35.0,2035.0,2.0,20160427.0,659.0,-45.5031,149.3977, 4304,   3029.1,   1.7910,  34.7330,2.0,  34.7332,2.0,    192.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,9.0,  -999.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.5646
36,  096U20160426,  P15S,2.0,1.0,36.0,2036.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,      5.8,  -1.5040,  34.0710,2.0,  34.0868,2.0,    355.4,2.0,    345.6,2.0,    63.77,2.0,    28.40,2.0,     0.22,2.0,     1.98,2.0,    6.080,2.0,    3.230,2.0,    3.559,2.0,   2195.3,2.0,   2303.6,2.0,7.5932,4.0,    25.00,    23.46,2.0,     5.55,2.0,     0.50,2.0,    -0.01,3.0,  -1.5041
37,  096U20160426,  P15S,2.0,1.0,35.0,2035.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,     20.3,  -1.5030,  34.0710,2.0,  34.0767,2.0,    355.1,2.0,    345.4,2.0,    63.74,2.0,    28.40,2.0,     0.22,2.0,     1.98,2.0, -999.000,9.0, -999.000,9.0,     -999,9.0,   2193.2,2.0,   2303.6,2.0,7.6088,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,     0.68,2.0,     0.04,3.0,  -1.5034
38,  096U20160426,  P15S,2.0,1.0,34.0,2034.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,     40.5,  -1.4910,  34.0700,2.0,  34.0875,2.0,    355.2,2.0,    345.8,2.0,    63.75,2.0,    28.37,2.0,     0.22,2.0,     1.98,2.0,    6.049,2.0,    3.233,2.0,    3.516,2.0,   2195.5,2.0,   2304.8,2.0,7.6186,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,     0.68,2.0,     0.04,3.0,  -1.4919
39,  096U20160426,  P15S,2.0,1.0,33.0,2033.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,     65.0,  -1.4880,  34.0700,2.0,  34.0942,2.0,    354.6,2.0,    345.7,2.0,    63.75,2.0,    28.39,2.0,     0.22,2.0,     1.98,2.0,    6.098,6.0,    3.241,6.0,    3.581,6.0,   2196.2,2.0,   2305.4,2.0,7.6173,4.0,    25.00,    23.55,6.0,     5.94,6.0,     0.71,2.0,    -0.01,3.0,  -1.4894
40,  096U20160426,  P15S,2.0,1.0,32.0,2032.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,     90.5,  -1.4910,  34.0700,2.0,  34.0911,2.0,    354.6,2.0,    345.9,2.0,    63.72,2.0,    28.35,2.0,     0.22,2.0,     1.98,2.0,    6.036,2.0,    3.226,2.0,    3.583,2.0,   2193.8,2.0,   2304.7,2.0,7.6202,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.4930
41,  096U20160426,  P15S,2.0,1.0,31.0,2031.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    115.8,  -1.3690,  34.0980,2.0,  34.3071,3.0,    332.2,2.0,    278.7,3.0,    72.56,2.0,    30.83,2.0,     0.11,2.0,     2.14,2.0,    3.978,2.0,    2.088,2.0,    2.208,2.0,   2220.6,2.0,   2315.9,6.0,7.9411,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,     0.42,2.0,     0.04,3.0,  -1.3717
42,  096U20160426,  P15S,2.0,1.0,30.0,2030.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    140.8,   0.3860,  34.5400,2.0,  34.5626,2.0,    226.4,2.0,    213.0,2.0,    83.87,2.0,    32.56,2.0,     0.02,4.0,     2.25,2.0,    1.731,2.0,    0.900,2.0,    0.901,2.0,   2248.0,6.0,   2333.1,6.0,7.9291,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   0.3804
43,  096U20160426,  P15S,2.0,1.0,29.0,2029.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    186.3,   1.1530,  34.6480,2.0,  34.6514,2.0,    202.2,2.0,    194.2,2.0,    88.12,2.0,    32.64,2.0,     0.01,4.0,     2.26,2.0,    1.013,2.0,    0.523,2.0,    0.462,2.0,   2254.0,2.0,   2340.2,2.0,7.9397,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.1443
44,  096U20160426,  P15S,2.0,1.0,28.0,2028.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    235.8,   1.3760,  34.6900,2.0,  34.6915,2.0,    198.7,2.0,    191.4,2.0,    90.59,2.0,    32.31,2.0,     0.01,4.0,     2.24,2.0,    0.710,2.0,    0.357,2.0,    0.306,2.0,   2255.5,2.0,   2344.0,2.0,7.9232,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.3645
45,  096U20160426,  P15S,2.0,1.0,27.0,2027.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    285.6,   1.4450,  34.7110,2.0,  34.7114,2.0,    195.9,2.0,    189.3,2.0,    93.35,2.0,    32.22,2.0,     0.01,4.0,     2.23,2.0,    0.498,2.0,    0.254,2.0,     0.23,2.0,   2257.4,2.0,   2346.5,2.0,7.9014,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.4307
46,  096U20160426,  P15S,2.0,1.0,26.0,2026.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    335.5,   1.4270,  34.7170,2.0,  34.7177,2.0,    197.1,2.0,    190.4,2.0,    94.66,2.0,    32.09,2.0,     0.00,4.0,     2.22,2.0,    0.435,2.0,    0.228,2.0,    0.185,2.0,   2257.2,2.0,   2347.7,2.0,7.8727,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.4102
47,  096U20160426,  P15S,2.0,1.0,25.0,2025.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    385.2,   1.4020,  34.7200,2.0,  34.7210,2.0,    198.6,2.0,    192.6,2.0,    95.68,2.0,    31.96,2.0,     0.00,4.0,     2.22,2.0,    0.397,2.0,    0.209,2.0,    0.143,2.0,   2257.0,2.0,   2348.3,2.0,7.8592,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.3826
48,  096U20160426,  P15S,2.0,1.0,24.0,2024.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    435.6,   1.3840,  34.7240,2.0,  34.7243,2.0,    198.1,2.0,    191.6,2.0,    97.67,2.0,    31.97,2.0,     0.01,4.0,     2.22,2.0,    0.335,2.0,    0.179,2.0,    0.117,2.0,   2258.8,2.0,   2351.2,3.0,7.8578,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.3619
49,  096U20160426,  P15S,2.0,1.0,23.0,2023.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    485.9,   1.3610,  34.7260,2.0,  34.7259,2.0,    198.1,2.0,    191.5,2.0,    99.28,2.0,    31.99,2.0,     0.01,4.0,     2.22,2.0,    0.307,2.0,    0.154,2.0,    0.129,2.0,   2258.1,2.0,   2349.9,2.0,7.8556,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.3362
50,  096U20160426,  P15S,2.0,1.0,22.0,2022.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    566.0,   1.3170,  34.7280,2.0,  34.7283,2.0,    197.7,2.0,    191.5,2.0,   102.30,2.0,    32.12,2.0,     0.01,4.0,     2.23,2.0,    0.241,2.0,    0.124,2.0,    0.093,2.0,   2259.2,2.0,   2352.0,2.0,7.7766,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.2880
51,  096U20160426,  P15S,2.0,1.0,21.0,2021.0,2.0,20160504.0,1146.0,-66.333,-169.9982, 3308,    666.0,   1.2430,  34.7280,2.0,  34.7273,2.0,    199.0,2.0,    193.3,2.0,   105.17,2.0,    32.13,2.0,     0.01,4.0,     2.23,2.0,    0.219,2.0,    0.109,2.0,    0.112,2.0,   2260.5,2.0,   2354.6,2.0,7.7168,4.0,    25.00,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   1.2087
