,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NH4,NH4_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,REFTMP,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,DELO18,DELO18_FLAG_W,POC,POC_FLAG_W,DOC,DOC_FLAG_W,TON,TON_FLAG_W,D15N_NO3,D15N_NO3_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,D14C-DOC,D14C-DOC_FLAG_W,DOM,DOM_FLAG_W,CHLORA,CHLORA_FLAG_W,HPLC,HPLC_FLAG_W,AP,AP_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOM443,CDOM443_FLAG_W,CDOM490,CDOM490_FLAG_W,CDOM555,CDOM555_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,D15N_NO3+NO2,D15N_NO3+NO2_FLAG_W,D18O_NO3+NO2,D18O_NO3+NO2_FLAG_W,D18O_NO3,D18O_NO3_FLAG_W
638,33RR20160208,       I08S,22.0,1.0,21.0,21.0,2.0,20160224.0,337.0,-58.2391,82.0016,       1789,    39.9,   1.4426,  33.8956,2.0,  33.8969,2.0,    334.6,2.0,   334.7,2.0,    34.4,2.0,    0.33,2.0,   25.58,2.0,    0.24,2.0,    1.78,2.0,   5.149,2.0,   2.800,2.0,   0.493,2.0,    2.84953766,2.0,  2166.6,2.0, 2294.71,2.0,7.7026,2.0,    24.98,   1.4451, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,    43.0,2.0,-999.0,1.0,-999.0,9.0,20160224.0,431.0,-58.239,82.0015,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
639,33RR20160208,       I08S,22.0,1.0,22.0,22.0,2.0,20160224.0,337.0,-58.2391,82.0016,       1789,    20.3,   1.5191,  33.8938,2.0,  33.8957,2.0,    334.6,2.0,   335.1,2.0,    34.2,2.0,    0.31,2.0,   25.53,2.0,    0.24,2.0,    1.74,2.0,   5.135,2.0,   2.787,2.0,   0.508,2.0,    2.86872986,2.0,  2165.9,2.0, 2294.41,2.0,7.7026,6.0,    24.99,   1.5190, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,    43.5,2.0,-999.0,1.0,-999.0,9.0,20160224.0,433.0,-58.239,82.0015,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
640,33RR20160208,       I08S,22.0,1.0,23.0,23.0,2.0,20160224.0,337.0,-58.2391,82.0016,       1789,     5.0,   1.5249,  33.8937,2.0,  33.8951,2.0,    335.0,2.0,   334.8,2.0,    34.3,2.0,    0.32,2.0,   25.46,2.0,    0.24,2.0,    1.76,2.0,   5.048,2.0,   2.737,2.0,   0.494,2.0,         2.696,2.0,  2164.4,6.0, 2294.62,2.0,7.7028,6.0,    24.99,   1.5245, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,    43.7,2.0,-999.0,1.0,-999.0,9.0,20160224.0,435.0,-58.239,82.0015,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
641,33RR20160208,       I08S,23.0,2.0,1.0,1.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,  1982.3,   0.5397,  34.6941,2.0,  34.6945,2.0,    210.5,2.0,   209.1,2.0,   128.5,2.0,    0.00,2.0,   32.34,2.0,    0.00,2.0,    2.29,2.0,   0.271,2.0,   0.142,2.0,   0.001,2.0,   0.100080393,2.0,  2259.6,2.0, 2360.36,2.0,7.5912,2.0,    24.99,   0.5393, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,821.0,-57.916,82.2281,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1173,2.0,   0.0814,2.0,   0.0544,2.0,   0.0273,2.0,   0.0151,2.0,   0.0049,2.0,   0.0008,2.0,     0.0139,2.0,     0.0146,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
642,33RR20160208,       I08S,23.0,2.0,2.0,2.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,  1790.2,   0.6195,  34.6974,2.0,  34.6978,2.0,    209.4,2.0,   209.4,2.0,   119.3,2.0,    0.00,2.0,   32.21,2.0,    0.00,2.0,    2.30,2.0,   0.324,2.0,   0.176,2.0,   0.005,2.0,   0.098058567,2.0,  2258.8,2.0, 2357.73,2.0,7.5945,2.0,    24.98,   0.6190, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,825.0,-57.916,82.2281,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
643,33RR20160208,       I08S,23.0,2.0,3.0,3.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,  1587.6,   0.7567,  34.7054,2.0,  34.7062,2.0,    207.5,2.0,   208.2,2.0,   115.9,2.0,    0.00,2.0,   31.90,2.0,    0.00,2.0,    2.26,2.0,   0.301,2.0,   0.167,2.0,   0.003,2.0,    0.09906948,2.0,  2255.8,2.0, 2359.42,2.0,7.596,2.0,    25.00,   0.7562, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,830.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
644,33RR20160208,       I08S,23.0,2.0,4.0,4.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,  1398.2,   0.9006,  34.7145,2.0,  34.7146,2.0,    205.6,2.0,   205.7,2.0,   112.8,2.0,    0.00,2.0,   31.90,2.0,    0.00,2.0,    2.24,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2259.5,2.0, 2358.12,6.0,7.5983,6.0,    24.98,   0.9016, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,834.0,-57.916,82.2281,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1235,2.0,   0.0962,2.0,   0.0904,2.0,   0.0337,2.0,   0.0166,2.0,   0.0047,2.0,   0.0007,2.0,     0.0077,3.0,     0.0070,3.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
645,33RR20160208,       I08S,23.0,2.0,5.0,5.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,  1297.6,   0.9720,  34.7174,2.0,  34.7176,2.0,    205.7,2.0,   208.0,3.0,   108.1,2.0,    0.00,2.0,   31.69,2.0,    0.00,2.0,    2.22,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,   0.9719, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,837.0,-57.916,82.2281,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
646,33RR20160208,       I08S,23.0,2.0,6.0,6.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,  1200.5,   1.0759,  34.7244,2.0,  34.7240,2.0,    204.4,2.0,   204.5,2.0,   105.7,2.0,    0.00,2.0,   31.47,2.0,    0.00,2.0,    2.20,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2256.5,6.0, 2357.17,2.0,7.6029,6.0,    25.01,   1.0758, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,840.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1131,2.0,   0.0856,2.0,   0.0755,2.0,   0.0288,2.0,   0.0141,2.0,   0.0040,2.0,   0.0005,4.0,     0.0090,3.0,     0.0085,3.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
647,33RR20160208,       I08S,23.0,2.0,7.0,7.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,  1099.1,   1.1966,  34.7302,2.0,  34.7303,2.0,    203.6,2.0,   203.5,2.0,   101.9,2.0,    0.00,2.0,   31.23,2.0,    0.00,2.0,    2.17,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,   1.1962, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,843.0,-57.916,82.2281,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
648,33RR20160208,       I08S,23.0,2.0,8.0,8.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   999.2,   1.3179,  34.7356,2.0,  34.7356,2.0,    202.3,2.0,   203.2,2.0,    97.9,2.0,    0.00,2.0,   30.90,2.0,    0.00,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2250.9,2.0, 2355.10,2.0,7.6076,2.0,    25.00,   1.3178, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,845.0,-57.916,82.2283,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1130,2.0,   0.0762,2.0,   0.0440,2.0,   0.0243,2.0,   0.0135,2.0,   0.0042,2.0,   0.0006,3.0,     0.0164,2.0,     0.0179,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
649,33RR20160208,       I08S,23.0,2.0,9.0,9.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   901.7,   1.4017,  34.7383,2.0,  34.7385,2.0,    202.4,2.0,   202.0,2.0,    96.1,2.0,    0.00,2.0,   30.87,2.0,    0.00,2.0,    2.12,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2251.1,2.0, 2353.74,2.0,7.607,6.0,    25.00,   1.4017, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,848.0,-57.916,82.2283,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
650,33RR20160208,       I08S,23.0,2.0,10.0,10.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   797.9,   1.5289,  34.7418,2.0,  34.7417,2.0,    199.1,2.0,   199.3,2.0,    93.1,2.0,    0.00,2.0,   30.90,2.0,    0.00,2.0,    2.11,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2251.2,2.0, 2351.44,2.0,7.6035,2.0,    24.99,   1.5284, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,851.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
651,33RR20160208,       I08S,23.0,2.0,11.0,11.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   699.3,   1.6084,  34.7410,2.0,  34.7409,2.0,    198.5,2.0,   196.8,2.0,    90.6,2.0,    0.00,2.0,   30.88,2.0,    0.00,2.0,    2.12,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2251.1,2.0, 2351.00,2.0,7.6023,2.0,    24.99,   1.6082, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,854.0,-57.9161,82.2283,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1151,2.0,   0.0776,2.0,   0.0433,2.0,   0.0247,2.0,   0.0138,2.0,   0.0046,2.0,   0.0009,2.0,     0.0169,2.0,     0.0185,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
652,33RR20160208,       I08S,23.0,2.0,12.0,12.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   599.6,   1.7249,  34.7382,2.0,  34.7383,2.0,    194.9,2.0,   194.1,2.0,    87.9,2.0,    0.00,2.0,   31.06,2.0,    0.00,2.0,    2.12,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2249.3,2.0, 2349.98,2.0,7.5974,2.0,    24.98,   1.7248, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,856.0,-57.916,82.2283,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
653,33RR20160208,       I08S,23.0,2.0,13.0,13.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   499.5,   1.8198,  34.7310,2.0,  34.7312,2.0,    191.6,2.0,   190.2,2.0,    86.4,2.0,    0.00,2.0,   31.40,2.0,    0.00,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2251.6,2.0, 2347.72,2.0,7.5914,2.0,    24.99,   1.8196, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,859.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1195,2.0,   0.0871,2.0,   0.0688,2.0,   0.0281,2.0,   0.0142,2.0,   0.0042,2.0,   0.0006,3.0,     0.0111,2.0,     0.0109,3.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
654,33RR20160208,       I08S,23.0,2.0,14.0,14.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   400.0,   1.8505,  34.7193,2.0,  34.7185,2.0,    185.2,2.0,   185.3,2.0,    86.5,2.0,    0.00,2.0,   32.02,2.0,    0.00,2.0,    2.18,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2254.3,2.0, 2346.51,2.0,7.5801,2.0,    24.99,   1.8503, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,902.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1196,2.0,   0.0833,2.0,   0.0546,2.0,   0.0277,2.0,   0.0154,2.0,   0.0052,2.0,   0.0011,2.0,     0.0141,2.0,     0.0149,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
655,33RR20160208,       I08S,23.0,2.0,15.0,15.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   350.0,   1.8904,  34.7085,2.0,  34.7081,2.0,    183.1,2.0,   182.5,2.0,    85.9,2.0,    0.00,2.0,   32.40,2.0,    0.00,2.0,    2.20,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,   1.8902, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,904.0,-57.916,82.2283,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
656,33RR20160208,       I08S,23.0,2.0,16.0,16.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   301.9,   1.9057,  34.6952,2.0,  34.6949,2.0,    180.6,2.0,   179.5,2.0,    85.7,2.0,    0.00,2.0,   32.87,2.0,    0.00,2.0,    2.23,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2259.1,6.0, 2345.14,2.0,7.5656,2.0,    24.98,   1.9057, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,906.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1177,2.0,   0.0875,2.0,   0.0715,2.0,   0.0284,2.0,   0.0140,2.0,   0.0039,2.0,   0.0005,4.0,     0.0105,3.0,     0.0101,3.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
657,33RR20160208,       I08S,23.0,2.0,17.0,17.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   250.1,   1.9019,  34.6760,2.0,  34.6757,2.0,    178.0,2.0,   176.8,2.0,    85.2,2.0,    0.00,2.0,   33.41,2.0,    0.02,2.0,    2.27,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2261.5,2.0, 2343.91,2.0,7.5551,2.0,    24.97,   1.9015, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,908.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1219,2.0,   0.0861,2.0,   0.0594,2.0,   0.0290,2.0,   0.0158,2.0,   0.0054,2.0,   0.0012,2.0,     0.0132,2.0,     0.0137,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
658,33RR20160208,       I08S,23.0,2.0,18.0,37.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   200.2,   1.9060,  34.6547,2.0,  34.6535,2.0,    174.3,2.0,   173.0,2.0,    84.2,2.0,    0.00,2.0,   34.03,2.0,    0.02,2.0,    2.32,2.0,   0.613,2.0,   0.334,2.0,   0.036,2.0,   0.149615133,2.0,  2263.4,2.0, 2339.66,2.0,7.5442,2.0,    24.98,   1.9045, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,909.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1212,2.0,   0.0816,2.0,   0.0465,2.0,   0.0267,2.0,   0.0151,2.0,   0.0052,2.0,   0.0011,2.0,     0.0164,2.0,     0.0181,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
659,33RR20160208,       I08S,23.0,2.0,19.0,19.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   149.8,   1.8476,  34.6208,2.0,  34.6193,2.0,    174.5,2.0,   172.0,2.0,    83.2,2.0,    0.00,2.0,   34.61,2.0,    0.03,2.0,    2.35,2.0,   0.784,2.0,   0.522,2.0,   0.054,2.0,    0.24464096,2.0,  2263.2,2.0, 2338.63,2.0,7.5322,2.0,    24.99,   1.8475, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,911.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,0.014757564,2.0,-999.0,9.0,-999.0,9.0,   0.1218,2.0,   0.0839,2.0,   0.0527,2.0,   0.0285,2.0,   0.0162,2.0,   0.0059,2.0,   0.0013,2.0,     0.0147,2.0,     0.0158,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
660,33RR20160208,       I08S,23.0,2.0,20.0,20.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,   101.5,   1.6290,  34.5522,2.0,  34.5517,2.0,    176.4,2.0,   174.3,2.0,    80.6,2.0,    0.00,2.0,   35.31,2.0,    0.08,2.0,    2.39,2.0,   1.220,2.0,   0.618,2.0,   0.082,2.0,   0.353819571,2.0,  2263.1,2.0, 2331.92,2.0,7.5191,2.0,    24.99,   1.6288, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,914.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,0.068264432,2.0,-999.0,9.0,-999.0,9.0,   0.1293,2.0,   0.0917,2.0,   0.0477,2.0,   0.0301,2.0,   0.0182,2.0,   0.0056,2.0,   0.0009,2.0,     0.0173,2.0,     0.0183,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
661,33RR20160208,       I08S,23.0,2.0,21.0,21.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,    74.6,   1.3783,  34.4953,2.0,  34.4907,2.0,    183.2,2.0,   183.4,3.0,    77.5,2.0,    0.00,2.0,   35.18,2.0,    0.33,2.0,    2.42,2.0,   1.524,2.0,   0.793,2.0,   0.125,2.0,   0.572176792,2.0,  2261.0,2.0, 2327.46,6.0,7.5148,6.0,    24.99,   1.3669, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,916.0,-57.9161,82.2283,     -999.0,9.0,     -999.0,9.0,0.213945074,2.0,-999.0,9.0,-999.0,9.0,   0.1206,2.0,   0.0827,2.0,   0.0527,2.0,   0.0286,2.0,   0.0160,2.0,   0.0056,2.0,   0.0014,2.0,     0.0145,2.0,     0.0157,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
662,33RR20160208,       I08S,23.0,2.0,22.0,22.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,    50.5,   0.8607,  34.1389,2.0,  34.0987,2.0,    319.6,2.0,   282.1,2.0,    50.5,2.0,    0.80,2.0,   28.84,2.0,    0.22,2.0,    2.04,2.0,   4.051,2.0,   2.209,2.0,   0.371,2.0,    2.07742634,2.0,  2204.2,2.0, 2307.16,2.0,7.628,2.0,    24.98,   0.8931, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,918.0,-57.9159,82.2282,     -999.0,9.0,     -999.0,9.0,0.563855603,2.0,-999.0,9.0,-999.0,9.0,   0.1144,2.0,   0.0803,2.0,   0.0553,2.0,   0.0287,2.0,   0.0165,2.0,   0.0065,2.0,   0.0019,2.0,     0.0130,2.0,     0.0137,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
663,33RR20160208,       I08S,23.0,2.0,23.0,23.0,2.0,20160224.0,821.0,-57.916,82.2281,       1969,    24.9,   1.5736,  33.9227,2.0,  33.9232,2.0,    333.0,2.0,   331.9,2.0,    36.2,2.0,    0.31,2.0,   25.91,2.0,    0.25,2.0,    1.72,2.0,   5.324,2.0,   2.916,2.0,   0.517,2.0,    2.97410622,2.0,  2172.1,2.0, 2298.31,2.0,7.6961,6.0,    24.99,   1.5732, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160224.0,920.0,-57.916,82.2282,     -999.0,9.0,     -999.0,9.0,0.344220485,2.0,-999.0,9.0,-999.0,9.0,   0.0957,2.0,   0.0636,2.0,   0.0370,2.0,   0.0205,2.0,   0.0118,2.0,   0.0034,2.0,   0.0001,4.0,     0.0164,2.0,     0.0180,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
