,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NH4,NH4_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,REFTMP,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,DELO18,DELO18_FLAG_W,POC,POC_FLAG_W,DOC,DOC_FLAG_W,TON,TON_FLAG_W,D15N_NO3,D15N_NO3_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,D14C-DOC,D14C-DOC_FLAG_W,DOM,DOM_FLAG_W,CHLORA,CHLORA_FLAG_W,HPLC,HPLC_FLAG_W,AP,AP_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOM443,CDOM443_FLAG_W,CDOM490,CDOM490_FLAG_W,CDOM555,CDOM555_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,D15N_NO3+NO2,D15N_NO3+NO2_FLAG_W,D18O_NO3+NO2,D18O_NO3+NO2_FLAG_W,D18O_NO3,D18O_NO3_FLAG_W
0,33RR20160208,       I08S,1.0,1.0,1.0,1.0,3.0,20160219.0,557.0,-66.6027,78.3815,        468,   454.6,  -0.5138,  34.5501,3.0,-999.0000,9.0,    262.4,3.0,  -999.0,9.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,  -0.5134, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160219.0,557.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
1,33RR20160208,       I08S,1.0,1.0,2.0,2.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   454.4,  -0.5178,  34.5498,2.0,  34.5513,2.0,    262.3,2.0,   262.9,2.0,    79.0,2.0,    0.00,2.0,   31.16,2.0,    0.00,2.0,    2.16,2.0,   3.212,2.0,   1.706,2.0,   0.293,2.0,         1.492,2.0,  2239.5,6.0, 2339.01,2.0,7.5978,2.0,    25.07,  -0.5173, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    42.8,2.0,-999.0,1.0,-999.0,9.0,20160219.0,558.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
2,33RR20160208,       I08S,1.0,1.0,3.0,3.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   390.2,  -0.6823,  34.5224,2.0,  34.5231,2.0,    270.8,2.0,   270.4,2.0,    74.5,2.0,    0.00,2.0,   31.05,2.0,    0.00,2.0,    2.14,2.0,-999.000,5.0,-999.000,5.0,-999.000,5.0,-999.000000000,5.0,  2235.6,2.0, 2334.11,6.0,7.5985,6.0,    25.02,  -0.6832, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    41.1,2.0,-999.0,1.0,-999.0,9.0,20160219.0,600.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
3,33RR20160208,       I08S,1.0,1.0,4.0,4.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   365.5,  -1.0696,  34.4899,2.0,  34.4925,2.0,    286.6,2.0,   284.2,2.0,    71.7,2.0,    0.00,2.0,   30.83,2.0,    0.00,2.0,    2.14,2.0,   4.255,2.0,   2.157,2.0,   0.362,2.0,         1.738,2.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,  -1.0770, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    40.0,3.0,-999.0,1.0,-999.0,9.0,20160219.0,602.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
4,33RR20160208,       I08S,1.0,1.0,5.0,5.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   340.6,  -1.2453,  34.4698,2.0,  34.4706,2.0,    291.2,2.0,   293.0,2.0,    69.1,2.0,    0.00,2.0,   30.67,2.0,    0.00,2.0,    2.13,2.0,   4.148,2.0,   2.350,2.0,   0.394,2.0,         2.249,2.0,  2232.5,2.0, 2329.13,2.0,7.6044,2.0,    25.06,  -1.2447, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    43.9,3.0,-999.0,1.0,-999.0,9.0,20160219.0,604.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
5,33RR20160208,       I08S,1.0,1.0,6.0,6.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   315.5,  -1.3224,  34.4585,2.0,  34.4624,2.0,    296.2,2.0,   294.4,2.0,    67.6,2.0,    0.00,2.0,   30.60,2.0,    0.00,2.0,    2.12,2.0,   4.353,2.0,   2.436,2.0,   0.427,2.0,         2.458,2.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,  -1.3207, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    42.2,2.0,-999.0,1.0,-999.0,9.0,20160219.0,605.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
6,33RR20160208,       I08S,1.0,1.0,7.0,7.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   289.5,  -1.5152,  34.4357,2.0,  34.4390,2.0,    302.8,2.0,   302.7,2.0,    65.0,2.0,    0.00,2.0,   30.39,2.0,    0.00,2.0,    2.12,2.0,   4.615,2.0,   2.610,2.0,   0.451,2.0,         2.654,2.0,  2227.5,2.0, 2325.38,2.0,7.6079,2.0,    25.08,  -1.5141, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    41.8,2.0,-999.0,1.0,-999.0,9.0,20160219.0,607.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
7,33RR20160208,       I08S,1.0,1.0,8.0,8.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   264.6,  -1.5387,  34.4263,2.0,  34.4283,2.0,    302.1,2.0,   304.0,2.0,    63.9,2.0,    0.00,2.0,   30.46,2.0,    0.00,2.0,    2.11,2.0,   4.735,6.0,   2.682,6.0,   0.461,6.0,        2.6855,6.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,  -1.5387, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    42.0,2.0,-999.0,1.0,-999.0,9.0,20160219.0,608.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
8,33RR20160208,       I08S,1.0,1.0,9.0,9.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   240.1,  -1.5563,  34.4198,2.0,  34.4212,2.0,    304.9,2.0,   304.9,2.0,    63.4,2.0,    0.00,2.0,   30.37,2.0,    0.00,2.0,    2.10,2.0,   4.623,2.0,   2.628,2.0,   0.439,2.0,         2.721,2.0,  2226.5,2.0, 2325.72,2.0,7.6104,6.0,    25.05,  -1.5612, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    42.2,2.0,-999.0,1.0,-999.0,9.0,20160219.0,610.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
9,33RR20160208,       I08S,1.0,1.0,10.0,10.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   214.7,  -1.4563,  34.4190,2.0,  34.4211,2.0,    300.1,2.0,   300.9,2.0,    63.7,2.0,    0.00,2.0,   30.46,2.0,    0.00,2.0,    2.11,2.0,   4.477,2.0,   2.539,2.0,   0.436,2.0,         2.758,2.0,  2227.7,2.0, 2325.64,2.0,7.6083,6.0,    25.07,  -1.4537, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    41.1,2.0,-999.0,1.0,-999.0,9.0,20160219.0,612.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
10,33RR20160208,       I08S,1.0,1.0,11.0,11.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   190.5,  -1.5264,  34.4032,2.0,  34.4058,2.0,    303.1,2.0,   302.8,2.0,    62.5,2.0,    0.00,2.0,   30.32,2.0,    0.00,2.0,    2.11,2.0,   4.527,2.0,   2.569,2.0,   0.427,2.0,          2.77,2.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,  -1.5264, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    41.5,2.0,-999.0,1.0,-999.0,9.0,20160219.0,613.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
11,33RR20160208,       I08S,1.0,1.0,12.0,12.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   166.6,  -1.3749,  34.3971,2.0,  34.3993,2.0,    295.4,2.0,   296.4,2.0,    62.7,2.0,    0.00,2.0,   30.51,2.0,    0.00,2.0,    2.11,2.0,   4.366,2.0,   2.454,2.0,   0.428,2.0,           2.6,2.0,  2225.6,2.0, 2323.43,2.0,7.607,2.0,    25.03,  -1.3738, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    42.1,2.0,-999.0,1.0,-999.0,9.0,20160219.0,615.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
12,33RR20160208,       I08S,1.0,1.0,13.0,13.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   140.2,  -1.5560,  34.3641,2.0,  34.3678,2.0,    302.3,2.0,   300.3,2.0,    60.2,2.0,    0.00,2.0,   30.36,2.0,    0.03,2.0,    2.11,2.0,   4.505,2.0,   2.491,2.0,   0.425,2.0,         2.594,2.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,  -1.5568, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    43.4,2.0,-999.0,1.0,-999.0,9.0,20160219.0,616.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
13,33RR20160208,       I08S,1.0,1.0,14.0,14.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,   114.8,  -1.6674,  34.3449,2.0,  34.3469,2.0,    302.9,2.0,   302.0,2.0,    59.0,2.0,    0.00,2.0,   30.31,2.0,    0.04,2.0,    2.10,2.0,   4.479,2.0,   2.489,2.0,   0.428,2.0,         2.758,2.0,  2218.1,2.0, 2320.14,2.0,7.6105,2.0,    25.07,  -1.6658, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    41.0,2.0,-999.0,1.0,-999.0,9.0,20160219.0,618.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
14,33RR20160208,       I08S,1.0,1.0,15.0,15.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,    89.9,  -1.7678,  34.3160,2.0,  34.3189,2.0,    305.2,2.0,   305.8,2.0,    57.9,2.0,    0.01,2.0,   30.20,2.0,    0.10,2.0,    2.10,2.0,   4.568,2.0,   2.536,2.0,   0.433,2.0,         2.844,2.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,  -1.7663, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    41.9,2.0,-999.0,1.0,-999.0,9.0,20160219.0,620.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
15,33RR20160208,       I08S,1.0,1.0,16.0,16.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,    65.8,  -1.7408,  34.2722,2.0,  34.2728,2.0,    304.9,2.0,   303.9,2.0,    57.5,2.0,    0.19,2.0,   29.98,2.0,    0.13,2.0,    2.09,2.0,   4.494,2.0,   2.500,2.0,   0.428,2.0,         2.765,2.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,  -1.7397, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    41.4,2.0,-999.0,1.0,-999.0,9.0,20160219.0,622.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
16,33RR20160208,       I08S,1.0,1.0,17.0,17.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,    40.3,  -1.6873,  34.0809,2.0,  34.0832,2.0,    314.0,2.0,   313.7,2.0,    53.7,2.0,    0.69,2.0,   28.41,2.0,    0.08,2.0,    2.03,2.0,   4.525,2.0,   2.447,2.0,   0.421,2.0,           2.6,2.0,  2195.9,2.0, 2306.71,2.0,7.6389,6.0,    25.07,  -1.6871, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    43.2,2.0,-999.0,1.0,-999.0,9.0,20160219.0,624.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
17,33RR20160208,       I08S,1.0,1.0,18.0,18.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,    19.8,  -1.5443,  33.0377,2.0,  33.0462,2.0,    348.8,2.0,   349.0,2.0,    45.4,2.0,    0.80,2.0,   24.01,2.0,    0.15,2.0,    1.68,2.0,   5.351,2.0,   2.895,2.0,   0.461,2.0,         3.143,2.0,  2111.9,2.0, 2239.01,2.0,7.7023,2.0,    25.05,  -1.5439, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    43.2,2.0,-999.0,1.0,-999.0,9.0,20160219.0,625.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
18,33RR20160208,       I08S,1.0,1.0,19.0,19.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,    10.9,  -1.5221,  33.0276,2.0,  33.0310,2.0,    349.9,2.0,   348.2,2.0,    45.2,2.0,    0.78,2.0,   23.97,2.0,    0.15,2.0,    1.66,2.0,   5.380,2.0,   2.951,2.0,   0.462,2.0,         3.419,2.0,  2110.2,2.0, 2238.30,2.0,7.7019,2.0,    25.06,  -1.5230, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    43.5,2.0,-999.0,1.0,-999.0,9.0,20160219.0,627.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
19,33RR20160208,       I08S,1.0,1.0,20.0,20.0,2.0,20160219.0,557.0,-66.6027,78.3815,        468,     5.5,  -1.5255,  33.0281,2.0,  33.0303,2.0,    349.6,2.0,   348.7,2.0,    45.4,2.0,    0.79,2.0,   24.07,2.0,    0.15,2.0,    1.66,2.0,   5.320,2.0,   2.938,2.0,   0.461,2.0,         3.221,2.0,  2111.2,2.0, 2237.63,2.0,7.7017,6.0,    25.06,  -1.5236, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    42.7,2.0,-999.0,1.0,-999.0,9.0,20160219.0,628.0,-66.6027,78.3815,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
20,33RR20160208,       I08S,2.0,3.0,1.0,1.0,2.0,20160219.0,939.0,-66.4997,78.2986,        953,   934.3,   0.3768,  34.6669,2.0,-999.0000,9.0,    222.5,2.0,   221.9,2.0,   104.5,2.0,    0.03,2.0,   31.86,2.0,    0.00,2.0,    2.21,2.0,   1.199,2.0,   0.559,2.0,   0.106,2.0,         0.563,2.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,   0.3773, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,9.0,-999.000,9.0,  -999.0,9.0,-999.0,9.0,-999.0,9.0,20160219.0,939.0,-66.4997,78.2986,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1365,2.0,   0.0967,2.0,   0.0562,2.0,   0.0336,2.0,   0.0204,2.0,   0.0091,2.0,   0.0030,2.0,     0.0155,2.0,     0.0165,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
21,33RR20160208,       I08S,2.0,3.0,2.0,2.0,2.0,20160219.0,939.0,-66.4997,78.2986,        953,   933.9,   0.3768,  34.6669,2.0,  34.6683,2.0,    222.5,2.0,   223.8,2.0,   104.4,2.0,    0.00,2.0,   31.80,2.0,    0.00,2.0,    2.22,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,-999.000000000,9.0,  2254.0,6.0, 2350.11,2.0,7.5939,6.0,    25.04,   0.3770, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    42.2,2.0,-999.0,1.0,-999.0,9.0,20160219.0,939.0,-66.4997,78.2986,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
22,33RR20160208,       I08S,2.0,3.0,3.0,3.0,2.0,20160219.0,939.0,-66.4997,78.2986,        953,   800.9,   0.3582,  34.6533,2.0,  34.6523,2.0,    226.7,2.0,   226.2,2.0,    97.3,2.0,    0.04,2.0,   31.53,2.0,    0.00,2.0,    2.19,2.0,   1.439,2.0,   0.706,2.0,   0.114,2.0,         0.763,2.0,  2250.4,2.0, 2348.48,2.0,7.5934,2.0,    25.07,   0.3585, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    43.9,3.0,-999.0,1.0,-999.0,9.0,20160219.0,943.0,-66.4997,78.2987,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1206,2.0,   0.0813,2.0,   0.0445,2.0,   0.0283,2.0,   0.0167,2.0,   0.0064,2.0,   0.0018,2.0,     0.0167,2.0,     0.0186,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
23,33RR20160208,       I08S,2.0,3.0,4.0,4.0,2.0,20160219.0,939.0,-66.4997,78.2986,        953,   699.3,   0.3428,  34.6438,2.0,  34.6436,2.0,    226.6,2.0,   227.9,2.0,    93.0,2.0,    0.01,2.0,   31.46,2.0,    0.00,2.0,    2.19,2.0,   1.627,2.0,   0.802,2.0,   0.153,2.0,         0.915,2.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,   0.3432, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    43.4,2.0,-999.0,1.0,-999.0,9.0,20160219.0,946.0,-66.4997,78.2987,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
24,33RR20160208,       I08S,2.0,3.0,5.0,5.0,2.0,20160219.0,939.0,-66.4997,78.2986,        953,   599.3,  -0.0191,  34.5953,2.0,  34.5983,2.0,    241.4,2.0,   242.9,2.0,    85.0,2.0,    0.07,2.0,   31.26,2.0,    0.00,2.0,    2.17,2.0,   2.361,2.0,   1.165,2.0,   0.215,2.0,         1.287,2.0,  2244.4,2.0, 2338.93,2.0,7.5934,6.0,    25.06,  -0.0184, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    42.2,2.0,-999.0,1.0,-999.0,9.0,20160219.0,949.0,-66.4997,78.2986,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,   0.1121,2.0,   0.0766,2.0,   0.0481,2.0,   0.0270,2.0,   0.0152,2.0,   0.0056,2.0,   0.0014,2.0,     0.0146,2.0,     0.0160,2.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
25,33RR20160208,       I08S,2.0,3.0,6.0,6.0,2.0,20160219.0,939.0,-66.4997,78.2986,        953,   509.0,  -0.3670,  34.5470,2.0,  34.5479,2.0,    253.6,2.0,   258.1,2.0,    77.0,2.0,    0.00,2.0,   31.24,2.0,    0.00,2.0,    2.14,2.0,   3.160,2.0,   1.563,2.0,   0.287,2.0,         1.588,2.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0,  -999.00,  -0.3687, -999.00,-999.0,  -999.0,  -999.0,-999.0,  -999.0, -999.00,1.0,-999.000,9.0,    43.0,2.0,-999.0,1.0,-999.0,9.0,20160219.0,953.0,-66.4997,78.2986,     -999.0,9.0,     -999.0,1.0,     -999.0,9.0,-999.0,9.0,-999.0,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0
