,EXPOCODE,DATE,LATITUDE,LONGITUDE,PRES,TEMP,SAL,OXY,NITR,PHSP,SILI,MONTH
12996,320620110219,2011-04-16,-67.0001,-84.1834,165.4,1.4428,34.22,236.4,33.12,2.29,49.03,4
12997,320620110219,2011-04-16,-67.0001,-84.1834,213.5,2.0049,34.3366,205.6,34.16,2.37,57.25,4
12998,320620110219,2011-04-16,-67.0001,-84.1834,265.4,2.1724,34.4012,191.6,34.52,2.39,62.24,4
12999,320620110219,2011-04-16,-67.0001,-84.1834,314.4,2.2301,34.4425,183.3,34.69,2.41,65.46,4
13000,320620110219,2011-04-16,-67.0001,-84.1834,364.5,2.2467,34.4832,178.9,34.72,2.4,68.67,4
13001,320620110219,2011-04-16,-67.0001,-84.1834,415.0,2.2584,34.5229,174.5,34.56,2.4,71.6,4
13002,320620110219,2011-04-16,-67.0001,-84.1834,464.7,2.2453,34.5517,172.6,34.48,2.39,73.56,4
13003,320620110219,2011-04-16,-67.0001,-84.1834,534.5,2.2303,34.5889,171.4,34.15,2.36,76.12,4
13004,320620110219,2011-04-16,-67.0001,-84.1834,635.0,2.1893,34.6282,171.9,33.67,2.33,78.74,4
13005,320620110219,2011-04-16,-67.0001,-84.1834,734.9,2.1477,34.658,173.3,33.16,2.29,80.59,4
13006,320620110219,2011-04-16,-67.0001,-84.1834,835.1,2.0953,34.6834,176.6,32.49,2.24,82.12,4
13007,320620110219,2011-04-16,-67.0001,-84.1834,935.1,2.033,34.7011,180.0,32.08,2.23,84.19,4
13008,320620110219,2011-04-16,-67.0001,-84.1834,1034.8,1.9602,34.713,182.1,31.77,2.21,85.65,4
13009,320620110219,2011-04-16,-67.0001,-84.1834,1135.2,1.8891,34.7209,184.6,31.63,2.2,87.85,4
13010,320620110219,2011-04-16,-67.0001,-84.1834,1234.4,1.8111,34.7272,187.2,31.43,2.17,89.54,4
13011,320620110219,2011-04-16,-67.0001,-84.1834,1335.1,1.7219,34.7304,189.2,31.36,2.16,91.98,4
13012,320620110219,2011-04-16,-67.0001,-84.1834,1434.9,1.6477,34.7316,190.8,31.35,2.17,94.16,4
13013,320620110219,2011-04-16,-67.0001,-84.1834,1534.7,1.5698,34.7316,192.1,31.42,2.17,96.09,4
13014,320620110219,2011-04-16,-67.0001,-84.1834,1665.1,1.4612,34.7304,193.3,31.49,2.18,99.78,4
13015,320620110219,2011-04-16,-67.0001,-84.1834,1864.9,1.3122,34.7261,195.0,31.62,2.19,105.37,4
13016,320620110219,2011-04-16,-67.0001,-84.1834,2084.8,1.1835,34.7227,197.7,31.63,2.2,109.36,4
13017,320620110219,2011-04-16,-67.0001,-84.1834,2335.2,1.0571,34.7186,199.8,31.77,2.2,113.86,4
13018,320620110219,2011-04-16,-67.0001,-84.1834,2585.0,0.9382,34.7144,202.2,31.89,2.22,117.9,4
13019,320620110219,2011-04-16,-67.0001,-84.1834,2834.3,0.8163,34.7102,204.4,32.02,2.22,122.19,4
13020,320620110219,2011-04-16,-67.0001,-84.1834,3099.7,0.704,34.7071,206.9,32.15,2.23,125.31,4
13021,320620110219,2011-04-16,-67.0001,-84.1834,3399.8,0.5793,34.7047,209.1,32.29,2.24,128.57,4
13022,320620110219,2011-04-16,-67.0001,-84.1834,3700.2,0.4958,34.7038,210.8,32.41,2.24,132.6,4
13023,320620110219,2011-04-16,-67.0001,-84.1834,4000.2,0.4509,34.7032,212.2,32.46,2.24,136.09,4
13024,320620110219,2011-04-16,-67.0001,-84.1834,4198.9,0.4381,34.7028,212.4,32.43,2.25,138.59,4
13025,320620110219,2011-04-16,-67.0001,-84.1834,4404.6,0.4251,34.7019,212.1,32.5,2.25,144.62,4
13026,320620110219,2011-04-16,-67.0,-81.633,3.3,-0.9734,33.5797,348.8,23.14,1.52,19.48,4
13027,320620110219,2011-04-16,-67.0,-81.633,19.7,-0.9319,33.5871,348.2,23.26,1.55,20.05,4
13028,320620110219,2011-04-16,-67.0,-81.633,39.1,-0.9221,33.5995,347.4,23.52,1.57,21.06,4
13029,320620110219,2011-04-16,-67.0,-81.633,64.9,-0.5869,33.6721,341.2,24.04,1.64,20.63,4
13030,320620110219,2011-04-16,-67.0,-81.633,89.7,-1.5822,33.9658,309.1,30.01,2.13,46.48,4
13031,320620110219,2011-04-16,-67.0,-81.633,115.4,-1.149,34.0544,288.5,31.48,2.17,52.4,4
13032,320620110219,2011-04-16,-67.0,-81.633,140.4,0.6096,34.2499,241.8,33.39,2.28,56.63,4
13033,320620110219,2011-04-16,-67.0,-81.633,184.9,1.8735,34.4349,191.8,34.76,2.37,66.0,4
13034,320620110219,2011-04-16,-67.0,-81.633,235.0,2.0638,34.5045,180.4,34.76,2.38,70.5,4
13035,320620110219,2011-04-16,-67.0,-81.633,285.0,1.9294,34.5345,178.1,34.69,2.38,73.31,4
13036,320620110219,2011-04-16,-67.0,-81.633,334.1,2.1093,34.5824,173.8,34.23,2.35,74.97,4
13037,320620110219,2011-04-16,-67.0,-81.633,385.6,2.1062,34.6134,172.9,33.85,2.32,76.92,4
13038,320620110219,2011-04-16,-67.0,-81.633,434.4,2.1202,34.6351,173.2,33.5,2.3,77.82,4
13039,320620110219,2011-04-16,-67.0,-81.633,485.5,2.1177,34.654,173.9,33.14,2.28,79.04,4
13040,320620110219,2011-04-16,-67.0,-81.633,564.4,2.0802,34.6754,175.5,32.57,2.25,80.57,4
13041,320620110219,2011-04-16,-67.0,-81.633,665.4,1.9942,34.6931,176.5,32.32,2.24,83.16,4
13042,320620110219,2011-04-16,-67.0,-81.633,765.9,1.9369,34.7084,180.1,31.96,2.22,84.96,4
13043,320620110219,2011-04-16,-67.0,-81.633,865.9,1.8594,34.7178,180.4,31.82,2.21,87.52,4
13044,320620110219,2011-04-16,-67.0,-81.633,964.5,1.8064,34.7239,183.8,31.52,2.2,89.06,4
13045,320620110219,2011-04-16,-67.0,-81.633,1065.4,1.7305,34.7282,185.5,31.42,2.19,91.18,4
13046,320620110219,2011-04-16,-67.0,-81.633,1165.0,1.6519,34.7304,187.8,31.2,2.18,93.41,4
13047,320620110219,2011-04-16,-67.0,-81.633,1265.0,1.5768,34.7309,189.7,31.26,2.19,95.83,4
13048,320620110219,2011-04-16,-67.0,-81.633,1365.3,1.4972,34.7307,191.0,31.17,2.19,98.33,4
13049,320620110219,2011-04-16,-67.0,-81.633,1465.5,1.4246,34.7297,192.6,31.29,2.19,100.66,4
13050,320620110219,2011-04-16,-67.0,-81.633,1565.1,1.3566,34.7284,193.4,31.31,2.19,102.53,4
13051,320620110219,2011-04-16,-67.0,-81.633,1734.9,1.2487,34.7255,195.2,31.52,2.21,106.23,4
13052,320620110219,2011-04-16,-67.0,-81.633,1934.8,1.1334,34.7219,197.6,31.65,2.21,109.86,4
13053,320620110219,2011-04-16,-67.0,-81.633,2165.3,1.0076,34.7175,200.0,31.77,2.22,113.79,4
13054,320620110219,2011-04-16,-67.0,-81.633,2415.3,0.8848,34.7131,202.9,31.93,2.23,117.94,4
13055,320620110219,2011-04-16,-67.0,-81.633,2664.2,0.7708,34.7095,204.8,32.13,2.23,121.75,4
13056,320620110219,2011-04-16,-67.0,-81.633,2915.0,0.664,34.707,207.6,32.21,2.24,124.71,4
13057,320620110219,2011-04-16,-67.0,-81.633,3200.4,0.5531,34.7048,209.1,32.28,2.24,128.12,4
13058,320620110219,2011-04-16,-67.0,-81.633,3499.7,0.4821,34.704,210.4,32.31,2.24,131.83,4
13059,320620110219,2011-04-16,-67.0,-81.633,3799.6,0.4392,34.7033,211.4,32.46,2.24,135.36,4
13060,320620110219,2011-04-16,-67.0,-81.633,4100.0,0.4091,34.7024,211.0,32.68,2.25,141.93,4
13061,320620110219,2011-04-16,-67.0,-81.633,4218.3,0.4098,34.7022,210.0,32.79,2.25,146.12,4
13062,320620110219,2011-04-16,-67.0001,-80.3578,2.0,-0.3799,33.642,341.3,22.86,1.57,18.09,4
13063,320620110219,2011-04-16,-67.0001,-80.3578,25.1,-0.3824,33.6425,341.3,22.78,1.57,18.14,4
13064,320620110219,2011-04-16,-67.0001,-80.3578,50.2,-0.3841,33.6428,341.2,22.74,1.58,18.2,4
13065,320620110219,2011-04-16,-67.0001,-80.3578,74.9,-0.3845,33.6428,341.3,22.71,1.59,18.17,4
13066,320620110219,2011-04-16,-67.0001,-80.3578,100.3,-1.5815,33.9754,300.1,29.41,2.2,52.03,4
13067,320620110219,2011-04-16,-67.0001,-80.3578,125.5,-0.855,34.103,272.9,31.08,2.28,56.16,4
13068,320620110219,2011-04-16,-67.0001,-80.3578,149.6,0.4316,34.2961,224.8,33.7,2.36,64.08,4
13069,320620110219,2011-04-16,-67.0001,-80.3578,200.1,1.5715,34.4848,185.4,34.5,2.39,72.43,4
13070,320620110219,2011-04-16,-67.0001,-80.3578,249.9,1.8401,34.556,176.7,34.18,2.37,75.75,4
13071,320620110219,2011-04-16,-67.0001,-80.3578,299.9,1.9828,34.605,173.0,33.9,2.33,77.89,4
13072,320620110219,2011-04-16,-67.0001,-80.3578,350.5,2.013,34.6346,172.2,33.55,2.32,79.59,4
13073,320620110219,2011-04-16,-67.0001,-80.3578,400.2,2.0246,34.6545,171.1,33.27,2.31,80.97,4
13074,320620110219,2011-04-16,-67.0001,-80.3578,449.4,2.0091,34.6661,171.9,33.17,2.29,81.96,4
13075,320620110219,2011-04-16,-67.0001,-80.3578,500.0,2.0029,34.6815,173.6,32.84,2.27,83.18,4
13076,320620110219,2011-04-16,-67.0001,-80.3578,600.1,1.9579,34.7031,177.3,32.24,2.23,84.95,4
13077,320620110219,2011-04-16,-67.0001,-80.3578,699.7,1.894,34.7145,179.7,31.92,2.22,86.92,4
13078,320620110219,2011-04-16,-67.0001,-80.3578,799.1,1.8236,34.7225,182.5,31.7,2.2,88.72,4
13079,320620110219,2011-04-16,-67.0001,-80.3578,899.5,1.7413,34.7278,184.8,31.56,2.18,91.04,4
13080,320620110219,2011-04-16,-67.0001,-80.3578,999.5,1.671,34.7302,187.7,31.56,2.17,92.96,4
13081,320620110219,2011-04-16,-67.0001,-80.3578,1099.4,1.5846,34.7313,189.1,31.56,2.18,95.28,4
13082,320620110219,2011-04-16,-67.0001,-80.3578,1199.9,1.497,34.7309,190.5,31.49,2.18,98.19,4
13083,320620110219,2011-04-16,-67.0001,-80.3578,1300.2,1.4208,34.73,192.0,31.41,2.18,100.79,4
13084,320620110219,2011-04-16,-67.0001,-80.3578,1399.8,1.3642,34.729,192.9,31.42,2.18,102.38,4
13085,320620110219,2011-04-16,-67.0001,-80.3578,1498.8,1.2909,34.7273,193.7,31.46,2.18,104.78,4
13086,320620110219,2011-04-16,-67.0001,-80.3578,1600.5,1.2325,34.7255,195.4,31.49,2.19,106.83,4
13087,320620110219,2011-04-16,-67.0001,-80.3578,1800.0,1.1201,34.7219,197.4,31.47,2.19,110.08,4
13088,320620110219,2011-04-16,-67.0001,-80.3578,2000.8,1.0245,34.7185,198.8,31.52,2.2,113.4,4
13089,320620110219,2011-04-16,-67.0001,-80.3578,2249.9,0.8972,34.7139,201.9,31.75,2.21,117.8,4
13090,320620110219,2011-04-16,-67.0001,-80.3578,2500.8,0.7898,34.7105,203.4,31.81,2.22,121.43,4
13091,320620110219,2011-04-16,-67.0001,-80.3578,2749.8,0.6794,34.7075,205.9,31.87,2.23,124.53,4
13092,320620110219,2011-04-16,-67.0001,-80.3578,3000.9,0.582,34.7055,207.9,31.94,2.23,127.23,4
13093,320620110219,2011-04-16,-67.0001,-80.3578,3300.6,0.4893,34.7041,209.9,32.11,2.24,131.15,4
13094,320620110219,2011-04-16,-67.0001,-80.3578,3600.8,0.4352,34.7035,211.4,32.19,2.24,134.37,4
13095,320620110219,2011-04-16,-67.0001,-80.3578,3900.8,0.4082,34.7029,211.9,32.38,2.24,137.74,4
13096,320620110219,2011-04-16,-67.0001,-80.3578,4049.8,0.3915,34.7022,211.5,32.61,2.25,142.36,4
13097,320620110219,2011-04-16,-67.0001,-80.3578,4200.3,0.4065,34.7022,210.8,32.8,2.26,146.07,4
13098,320620110219,2011-04-17,-67.0,-79.063,1.9,-0.3475,33.6397,340.2,23.2,1.57,19.86,4
13099,320620110219,2011-04-17,-67.0,-79.063,35.0,-0.3549,33.6415,339.8,23.27,1.59,19.94,4
13100,320620110219,2011-04-17,-67.0,-79.063,59.9,-0.3676,33.6437,340.3,23.4,1.6,20.14,4
13101,320620110219,2011-04-17,-67.0,-79.063,109.8,0.9269,34.3107,223.2,34.04,2.33,61.71,4
13102,320620110219,2011-04-17,-67.0,-79.063,134.4,1.0859,34.3739,205.7,34.42,2.36,66.99,4
13103,320620110219,2011-04-17,-67.0,-79.063,164.6,1.6899,34.4695,189.0,34.79,2.38,70.17,4
13104,320620110219,2011-04-17,-67.0,-79.063,215.8,1.906,34.5301,178.6,34.72,2.38,73.31,4
13105,320620110219,2011-04-17,-67.0,-79.063,264.5,2.0226,34.5799,173.5,34.28,2.34,76.12,4
13106,320620110219,2011-04-17,-67.0,-79.063,315.0,2.1035,34.6176,171.9,33.81,2.31,77.82,4
13107,320620110219,2011-04-17,-67.0,-79.063,364.2,2.0931,34.6397,172.3,33.58,2.3,79.19,4
13108,320620110219,2011-04-17,-67.0,-79.063,414.8,2.0951,34.6591,173.9,33.16,2.28,80.18,4
13109,320620110219,2011-04-17,-67.0,-79.063,465.0,2.0363,34.6735,175.0,33.06,2.26,81.43,4
13110,320620110219,2011-04-17,-67.0,-79.063,534.3,2.003,34.6921,176.6,32.65,2.24,83.0,4
13111,320620110219,2011-04-17,-67.0,-79.063,635.6,1.9421,34.7071,179.4,32.1,2.21,84.85,4
13112,320620110219,2011-04-17,-67.0,-79.063,734.9,1.8507,34.7188,180.4,31.88,2.2,88.0,4
13113,320620110219,2011-04-17,-67.0,-79.063,834.9,1.7759,34.7258,184.1,31.62,2.17,89.98,4
13114,320620110219,2011-04-17,-67.0,-79.063,933.9,1.6914,34.7296,186.6,31.38,2.18,92.42,4
13115,320620110219,2011-04-17,-67.0,-79.063,1035.9,1.6079,34.7307,188.3,31.32,2.18,94.82,4
13116,320620110219,2011-04-17,-67.0,-79.063,1134.2,1.5235,34.7313,190.8,31.22,2.17,96.75,4
13117,320620110219,2011-04-17,-67.0,-79.063,1234.6,1.4423,34.7302,191.8,31.31,2.17,99.83,4
13118,320620110219,2011-04-17,-67.0,-79.063,1334.9,1.3711,34.7289,192.6,31.4,2.18,102.28,4
13119,320620110219,2011-04-17,-67.0,-79.063,1435.3,1.2924,34.7272,193.9,31.56,2.19,105.06,4
13120,320620110219,2011-04-17,-67.0,-79.063,1535.1,1.2288,34.7255,195.3,31.28,2.19,106.28,4
13121,320620110219,2011-04-17,-67.0,-79.063,1634.4,1.1649,34.7236,196.0,31.35,2.19,108.49,4
13122,320620110219,2011-04-17,-67.0,-79.063,1734.3,1.1103,34.7216,197.1,31.32,2.19,110.12,4
13123,320620110219,2011-04-17,-67.0,-79.063,1865.1,1.0511,34.7195,198.6,31.41,2.2,112.41,4
13124,320620110219,2011-04-17,-67.0,-79.063,2084.2,0.9285,34.7151,201.4,31.61,2.21,116.73,4
13125,320620110219,2011-04-17,-67.0,-79.063,2334.5,0.8053,34.7108,203.6,31.8,2.22,120.41,4
13126,320620110219,2011-04-17,-67.0,-79.063,2584.6,0.6947,34.7079,206.0,31.99,2.23,123.72,4
13127,320620110219,2011-04-17,-67.0,-79.063,2833.9,0.578,34.7056,208.0,32.12,2.23,127.01,4
13128,320620110219,2011-04-17,-67.0,-79.063,3099.6,0.4843,34.704,209.6,32.29,2.24,131.64,4
13129,320620110219,2011-04-16,-67.0,-79.063,3400.0,0.4344,34.7034,210.7,32.32,2.24,134.56,4
13130,320620110219,2011-04-16,-67.0,-79.063,3700.3,0.3971,34.7028,211.9,32.47,2.24,136.97,4
13131,320620110219,2011-04-16,-67.0,-79.063,3850.6,0.378,34.7023,211.5,32.55,2.24,140.83,4
13132,320620110219,2011-04-16,-67.0,-79.063,3966.9,0.3816,34.7021,210.5,32.62,2.24,145.05,4
13133,320620110219,2011-04-17,-67.0003,-77.8072,4.7,-0.4243,33.6753,339.9,23.45,1.6,19.85,4
13134,320620110219,2011-04-17,-67.0003,-77.8072,20.0,-0.3701,33.6813,339.4,23.51,1.61,19.24,4
13135,320620110219,2011-04-17,-67.0003,-77.8072,39.9,-0.1999,33.7281,336.7,23.26,1.61,18.95,4
13136,320620110219,2011-04-17,-67.0003,-77.8072,64.3,-0.272,33.7539,333.6,23.74,1.67,21.46,4
13137,320620110219,2011-04-17,-67.0003,-77.8072,90.3,-1.2125,34.0377,283.7,30.93,2.19,55.15,4
13138,320620110219,2011-04-17,-67.0003,-77.8072,114.7,0.1573,34.2423,239.8,32.98,2.29,61.78,4
13139,320620110219,2011-04-17,-67.0003,-77.8072,139.2,0.7646,34.3364,218.2,33.57,2.33,65.49,4
13140,320620110219,2011-04-17,-67.0003,-77.8072,185.6,1.464,34.4706,190.2,34.1,2.36,71.86,4
13141,320620110219,2011-04-17,-67.0003,-77.8072,234.2,1.9888,34.581,175.2,33.78,2.34,76.29,4
13142,320620110219,2011-04-17,-67.0003,-77.8072,283.9,2.0798,34.6169,172.8,33.42,2.31,78.21,4
13143,320620110219,2011-04-17,-67.0003,-77.8072,335.1,2.0252,34.6386,171.8,33.53,2.31,80.36,4
13144,320620110219,2011-04-17,-67.0003,-77.8072,384.1,2.0373,34.6626,172.8,33.13,2.28,81.57,4
13145,320620110219,2011-04-17,-67.0003,-77.8072,435.2,2.0157,34.6788,174.0,32.82,2.26,82.6,4
13146,320620110219,2011-04-17,-67.0003,-77.8072,484.5,1.9895,34.6869,174.8,32.75,2.25,83.69,4
13147,320620110219,2011-04-17,-67.0003,-77.8072,564.3,1.9599,34.7041,178.8,32.15,2.22,84.66,4
13148,320620110219,2011-04-17,-67.0003,-77.8072,665.6,1.8944,34.7162,182.1,31.73,2.19,86.53,4
13149,320620110219,2011-04-17,-67.0003,-77.8072,764.1,1.8111,34.724,184.7,31.57,2.18,88.88,4
13150,320620110219,2011-04-17,-67.0003,-77.8072,865.3,1.7294,34.7278,186.5,31.55,2.18,91.32,4
13151,320620110219,2011-04-17,-67.0003,-77.8072,965.0,1.641,34.7306,188.4,31.52,2.17,93.41,4
13152,320620110219,2011-04-17,-67.0003,-77.8072,1064.5,1.565,34.7313,190.1,31.56,2.16,95.61,4
13153,320620110219,2011-04-17,-67.0003,-77.8072,1166.0,1.4741,34.7308,191.8,31.51,2.17,98.77,4
13154,320620110219,2011-04-17,-67.0003,-77.8072,1264.8,1.3995,34.7293,193.7,31.53,2.17,100.94,4
13155,320620110219,2011-04-17,-67.0003,-77.8072,1364.9,1.3203,34.7276,194.1,31.56,2.16,103.33,4
13156,320620110219,2011-04-17,-67.0003,-77.8072,1464.6,1.2667,34.7266,195.4,31.6,2.17,105.23,4
13157,320620110219,2011-04-17,-67.0003,-77.8072,1565.3,1.2058,34.7246,196.0,31.56,2.18,106.81,4
13158,320620110219,2011-04-17,-67.0003,-77.8072,1664.7,1.1565,34.7232,198.3,31.64,2.18,108.2,4
13159,320620110219,2011-04-17,-67.0003,-77.8072,1764.2,1.0907,34.7211,198.1,31.7,2.18,110.34,4
13160,320620110219,2011-04-17,-67.0003,-77.8072,1936.2,1.0062,34.7181,200.2,31.87,2.19,113.28,4
13161,320620110219,2011-04-17,-67.0003,-77.8072,2165.2,0.8952,34.7139,202.1,32.03,2.19,117.41,4
13162,320620110219,2011-04-17,-67.0003,-77.8072,2414.7,0.7845,34.7104,204.0,32.01,2.2,121.03,4
13163,320620110219,2011-04-17,-67.0003,-77.8072,2664.2,0.6746,34.7074,206.2,32.07,2.21,124.17,4
13164,320620110219,2011-04-17,-67.0003,-77.8072,2914.6,0.5686,34.7052,208.6,32.18,2.22,127.14,4
13165,320620110219,2011-04-17,-67.0003,-77.8072,3200.5,0.4898,34.7041,210.2,32.18,2.22,130.46,4
13166,320620110219,2011-04-17,-67.0003,-77.8072,3501.2,0.4331,34.7032,210.9,32.29,2.23,134.18,4
13167,320620110219,2011-04-17,-67.0003,-77.8072,3789.9,0.3899,34.7022,211.1,32.53,2.23,142.07,4
13168,320620110219,2011-04-17,-67.0,-76.5302,3.9,-0.2672,33.7429,336.7,22.84,1.61,21.83,4
13169,320620110219,2011-04-17,-67.0,-76.5302,24.6,-0.2498,33.7469,336.6,22.89,1.62,22.23,4
13170,320620110219,2011-04-17,-67.0,-76.5302,50.2,-0.2232,33.7592,336.2,22.82,1.63,23.34,4
13171,320620110219,2011-04-17,-67.0,-76.5302,76.0,-1.4124,33.9971,296.3,29.12,2.23,54.78,4
13172,320620110219,2011-04-17,-67.0,-76.5302,100.0,-0.1534,34.1966,249.3,32.4,2.33,59.96,4
13173,320620110219,2011-04-17,-67.0,-76.5302,124.3,0.7735,34.3567,211.2,33.93,2.39,67.86,4
13174,320620110219,2011-04-17,-67.0,-76.5302,149.6,1.5053,34.4818,185.7,34.35,2.41,73.4,4
13175,320620110219,2011-04-17,-67.0,-76.5302,200.4,2.0458,34.5867,172.1,33.83,2.36,77.18,4
13176,320620110219,2011-04-17,-67.0,-76.5302,249.9,2.0227,34.6154,171.3,33.64,2.35,79.02,4
13177,320620110219,2011-04-17,-67.0,-76.5302,299.6,2.0228,34.6451,171.1,33.33,2.33,80.82,4
13178,320620110219,2011-04-17,-67.0,-76.5302,349.3,2.0164,34.6651,171.6,33.19,2.31,82.26,4
13179,320620110219,2011-04-17,-67.0,-76.5302,400.9,2.0054,34.6835,174.1,32.75,2.28,83.36,4
13180,320620110219,2011-04-17,-67.0,-76.5302,449.7,1.9695,34.6936,174.8,32.67,2.27,84.73,4
13181,320620110219,2011-04-17,-67.0,-76.5302,499.8,1.9461,34.7035,177.5,32.28,2.24,85.38,4
13182,320620110219,2011-04-17,-67.0,-76.5302,600.7,1.8746,34.7153,180.3,31.98,2.23,87.73,4
13183,320620110219,2011-04-17,-67.0,-76.5302,700.3,1.7828,34.7232,182.9,31.77,2.22,90.4,4
13184,320620110219,2011-04-17,-67.0,-76.5302,800.2,1.6841,34.7266,184.9,31.69,2.21,93.57,4
13185,320620110219,2011-04-17,-67.0,-76.5302,899.7,1.6153,34.729,186.2,31.63,2.2,95.12,4
13186,320620110219,2011-04-17,-67.0,-76.5302,1000.2,1.544,34.7295,188.4,31.68,2.21,97.58,4
13187,320620110219,2011-04-17,-67.0,-76.5302,1100.7,1.487,34.7294,189.3,31.7,2.21,99.25,4
13188,320620110219,2011-04-17,-67.0,-76.5302,1200.3,1.4215,34.7292,191.2,31.77,2.2,100.92,4
13189,320620110219,2011-04-17,-67.0,-76.5302,1300.3,1.3392,34.7278,192.6,31.76,2.2,103.32,4
13190,320620110219,2011-04-17,-67.0,-76.5302,1399.6,1.2626,34.7262,195.0,31.74,2.2,105.43,4
13191,320620110219,2011-04-17,-67.0,-76.5302,1499.7,1.1979,34.7246,196.3,31.73,2.2,107.36,4
13192,320620110219,2011-04-17,-67.0,-76.5302,1600.5,1.1375,34.7223,197.5,31.76,2.2,109.32,4
13193,320620110219,2011-04-17,-67.0,-76.5302,1699.7,1.0787,34.7207,198.6,31.82,2.21,111.26,4
13194,320620110219,2011-04-17,-67.0,-76.5302,1799.8,1.0236,34.7187,199.3,31.87,2.21,112.85,4
13195,320620110219,2011-04-17,-67.0,-76.5302,2000.0,0.9058,34.7146,201.8,31.98,2.21,116.8,4
13196,320620110219,2011-04-17,-67.0,-76.5302,2248.9,0.7867,34.7104,203.7,32.14,2.22,120.86,4
13197,320620110219,2011-04-17,-67.0,-76.5302,2499.9,0.6669,34.7075,206.2,32.17,2.23,124.35,4
13198,320620110219,2011-04-17,-67.0,-76.5302,2749.6,0.5594,34.7054,208.2,32.36,2.23,127.34,4
13199,320620110219,2011-04-17,-67.0,-76.5302,2999.8,0.4843,34.7041,209.6,32.36,2.24,130.27,4
13200,320620110219,2011-04-17,-67.0,-76.5302,3248.5,0.4334,34.7036,210.8,32.35,2.24,133.31,4
13201,320620110219,2011-04-17,-67.0,-76.5302,3500.6,0.4064,34.7028,211.2,32.4,2.24,136.3,4
13202,320620110219,2011-04-17,-67.0,-76.5302,3649.2,0.3823,34.7024,211.3,32.52,2.25,140.74,4
13203,320620110219,2011-04-17,-67.0,-76.5302,3704.5,0.3794,34.7024,211.3,32.5,2.25,142.44,4
13204,320620110219,2011-04-17,-67.0001,-75.7972,1.9,0.1473,33.8193,334.1,22.0,1.52,26.65,4
13205,320620110219,2011-04-17,-67.0001,-75.7972,34.6,0.1568,33.8212,333.8,22.05,1.53,26.64,4
13206,320620110219,2011-04-17,-67.0001,-75.7972,59.5,0.1631,33.8216,334.4,22.0,1.54,26.59,4
13207,320620110219,2011-04-17,-67.0001,-75.7972,84.2,-0.8827,34.0073,297.2,27.71,2.12,58.24,4
13208,320620110219,2011-04-17,-67.0001,-75.7972,110.5,-0.502,34.1956,256.7,31.28,2.29,70.46,4
13209,320620110219,2011-04-17,-67.0001,-75.7972,134.3,0.1051,34.3191,220.5,33.39,2.37,76.9,4
13210,320620110219,2011-04-17,-67.0001,-75.7972,165.3,0.98,34.4814,187.7,34.26,2.4,81.99,4
13211,320620110219,2011-04-17,-67.0001,-75.7972,215.2,1.803,34.6243,170.5,34.12,2.36,82.53,4
13212,320620110219,2011-04-17,-67.0001,-75.7972,265.5,1.9128,34.6594,170.0,33.58,2.32,83.75,4
13213,320620110219,2011-04-17,-67.0001,-75.7972,315.6,1.9335,34.6842,171.9,33.03,2.27,85.15,4
13214,320620110219,2011-04-17,-67.0001,-75.7972,364.8,1.9076,34.6984,174.9,32.63,2.25,86.28,4
13215,320620110219,2011-04-17,-67.0001,-75.7972,415.1,1.8592,34.7046,176.3,32.55,2.25,87.66,4
13216,320620110219,2011-04-17,-67.0001,-75.7972,464.6,1.7908,34.7137,178.9,32.2,2.24,89.7,4
13217,320620110219,2011-04-17,-67.0001,-75.7972,534.6,1.7463,34.7208,181.1,31.97,2.22,91.12,4
13218,320620110219,2011-04-17,-67.0001,-75.7972,635.0,1.6778,34.7267,184.4,31.77,2.2,93.08,4
13219,320620110219,2011-04-17,-67.0001,-75.7972,735.2,1.5752,34.728,185.3,31.8,2.2,96.23,4
13220,320620110219,2011-04-17,-67.0001,-75.7972,835.4,1.4618,34.7291,188.9,31.7,2.2,99.45,4
13221,320620110219,2011-04-17,-67.0001,-75.7972,935.3,1.3905,34.7293,190.8,31.77,2.2,101.47,4
13222,320620110219,2011-04-17,-67.0001,-75.7972,1034.4,1.3304,34.7281,192.5,31.83,2.2,103.2,4
13223,320620110219,2011-04-17,-67.0001,-75.7972,1135.9,1.2727,34.7266,192.9,31.88,2.2,104.94,4
13224,320620110219,2011-04-17,-67.0001,-75.7972,1234.9,1.2076,34.7252,195.0,31.81,2.2,106.91,4
13225,320620110219,2011-04-17,-67.0001,-75.7972,1335.8,1.1349,34.723,196.1,31.97,2.2,109.11,4
13226,320620110219,2011-04-17,-67.0001,-75.7972,1434.5,1.0596,34.7205,198.2,31.92,2.21,111.05,4
13227,320620110219,2011-04-17,-67.0001,-75.7972,1534.0,0.9876,34.7182,199.6,31.94,2.2,113.37,4
13228,320620110219,2011-04-17,-67.0001,-75.7972,1635.5,0.9439,34.7164,200.6,31.99,2.2,114.44,4
13229,320620110219,2011-04-17,-67.0001,-75.7972,1734.3,0.8962,34.7147,201.5,32.09,2.22,115.93,4
13230,320620110219,2011-04-17,-67.0001,-75.7972,1865.0,0.8599,34.7133,202.0,32.15,2.22,117.88,4
13231,320620110219,2011-04-17,-67.0001,-75.7972,2064.5,0.7497,34.7096,204.1,32.28,2.21,121.14,4
13232,320620110219,2011-04-17,-67.0001,-75.7972,2264.1,0.6563,34.7072,206.0,32.4,2.21,124.02,4
