,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,CCL4,CCL4_FLAG_W,DOC,DOC_FLAG_W,CTDRAW,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,THETA,HELIER,DELHER,CH3CL,CH3CL_FLAG,CH3Br,CH3Br_FLAG,CH3I,CH3I_FLAG
263, 33RO200501,       A16S,8.0,1.0,7.0,7.0,2.0,20050119.0,1201.0,-56.5003,-32.9487,       3555,  2201.3,   0.4520,  34.6827,2.0,  34.6829,2.0,    213.0,2.0,   214.6,2.0,  117.99,2.0,   32.31,2.0,    0.00,2.0,    2.27,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -999.0,9.0,   20.00,-999.0,9.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0, 2201.30,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   0.3242,     -999.0,-999.000,      3.218,2.0,      0.219,2.0,   0.041,2.0
264, 33RO200501,       A16S,8.0,1.0,6.0,6.0,2.0,20050119.0,1201.0,-56.5003,-32.9487,       3555,  2400.5,   0.3633,  34.6794,2.0,  34.6792,2.0,    215.4,2.0,   217.1,2.0,  119.95,2.0,   32.46,2.0,    0.00,2.0,    2.28,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -999.0,9.0,   20.00,-999.0,9.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0, 2400.50,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   0.2217,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
265, 33RO200501,       A16S,8.0,1.0,5.0,5.0,2.0,20050119.0,1201.0,-56.5003,-32.9487,       3555,  2599.0,   0.2924,  34.6763,2.0,  34.6763,2.0,    217.8,2.0,   219.0,2.0,  121.48,2.0,   32.58,2.0,    0.00,2.0,    2.28,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -999.0,9.0,   20.00,-999.0,9.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0, 2599.00,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   0.1362,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
266, 33RO200501,       A16S,8.0,1.0,4.0,4.0,2.0,20050119.0,1201.0,-56.5003,-32.9487,       3555,  2800.4,   0.2091,  34.6725,2.0,  34.6719,2.0,    220.7,2.0,   221.7,2.0,  121.72,6.0,   32.65,6.0,    0.00,6.0,    2.29,6.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -999.0,9.0,   20.00,-999.0,9.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0, 2800.40,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   0.0380,     -999.0,-999.000,     18.094,2.0,      0.794,2.0,   0.032,2.0
267, 33RO200501,       A16S,8.0,1.0,3.0,3.0,2.0,20050119.0,1201.0,-56.5003,-32.9487,       3555,  3002.2,   0.1456,  34.6697,2.0,  34.6700,2.0,    223.3,2.0,   223.8,2.0,  121.10,6.0,   32.59,6.0,    0.00,6.0,    2.29,6.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -999.0,9.0,   20.00,-999.0,9.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0, 3002.20,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -0.0412,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
268, 33RO200501,       A16S,8.0,1.0,2.0,2.0,2.0,20050119.0,1201.0,-56.5003,-32.9487,       3555,  3199.7,   0.1000,  34.6674,2.0,  34.6674,2.0,    225.3,2.0,   226.0,2.0,  121.23,6.0,   32.49,6.0,    0.00,6.0,    2.29,6.0,   0.763,2.0,   0.374,2.0,   0.046,2.0,  2255.6,2.0,  2349.9,2.0,  -999.0,9.0,   20.00,7.6043,2.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,   0.788,3.0, -999.00,9.0, 3199.70,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -0.1031,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
269, 33RO200501,       A16S,8.0,1.0,1.0,1.0,2.0,20050119.0,1201.0,-56.5003,-32.9487,       3555,  3771.8,   0.0828,  34.6650,2.0,  34.6656,2.0,    227.8,2.0,   227.4,2.0,  123.57,6.0,   32.49,6.0,    0.01,6.0,    2.31,6.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -999.0,9.0,   20.00,-999.0,9.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0, 3771.80,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -0.1731,     -999.0,-999.000,     31.509,2.0,      0.996,2.0,   0.090,2.0
270, 33RO200501,       A16S,9.0,1.0,34.0,34.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,     3.4,   1.9761,  33.9828,2.0,  33.9831,2.0,    338.9,2.0,   333.9,2.0,   33.43,2.0,   23.07,2.0,    0.35,2.0,    1.49,2.0,   6.072,2.0,   3.282,2.0,   0.526,2.0,  2154.6,6.0,  2317.0,3.0,   740.2,2.0,   20.00,7.7414,2.0,    25.00,-999.000,9.0, -999.00,   1.864,2.0,  -2.538,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.208,2.0,   0.011,   6.392,4.0,   50.58,2.0,    3.40,   0.0890,2.0,   0.0590,2.0,   0.0310,2.0,   0.0210,2.0,   0.0190,2.0,   0.0211,2.0,   1.9759,      0.001,   0.232,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
271, 33RO200501,       A16S,9.0,1.0,33.0,33.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,    20.4,   1.8774,  33.9847,2.0,  33.9849,2.0,    338.5,2.0,   333.7,2.0,   33.01,2.0,   22.95,2.0,    0.34,2.0,    1.50,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2154.8,2.0,  2299.4,6.0,  -999.0,9.0,   20.00,7.7457,6.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,-999.000,9.0,   49.66,2.0,   20.40,   0.1030,2.0,   0.0720,2.0,   0.0370,2.0,   0.0250,2.0,   0.0176,2.0,   0.0190,2.0,   1.8764,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
272, 33RO200501,       A16S,9.0,1.0,32.0,32.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,    20.6,   1.8784,  33.9847,2.0,  33.9849,2.0,    338.5,2.0,   332.5,2.0,   32.97,2.0,   22.96,2.0,    0.34,2.0,    1.50,2.0,   6.085,2.0,   3.273,2.0,   0.567,2.0,  2152.5,2.0,  2296.5,2.0,   741.7,2.0,   20.00,7.7468,2.0,    25.00,   0.068,2.0,    0.00,   1.861,2.0,  -2.650,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.252,2.0,   0.011,   6.577,4.0, -999.00,9.0,   20.60,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   1.8774,      0.001,   0.226,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
273, 33RO200501,       A16S,9.0,1.0,31.0,31.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,    60.4,   1.6564,  33.9907,2.0,  33.9945,2.0,    337.5,2.0,   352.0,2.0,   35.40,2.0,   23.28,2.0,    0.34,2.0,    1.53,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2157.1,2.0,  2297.8,2.0,   752.7,2.0,   20.00,7.7378,2.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,-999.000,9.0,   46.90,2.0,   60.40,   0.0990,2.0,   0.0660,2.0,   0.0350,2.0,   0.0240,2.0,   0.0179,2.0,   0.0199,2.0,   1.6534,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
274, 33RO200501,       A16S,9.0,1.0,30.0,30.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,    79.4,  -0.0969,  34.0894,2.0,  34.0911,2.0,    328.2,2.0,   332.8,2.0,   53.93,2.0,   26.46,2.0,    0.42,2.0,    1.86,2.0,   6.177,2.0,   3.293,2.0,   0.548,2.0,  2181.5,2.0,  2305.0,2.0,   866.1,2.0,   20.00,7.6848,2.0,    25.00,   0.060,2.0,    0.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,   6.330,4.0, -999.00,9.0,   79.40,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -0.0996,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
275, 33RO200501,       A16S,9.0,1.0,29.0,29.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   105.6,  -0.2802,  34.1473,2.0,  34.1513,2.0,    305.1,2.0,   159.9,3.0,   59.53,2.0,   28.55,2.0,    0.23,2.0,    1.97,2.0,   5.708,2.0,   3.047,2.0,   0.488,2.0,  2194.5,2.0,  2308.4,2.0,   925.1,2.0,   20.00,7.6565,2.0,    25.00,-999.000,9.0, -999.00,   1.897,2.0,  -0.639,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.528,2.0,   0.012,   5.811,4.0,   44.16,2.0,  105.60,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,  -0.2837,      0.001,   0.222,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
276, 33RO200501,       A16S,9.0,1.0,28.0,28.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   124.7,   0.0112,  34.2006,2.0,  34.2084,2.0,    295.0,2.0,   294.4,2.0,   61.35,2.0,   30.33,2.0,    0.16,2.0,    2.07,2.0,   4.959,2.0,   2.648,2.0,   0.428,2.0,  2204.3,2.0,  2310.1,2.0,  -999.0,9.0,   20.00,7.6326,2.0,    25.00,-999.000,9.0, -999.00,   1.875,2.0,   0.837,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.388,2.0,   0.012,   5.047,3.0, -999.00,9.0,  124.70,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   0.0068,      0.001,   0.224,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
277, 33RO200501,       A16S,9.0,1.0,27.0,27.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   149.5,   0.4733,  34.2907,2.0,  34.2890,2.0,    263.8,2.0,   260.9,2.0,   65.30,2.0,   32.39,2.0,    0.02,2.0,    2.19,2.0,   3.922,2.0,   2.095,2.0,   0.346,2.0,  2219.9,2.0,  2313.5,2.0,  1085.8,2.0,   20.00,7.6018,2.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,   4.020,3.0,   42.99,2.0,  149.50,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   0.4673,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
278, 33RO200501,       A16S,9.0,1.0,26.0,26.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   175.9,   1.0149,  34.3711,2.0,  34.3723,2.0,    230.4,2.0,   228.2,2.0,   68.72,2.0,   33.58,2.0,    0.02,2.0,    2.28,2.0,   2.822,2.0,   1.491,2.0,   0.226,2.0,  2234.0,2.0,  2313.3,2.0,  -999.0,9.0,   20.00,7.5733,2.0,    25.00,-999.000,9.0, -999.00,   1.916,2.0,   3.370,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.430,2.0,   0.009,   2.887,3.0, -999.00,9.0,  175.90,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   1.0070,      0.001,   0.223,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
279, 33RO200501,       A16S,9.0,1.0,25.0,25.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   199.4,   1.1827,  34.4080,2.0,  34.4091,2.0,    216.3,2.0,   218.4,2.0,   70.75,2.0,   33.76,2.0,    0.02,2.0,    2.29,2.0,   2.479,2.0,   1.311,2.0,   0.198,2.0,  2239.4,2.0,  2324.5,3.0,  1175.4,2.0,   20.00,7.5655,2.0,    25.00,-999.000,9.0, -999.00,   1.907,2.0,   3.781,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.376,2.0,   0.012,   2.539,3.0,   42.07,2.0,  199.40,   0.1280,2.0,   0.0890,2.0,   0.0470,2.0,   0.0330,2.0,   0.0153,2.0,   0.0173,2.0,   1.1734,      0.001,   0.219,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
280, 33RO200501,       A16S,9.0,1.0,24.0,24.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   226.0,   1.3362,  34.4467,2.0,  34.4462,2.0,    209.0,2.0,   209.2,2.0,   72.90,2.0,   33.92,2.0,    0.02,2.0,    2.31,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2242.5,2.0,  2321.8,2.0,  1185.6,2.0,   20.00,7.5634,2.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,  226.00,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   1.3253,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
281, 33RO200501,       A16S,9.0,1.0,23.0,23.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   250.6,   1.3865,  34.4719,2.0,  34.4729,2.0,    198.4,2.0,   204.8,2.0,   74.96,2.0,   34.00,2.0,    0.02,2.0,    2.31,2.0,   1.745,3.0,   0.925,3.0,   0.134,3.0,  2245.7,2.0,  2323.2,2.0,  -999.0,9.0,   20.00,7.5997,4.0,    25.00,-999.000,9.0, -999.00,   1.947,3.0,   5.533,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.506,2.0,   0.012,   1.885,4.0,   40.87,2.0,  250.60,   0.1560,2.0,   0.1140,2.0,   0.0580,2.0,   0.0400,2.0,   0.0152,2.0,   0.0166,2.0,   1.3743,      0.001,   0.235,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
282, 33RO200501,       A16S,9.0,1.0,22.0,22.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   299.7,   1.5978,  34.5291,2.0,  34.5292,2.0,    189.1,2.0,   193.5,2.0,   78.27,2.0,   34.08,2.0,    0.01,2.0,    2.31,2.0,   1.425,2.0,   0.777,2.0,   0.110,2.0,  2250.0,2.0,  2330.5,2.0,  1198.3,2.0,   20.00,7.564,2.0,    25.00,-999.000,9.0, -999.00,   1.953,3.0,   6.160,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.455,2.0,   0.012,   1.596,3.0,   39.79,2.0,  299.70,   0.1500,2.0,   0.1090,2.0,   0.0570,2.0,   0.0390,2.0,   0.0147,2.0,   0.0164,2.0,   1.5825,      0.001,   0.226,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
283, 33RO200501,       A16S,9.0,1.0,21.0,21.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   350.1,   1.7800,  34.5825,2.0,  34.5819,2.0,    185.7,2.0,   184.0,2.0,   80.79,2.0,   33.95,2.0,    0.01,2.0,    2.30,2.0,   0.961,2.0,   0.481,2.0,   0.068,2.0,  2254.2,2.0,  2335.8,2.0,  1197.0,2.0,   20.00,7.5662,2.0,    25.00,-999.000,9.0, -999.00,   1.946,3.0,   7.368,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.464,2.0,   0.013,   1.137,3.0,   39.46,2.0,  350.10,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   1.7614,      0.001,   0.231,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
284, 33RO200501,       A16S,9.0,1.0,20.0,20.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   400.1,   1.8257,  34.6143,2.0,  34.6121,2.0,    189.8,2.0,   181.8,2.0,   82.47,2.0,   33.52,2.0,    0.02,2.0,    2.29,2.0,   0.751,6.0,   0.375,6.0,   0.050,6.0,  2256.1,2.0,  2337.6,2.0,  1180.8,3.0,   20.00,7.5697,2.0,    25.00,-999.000,9.0, -999.00,   1.944,3.0,   7.861,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.457,2.0,   0.013,   0.916,6.0,   39.27,2.0,  400.10,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   1.8042,      0.001,   0.234,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
285, 33RO200501,       A16S,9.0,1.0,19.0,19.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   448.6,   1.5811,  34.6265,2.0,  34.6266,2.0,    191.4,2.0,   194.7,2.0,   84.64,2.0,   32.94,2.0,    0.02,2.0,    2.25,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2254.4,2.0,  2340.9,2.0,  1156.9,2.0,   20.00,7.5773,2.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,-999.000,9.0, -999.00,9.0,  448.60,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   1.5577,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
286, 33RO200501,       A16S,9.0,1.0,18.0,18.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   500.9,   1.6348,  34.6532,2.0,  34.6530,2.0,    190.8,2.0,   187.6,2.0,   86.71,2.0,   32.67,2.0,    0.01,2.0,    2.25,2.0,   0.673,2.0,   0.360,2.0,   0.046,2.0,  2256.2,2.0,  2343.3,2.0,  1139.8,2.0,   20.00,7.5816,2.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,   0.765,3.0,   39.29,2.0,  500.90,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   1.6082,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
287, 33RO200501,       A16S,9.0,1.0,17.0,17.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   599.8,   1.5446,  34.6747,2.0,  34.6744,2.0,    191.3,2.0,   189.9,2.0,   90.76,2.0,   32.27,2.0,    0.01,2.0,    2.22,2.0,   0.581,2.0,   0.306,2.0,   0.038,2.0,  2256.2,2.0,  2347.2,2.0,  1118.1,2.0,   20.00,7.5904,2.0,    25.00,-999.000,9.0, -999.00,   1.920,2.0,   9.499,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.302,2.0,   0.012,   0.680,3.0,   39.52,2.0,  599.80,   0.1370,2.0,   0.0960,2.0,   0.0520,2.0,   0.0360,2.0,   0.0146,2.0,   0.0164,2.0,   1.5126,      0.001,   0.241,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
288, 33RO200501,       A16S,9.0,1.0,16.0,16.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   700.3,   1.3423,  34.6777,2.0,  34.6758,2.0,    192.3,2.0,   197.1,2.0,   94.16,2.0,   32.15,2.0,    0.01,2.0,    2.21,2.0,   0.682,2.0,   0.391,2.0,   0.049,2.0,  2254.7,2.0,  2343.8,3.0,  1108.7,2.0,   20.00,7.5944,2.0,    25.00,-999.000,9.0, -999.00,   1.920,2.0,   9.534,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.368,2.0,   0.008,   0.746,3.0,   39.82,2.0,  700.30,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   1.3055,      0.001,   0.227,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
289, 33RO200501,       A16S,9.0,1.0,15.0,15.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   800.1,   1.2317,  34.6849,2.0,  34.6835,2.0,    197.3,2.0,   199.9,2.0,   97.93,2.0,   32.11,2.0,    0.01,2.0,    2.20,2.0,   0.680,2.0,   0.348,2.0,   0.047,2.0,  2255.8,2.0,  2349.9,2.0,  1100.4,2.0,   20.00,7.6018,2.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,   0.767,3.0,   39.32,2.0,  800.10,   0.1370,2.0,   0.0970,2.0,   0.0540,2.0,   0.0380,2.0,   0.0136,2.0,   0.0155,2.0,   1.1897,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
290, 33RO200501,       A16S,9.0,1.0,14.0,14.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,   900.9,   1.1996,  34.6969,2.0,  34.6964,2.0,    201.9,2.0,   199.2,2.0,  100.97,2.0,   32.08,2.0,    0.01,2.0,    2.20,2.0,   0.490,2.0,   0.256,2.0,   0.036,2.0,  2256.0,2.0,  2350.6,6.0,  1092.1,2.0,   20.00,7.6045,6.0,    25.00,-999.000,9.0, -999.00,   1.956,3.0,   8.811,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.514,2.0,   0.007,   0.553,3.0,   39.17,2.0,  900.90,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   1.1518,      0.001,   0.242,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
291, 33RO200501,       A16S,9.0,1.0,13.0,13.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,  1000.1,   1.0895,  34.6956,2.0,  34.6955,2.0,    201.0,2.0,   201.5,2.0,  102.14,2.0,   32.06,2.0,    0.01,2.0,    2.20,2.0,   1.053,3.0,   0.290,3.0,   0.043,3.0,  2256.2,6.0,  2354.0,2.0,  1088.4,2.0,   20.00,7.6047,2.0,    25.00,-999.000,9.0, -999.00,   1.967,3.0,   9.296,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.534,2.0,   0.007,   0.600,4.0,   39.88,2.0, 1000.10,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   1.0364,      0.001,   0.233,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
292, 33RO200501,       A16S,9.0,1.0,12.0,12.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,  1099.0,   1.0492,  34.6975,2.0,  34.6976,2.0,    202.5,2.0,   202.3,2.0,  103.44,2.0,   31.83,2.0,    0.01,2.0,    2.20,2.0,   0.480,2.0,   0.236,2.0,   0.029,2.0,  2257.1,2.0,  2354.2,2.0,  1085.0,2.0,   20.00,7.61,2.0,    25.00,-999.000,9.0, -999.00,   1.929,2.0,   9.100,2.0,   -9.00,9.0,  -999.0,9.0,    -9.0,   8.423,2.0,   0.007,   0.530,3.0, -999.00,9.0, 1099.00,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   0.9902,      0.001,   0.244,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
293, 33RO200501,       A16S,9.0,1.0,11.0,11.0,2.0,20050119.0,1843.0,-56.0,-33.6337,       2816,  1199.7,   0.9372,  34.6956,2.0,  34.6953,2.0,    205.0,2.0,   204.6,2.0,  105.65,2.0,   31.77,2.0,    0.01,2.0,    2.21,2.0,   0.486,2.0,   0.360,2.0,   0.023,2.0,  2257.9,2.0,  2354.9,2.0,  1086.4,2.0,   20.00,7.6077,2.0,    25.00,-999.000,9.0, -999.00,-999.000,9.0,-999.000,9.0,   -9.00,9.0,  -999.0,9.0,    -9.0,-999.000,9.0,-999.000,   0.507,3.0,   40.07,2.0, 1199.70,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,   0.8730,     -999.0,-999.000,     -999.0,-999.0,     -999.0,-999.0,-999.000,-999.0
