,EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,OXYGEN,OXYGEN_FLAG_W,NITRAT,NITRAT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
845,  06AQ20071128,   A12,354.0,1.0,19.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,    350.0,   0.9230,  34.6950,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.9070
846,  06AQ20071128,   A12,354.0,1.0,18.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,    350.2,   0.9250,  34.6950,2.0,    197.5,2.0,    34.90,2.0,   2260.8,2.0,   2363.6,2.0,   0.9090
847,  06AQ20071128,   A12,354.0,1.0,17.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,    249.5,   1.0160,  34.6950,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   1.0050
848,  06AQ20071128,   A12,354.0,1.0,16.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,    249.7,   1.0210,  34.6950,2.0,    196.0,2.0,    35.30,2.0,   2260.1,2.0,   2363.0,2.0,   1.0090
849,  06AQ20071128,   A12,354.0,1.0,15.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,    198.8,   1.0480,  34.6910,2.0,    194.3,2.0,    35.50,2.0,   2260.3,2.0,   2362.7,2.0,   1.0390
850,  06AQ20071128,   A12,354.0,1.0,14.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,    159.4,   1.1030,  34.6890,2.0,   -999.0,9.0,    34.60,2.0,   2260.2,2.0,   2361.0,2.0,   1.0960
851,  06AQ20071128,   A12,354.0,1.0,13.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,    139.4,   1.1170,  34.6850,2.0,    193.3,2.0,    35.00,2.0,   2260.2,2.0,   2360.3,2.0,   1.1110
852,  06AQ20071128,   A12,354.0,1.0,12.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,    119.5,   1.0420,  34.6740,2.0,    193.9,2.0,    35.60,2.0,   2260.2,2.0,   2355.3,2.0,   1.0370
853,  06AQ20071128,   A12,354.0,1.0,11.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     99.7,   0.7600,  34.6480,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.7560
854,  06AQ20071128,   A12,354.0,1.0,10.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     99.9,   0.7130,  34.6440,2.0,    199.2,2.0,    35.10,2.0,   2259.2,2.0,   2356.3,2.0,   0.7090
855,  06AQ20071128,   A12,354.0,1.0,9.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     79.6,   0.6700,  34.6380,2.0,    202.0,2.0,    35.20,2.0,   2257.0,2.0,   2355.2,2.0,   0.6670
856,  06AQ20071128,   A12,354.0,1.0,8.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     60.6,   0.3570,  34.6040,2.0,    214.7,2.0,    33.50,2.0,   2252.4,2.0,   2355.1,2.0,   0.3550
857,  06AQ20071128,   A12,354.0,1.0,7.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     60.8,   0.2110,  34.5850,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.2090
858,  06AQ20071128,   A12,354.0,1.0,6.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     40.2,  -1.0880,  34.4280,2.0,    255.5,2.0,    33.90,2.0,   2233.7,2.0,   2341.3,2.0,  -1.0890
859,  06AQ20071128,   A12,354.0,1.0,5.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     40.1,  -1.5190,  34.3530,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.5200
860,  06AQ20071128,   A12,354.0,1.0,4.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     20.4,  -1.4010,  33.8050,2.0,    315.1,2.0,    30.00,2.0,   2187.0,2.0,   2313.0,2.0,  -1.4010
861,  06AQ20071128,   A12,354.0,1.0,3.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     20.6,  -1.3830,  33.8090,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.3830
862,  06AQ20071128,   A12,354.0,1.0,2.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     10.3,  -1.1000,  33.7990,2.0,    334.5,2.0,    29.90,2.0,   2175.6,2.0,   2302.0,2.0,  -1.1000
863,  06AQ20071128,   A12,354.0,1.0,1.0,2.0,-999.0,0.0,-67.001,-0.009, 4419,     10.1,  -1.0930,  33.8050,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.0930
864,  06AQ20071128,   A12,355.0,1.0,24.0,2.0,-999.0,0.0,-66.499,0.005, 3637,   1001.7,   0.4650,  34.6820,2.0,    203.3,2.0,    35.30,2.0,   2262.6,2.0,   2367.7,2.0,   0.4170
865,  06AQ20071128,   A12,355.0,1.0,23.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    749.9,   0.5830,  34.6850,2.0,    202.0,2.0,    35.50,2.0,   2262.8,2.0,   2367.0,2.0,   0.5480
866,  06AQ20071128,   A12,355.0,1.0,22.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    500.5,   0.7870,  34.6930,2.0,    199.9,2.0,    35.40,2.0,   2258.4,2.0,   2365.4,2.0,   0.7640
867,  06AQ20071128,   A12,355.0,1.0,21.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    351.1,   0.9350,  34.6960,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.9190
868,  06AQ20071128,   A12,355.0,1.0,20.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    350.6,   0.9340,  34.6960,2.0,    197.5,2.0,    35.10,2.0,   2257.9,2.0,   2365.1,2.0,   0.9180
869,  06AQ20071128,   A12,355.0,1.0,19.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    250.0,   0.9610,  34.6880,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.9500
870,  06AQ20071128,   A12,355.0,1.0,18.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    250.1,   0.9610,  34.6880,2.0,    195.0,2.0,    34.50,2.0,   2259.2,2.0,   2363.9,2.0,   0.9500
871,  06AQ20071128,   A12,355.0,1.0,17.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    199.6,   0.9380,  34.6810,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.9290
872,  06AQ20071128,   A12,355.0,1.0,16.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    199.8,   0.9330,  34.6800,2.0,    195.4,2.0,    35.30,2.0,   2258.7,2.0,   2361.4,2.0,   0.9240
873,  06AQ20071128,   A12,355.0,1.0,15.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    160.1,   0.9280,  34.6770,2.0,    196.1,2.0,    34.60,2.0,   2257.4,2.0,   2365.9,2.0,   0.9210
874,  06AQ20071128,   A12,355.0,1.0,14.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    120.5,   0.8370,  34.6650,2.0,    197.6,2.0,    35.40,2.0,   2257.9,2.0,   2362.1,2.0,   0.8320
875,  06AQ20071128,   A12,355.0,1.0,13.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    120.5,   0.8370,  34.6650,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.8320
876,  06AQ20071128,   A12,355.0,1.0,12.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    100.7,   0.7820,  34.6590,2.0,    199.3,2.0,    35.50,2.0,   2256.3,2.0,   2362.5,2.0,   0.7780
877,  06AQ20071128,   A12,355.0,1.0,11.0,2.0,-999.0,0.0,-66.499,0.005, 3637,    100.8,   0.7560,  34.6590,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.7520
878,  06AQ20071128,   A12,355.0,1.0,10.0,2.0,-999.0,0.0,-66.499,0.005, 3637,     80.0,   0.7140,  34.6520,2.0,    200.4,2.0,    34.70,2.0,   2256.3,2.0,   2358.8,2.0,   0.7110
879,  06AQ20071128,   A12,355.0,1.0,9.0,2.0,-999.0,0.0,-66.499,0.005, 3637,     80.0,   0.7200,  34.6520,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.7170
880,  06AQ20071128,   A12,355.0,1.0,8.0,2.0,-999.0,0.0,-66.499,0.005, 3637,     59.8,   0.3600,  34.5890,2.0,    234.4,2.0,    33.30,2.0,   2242.4,2.0,   2354.8,2.0,   0.3580
881,  06AQ20071128,   A12,355.0,1.0,7.0,2.0,-999.0,0.0,-66.499,0.005, 3637,     59.6,  -0.0600,  34.5410,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.0620
882,  06AQ20071128,   A12,355.0,1.0,6.0,2.0,-999.0,0.0,-66.499,0.005, 3637,     40.3,  -1.4290,  34.3130,2.0,    267.8,2.0,    32.50,2.0,   2223.0,2.0,   2339.1,2.0,  -1.4300
883,  06AQ20071128,   A12,355.0,1.0,5.0,2.0,-999.0,0.0,-66.499,0.005, 3637,     40.3,  -1.6390,  34.2530,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.6400
884,  06AQ20071128,   A12,355.0,1.0,4.0,2.0,-999.0,0.0,-66.499,0.005, 3637,     20.4,  -1.3850,  33.7980,2.0,    330.2,2.0,    29.70,2.0,   2174.1,2.0,   2304.1,2.0,  -1.3850
885,  06AQ20071128,   A12,355.0,1.0,3.0,2.0,-999.0,0.0,-66.499,0.005, 3637,     20.3,  -1.2000,  33.7170,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.2000
886,  06AQ20071128,   A12,355.0,1.0,2.0,2.0,-999.0,0.0,-66.499,0.005, 3637,     10.4,  -1.1900,  33.7200,2.0,    338.1,2.0,    29.20,2.0,   2166.6,2.0,   2295.1,2.0,  -1.1900
887,  06AQ20071128,   A12,355.0,1.0,1.0,2.0,-999.0,0.0,-66.499,0.005, 3637,     10.5,  -1.1600,  33.7120,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.1600
888,  06AQ20071128,   A12,356.0,1.0,24.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,   2000.7,   0.0100,  34.6620,2.0,    221.2,2.0,    34.00,2.0,   2260.3,2.0,   2364.2,2.0,  -0.0960
889,  06AQ20071128,   A12,356.0,1.0,23.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,   1750.2,   0.0940,  34.6660,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.0040
890,  06AQ20071128,   A12,356.0,1.0,22.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,   1500.4,   0.1810,  34.6700,2.0,    211.8,2.0,    34.70,2.0,   2263.5,2.0,   2370.1,2.0,   0.1060
891,  06AQ20071128,   A12,356.0,1.0,21.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,   1499.7,   0.1820,  34.6700,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.1070
892,  06AQ20071128,   A12,356.0,1.0,20.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,   1250.1,   0.2880,  34.6740,2.0,   -999.0,9.0,    34.60,2.0,   -999.0,9.0,   -999.0,9.0,   0.2270
893,  06AQ20071128,   A12,356.0,1.0,19.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,   1000.9,   0.4160,  34.6790,2.0,    202.4,2.0,  -999.00,9.0,   2265.2,2.0,   2374.8,2.0,   0.3680
894,  06AQ20071128,   A12,356.0,1.0,18.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,    749.8,   0.5270,  34.6830,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.4920
895,  06AQ20071128,   A12,356.0,1.0,17.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,    749.3,   0.5270,  34.6830,2.0,    200.4,2.0,    34.70,2.0,   2264.9,2.0,   2369.2,2.0,   0.4920
896,  06AQ20071128,   A12,356.0,1.0,16.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,    499.5,   0.6250,  34.6830,2.0,    199.5,2.0,  -999.00,9.0,   2262.6,2.0,   2368.5,2.0,   0.6030
897,  06AQ20071128,   A12,356.0,1.0,15.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,    250.7,   0.8260,  34.6850,2.0,    197.7,2.0,    33.50,2.0,   2259.6,2.0,   2368.9,2.0,   0.8150
898,  06AQ20071128,   A12,356.0,1.0,14.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,    200.3,   0.9340,  34.6900,2.0,   -999.0,9.0,    33.70,2.0,   2260.3,2.0,   2365.6,2.0,   0.9250
899,  06AQ20071128,   A12,356.0,1.0,13.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,    159.4,   0.8170,  34.6750,2.0,    198.4,2.0,  -999.00,9.0,   2259.3,2.0,   2363.9,2.0,   0.8100
900,  06AQ20071128,   A12,356.0,1.0,12.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,    120.5,   0.8600,  34.6720,2.0,    195.8,2.0,    33.90,2.0,   2261.1,2.0,   2359.6,2.0,   0.8550
901,  06AQ20071128,   A12,356.0,1.0,11.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     99.7,   0.7840,  34.6640,2.0,    196.3,2.0,    34.20,2.0,   2259.6,2.0,   2363.9,2.0,   0.7800
902,  06AQ20071128,   A12,356.0,1.0,10.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     80.5,   0.6650,  34.6430,2.0,    201.4,2.0,    33.80,2.0,   2256.6,2.0,   2363.5,2.0,   0.6620
903,  06AQ20071128,   A12,356.0,1.0,9.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     59.7,   0.3570,  34.6270,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.3550
904,  06AQ20071128,   A12,356.0,1.0,8.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     60.1,   0.2080,  34.6280,2.0,    223.9,2.0,    33.00,2.0,   2247.6,2.0,   2361.1,2.0,   0.2060
905,  06AQ20071128,   A12,356.0,1.0,7.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     39.6,  -1.1310,  34.4480,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.1320
906,  06AQ20071128,   A12,356.0,1.0,6.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     39.8,  -1.3590,  34.4150,2.0,    279.7,2.0,    30.60,2.0,   2224.4,2.0,   2345.5,2.0,  -1.3600
907,  06AQ20071128,   A12,356.0,1.0,5.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     30.6,  -1.5070,  34.3440,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.5080
908,  06AQ20071128,   A12,356.0,1.0,4.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     19.9,  -1.3080,  34.1830,2.0,    315.8,2.0,    28.80,2.0,   2197.5,2.0,   2335.1,2.0,  -1.3080
909,  06AQ20071128,   A12,356.0,1.0,3.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     19.8,  -1.2320,  34.1240,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.2320
910,  06AQ20071128,   A12,356.0,1.0,2.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     10.0,  -0.8060,  33.8590,2.0,    341.0,2.0,    28.50,2.0,   2176.2,2.0,   2307.8,2.0,  -0.8060
911,  06AQ20071128,   A12,356.0,1.0,1.0,2.0,-999.0,0.0,-66.003,-0.002, 4101,     10.1,  -0.8180,  33.8560,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.8180
912,  06AQ20071128,   A12,357.0,1.0,24.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,   1000.4,   0.4230,  34.6800,2.0,   -999.0,9.0,    36.20,2.0,   2265.6,2.0,   2369.7,2.0,   0.3750
913,  06AQ20071128,   A12,357.0,1.0,23.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    749.9,   0.5430,  34.6840,2.0,    201.2,2.0,    35.40,2.0,   2264.4,2.0,   2365.0,2.0,   0.5080
914,  06AQ20071128,   A12,357.0,1.0,22.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    500.3,   0.7070,  34.6890,2.0,    199.0,2.0,    35.50,2.0,   2262.9,2.0,   2369.4,2.0,   0.6840
915,  06AQ20071128,   A12,357.0,1.0,21.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    350.7,   0.7510,  34.6820,2.0,    199.0,2.0,    35.40,2.0,   2261.7,2.0,   2363.9,2.0,   0.7350
916,  06AQ20071128,   A12,357.0,1.0,20.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    350.4,   0.7510,  34.6820,2.0,   -999.0,9.0,    35.00,2.0,   -999.0,9.0,   -999.0,9.0,   0.7350
917,  06AQ20071128,   A12,357.0,1.0,19.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    250.7,   0.6560,  34.6660,2.0,    201.9,2.0,  -999.00,9.0,   2259.6,2.0,   2360.2,2.0,   0.6450
918,  06AQ20071128,   A12,357.0,1.0,18.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    250.8,   0.6500,  34.6660,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.6390
919,  06AQ20071128,   A12,357.0,1.0,17.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    200.4,   0.7660,  34.6720,2.0,    200.2,2.0,  -999.00,9.0,   2259.3,2.0,   2360.3,2.0,   0.7570
920,  06AQ20071128,   A12,357.0,1.0,16.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    160.2,   0.7190,  34.6650,2.0,   -999.0,9.0,    35.00,2.0,   -999.0,9.0,   -999.0,9.0,   0.7120
921,  06AQ20071128,   A12,357.0,1.0,15.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    160.3,   0.6900,  34.6590,2.0,    202.1,2.0,    34.90,2.0,   2258.9,2.0,   2360.4,2.0,   0.6830
922,  06AQ20071128,   A12,357.0,1.0,14.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    120.0,   0.7420,  34.6600,2.0,    201.7,2.0,    35.30,2.0,   2257.2,2.0,   2362.2,2.0,   0.7370
923,  06AQ20071128,   A12,357.0,1.0,13.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    120.0,   0.7350,  34.6600,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.7300
924,  06AQ20071128,   A12,357.0,1.0,12.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    100.1,   0.8170,  34.6650,2.0,    199.7,2.0,    35.30,2.0,   2257.7,2.0,   2359.7,2.0,   0.8130
925,  06AQ20071128,   A12,357.0,1.0,11.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,    100.2,   0.8240,  34.6650,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.8200
926,  06AQ20071128,   A12,357.0,1.0,10.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,     80.2,   0.8900,  34.6670,2.0,    197.7,2.0,    35.30,2.0,   2258.7,2.0,   2354.9,2.0,   0.8870
927,  06AQ20071128,   A12,357.0,1.0,9.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,     59.8,  -0.0070,  34.5570,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.0090
928,  06AQ20071128,   A12,357.0,1.0,8.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,     60.5,  -0.7310,  34.5010,2.0,    240.6,2.0,    33.80,2.0,   2242.6,2.0,   2345.6,2.0,  -0.7330
929,  06AQ20071128,   A12,357.0,1.0,7.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,     49.9,  -1.2040,  34.4500,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.2050
930,  06AQ20071128,   A12,357.0,1.0,6.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,     40.5,  -1.5660,  34.3490,2.0,    281.4,2.0,    31.80,2.0,   2223.3,2.0,   2338.5,2.0,  -1.5670
931,  06AQ20071128,   A12,357.0,1.0,5.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,     40.2,  -1.6020,  34.3100,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.6030
932,  06AQ20071128,   A12,357.0,1.0,4.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,     20.4,  -1.4810,  34.1040,2.0,    324.0,2.0,    29.50,2.0,   2187.4,2.0,   2319.4,2.0,  -1.4810
933,  06AQ20071128,   A12,357.0,1.0,3.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,     20.5,  -1.3260,  33.8580,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.3260
934,  06AQ20071128,   A12,357.0,1.0,2.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,     10.4,  -0.9230,  33.7050,2.0,    345.1,2.0,    28.70,2.0,   2164.7,2.0,   2292.8,2.0,  -0.9230
935,  06AQ20071128,   A12,357.0,1.0,1.0,2.0,-999.0,0.0,-65.514,-0.002, 4204,     10.6,  -0.9230,  33.7060,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.9230
936,  06AQ20071128,   A12,358.0,1.0,24.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,   3763.5,  -0.2580,  34.6480,2.0,    240.0,2.0,    34.80,2.0,   2253.3,2.0,   2361.5,2.0,  -0.5040
937,  06AQ20071128,   A12,358.0,1.0,23.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,   3764.8,  -0.2590,  34.6480,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.5050
938,  06AQ20071128,   A12,358.0,1.0,22.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,   3500.9,  -0.2310,  34.6500,2.0,    238.2,2.0,    35.00,2.0,   2253.3,2.0,   2362.5,2.0,  -0.4530
939,  06AQ20071128,   A12,358.0,1.0,21.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,   3501.2,  -0.2300,  34.6500,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.4520
940,  06AQ20071128,   A12,358.0,1.0,20.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,   3000.7,  -0.1800,  34.6530,2.0,    233.8,2.0,    35.00,2.0,   2255.1,2.0,   2365.6,2.0,  -0.3590
941,  06AQ20071128,   A12,358.0,1.0,19.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,   2499.9,  -0.1200,  34.6560,2.0,    230.1,2.0,    35.30,2.0,   2256.8,2.0,   2367.3,2.0,  -0.2600
942,  06AQ20071128,   A12,358.0,1.0,18.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,   2000.1,   0.0180,  34.6620,2.0,    221.6,2.0,    35.50,2.0,   2259.4,2.0,   2364.8,2.0,  -0.0880
943,  06AQ20071128,   A12,358.0,1.0,17.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,   1501.4,   0.1990,  34.6700,2.0,    212.5,2.0,    35.50,2.0,   2262.0,2.0,   2372.6,2.0,   0.1240
944,  06AQ20071128,   A12,358.0,1.0,16.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,   1001.2,   0.4390,  34.6810,2.0,    204.9,2.0,    35.70,2.0,   2264.5,2.0,   2366.0,2.0,   0.3910
945,  06AQ20071128,   A12,358.0,1.0,15.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,    749.8,   0.5560,  34.6850,2.0,    202.5,2.0,    35.40,2.0,   2263.4,2.0,   2367.1,2.0,   0.5210
946,  06AQ20071128,   A12,358.0,1.0,14.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,    499.8,   0.7120,  34.6890,2.0,    199.6,2.0,    34.60,2.0,   2262.0,2.0,   2366.4,2.0,   0.6890
947,  06AQ20071128,   A12,358.0,1.0,13.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,    349.2,   0.8440,  34.6920,2.0,    197.8,2.0,    35.00,2.0,   2261.0,2.0,   2366.7,2.0,   0.8280
948,  06AQ20071128,   A12,358.0,1.0,12.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,    249.8,   0.7670,  34.6780,2.0,    199.8,2.0,    35.00,2.0,   2259.6,2.0,   2363.0,2.0,   0.7560
949,  06AQ20071128,   A12,358.0,1.0,11.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,    199.9,   0.6970,  34.6680,2.0,    201.5,2.0,    34.90,2.0,   2258.5,2.0,   2357.9,2.0,   0.6880
950,  06AQ20071128,   A12,358.0,1.0,10.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,    159.5,   0.6310,  34.6610,2.0,    203.4,2.0,    34.80,2.0,   2258.8,2.0,   2359.7,2.0,   0.6240
951,  06AQ20071128,   A12,358.0,1.0,9.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,    120.0,   0.4350,  34.6440,2.0,    208.5,2.0,    34.90,2.0,   2256.2,2.0,   2357.3,2.0,   0.4300
952,  06AQ20071128,   A12,358.0,1.0,8.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,    101.1,   0.0910,  34.6110,2.0,    218.1,2.0,    34.70,2.0,   2252.4,2.0,   2354.9,2.0,   0.0870
953,  06AQ20071128,   A12,358.0,1.0,7.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,     79.7,  -0.4470,  34.5490,2.0,    241.6,2.0,    34.00,2.0,   2244.8,2.0,   2348.2,2.0,  -0.4500
954,  06AQ20071128,   A12,358.0,1.0,6.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,     60.7,  -1.4180,  34.4270,2.0,    263.2,2.0,    33.00,2.0,   2235.4,2.0,   2342.2,2.0,  -1.4190
955,  06AQ20071128,   A12,358.0,1.0,5.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,     59.6,  -1.4580,  34.4050,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.4590
956,  06AQ20071128,   A12,358.0,1.0,4.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,     40.2,  -1.4710,  34.1210,2.0,    330.4,2.0,    28.40,2.0,   2186.3,2.0,   2325.1,2.0,  -1.4720
957,  06AQ20071128,   A12,358.0,1.0,3.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,     29.6,  -1.1830,  33.9750,2.0,    348.7,2.0,    28.00,2.0,   2172.7,2.0,   2315.2,2.0,  -1.1840
958,  06AQ20071128,   A12,358.0,1.0,2.0,2.0,-999.0,0.0,-65.004,-0.007, 4271,     20.2,  -0.8330,  33.9390,2.0,    353.0,2.0,    27.80,2.0,   2169.0,2.0,   2313.2,2.0,  -0.8340
