,EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,OXYGEN,OXYGEN_FLAG_W,NITRAT,NITRAT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
474,  06AQ20071128,   A12,335.0,1.0,6.0,2.0,-999.0,0.0,-62.487,3.005, 5337,     40.5,  -1.7840,  34.1520,2.0,    343.9,2.0,    28.20,2.0,   2197.1,2.0,   2328.5,2.0,  -1.7850
475,  06AQ20071128,   A12,335.0,1.0,5.0,2.0,-999.0,0.0,-62.487,3.005, 5337,     40.4,  -1.7780,  34.1430,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.7790
476,  06AQ20071128,   A12,335.0,1.0,4.0,2.0,-999.0,0.0,-62.487,3.005, 5337,     20.3,  -1.3600,  33.9910,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.3600
477,  06AQ20071128,   A12,335.0,1.0,3.0,2.0,-999.0,0.0,-62.487,3.005, 5337,     20.1,  -1.3610,  33.9920,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.3610
478,  06AQ20071128,   A12,335.0,1.0,2.0,2.0,-999.0,0.0,-62.487,3.005, 5337,     10.3,  -1.3600,  33.9910,2.0,    357.6,2.0,    27.00,2.0,   2181.0,2.0,   2317.4,2.0,  -1.3600
479,  06AQ20071128,   A12,335.0,1.0,1.0,2.0,-999.0,0.0,-62.487,3.005, 5337,     10.6,  -1.3610,  33.9910,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.3610
480,  06AQ20071128,   A12,336.0,1.0,24.0,2.0,-999.0,0.0,-63.015,2.981, 5448,   5448.2,  -0.3840,  34.6390,2.0,    250.0,2.0,    32.30,2.0,   2250.2,2.0,   2364.4,2.0,  -0.8050
481,  06AQ20071128,   A12,336.0,1.0,23.0,2.0,-999.0,0.0,-63.015,2.981, 5448,   5447.8,  -0.3840,  34.6390,2.0,    250.2,2.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.8050
482,  06AQ20071128,   A12,336.0,1.0,22.0,2.0,-999.0,0.0,-63.015,2.981, 5448,   4994.5,  -0.4280,  34.6400,2.0,   -999.0,9.0,    33.10,2.0,   2247.6,2.0,   2362.4,2.0,  -0.7950
483,  06AQ20071128,   A12,336.0,1.0,21.0,2.0,-999.0,0.0,-63.015,2.981, 5448,   4498.1,  -0.4260,  34.6430,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.7400
484,  06AQ20071128,   A12,336.0,1.0,20.0,2.0,-999.0,0.0,-63.015,2.981, 5448,   3999.3,  -0.3680,  34.6470,2.0,    244.1,2.0,    33.10,2.0,   2249.0,2.0,   2363.8,2.0,  -0.6330
485,  06AQ20071128,   A12,336.0,1.0,19.0,2.0,-999.0,0.0,-63.015,2.981, 5448,   3500.6,  -0.3230,  34.6500,2.0,    241.0,2.0,    32.80,2.0,   2250.2,2.0,   2363.7,2.0,  -0.5430
486,  06AQ20071128,   A12,336.0,1.0,18.0,2.0,-999.0,0.0,-63.015,2.981, 5448,   2999.9,  -0.2720,  34.6520,2.0,    236.5,2.0,    32.60,2.0,   2252.7,2.0,   2360.7,2.0,  -0.4490
487,  06AQ20071128,   A12,336.0,1.0,17.0,2.0,-999.0,0.0,-63.015,2.981, 5448,   2500.7,  -0.2060,  34.6550,2.0,    231.5,2.0,    32.90,2.0,   2255.3,2.0,   2365.2,2.0,  -0.3450
488,  06AQ20071128,   A12,336.0,1.0,16.0,2.0,-999.0,0.0,-63.015,2.981, 5448,   2000.4,  -0.1070,  34.6590,2.0,    225.6,2.0,    33.10,2.0,   2256.4,2.0,   2366.2,2.0,  -0.2110
489,  06AQ20071128,   A12,336.0,1.0,15.0,2.0,-999.0,0.0,-63.015,2.981, 5448,   1500.2,   0.0470,  34.6660,2.0,    216.3,2.0,    33.50,2.0,   2260.8,2.0,   2369.2,2.0,  -0.0260
490,  06AQ20071128,   A12,336.0,1.0,14.0,2.0,-999.0,0.0,-63.015,2.981, 5448,    996.1,   0.2450,  34.6740,2.0,    205.6,2.0,    32.90,2.0,   2265.0,2.0,   2368.9,2.0,   0.1990
491,  06AQ20071128,   A12,336.0,1.0,13.0,2.0,-999.0,0.0,-63.015,2.981, 5448,    500.2,   0.4590,  34.6790,2.0,    196.8,2.0,    32.30,2.0,   2267.2,2.0,   2367.4,2.0,   0.4370
492,  06AQ20071128,   A12,336.0,1.0,12.0,2.0,-999.0,0.0,-63.015,2.981, 5448,    350.0,   0.5670,  34.6790,2.0,    198.5,2.0,    33.20,2.0,   2262.9,2.0,   2365.7,2.0,   0.5520
493,  06AQ20071128,   A12,336.0,1.0,11.0,2.0,-999.0,0.0,-63.015,2.981, 5448,    249.4,   0.5750,  34.6670,2.0,    199.6,2.0,    33.30,2.0,   2262.9,2.0,   2369.6,2.0,   0.5640
494,  06AQ20071128,   A12,336.0,1.0,10.0,2.0,-999.0,0.0,-63.015,2.981, 5448,    200.7,   0.6430,  34.6590,2.0,    199.5,2.0,    33.40,2.0,   2261.0,2.0,   2362.0,2.0,   0.6340
495,  06AQ20071128,   A12,336.0,1.0,9.0,2.0,-999.0,0.0,-63.015,2.981, 5448,    160.2,  -0.0220,  34.5500,2.0,    228.3,2.0,    33.00,2.0,   2252.4,2.0,   2357.9,2.0,  -0.0280
496,  06AQ20071128,   A12,336.0,1.0,8.0,2.0,-999.0,0.0,-63.015,2.981, 5448,    120.2,  -1.6410,  34.3440,2.0,    303.6,2.0,    29.70,2.0,   2219.5,2.0,   2338.7,2.0,  -1.6440
497,  06AQ20071128,   A12,336.0,1.0,7.0,2.0,-999.0,0.0,-63.015,2.981, 5448,    100.2,  -1.7080,  34.3010,2.0,    316.4,2.0,    29.40,2.0,   2214.8,2.0,   2339.6,2.0,  -1.7100
498,  06AQ20071128,   A12,336.0,1.0,6.0,2.0,-999.0,0.0,-63.015,2.981, 5448,     80.1,  -1.8140,  34.2600,2.0,    330.5,2.0,    28.80,2.0,   2210.8,2.0,   2334.4,2.0,  -1.8160
499,  06AQ20071128,   A12,336.0,1.0,5.0,2.0,-999.0,0.0,-63.015,2.981, 5448,     80.1,  -1.8130,  34.2620,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.8150
500,  06AQ20071128,   A12,336.0,1.0,4.0,2.0,-999.0,0.0,-63.015,2.981, 5448,     60.2,  -1.8130,  34.2130,2.0,    334.0,2.0,    28.00,2.0,   2206.5,2.0,   2337.4,2.0,  -1.8140
501,  06AQ20071128,   A12,336.0,1.0,3.0,2.0,-999.0,0.0,-63.015,2.981, 5448,     40.1,  -1.8070,  34.1660,2.0,    336.7,2.0,    27.80,2.0,   2200.7,2.0,   2333.3,2.0,  -1.8080
502,  06AQ20071128,   A12,336.0,1.0,2.0,2.0,-999.0,0.0,-63.015,2.981, 5448,     20.1,  -1.3320,  33.9710,2.0,    362.4,2.0,    25.70,2.0,   2167.9,2.0,   2319.0,2.0,  -1.3320
503,  06AQ20071128,   A12,336.0,1.0,1.0,2.0,-999.0,0.0,-63.015,2.981, 5448,      9.8,  -1.1950,  33.9300,2.0,    365.6,2.0,    25.20,2.0,   2164.8,2.0,   2315.4,2.0,  -1.1950
504,  06AQ20071128,   A12,337.0,1.0,24.0,2.0,-999.0,0.0,-63.489,3.008, 5146,   1000.8,   0.5070,  34.6850,2.0,    204.1,2.0,    33.60,2.0,   2261.7,2.0,   2369.4,2.0,   0.4590
505,  06AQ20071128,   A12,337.0,1.0,23.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    500.9,   0.8730,  34.6960,2.0,    199.4,2.0,    33.10,2.0,   2259.7,2.0,   2365.4,2.0,   0.8490
506,  06AQ20071128,   A12,337.0,1.0,22.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    500.9,   0.8760,  34.6960,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.8520
507,  06AQ20071128,   A12,337.0,1.0,21.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    350.7,   1.0400,  34.6970,2.0,    196.7,2.0,    32.70,2.0,   2259.0,2.0,   2367.4,2.0,   1.0230
508,  06AQ20071128,   A12,337.0,1.0,20.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    250.5,   1.1280,  34.6890,2.0,   -999.0,9.0,    32.90,2.0,   2259.2,2.0,   2364.4,2.0,   1.1160
509,  06AQ20071128,   A12,337.0,1.0,19.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    250.7,   1.1310,  34.6890,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   1.1190
510,  06AQ20071128,   A12,337.0,1.0,18.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    200.4,   1.1340,  34.6800,2.0,    192.5,2.0,    33.20,2.0,   2260.0,2.0,   2368.7,2.0,   1.1250
511,  06AQ20071128,   A12,337.0,1.0,17.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    200.5,   1.1360,  34.6800,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   1.1270
512,  06AQ20071128,   A12,337.0,1.0,16.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    160.6,   1.1110,  34.6690,2.0,    192.4,2.0,    33.10,2.0,   2258.9,2.0,   2366.1,2.0,   1.1040
513,  06AQ20071128,   A12,337.0,1.0,15.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    160.5,   1.0940,  34.6650,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   1.0870
514,  06AQ20071128,   A12,337.0,1.0,14.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    120.5,   0.9920,  34.6450,2.0,    196.8,2.0,    33.30,2.0,   2257.9,2.0,   2355.9,2.0,   0.9870
515,  06AQ20071128,   A12,337.0,1.0,13.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    120.5,   0.9210,  34.6300,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.9160
516,  06AQ20071128,   A12,337.0,1.0,12.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    100.2,   0.4200,  34.5770,2.0,    217.7,2.0,    32.80,2.0,   2250.4,2.0,   2351.7,2.0,   0.4160
517,  06AQ20071128,   A12,337.0,1.0,11.0,2.0,-999.0,0.0,-63.489,3.008, 5146,    100.2,   0.2960,  34.5660,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,   0.2920
518,  06AQ20071128,   A12,337.0,1.0,10.0,2.0,-999.0,0.0,-63.489,3.008, 5146,     80.3,  -0.5640,  34.4640,2.0,    306.3,2.0,    31.70,2.0,   2235.7,2.0,   2341.8,2.0,  -0.5660
519,  06AQ20071128,   A12,337.0,1.0,9.0,2.0,-999.0,0.0,-63.489,3.008, 5146,     80.3,  -0.7130,  34.4350,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.7150
520,  06AQ20071128,   A12,337.0,1.0,8.0,2.0,-999.0,0.0,-63.489,3.008, 5146,     60.5,  -1.7510,  34.3500,2.0,    258.1,2.0,    29.40,2.0,   2219.9,3.0,   2343.9,2.0,  -1.7520
521,  06AQ20071128,   A12,337.0,1.0,7.0,2.0,-999.0,0.0,-63.489,3.008, 5146,     60.5,  -1.7730,  34.3440,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.7740
522,  06AQ20071128,   A12,337.0,1.0,6.0,2.0,-999.0,0.0,-63.489,3.008, 5146,     40.0,  -1.7770,  34.2820,2.0,    308.0,2.0,    29.20,2.0,   2215.6,2.0,   2336.5,2.0,  -1.7780
523,  06AQ20071128,   A12,337.0,1.0,5.0,2.0,-999.0,0.0,-63.489,3.008, 5146,     39.1,  -1.7800,  34.2730,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.7810
524,  06AQ20071128,   A12,337.0,1.0,4.0,2.0,-999.0,0.0,-63.489,3.008, 5146,     20.1,  -1.5990,  34.1100,2.0,    339.2,2.0,    27.00,2.0,   2184.8,2.0,   2324.9,2.0,  -1.5990
525,  06AQ20071128,   A12,337.0,1.0,3.0,2.0,-999.0,0.0,-63.489,3.008, 5146,     20.1,  -1.4760,  34.0560,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.4760
526,  06AQ20071128,   A12,337.0,1.0,2.0,2.0,-999.0,0.0,-63.489,3.008, 5146,     10.4,  -0.8420,  33.9250,2.0,    363.6,2.0,    24.20,2.0,   2155.4,2.0,   2314.5,2.0,  -0.8420
527,  06AQ20071128,   A12,337.0,1.0,1.0,2.0,-999.0,0.0,-63.489,3.008, 5146,     10.4,  -0.8570,  33.9350,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.8570
528,  06AQ20071128,   A12,338.0,1.0,24.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   2823.1,  -0.1950,  34.6540,2.0,    233.1,2.0,  -999.00,9.0,   2254.4,2.0,   2364.7,2.0,  -0.3590
529,  06AQ20071128,   A12,338.0,1.0,23.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   2823.0,  -0.1940,  34.6540,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.3580
530,  06AQ20071128,   A12,338.0,1.0,22.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   2823.1,  -0.1950,  34.6540,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.3590
531,  06AQ20071128,   A12,338.0,1.0,21.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   2822.9,  -0.1950,  34.6540,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.3590
532,  06AQ20071128,   A12,338.0,1.0,20.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   2822.9,  -0.1940,  34.6540,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.3580
533,  06AQ20071128,   A12,338.0,1.0,19.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   2823.0,  -0.1940,  34.6540,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.3580
534,  06AQ20071128,   A12,338.0,1.0,18.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   2822.9,  -0.1950,  34.6540,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.3590
535,  06AQ20071128,   A12,338.0,1.0,17.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   2500.5,  -0.1590,  34.6560,2.0,    230.2,2.0,  -999.00,9.0,   2255.0,2.0,   2367.0,2.0,  -0.2990
536,  06AQ20071128,   A12,338.0,1.0,16.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   2000.2,  -0.0620,  34.6600,2.0,    224.4,2.0,  -999.00,9.0,   2257.1,2.0,   2366.3,2.0,  -0.1670
537,  06AQ20071128,   A12,338.0,1.0,15.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   1500.5,   0.1050,  34.6680,2.0,    215.1,2.0,  -999.00,9.0,   2260.5,2.0,   2364.6,2.0,   0.0310
538,  06AQ20071128,   A12,338.0,1.0,14.0,2.0,-999.0,0.0,-63.996,2.986, 4693,   1000.5,   0.3190,  34.6760,2.0,   -999.0,9.0,  -999.00,9.0,   2264.4,2.0,   2363.5,2.0,   0.2720
539,  06AQ20071128,   A12,338.0,1.0,13.0,2.0,-999.0,0.0,-63.996,2.986, 4693,    500.7,   0.4640,  34.6770,2.0,    202.0,2.0,  -999.00,9.0,   2262.1,2.0,   2365.3,2.0,   0.4420
540,  06AQ20071128,   A12,338.0,1.0,12.0,2.0,-999.0,0.0,-63.996,2.986, 4693,    349.1,   0.4880,  34.6750,2.0,    203.3,2.0,  -999.00,9.0,   2261.3,2.0,   2375.1,2.0,   0.4730
541,  06AQ20071128,   A12,338.0,1.0,11.0,2.0,-999.0,0.0,-63.996,2.986, 4693,    249.5,   0.4030,  34.6630,2.0,    207.3,2.0,  -999.00,9.0,   2257.5,2.0,   2362.4,2.0,   0.3930
542,  06AQ20071128,   A12,338.0,1.0,10.0,2.0,-999.0,0.0,-63.996,2.986, 4693,    200.0,   0.2400,  34.6470,2.0,    213.4,2.0,  -999.00,9.0,   2255.4,2.0,   2359.5,2.0,   0.2320
543,  06AQ20071128,   A12,338.0,1.0,9.0,2.0,-999.0,0.0,-63.996,2.986, 4693,    160.5,  -0.6460,  34.5720,2.0,    254.2,2.0,  -999.00,9.0,   2243.9,2.0,   2354.5,2.0,  -0.6510
544,  06AQ20071128,   A12,338.0,1.0,8.0,2.0,-999.0,0.0,-63.996,2.986, 4693,    117.0,  -1.6300,  34.4940,2.0,    298.2,2.0,  -999.00,9.0,   2229.7,2.0,   2348.7,2.0,  -1.6330
545,  06AQ20071128,   A12,338.0,1.0,7.0,2.0,-999.0,0.0,-63.996,2.986, 4693,    100.2,  -1.7620,  34.4750,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.7640
546,  06AQ20071128,   A12,338.0,1.0,6.0,2.0,-999.0,0.0,-63.996,2.986, 4693,     80.4,  -1.7960,  34.4590,2.0,    303.5,2.0,  -999.00,9.0,   2226.5,2.0,   2346.4,2.0,  -1.7980
547,  06AQ20071128,   A12,338.0,1.0,5.0,2.0,-999.0,0.0,-63.996,2.986, 4693,     60.4,  -1.8270,  34.4290,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.8280
548,  06AQ20071128,   A12,338.0,1.0,4.0,2.0,-999.0,0.0,-63.996,2.986, 4693,     40.1,  -1.7550,  34.2320,2.0,    321.0,2.0,  -999.00,9.0,   2201.3,2.0,   2331.8,2.0,  -1.7560
549,  06AQ20071128,   A12,338.0,1.0,3.0,2.0,-999.0,0.0,-63.996,2.986, 4693,     20.3,  -1.4860,  33.9940,2.0,    353.2,2.0,  -999.00,9.0,   2163.2,2.0,   2317.7,2.0,  -1.4860
550,  06AQ20071128,   A12,338.0,1.0,2.0,2.0,-999.0,0.0,-63.996,2.986, 4693,      9.6,  -1.3450,  33.5870,2.0,    361.6,2.0,  -999.00,9.0,   2139.3,2.0,   2294.2,2.0,  -1.3450
551,  06AQ20071128,   A12,338.0,1.0,1.0,2.0,-999.0,0.0,-63.996,2.986, 4693,      9.6,  -1.3450,  33.6080,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.3450
552,  06AQ20071128,   A12,339.0,1.0,24.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   2122.0,  -0.1240,  34.6590,2.0,    225.9,2.0,  -999.00,9.0,   2258.5,2.0,   2364.3,2.0,  -0.2360
553,  06AQ20071128,   A12,339.0,1.0,23.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   2121.9,  -0.1230,  34.6590,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.2350
554,  06AQ20071128,   A12,339.0,1.0,22.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   2121.9,  -0.1220,  34.6590,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.2340
555,  06AQ20071128,   A12,339.0,1.0,21.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   2121.9,  -0.1220,  34.6590,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.2340
556,  06AQ20071128,   A12,339.0,1.0,20.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   2122.0,  -0.1250,  34.6590,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.2370
557,  06AQ20071128,   A12,339.0,1.0,19.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   2122.0,  -0.1250,  34.6590,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.2370
558,  06AQ20071128,   A12,339.0,1.0,18.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   2121.9,  -0.1240,  34.6590,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.2360
559,  06AQ20071128,   A12,339.0,1.0,17.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   2121.9,  -0.1240,  34.6580,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.2360
560,  06AQ20071128,   A12,339.0,1.0,16.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   2000.6,  -0.0950,  34.6600,2.0,    224.5,2.0,  -999.00,9.0,   2258.0,2.0,   2368.8,2.0,  -0.1990
561,  06AQ20071128,   A12,339.0,1.0,15.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   1500.2,   0.0270,  34.6650,2.0,    218.4,2.0,  -999.00,9.0,   2260.6,2.0,   2372.1,2.0,  -0.0460
562,  06AQ20071128,   A12,339.0,1.0,14.0,2.0,-999.0,0.0,-64.491,2.848, 3497,   1000.5,   0.2220,  34.6730,2.0,    209.0,2.0,    35.00,2.0,   2264.0,2.0,   2370.8,2.0,   0.1760
563,  06AQ20071128,   A12,339.0,1.0,13.0,2.0,-999.0,0.0,-64.491,2.848, 3497,    500.4,   0.4210,  34.6780,2.0,   -999.0,9.0,    34.40,2.0,   2266.0,2.0,   2366.3,2.0,   0.3990
564,  06AQ20071128,   A12,339.0,1.0,12.0,2.0,-999.0,0.0,-64.491,2.848, 3497,    350.1,   0.3950,  34.6730,2.0,    202.1,2.0,    34.30,2.0,   2265.0,2.0,   2368.1,2.0,   0.3800
565,  06AQ20071128,   A12,339.0,1.0,11.0,2.0,-999.0,0.0,-64.491,2.848, 3497,    250.4,   0.3320,  34.6650,2.0,    205.0,2.0,    33.30,2.0,   2262.7,2.0,   2373.3,2.0,   0.3220
566,  06AQ20071128,   A12,339.0,1.0,10.0,2.0,-999.0,0.0,-64.491,2.848, 3497,    200.5,   0.2210,  34.6520,2.0,    211.4,2.0,    32.20,2.0,   2261.1,2.0,   2369.6,2.0,   0.2130
567,  06AQ20071128,   A12,339.0,1.0,9.0,2.0,-999.0,0.0,-64.491,2.848, 3497,    160.3,  -0.8110,  34.5620,2.0,    272.4,2.0,    30.00,2.0,   2241.1,2.0,   2363.8,2.0,  -0.8160
568,  06AQ20071128,   A12,339.0,1.0,8.0,2.0,-999.0,0.0,-64.491,2.848, 3497,    120.4,  -1.8230,  34.4980,2.0,    308.1,2.0,    28.30,2.0,   2228.5,2.0,   2350.3,2.0,  -1.8250
569,  06AQ20071128,   A12,339.0,1.0,7.0,2.0,-999.0,0.0,-64.491,2.848, 3497,    100.5,  -1.8300,  34.4940,2.0,    309.5,2.0,    28.00,2.0,   2228.8,2.0,   2348.5,2.0,  -1.8320
570,  06AQ20071128,   A12,339.0,1.0,6.0,2.0,-999.0,0.0,-64.491,2.848, 3497,     80.2,  -1.8230,  34.4900,2.0,    309.5,2.0,    26.90,2.0,   2228.4,2.0,   2347.9,2.0,  -1.8250
571,  06AQ20071128,   A12,339.0,1.0,5.0,2.0,-999.0,0.0,-64.491,2.848, 3497,     80.1,  -1.8230,  34.4890,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -1.8250
572,  06AQ20071128,   A12,339.0,1.0,4.0,2.0,-999.0,0.0,-64.491,2.848, 3497,     60.2,  -1.8180,  34.4850,2.0,    310.0,2.0,    26.60,2.0,   2227.4,2.0,   2349.4,2.0,  -1.8190
573,  06AQ20071128,   A12,339.0,1.0,3.0,2.0,-999.0,0.0,-64.491,2.848, 3497,     40.2,  -1.8080,  34.4040,2.0,    319.7,2.0,    26.20,2.0,   2216.9,2.0,   2342.9,2.0,  -1.8090
574,  06AQ20071128,   A12,339.0,1.0,2.0,2.0,-999.0,0.0,-64.491,2.848, 3497,     19.8,  -1.7680,  34.3040,2.0,    344.9,2.0,    24.20,2.0,   2189.7,2.0,   2331.6,2.0,  -1.7680
575,  06AQ20071128,   A12,339.0,1.0,1.0,2.0,-999.0,0.0,-64.491,2.848, 3497,     10.0,  -1.4630,  33.8970,2.0,    365.7,2.0,    22.60,2.0,   2155.9,2.0,   2315.7,2.0,  -1.4630
576,  06AQ20071128,   A12,340.0,1.0,24.0,2.0,-999.0,0.0,-65.0,2.998, 2394,   2394.6,  -0.1240,  34.6580,2.0,    227.3,2.0,    32.40,2.0,   2256.9,2.0,   2366.5,2.0,  -0.2560
577,  06AQ20071128,   A12,340.0,1.0,23.0,2.0,-999.0,0.0,-65.0,2.998, 2394,   2394.6,  -0.1240,  34.6580,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.2560
578,  06AQ20071128,   A12,340.0,1.0,22.0,2.0,-999.0,0.0,-65.0,2.998, 2394,   1999.9,  -0.0550,  34.6610,2.0,    223.5,2.0,  -999.00,9.0,   2259.2,2.0,   2369.4,2.0,  -0.1600
579,  06AQ20071128,   A12,340.0,1.0,21.0,2.0,-999.0,0.0,-65.0,2.998, 2394,   1999.8,  -0.0550,  34.6610,2.0,   -999.0,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -0.1600
580,  06AQ20071128,   A12,340.0,1.0,20.0,2.0,-999.0,0.0,-65.0,2.998, 2394,   1499.9,   0.0680,  34.6660,2.0,    217.0,2.0,    33.20,2.0,   2261.4,2.0,   2375.1,2.0,  -0.0060
581,  06AQ20071128,   A12,340.0,1.0,19.0,2.0,-999.0,0.0,-65.0,2.998, 2394,   1000.2,   0.2600,  34.6740,2.0,    207.3,2.0,    36.60,4.0,   2264.6,2.0,   2368.4,2.0,   0.2140
582,  06AQ20071128,   A12,340.0,1.0,18.0,2.0,-999.0,0.0,-65.0,2.998, 2394,    500.3,   0.4180,  34.6770,2.0,    201.1,2.0,    35.20,2.0,   2264.7,2.0,   2374.4,2.0,   0.3960
583,  06AQ20071128,   A12,340.0,1.0,17.0,2.0,-999.0,0.0,-65.0,2.998, 2394,    350.5,   0.3970,  34.6710,2.0,    202.6,2.0,    33.60,2.0,   2264.1,2.0,   2367.2,2.0,   0.3820
584,  06AQ20071128,   A12,340.0,1.0,16.0,2.0,-999.0,0.0,-65.0,2.998, 2394,    250.2,   0.3060,  34.6600,2.0,    206.6,2.0,    34.40,2.0,   2261.9,2.0,   2369.0,2.0,   0.2960
585,  06AQ20071128,   A12,340.0,1.0,15.0,2.0,-999.0,0.0,-65.0,2.998, 2394,    200.2,   0.0110,  34.6390,2.0,    216.6,2.0,    31.30,2.0,   2258.1,2.0,   2367.2,2.0,   0.0040
586,  06AQ20071128,   A12,340.0,1.0,14.0,2.0,-999.0,0.0,-65.0,2.998, 2394,    159.5,  -0.3220,  34.6080,2.0,    233.5,2.0,    29.90,2.0,   2252.0,2.0,   2375.0,2.0,  -0.3270
587,  06AQ20071128,   A12,340.0,1.0,13.0,2.0,-999.0,0.0,-65.0,2.998, 2394,    119.8,  -1.0460,  34.5500,2.0,    266.2,2.0,    29.30,2.0,   2241.0,2.0,   2367.7,2.0,  -1.0490
