,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,CHLORA,CHLORA_FLAG_W,THETA
88,  61TG20020206,  SR03,6.0,3.0,20.0,20.0,2.0,20020219.0,-64.748,139.84, 3458,    506.1,   1.5770,  34.7330,2.0,  34.7450,2.0,    203.8,2.0,    87.40,2.0,    32.06,2.0,     0.01,2.0,     2.03,2.0,     0.04,2.0,   2257.4,2.0,  -999.00,9.0,   1.5502
89,  61TG20020206,  SR03,6.0,3.0,19.0,19.0,2.0,20020219.0,-64.748,139.84, 3458,    759.8,   1.3020,  34.7300,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.2619
90,  61TG20020206,  SR03,6.0,3.0,18.0,18.0,2.0,20020219.0,-64.748,139.84, 3458,    760.6,   1.3040,  34.7300,2.0,  34.7380,2.0,    207.0,2.0,    94.80,2.0,    32.09,2.0,     0.01,2.0,     2.03,2.0,     0.03,2.0,   2256.0,2.0,  -999.00,9.0,   1.2638
91,  61TG20020206,  SR03,6.0,3.0,17.0,17.0,2.0,20020219.0,-64.748,139.84, 3458,   1010.5,   1.0120,  34.7180,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.9588
92,  61TG20020206,  SR03,6.0,3.0,16.0,16.0,2.0,20020219.0,-64.748,139.84, 3458,   1011.0,   1.0060,  34.7180,2.0,  34.7270,2.0,    210.9,2.0,   102.90,2.0,    32.59,2.0,     0.01,2.0,     2.06,2.0,     0.03,2.0,   2260.7,2.0,  -999.00,9.0,   0.9528
93,  61TG20020206,  SR03,6.0,3.0,15.0,15.0,2.0,20020219.0,-64.748,139.84, 3458,   1267.2,   0.6050,  34.6910,2.0,  34.6980,2.0,    217.2,2.0,   107.40,2.0,    33.13,2.0,     0.01,2.0,     2.07,2.0,     0.03,2.0,   2251.3,2.0,  -999.00,9.0,   0.5398
94,  61TG20020206,  SR03,6.0,3.0,14.0,14.0,2.0,20020219.0,-64.748,139.84, 3458,   1518.9,   0.3930,  34.6870,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.3141
95,  61TG20020206,  SR03,6.0,3.0,13.0,13.0,2.0,20020219.0,-64.748,139.84, 3458,   1520.0,   0.3920,  34.6870,2.0,  34.6940,2.0,    221.7,2.0,   115.10,2.0,    33.44,2.0,     0.01,2.0,     2.16,2.0,     0.02,2.0,   2262.3,2.0,  -999.00,9.0,   0.3131
96,  61TG20020206,  SR03,6.0,3.0,12.0,12.0,2.0,20020219.0,-64.748,139.84, 3458,   1774.2,   0.2140,  34.6790,2.0,  34.6860,2.0,    225.3,2.0,   116.00,2.0,    33.56,2.0,     0.01,2.0,     2.16,2.0,     0.02,2.0,   2259.9,2.0,  -999.00,9.0,   0.1206
97,  61TG20020206,  SR03,6.0,3.0,11.0,11.0,2.0,20020219.0,-64.748,139.84, 3458,   2029.6,   0.0350,  34.6710,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.0734
98,  61TG20020206,  SR03,6.0,3.0,10.0,10.0,2.0,20020219.0,-64.748,139.84, 3458,   2029.9,   0.0350,  34.6710,2.0,  34.6780,2.0,    232.2,2.0,   111.00,2.0,    33.54,2.0,     0.01,2.0,     2.13,2.0,     0.01,2.0,   2256.9,2.0,  -999.00,9.0,  -0.0734
99,  61TG20020206,  SR03,6.0,3.0,9.0,9.0,2.0,20020219.0,-64.748,139.84, 3458,   2286.2,  -0.1120,  34.6650,2.0,  34.6710,2.0,    238.8,2.0,   107.30,2.0,    33.25,2.0,     0.01,2.0,     2.14,2.0,     0.02,2.0,   -999.0,9.0,  -999.00,9.0,  -0.2364
100,  61TG20020206,  SR03,6.0,3.0,7.0,7.0,2.0,20020219.0,-64.748,139.84, 3458,   2541.3,  -0.2920,  34.6550,2.0,  34.6610,2.0,    246.9,2.0,   102.80,2.0,    32.99,2.0,     0.02,2.0,     2.12,2.0,     0.02,2.0,   2252.5,2.0,  -999.00,9.0,  -0.4321
101,  61TG20020206,  SR03,6.0,3.0,8.0,8.0,2.0,20020219.0,-64.748,139.84, 3458,   2543.8,  -0.2920,  34.6550,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.4323
102,  61TG20020206,  SR03,6.0,3.0,5.0,5.0,2.0,20020219.0,-64.748,139.84, 3458,   2695.0,  -0.3880,  34.6480,2.0,-999.0000,9.0,    252.6,2.0,    98.90,2.0,    32.90,2.0,     0.02,2.0,     2.14,2.0,     0.02,2.0,   -999.0,9.0,  -999.00,9.0,  -0.5380
103,  61TG20020206,  SR03,6.0,3.0,6.0,6.0,2.0,20020219.0,-64.748,139.84, 3458,   2697.1,  -0.3870,  34.6480,2.0,  34.6560,2.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.5372
104,  61TG20020206,  SR03,6.0,3.0,2.0,2.0,2.0,20020219.0,-64.748,139.84, 3458,   2803.3,  -0.3810,  34.6470,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.5397
105,  61TG20020206,  SR03,6.0,3.0,1.0,1.0,2.0,20020219.0,-64.748,139.84, 3458,   2804.2,  -0.3810,  34.6470,2.0,  34.6510,2.0,    252.1,2.0,    98.40,2.0,    33.00,2.0,     0.02,2.0,     2.14,2.0,     0.02,2.0,   2249.5,2.0,  -999.00,9.0,  -0.5398
106,  61TG20020206,  SR03,6.0,4.0,21.0,21.0,2.0,20020219.0,-64.748,139.84, 3458,      9.4,   0.3240,  33.9010,2.0,  33.9050,2.0,    338.4,2.0,    39.90,2.0,    25.48,2.0,     0.14,2.0,     1.67,2.0,      0.3,2.0,   2161.3,2.0,     0.78,5.0,   0.3237
107,  61TG20020206,  SR03,6.0,4.0,22.0,22.0,2.0,20020219.0,-64.748,139.84, 3458,      9.9,   0.3210,  33.8990,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.3206
108,  61TG20020206,  SR03,6.0,4.0,19.0,19.0,2.0,20020219.0,-64.748,139.84, 3458,     19.6,   0.3750,  33.9500,2.0,  33.9560,2.0,    333.4,2.0,    42.10,2.0,    26.26,2.0,     0.18,2.0,     1.75,2.0,     0.26,2.0,   2167.0,2.0,     1.11,5.0,   0.3743
109,  61TG20020206,  SR03,6.0,4.0,20.0,20.0,2.0,20020219.0,-64.748,139.84, 3458,     20.1,   0.3770,  33.9510,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.3763
110,  61TG20020206,  SR03,6.0,4.0,18.0,18.0,2.0,20020219.0,-64.748,139.84, 3458,     29.7,   0.3830,  33.9580,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.3819
111,  61TG20020206,  SR03,6.0,4.0,17.0,17.0,2.0,20020219.0,-64.748,139.84, 3458,     30.1,   0.3830,  33.9590,2.0,  33.9620,2.0,    331.6,2.0,    42.20,2.0,    26.39,2.0,     0.17,2.0,     1.66,2.0,     0.27,2.0,   2171.8,2.0,     1.87,5.0,   0.3819
112,  61TG20020206,  SR03,6.0,4.0,15.0,15.0,2.0,20020219.0,-64.748,139.84, 3458,     39.6,   0.4140,  33.9660,2.0,  33.9800,2.0,    327.8,2.0,    43.00,2.0,    26.67,2.0,     0.16,2.0,     1.71,2.0,     0.33,2.0,   2170.7,2.0,     1.07,5.0,   0.4125
113,  61TG20020206,  SR03,6.0,4.0,16.0,16.0,2.0,20020219.0,-64.748,139.84, 3458,     39.9,   0.4120,  33.9660,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.4105
114,  61TG20020206,  SR03,6.0,4.0,13.0,13.0,2.0,20020219.0,-64.748,139.84, 3458,     50.7,   0.3410,  34.0770,2.0,  34.0480,0.0,    313.2,2.0,    46.40,2.0,    27.70,2.0,     0.13,2.0,     1.79,2.0,     0.39,2.0,   2185.7,2.0,     1.13,5.0,   0.3391
115,  61TG20020206,  SR03,6.0,4.0,14.0,14.0,2.0,20020219.0,-64.748,139.84, 3458,     51.1,   0.3500,  34.0730,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.3481
116,  61TG20020206,  SR03,6.0,4.0,11.0,11.0,2.0,20020219.0,-64.748,139.84, 3458,     60.4,  -0.1560,  34.2050,2.0,  34.2190,2.0,    299.1,2.0,    55.60,2.0,    29.97,2.0,     0.12,2.0,     1.97,2.0,     0.48,2.0,   2205.6,2.0,     0.43,5.0,  -0.1580
117,  61TG20020206,  SR03,6.0,4.0,12.0,12.0,2.0,20020219.0,-64.748,139.84, 3458,     60.8,  -0.1550,  34.2040,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.1570
118,  61TG20020206,  SR03,6.0,4.0,23.0,23.0,2.0,20020219.0,-64.748,139.84, 3458,     69.8,  -0.1110,  34.3640,2.0,  34.3630,2.0,    270.7,2.0,    62.80,2.0,    32.06,2.0,     0.10,2.0,     2.07,2.0,     0.44,2.0,   2221.8,2.0,     0.25,5.0,  -0.1134
119,  61TG20020206,  SR03,6.0,4.0,24.0,24.0,2.0,20020219.0,-64.748,139.84, 3458,     71.2,  -0.1270,  34.3640,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.1294
120,  61TG20020206,  SR03,6.0,4.0,9.0,9.0,2.0,20020219.0,-64.748,139.84, 3458,     81.0,   0.9220,  34.5300,2.0,  34.6990,0.0,    220.7,2.0,    71.40,2.0,    34.25,2.0,     0.11,2.0,     2.16,2.0,      0.2,2.0,   2246.7,2.0,     0.12,5.0,   0.9185
121,  61TG20020206,  SR03,6.0,4.0,10.0,10.0,2.0,20020219.0,-64.748,139.84, 3458,     81.4,   0.9990,  34.5400,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.9954
122,  61TG20020206,  SR03,6.0,4.0,7.0,7.0,2.0,20020219.0,-64.748,139.84, 3458,    101.9,   1.3050,  34.5810,2.0,  34.5860,2.0,    200.3,2.0,    75.60,2.0,    34.63,2.0,     0.07,2.0,     2.22,2.0,     0.06,2.0,   2253.5,2.0,     0.05,5.0,   1.3002
123,  61TG20020206,  SR03,6.0,4.0,8.0,8.0,2.0,20020219.0,-64.748,139.84, 3458,    102.0,   1.2910,  34.5800,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.2862
124,  61TG20020206,  SR03,6.0,4.0,5.0,5.0,2.0,20020219.0,-64.748,139.84, 3458,    127.6,   1.6950,  34.6310,2.0,  34.6350,2.0,    188.1,2.0,    78.10,2.0,    34.68,2.0,     0.04,2.0,     2.16,2.0,     0.06,2.0,   2258.7,2.0,     0.03,5.0,   1.6886
125,  61TG20020206,  SR03,6.0,4.0,6.0,6.0,2.0,20020219.0,-64.748,139.84, 3458,    133.2,   1.6990,  34.6340,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.6923
126,  61TG20020206,  SR03,6.0,4.0,3.0,3.0,2.0,20020219.0,-64.748,139.84, 3458,    150.5,   1.6780,  34.6570,2.0,  34.6630,2.0,    195.9,2.0,    79.10,2.0,    33.97,2.0,     0.03,2.0,     2.14,2.0,     0.04,2.0,   2254.6,2.0,     0.03,5.0,   1.6704
127,  61TG20020206,  SR03,6.0,4.0,4.0,4.0,2.0,20020219.0,-64.748,139.84, 3458,    151.3,   1.6720,  34.6560,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.6644
128,  61TG20020206,  SR03,6.0,4.0,2.0,2.0,2.0,20020219.0,-64.748,139.84, 3458,    204.2,   1.7770,  34.6800,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.7664
129,  61TG20020206,  SR03,6.0,4.0,1.0,1.0,2.0,20020219.0,-64.748,139.84, 3458,    204.6,   1.7770,  34.6800,2.0,  34.6840,2.0,    192.7,2.0,    80.30,2.0,    33.78,2.0,     0.02,2.0,     2.15,2.0,     0.04,2.0,   2256.3,2.0,     0.02,5.0,   1.7664
130,  61TG20020206,  SR03,4.0,2.0,19.0,19.0,2.0,20020220.0,-63.248,140.015, 3850,      5.2,   1.1300,  33.7020,2.0,-999.0000,9.0,   -999.0,-999.0,    22.50,2.0,    24.96,2.0,     0.21,2.0,  -999.00,9.0,     0.43,2.0,   -999.0,9.0,  -999.00,9.0,   1.1298
131,  61TG20020206,  SR03,4.0,2.0,23.0,23.0,2.0,20020220.0,-63.248,140.015, 3850,     40.9,   0.9520,  33.7310,2.0,-999.0000,9.0,   -999.0,-999.0,    23.10,2.0,    25.04,2.0,     0.20,2.0,  -999.00,9.0,     0.48,2.0,   -999.0,9.0,  -999.00,9.0,   0.9503
132,  61TG20020206,  SR03,4.0,2.0,22.0,22.0,2.0,20020220.0,-63.248,140.015, 3850,     59.4,   0.8670,  33.7420,2.0,-999.0000,9.0,   -999.0,-999.0,    25.10,2.0,    25.42,2.0,     0.19,2.0,  -999.00,9.0,     0.56,2.0,   -999.0,9.0,  -999.00,9.0,   0.8645
133,  61TG20020206,  SR03,4.0,2.0,20.0,20.0,2.0,20020220.0,-63.248,140.015, 3850,    505.9,   1.5690,  34.7250,2.0,  34.7360,2.0,    200.7,2.0,    85.10,2.0,    31.97,2.0,     0.01,2.0,     2.09,2.0,     0.04,2.0,   2250.3,2.0,  -999.00,9.0,   1.5423
134,  61TG20020206,  SR03,4.0,2.0,21.0,21.0,2.0,20020220.0,-63.248,140.015, 3850,    506.5,   1.5800,  34.7270,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.5532
135,  61TG20020206,  SR03,4.0,2.0,17.0,17.0,2.0,20020220.0,-63.248,140.015, 3850,    758.4,   1.4390,  34.7340,2.0,  34.7430,2.0,    204.2,2.0,    90.40,2.0,    31.90,2.0,     0.01,2.0,     2.05,2.0,     0.04,2.0,   -999.0,9.0,  -999.00,9.0,   1.3981
136,  61TG20020206,  SR03,4.0,2.0,18.0,18.0,2.0,20020220.0,-63.248,140.015, 3850,    758.8,   1.4200,  34.7310,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.3792
137,  61TG20020206,  SR03,4.0,2.0,15.0,15.0,2.0,20020220.0,-63.248,140.015, 3850,   1011.9,   1.2030,  34.7250,2.0,  34.7360,2.0,    208.2,2.0,    96.10,2.0,    32.16,2.0,     0.01,2.0,     2.08,2.0,     0.02,2.0,   2254.2,2.0,  -999.00,9.0,   1.1482
138,  61TG20020206,  SR03,4.0,2.0,16.0,16.0,2.0,20020220.0,-63.248,140.015, 3850,   1012.9,   1.2040,  34.7250,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.1491
139,  61TG20020206,  SR03,4.0,2.0,14.0,14.0,2.0,20020220.0,-63.248,140.015, 3850,   1265.6,   1.0210,  34.7160,2.0,  34.7270,2.0,    210.5,2.0,   101.10,2.0,    32.48,2.0,     0.00,2.0,     2.11,2.0,     0.02,2.0,   -999.0,9.0,  -999.00,9.0,   0.9516
140,  61TG20020206,  SR03,4.0,2.0,13.0,13.0,2.0,20020220.0,-63.248,140.015, 3850,   1519.3,   0.8340,  34.7090,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.7498
141,  61TG20020206,  SR03,4.0,2.0,12.0,12.0,2.0,20020220.0,-63.248,140.015, 3850,   1519.5,   0.8330,  34.7090,2.0,  34.7190,2.0,    212.5,2.0,   107.60,2.0,    32.75,2.0,     0.01,2.0,     2.12,2.0,     0.03,2.0,   2260.1,2.0,  -999.00,9.0,   0.7487
142,  61TG20020206,  SR03,4.0,2.0,11.0,11.0,2.0,20020220.0,-63.248,140.015, 3850,   1771.7,   0.6380,  34.7000,2.0,  34.7090,2.0,    215.6,2.0,   112.70,2.0,    33.02,2.0,     0.01,2.0,     2.16,2.0,     0.01,2.0,   -999.0,9.0,  -999.00,9.0,   0.5388
143,  61TG20020206,  SR03,4.0,2.0,9.0,9.0,2.0,20020220.0,-63.248,140.015, 3850,   2029.4,   0.4540,  34.6910,2.0,  34.6990,2.0,    219.1,2.0,   115.90,2.0,    33.41,2.0,     0.00,2.0,     2.15,2.0,     0.04,2.0,   2260.6,2.0,  -999.00,9.0,   0.3389
144,  61TG20020206,  SR03,4.0,2.0,10.0,10.0,2.0,20020220.0,-63.248,140.015, 3850,   2029.5,   0.4540,  34.6910,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.3389
145,  61TG20020206,  SR03,4.0,2.0,8.0,8.0,2.0,20020220.0,-63.248,140.015, 3850,   2283.9,   0.2840,  34.6820,2.0,  34.6940,2.0,    227.9,2.0,   117.20,2.0,    33.32,2.0,     0.00,2.0,     2.17,2.0,     0.03,2.0,   2259.4,2.0,  -999.00,9.0,   0.1527
146,  61TG20020206,  SR03,4.0,2.0,7.0,7.0,2.0,20020220.0,-63.248,140.015, 3850,   2539.3,   0.1610,  34.6770,2.0,  34.6880,2.0,    228.3,2.0,   116.40,2.0,    33.33,2.0,     0.01,2.0,     2.19,2.0,     0.03,2.0,   2256.0,2.0,  -999.00,9.0,   0.0121
147,  61TG20020206,  SR03,4.0,2.0,6.0,6.0,2.0,20020220.0,-63.248,140.015, 3850,   3051.3,  -0.0250,  34.6720,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.2122
148,  61TG20020206,  SR03,4.0,2.0,5.0,5.0,2.0,20020220.0,-63.248,140.015, 3850,   3051.8,  -0.0260,  34.6720,2.0,  34.6820,2.0,    238.3,2.0,   118.10,2.0,    33.38,2.0,     0.01,2.0,     2.17,2.0,     0.03,2.0,   2257.4,3.0,  -999.00,9.0,  -0.2133
149,  61TG20020206,  SR03,4.0,2.0,4.0,4.0,2.0,20020220.0,-63.248,140.015, 3850,   3307.7,  -0.1340,  34.6670,2.0,  34.6750,2.0,    241.7,2.0,   113.10,2.0,    33.19,2.0,     0.01,2.0,     2.16,2.0,     0.03,2.0,   2249.7,3.0,  -999.00,9.0,  -0.3411
150,  61TG20020206,  SR03,4.0,2.0,3.0,3.0,2.0,20020220.0,-63.248,140.015, 3850,   3563.5,  -0.3430,  34.6480,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.5678
151,  61TG20020206,  SR03,4.0,2.0,2.0,2.0,2.0,20020220.0,-63.248,140.015, 3850,   3564.6,  -0.3430,  34.6480,2.0,  34.6580,2.0,    253.2,2.0,    98.90,2.0,    32.69,2.0,     0.01,2.0,     2.14,2.0,     0.04,2.0,   2243.9,3.0,  -999.00,9.0,  -0.5679
152,  61TG20020206,  SR03,4.0,2.0,24.0,24.0,2.0,20020220.0,-63.248,140.015, 3850,   3727.3,  -0.5020,  34.6380,2.0,  34.6470,2.0,    269.7,2.0,    94.80,2.0,    32.45,2.0,     0.02,2.0,     2.11,2.0,     0.03,2.0,   -999.0,9.0,  -999.00,9.0,  -0.7376
153,  61TG20020206,  SR03,4.0,3.0,24.0,24.0,2.0,20020220.0,-63.248,140.015, 3850,     10.2,   1.2590,  33.6530,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.2586
154,  61TG20020206,  SR03,4.0,3.0,23.0,23.0,2.0,20020220.0,-63.248,140.015, 3850,     10.5,   1.2610,  33.6520,2.0,  33.6610,2.0,    349.3,2.0,    20.20,2.0,    24.15,2.0,     0.21,2.0,     1.52,2.0,     0.52,2.0,   2132.5,2.0,     0.29,5.0,   1.2605
155,  61TG20020206,  SR03,4.0,3.0,21.0,21.0,2.0,20020220.0,-63.248,140.015, 3850,     20.8,   1.2190,  33.6560,2.0,  33.6700,2.0,    349.5,2.0,    20.20,2.0,    24.24,2.0,     0.21,2.0,     1.52,2.0,     0.54,2.0,   2134.1,2.0,     0.32,5.0,   1.2181
156,  61TG20020206,  SR03,4.0,3.0,22.0,22.0,2.0,20020220.0,-63.248,140.015, 3850,     21.1,   1.2020,  33.6590,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.2011
157,  61TG20020206,  SR03,4.0,3.0,20.0,20.0,2.0,20020220.0,-63.248,140.015, 3850,     30.5,   1.1100,  33.6800,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.1087
158,  61TG20020206,  SR03,4.0,3.0,19.0,19.0,2.0,20020220.0,-63.248,140.015, 3850,     30.6,   1.1130,  33.6790,2.0,  33.6930,2.0,    349.6,2.0,    20.70,2.0,    24.43,2.0,     0.21,2.0,     1.56,2.0,     0.52,2.0,   2137.4,2.0,     0.33,5.0,   1.1117
159,  61TG20020206,  SR03,4.0,3.0,17.0,17.0,2.0,20020220.0,-63.248,140.015, 3850,     39.5,   1.0510,  33.7040,2.0,  33.7210,2.0,    349.4,2.0,    21.80,2.0,    24.82,2.0,     0.20,2.0,     1.59,2.0,     0.44,2.0,   2144.3,2.0,     0.38,5.0,   1.0493
160,  61TG20020206,  SR03,4.0,3.0,18.0,18.0,2.0,20020220.0,-63.248,140.015, 3850,     40.4,   1.0560,  33.7030,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.0543
161,  61TG20020206,  SR03,4.0,3.0,16.0,16.0,2.0,20020220.0,-63.248,140.015, 3850,     50.4,   0.9040,  33.7440,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.9019
162,  61TG20020206,  SR03,4.0,3.0,15.0,15.0,2.0,20020220.0,-63.248,140.015, 3850,     50.5,   0.9130,  33.7420,2.0,  33.7470,2.0,    348.6,2.0,    23.00,2.0,    25.02,2.0,     0.20,2.0,     1.69,2.0,     0.41,2.0,   2137.1,2.0,     0.56,5.0,   0.9109
163,  61TG20020206,  SR03,4.0,3.0,14.0,14.0,2.0,20020220.0,-63.248,140.015, 3850,     58.4,   0.8640,  33.7510,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.8616
164,  61TG20020206,  SR03,4.0,3.0,13.0,13.0,2.0,20020220.0,-63.248,140.015, 3850,     60.0,   0.8620,  33.7540,2.0,  33.7710,2.0,    345.9,2.0,    24.70,2.0,    25.53,2.0,     0.19,2.0,     1.66,2.0,     0.46,2.0,   2146.1,2.0,     0.58,5.0,   0.8595
165,  61TG20020206,  SR03,4.0,3.0,11.0,11.0,2.0,20020220.0,-63.248,140.015, 3850,     79.8,  -0.4890,  34.1980,2.0,  34.2100,2.0,    297.4,2.0,    53.00,2.0,    31.64,2.0,     0.14,2.0,     2.16,2.0,     1.01,2.0,   2209.4,2.0,     0.29,5.0,  -0.4915
166,  61TG20020206,  SR03,4.0,3.0,12.0,12.0,2.0,20020220.0,-63.248,140.015, 3850,     80.4,  -0.4820,  34.1970,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.4845
167,  61TG20020206,  SR03,4.0,3.0,9.0,9.0,2.0,20020220.0,-63.248,140.015, 3850,    100.8,   0.6230,  34.4140,2.0,  34.4290,2.0,    232.7,2.0,    65.20,2.0,    34.34,2.0,     0.12,2.0,     2.25,2.0,     0.34,2.0,   2240.0,2.0,     0.14,5.0,   0.6189
