,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
0,09AR20041223,       I09S,25.0,1.0,24.0,24.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,    10.2,  11.4398,  34.6047,2.0,  34.6048,2.0,    273.5,2.0,   273.5,2.0,    2.44,2.0,    9.37,2.0,    0.77,2.0,   3.279,2.0,   1.811,2.0,   0.384,4.0,  2083.3,6.0,  2293.9,6.0,  11.4385
1,09AR20041223,       I09S,25.0,1.0,23.0,23.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,    10.2,  11.4392,  34.6048,2.0,-999.0000,9.0,    273.5,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  11.4379
2,09AR20041223,       I09S,25.0,1.0,22.0,22.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,    10.2,  11.4386,  34.6053,2.0,-999.0000,9.0,    273.5,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  11.4373
3,09AR20041223,       I09S,25.0,1.0,21.0,21.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,    51.0,  11.0908,  34.5906,2.0,  34.5917,2.0,    275.9,2.0,   275.7,2.0,    2.44,2.0,    9.57,2.0,    0.78,2.0,   3.322,2.0,   1.809,2.0,   0.409,4.0,  2084.3,2.0,  2322.8,4.0,  11.0845
4,09AR20041223,       I09S,25.0,1.0,20.0,20.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,   100.5,   9.2533,  34.5931,2.0,  34.5907,2.0,    274.0,2.0,   274.5,2.0,    4.49,2.0,   12.59,2.0,    1.01,2.0,   3.561,2.0,   1.928,2.0,   0.379,4.0,  2109.2,2.0,  2293.5,2.0,   9.2423
5,09AR20041223,       I09S,25.0,1.0,19.0,19.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,   151.1,   8.9013,  34.5829,2.0,  34.5844,2.0,    267.9,2.0,   268.6,2.0,    5.08,2.0,   14.84,2.0,    1.05,2.0,   3.555,6.0,   1.929,6.0,   0.315,6.0,  2114.1,2.0,  2290.6,2.0,   8.8851
6,09AR20041223,       I09S,25.0,1.0,18.0,18.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,   200.9,   8.4572,  34.5216,2.0,  34.5226,2.0,    269.4,2.0,   270.6,2.0,    5.37,2.0,   16.20,2.0,    1.10,2.0,   3.605,2.0,   1.951,2.0,   0.317,2.0,  2117.6,2.0,  2288.2,2.0,   8.4363
7,09AR20041223,       I09S,25.0,1.0,17.0,6.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,   301.4,   8.0712,  34.4602,2.0,  34.4603,2.0,    269.7,2.0,   271.7,2.0,    5.56,2.0,   16.60,2.0,    1.16,2.0,   3.650,2.0,   1.964,2.0,   0.318,2.0,  2118.3,2.0,  2286.5,2.0,   8.0406
8,09AR20041223,       I09S,25.0,1.0,16.0,16.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,   401.4,   7.6414,  34.4073,2.0,  34.4070,2.0,    265.9,2.0,   260.6,2.0,    7.22,2.0,   18.65,2.0,    1.28,2.0,   3.272,2.0,   1.801,2.0,   0.398,4.0,  2126.4,2.0,  2284.9,2.0,   7.6017
9,09AR20041223,       I09S,25.0,1.0,15.0,15.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,   501.1,   7.3805,  34.4333,2.0,  34.4323,2.0,    231.8,2.0,   232.2,2.0,   11.13,2.0,   21.58,2.0,    1.45,2.0,   3.106,2.0,   1.600,2.0,   0.208,2.0,  2146.2,2.0,  2286.2,2.0,   7.3315
10,09AR20041223,       I09S,25.0,1.0,14.0,14.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,   651.1,   6.1693,  34.3782,2.0,  34.3792,2.0,    216.1,2.0,   217.0,2.0,   17.77,2.0,   26.07,2.0,    1.71,2.0,   2.707,2.0,   1.347,2.0,   0.178,2.0,  2166.1,2.0,  2286.2,2.0,   6.1110
11,09AR20041223,       I09S,25.0,1.0,13.0,13.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,   800.7,   4.9562,  34.3398,2.0,  34.3406,2.0,    210.6,2.0,   211.6,2.0,   25.68,2.0,   28.51,2.0,    1.90,2.0,   2.152,2.0,   1.048,2.0,   0.123,2.0,  2185.8,2.0,  2291.5,2.0,   4.8911
12,09AR20041223,       I09S,25.0,1.0,12.0,12.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,   949.8,   3.9223,  34.3039,2.0,  34.3059,2.0,    212.9,2.0,   214.5,2.0,   33.00,2.0,   30.46,2.0,    2.06,2.0,   2.221,2.0,   1.087,2.0,   0.164,2.0,  2200.7,2.0,  2296.5,2.0,   3.8517
13,09AR20041223,       I09S,25.0,1.0,11.0,11.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  1101.7,   3.5459,  34.3651,2.0,  34.3672,2.0,    196.3,2.0,   197.2,2.0,   43.54,2.0,   32.51,2.0,    2.17,2.0,   1.385,2.0,   0.672,2.0,   0.072,2.0,  2212.9,6.0,  2306.8,6.0,   3.4658
14,09AR20041223,       I09S,25.0,1.0,10.0,10.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  1301.6,   3.0741,  34.4494,2.0,  34.4501,2.0,    181.1,2.0,   181.0,2.0,   56.82,2.0,   33.39,2.0,    2.28,2.0,   0.699,2.0,   0.349,2.0,   0.041,2.0,  2233.0,2.0,  2319.5,2.0,   2.9820
15,09AR20041223,       I09S,25.0,1.0,9.0,9.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  1503.6,   2.7539,  34.5401,2.0,  34.5411,2.0,    175.5,2.0,   174.7,2.0,   65.50,2.0,   33.29,2.0,    2.28,2.0,   0.466,6.0,   0.232,6.0,   0.023,6.0,  2245.1,2.0,  2327.3,2.0,   2.6487
16,09AR20041223,       I09S,25.0,1.0,8.0,108.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  1700.0,   2.5956,  34.6114,2.0,  34.6115,2.0,    174.6,2.0,   173.8,2.0,   70.77,2.0,   32.60,2.0,    2.24,2.0,   0.264,2.0,   0.124,2.0,   0.030,2.0,  2204.2,4.0,  2335.2,2.0,   2.4759
17,09AR20041223,       I09S,25.0,1.0,7.0,107.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  2101.1,   2.3489,  34.7143,2.0,  34.7153,2.0,    184.3,2.0,   184.1,2.0,   76.91,2.0,   31.43,2.0,    2.12,2.0,   0.107,2.0,   0.053,2.0,   0.013,2.0,  2248.6,2.0,  2347.7,2.0,   2.1981
18,09AR20041223,       I09S,25.0,1.0,6.0,117.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  2500.6,   2.0461,  34.7497,2.0,  34.7518,2.0,    193.0,2.0,   193.7,2.0,   84.33,2.0,   29.87,2.0,    2.07,2.0,   0.052,2.0,   0.026,2.0,   0.012,2.0,  2247.8,2.0,  2349.8,2.0,   1.8645
19,09AR20041223,       I09S,25.0,1.0,5.0,105.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  2851.1,   1.7010,  34.7472,2.0,  34.7472,2.0,    198.3,2.0,   198.0,2.0,   94.48,2.0,   30.06,2.0,    2.10,2.0,   0.047,2.0,   0.018,2.0,   0.010,2.0,  2250.7,2.0,  2355.4,2.0,   1.4936
20,09AR20041223,       I09S,25.0,1.0,4.0,104.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  3300.2,   1.2879,  34.7302,2.0,  34.7310,2.0,    203.7,2.0,   202.9,2.0,  106.68,2.0,   30.94,2.0,    2.15,2.0,   0.069,2.0,   0.033,2.0,   0.016,2.0,  2256.0,2.0,  2359.7,2.0,   1.0467
21,09AR20041223,       I09S,25.0,1.0,3.0,103.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  3700.7,   1.0216,  34.7166,2.0,  34.7162,2.0,    208.0,2.0,   207.0,2.0,  115.18,2.0,   31.92,2.0,    2.18,2.0,   0.137,2.0,   0.065,2.0,   0.019,2.0,  2259.1,2.0,  2359.7,2.0,   0.7471
22,09AR20041223,       I09S,25.0,1.0,2.0,102.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  4000.8,   0.9356,  34.7113,2.0,  34.7117,2.0,    209.7,2.0,   209.3,2.0,  118.69,2.0,   31.33,2.0,    2.19,2.0,   0.148,6.0,   0.074,6.0,   0.019,6.0,  2261.8,2.0,  2362.7,2.0,   0.6323
23,09AR20041223,       I09S,25.0,1.0,1.0,101.0,2.0,20050101.0,1224.0,-45.0073,114.9878,       4188,  4309.7,   0.9218,  34.7091,2.0,  34.7118,2.0,    211.0,2.0,   210.9,2.0,  118.79,2.0,   31.43,2.0,    2.25,2.0,   0.144,2.0,   0.068,2.0,   0.019,2.0,  2262.7,6.0,  2367.7,6.0,   0.5857
24,09AR20041223,       I09S,26.0,1.0,24.0,24.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,    10.4,  11.4364,  34.6484,2.0,  34.6483,2.0,    272.5,2.0,   272.3,2.0,    2.15,2.0,    9.08,2.0,    0.72,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  11.4351
25,09AR20041223,       I09S,26.0,1.0,23.0,23.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,    10.3,  11.4374,  34.6484,2.0,-999.0000,9.0,    272.5,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  11.4361
26,09AR20041223,       I09S,26.0,1.0,22.0,22.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,    10.4,  11.4378,  34.6483,2.0,-999.0000,9.0,    272.5,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  11.4365
27,09AR20041223,       I09S,26.0,1.0,21.0,21.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,    50.9,  10.8754,  34.6830,2.0,  34.6844,2.0,    274.8,2.0,   276.1,2.0,    2.34,2.0,    9.27,2.0,    0.73,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  10.8692
28,09AR20041223,       I09S,26.0,1.0,20.0,20.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,    81.0,   9.6246,  34.6445,2.0,  34.6491,2.0,    274.6,2.0,   275.9,2.0,    3.03,2.0,   11.42,2.0,    0.91,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   9.6155
29,09AR20041223,       I09S,26.0,1.0,19.0,19.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,   140.3,   9.6345,  34.7143,2.0,  34.7196,2.0,    268.6,2.0,   267.8,2.0,    4.49,2.0,   12.79,2.0,    0.92,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   9.6187
30,09AR20041223,       I09S,26.0,1.0,18.0,18.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,   200.2,   9.5525,  34.7145,2.0,  34.7215,2.0,    267.9,2.0,   268.4,2.0,    4.49,2.0,   12.98,2.0,    0.92,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   9.5300
31,09AR20041223,       I09S,26.0,1.0,17.0,6.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,   301.9,   9.4350,  34.6959,2.0,  34.7035,2.0,    265.7,2.0,   266.0,2.0,    4.49,2.0,   13.27,2.0,    0.95,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   9.4012
32,09AR20041223,       I09S,26.0,1.0,16.0,16.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,   401.0,   8.9595,  34.6086,2.0,  34.6138,2.0,    264.4,2.0,   264.5,2.0,    5.08,2.0,   14.84,2.0,    1.03,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.9158
33,09AR20041223,       I09S,26.0,1.0,15.0,15.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,   502.4,   8.6207,  34.5677,2.0,  34.5728,2.0,    252.6,2.0,   251.2,2.0,    6.44,2.0,   16.99,2.0,    1.16,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   8.5669
34,09AR20041223,       I09S,26.0,1.0,14.0,14.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,   651.2,   7.5417,  34.4830,2.0,  34.4846,2.0,    220.9,2.0,   219.2,2.0,   12.69,2.0,   22.26,2.0,    1.48,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   7.4766
35,09AR20041223,       I09S,26.0,1.0,13.0,13.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,   800.4,   5.8334,  34.3719,2.0,  34.3731,2.0,    212.5,2.0,   213.3,2.0,   20.11,2.0,   26.75,2.0,    1.78,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   5.7630
36,09AR20041223,       I09S,26.0,1.0,12.0,12.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,   951.4,   4.5869,  34.3241,2.0,  34.3257,2.0,    212.7,2.0,   212.7,2.0,   28.22,2.0,   30.75,2.0,    1.91,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   4.5112
37,09AR20041223,       I09S,26.0,1.0,11.0,11.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  1099.6,   3.8675,  34.3475,2.0,  34.3482,2.0,    201.1,2.0,   202.2,2.0,   38.08,2.0,   31.34,2.0,    2.08,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   3.7849
38,09AR20041223,       I09S,26.0,1.0,10.0,10.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  1300.3,   3.2134,  34.4174,2.0,  34.4184,2.0,    186.1,2.0,   186.7,2.0,   52.13,2.0,   33.39,2.0,    2.21,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   3.1201
39,09AR20041223,       I09S,26.0,1.0,9.0,9.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  1498.9,   2.8412,  34.5056,2.0,  34.5070,2.0,    176.5,2.0,   177.0,2.0,   62.28,2.0,   33.87,2.0,    2.24,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.7354
40,09AR20041223,       I09S,26.0,1.0,8.0,108.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  1701.7,   2.6408,  34.5919,2.0,  34.5919,2.0,    172.4,2.0,   173.2,2.0,   69.99,2.0,   32.99,2.0,    2.24,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.5204
41,09AR20041223,       I09S,26.0,1.0,7.0,107.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  2051.1,   2.4159,  34.6958,2.0,  34.6954,2.0,    178.5,2.0,   178.4,2.0,   77.60,2.0,   31.53,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.2685
42,09AR20041223,       I09S,26.0,1.0,6.0,117.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  2400.3,   2.1813,  34.7436,2.0,  34.7439,2.0,    191.6,2.0,   192.1,2.0,   80.04,2.0,   30.06,2.0,    2.03,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   2.0064
43,09AR20041223,       I09S,26.0,1.0,5.0,105.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  2801.6,   1.7769,  34.7490,2.0,  34.7494,2.0,    197.3,2.0,   197.6,2.0,   91.65,2.0,   30.06,2.0,    2.05,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.5726
44,09AR20041223,       I09S,26.0,1.0,4.0,104.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  3200.7,   1.3530,  34.7334,2.0,  34.7329,2.0,    202.4,2.0,   202.2,2.0,  104.54,2.0,   30.94,2.0,    2.11,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.1199
45,09AR20041223,       I09S,26.0,1.0,3.0,103.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  3601.4,   1.0638,  34.7190,2.0,  34.7184,2.0,    206.5,2.0,   206.7,2.0,  114.10,2.0,   31.72,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.7983
46,09AR20041223,       I09S,26.0,1.0,2.0,102.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  4002.3,   0.9389,  34.7115,2.0,  34.7109,2.0,    208.6,2.0,   208.7,2.0,  118.30,2.0,   31.33,2.0,    2.18,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.6354
47,09AR20041223,       I09S,26.0,1.0,1.0,101.0,2.0,20050101.0,1832.0,-45.5008,114.9962,       4164,  4240.6,   0.9307,  34.7098,2.0,  34.7098,2.0,    208.8,2.0,   208.6,2.0,  120.45,2.0,   31.43,2.0,    2.18,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.6019
48,09AR20041223,       I09S,27.0,1.0,24.0,24.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,     8.8,  11.3452,  34.6838,2.0,  34.6837,2.0,    272.7,2.0,   274.3,2.0,    2.15,2.0,    8.98,2.0,    0.70,2.0,   3.291,2.0,   1.757,2.0,   0.487,4.0,  2082.8,6.0,  2296.5,2.0,  11.3441
49,09AR20041223,       I09S,27.0,1.0,23.0,23.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,     8.7,  11.3454,  34.6838,2.0,-999.0000,9.0,    272.7,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  11.3443
50,09AR20041223,       I09S,27.0,1.0,22.0,22.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,     8.5,  11.3521,  34.6838,2.0,-999.0000,9.0,    272.7,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  11.3510
51,09AR20041223,       I09S,27.0,1.0,21.0,21.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,    49.6,  11.0018,  34.6847,2.0,  34.6899,2.0,    276.5,2.0,   276.6,2.0,    2.44,2.0,    9.37,2.0,    0.74,2.0,   3.357,2.0,   1.797,2.0,   0.402,4.0,  2087.4,2.0,  2296.3,2.0,  10.9957
52,09AR20041223,       I09S,27.0,1.0,20.0,20.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,   101.0,   9.5262,  34.6850,2.0,  34.6852,2.0,    270.4,2.0,   268.6,2.0,    4.29,2.0,   12.98,2.0,    0.93,2.0,   3.518,2.0,   1.883,2.0,   0.298,2.0,  2110.4,2.0,  2295.0,2.0,   9.5149
53,09AR20041223,       I09S,27.0,1.0,19.0,19.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,   150.2,   9.4641,  34.6917,2.0,  34.6911,2.0,    268.6,2.0,   268.5,2.0,    4.39,2.0,   13.08,2.0,    0.93,2.0,   3.493,6.0,   1.880,6.0,   0.274,6.0,  2110.0,2.0,  2299.7,2.0,   9.4474
54,09AR20041223,       I09S,27.0,1.0,18.0,18.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,   201.3,   9.4144,  34.6883,2.0,  34.6888,2.0,    270.5,2.0,   271.1,2.0,    4.69,2.0,   13.18,2.0,    0.94,2.0,   3.563,2.0,   1.890,2.0,   0.282,2.0,  2110.0,2.0,  2294.9,2.0,   9.3920
55,09AR20041223,       I09S,27.0,1.0,17.0,6.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,   305.8,   9.3640,  34.6882,2.0,  34.6882,2.0,    267.6,2.0,   268.6,2.0,    4.49,2.0,   13.37,2.0,    0.97,2.0,   3.642,2.0,   1.935,2.0,   0.270,2.0,  2111.4,2.0,  2293.2,2.0,   9.3299
56,09AR20041223,       I09S,27.0,1.0,16.0,16.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,   401.4,   9.3497,  34.6873,2.0,  34.6880,2.0,    266.5,2.0,   267.0,2.0,    4.49,2.0,   13.37,2.0,    0.96,2.0,   3.585,2.0,   1.924,2.0,   0.318,2.0,  2112.4,2.0,  2293.4,2.0,   9.3047
57,09AR20041223,       I09S,27.0,1.0,15.0,15.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,   499.6,   8.8864,  34.6027,2.0,  34.6030,2.0,    262.4,2.0,   262.4,2.0,    5.17,2.0,   15.13,2.0,    1.06,2.0,   3.576,2.0,   1.904,2.0,   0.280,2.0,  2117.0,2.0,  2290.6,2.0,   8.8319
58,09AR20041223,       I09S,27.0,1.0,14.0,14.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,   651.3,   8.0135,  34.4902,2.0,  34.4907,2.0,    238.7,2.0,   241.6,2.0,    8.40,2.0,   20.31,2.0,    1.30,2.0,   3.331,2.0,   1.730,2.0,   0.226,2.0,  2135.0,2.0,  2286.6,2.0,   7.9461
59,09AR20041223,       I09S,27.0,1.0,13.0,13.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,   801.6,   6.7732,  34.4324,2.0,  34.4356,2.0,    209.4,2.0,   210.2,2.0,   15.91,2.0,   24.70,2.0,    1.63,2.0,   2.465,2.0,   1.228,2.0,   0.136,2.0,  2162.6,2.0,  2287.0,2.0,   6.6969
60,09AR20041223,       I09S,27.0,1.0,12.0,12.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,   950.0,   5.1063,  34.3471,2.0,  34.3476,2.0,    208.6,2.0,   210.2,2.0,   24.99,2.0,   28.51,2.0,    1.94,2.0,-999.000,5.0,-999.000,5.0,-999.000,5.0,  2182.7,2.0,  2298.0,2.0,   5.0270
61,09AR20041223,       I09S,27.0,1.0,11.0,11.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  1049.5,   4.3733,  34.3345,2.0,  34.3353,2.0,    207.9,2.0,   207.9,2.0,   32.12,2.0,   30.46,2.0,    1.99,2.0,   1.843,2.0,   0.889,2.0,   0.125,2.0,  2194.3,6.0,  2295.4,6.0,   4.2908
62,09AR20041223,       I09S,27.0,1.0,10.0,10.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  1300.4,   3.3216,  34.3963,2.0,  34.3966,2.0,    191.2,2.0,   191.1,2.0,   48.81,2.0,   32.61,2.0,    2.21,2.0,   1.141,2.0,   0.533,2.0,   0.076,2.0,  2222.1,2.0,  2310.7,2.0,   3.2273
63,09AR20041223,       I09S,27.0,1.0,9.0,9.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  1548.4,   2.8412,  34.5080,2.0,  34.5089,2.0,    176.3,2.0,   176.3,2.0,   63.36,2.0,   33.58,2.0,    2.27,2.0,   0.524,2.0,   0.247,2.0,   0.042,2.0,  2243.4,2.0,  2325.9,2.0,   2.7313
64,09AR20041223,       I09S,27.0,1.0,8.0,108.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  1801.8,   2.6051,  34.6118,2.0,  34.6117,2.0,    173.0,2.0,   172.7,2.0,   71.84,2.0,   33.87,2.0,    2.25,2.0,   0.220,2.0,   0.100,2.0,   0.021,2.0,  2250.8,2.0,  2342.6,2.0,   2.4767
65,09AR20041223,       I09S,27.0,1.0,7.0,107.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  2049.3,   2.4363,  34.6890,2.0,  34.6890,2.0,    180.7,2.0,   180.5,2.0,   74.77,2.0,   31.53,2.0,    2.15,2.0,   0.145,2.0,   0.059,2.0,   0.011,2.0,  2248.7,2.0,  2341.5,2.0,   2.2887
66,09AR20041223,       I09S,27.0,1.0,6.0,117.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  2398.5,   2.2192,  34.7387,2.0,  34.7392,2.0,    190.2,2.0,   189.1,2.0,   79.45,2.0,   30.26,2.0,    2.07,2.0,   0.058,2.0,   0.033,2.0,   0.015,2.0,  2247.6,2.0,  2346.4,2.0,   2.0438
67,09AR20041223,       I09S,27.0,1.0,5.0,105.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  2802.2,   1.8284,  34.7499,2.0,  34.7498,2.0,    196.7,2.0,   196.5,2.0,   91.26,2.0,   30.16,2.0,    2.07,2.0,   0.043,2.0,   0.020,2.0,   0.011,2.0,  2251.6,2.0,  2357.7,2.0,   1.6230
68,09AR20041223,       I09S,27.0,1.0,4.0,104.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  3200.2,   1.4281,  34.7364,2.0,  34.7363,2.0,    201.6,2.0,   201.3,2.0,  103.07,2.0,   30.65,2.0,    2.12,2.0,   0.048,2.0,   0.031,2.0,   0.018,2.0,  2251.5,2.0,  2360.7,2.0,   1.1933
69,09AR20041223,       I09S,27.0,1.0,3.0,103.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  3600.6,   1.1171,  34.7214,2.0,  34.7210,2.0,    205.6,2.0,   205.4,2.0,  112.64,2.0,   31.33,2.0,    2.17,2.0,   0.106,2.0,   0.052,2.0,   0.008,2.0,  2258.1,2.0,  2360.9,2.0,   0.8502
70,09AR20041223,       I09S,27.0,1.0,2.0,102.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  4000.1,   0.9861,  34.7135,2.0,  34.7131,2.0,    208.5,2.0,   208.1,2.0,  117.32,2.0,   31.33,2.0,    2.18,2.0,   0.148,2.0,   0.070,6.0,   0.009,6.0,  2260.4,2.0,  2366.1,2.0,   0.6815
71,09AR20041223,       I09S,27.0,1.0,1.0,101.0,2.0,20050102.0,45.0,-46.0198,115.043,       4119,  4243.3,   0.9510,  34.7107,2.0,  34.7113,2.0,    209.7,2.0,   209.6,2.0,  118.59,2.0,   31.53,2.0,    2.18,2.0,   0.151,2.0,   0.067,2.0,   0.005,2.0,  2261.7,6.0,  2363.3,6.0,   0.6213
