,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
1746,09AR20041223,       I09S,97.0,1.0,6.0,117.0,2.0,20050131.0,204.0,-62.194,81.2858,       1732,  1001.4,   1.4958,  34.7456,2.0,  34.7455,2.0,    199.5,2.0,   199.8,2.0,   93.99,2.0,   30.35,2.0,    2.05,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.4393
1747,09AR20041223,       I09S,97.0,1.0,5.0,105.0,2.0,20050131.0,204.0,-62.194,81.2858,       1732,  1100.0,   1.3985,  34.7425,2.0,  34.7433,2.0,    201.1,2.0,   201.3,2.0,   97.02,2.0,   30.55,2.0,    2.06,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.3364
1748,09AR20041223,       I09S,97.0,1.0,4.0,104.0,2.0,20050131.0,204.0,-62.194,81.2858,       1732,  1300.7,   1.1879,  34.7331,2.0,  34.7329,2.0,    203.4,2.0,   203.1,2.0,  103.36,2.0,   30.75,2.0,    2.09,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.1145
1749,09AR20041223,       I09S,97.0,1.0,3.0,103.0,2.0,20050131.0,204.0,-62.194,81.2858,       1732,  1500.7,   0.9255,  34.7188,2.0,  34.7178,2.0,    205.4,2.0,   204.8,2.0,  112.35,2.0,   31.23,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.8414
1750,09AR20041223,       I09S,97.0,1.0,2.0,102.0,2.0,20050131.0,204.0,-62.194,81.2858,       1732,  1691.6,   0.6508,  34.7039,2.0,  34.7037,2.0,    208.2,2.0,   207.9,2.0,  123.96,2.0,   31.82,2.0,    2.19,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.5570
1751,09AR20041223,       I09S,97.0,1.0,1.0,101.0,2.0,20050131.0,204.0,-62.194,81.2858,       1732,  1716.8,   0.5538,  34.6989,2.0,  34.6990,2.0,    208.8,2.0,   210.1,2.0,  130.99,2.0,   32.11,2.0,    2.22,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.4596
1752,09AR20041223,       I09S,98.0,1.0,24.0,24.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,    10.1,   0.8935,  33.7972,2.0,  33.8048,2.0,    339.4,2.0,   340.9,2.0,   36.33,2.0,   25.69,2.0,    1.60,2.0,   5.510,2.0,   2.816,2.0,   0.498,2.0,  2153.4,6.0,  2287.7,6.0,   0.8931
1753,09AR20041223,       I09S,98.0,1.0,23.0,23.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,    40.4,   0.4291,  33.8652,2.0,  33.8761,2.0,    330.7,2.0,   329.8,2.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.4276
1754,09AR20041223,       I09S,98.0,1.0,22.0,22.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,    40.4,   0.4457,  33.8624,2.0,-999.0000,9.0,    330.7,2.0,  -999.0,9.0,   40.82,2.0,   26.86,2.0,    1.74,2.0,   5.290,2.0,   2.708,2.0,   0.478,2.0,  2166.5,2.0,  2291.2,2.0,   0.4442
1755,09AR20041223,       I09S,98.0,1.0,21.0,21.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,    75.9,  -0.5020,  34.1166,2.0,  34.1453,2.0,    278.0,2.0,   278.1,2.0,   58.78,2.0,   31.05,2.0,    2.08,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2210.4,2.0,  2307.7,2.0,  -0.5043
1756,09AR20041223,       I09S,98.0,1.0,20.0,20.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,   149.9,   1.1458,  34.4915,2.0,  34.5169,2.0,    186.9,2.0,   189.1,2.0,   78.98,2.0,   34.07,2.0,    2.27,2.0,   1.340,2.0,   0.660,2.0,   0.113,2.0,  2252.9,2.0,  2329.4,2.0,   1.1389
1757,09AR20041223,       I09S,98.0,1.0,19.0,19.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,   201.9,   1.8489,  34.6224,2.0,  34.6279,2.0,    172.0,2.0,   171.8,2.0,   83.95,2.0,   33.87,2.0,    2.26,2.0,   0.588,6.0,   0.280,6.0,   0.052,6.0,  2259.7,2.0,  2335.8,2.0,   1.8383
1758,09AR20041223,       I09S,98.0,1.0,18.0,18.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,   299.1,   1.9602,  34.6810,2.0,  34.6823,2.0,    173.9,2.0,   174.6,2.0,   85.41,2.0,   32.99,2.0,    2.20,2.0,   0.350,2.0,   0.161,2.0,   0.023,2.0,  2259.0,2.0,  2343.9,2.0,   1.9440
1759,09AR20041223,       I09S,98.0,1.0,17.0,6.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,   400.3,   1.9331,  34.7067,2.0,  34.7068,2.0,    180.7,2.0,   179.8,2.0,   85.60,2.0,   32.60,2.0,    2.15,2.0,   0.260,2.0,   0.123,2.0,   0.027,2.0,  -999.0,9.0,  -999.0,9.0,   1.9111
1760,09AR20041223,       I09S,98.0,1.0,16.0,16.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,   500.7,   1.8891,  34.7258,2.0,  34.7268,2.0,    185.3,2.0,   184.8,2.0,   86.58,2.0,   31.23,2.0,    2.11,2.0,   0.195,2.0,   0.098,2.0,   0.012,2.0,  2251.7,2.0,  2345.4,2.0,   1.8614
1761,09AR20041223,       I09S,98.0,1.0,15.0,15.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,   601.0,   1.8243,  34.7368,2.0,  34.7369,2.0,    189.4,2.0,   188.9,2.0,   87.36,2.0,   30.84,2.0,    2.08,2.0,   0.166,2.0,   0.080,2.0,   0.008,2.0,  -999.0,9.0,  -999.0,9.0,   1.7908
1762,09AR20041223,       I09S,98.0,1.0,14.0,14.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,   704.0,   1.7435,  34.7435,2.0,  34.7443,2.0,    192.7,2.0,   193.2,2.0,   88.72,2.0,   30.35,2.0,    2.06,2.0,   0.242,3.0,   0.074,2.0,   0.008,2.0,  -999.0,9.0,  -999.0,9.0,   1.7041
1763,09AR20041223,       I09S,98.0,1.0,13.0,13.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,   801.3,   1.6740,  34.7460,2.0,  34.7472,2.0,    195.5,2.0,   195.0,2.0,   90.19,2.0,   30.26,2.0,    2.05,2.0,   0.130,2.0,   0.068,2.0,   0.003,2.0,  2248.5,2.0,  2347.2,2.0,   1.6290
1764,09AR20041223,       I09S,98.0,1.0,12.0,12.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,   901.5,   1.5763,  34.7465,2.0,  34.7471,2.0,    198.2,2.0,   197.4,2.0,   92.43,2.0,   30.06,2.0,    2.04,2.0,   0.120,2.0,   0.068,2.0,   0.005,2.0,  -999.0,9.0,  -999.0,9.0,   1.5256
1765,09AR20041223,       I09S,98.0,1.0,11.0,11.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1000.9,   1.4851,  34.7452,2.0,  34.7459,2.0,    200.2,2.0,   199.5,2.0,   94.77,2.0,   30.26,2.0,    2.05,2.0,   0.110,2.0,   0.057,2.0,   0.006,2.0,  -999.0,9.0,  -999.0,9.0,   1.4287
1766,09AR20041223,       I09S,98.0,1.0,10.0,10.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1100.8,   1.4007,  34.7426,2.0,  34.7427,2.0,    201.2,2.0,   200.8,2.0,   97.02,2.0,   30.35,2.0,    2.06,2.0,   0.104,2.0,   0.053,2.0,   0.001,2.0,  2249.7,2.0,  2351.8,2.0,   1.3385
1767,09AR20041223,       I09S,98.0,1.0,9.0,9.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1201.3,   1.3170,  34.7393,2.0,  34.7392,2.0,    202.4,2.0,   202.1,2.0,   98.78,2.0,   30.35,2.0,    2.07,2.0,   0.109,6.0,   0.053,6.0,   0.002,6.0,  -999.0,9.0,  -999.0,9.0,   1.2489
1768,09AR20041223,       I09S,98.0,1.0,8.0,108.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1301.1,   1.1882,  34.7331,2.0,  34.7329,2.0,    203.1,2.0,   203.1,2.0,  102.49,2.0,   30.36,2.0,    2.09,2.0,   0.110,2.0,   0.056,2.0,   0.012,2.0,  -999.0,9.0,  -999.0,9.0,   1.1147
1769,09AR20041223,       I09S,98.0,1.0,7.0,107.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1401.0,   1.0651,  34.7265,2.0,  34.7262,2.0,    203.6,2.0,   203.3,2.0,  106.98,2.0,   30.94,2.0,    2.11,2.0,   0.102,2.0,   0.046,2.0,   0.006,2.0,  2255.7,2.0,  2356.6,2.0,   0.9862
1770,09AR20041223,       I09S,98.0,1.0,6.0,117.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1501.4,   0.9073,  34.7178,2.0,  34.7184,2.0,    204.8,2.0,   205.0,2.0,  112.54,2.0,   31.14,2.0,    2.14,2.0,   0.111,2.0,   0.052,2.0,-999.000,5.0,  -999.0,9.0,  -999.0,9.0,   0.8234
1771,09AR20041223,       I09S,98.0,1.0,5.0,105.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1601.1,   0.8154,  34.7127,2.0,  34.7129,2.0,    206.0,2.0,   206.1,2.0,  115.66,2.0,   31.23,2.0,    2.16,2.0,   0.099,2.0,   0.054,2.0,   0.001,2.0,  2257.2,2.0,  2357.4,2.0,   0.7258
1772,09AR20041223,       I09S,98.0,1.0,4.0,104.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1701.1,   0.7351,  34.7081,2.0,  34.7084,2.0,    207.3,2.0,   206.9,2.0,  118.69,2.0,   31.62,2.0,    2.17,2.0,   0.105,2.0,   0.053,2.0,   0.000,2.0,  -999.0,9.0,  -999.0,9.0,   0.6395
1773,09AR20041223,       I09S,98.0,1.0,3.0,103.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1801.6,   0.6802,  34.7051,2.0,  34.7052,2.0,    207.6,2.0,   207.3,2.0,  120.64,2.0,   31.43,2.0,    2.18,2.0,   0.102,2.0,   0.051,2.0,   0.001,2.0,  -999.0,9.0,  -999.0,9.0,   0.5783
1774,09AR20041223,       I09S,98.0,1.0,2.0,102.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1900.7,   0.5932,  34.7001,2.0,  34.7011,2.0,    208.9,2.0,   209.3,2.0,  122.99,2.0,   31.82,2.0,    2.19,2.0,   0.096,2.0,   0.055,2.0,   0.006,2.0,  2260.2,2.0,  2357.8,2.0,   0.4854
1775,09AR20041223,       I09S,98.0,1.0,1.0,101.0,2.0,20050131.0,546.0,-62.5583,81.2878,       2021,  1995.8,   0.5491,  34.6977,2.0,  34.6986,2.0,    209.3,2.0,   209.6,2.0,  125.33,2.0,   31.82,2.0,    2.20,2.0,   0.103,2.0,   0.057,2.0,   0.000,2.0,  2260.1,6.0,  2357.2,6.0,   0.4350
1776,09AR20041223,       I09S,99.0,1.0,24.0,24.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,    11.0,   1.0416,  33.8447,2.0,  33.8459,2.0,   -999.0,9.0,   335.2,2.0,   38.29,2.0,   26.57,2.0,    1.71,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.0411
1777,09AR20041223,       I09S,99.0,1.0,23.0,23.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,    47.0,   0.8356,  33.8720,2.0,-999.0000,9.0,    331.0,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.8337
1778,09AR20041223,       I09S,99.0,1.0,22.0,22.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,    47.0,   0.8389,  33.8716,2.0,  33.8695,2.0,    331.0,2.0,   335.6,2.0,   38.68,2.0,   26.66,2.0,    1.72,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.8370
1779,09AR20041223,       I09S,99.0,1.0,21.0,21.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,    80.6,  -0.7261,  34.1113,2.0,  34.1136,2.0,    281.2,2.0,   285.9,2.0,   58.88,2.0,   30.76,2.0,    2.08,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.7284
1780,09AR20041223,       I09S,99.0,1.0,20.0,20.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,   130.8,   0.8185,  34.4150,2.0,  34.4227,2.0,    206.4,2.0,   206.9,2.0,   75.07,2.0,   33.88,2.0,    2.26,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.8129
1781,09AR20041223,       I09S,99.0,1.0,19.0,19.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,   201.3,   1.7851,  34.5881,2.0,  34.5881,2.0,    174.7,2.0,   175.0,2.0,   83.26,2.0,   34.26,2.0,    2.29,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.7747
1782,09AR20041223,       I09S,99.0,1.0,18.0,18.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,   251.0,   1.8843,  34.6284,2.0,  34.6295,2.0,    170.9,2.0,   171.5,2.0,   84.82,2.0,   33.77,2.0,    2.26,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.8710
1783,09AR20041223,       I09S,99.0,1.0,17.0,6.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,   300.9,   1.9492,  34.6624,2.0,  34.6633,2.0,    171.7,2.0,   172.5,2.0,   84.82,2.0,   33.19,2.0,    2.23,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.9329
1784,09AR20041223,       I09S,99.0,1.0,16.0,16.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,   400.3,   1.9565,  34.6963,2.0,  34.6960,2.0,    176.9,2.0,   176.4,2.0,   86.38,2.0,   32.41,2.0,    2.17,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.9345
1785,09AR20041223,       I09S,99.0,1.0,15.0,15.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,   500.6,   1.9101,  34.7177,2.0,  34.7176,2.0,    181.4,2.0,   182.2,2.0,   87.06,2.0,   31.62,2.0,    2.12,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.8823
1786,09AR20041223,       I09S,99.0,1.0,14.0,14.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,   600.6,   1.8611,  34.7322,2.0,  34.7321,2.0,    186.2,2.0,   187.5,2.0,   87.65,2.0,   30.94,2.0,    2.09,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.8275
1787,09AR20041223,       I09S,99.0,1.0,13.0,13.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,   701.3,   1.7785,  34.7394,2.0,  34.7394,2.0,    190.7,2.0,   191.7,2.0,   88.72,2.0,   30.65,2.0,    2.07,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.7391
1788,09AR20041223,       I09S,99.0,1.0,12.0,12.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,   801.3,   1.6850,  34.7417,2.0,  34.7420,2.0,    194.3,2.0,   194.6,2.0,   90.19,2.0,   30.45,2.0,    2.06,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.6399
1789,09AR20041223,       I09S,99.0,1.0,11.0,11.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,   900.3,   1.6279,  34.7460,2.0,  34.7459,2.0,    196.4,2.0,   196.4,2.0,   91.55,2.0,   30.16,2.0,    2.04,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.5769
1790,09AR20041223,       I09S,99.0,1.0,10.0,10.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,  1000.5,   1.5444,  34.7464,2.0,  34.7465,2.0,    198.3,2.0,   198.8,2.0,   93.50,2.0,   30.35,2.0,    2.05,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.4875
1791,09AR20041223,       I09S,99.0,1.0,9.0,9.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,  1101.6,   1.4554,  34.7449,2.0,  34.7443,2.0,    199.9,2.0,   200.5,2.0,   95.85,2.0,   30.35,2.0,    2.05,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.3927
1792,09AR20041223,       I09S,99.0,1.0,8.0,108.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,  1201.4,   1.3578,  34.7411,2.0,  34.7412,2.0,    201.0,2.0,   201.5,2.0,   98.68,2.0,   30.35,2.0,    2.07,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.2893
1793,09AR20041223,       I09S,99.0,1.0,7.0,107.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,  1401.3,   1.1372,  34.7303,2.0,  34.7292,2.0,    202.5,2.0,   203.3,2.0,  105.41,2.0,   30.65,2.0,    2.10,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.0575
1794,09AR20041223,       I09S,99.0,1.0,6.0,117.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,  1600.8,   0.9805,  34.7214,2.0,  34.7210,2.0,    205.1,2.0,   205.2,2.0,  109.12,2.0,   31.04,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.8888
1795,09AR20041223,       I09S,99.0,1.0,5.0,105.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,  1800.7,   0.8182,  34.7119,2.0,  34.7123,2.0,    206.4,2.0,   206.6,2.0,  115.18,2.0,   31.33,2.0,    2.16,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.7144
1796,09AR20041223,       I09S,99.0,1.0,4.0,104.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,  2000.2,   0.6732,  34.7034,2.0,  34.7031,2.0,    208.0,2.0,   207.9,2.0,  119.08,2.0,   31.62,2.0,    2.18,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.5569
1797,09AR20041223,       I09S,99.0,1.0,3.0,103.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,  2252.3,   0.5288,  34.6958,2.0,  34.6941,2.0,    210.5,2.0,   210.3,2.0,  123.86,2.0,   31.92,2.0,    2.20,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.3957
1798,09AR20041223,       I09S,99.0,1.0,2.0,102.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,  2503.5,   0.4270,  34.6902,2.0,  34.6860,2.0,    212.5,2.0,   212.8,2.0,  130.01,2.0,   32.02,2.0,    2.22,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.2759
1799,09AR20041223,       I09S,99.0,1.0,1.0,101.0,2.0,20050131.0,1042.0,-62.7388,81.2033,       2587,  2581.1,   0.4190,  34.6895,2.0,  34.6882,2.0,    212.9,2.0,   212.9,2.0,  130.99,2.0,   32.21,2.0,    2.22,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.2617
1800,09AR20041223,       I09S,100.0,1.0,24.0,24.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,     9.5,   0.9932,  33.8314,2.0,  33.8320,2.0,    333.2,2.0,   333.2,2.0,   33.21,2.0,   25.88,2.0,    1.67,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.9928
1801,09AR20041223,       I09S,100.0,1.0,23.0,23.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,    40.5,   0.3928,  33.8722,2.0,  33.8722,2.0,    327.7,2.0,   327.9,2.0,   37.50,2.0,   26.86,2.0,    1.76,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.3913
1802,09AR20041223,       I09S,100.0,1.0,22.0,22.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,    80.7,  -0.9219,  34.0645,2.0,  34.0592,2.0,    284.7,2.0,   292.2,2.0,   54.98,2.0,   30.76,2.0,    2.07,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,  -0.9241
1803,09AR20041223,       I09S,100.0,1.0,21.0,21.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,   129.9,   0.4835,  34.2934,2.0,  34.2871,2.0,    243.1,2.0,   234.5,2.0,   66.20,2.0,   33.10,2.0,    2.23,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.4783
1804,09AR20041223,       I09S,100.0,1.0,20.0,20.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,   201.2,   1.7673,  34.5225,2.0,  34.5211,2.0,    183.6,2.0,   182.9,2.0,   78.58,2.0,   34.56,2.0,    2.31,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.7569
1805,09AR20041223,       I09S,100.0,1.0,19.0,19.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,   299.3,   1.9679,  34.6062,2.0,  34.6073,2.0,    173.4,2.0,   174.4,2.0,   82.48,2.0,   33.77,2.0,    2.28,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.9517
1806,09AR20041223,       I09S,100.0,1.0,18.0,18.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,   400.7,   2.0182,  34.6546,2.0,  34.6540,2.0,    174.6,2.0,   175.1,2.0,   83.55,2.0,   32.89,2.0,    2.22,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.9960
1807,09AR20041223,       I09S,100.0,1.0,17.0,6.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,   500.8,   2.0153,  34.6891,2.0,  34.6880,2.0,    178.6,2.0,   178.5,2.0,   84.53,2.0,   32.11,2.0,    2.17,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.9871
1808,09AR20041223,       I09S,100.0,1.0,16.0,16.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,   600.1,   1.9795,  34.7127,2.0,  34.7125,2.0,    183.3,2.0,   183.0,2.0,   85.11,2.0,   31.43,2.0,    2.13,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.9453
1809,09AR20041223,       I09S,100.0,1.0,15.0,15.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,   700.0,   1.9316,  34.7291,2.0,  34.7286,2.0,    187.5,2.0,   187.5,2.0,   85.70,2.0,   30.94,2.0,    2.09,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.8914
1810,09AR20041223,       I09S,100.0,1.0,14.0,14.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,   802.8,   1.8749,  34.7402,2.0,  34.7406,2.0,    191.6,2.0,   192.0,2.0,   86.48,2.0,   30.65,2.0,    2.05,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.8285
1811,09AR20041223,       I09S,100.0,1.0,13.0,13.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,   901.7,   1.8057,  34.7452,2.0,  34.7451,2.0,    195.0,2.0,   194.4,2.0,   87.75,2.0,   30.16,2.0,    2.04,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.7533
1812,09AR20041223,       I09S,100.0,1.0,12.0,12.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,   999.6,   1.7254,  34.7476,2.0,  34.7478,2.0,    197.6,2.0,   196.6,2.0,   89.40,2.0,   29.96,2.0,    2.03,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.6672
1813,09AR20041223,       I09S,100.0,1.0,11.0,11.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,  1199.8,   1.5453,  34.7484,2.0,  34.7478,2.0,    201.2,2.0,   201.1,2.0,   92.92,2.0,   29.87,2.0,    2.03,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.4751
1814,09AR20041223,       I09S,100.0,1.0,10.0,10.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,  1400.3,   1.3620,  34.7415,2.0,  34.7416,2.0,    203.1,2.0,   202.8,2.0,   97.99,2.0,   30.26,2.0,    2.05,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.2798
1815,09AR20041223,       I09S,100.0,1.0,9.0,9.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,  1600.7,   1.1579,  34.7307,2.0,  34.7304,2.0,    204.3,2.0,   204.4,2.0,  104.54,2.0,   30.55,2.0,    2.09,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   1.0639
1816,09AR20041223,       I09S,100.0,1.0,8.0,108.0,2.0,20050131.0,1508.0,-63.0057,81.1157,       3291,  1802.1,   0.9821,  34.7208,2.0,  34.7210,2.0,    205.7,2.0,   205.9,2.0,  109.90,2.0,   31.04,2.0,    2.12,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,   0.8758
