,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,SBE35,SBE35_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,DNSSAL,DNSSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,CTDXMISS,CTDXMISSCP,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CHLORA,CHLORA_FLAG_W,PAR,PAR_FLAG_W,SILCAT,SILCAT_FLAG_W,SILUNC,NITRAT,NITRAT_FLAG_W,NRAUNC,NITRIT,NITRIT_FLAG_W,NRIUNC,PHSPHT,PHSPHT_FLAG_W,PHPUNC,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TMP,PH_TOT_FLAG_W,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,CS-134,CS-134_FLAG_W,CS134ER,CS-137,CS-137_FLAG_W,CS137ER
0,  49NZ20121128,  P14S,     8,1.0,0.0,   -999,9.0,20121205.0,0039,-55.4973,172.4603, 5355,   -999.0,9.0,-999.0000,9.0,-999.00000,9.0,-999.0000,9.0,  34.2823,2.0,-999.0000,9.0,  -999.00,9.0,  -999.00,9.0, -999.000,-999.0000,9.0, -999.000,9.0,  -999.00,9.0, -999.000,9.0,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00,  -999.00,9.0,  -999.00, -999.000,9.0, -999.000,9.0, -999.000,9.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
1,  49NZ20121128,  P14S,     8,1.0,36.0, X12J36,2.0,20121205.0,0039,-55.4973,172.4603, 5355,      5.2,2.0,   7.2999,2.0,   7.30012,2.0,  34.2473,2.0,  34.2483,2.0,-999.0000,9.0,   292.32,2.0,   291.71,2.0,   97.976,   0.0818,2.0,    0.240,2.0,  -999.00,9.0,  113.364,2.0,     3.75,2.0,     0.06,    16.91,2.0,     0.03,     0.24,2.0,     0.01,     1.23,2.0,     0.01,    3.832,2.0,    2.225,2.0,    0.356,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
2,  49NZ20121128,  P14S,     8,1.0,35.0, X12J35,2.0,20121205.0,0039,-55.4973,172.4603, 5355,     25.4,2.0,   7.2897,2.0,   7.28997,2.0,  34.2610,2.0,  34.2648,2.0,-999.0000,9.0,   292.30,2.0,   291.65,2.0,   97.999,   0.0809,2.0,    0.250,2.0,  -999.00,9.0,   33.182,2.0,     3.72,2.0,     0.06,    16.84,2.0,     0.03,     0.24,2.0,     0.01,     1.22,2.0,     0.01,    3.838,2.0,    2.231,2.0,    0.360,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
3,  49NZ20121128,  P14S,     8,1.0,34.0, X12J34,2.0,20121205.0,0039,-55.4973,172.4603, 5355,     49.9,2.0,   7.1807,2.0,   7.18070,2.0,  34.2531,2.0,  34.2534,2.0,-999.0000,9.0,   292.42,2.0,   291.86,2.0,   98.208,   0.0723,2.0,    0.320,2.0,  -999.00,9.0,    9.957,2.0,     3.74,2.0,     0.06,    17.11,2.0,     0.03,     0.24,2.0,     0.01,     1.24,2.0,     0.01,    3.854,6.0,    2.242,6.0,    0.366,6.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
4,  49NZ20121128,  P14S,     8,1.0,33.0, X12J33,2.0,20121205.0,0039,-55.4973,172.4603, 5355,     74.6,2.0,   7.3738,2.0,   7.37079,2.0,  34.2982,2.0,  34.3017,2.0,-999.0000,9.0,   288.10,2.0,   287.93,2.0,   98.436,   0.0631,2.0,    0.290,2.0,  -999.00,9.0,    3.440,2.0,     3.78,2.0,     0.06,    16.81,2.0,     0.03,     0.27,2.0,     0.01,     1.23,2.0,     0.01,    3.794,2.0,    2.208,2.0,    0.345,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
5,  49NZ20121128,  P14S,     8,1.0,32.0, X12J32,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    100.8,2.0,   7.4411,2.0,   7.44074,2.0,  34.3442,2.0,  34.3439,2.0,-999.0000,9.0,   282.00,2.0,   281.78,2.0,   99.161,   0.0337,2.0,    0.160,2.0,  -999.00,9.0,    1.197,2.0,     3.94,2.0,     0.06,    17.15,2.0,     0.03,     0.26,2.0,     0.01,     1.24,2.0,     0.01,    3.754,2.0,    2.181,2.0,    0.337,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
6,  49NZ20121128,  P14S,     8,1.0,31.0, X12J31,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    125.6,2.0,   7.3839,2.0,   7.38440,2.0,  34.3375,2.0,  34.3390,2.0,-999.0000,9.0,   281.99,2.0,   281.45,2.0,   99.480,   0.0209,2.0,    0.110,2.0,  -999.00,9.0,    0.552,2.0,     4.03,2.0,     0.06,    17.36,2.0,     0.03,     0.19,2.0,     0.01,     1.25,2.0,     0.01,    3.750,2.0,    2.185,2.0,    0.332,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
7,  49NZ20121128,  P14S,     8,1.0,30.0, X12J30,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    150.7,2.0,   7.2392,2.0,   7.23899,2.0,  34.3157,2.0,  34.3154,2.0,-999.0000,9.0,   281.77,2.0,   281.41,2.0,   99.570,   0.0172,2.0,    0.090,2.0,  -999.00,9.0,    0.244,2.0,     4.23,2.0,     0.06,    17.79,2.0,     0.03,     0.18,2.0,     0.01,     1.28,2.0,     0.01,    3.772,2.0,    2.181,2.0,    0.345,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
8,  49NZ20121128,  P14S,     8,1.0,29.0, X12J29,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    199.8,2.0,   7.7312,2.0,   7.73131,2.0,  34.4194,2.0,  34.4197,2.0,-999.0000,9.0,   279.57,2.0,   279.50,2.0,   99.459,   0.0217,2.0,    0.080,2.0,  -999.00,9.0,    0.027,2.0,     3.95,2.0,     0.06,    16.45,2.0,     0.03,     0.28,2.0,     0.01,     1.20,2.0,     0.01,    3.651,2.0,    2.123,2.0,    0.338,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
9,  49NZ20121128,  P14S,     8,1.0,28.0, X12J28,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    251.9,2.0,   7.2576,2.0,   7.25817,2.0,  34.3371,2.0,  34.3380,2.0,-999.0000,9.0,   277.70,2.0,   277.64,2.0,   99.679,   0.0129,2.0,    0.050,2.0,  -999.00,9.0,    0.000,2.0,     4.68,2.0,     0.06,    18.11,2.0,     0.03,     0.12,2.0,     0.01,     1.30,2.0,     0.01,    3.725,2.0,    2.150,2.0,    0.345,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
