,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,SBE35,SBE35_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,DNSSAL,DNSSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,CTDXMISS,CTDXMISSCP,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CHLORA,CHLORA_FLAG_W,PAR,PAR_FLAG_W,SILCAT,SILCAT_FLAG_W,SILUNC,NITRAT,NITRAT_FLAG_W,NRAUNC,NITRIT,NITRIT_FLAG_W,NRIUNC,PHSPHT,PHSPHT_FLAG_W,PHPUNC,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TMP,PH_TOT_FLAG_W,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,CS-134,CS-134_FLAG_W,CS134ER,CS-137,CS-137_FLAG_W,CS137ER
10,  49NZ20121128,  P14S,     8,1.0,27.0, X12J27,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    330.7,2.0,   7.5134,2.0,   7.51348,2.0,  34.4068,2.0,  34.4074,2.0,-999.0000,9.0,   278.00,2.0,   278.13,2.0,   99.641,   0.0144,2.0,    0.050,2.0,  -999.00,9.0,    0.000,2.0,     4.36,2.0,     0.06,    17.23,2.0,     0.03,     0.07,2.0,     0.01,     1.24,2.0,     0.01,    3.620,2.0,    2.120,2.0,    0.338,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
11,  49NZ20121128,  P14S,     8,1.0,26.0, X12J26,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    431.4,2.0,   6.9718,2.0,   6.97049,2.0,  34.3707,2.0,  34.3706,2.0,-999.0000,9.0,   240.85,2.0,   241.77,2.0,   99.856,   0.0058,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,     9.72,2.0,     0.07,    22.24,2.0,     0.03,     0.01,2.0,     0.01,     1.54,2.0,     0.01,    3.352,2.0,    1.876,2.0,    0.265,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
12,  49NZ20121128,  P14S,     8,1.0,25.0, X12J25,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    533.5,2.0,   6.2360,2.0,   6.23602,2.0,  34.3433,2.0,  34.3428,2.0,-999.0000,9.0,   227.27,2.0,   228.20,2.0,   99.888,   0.0045,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,    14.40,2.0,     0.07,    25.10,2.0,     0.04,     0.01,2.0,     0.01,     1.73,2.0,     0.01,    3.122,2.0,    1.712,2.0,    0.224,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
13,  49NZ20121128,  P14S,     8,1.0,24.0, X12J24,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    631.5,2.0,   5.1620,2.0,   5.15436,2.0,  34.2698,2.0,  34.2728,2.0,-999.0000,9.0,   228.47,2.0,   228.72,2.0,   99.884,   0.0046,2.0,   -0.010,2.0,  -999.00,9.0,    0.000,2.0,    18.66,2.0,     0.08,    27.54,2.0,     0.04,     0.01,2.0,     0.01,     1.89,2.0,     0.01,    3.310,6.0,    1.757,6.0,    0.244,6.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
14,  49NZ20121128,  P14S,     8,1.0,23.0, X12J23,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    731.2,2.0,   4.2183,2.0,   4.21919,2.0,  34.2306,2.0,  34.2301,2.0,-999.0000,9.0,   231.52,2.0,   232.11,2.0,   99.904,   0.0038,2.0,   -0.010,2.0,  -999.00,9.0,    0.000,2.0,    24.14,2.0,     0.08,    29.37,2.0,     0.04,     0.01,2.0,     0.01,     2.02,2.0,     0.01,    3.218,2.0,    1.732,2.0,    0.250,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
15,  49NZ20121128,  P14S,     8,1.0,22.0, X12J22,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    831.1,2.0,   3.9779,2.0,   3.97774,2.0,  34.2840,2.0,  34.2839,2.0,-999.0000,9.0,   217.15,2.0,   217.41,2.0,   99.923,   0.0031,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,    31.20,2.0,     0.09,    30.74,2.0,     0.04,     0.01,2.0,     0.01,     2.11,2.0,     0.01,    2.622,2.0,    1.393,2.0,    0.194,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
16,  49NZ20121128,  P14S,     8,1.0,21.0, X12J21,2.0,20121205.0,0039,-55.4973,172.4603, 5355,    931.9,2.0,   3.3787,2.0,   3.37864,2.0,  34.2863,2.0,  34.2867,2.0,-999.0000,9.0,   214.74,2.0,   214.91,2.0,   99.913,   0.0035,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,    37.55,2.0,     0.09,    32.00,2.0,     0.04,     0.01,2.0,     0.01,     2.20,2.0,     0.01,    2.480,2.0,    1.314,2.0,    0.193,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
17,  49NZ20121128,  P14S,     8,1.0,20.0, X12J20,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   1083.3,2.0,   3.0342,2.0,   3.03414,2.0,  34.3700,2.0,  34.3685,2.0,-999.0000,9.0,   196.58,2.0,   196.87,2.0,   99.925,   0.0030,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,    49.15,2.0,     0.10,    33.39,2.0,     0.05,     0.01,2.0,     0.01,     2.30,2.0,     0.01,    1.764,2.0,    0.926,2.0,    0.135,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
18,  49NZ20121128,  P14S,     8,1.0,19.0, X12J19,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   1330.3,2.0,   2.6691,2.0,   2.66905,2.0,  34.5085,2.0,  34.5084,2.0,-999.0000,9.0,   177.20,2.0,   176.88,2.0,   99.950,   0.0020,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    64.51,2.0,     0.12,    34.20,2.0,     0.05,     0.01,2.0,     0.01,     2.36,2.0,     0.01,    0.875,6.0,    0.444,6.0,    0.073,6.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
19,  49NZ20121128,  P14S,     8,1.0,18.0, X12J18,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   1579.2,2.0,   2.4783,2.0,   2.47836,2.0,  34.6092,2.0,  34.6098,2.0,-999.0000,9.0,   174.22,2.0,   173.93,2.0,   99.940,   0.0024,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    72.05,2.0,     0.12,    33.50,2.0,     0.05,     0.01,2.0,     0.01,     2.31,2.0,     0.01,    0.475,2.0,    0.233,2.0,    0.050,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
20,  49NZ20121128,  P14S,     8,1.0,17.0, X12J17,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   1828.9,2.0,   2.3414,2.0,   2.34140,2.0,  34.6743,2.0,  34.6744,2.0,-999.0000,9.0,   178.36,2.0,   178.17,2.0,   99.959,   0.0016,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    76.29,2.0,     0.13,    32.45,2.0,     0.05,     0.01,2.0,     0.01,     2.24,2.0,     0.01,    0.285,2.0,    0.136,2.0,    0.017,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
21,  49NZ20121128,  P14S,     8,1.0,16.0, X12J16,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   2081.1,2.0,   2.1993,2.0,   2.19934,2.0,  34.7126,2.0,  34.7127,2.0,-999.0000,9.0,   183.82,2.0,   183.68,2.0,   99.961,   0.0016,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    79.98,2.0,     0.13,    31.64,2.0,     0.04,     0.01,2.0,     0.01,     2.18,2.0,     0.01,    0.202,2.0,    0.096,2.0,    0.013,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
22,  49NZ20121128,  P14S,     8,1.0,15.0, X12J15,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   2331.1,2.0,   2.0026,2.0,   2.00259,2.0,  34.7340,2.0,  34.7337,2.0,-999.0000,9.0,   189.82,2.0,   189.59,2.0,   99.984,   0.0006,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    85.29,2.0,     0.14,    31.10,2.0,     0.04,     0.01,2.0,     0.01,     2.15,2.0,     0.01,    0.152,2.0,    0.072,2.0,    0.009,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
23,  49NZ20121128,  P14S,     8,1.0,14.0, X12J14,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   2580.1,2.0,   1.8223,2.0,   1.82213,2.0,  34.7379,2.0,  34.7378,2.0,-999.0000,9.0,   193.82,2.0,   193.50,2.0,   99.969,   0.0012,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    90.16,2.0,     0.14,    31.00,2.0,     0.04,     0.01,2.0,     0.01,     2.14,2.0,     0.01,    0.128,2.0,    0.061,2.0,    0.027,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
24,  49NZ20121128,  P14S,     8,1.0,13.0, X12J13,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   2831.4,2.0,   1.5949,2.0,   1.59496,2.0,  34.7353,2.0,  34.7351,2.0,-999.0000,9.0,   197.46,2.0,   197.08,2.0,   99.973,   0.0011,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,    96.90,2.0,     0.15,    31.19,2.0,     0.04,     0.01,2.0,     0.01,     2.16,2.0,     0.01,    0.125,2.0,    0.057,2.0,    0.009,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
25,  49NZ20121128,  P14S,     8,1.0,12.0, X12J12,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   3080.4,2.0,   1.4278,2.0,   1.42788,2.0,  34.7301,2.0,  34.7298,2.0,-999.0000,9.0,   200.02,2.0,   199.68,2.0,   99.980,   0.0008,2.0,    0.000,2.0,  -999.00,9.0,    0.000,2.0,   101.87,2.0,     0.15,    31.37,2.0,     0.04,     0.01,2.0,     0.01,     2.16,2.0,     0.01,    0.130,2.0,    0.060,2.0,    0.012,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
26,  49NZ20121128,  P14S,     8,1.0,11.0, X12J11,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   3329.8,2.0,   1.2759,2.0,   1.27606,2.0,  34.7240,2.0,  34.7237,2.0,-999.0000,9.0,   202.39,2.0,   201.88,2.0,   99.984,   0.0006,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   106.54,2.0,     0.15,    31.58,2.0,     0.04,     0.00,2.0,     0.01,     2.17,2.0,     0.01,    0.150,2.0,    0.070,2.0,    0.007,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
27,  49NZ20121128,  P14S,     8,1.0,10.0, X12J10,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   3581.1,2.0,   1.1646,2.0,   1.16507,2.0,  34.7185,2.0,  34.7185,2.0,-999.0000,9.0,   204.48,2.0,   203.87,2.0,   99.957,   0.0017,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   109.89,2.0,     0.16,    31.75,2.0,     0.04,     0.01,2.0,     0.01,     2.19,2.0,     0.01,    0.177,2.0,    0.083,2.0,    0.011,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
28,  49NZ20121128,  P14S,     8,1.0,9.0, X12J09,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   3831.6,2.0,   1.0689,2.0,   1.06885,2.0,  34.7135,2.0,  34.7133,2.0,-999.0000,9.0,   206.38,2.0,   205.73,2.0,   99.944,   0.0022,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   113.04,2.0,     0.16,    31.90,2.0,     0.04,     0.01,2.0,     0.01,     2.19,2.0,     0.01,    0.210,2.0,    0.100,2.0,    0.007,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
29,  49NZ20121128,  P14S,     8,1.0,8.0, X12J08,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   4081.0,2.0,   1.0003,2.0,   1.00044,2.0,  34.7094,2.0,  34.7092,2.0,-999.0000,9.0,   207.85,2.0,   207.28,2.0,   99.934,   0.0026,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   115.23,2.0,     0.16,    32.00,2.0,     0.04,     0.00,2.0,     0.01,     2.21,2.0,     0.01,    0.246,6.0,    0.116,6.0,    0.012,6.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
30,  49NZ20121128,  P14S,     8,1.0,7.0, X12J07,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   4331.2,2.0,   0.9550,2.0,   0.95504,2.0,  34.7064,2.0,  34.7066,2.0,-999.0000,9.0,   208.98,2.0,   208.36,2.0,   99.936,   0.0026,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   117.18,2.0,     0.16,    32.09,2.0,     0.05,     0.00,2.0,     0.01,     2.21,2.0,     0.01,    0.273,2.0,    0.130,2.0,    0.008,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
31,  49NZ20121128,  P14S,     8,1.0,6.0, X12J06,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   4531.4,2.0,   0.9333,2.0,   0.93322,2.0,  34.7044,2.0,  34.7048,2.0,-999.0000,9.0,   209.59,2.0,   208.98,2.0,   99.934,   0.0026,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   118.40,2.0,     0.17,    32.14,2.0,     0.05,     0.00,2.0,     0.01,     2.21,2.0,     0.01,    0.289,2.0,    0.139,2.0,    0.017,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
32,  49NZ20121128,  P14S,     8,1.0,5.0, X12J05,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   4832.2,2.0,   0.9150,2.0,   0.91497,2.0,  34.7022,2.0,  34.7023,2.0,-999.0000,9.0,   210.38,2.0,   209.81,2.0,   99.917,   0.0033,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   120.14,2.0,     0.17,    32.22,2.0,     0.05,     0.00,2.0,     0.01,     2.22,2.0,     0.01,    0.322,2.0,    0.153,2.0,    0.017,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
33,  49NZ20121128,  P14S,     8,1.0,4.0, X12J04,2.0,20121205.0,0039,-55.4973,172.4603, 5355,   5080.8,2.0,   0.9093,2.0,   0.90925,2.0,  34.7006,2.0,  34.7007,2.0,-999.0000,9.0,   210.75,2.0,   210.31,2.0,   99.867,   0.0053,2.0,   -0.000,2.0,  -999.00,9.0,    0.000,2.0,   120.92,2.0,     0.17,    32.27,2.0,     0.05,     0.01,2.0,     0.01,     2.22,2.0,     0.01,    0.345,2.0,    0.166,2.0,    0.029,2.0, -999.000,9.0,   -999.0,9.0,   -999.0,9.0,-999.0,     -999,9.0, -999.000,9.0, -999.000,   -999.0,9.0,   -999.0, -999.000,9.0, -999.000, -999.000,9.0, -999.000
