,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,DOC,DOC_FLAG_W,CTDRAW,TRITER,THETA,FUCO,FUCO_FLAG_W,RHAM,RHAM_FLAG_W,ARABA,ARABA_FLAG_W,GALA,GALA_FLAG_W,GLUC,GLUC_FLAG_W,MAN,MAN_FLAG_W,DCNS,DCNS_FLAG_W,BRDU,BRDU_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,HELIER,DELHER
390,33RR20050106,       P16S,69.0,1.0,15.0,15.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  1489.7,   3.2582,  34.4145,2.0,  34.4151,2.0,    186.2,2.0,   187.3,2.0,   53.72,2.0,   33.11,2.0,    0.00,2.0,    2.32,2.0,   1.067,2.0,   0.530,2.0,  -0.002,4.0,  2228.6,2.0,  2316.7,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  39.4713,2.0,  1489.7,-999.000,   3.1487,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.0990,2.0,   0.0650,2.0,   0.0350,2.0,   0.0270,2.0,   0.0169,2.0,   0.0196,2.0,-999.0000, -999.00
391,33RR20050106,       P16S,69.0,1.0,14.0,14.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  1589.7,   3.0407,  34.4550,2.0,  34.4557,2.0,    181.1,2.0,   181.1,2.0,   61.21,2.0,   33.64,2.0,    0.00,2.0,    2.35,2.0,   0.792,2.0,   0.399,2.0,  -0.002,4.0,  2236.7,2.0,  2323.3,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  1589.7,-999.000,   2.9251,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
392,33RR20050106,       P16S,69.0,1.0,13.0,13.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  1691.4,   2.8667,  34.4923,2.0,  34.4926,2.0,    176.8,2.0,   176.8,2.0,   66.69,2.0,   33.86,2.0,    0.00,2.0,    2.37,2.0,   0.655,2.0,   0.321,2.0,  -0.002,4.0,  2244.6,2.0,  2328.9,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  39.5210,2.0,  1691.4,-999.000,   2.7446,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1010,2.0,   0.0670,2.0,   0.0350,2.0,   0.0260,3.0,   0.0178,2.0,   0.0203,2.0,-999.0000, -999.00
393,33RR20050106,       P16S,69.0,1.0,12.0,12.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  1792.6,   2.7023,  34.5340,2.0,  34.5351,2.0,    173.0,2.0,   173.8,2.0,   71.97,2.0,   33.96,2.0,    0.00,2.0,    2.37,2.0,   0.512,2.0,   0.243,2.0,  -0.002,4.0,  2249.3,2.0,  2334.0,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  1792.6,-999.000,   2.5736,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
394,33RR20050106,       P16S,69.0,1.0,11.0,11.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  1994.3,   2.5216,  34.5985,2.0,  34.5977,2.0,    170.6,2.0,   171.0,2.0,   79.28,2.0,   33.62,2.0,    0.00,2.0,    2.35,2.0,   0.317,2.0,   0.144,2.0,  -0.002,4.0,  2256.8,2.0,  2342.4,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  38.6556,2.0,  1994.3,-999.000,   2.3778,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1120,2.0,   0.0750,2.0,   0.0380,2.0,   0.0280,2.0,   0.0169,2.0,   0.0196,2.0,-999.0000, -999.00
395,33RR20050106,       P16S,69.0,1.0,10.0,10.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  2199.4,   2.3872,  34.6497,2.0,  34.6504,2.0,    174.2,2.0,   174.5,2.0,   81.10,2.0,   32.91,2.0,    0.00,2.0,    2.29,2.0,   0.228,2.0,   0.095,2.0,  -0.002,4.0,  2257.2,2.0,  2344.9,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  2199.4,-999.000,   2.2272,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
396,33RR20050106,       P16S,69.0,1.0,9.0,9.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  2452.3,   2.2274,  34.6960,2.0,  34.6964,2.0,    179.1,2.0,   179.6,2.0,   85.58,2.0,   32.03,2.0,    0.00,2.0,    2.23,2.0,   0.131,2.0,   0.062,2.0,  -0.002,4.0,  2256.8,2.0,  2349.3,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  40.5021,2.0,  2452.3,-999.000,   2.0471,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1110,2.0,   0.0750,2.0,   0.0390,2.0,   0.0290,2.0,   0.0164,2.0,   0.0190,2.0,-999.0000, -999.00
397,33RR20050106,       P16S,69.0,1.0,8.0,8.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  2705.9,   2.0881,  34.7265,2.0,  34.7274,2.0,    186.8,2.0,   187.9,2.0,   86.80,2.0,   31.15,2.0,    0.00,2.0,    2.16,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2251.7,2.0,  2349.4,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  2705.9,-999.000,   1.8866,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
398,33RR20050106,       P16S,69.0,1.0,7.0,7.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  2960.4,   1.8902,  34.7351,2.0,  34.7357,2.0,    191.0,2.0,   192.2,2.0,   92.71,2.0,   31.05,2.0,    0.00,2.0,    2.15,2.0,   0.056,6.0,   0.027,6.0,  -0.002,4.0,  2253.5,2.0,  2352.7,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  2960.4,-999.000,   1.6684,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
399,33RR20050106,       P16S,69.0,1.0,6.0,6.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  3214.8,   1.6950,  34.7361,2.0,  34.7368,2.0,    195.1,2.0,   196.0,2.0,   98.43,2.0,   30.99,2.0,    0.00,2.0,    2.15,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2255.4,2.0,  2354.2,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  39.8366,2.0,  3214.8,-999.000,   1.4525,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1090,2.0,   0.0730,2.0,   0.0370,2.0,   0.0270,2.0,   0.0178,2.0,   0.0202,2.0,-999.0000, -999.00
400,33RR20050106,       P16S,69.0,1.0,5.0,5.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  3450.4,   1.4933,  34.7314,2.0,  34.7323,2.0,    197.8,2.0,   198.6,2.0,  104.36,2.0,   31.25,2.0,    0.00,2.0,    2.17,2.0,   0.039,2.0,   0.021,2.0,  -0.002,4.0,  2257.8,2.0,  2358.1,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  3450.4,-999.000,   1.2320,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
401,33RR20050106,       P16S,69.0,1.0,4.0,4.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  3655.1,   1.3428,  34.7260,2.0,  34.7262,2.0,    200.0,2.0,   201.1,2.0,  109.27,2.0,   31.41,2.0,    0.00,2.0,    2.18,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2259.3,2.0,  2358.9,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  39.4742,2.0,  3655.1,-999.000,   1.0645,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1090,2.0,   0.0720,2.0,   0.0370,2.0,   0.0270,2.0,   0.0175,2.0,   0.0200,2.0,-999.0000, -999.00
402,33RR20050106,       P16S,69.0,1.0,3.0,3.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  3857.9,   1.2354,  34.7212,2.0,  34.7215,2.0,    201.3,2.0,   203.0,2.0,  113.57,2.0,   31.62,2.0,    0.00,2.0,    2.20,2.0,   0.025,2.0,   0.027,2.0,  -0.002,4.0,  2261.6,2.0,  2361.8,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  3857.9,-999.000,   0.9388,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
403,33RR20050106,       P16S,69.0,1.0,2.0,2.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  4061.4,   1.1602,  34.7172,2.0,  34.7178,2.0,    202.2,2.0,   203.2,2.0,  117.25,2.0,   31.88,2.0,    0.00,2.0,    2.21,2.0,   0.030,2.0,   0.022,2.0,  -0.002,4.0,  2263.6,2.0,  2364.5,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  4061.4,-999.000,   0.8440,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
404,33RR20050106,       P16S,69.0,1.0,1.0,1.0,2.0,20050130.0,1115.0,-49.9985,-150.0,       4183,  4261.6,   1.1282,  34.7155,2.0,  34.7166,2.0,    202.8,2.0,   203.5,2.0,  119.09,2.0,   31.93,2.0,    0.00,2.0,    2.21,2.0,   0.038,2.0,   0.028,2.0,  -0.002,4.0,  2263.7,6.0,  2366.6,6.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  38.9945,2.0,  4261.6,-999.000,   0.7912,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1080,2.0,   0.0720,2.0,   0.0370,2.0,   0.0270,2.0,   0.0174,2.0,   0.0198,2.0,-999.0000, -999.00
405,33RR20050106,       P16S,70.0,2.0,36.0,36.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,     5.4,  11.0527,  34.5436,2.0,  34.5445,2.0,    268.8,2.0,   269.6,2.0,    0.78,2.0,    7.77,2.0,    0.23,2.0,    0.69,2.0,   3.554,2.0,   2.062,2.0,   0.376,2.0,  2081.3,6.0,  2289.3,6.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,     5.4,-999.000,  11.0520,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
406,33RR20050106,       P16S,70.0,2.0,35.0,35.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,    53.5,  11.0607,  34.5442,2.0,  34.5459,2.0,    269.9,2.0,   269.2,2.0,    0.77,2.0,    7.72,2.0,    0.23,2.0,    0.69,2.0,   3.468,2.0,   2.041,2.0,   0.323,2.0,  2080.1,2.0,  2288.9,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,    53.5,-999.000,  11.0542,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
407,33RR20050106,       P16S,70.0,2.0,34.0,34.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   103.8,   9.4424,  34.6069,2.0,  34.6052,2.0,    264.0,2.0,   265.1,2.0,    2.57,2.0,   11.65,2.0,    0.02,2.0,    0.89,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2106.5,2.0,  2286.9,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   103.8,-999.000,   9.4309,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
408,33RR20050106,       P16S,70.0,2.0,33.0,33.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   153.5,   9.2060,  34.6020,2.0,  34.6025,2.0,    267.1,2.0,   268.2,2.0,    2.56,2.0,   11.71,2.0,    0.01,2.0,    0.89,2.0,   3.758,2.0,   2.197,2.0,   0.324,2.0,  2105.8,2.0,  2287.2,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   153.5,-999.000,   9.1892,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
409,33RR20050106,       P16S,70.0,2.0,32.0,32.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   203.9,   9.1431,  34.6007,2.0,  34.6005,2.0,    268.0,2.0,   268.9,2.0,    2.56,2.0,   11.81,2.0,    0.01,2.0,    0.89,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,5.0,  2291.2,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   203.9,-999.000,   9.1208,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
410,33RR20050106,       P16S,70.0,2.0,31.0,31.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   254.3,   9.0855,  34.6009,2.0,  34.6013,2.0,    266.2,2.0,   267.6,2.0,    2.76,2.0,   12.13,2.0,    0.01,2.0,    0.91,2.0,   3.794,2.0,   2.187,2.0,   0.302,2.0,  2107.3,2.0,  2288.9,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   254.3,-999.000,   9.0578,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
411,33RR20050106,       P16S,70.0,2.0,30.0,30.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   304.1,   8.7651,  34.5633,2.0,  34.5642,2.0,    251.4,2.0,   255.2,2.0,    3.95,2.0,   15.06,2.0,    0.01,2.0,    1.09,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2119.9,2.0,  2286.6,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   304.1,-999.000,   8.7326,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
412,33RR20050106,       P16S,70.0,2.0,29.0,29.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   354.7,   8.3632,  34.5198,2.0,  34.5202,2.0,    243.9,2.0,   244.5,2.0,    4.95,2.0,   17.73,2.0,    0.00,2.0,    1.25,2.0,   3.713,2.0,   2.089,2.0,   0.266,2.0,  2131.0,2.0,  2282.8,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   354.7,-999.000,   8.3262,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
413,33RR20050106,       P16S,70.0,2.0,28.0,28.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   403.9,   7.9978,  34.4764,2.0,  34.4770,2.0,    244.6,2.0,   244.5,2.0,    5.55,2.0,   18.86,2.0,    0.00,2.0,    1.33,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2133.5,2.0,  2282.1,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   403.9,-999.000,   7.9567,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
414,33RR20050106,       P16S,70.0,2.0,27.0,27.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   453.8,   7.7422,  34.4471,2.0,  34.4478,2.0,    246.5,2.0,   248.1,2.0,    5.94,2.0,   19.50,2.0,    0.00,2.0,    1.37,2.0,   3.735,2.0,   2.098,2.0,   0.290,2.0,  2134.3,2.0,  2282.1,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   453.8,-999.000,   7.6968,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
415,33RR20050106,       P16S,70.0,2.0,26.0,26.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   504.8,   7.5652,  34.4303,2.0,  34.4307,2.0,    247.7,2.0,   249.3,2.0,    6.34,2.0,   19.87,2.0,    0.00,2.0,    1.40,2.0,   3.795,2.0,   2.096,2.0,   0.288,2.0,  2135.5,2.0,  2282.8,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   504.8,-999.000,   7.5152,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
416,33RR20050106,       P16S,70.0,2.0,25.0,25.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   603.8,   7.2192,  34.4064,2.0,  34.4078,2.0,    241.4,2.0,   242.2,2.0,    7.94,2.0,   21.38,2.0,    0.00,2.0,    1.50,2.0,   3.466,2.0,   1.930,2.0,   0.229,2.0,  2140.9,2.0,  2281.7,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   603.8,-999.000,   7.1605,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
417,33RR20050106,       P16S,70.0,2.0,24.0,24.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   702.4,   6.7764,  34.3763,2.0,  34.3772,2.0,    235.9,2.0,   236.5,2.0,   10.34,2.0,   22.93,2.0,    0.00,2.0,    1.61,2.0,   3.118,2.0,   1.641,2.0,   0.187,2.0,  2146.9,2.0,  2282.8,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   702.4,-999.000,   6.7101,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
418,33RR20050106,       P16S,70.0,2.0,23.0,23.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   805.7,   6.2569,  34.3566,2.0,  34.3583,2.0,    225.8,2.0,   225.7,2.0,   14.55,2.0,   25.03,2.0,    0.00,2.0,    1.73,2.0,   2.586,2.0,   1.395,2.0,   0.141,2.0,  2158.7,2.0,  2284.1,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   805.7,-999.000,   6.1834,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
419,33RR20050106,       P16S,70.0,2.0,22.0,22.0,2.0,20050130.0,1918.0,-50.4993,-149.9997,       4430,   907.8,   5.6484,  34.3484,2.0,  34.3484,2.0,    216.4,2.0,   215.3,2.0,   20.37,2.0,   27.08,2.0,    0.00,2.0,    1.88,2.0,   2.146,2.0,   1.131,2.0,   0.121,2.0,  2172.0,2.0,  2287.7,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   907.8,-999.000,   5.5691,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
