,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,DOC,DOC_FLAG_W,CTDRAW,TRITER,THETA,FUCO,FUCO_FLAG_W,RHAM,RHAM_FLAG_W,ARABA,ARABA_FLAG_W,GALA,GALA_FLAG_W,GLUC,GLUC_FLAG_W,MAN,MAN_FLAG_W,DCNS,DCNS_FLAG_W,BRDU,BRDU_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,HELIER,DELHER
912,33RR20050106,       P16S,84.0,1.0,8.0,8.0,2.0,20050203.0,1559.0,-57.5007,-150.0013,       3077,  1591.3,   1.4462,  34.7361,2.0,  34.7362,2.0,    196.8,2.0,   197.2,2.0,  100.82,2.0,   30.90,2.0,    0.00,2.0,    2.13,2.0,   0.156,2.0,   0.087,2.0,   0.011,2.0,  -999.0,9.0,  -999.0,9.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  1591.3,-999.000,   1.3493,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
913,33RR20050106,       P16S,84.0,1.0,7.0,7.0,2.0,20050203.0,1559.0,-57.5007,-150.0013,       3077,  1794.3,   1.2987,  34.7313,2.0,  34.7317,2.0,    198.6,2.0,   199.2,2.0,  105.55,2.0,   31.11,2.0,    0.00,2.0,    2.14,2.0,   0.098,2.0,   0.066,2.0,   0.008,2.0,  -999.0,9.0,  -999.0,9.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  1794.3,-999.000,   1.1886,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
914,33RR20050106,       P16S,84.0,1.0,6.0,6.0,2.0,20050203.0,1559.0,-57.5007,-150.0013,       3077,  1996.8,   1.1720,  34.7262,2.0,  34.7270,2.0,    200.2,2.0,   201.3,2.0,  109.87,2.0,   31.27,2.0,    0.00,2.0,    2.15,2.0,   0.086,2.0,   0.062,2.0,   0.007,2.0,  -999.0,9.0,  -999.0,9.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  1996.8,-999.000,   1.0481,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
915,33RR20050106,       P16S,84.0,1.0,5.0,5.0,2.0,20050203.0,1559.0,-57.5007,-150.0013,       3077,  2200.6,   1.0354,  34.7205,2.0,  34.7211,2.0,    202.2,2.0,   203.1,2.0,  114.19,2.0,   31.48,2.0,    0.00,2.0,    2.16,2.0,   0.079,2.0,   0.052,2.0,   0.012,2.0,  -999.0,9.0,  -999.0,9.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  2200.6,-999.000,   0.8976,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
916,33RR20050106,       P16S,84.0,1.0,4.0,4.0,4.0,20050203.0,1559.0,-57.5007,-150.0013,       3077,  2454.4,   0.8766,  34.7131,2.0,-999.0000,9.0,    204.3,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  2454.4,-999.000,   0.7209,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
917,33RR20050106,       P16S,84.0,1.0,3.0,3.0,2.0,20050203.0,1559.0,-57.5007,-150.0013,       3077,  2708.7,   0.8072,  34.7098,2.0,  34.7105,2.0,    205.2,2.0,   205.9,2.0,  125.73,2.0,   31.85,2.0,    0.00,2.0,    2.20,2.0,   0.167,2.0,   0.096,2.0,   0.020,2.0,  -999.0,9.0,  -999.0,9.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  2708.7,-999.000,   0.6313,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
918,33RR20050106,       P16S,84.0,1.0,2.0,2.0,2.0,20050203.0,1559.0,-57.5007,-150.0013,       3077,  2943.2,   0.7659,  34.7075,2.0,  34.7070,2.0,    206.2,2.0,   206.5,2.0,  128.62,2.0,   31.85,2.0,    0.00,2.0,    2.20,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  -999.0,9.0,  -999.0,9.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  2943.2,-999.000,   0.5703,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
919,33RR20050106,       P16S,84.0,1.0,1.0,1.0,2.0,20050203.0,1559.0,-57.5007,-150.0013,       3077,  3062.4,   0.7611,  34.7070,2.0,  34.7075,2.0,    206.2,2.0,   207.6,2.0,  129.24,2.0,   32.07,2.0,    0.00,2.0,    2.21,2.0,   0.161,2.0,   0.088,2.0,   0.017,2.0,  -999.0,9.0,  -999.0,9.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  3062.4,-999.000,   0.5548,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
920,33RR20050106,       P16S,85.0,1.0,31.0,31.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,     3.0,   1.8449,  33.8975,2.0,  33.8991,2.0,    335.9,2.0,   337.2,2.0,   22.51,2.0,   24.61,2.0,    0.27,2.0,    1.61,2.0,   5.722,2.0,   3.213,2.0,   0.646,2.0,  2154.5,6.0,  2290.7,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  43.4191,2.0,     3.0,-999.000,   1.8448,         59,2.0,         65,2.0,         20,2.0,        117,2.0,        150,2.0,        137,2.0,        548,2.0,    0.07,2.0,   0.0750,2.0,   0.0450,2.0,   0.0190,2.0,   0.0130,2.0,   0.0303,2.0,   0.0318,2.0,-999.0000, -999.00
921,33RR20050106,       P16S,85.0,1.0,30.0,30.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,    25.7,   1.8198,  33.8971,2.0,  33.8981,2.0,    337.7,2.0,   338.7,2.0,   22.51,2.0,   24.62,2.0,    0.27,2.0,    1.61,2.0,   5.731,2.0,   3.202,2.0,   0.658,2.0,  2153.4,2.0,  2291.2,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  42.5417,2.0,    25.7,-999.000,   1.8185,         60,2.0,         68,2.0,         87,2.0,        146,2.0,        152,2.0,        166,2.0,        680,2.0,    0.14,2.0,   0.0810,2.0,   0.0500,2.0,   0.0220,2.0,   0.0150,2.0,   0.0274,2.0,   0.0292,2.0,-999.0000, -999.00
922,33RR20050106,       P16S,85.0,1.0,29.0,29.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,    50.7,   1.2499,  33.9053,2.0,  33.9022,2.0,    339.0,2.0,   341.1,2.0,   27.37,2.0,   25.44,2.0,    0.24,2.0,    1.76,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2158.8,2.0,  2290.1,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  44.4330,2.0,    50.7,-999.000,   1.2476,         51,2.0,         48,2.0,         51,2.0,        110,2.0,         97,2.0,        129,2.0,        486,2.0,    0.85,2.0,   0.0770,2.0,   0.0470,2.0,   0.0210,2.0,   0.0150,2.0,   0.0285,2.0,   0.0305,2.0,-999.0000, -999.00
923,33RR20050106,       P16S,85.0,1.0,28.0,28.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,    71.6,  -0.8780,  33.9480,2.0,  33.9477,2.0,    341.0,2.0,   342.6,2.0,   42.89,2.0,   28.75,2.0,    0.19,2.0,    2.08,2.0,   6.183,2.0,   3.376,2.0,   0.681,2.0,  2179.5,2.0,  2289.0,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  40.5704,2.0,    71.6,-999.000,  -0.8799,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,    0.90,2.0,   0.0810,2.0,   0.0490,2.0,   0.0230,2.0,   0.0170,2.0,   0.0275,2.0,   0.0299,2.0,-999.0000, -999.00
924,33RR20050106,       P16S,85.0,1.0,27.0,27.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   102.0,  -0.9399,  34.0072,2.0,  34.0050,2.0,    331.4,2.0,   332.6,2.0,   49.29,2.0,   29.67,2.0,    0.17,2.0,    2.11,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2187.7,2.0,  2293.0,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  39.5549,2.0,   102.0,-999.000,  -0.9426,         29,2.0,         32,2.0,         58,2.0,         64,2.0,         73,2.0,         79,2.0,        335,2.0,    0.66,2.0,   0.0820,2.0,   0.0500,2.0,   0.0240,2.0,   0.0180,2.0,   0.0261,2.0,   0.0286,2.0,-999.0000, -999.00
925,33RR20050106,       P16S,85.0,1.0,26.0,26.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   152.8,   0.8706,  34.2564,2.0,  34.2583,2.0,    263.3,2.0,   240.0,2.0,   54.19,2.0,   33.45,2.0,    0.02,2.0,    2.31,2.0,   3.252,2.0,   1.726,2.0,   0.327,2.0,  2223.8,2.0,  2305.7,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  39.4119,2.0,   152.8,-999.000,   0.8640,         21,2.0,         24,2.0,         65,2.0,         55,2.0,         77,2.0,         47,2.0,        289,2.0,    0.23,2.0,   0.0960,2.0,   0.0610,2.0,   0.0300,2.0,   0.0230,2.0,   0.0212,2.0,   0.0238,2.0,-999.0000, -999.00
926,33RR20050106,       P16S,85.0,1.0,25.0,25.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   203.0,   2.0401,  34.4432,2.0,  34.4455,2.0,    188.7,2.0,   184.0,2.0,   65.75,2.0,   34.90,2.0,    0.01,2.0,    2.41,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2246.9,2.0,  2318.1,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  41.1090,2.0,   203.0,-999.000,   2.0292,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,    0.13,2.0,   0.1050,2.0,   0.0680,2.0,   0.0330,2.0,   0.0250,2.0,   0.0201,2.0,   0.0228,2.0,-999.0000, -999.00
927,33RR20050106,       P16S,85.0,1.0,24.0,24.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   260.4,   2.1841,  34.5156,2.0,  34.5175,2.0,    173.2,2.0,   174.2,2.0,   70.47,2.0,   34.81,2.0,    0.01,2.0,    2.41,2.0,   0.957,2.0,   0.495,2.0,   0.094,2.0,  2252.9,2.0,  2325.1,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  39.9462,2.0,   260.4,-999.000,   2.1697,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,    0.09,2.0,   0.1100,2.0,   0.0720,2.0,   0.0350,2.0,   0.0260,2.0,   0.0193,2.0,   0.0221,2.0,-999.0000, -999.00
928,33RR20050106,       P16S,85.0,1.0,23.0,23.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   310.7,   2.2141,  34.5603,2.0,  34.5600,2.0,    170.7,2.0,   171.3,2.0,   73.70,2.0,   34.45,2.0,    0.01,2.0,    2.38,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2255.4,2.0,  2329.1,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  40.5076,2.0,   310.7,-999.000,   2.1966,         23,2.0,         13,2.0,         17,2.0,         25,2.0,         65,2.0,         42,2.0,        184,2.0, -999.00,9.0,   0.1100,2.0,   0.0720,2.0,   0.0360,2.0,   0.0270,2.0,   0.0184,2.0,   0.0212,2.0,-999.0000, -999.00
929,33RR20050106,       P16S,85.0,1.0,22.0,22.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   360.8,   2.2242,  34.5922,2.0,  34.5918,2.0,    170.1,2.0,   170.8,2.0,   75.00,2.0,   33.99,2.0,    0.00,2.0,    2.36,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2255.3,2.0,  2331.9,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  39.1608,2.0,   360.8,-999.000,   2.2037,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1110,2.0,   0.0720,2.0,   0.0370,2.0,   0.0280,2.0,   0.0173,2.0,   0.0203,2.0,-999.0000, -999.00
930,33RR20050106,       P16S,85.0,1.0,21.0,21.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   411.3,   2.1990,  34.6145,2.0,  34.6118,2.0,    170.8,2.0,   171.6,2.0,   76.08,2.0,   33.69,2.0,    0.00,2.0,    2.33,2.0,   0.581,2.0,   0.300,2.0,   0.055,2.0,  2256.0,2.0,  2333.7,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  38.5932,2.0,   411.3,-999.000,   2.1756,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1140,2.0,   0.0750,2.0,   0.0390,2.0,   0.0290,2.0,   0.0165,2.0,   0.0194,2.0,-999.0000, -999.00
931,33RR20050106,       P16S,85.0,1.0,20.0,20.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   461.9,   2.1820,  34.6380,2.0,  34.6383,2.0,    172.0,2.0,   172.8,2.0,   77.80,2.0,   33.33,2.0,    0.00,2.0,    2.31,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2256.6,2.0,  2334.8,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,   461.9,-999.000,   2.1555,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
932,33RR20050106,       P16S,85.0,1.0,19.0,19.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   512.1,   2.1651,  34.6575,2.0,  34.6568,2.0,    173.2,2.0,   173.9,2.0,   78.46,2.0,   32.97,2.0,    0.00,2.0,    2.28,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2254.9,2.0,  2336.3,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  43.2750,3.0,   512.1,-999.000,   2.1356,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1130,2.0,   0.0740,2.0,   0.0380,2.0,   0.0290,2.0,   0.0166,2.0,   0.0195,2.0,-999.0000, -999.00
933,33RR20050106,       P16S,85.0,1.0,18.0,18.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   613.2,   2.1056,  34.6859,2.0,  34.6853,2.0,    177.0,2.0,   177.3,2.0,   80.62,2.0,   32.31,2.0,    0.00,2.0,    2.24,2.0,   0.313,2.0,   0.156,2.0,   0.023,2.0,  2252.7,2.0,  2338.9,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  39.1769,2.0,   613.2,-999.000,   2.0700,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1130,2.0,   0.0750,2.0,   0.0380,2.0,   0.0280,2.0,   0.0174,2.0,   0.0202,2.0,-999.0000, -999.00
934,33RR20050106,       P16S,85.0,1.0,17.0,17.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   713.8,   2.0526,  34.7089,2.0,  34.7081,2.0,    180.8,2.0,   181.5,2.0,   82.57,2.0,   31.68,2.0,    0.00,2.0,    2.19,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2252.9,2.0,  2341.4,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  39.3119,2.0,   713.8,-999.000,   2.0109,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1120,2.0,   0.0740,2.0,   0.0370,2.0,   0.0270,2.0,   0.0181,2.0,   0.0207,2.0,-999.0000, -999.00
935,33RR20050106,       P16S,85.0,1.0,16.0,16.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   815.1,   1.9094,  34.7168,2.0,  34.7155,2.0,    183.8,2.0,   184.3,2.0,   84.52,2.0,   31.53,2.0,    0.00,2.0,    2.18,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2251.6,2.0,  2343.3,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  38.4158,2.0,   815.1,-999.000,   1.8620,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1090,3.0,   0.0680,3.0,   0.0300,3.0,   0.0240,3.0,   0.0236,3.0,   0.0260,3.0,-999.0000, -999.00
936,33RR20050106,       P16S,85.0,1.0,15.0,15.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,   916.2,   1.8544,  34.7271,2.0,  34.7263,2.0,    186.9,2.0,   187.1,2.0,   86.89,2.0,   31.23,2.0,    0.00,2.0,    2.16,2.0,   0.256,2.0,   0.127,2.0,   0.036,2.0,  2251.0,2.0,  2345.1,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  38.6604,2.0,   916.2,-999.000,   1.8007,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1130,2.0,   0.0750,2.0,   0.0390,2.0,   0.0290,2.0,   0.0164,2.0,   0.0192,2.0,-999.0000, -999.00
937,33RR20050106,       P16S,85.0,1.0,14.0,14.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,  1016.7,   1.7701,  34.7336,2.0,  34.7334,2.0,    189.6,2.0,   190.0,2.0,   89.50,2.0,   31.04,2.0,    0.00,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2252.9,2.0,  2347.3,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  38.6920,2.0,  1016.7,-999.000,   1.7104,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1160,2.0,   0.0790,2.0,   0.0410,2.0,   0.0310,2.0,   0.0153,2.0,   0.0181,2.0,-999.0000, -999.00
938,33RR20050106,       P16S,85.0,1.0,13.0,13.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,  1118.1,   1.6719,  34.7369,2.0,  34.7363,2.0,    192.1,2.0,   192.9,2.0,   92.31,2.0,   30.84,2.0,    0.00,2.0,    2.13,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2250.1,2.0,  2349.2,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  1118.1,-999.000,   1.6062,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
939,33RR20050106,       P16S,85.0,1.0,12.0,12.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,  1218.8,   1.5941,  34.7370,2.0,  34.7365,2.0,    194.0,2.0,   194.8,2.0,   94.92,2.0,   30.90,2.0,    0.00,2.0,    2.13,2.0,   0.215,2.0,   0.104,2.0,   0.017,2.0,  2251.0,6.0,  2350.6,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  41.1134,2.0,  1218.8,-999.000,   1.5222,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1120,2.0,   0.0740,2.0,   0.0380,2.0,   0.0280,2.0,   0.0169,2.0,   0.0196,2.0,-999.0000, -999.00
940,33RR20050106,       P16S,85.0,1.0,11.0,11.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,  1320.0,   1.5025,  34.7362,2.0,  34.7361,2.0,    195.3,2.0,   196.1,2.0,   96.89,2.0,   30.92,2.0,    0.00,2.0,    2.14,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2253.5,2.0,  2352.3,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,-999.0000,9.0,  1320.0,-999.000,   1.4245,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000,9.0,-999.0000, -999.00
941,33RR20050106,       P16S,85.0,1.0,10.0,10.0,2.0,20050203.0,2203.0,-57.9993,-150.0017,       2906,  1421.5,   1.3812,  34.7331,2.0,  34.7324,2.0,    196.7,2.0,   197.7,2.0,  101.01,2.0,   31.04,2.0,    0.00,2.0,    2.15,2.0,-999.000,9.0,-999.000,9.0,-999.000,9.0,  2253.8,2.0,  2354.5,2.0,-999.000,9.0,-999.0000,9.0, -999.00,9.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,-999.000,  41.1825,2.0,  1421.5,-999.000,   1.2973,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0,     -999.0,9.0, -999.00,9.0,   0.1100,2.0,   0.0730,2.0,   0.0370,2.0,   0.0280,2.0,   0.0173,2.0,   0.0199,2.0,-999.0000, -999.00
