,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,DON,DON_FLAG_W,TOC,TOC_FLAG_W,N2O,N2O_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,PH_TMP,REFTMP,REFTMP_FLAG_W,CTDBACKSCATTER,CTDBACKSCATTER_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W
0,325020190403,       I06S,1.0,1.0,1.0,1.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   521.9,   0.7212,  34.6511,2.0,  34.6535,2.0,    210.7,2.0,   210.9,2.0,    96.2,2.0,   32.03,2.0,    0.00,2.0,    2.23,2.0,   1.111,2.0,   0.607,2.0,   0.6395,2.0,  2252.1,6.0, 2348.73,2.0,7.5811,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    21.4703,3.0,20190416.0,907.0,-68.3422,31.535,      24.99,     0.7209,2.0,      0.145,1.0,      0.063,1.0,      4.649,1.0
1,325020190403,       I06S,1.0,1.0,2.0,2.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   505.2,   0.7198,  34.6499,2.0,  34.6525,2.0,    210.9,2.0,   211.0,2.0,    95.9,2.0,   32.02,2.0,    0.00,2.0,    2.22,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,910.0,-68.3422,31.535,     -999.0,     0.7193,2.0,      0.146,1.0,      0.062,1.0,      4.649,1.0
2,325020190403,       I06S,1.0,1.0,3.0,3.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   490.6,   0.7192,  34.6494,2.0,  34.6523,2.0,    210.9,2.0,   211.0,2.0,    95.7,2.0,   31.94,2.0,    0.00,2.0,    2.22,2.0,   1.159,2.0,   0.641,2.0,   0.6630,2.0,  2250.7,2.0, 2346.14,2.0,7.5831,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    22.6007,3.0,20190416.0,911.0,-68.3422,31.535,      25.01,     0.7187,2.0,      0.150,1.0,      0.063,1.0,      4.646,1.0
3,325020190403,       I06S,1.0,1.0,4.0,4.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   439.6,   0.7217,  34.6458,2.0,  34.6491,2.0,    211.6,2.0,   211.2,2.0,    94.7,2.0,   32.01,2.0,    0.00,2.0,    2.21,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,1.0,  -999.0,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,914.0,-68.3421,31.535,     -999.0,     0.7213,2.0,      0.141,1.0,      0.062,1.0,      4.646,1.0
4,325020190403,       I06S,1.0,1.0,5.0,5.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   388.7,   0.4785,  34.5790,2.0,  34.5828,2.0,    220.9,2.0,   221.3,2.0,    85.0,2.0,   32.09,2.0,    0.00,2.0,    2.22,2.0,   2.022,2.0,   1.222,2.0,-999.0000,5.0,  2250.4,2.0, 2339.87,2.0,7.5826,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    23.1051,3.0,20190416.0,916.0,-68.3421,31.5348,      25.01,     0.4722,2.0,      0.140,1.0,      0.063,1.0,      4.646,1.0
5,325020190403,       I06S,1.0,1.0,6.0,6.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   338.1,  -0.4241,  34.4681,2.0,  34.4726,2.0,    255.6,2.0,   255.3,2.0,    75.9,2.0,   31.45,2.0,    0.00,2.0,    2.16,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,1.0,  -999.0,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,918.0,-68.342,31.5348,     -999.0,    -0.4445,2.0,      0.144,1.0,      0.064,1.0,      4.645,1.0
6,325020190403,       I06S,1.0,1.0,7.0,7.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   287.5,  -1.2147,  34.3557,2.0,  34.3551,2.0,    287.7,2.0,   288.7,2.0,    66.9,2.0,   30.65,2.0,    0.00,2.0,    2.11,2.0,   4.169,2.0,   2.272,2.0,   2.6947,2.0,  2226.6,2.0, 2322.57,2.0,7.5996,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    20.9806,3.0,20190416.0,919.0,-68.3421,31.5348,      24.99,    -1.2401,2.0,      0.145,1.0,      0.062,1.0,      4.646,1.0
7,325020190403,       I06S,1.0,1.0,8.0,8.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   241.1,  -1.5116,  34.2774,2.0,  34.2828,2.0,    301.2,2.0,   301.0,2.0,    63.3,2.0,   30.44,2.0,    0.00,2.0,    2.08,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,1.0,  -999.0,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,920.0,-68.342,31.5347,     -999.0,    -1.5365,2.0,      0.145,1.0,      0.063,1.0,      4.644,1.0
8,325020190403,       I06S,1.0,1.0,9.0,9.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   215.6,  -1.5964,  34.2394,2.0,  34.2444,2.0,    307.0,2.0,   306.7,2.0,    61.8,2.0,   30.33,2.0,    0.01,2.0,    2.07,2.0,   4.768,2.0,   2.586,2.0,   3.1319,2.0,  2218.9,2.0, 2313.94,2.0,7.6062,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    20.4552,3.0,20190416.0,921.0,-68.342,31.5347,      25.01,    -1.6279,2.0,      0.148,1.0,      0.063,1.0,      4.644,1.0
9,325020190403,       I06S,1.0,1.0,10.0,10.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   191.1,  -1.6553,  34.2131,2.0,  34.2164,2.0,    310.8,2.0,   310.6,2.0,    60.5,2.0,   30.24,2.0,    0.01,2.0,    2.06,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,1.0,  -999.0,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,921.0,-68.342,31.5346,     -999.0,    -1.6613,2.0,      0.150,1.0,      0.063,1.0,      4.643,1.0
10,325020190403,       I06S,1.0,1.0,11.0,11.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   165.2,  -1.6923,  34.1956,2.0,  34.2013,2.0,    312.7,2.0,   312.9,2.0,    59.7,2.0,   30.21,2.0,    0.01,2.0,    2.05,2.0,   4.997,2.0,   2.705,2.0,   3.3456,2.0,  2214.6,2.0, 2313.88,2.0,7.6082,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    19.9292,3.0,20190416.0,922.0,-68.342,31.5346,      25.01,    -1.7008,2.0,      0.149,1.0,      0.063,1.0,      4.642,1.0
11,325020190403,       I06S,1.0,1.0,12.0,12.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   140.6,  -1.6788,  34.1742,2.0,  34.1794,2.0,    314.7,2.0,   314.6,2.0,    59.1,2.0,   30.08,2.0,    0.03,2.0,    2.04,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,1.0,  -999.0,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,922.0,-68.342,31.5346,     -999.0,    -1.6792,2.0,      0.151,1.0,      0.065,1.0,      4.640,1.0
12,325020190403,       I06S,1.0,1.0,13.0,13.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,   115.6,  -1.6441,  34.1361,2.0,  34.1426,2.0,    317.5,2.0,   316.5,2.0,    58.6,2.0,   29.92,2.0,    0.06,2.0,    2.03,2.0,   5.087,2.0,   2.755,2.0,   3.2891,2.0,  2208.4,2.0, 2309.29,2.0,7.6126,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    19.7435,3.0,20190416.0,922.0,-68.342,31.5345,      25.03,    -1.6446,2.0,      0.149,1.0,      0.067,1.0,      4.637,1.0
13,325020190403,       I06S,1.0,1.0,14.0,14.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,    90.5,  -1.6428,  34.0760,2.0,  34.0831,2.0,    321.4,2.0,   321.9,2.0,    57.8,2.0,   29.54,2.0,    0.09,2.0,    2.01,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,1.0,  -999.0,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,923.0,-68.342,31.5345,     -999.0,    -1.6925,2.0,      0.155,1.0,      0.074,1.0,      4.636,1.0
14,325020190403,       I06S,1.0,1.0,15.0,15.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,    64.9,  -1.2507,  34.0271,2.0,  34.0363,2.0,    336.6,2.0,   335.7,2.0,    54.3,2.0,   28.57,2.0,    0.15,2.0,    1.96,2.0,   5.664,2.0,   3.073,2.0,   3.9477,2.0,  2193.9,2.0, 2305.27,2.0,7.6333,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    18.8372,3.0,20190416.0,924.0,-68.342,31.5345,      25.00,    -1.2169,2.0,      0.164,1.0,      0.107,1.0,      4.619,1.0
15,325020190403,       I06S,1.0,1.0,16.0,16.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,    40.1,  -1.7431,  33.9087,2.0,  33.9199,2.0,    343.8,2.0,   345.5,2.0,    51.7,2.0,   27.79,2.0,    0.18,2.0,    1.90,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,1.0,  -999.0,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,924.0,-68.342,31.5345,     -999.0,    -1.7839,2.0,      0.171,1.0,      0.164,1.0,      4.597,1.0
16,325020190403,       I06S,1.0,1.0,17.0,17.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,    20.1,  -1.8072,  33.8988,2.0,  33.9020,2.0,    345.2,2.0,   348.6,2.0,    51.3,2.0,   27.71,2.0,    0.18,2.0,    1.89,2.0,   6.154,2.0,   3.263,2.0,   4.1825,2.0,  2185.4,2.0, 2296.44,2.0,7.6454,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    18.3596,3.0,20190416.0,925.0,-68.342,31.5345,      25.00,    -1.8079,2.0,      0.171,1.0,      0.155,1.0,      4.600,1.0
17,325020190403,       I06S,1.0,1.0,18.0,18.0,2.0,20190416.0,907.0,-68.342,31.5344,      529,     5.4,  -1.8127,  33.8982,2.0,  33.9047,2.0,    345.2,2.0,   348.5,2.0,    51.5,2.0,   27.73,2.0,    0.18,2.0,    1.88,2.0,   6.133,2.0,   3.254,2.0,   4.0925,2.0,  2184.8,6.0, 2297.16,2.0,7.6447,2.0, -999.00,1.0,  -999.0,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    18.3357,3.0,20190416.0,925.0,-68.342,31.5344,      25.00,    -1.8126,2.0,      0.166,1.0,      0.109,1.0,      4.596,1.0
18,325020190403,       I06S,2.0,1.0,1.0,1.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   696.3,   0.5358,  34.6730,2.0,-999.0000,9.0,    215.3,3.0,  -999.0,9.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.0,9.0,     -999.0,9.0,20190416.0,1142.0,-68.354,31.3949,     -999.0,     0.5347,2.0,      0.168,1.0,      0.062,1.0,      4.634,1.0
19,325020190403,       I06S,2.0,1.0,2.0,2.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   696.3,   0.5337,  34.6729,2.0,-999.0000,9.0,    215.3,3.0,  -999.0,9.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.0,9.0,     -999.0,9.0,20190416.0,1143.0,-68.354,31.395,     -999.0,     0.5340,2.0,      0.192,1.0,      0.062,1.0,      4.631,1.0
20,325020190403,       I06S,2.0,1.0,3.0,3.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   696.2,   0.5352,  34.6729,2.0,  34.6768,2.0,    211.9,2.0,   211.6,2.0,   108.2,2.0,   32.15,2.0,    0.00,2.0,    2.22,2.0,   0.834,2.0,   0.450,2.0,   0.3969,2.0,  2257.3,6.0, 2350.22,2.0,7.5864,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    19.9863,3.0,20190416.0,1143.0,-68.354,31.395,      24.98,     -999.0,9.0,      0.176,1.0,      0.062,1.0,      4.633,1.0
21,325020190403,       I06S,2.0,1.0,4.0,4.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   657.3,   0.5303,  34.6726,2.0,  34.6758,2.0,    211.8,2.0,   212.5,2.0,   108.3,2.0,   32.10,2.0,    0.00,2.0,    2.22,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,1145.0,-68.354,31.3951,     -999.0,     0.5295,2.0,      0.179,1.0,      0.063,1.0,      4.631,1.0
22,325020190403,       I06S,2.0,1.0,5.0,5.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   606.2,   0.6312,  34.6694,2.0,  34.6727,2.0,    211.2,2.0,   211.5,2.0,   103.3,2.0,   31.97,2.0,    0.00,2.0,    2.22,2.0,   0.946,2.0,   0.506,2.0,   0.4892,2.0,  2257.5,2.0, 2350.83,2.0,7.5863,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    21.3301,3.0,20190416.0,1147.0,-68.354,31.3951,      24.97,     0.6401,2.0,      0.159,1.0,      0.062,1.0,      4.639,1.0
23,325020190403,       I06S,2.0,1.0,6.0,6.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   502.0,   0.9163,  34.6698,2.0,  34.6748,2.0,    208.4,2.0,   206.5,2.0,    94.5,2.0,   31.82,2.0,    0.00,2.0,    2.20,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,1149.0,-68.354,31.3951,     -999.0,     0.9033,2.0,      0.134,1.0,      0.062,1.0,      4.647,1.0
24,325020190403,       I06S,2.0,1.0,7.0,7.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   452.3,   0.9943,  34.6691,2.0,  34.6790,2.0,    201.9,2.0,   203.7,2.0,    93.1,2.0,   31.96,2.0,    0.00,2.0,    2.20,2.0,   0.993,2.0,   0.540,2.0,   0.5339,2.0,  2252.0,2.0, 2345.76,2.0,7.5808,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     22.032,3.0,20190416.0,1150.0,-68.354,31.3951,      24.99,     0.9787,2.0,      0.135,1.0,      0.062,1.0,      4.647,1.0
25,325020190403,       I06S,2.0,1.0,8.0,8.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   401.5,   1.2209,  34.6710,2.0,  34.6752,2.0,    195.7,2.0,   195.3,2.0,    91.9,2.0,   32.31,2.0,    0.00,2.0,    2.23,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,1151.0,-68.354,31.3952,     -999.0,     1.2003,2.0,      0.136,1.0,      0.063,1.0,      4.645,1.0
26,325020190403,       I06S,2.0,1.0,9.0,9.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   350.6,  -0.1940,  34.5030,2.0,  34.5003,2.0,    246.5,2.0,   247.3,2.0,    79.6,2.0,   31.58,2.0,    0.00,2.0,    2.18,2.0,   2.796,2.0,   1.483,2.0,   1.6649,2.0,  2239.2,2.0, 2333.56,2.0,7.581,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    21.4447,3.0,20190416.0,1152.0,-68.354,31.3952,      24.97,    -0.2769,2.0,      0.143,1.0,      0.063,1.0,      4.641,1.0
27,325020190403,       I06S,2.0,1.0,10.0,10.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   301.5,  -0.7797,  34.4244,2.0,  34.4315,2.0,    272.0,2.0,   269.6,2.0,    72.4,2.0,   31.12,2.0,    0.00,2.0,    2.15,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,1153.0,-68.354,31.3951,     -999.0,    -0.8500,2.0,      0.146,1.0,      0.064,1.0,      4.641,1.0
28,325020190403,       I06S,2.0,1.0,11.0,11.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   250.2,  -1.2845,  34.3482,2.0,  34.3519,2.0,    290.0,2.0,   291.3,2.0,    66.3,2.0,   30.61,2.0,    0.00,2.0,    2.12,2.0,   4.277,2.0,   2.296,2.0,   2.7414,2.0,  2227.8,2.0, 2322.86,2.0,7.6002,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    20.3448,3.0,20190416.0,1154.0,-68.354,31.3951,      24.98,    -1.3307,2.0,      0.148,1.0,      0.062,1.0,      4.640,1.0
29,325020190403,       I06S,2.0,1.0,12.0,12.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   225.1,  -1.3786,  34.3205,2.0,  34.3247,2.0,    295.1,2.0,   295.4,2.0,    65.0,2.0,   30.52,2.0,    0.00,2.0,    2.10,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,1154.0,-68.354,31.3951,     -999.0,    -1.4099,2.0,      0.147,1.0,      0.065,1.0,      4.638,1.0
30,325020190403,       I06S,2.0,1.0,13.0,13.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   204.6,  -1.4690,  34.2936,2.0,  34.3000,2.0,    298.9,2.0,   299.9,2.0,    63.5,2.0,   30.40,2.0,    0.00,2.0,    2.10,2.0,   4.560,2.0,   2.472,2.0,   2.9685,2.0,  2218.7,2.0, 2319.63,2.0,7.6032,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    20.0367,3.0,20190416.0,1154.0,-68.354,31.3952,      24.95,    -1.5030,2.0,      0.147,1.0,      0.066,1.0,      4.639,1.0
31,325020190403,       I06S,2.0,1.0,14.0,14.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   173.7,  -1.5471,  34.2463,2.0,  34.2508,2.0,    306.5,2.0,   304.4,2.0,    62.5,2.0,   30.25,2.0,    0.01,2.0,    2.10,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,1155.0,-68.354,31.3952,     -999.0,    -1.5670,2.0,      0.149,1.0,      0.066,1.0,      4.636,1.0
32,325020190403,       I06S,2.0,1.0,15.0,15.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   153.1,  -1.5400,  34.1916,2.0,  34.2037,2.0,    310.8,2.0,   312.2,2.0,    59.8,2.0,   30.01,2.0,    0.06,2.0,    2.08,2.0,   4.965,2.0,   2.677,2.0,   3.1545,2.0,  2213.2,2.0, 2315.42,2.0,7.6093,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    19.5616,3.0,20190416.0,1155.0,-68.354,31.3952,      24.96,    -1.4995,2.0,      0.152,1.0,      0.074,1.0,      4.633,1.0
33,325020190403,       I06S,2.0,1.0,16.0,16.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,   123.7,  -1.1621,  34.0771,2.0,  34.0940,2.0,    333.8,2.0,   331.4,2.0,    55.9,2.0,   28.80,2.0,    0.14,2.0,    2.01,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,1156.0,-68.354,31.3952,     -999.0,    -1.0613,2.0,      0.163,1.0,      0.099,1.0,      4.618,1.0
34,325020190403,       I06S,2.0,1.0,17.0,17.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,    99.1,  -1.0379,  34.0482,2.0,  34.0559,2.0,    338.0,2.0,   341.5,2.0,    54.0,2.0,   28.25,2.0,    0.16,2.0,    1.98,2.0,   5.792,2.0,   3.073,2.0,   3.5641,2.0,  2194.0,2.0, 2303.71,2.0,7.6403,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    18.0619,3.0,20190416.0,1156.0,-68.354,31.3952,      25.00,    -1.0736,2.0,      0.178,1.0,      0.125,1.0,      4.609,1.0
35,325020190403,       I06S,2.0,1.0,18.0,18.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,    72.8,  -1.1803,  34.0209,2.0,  34.0301,2.0,    341.4,2.0,   343.2,2.0,    53.4,2.0,   28.07,2.0,    0.17,2.0,    1.96,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0, -999.00,9.0,-999.0,9.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,     -999.0,9.0,20190416.0,1157.0,-68.354,31.3952,     -999.0,    -1.3431,2.0,      0.179,1.0,      0.160,1.0,      4.599,1.0
36,325020190403,       I06S,2.0,1.0,19.0,19.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,    48.6,  -1.5537,  33.9469,2.0,  33.9516,2.0,    346.8,2.0,   346.9,2.0,    53.0,2.0,   27.91,2.0,    0.17,2.0,    1.95,2.0,   6.072,2.0,   3.236,2.0,   4.0484,2.0,  2188.4,2.0, 2297.99,2.0,7.6435,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    18.0927,3.0,20190416.0,1157.0,-68.354,31.3952,      25.02,    -1.5667,2.0,      0.181,1.0,      0.181,1.0,      4.590,1.0
37,325020190403,       I06S,2.0,1.0,20.0,20.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,    21.7,  -1.7438,  33.9144,2.0,  33.9164,2.0,    353.5,2.0,   349.7,2.0,    53.4,2.0,   27.86,2.0,    0.17,2.0,    1.94,2.0,   6.203,2.0,   3.266,2.0,   4.0076,2.0,  2183.2,2.0, 2294.74,2.0,7.645,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    17.7979,3.0,20190416.0,1157.0,-68.354,31.3952,      24.98,    -1.7419,2.0,      0.183,1.0,      0.180,1.0,      4.582,1.0
38,325020190403,       I06S,2.0,1.0,21.0,21.0,2.0,20190416.0,1142.0,-68.354,31.3952,      688,     3.8,  -1.7534,  33.9114,2.0,  33.9160,2.0,    352.9,2.0,   349.4,2.0,    53.0,2.0,   27.86,2.0,    0.17,2.0,    1.94,2.0,   6.189,2.0,   3.286,2.0,   4.1287,2.0,  2187.5,6.0, 2296.23,2.0,7.6455,2.0, -999.00,9.0,  -999.0,9.0, -999.00,1.0, -999.00,1.0, -999.00,1.0, -999.00,1.0,-999.0,1.0,    17.7039,3.0,20190416.0,1158.0,-68.354,31.3952,      24.97,    -1.7824,2.0,      0.181,1.0,      0.168,1.0,      4.582,1.0
