,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CTDRAW,THETA
0,33RO20100308,      A13.5,1.0,1.0,24.0,11714.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,     5.6,   2.3373,  33.7458,2.0,  33.7449,2.0, 329.1000,2.0,   328.6,2.0,   24.03,2.0,   23.23,2.0,    0.28,2.0,    1.55,2.0,   5.626,2.0,   3.012,2.0,   2.3440,2.0,  2149.7,6.0,  2282.5,2.0,    752.2,2.0,    20.00,7.7264,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   2.3364,2.0,    1.58,2.0,   -91.2,2.0,     2.5,   7.087,3.0,   45.03,2.0,   26.33,2.0,    5.60,   2.3370
1,33RO20100308,      A13.5,1.0,1.0,23.0,11713.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,    30.0,   2.3393,  33.7456,2.0,-999.0000,9.0, 330.2000,2.0,   329.2,2.0,   23.64,2.0,   23.04,2.0,    0.33,2.0,    1.56,2.0,   5.616,6.0,   3.007,6.0,   2.4790,6.0,  2151.0,2.0,  2280.2,2.0,    754.3,2.0,    20.00,7.726,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   2.3387,2.0,    1.53,2.0,   -88.4,2.0,     2.5,   7.224,3.0,   43.28,2.0,   26.42,2.0,   30.00,   2.3377
2,33RO20100308,      A13.5,1.0,1.0,22.0,11712.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,    59.6,   2.3249,  33.7460,2.0,  33.7470,2.0, 328.9000,2.0,   329.3,6.0,   23.88,2.0,   23.12,2.0,    0.33,2.0,    1.56,2.0,   5.635,2.0,   3.019,2.0,   2.5060,2.0,  2148.5,2.0,  2280.6,2.0,    777.2,2.0,    20.00,7.7261,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   2.3248,2.0,    1.56,2.0,   -90.0,2.0,     2.6,   7.345,3.0,   42.24,2.0,   25.81,2.0,   59.60,   2.3217
3,33RO20100308,      A13.5,1.0,1.0,21.0,11010.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,    99.7,   0.8735,  33.8568,2.0,-999.0000,9.0, 313.2000,2.0,   318.3,2.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,   5.668,2.0,   3.000,2.0,   2.5350,2.0,  2176.1,2.0,  2286.0,2.0,    877.6,2.0,    20.00,7.6681,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   0.8767,3.0,    1.26,2.0,   -92.1,2.0,     2.5,   7.068,3.0,   40.99,2.0,   30.41,2.0,   99.70,   0.8693
4,33RO20100308,      A13.5,1.0,1.0,20.0,11715.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,   150.1,   0.2458,  34.1994,2.0,  34.2104,2.0, 256.8000,2.0,   256.3,2.0,   66.18,2.0,   32.34,2.0,    0.06,2.0,    2.28,2.0,   3.926,2.0,   2.052,2.0,   1.5000,2.0,  2219.9,2.0,  2305.3,2.0,   1131.2,2.0,    20.00,7.583,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   0.2479,2.0,    0.75,2.0,  -115.0,2.0,     2.8,   4.742,3.0,   40.43,2.0,   34.39,2.0,  150.10,   0.2401
5,33RO20100308,      A13.5,1.0,1.0,19.0,11007.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,   200.3,   1.0544,  34.4228,2.0,  34.4213,2.0, 211.7000,2.0,   209.9,2.0,   78.31,2.0,   33.95,2.0,    0.06,2.0,    2.39,2.0,   2.389,2.0,   1.229,2.0,   0.7310,2.0,  2244.8,2.0,  2320.5,2.0,   1216.0,2.0,    20.00,7.5539,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   1.0537,2.0,    0.50,2.0,  -132.0,2.0,     2.6,   2.803,3.0,   39.94,2.0,   35.64,2.0,  200.30,   1.0453
6,33RO20100308,      A13.5,1.0,1.0,18.0,11710.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,   251.4,   1.4835,  34.5449,2.0,  34.5423,2.0, 188.5000,2.0,   187.4,2.0,   85.24,2.0,   34.38,2.0,    0.05,2.0,    2.42,2.0,   1.428,2.0,   0.732,2.0,   0.4560,2.0,  2255.9,2.0,  2329.8,2.0,   1238.0,2.0,    20.00,7.547,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   1.4850,2.0,    0.46,2.0,  -141.2,2.0,     2.6,   1.677,3.0,   39.06,2.0,   36.03,2.0,  251.40,   1.4710
7,33RO20100308,      A13.5,1.0,1.0,17.0,11023.0,3.0,20100314.0,910.0,-54.0007,0.0002,       2545,   299.3,   1.6204,  34.5982,2.0,  34.5947,2.0, 182.5000,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   -999.0,9.0,  -999.00,7.5615,4.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.6187,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0, -999.00,9.0, -999.00,9.0,  299.30,   1.6051
8,33RO20100308,      A13.5,1.0,1.0,16.0,11709.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,   399.8,   1.6726,  34.6400,2.0,  34.6393,2.0, 181.2000,2.0,   180.1,2.0,   90.22,2.0,   33.66,2.0,    0.05,2.0,    2.37,2.0,   0.790,2.0,   0.395,2.0,   0.2070,2.0,  2259.7,2.0,  2338.9,2.0,   1189.9,2.0,    20.00,7.5605,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   1.6717,2.0,    0.39,2.0,  -150.2,2.0,     2.5,   0.964,3.0,   38.59,2.0,   35.78,2.0,  399.80,   1.6516
9,33RO20100308,      A13.5,1.0,1.0,15.0,11006.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,   500.5,   1.6447,  34.6776,2.0,  34.6770,2.0, 183.9000,2.0,   183.6,2.0,   92.75,2.0,   32.90,2.0,    0.05,2.0,    2.31,2.0,   0.595,2.0,   0.300,2.0,   0.1520,2.0,  2257.8,2.0,  2342.3,2.0,   1154.7,2.0,    20.00,7.5751,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   1.6446,2.0,    0.47,2.0,  -155.2,2.0,     2.8,   0.752,3.0,   38.70,2.0,   34.71,2.0,  500.50,   1.6180
10,33RO20100308,      A13.5,1.0,1.0,14.0,11708.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,   600.9,   1.5734,  34.7008,2.0,  34.7007,2.0, 187.8000,2.0,   188.7,2.0,   94.70,2.0,   32.18,2.0,    0.04,2.0,    2.27,2.0,   0.477,2.0,   0.239,2.0,   0.1290,2.0,  2255.0,2.0,  2347.1,2.0,   1109.0,2.0,    20.00,7.5896,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   1.5731,2.0,    0.52,2.0,  -155.6,2.0,     2.7,   0.619,3.0,   38.52,2.0,   33.96,2.0,  600.90,   1.5412
11,33RO20100308,      A13.5,1.0,1.0,13.0,11031.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,   701.5,   1.4968,  34.7077,2.0,  34.7076,2.0, 191.1000,2.0,   203.0,4.0,   96.84,2.0,   32.10,2.0,    0.04,2.0,    2.26,2.0,   0.451,2.0,   0.228,2.0,   0.2120,2.0,  2255.3,2.0,  2349.9,2.0,   1106.9,2.0,    20.00,7.5931,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   1.4963,2.0,    0.48,2.0,  -151.5,2.0,     2.4,   0.586,3.0,   39.16,2.0,   33.62,2.0,  701.50,   1.4590
12,33RO20100308,      A13.5,1.0,1.0,12.0,11027.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,   798.3,   1.4096,  34.7143,2.0,  34.7133,2.0, 195.0000,2.0,   194.5,2.0,   98.79,2.0,   31.77,2.0,    0.04,2.0,    2.23,2.0,   0.407,2.0,   0.207,2.0,   0.2200,2.0,  2255.3,2.0,  2350.7,2.0,   1082.5,2.0,    20.00,7.5989,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   1.4088,2.0,    0.49,2.0,  -152.3,2.0,     2.4,   0.536,3.0,   39.13,2.0,   33.38,2.0,  798.30,   1.3665
13,33RO20100308,      A13.5,1.0,1.0,11.0,11707.0,3.0,20100314.0,910.0,-54.0007,0.0002,       2545,   900.3,   1.2975,  34.7140,2.0,  34.7097,3.0, 197.2000,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   -999.0,9.0,  -999.00,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.2973,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0, -999.00,9.0, -999.00,9.0,  900.30,   1.2489
14,33RO20100308,      A13.5,1.0,1.0,10.0,11003.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,  1000.7,   1.1623,  34.7130,2.0,  34.7135,2.0, 199.2000,2.0,   199.1,2.0,  105.17,2.0,   31.82,2.0,    0.04,2.0,    2.23,2.0,   0.382,2.0,   0.190,2.0,   0.1160,2.0,  2254.6,2.0,  2354.4,2.0,   1094.5,2.0,    20.00,7.6027,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   1.1620,2.0,    0.51,2.0,  -158.0,2.0,     2.6,   0.509,3.0,   39.26,2.0,   33.78,2.0, 1000.70,   1.1085
15,33RO20100308,      A13.5,1.0,1.0,9.0,11706.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,  1101.1,   1.0630,  34.7110,2.0,-999.0000,9.0, 201.2000,2.0,   200.8,2.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,   0.368,6.0,   0.182,6.0,   0.1050,6.0,  2255.7,2.0,  2351.7,2.0,   1086.2,2.0,    20.00,7.6025,2.0,    25.00,-999.000,9.0,-999.0000,1.0, -999.00,9.0,   1.0624,2.0,    0.50,2.0,  -160.0,2.0,     2.3,   0.494,3.0,   38.89,2.0,   34.15,2.0, 1101.10,   1.0038
16,33RO20100308,      A13.5,1.0,1.0,8.0,11033.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,  1200.0,   0.9644,  34.7080,2.0,  34.7080,2.0, 202.0000,2.0,   202.4,2.0,  110.09,2.0,   31.96,2.0,    0.03,2.0,    2.25,2.0,   0.375,2.0,   0.185,2.0,   0.1120,2.0,  2257.6,2.0,  2351.9,2.0,   1082.0,2.0,    20.00,7.6034,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   0.9640,2.0,    0.46,2.0,  -156.4,2.0,     2.4,   0.503,3.0,   38.72,2.0,   33.73,2.0, 1200.00,   0.8998
17,33RO20100308,      A13.5,1.0,1.0,7.0,11705.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,  1299.3,   0.8663,  34.7026,2.0,  34.7029,2.0, 202.9000,2.0,   203.4,2.0,  112.79,2.0,   32.12,2.0,    0.03,2.0,    2.26,2.0,   0.410,2.0,   0.201,2.0,   0.0960,2.0,  2257.3,2.0,  2354.4,2.0,   1075.4,2.0,    20.00,7.5997,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   0.8667,2.0,    0.46,2.0,  -155.4,2.0,     2.6,   0.541,3.0,   39.20,2.0,   34.06,2.0, 1299.30,   0.7963
18,33RO20100308,      A13.5,1.0,1.0,6.0,11029.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,  1500.1,   0.6840,  34.6961,2.0,  34.6955,2.0, 206.1000,2.0,   206.4,2.0,  118.07,6.0,   32.49,6.0,    0.02,6.0,    2.28,2.0,   0.411,2.0,   0.198,2.0,   0.0840,2.0,  2258.2,2.0,  2353.4,2.0,   1093.0,2.0,    20.00,7.5988,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   0.6837,2.0,    0.45,2.0,  -149.9,2.0,     3.1,   0.557,3.0,   39.16,2.0,   34.60,2.0, 1500.10,   0.6029
19,33RO20100308,      A13.5,1.0,1.0,5.0,11704.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,  1700.3,   0.5424,  34.6903,2.0,  34.6877,2.0, 208.0000,2.0,   211.5,4.0,  122.40,6.0,   32.66,6.0,    0.02,6.0,    2.29,2.0,   0.421,2.0,   0.199,2.0,   0.0820,2.0,  2260.4,2.0,  2353.6,2.0,   1085.1,2.0,    20.00,7.5963,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   0.5427,2.0,    0.47,2.0,  -152.8,2.0,     2.3,   0.578,3.0,   39.20,2.0,   34.41,2.0, 1700.30,   0.4495
20,33RO20100308,      A13.5,1.0,1.0,4.0,11030.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,  1900.1,   0.4593,  34.6870,2.0,  34.6871,2.0, 209.3000,2.0,   209.2,2.0,  125.81,6.0,   32.82,6.0,    0.01,6.0,    2.30,2.0,   0.416,2.0,   0.198,2.0,   0.0840,2.0,  2262.1,2.0,  2352.2,2.0,   1098.8,6.0,    20.00,7.595,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   0.4588,2.0,    0.41,2.0,  -155.8,2.0,     2.3,   0.595,3.0,   39.61,2.0,   34.13,2.0, 1900.10,   0.3536
21,33RO20100308,      A13.5,1.0,1.0,3.0,11703.0,3.0,20100314.0,910.0,-54.0007,0.0002,       2545,  2099.6,   0.4059,  34.6845,2.0,  34.6808,2.0, 210.6000,2.0,  -999.0,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0, -999.00,9.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  2261.5,2.0,  -999.0,9.0,   -999.0,9.0,  -999.00,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   0.4054,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0,   38.51,2.0,   35.17,2.0, 2099.60,   0.2865
22,33RO20100308,      A13.5,1.0,1.0,2.0,11702.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,  2300.8,   0.3886,  34.6832,2.0,  34.6851,2.0, 211.6000,2.0,   211.3,2.0,  130.98,6.0,   32.95,6.0,    0.01,6.0,    2.31,2.0,   0.419,6.0,   0.197,6.0,   0.1090,2.0,  2262.8,2.0,  2354.8,2.0,   1108.6,2.0,    20.00,7.5944,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   0.3880,2.0,    0.46,2.0,  -154.5,2.0,     2.5,   0.611,3.0,   39.03,2.0,   34.59,2.0, 2300.80,   0.2542
23,33RO20100308,      A13.5,1.0,1.0,1.0,11701.0,2.0,20100314.0,910.0,-54.0007,0.0002,       2545,  2544.2,   0.3944,  34.6827,2.0,-999.0000,9.0, 211.6000,2.0,   210.5,6.0,  133.63,2.0,   33.02,2.0,    0.03,2.0,    2.32,2.0,   0.426,2.0,   0.200,2.0,   0.1210,2.0,  2262.0,6.0,  2346.6,2.0,   1098.8,2.0,    20.00,7.5925,2.0,    25.00,-999.000,1.0,-999.0000,1.0, -999.00,9.0,   0.3943,2.0,    0.53,2.0,  -157.1,2.0,     2.8,   0.600,3.0,   39.30,2.0,   35.29,2.0, 2544.20,   0.2406
24,33RO20100308,      A13.5,2.0,1.0,24.0,11714.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,     4.3,   2.3434,  33.7513,2.0,  33.7513,2.0, 328.9000,2.0,   328.5,2.0,   25.00,2.0,   23.17,2.0,    0.28,2.0,    1.58,2.0,   5.618,2.0,   3.013,2.0,   2.4030,2.0,  2149.6,6.0,  2284.4,2.0,    777.7,2.0,    20.00,7.7234,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   2.3414,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   7.070,3.0, -999.00,9.0, -999.00,9.0,    4.30,   2.3432
25,33RO20100308,      A13.5,2.0,1.0,23.0,11713.0,3.0,20100314.0,1533.0,-53.5,0.0695,       2538,    44.6,   2.3324,  33.7524,2.0,-999.0000,9.0, 330.7000,2.0,  -999.0,9.0,   25.15,2.0,   23.25,2.0,    0.28,2.0,    1.58,2.0,-999.000,9.0,-999.000,9.0,-999.0000,9.0,  -999.0,9.0,  -999.0,9.0,   -999.0,9.0,  -999.00,-999.0,9.0,  -999.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   2.3309,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,9.0, -999.00,9.0, -999.00,9.0,   44.60,   2.3300
26,33RO20100308,      A13.5,2.0,1.0,22.0,11712.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,    81.6,   2.2132,  33.7634,2.0,  33.7656,2.0, 328.3000,2.0,   329.9,2.0,   25.44,2.0,   23.35,2.0,    0.27,2.0,    1.59,2.0,   5.650,6.0,   3.020,6.0,   2.5310,6.0,  2151.4,2.0,  2282.6,2.0,    780.8,6.0,    20.00,7.7205,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   2.2127,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   7.029,3.0, -999.00,9.0, -999.00,9.0,   81.60,   2.2089
27,33RO20100308,      A13.5,2.0,1.0,21.0,11010.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,   124.9,  -0.0455,  33.9939,2.0,  33.9967,2.0, 302.2000,2.0,   304.3,6.0,   50.80,2.0,   29.08,2.0,    0.19,2.0,    2.07,2.0,   0.000,4.0,   0.001,4.0,   0.0170,4.0,  2194.5,2.0,  2293.2,2.0,    993.2,2.0,    20.00,7.6296,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,  -0.0438,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,  -0.003,4.0, -999.00,9.0, -999.00,9.0,  124.90,  -0.0498
28,33RO20100308,      A13.5,2.0,1.0,20.0,11715.0,4.0,20100314.0,1533.0,-53.5,0.0695,       2538,   176.1,   0.5173,  34.2762,4.0,  33.9919,4.0, 244.6000,4.0,   305.1,4.0,   50.55,4.0,   28.97,4.0,    0.19,4.0,    2.07,4.0,   5.354,2.0,   2.811,2.0,   2.0920,2.0,  2191.8,4.0,  2295.4,4.0,    971.0,4.0,    20.00,7.6303,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   0.5041,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   6.399,3.0, -999.00,9.0, -999.00,9.0,  176.10,   0.5102
29,33RO20100308,      A13.5,2.0,1.0,19.0,11007.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,   223.4,   1.0703,  34.4254,2.0,  34.4238,2.0, 208.6000,2.0,   208.8,2.0,   78.66,2.0,   34.04,2.0,    0.01,2.0,    2.38,2.0,   2.339,2.0,   1.196,2.0,   0.8010,2.0,  2244.2,2.0,  2320.8,2.0,   1224.8,2.0,    20.00,7.5518,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.0661,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   2.669,3.0, -999.00,9.0, -999.00,9.0,  223.40,   1.0601
30,33RO20100308,      A13.5,2.0,1.0,18.0,11710.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,   272.1,   1.4738,  34.5446,2.0,  34.5429,2.0, 188.4000,2.0,   187.4,2.0,   85.58,2.0,   34.51,2.0,    0.00,2.0,    2.42,2.0,   1.440,2.0,   0.729,2.0,   0.4580,2.0,  2253.7,2.0,  2330.5,2.0,   1232.8,2.0,    20.00,7.5465,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.4722,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   1.687,3.0, -999.00,9.0, -999.00,9.0,  272.10,   1.4603
31,33RO20100308,      A13.5,2.0,1.0,17.0,11023.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,   350.2,   1.6580,  34.6250,2.0,  34.6236,2.0, 180.8000,2.0,   183.0,2.0,   90.18,6.0,   34.18,6.0,    0.01,6.0,    2.39,6.0,   0.881,2.0,   0.438,2.0,   0.2290,2.0,  2258.1,6.0,  2339.1,2.0,   1226.7,2.0,    20.00,7.5557,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.6572,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   1.059,3.0, -999.00,9.0, -999.00,9.0,  350.20,   1.6398
32,33RO20100308,      A13.5,2.0,1.0,16.0,11709.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,   451.0,   1.6626,  34.6671,2.0,  34.6657,2.0, 183.0000,2.0,   181.6,2.0,   92.50,2.0,   33.41,2.0,    0.00,2.0,    2.33,2.0,   0.650,2.0,   0.321,2.0,   0.0730,2.0,  2258.5,2.0,  2339.6,2.0,   1174.4,2.0,    20.00,7.5697,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.6623,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   0.801,3.0, -999.00,9.0, -999.00,9.0,  451.00,   1.6387
33,33RO20100308,      A13.5,2.0,1.0,15.0,11006.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,   551.9,   1.6018,  34.6901,2.0,  34.6877,2.0, 186.2000,2.0,   186.2,2.0,   94.63,2.0,   32.88,2.0,    0.00,2.0,    2.28,2.0,   0.531,2.0,   0.266,2.0,   0.1260,2.0,  2257.4,2.0,  2343.9,2.0,   1141.2,2.0,    20.00,7.5815,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.6009,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   0.670,3.0, -999.00,9.0, -999.00,9.0,  551.90,   1.5723
34,33RO20100308,      A13.5,2.0,1.0,14.0,11708.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,   649.6,   1.5305,  34.7037,2.0,  34.7019,2.0, 189.8000,2.0,   189.8,2.0,   96.37,2.0,   32.44,2.0,    0.00,2.0,    2.26,2.0,   0.464,2.0,   0.231,2.0,   0.0460,2.0,  2256.2,2.0,  2347.8,2.0,   1114.0,6.0,    20.00,7.5895,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.5301,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   0.593,3.0, -999.00,9.0, -999.00,9.0,  649.60,   1.4956
35,33RO20100308,      A13.5,2.0,1.0,13.0,11031.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,   750.4,   1.4330,  34.7106,2.0,  34.7092,2.0, 193.0000,2.0,   205.2,4.0,   98.38,2.0,   32.14,2.0,    0.00,2.0,    2.24,2.0,   0.424,2.0,   0.216,2.0,   0.1280,2.0,  2256.3,2.0,  1897.2,4.0,   1091.9,2.0,    20.00,7.5959,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.4326,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   0.575,3.0, -999.00,9.0, -999.00,9.0,  750.40,   1.3926
36,33RO20100308,      A13.5,2.0,1.0,12.0,11027.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,   850.7,   1.2998,  34.7119,2.0,  34.7113,2.0, 195.8000,2.0,   196.3,2.0,  101.53,2.0,   31.99,2.0,    0.00,2.0,    2.23,2.0,   0.416,2.0,   0.205,2.0,   0.0810,2.0,  2255.4,2.0,  2350.7,2.0,   1090.0,2.0,    20.00,7.6005,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.2997,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   0.535,3.0, -999.00,9.0, -999.00,9.0,  850.70,   1.2542
37,33RO20100308,      A13.5,2.0,1.0,11.0,11707.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,   951.6,   1.1955,  34.7099,2.0,  34.7094,2.0, 197.9000,2.0,   198.3,2.0,  103.94,2.0,   31.99,2.0,    0.00,2.0,    2.23,2.0,-999.000,5.0,-999.000,5.0,-999.0000,5.0,  2254.5,2.0,  2352.5,2.0,   1079.4,2.0,    20.00,7.6001,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.1957,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.000,5.0, -999.00,9.0, -999.00,9.0,  951.60,   1.1445
38,33RO20100308,      A13.5,2.0,1.0,10.0,11003.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,  1050.6,   1.0749,  34.7071,2.0,  34.7067,2.0, 199.6000,2.0,   200.4,2.0,  106.98,6.0,   32.11,6.0,    0.00,6.0,    2.23,6.0,   0.424,2.0,   0.208,2.0,   0.1430,2.0,  2255.0,2.0,  -999.0,5.0,   1095.9,2.0,    20.00,7.6007,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   1.0750,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   0.541,3.0, -999.00,9.0, -999.00,9.0, 1050.60,   1.0188
39,33RO20100308,      A13.5,2.0,1.0,9.0,11706.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,  1150.5,   0.9425,  34.7026,2.0,  34.7027,2.0, 201.7000,2.0,   202.4,2.0,  110.37,2.0,   32.29,2.0,    0.00,2.0,    2.25,2.0,   0.452,2.0,   0.246,2.0,   0.4900,4.0,  2256.7,2.0,  2352.5,2.0,   1088.8,2.0,    20.00,7.6002,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   0.9426,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   0.618,3.0, -999.00,9.0, -999.00,9.0, 1150.50,   0.8813
40,33RO20100308,      A13.5,2.0,1.0,8.0,11033.0,2.0,20100314.0,1533.0,-53.5,0.0695,       2538,  1251.0,   0.8480,  34.6993,2.0,  34.6990,2.0, 203.1000,2.0,   203.7,2.0,  112.46,6.0,   32.36,6.0,    0.00,6.0,    2.26,6.0,   0.456,2.0,   0.224,2.0,   0.0000,2.0,  2255.4,2.0,  2351.2,2.0,   1094.4,2.0,    20.00,7.5997,2.0,    25.00,-999.000,9.0,-999.0000,9.0, -999.00,9.0,   0.8475,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,   0.627,3.0, -999.00,9.0, -999.00,9.0, 1251.00,   0.7813
