,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,THETA
1471,  09AR20110104,  SR03,68.0,1.0,17.0,17.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,     39.4,  -0.4288,  33.4736,2.0,-999.0000,9.0,    370.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.4300
1472,  09AR20110104,  SR03,68.0,1.0,16.0,16.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,     71.0,  -1.4686,  34.2386,2.0,  34.2409,2.0,    328.2,2.0,    329.2,2.0,    63.90,2.0,    27.50,2.0,     1.91,2.0,  -1.4702
1473,  09AR20110104,  SR03,68.0,1.0,15.0,15.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,     71.1,  -1.4892,  34.2472,2.0,-999.0000,9.0,    328.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.4908
1474,  09AR20110104,  SR03,68.0,1.0,14.0,14.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    131.5,  -1.5796,  34.4055,2.0,  34.4057,2.0,    301.5,2.0,    300.3,2.0,    73.40,2.0,    29.87,2.0,     2.04,2.0,  -1.5825
1475,  09AR20110104,  SR03,68.0,1.0,13.0,13.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    131.4,  -1.5774,  34.4060,2.0,-999.0000,9.0,    301.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.5803
1476,  09AR20110104,  SR03,68.0,1.0,12.0,12.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    171.1,  -1.4711,  34.4513,2.0,  34.4536,2.0,    287.5,2.0,    291.7,2.0,    75.50,2.0,    30.32,2.0,     2.05,2.0,  -1.4752
1477,  09AR20110104,  SR03,68.0,1.0,11.0,11.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    170.9,  -1.4744,  34.4506,2.0,-999.0000,9.0,    288.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.4784
1478,  09AR20110104,  SR03,68.0,1.0,10.0,10.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    250.9,  -1.8160,  34.5014,2.0,  34.5025,2.0,    305.2,2.0,    303.4,2.0,    74.80,2.0,    30.16,2.0,     2.05,2.0,  -1.8214
1479,  09AR20110104,  SR03,68.0,1.0,9.0,9.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    251.0,  -1.8188,  34.5022,2.0,-999.0000,9.0,    305.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.8242
1480,  09AR20110104,  SR03,68.0,1.0,8.0,8.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    325.7,  -1.8481,  34.5400,2.0,  34.5392,2.0,    307.6,2.0,    306.9,2.0,    74.60,2.0,    30.03,2.0,     2.05,2.0,  -1.8553
1481,  09AR20110104,  SR03,68.0,1.0,7.0,7.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    325.7,  -1.8484,  34.5398,2.0,-999.0000,9.0,    307.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.8556
1482,  09AR20110104,  SR03,68.0,1.0,6.0,6.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    325.6,  -1.8501,  34.5393,2.0,-999.0000,9.0,    307.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.8573
1483,  09AR20110104,  SR03,68.0,1.0,5.0,5.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    325.7,  -1.8507,  34.5390,2.0,-999.0000,9.0,    307.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.8579
1484,  09AR20110104,  SR03,68.0,1.0,4.0,4.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    400.8,  -1.8787,  34.5731,2.0,-999.0000,9.0,    307.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.8878
1485,  09AR20110104,  SR03,68.0,1.0,3.0,3.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    400.7,  -1.8787,  34.5730,2.0,-999.0000,9.0,    307.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.8878
1486,  09AR20110104,  SR03,68.0,1.0,2.0,102.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    442.9,  -1.8804,  34.5739,2.0,  34.5745,2.0,    305.7,2.0,   -999.0,9.0,    73.40,2.0,    29.47,2.0,     2.04,2.0,  -1.8906
1487,  09AR20110104,  SR03,68.0,1.0,1.0,1.0,2.0,20110120.0,1648.0,-66.0007,142.936,  447,    442.9,  -1.8806,  34.5741,2.0,-999.0000,9.0,    305.7,2.0,    307.0,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.8908
1488,  09AR20110104,  SR03,69.0,1.0,24.0,24.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,      8.8,  -0.7148,  33.2049,2.0,  33.2346,4.0,    369.0,2.0,    370.8,2.0,    35.90,2.0,    19.91,2.0,     1.05,2.0,  -0.7150
1489,  09AR20110104,  SR03,69.0,1.0,23.0,23.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,      8.8,  -0.7156,  33.2043,2.0,-999.0000,9.0,    369.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.7158
1490,  09AR20110104,  SR03,69.0,1.0,22.0,22.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,      8.8,  -0.7128,  33.2057,2.0,-999.0000,9.0,    369.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.7130
1491,  09AR20110104,  SR03,69.0,1.0,21.0,21.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,      8.7,  -0.7134,  33.2076,2.0,-999.0000,9.0,    369.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.7136
1492,  09AR20110104,  SR03,69.0,1.0,20.0,20.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,     40.7,  -1.3205,  34.1473,2.0,  34.1539,2.0,    340.8,2.0,    339.0,2.0,    58.90,2.0,    25.92,2.0,     1.74,2.0,  -1.3214
1493,  09AR20110104,  SR03,69.0,1.0,19.0,19.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,     40.7,  -1.3212,  34.1487,2.0,-999.0000,9.0,    340.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.3221
1494,  09AR20110104,  SR03,69.0,1.0,18.0,18.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,     40.7,  -1.3174,  34.1500,2.0,-999.0000,9.0,    340.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.3183
1495,  09AR20110104,  SR03,69.0,1.0,17.0,17.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,     40.7,  -1.3160,  34.1500,2.0,-999.0000,9.0,    340.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.3169
1496,  09AR20110104,  SR03,69.0,1.0,16.0,16.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    103.6,  -1.6940,  34.3615,2.0,  34.3635,2.0,    306.2,2.0,    306.8,2.0,    70.80,2.0,    30.39,2.0,     2.04,2.0,  -1.6962
1497,  09AR20110104,  SR03,69.0,1.0,15.0,15.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    103.5,  -1.6932,  34.3614,2.0,-999.0000,9.0,    306.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.6954
1498,  09AR20110104,  SR03,69.0,1.0,14.0,14.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    103.6,  -1.6922,  34.3619,2.0,-999.0000,9.0,    306.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.6944
1499,  09AR20110104,  SR03,69.0,1.0,13.0,13.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    103.5,  -1.6930,  34.3618,2.0,-999.0000,9.0,    306.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.6952
1500,  09AR20110104,  SR03,69.0,1.0,12.0,12.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    175.9,  -1.3623,  34.4381,2.0,  34.4406,2.0,    284.7,2.0,    284.9,2.0,    75.70,2.0,    31.15,2.0,     2.07,2.0,  -1.3666
1501,  09AR20110104,  SR03,69.0,1.0,11.0,11.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    175.6,  -1.3613,  34.4382,2.0,-999.0000,9.0,    284.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.3656
1502,  09AR20110104,  SR03,69.0,1.0,10.0,10.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    251.0,  -1.1259,  34.4979,2.0,  34.4967,2.0,    275.2,2.0,    273.4,2.0,    79.30,2.0,    31.41,2.0,     2.10,2.0,  -1.1328
1503,  09AR20110104,  SR03,69.0,1.0,9.0,9.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    250.9,  -1.1266,  34.4978,2.0,-999.0000,9.0,    275.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.1335
1504,  09AR20110104,  SR03,69.0,1.0,8.0,8.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    299.3,  -0.9584,  34.5445,2.0,  34.5491,2.0,    267.5,2.0,    267.1,2.0,    82.40,2.0,    31.48,2.0,     2.12,2.0,  -0.9672
1505,  09AR20110104,  SR03,69.0,1.0,7.0,7.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    299.4,  -0.9333,  34.5477,2.0,-999.0000,9.0,    267.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.9422
1506,  09AR20110104,  SR03,69.0,1.0,6.0,6.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    299.5,  -0.9311,  34.5477,2.0,-999.0000,9.0,    267.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.9400
1507,  09AR20110104,  SR03,69.0,1.0,5.0,5.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    299.5,  -0.9304,  34.5489,2.0,-999.0000,9.0,    267.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.9393
1508,  09AR20110104,  SR03,69.0,1.0,4.0,4.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    400.3,  -1.8763,  34.6211,2.0,  34.6192,2.0,    305.3,2.0,    305.2,2.0,    75.20,2.0,    30.88,2.0,     2.09,2.0,  -1.8854
1509,  09AR20110104,  SR03,69.0,1.0,3.0,3.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    460.8,  -1.8731,  34.6233,2.0,-999.0000,9.0,    306.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.8839
1510,  09AR20110104,  SR03,69.0,1.0,2.0,102.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    457.7,  -1.8725,  34.6234,2.0,  34.6217,2.0,    306.2,2.0,    304.9,2.0,    74.80,2.0,    30.48,2.0,     2.08,2.0,  -1.8832
1511,  09AR20110104,  SR03,69.0,1.0,1.0,1.0,2.0,20110120.0,1850.0,-65.9987,143.318,  460,    457.7,  -1.8720,  34.6239,2.0,-999.0000,9.0,    306.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.8827
1512,  09AR20110104,  SR03,70.0,1.0,24.0,24.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,      9.5,  -0.7433,  33.3886,2.0,  33.3886,2.0,    374.2,2.0,    374.2,2.0,    39.60,2.0,    19.57,2.0,     1.06,2.0,  -0.7436
1513,  09AR20110104,  SR03,70.0,1.0,23.0,23.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,      9.5,  -0.7419,  33.3888,2.0,-999.0000,9.0,    374.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.7422
1514,  09AR20110104,  SR03,70.0,1.0,22.0,22.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,      9.5,  -0.7439,  33.3886,2.0,-999.0000,9.0,    374.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.7442
1515,  09AR20110104,  SR03,70.0,1.0,21.0,21.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,      9.4,  -0.7446,  33.3888,2.0,-999.0000,9.0,    374.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.7448
1516,  09AR20110104,  SR03,70.0,1.0,20.0,20.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,     53.7,  -1.4807,  34.2572,2.0,  34.2549,2.0,    326.7,2.0,    327.6,2.0,    62.50,2.0,    27.35,2.0,     1.95,2.0,  -1.4819
1517,  09AR20110104,  SR03,70.0,1.0,19.0,19.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,     53.8,  -1.4898,  34.2635,2.0,-999.0000,9.0,    326.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.4910
1518,  09AR20110104,  SR03,70.0,1.0,18.0,18.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,     53.8,  -1.4886,  34.2621,2.0,-999.0000,9.0,    326.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.4898
1519,  09AR20110104,  SR03,70.0,1.0,17.0,17.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,     53.8,  -1.4798,  34.2570,2.0,-999.0000,9.0,    326.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.4810
1520,  09AR20110104,  SR03,70.0,1.0,16.0,16.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    100.9,  -1.6611,  34.3727,2.0,  34.3738,2.0,    305.8,2.0,    304.2,2.0,    70.10,2.0,    29.58,2.0,     2.04,2.0,  -1.6632
1521,  09AR20110104,  SR03,70.0,1.0,15.0,15.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    101.0,  -1.6592,  34.3735,2.0,-999.0000,9.0,    305.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.6613
1522,  09AR20110104,  SR03,70.0,1.0,14.0,14.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    100.9,  -1.6628,  34.3729,2.0,-999.0000,9.0,    305.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.6649
1523,  09AR20110104,  SR03,70.0,1.0,13.0,13.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    100.9,  -1.6650,  34.3725,2.0,-999.0000,9.0,    305.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.6671
1524,  09AR20110104,  SR03,70.0,1.0,12.0,12.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    175.1,  -1.0534,  34.4790,2.0,  34.4799,2.0,    276.1,2.0,    272.1,2.0,    77.00,2.0,    30.48,2.0,     2.10,2.0,  -1.0582
1525,  09AR20110104,  SR03,70.0,1.0,11.0,11.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    175.0,  -1.0629,  34.4784,2.0,-999.0000,9.0,    276.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.0677
1526,  09AR20110104,  SR03,70.0,1.0,10.0,10.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    249.9,  -1.1867,  34.5365,2.0,  34.5364,2.0,    274.1,2.0,    276.7,2.0,    79.70,2.0,    30.70,2.0,     2.09,2.0,  -1.1935
1527,  09AR20110104,  SR03,70.0,1.0,9.0,9.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    249.6,  -1.1905,  34.5361,2.0,-999.0000,9.0,    274.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.1973
1528,  09AR20110104,  SR03,70.0,1.0,8.0,8.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    324.3,  -1.8951,  34.5923,2.0,  34.5912,2.0,    308.0,2.0,    307.7,2.0,    74.00,2.0,    30.58,2.0,     2.04,2.0,  -1.9022
1529,  09AR20110104,  SR03,70.0,1.0,7.0,7.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    324.5,  -1.8951,  34.5925,2.0,-999.0000,9.0,    308.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.9022
1530,  09AR20110104,  SR03,70.0,1.0,6.0,6.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    324.7,  -1.8951,  34.5918,2.0,-999.0000,9.0,    308.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.9022
1531,  09AR20110104,  SR03,70.0,1.0,5.0,5.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    324.9,  -1.8952,  34.5918,2.0,-999.0000,9.0,    308.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.9023
1532,  09AR20110104,  SR03,70.0,1.0,4.0,4.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    401.3,  -1.8927,  34.6134,2.0,  34.6119,2.0,    306.6,2.0,    306.6,2.0,    74.40,2.0,    30.50,2.0,     2.07,2.0,  -1.9018
1533,  09AR20110104,  SR03,70.0,1.0,3.0,3.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    401.2,  -1.8927,  34.6133,2.0,-999.0000,9.0,    306.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.9018
1534,  09AR20110104,  SR03,70.0,1.0,2.0,102.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    429.2,  -1.8921,  34.6132,2.0,  34.6119,2.0,    306.5,2.0,    306.8,2.0,    74.20,2.0,    30.28,2.0,     2.07,2.0,  -1.9019
1535,  09AR20110104,  SR03,70.0,1.0,1.0,1.0,2.0,20110120.0,2044.0,-65.9987,143.613,  433,    429.9,  -1.8921,  34.6135,2.0,-999.0000,9.0,    306.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.9019
1536,  09AR20110104,  SR03,71.0,1.0,24.0,24.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,      9.5,  -0.9261,  33.5092,2.0,  33.5084,2.0,    372.1,2.0,    372.6,2.0,  -999.00,9.0,    20.57,2.0,     1.18,2.0,  -0.9263
1537,  09AR20110104,  SR03,71.0,1.0,23.0,23.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,      9.5,  -0.9260,  33.5091,2.0,-999.0000,9.0,    372.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.9262
1538,  09AR20110104,  SR03,71.0,1.0,22.0,22.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,      9.4,  -0.9278,  33.5124,2.0,-999.0000,9.0,    372.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.9280
1539,  09AR20110104,  SR03,71.0,1.0,21.0,21.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,      9.4,  -0.9258,  33.5091,2.0,-999.0000,9.0,    372.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.9260
1540,  09AR20110104,  SR03,71.0,1.0,20.0,20.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,     49.0,  -1.5954,  34.2659,2.0,  34.2853,2.0,    322.7,2.0,    322.4,2.0,    67.20,2.0,    28.46,2.0,     1.98,2.0,  -1.5964
1541,  09AR20110104,  SR03,71.0,1.0,19.0,19.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,     49.0,  -1.6345,  34.2735,2.0,-999.0000,9.0,    322.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.6355
1542,  09AR20110104,  SR03,71.0,1.0,18.0,18.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,     49.0,  -1.6657,  34.2769,2.0,-999.0000,9.0,    322.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.6667
1543,  09AR20110104,  SR03,71.0,1.0,17.0,17.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,     49.0,  -1.6881,  34.2839,2.0,-999.0000,9.0,    323.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.6891
1544,  09AR20110104,  SR03,71.0,1.0,16.0,16.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    102.1,  -1.7961,  34.3547,2.0,  34.3524,2.0,    313.0,2.0,    312.3,2.0,    71.60,2.0,    30.06,2.0,     2.03,2.0,  -1.7981
1545,  09AR20110104,  SR03,71.0,1.0,15.0,15.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    101.9,  -1.7951,  34.3540,2.0,-999.0000,9.0,    313.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.7971
1546,  09AR20110104,  SR03,71.0,1.0,14.0,14.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    101.8,  -1.7953,  34.3541,2.0,-999.0000,9.0,    313.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.7973
1547,  09AR20110104,  SR03,71.0,1.0,13.0,13.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    101.7,  -1.7955,  34.3544,2.0,-999.0000,9.0,    313.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.7975
1548,  09AR20110104,  SR03,71.0,1.0,12.0,12.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    175.7,  -1.7473,  34.3814,2.0,  34.3818,2.0,    305.2,2.0,    306.2,2.0,    73.20,2.0,    30.45,2.0,     2.04,2.0,  -1.7510
1549,  09AR20110104,  SR03,71.0,1.0,11.0,11.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    175.3,  -1.7460,  34.3819,2.0,-999.0000,9.0,    305.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.7497
1550,  09AR20110104,  SR03,71.0,1.0,10.0,10.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    275.7,  -0.7392,  34.5151,2.0,  34.5142,2.0,    263.5,2.0,    259.7,2.0,    83.00,2.0,    31.40,2.0,     2.11,2.0,  -0.7478
1551,  09AR20110104,  SR03,71.0,1.0,9.0,9.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    275.0,  -0.7406,  34.5154,2.0,-999.0000,9.0,    263.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.7492
1552,  09AR20110104,  SR03,71.0,1.0,8.0,8.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    323.4,  -0.8590,  34.5266,2.0,  34.5260,2.0,    262.4,2.0,    261.3,2.0,    83.20,2.0,    31.21,2.0,     2.12,2.0,  -0.8689
1553,  09AR20110104,  SR03,71.0,1.0,7.0,7.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    323.6,  -0.8585,  34.5267,2.0,-999.0000,9.0,    262.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.8684
1554,  09AR20110104,  SR03,71.0,1.0,6.0,6.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    323.6,  -0.8588,  34.5266,2.0,-999.0000,9.0,    262.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.8687
1555,  09AR20110104,  SR03,71.0,1.0,5.0,5.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    323.5,  -0.8592,  34.5267,2.0,-999.0000,9.0,    262.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.8691
1556,  09AR20110104,  SR03,71.0,1.0,4.0,4.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    374.6,  -0.4888,  34.6186,2.0,  34.6192,2.0,    244.6,2.0,    248.5,2.0,    88.60,2.0,    31.13,2.0,     2.15,2.0,  -0.5017
1557,  09AR20110104,  SR03,71.0,1.0,3.0,3.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    374.3,  -0.5249,  34.6206,2.0,-999.0000,9.0,    244.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.5377
1558,  09AR20110104,  SR03,71.0,1.0,2.0,102.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    388.1,  -1.2777,  34.6236,2.0,  34.6221,2.0,    275.2,2.0,    274.9,2.0,    82.10,2.0,    30.41,2.0,     2.11,2.0,  -1.2885
1559,  09AR20110104,  SR03,71.0,1.0,1.0,1.0,2.0,20110120.0,2231.0,-66.003,143.9,  393,    387.0,  -1.2809,  34.6247,2.0,-999.0000,9.0,    264.9,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -1.2916
1560,  09AR20110104,  SR03,72.0,1.0,24.0,24.0,2.0,20110121.0,1318.0,-66.1693,143.787,  457,      9.9,  -0.6935,  33.4522,2.0,  33.4555,2.0,    371.7,2.0,    372.7,2.0,    42.20,2.0,    19.87,2.0,     1.09,2.0,  -0.6938
1561,  09AR20110104,  SR03,72.0,1.0,23.0,23.0,2.0,20110121.0,1318.0,-66.1693,143.787,  457,      9.9,  -0.6946,  33.4541,2.0,-999.0000,9.0,    371.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.6949
1562,  09AR20110104,  SR03,72.0,1.0,22.0,22.0,2.0,20110121.0,1318.0,-66.1693,143.787,  457,      9.8,  -0.6956,  33.4558,2.0,-999.0000,9.0,    371.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.6959
1563,  09AR20110104,  SR03,72.0,1.0,21.0,21.0,2.0,20110121.0,1318.0,-66.1693,143.787,  457,      9.9,  -0.6968,  33.4580,2.0,-999.0000,9.0,    371.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,  -0.6971
