EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FLUOR,XMISS
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,UG/L,%TRANS
  325020080826,  P16N,     9,  1,     24,     24,2,20080903,0115, 38.0000,-145.0000, 5096,      5.0,  22.1110,  33.7820,2,  33.7830,2,    215.7,2,    224.9,6,     7.56,2,     0.00,2,     0.00,6,     0.01,2,        0,6, -999.000,9, -999.000,9,     -999,9,   1987.4,6,   2236.9,2,   -0.036,    97.33
  325020080826,  P16N,    10,  1,      1,      1,2,20080903,1618, 40.0000,-146.5000, 4768,   1821.1,   2.1520,  34.5730,2,  34.5730,2,     45.3,2,     47.0,6,   164.07,3,    39.15,3,     0.01,3,     3.07,3,        0,6,    0.013,6,    0.002,6,        0,6,   2386.3,2,   2411.4,6,    0.034,    98.82
  325020080826,  P16N,    10,  1,      2,      2,2,20080903,1622, 40.0000,-146.5000, 4768,   1668.8,   2.2680,  34.5470,2,  34.5470,2,     33.4,2,     34.8,6,   162.52,3,    40.03,3,     0.01,3,     3.12,3,     0.01,2,    0.011,2,    0.001,2,        0,2,   2391.6,2,   2407.4,2,    0.026,    98.81
  325020080826,  P16N,    10,  1,      3,      3,2,20080903,1627, 40.0000,-146.5000, 4768,   1466.5,   2.5440,  34.4850,2,  34.4830,2,     14.9,2,     15.2,6,   157.62,3,    41.38,3,     0.01,3,     3.21,3,     0.01,2,    0.016,2,    0.002,2,    0.033,2,   2393.7,2,   2393.8,2,    0.039,    98.82
  325020080826,  P16N,    10,  1,      4,      4,2,20080903,1630, 40.0000,-146.5000, 4768,   1314.2,   2.7300,  34.4380,2,  34.4380,2,      9.5,2,     11.3,6,   153.62,3,    41.99,3,     0.00,3,     3.24,3,     0.02,2,    0.017,2,    0.014,2,        0,2,   2390.9,2,   2390.3,2,    0.047,    98.82
  325020080826,  P16N,    10,  1,      5,      5,2,20080903,1635, 40.0000,-146.5000, 4768,   1132.6,   3.0200,  34.3700,2,  34.3650,2,      8.5,2,     10.1,6,   143.16,3,    42.00,3,     0.01,3,     3.24,3,     0.02,2,    0.017,2,    0.016,2,        0,2,   2381.3,2,   2357.7,2,    0.031,    98.81
  325020080826,  P16N,    10,  1,      6,      6,2,20080903,1639, 40.0000,-146.5000, 4768,    958.8,   3.4230,  34.2820,2,  34.2820,2,     15.1,2,     16.3,6,   127.45,3,    41.14,3,     0.00,3,     3.18,3,     0.02,6,    0.115,2,    0.051,2,        0,2,   2362.6,2,   2355.4,2,    0.036,    98.80
  325020080826,  P16N,    10,  1,      7,      7,2,20080903,1641, 40.0000,-146.5000, 4768,    857.7,   3.6790,  34.2270,2,  34.2280,2,     22.6,2,     23.5,6,   115.53,3,    40.28,3,     0.00,3,     3.12,3,     0.02,2,    0.269,2,    0.137,2,        0,2,   2349.2,2,   2347.2,2,    0.037,    98.80
  325020080826,  P16N,    10,  1,      8,      8,2,20080903,1644, 40.0000,-146.5000, 4768,    757.5,   4.0170,  34.1540,2,  34.1540,2,     33.8,2,     35.1,6,   104.84,3,    39.41,3,     0.00,3,     3.04,3,     0.03,2,    0.543,2,    0.276,2,        0,2,   2330.2,2,   2332.5,2,    0.036,    98.77
  325020080826,  P16N,    10,  1,      9,      9,2,20080903,1647, 40.0000,-146.5000, 4768,    630.7,   4.6510,  34.0370,2,  34.0380,2,     66.1,2,     67.7,6,    84.55,3,    36.40,3,     0.00,3,     2.80,3,     0.03,2,    1.377,2,    0.684,2,    0.162,2,   2288.9,2,   2306.7,2,    0.027,    98.71
  325020080826,  P16N,    10,  1,     10,     10,2,20080903,1650, 40.0000,-146.5000, 4768,    530.4,   5.3730,  33.9900,2,  33.9900,2,     92.5,2,     96.0,6,    70.50,3,    33.11,3,     0.00,3,     2.54,3,     0.03,2,    1.970,2,    0.919,2,    0.191,2,   2256.0,2,   2293.1,2,    0.029,    98.63
  325020080826,  P16N,    10,  1,     11,     11,2,20080903,1652, 40.0000,-146.5000, 4768,    478.7,   5.8880,  33.9740,2,  33.9740,2,    110.5,2,    115.0,6,    61.58,3,    31.10,3,     0.00,3,     2.36,3,     0.03,2,    2.294,2,    1.026,2,    0.297,2,   2234.0,2,   2286.5,2,    0.016,    98.57
  325020080826,  P16N,    10,  1,     12,     12,2,20080903,1654, 40.0000,-146.5000, 4768,    429.1,   6.4930,  33.9640,2,  33.9650,2,    136.6,2,    140.1,6,    50.65,3,    28.02,3,     0.00,3,     2.09,3,     0.02,2,    2.820,2,    1.393,2,    0.562,2,   2205.5,2,   2279.3,2,   -0.014,    98.50
  325020080826,  P16N,    10,  1,     13,     13,2,20080903,1655, 40.0000,-146.5000, 4768,    378.1,   7.2290,  33.9820,2,  33.9820,2,    160.1,2,    165.0,6,    41.05,3,    24.46,3,     0.00,3,     1.79,3,     0.02,2,    3.163,2,    1.686,2,    0.759,2,   2176.9,2,   2272.2,2,   -0.009,    98.53
  325020080826,  P16N,    10,  1,     14,     14,2,20080903,1657, 40.0000,-146.5000, 4768,    327.2,   8.0740,  34.0140,2,  34.0100,2,    180.0,2,    185.2,6,    32.79,3,    20.90,3,     0.00,3,     1.54,3,     0.03,2,    3.385,2,    1.803,2,    0.838,2,   2151.7,2,   2266.6,2,   -0.017,    98.56
  325020080826,  P16N,    10,  1,     15,     15,2,20080903,1659, 40.0000,-146.5000, 4768,    276.8,   8.9230,  34.0390,2,  34.0370,2,    206.0,2,    212.4,6,    23.86,3,    16.67,3,     0.00,3,     1.25,3,     0.02,2, -999.000,9, -999.000,9,     -999,9,   2123.1,2,   2261.3,3,   -0.034,    98.45
  325020080826,  P16N,    10,  1,     16,     16,2,20080903,1701, 40.0000,-146.5000, 4768,    221.9,   9.6220,  34.0110,2,  34.0120,2,    223.7,2,    230.7,6,    16.94,3,    12.98,3,     0.00,3,     1.01,3,     0.01,2,    3.599,2,    2.010,2,    1.121,2,   2098.0,2,   2253.4,2,   -0.036,    98.45
  325020080826,  P16N,    10,  1,     17,     17,2,20080903,1703, 40.0000,-146.5000, 4768,    185.9,   9.7650,  33.9530,2,  33.9580,2,    229.9,2,    236.0,6,    14.93,3,    11.64,3,     0.00,3,     0.92,3,     0.01,2,    3.480,3,    1.957,3,    1.183,2,   2089.8,2,   2247.7,2,   -0.036,    98.42
  325020080826,  P16N,    10,  1,     18,     18,2,20080903,1704, 40.0000,-146.5000, 4768,    151.1,  10.0140,  33.8720,2,  33.8870,2,    233.5,2,    240.2,6,    12.69,3,    10.36,3,     0.00,3,     0.86,3,        0,2,    3.603,2,    2.071,2,     1.36,2,   2079.7,2,   2243.7,2,   -0.032,    98.36
  325020080826,  P16N,    10,  1,     19,     19,2,20080903,1706, 40.0000,-146.5000, 4768,    125.3,  10.1050,  33.6550,2,  33.6840,2,    243.5,2,    249.0,6,    10.45,3,     8.15,3,     0.00,3,     0.74,3,        0,2,    3.614,2,    2.027,2,    1.427,2,   2061.7,2,   2229.1,2,    0.036,    98.32
  325020080826,  P16N,    10,  1,     20,     20,2,20080903,1707, 40.0000,-146.5000, 4768,    100.7,  10.1350,  33.4680,2,  33.4870,2,    252.4,2,    257.3,6,     8.44,3,     6.34,3,     0.01,3,     0.67,3,        0,2,    3.688,6,    2.110,6,    1.445,6,   2048.4,2,   2223.4,2,    0.222,    98.06
  325020080826,  P16N,    10,  1,     21,     21,2,20080903,1709, 40.0000,-146.5000, 4768,     74.8,  10.8450,  33.3720,2,  33.7720,3,    259.0,2,    266.9,6,     6.64,3,     3.92,3,     0.15,3,     0.55,3,        0,2,    3.654,2,    2.044,2,    1.382,2,   2036.8,2,   2218.1,2,    1.471,    96.45
  325020080826,  P16N,    10,  1,     22,     22,2,20080903,1710, 40.0000,-146.5000, 4768,     50.8,  13.8340,  33.4790,2,  33.4680,2,    287.3,2,    298.1,6,     4.18,3,     0.09,3,     0.00,3,     0.17,3,        0,2, -999.000,9, -999.000,9,     -999,9,   1985.4,2,   2215.7,2,    0.321,    95.76
  325020080826,  P16N,    10,  1,     23,     23,2,20080903,1712, 40.0000,-146.5000, 4768,     25.5,  18.1790,  33.0560,2,  33.0620,2,    233.8,2,    243.1,6,     3.50,3,     0.09,3,     0.00,3,     0.22,3,        0,2, -999.000,9, -999.000,9,     -999,9,   1973.8,2,   2200.8,2,    0.042,    97.26
  325020080826,  P16N,    10,  1,     24,     24,2,20080903,1713, 40.0000,-146.5000, 4768,      5.3,  18.9610,  33.0790,2,  33.0780,2,    230.3,2,    238.5,6,     3.49,3,     0.03,3,     0.00,3,     0.22,3,        0,6,    2.489,2,    1.462,2,    1.139,2,   1976.5,6,   2202.6,6,    0.002,    97.55
  325020080826,  P16N,    11,  1,      1,      1,2,20080904,0654, 42.0000,-147.8000, 4969,   1010.3,   3.1940,  34.3260,2,  34.3200,2,     12.3,2,     13.2,6,   139.31,3,    41.94,3,     0.01,3,     3.28,3,        0,6,    0.063,6,    0.029,6,        0,6,   2370.3,6,   2366.1,6,    0.032,    98.76
  325020080826,  P16N,    11,  1,      2,      2,2,20080904,0657, 42.0000,-147.8000, 4969,    909.8,   3.4530,  34.2740,2,  34.2710,2,     19.1,2,     19.8,6,   129.21,3,    41.37,3,     0.01,3,     3.24,3,        0,2,    0.148,2,    0.082,2,        0,2,   2354.6,2,   2353.5,2,    0.035,    98.74
  325020080826,  P16N,    11,  1,      3,      3,2,20080904,0659, 42.0000,-147.8000, 4969,    858.4,   3.5760,  34.2500,2,  34.2430,2,     22.7,2,     23.0,6,   121.87,3,    40.57,3,     0.01,3,     3.20,3,        0,2,    0.225,2,    0.129,4,        0,2,   2347.5,2,   2349.4,2,     0.03,    98.74
  325020080826,  P16N,    11,  1,      4,      4,2,20080904,0701, 42.0000,-147.8000, 4969,    809.0,   3.7050,  34.2100,2,  34.2020,2,     27.2,2,     29.2,6,   116.36,3,    39.99,3,     0.01,3,     3.16,3,        0,2,    0.421,2,    0.228,2,    0.033,2,   2339.2,2,   2341.8,2,    0.023,    98.74
  325020080826,  P16N,    11,  1,      5,      5,2,20080904,0702, 42.0000,-147.8000, 4969,    756.5,   3.8640,  34.1660,2,  34.1600,2,     32.5,2,     35.5,6,   109.72,3,    39.99,3,     0.01,3,     3.17,3,        0,2, -999.000,9, -999.000,9,     -999,9,   2331.1,2,   2293.2,4,    0.038,    98.74
  325020080826,  P16N,    11,  1,      6,      6,2,20080904,0704, 42.0000,-147.8000, 4969,    705.7,   4.0420,  34.1290,2,  34.1250,2,     39.2,2,     40.3,6,   104.00,3,    39.34,3,     0.01,3,     3.11,3,        0,2,    0.805,2,    0.391,2,    0.061,2,   2321.2,2,   2325.6,2,    0.029,    98.70
  325020080826,  P16N,    11,  1,      7,      7,2,20080904,0706, 42.0000,-147.8000, 4969,    656.0,   4.2160,  34.1000,2,  34.0920,2,     46.2,2,     48.7,6,    98.51,3,    39.20,3,     0.01,3,     3.04,3,        0,2,    0.995,2,    0.481,2,      0.1,2,   2308.2,2,   2321.0,2,    0.032,    98.69
  325020080826,  P16N,    11,  1,      8,      8,2,20080904,0707, 42.0000,-147.8000, 4969,    604.1,   4.4160,  34.0580,2,  34.0550,2,     54.8,2,     57.2,6,    94.04,3,    38.62,3,     0.01,3,     2.93,3,        0,6,    1.332,4,    0.762,4,    0.492,3,   2298.5,2,   2309.7,2,    0.031,    98.71
  325020080826,  P16N,    11,  1,      9,      9,2,20080904,0709, 42.0000,-147.8000, 4969,    554.6,   4.6800,  34.0250,2,  34.0140,2,     66.1,2,     69.7,6,    85.71,3,    36.89,3,     0.00,3,     2.81,3,        0,2,    1.692,2,    0.831,2,    0.225,2,   2281.8,2,   2305.1,2,    0.021,    98.64
  325020080826,  P16N,    11,  1,     10,     10,2,20080904,0711, 42.0000,-147.8000, 4969,    503.6,   5.0470,  33.9860,2,  33.9810,2,     86.9,2,     88.6,6,    75.46,3,    34.65,3,     0.00,3,     2.64,3,        0,2,    2.036,2,    1.028,2,    0.321,2,   2262.7,2,   2294.8,6,    0.017,    98.59
  325020080826,  P16N,    11,  1,     11,     11,2,20080904,0712, 42.0000,-147.8000, 4969,    453.9,   5.4950,  33.9580,2,  33.9530,2,    108.2,2,    110.8,6,    64.09,3,    31.84,3,     0.00,3,     2.44,3,        0,2,    2.350,2,    1.245,2,    0.514,2,   2240.8,2,   2281.4,2,    0.016,    98.50
  325020080826,  P16N,    11,  1,     12,     12,2,20080904,0714, 42.0000,-147.8000, 4969,    403.1,   5.9840,  33.9350,2,  33.9290,2,    132.0,2,    135.8,6,    53.86,3,    29.03,3,     0.00,3,     2.20,3,        0,2,    2.782,2,    1.484,2,    0.641,2,   2216.8,2,   2277.4,2,        0,    98.39
  325020080826,  P16N,    11,  1,     13,     13,2,20080904,0716, 42.0000,-147.8000, 4969,    352.8,   6.6480,  33.9310,2,  33.9240,2,    160.1,2,    165.3,6,    43.41,3,    25.59,3,     0.00,3,     1.92,3,        0,2,    3.253,2,    1.728,2,    0.774,2,   2186.1,2,   2272.7,2,        0,    98.31
  325020080826,  P16N,    11,  1,     14,     14,2,20080904,0718, 42.0000,-147.8000, 4969,    302.1,   7.4940,  33.9490,2,  33.9410,2,    188.4,2,    193.5,6,    33.66,3,    21.64,3,     0.01,3,     1.63,3,        0,2,    3.494,2,    2.025,2,    0.949,2,   2154.0,2,   2261.8,2,   -0.003,    98.32
  325020080826,  P16N,    11,  1,     15,     15,2,20080904,0719, 42.0000,-147.8000, 4969,    252.1,   8.1580,  33.9440,2,  33.9380,2,    215.8,2,    221.7,6,    25.27,3,    17.84,3,     0.01,3,     1.74,3,        0,2,    3.444,3,    2.018,2,    1.066,2,   2125.6,2,   2257.2,2,   -0.023,    98.32
  325020080826,  P16N,    11,  1,     16,     16,2,20080904,0721, 42.0000,-147.8000, 4969,    201.9,   8.5380,  33.8610,2,  33.8520,2,    240.5,2,    247.6,6,    18.03,3,    14.11,3,     0.01,3,     1.14,3,        0,2,    3.859,2,    2.270,2,    1.344,2,   2099.1,2,   2247.1,2,   -0.028,    98.35
  325020080826,  P16N,    11,  1,     17,     17,2,20080904,0723, 42.0000,-147.8000, 4969,    160.7,   8.7340,  33.6980,2,  33.6890,2,    245.5,2,    252.5,6,    14.88,3,    12.56,3,     0.01,3,     1.05,3,        0,2,    3.871,2,    2.283,2,    1.499,2,   2083.3,2,   2240.4,2,   -0.023,    98.38
  325020080826,  P16N,    11,  1,     18,     18,2,20080904,0724, 42.0000,-147.8000, 4969,    121.2,   8.9060,  33.3740,2,  33.3830,2,    260.1,2,    266.1,6,    10.14,3,     8.97,3,     0.01,3,     0.90,3,        0,2,    3.839,2,    2.193,2,     1.55,2,   2055.6,2,   2223.3,2,    0.025,    98.30
  325020080826,  P16N,    11,  1,     19,     19,2,20080904,0725, 42.0000,-147.8000, 4969,    100.5,   8.7280,  33.2440,2,  33.2390,2,    265.2,2,    272.2,6,     9.71,3,     8.62,3,     0.01,3,     0.91,3,        0,2,    3.992,2,    2.292,2,    1.508,2,   2049.9,2,   2214.9,2,    0.049,    98.27
  325020080826,  P16N,    11,  1,     20,     20,2,20080904,0727, 42.0000,-147.8000, 4969,     81.4,   9.1020,  33.2200,2,  33.2170,2,    264.1,2,    271.1,6,     8.60,3,     7.89,3,     0.04,3,     0.87,3,        0,2,    3.838,2,    2.234,2,    1.532,2,   2046.2,2,   2211.7,2,    0.116,    97.96
  325020080826,  P16N,    11,  1,     21,     21,2,20080904,0728, 42.0000,-147.8000, 4969,     60.2,  10.0120,  33.2170,2,  33.2150,2,    277.5,2,    286.0,6,     0.00,3,     3.96,3,     0.52,3,     0.78,3,      0.2,2,    3.777,2,    2.219,2,    1.524,2,   2025.4,2,   2215.5,2,    7.345,    94.08
  325020080826,  P16N,    11,  1,     22,     22,2,20080904,0729, 42.0000,-147.8000, 4969,     40.4,  12.3000,  33.1700,2,  33.1600,2,    304.5,2,    313.3,6,     0.00,3,     0.00,3,     0.00,3,     0.36,3,        0,2,    3.595,2,    2.182,2,    1.502,2,   1983.4,2,   2210.4,2,    0.503,    97.30
  325020080826,  P16N,    11,  1,     23,     23,2,20080904,0730, 42.0000,-147.8000, 4969,     21.1,  17.4310,  32.9990,2,  32.9950,2,    237.6,2,    246.7,6,     0.08,3,     0.00,3,     0.01,3,     0.32,3,        0,2, -999.000,9, -999.000,9,     -999,9,   1974.8,2,   2204.4,2,    0.097,    97.43
  325020080826,  P16N,    11,  1,     24,     24,2,20080904,0732, 42.0000,-147.8000, 4969,      5.4,  17.8930,  32.9430,2,  32.9360,2,    238.5,2,    246.5,6,     0.58,3,     0.00,3,     0.00,3,     0.00,3,        0,6,    2.679,2,    1.359,4,    1.134,3,   1968.6,6,   2203.3,2,    0.113,    96.22
  325020080826,  P16N,    12,  1,      1,      1,2,20080904,1424, 43.0000,-148.5000, 5090,    352.5,   6.1790,  33.9200,2,  33.9170,2,    145.7,2,    152.8,6,    50.03,3,    24.65,3,     0.02,3,     2.09,3,        0,6,    3.111,2,    1.650,2,    0.568,2,   2201.2,6,   2271.9,2,        0,    98.40
  325020080826,  P16N,    12,  1,      2,      2,2,20080904,1426, 43.0000,-148.5000, 5090,    302.2,   6.8060,  33.9170,2,  33.9120,2,    173.4,2,    179.0,6,    50.04,3,    21.43,3,     0.02,3,     1.83,3,        0,6,    3.240,2,    1.737,2,     0.76,2,   2174.8,2,   2266.0,2,   -0.005,    98.40
  325020080826,  P16N,    12,  1,      3,      3,2,20080904,1428, 43.0000,-148.5000, 5090,    252.8,   7.3750,  33.9100,2,  33.9050,2,    200.4,2,    207.2,6,    40.25,3,    18.23,3,     0.03,3,     1.55,3,        0,2,    3.654,2,    2.120,2,     1.04,2,   2147.1,2,   2259.4,2,   -0.018,    98.36
  325020080826,  P16N,    12,  1,      4,      4,2,20080904,1431, 43.0000,-148.5000, 5090,    202.2,   8.0630,  33.8660,2,  33.8640,2,    220.7,2,    226.2,6,    31.55,3,    15.60,3,     0.00,3,     1.33,3,        0,2,    3.832,2,    2.185,2,    1.144,2,   2121.6,2,   2249.2,2,   -0.036,    98.33
  325020080826,  P16N,    12,  1,      5,      5,2,20080904,1433, 43.0000,-148.5000, 5090,    160.6,   8.3680,  33.6240,2,  33.6100,2,    249.7,2,    258.8,6,    24.81,3,    11.11,3,     0.04,3,     1.04,3,        0,6,    3.956,2,    2.271,2,    1.514,2,   2082.7,2,   2233.8,2,   -0.026,    98.39
  325020080826,  P16N,    12,  1,      6,      6,2,20080904,1435, 43.0000,-148.5000, 5090,    120.5,   8.3540,  33.2410,2,  33.2420,2,    267.1,2,    274.6,6,    24.83,3,     8.55,3,     0.02,3,     0.91,3,     0.01,6,    4.081,2,    2.384,2,    1.602,2,   2055.2,2,   2215.7,2,    0.038,    98.26
  325020080826,  P16N,    12,  1,      7,      7,2,20080904,1437, 43.0000,-148.5000, 5090,    103.0,   8.4970,  33.1850,2,  33.1800,2,    267.8,2,    277.3,6,    15.91,3,     8.10,3,     0.03,3,     0.91,3,     0.01,2,    4.082,2,    2.424,2,    1.666,2,   2052.3,2,   2214.1,2,    0.054,    98.18
  325020080826,  P16N,    12,  1,      8,      8,2,20080904,1439, 43.0000,-148.5000, 5090,     81.2,   9.0820,  33.1990,2,  33.2000,2,    264.0,2,    272.2,6,    12.00,3,     7.40,3,     0.04,3,     0.86,3,     0.01,2,    3.868,2,    2.294,2,    1.652,2,   2049.2,2,   2211.5,2,    0.229,    97.87
  325020080826,  P16N,    12,  1,      9,      9,2,20080904,1441, 43.0000,-148.5000, 5090,     61.1,   9.9340,  33.2110,2,  33.2080,2,    264.8,2,    273.7,6,    11.79,3,     5.40,3,     0.04,3,     0.78,3,     0.01,2,    3.756,2,    2.265,2,    1.498,2,   2040.1,2,   2208.6,2,    1.935,    96.09
  325020080826,  P16N,    12,  1,     10,     10,2,20080904,1442, 43.0000,-148.5000, 5090,     41.3,  10.3410,  33.1790,2,-999.0000,9,    278.8,2,   -999.0,9,    10.50,3,     2.83,3,     0.04,3,     0.56,3,     0.01,2, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,    7.614,    92.01
  325020080826,  P16N,    12,  1,     11,     11,2,20080904,1443, 43.0000,-148.5000, 5090,     41.7,  10.8080,  33.1730,2,  33.1690,2,    290.8,2,    300.6,6,     7.46,3,     2.12,3,     1.08,3,     0.45,3,     0.79,2,    3.735,2,    2.226,2,    1.332,2,   2012.9,2,   2216.2,6,    10.87,    89.14
  325020080826,  P16N,    12,  1,     12,     12,2,20080904,1446, 43.0000,-148.5000, 5090,     20.4,  16.7700,  32.9390,2,  32.9380,2,    242.8,2,    252.7,6,     2.68,3,     0.00,3,     0.17,3,     0.23,3,     0.41,2,    2.728,2,    1.677,2,     1.25,2,   1974.1,2,   2201.9,2,    0.188,    96.72
  325020080826,  P16N,    12,  1,     13,     13,2,20080904,1446, 43.0000,-148.5000, 5090,     20.0,  16.8130,  32.9340,2,-999.0000,9,    240.8,2,   -999.0,9,     0.51,3,     0.00,3,     0.10,3,     0.23,3,      0.1,2, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,    0.171,    96.67
  325020080826,  P16N,    12,  1,     14,     14,2,20080904,1447, 43.0000,-148.5000, 5090,      4.6,  17.0900,  32.9260,2,  32.9200,2,    239.1,2,    249.5,6,     1.83,3,     0.00,3,     0.00,3,     0.23,3,     0.04,2,    2.320,3,    1.363,3,    0.997,3,   1972.9,6,   2212.4,3,    0.139,    96.60
  325020080826,  P16N,    12,  1,     15,     15,2,20080904,1448, 43.0000,-148.5000, 5090,      5.6,  17.1440,  32.9250,2,-999.0000,9,    238.7,2,   -999.0,9,     1.84,3,     0.00,3,     0.01,3,     0.23,3,     0.04,2, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,    0.164,    96.62
  325020080826,  P16N,    13,  1,      1,      1,2,20080904,2159, 44.0000,-149.2000, 5096,   1822.5,   2.1260,  34.5550,2,  34.5600,2,     36.4,2,     38.0,6,  -999.00,9,    42.00,6,     0.00,6,     3.16,2,     0.03,6,    0.001,2,    0.004,2,        0,2,   2392.0,6,   2402.2,3,    0.013,    98.87
  325020080826,  P16N,    13,  1,      2,      2,2,20080904,2203, 44.0000,-149.2000, 5096,   1669.6,   2.2870,  34.5230,2,  34.5220,2,     24.5,2,     25.9,6,  -999.00,9,    42.56,6,     0.00,6,     3.21,2,     0.03,6,    0.001,2,    0.004,2,        0,2,   2395.7,2,   2403.4,6,    0.033,    98.87
  325020080826,  P16N,    13,  1,      3,      3,2,20080904,2208, 44.0000,-149.2000, 5096,   1467.3,   2.5260,  34.4750,2,  34.4800,2,     13.7,2,     14.6,6,  -999.00,9,    43.49,2,     0.01,2,     3.26,2,     0.02,2, -999.000,9, -999.000,9,     -999,9,   2394.8,2,   2400.9,2,    0.035,    98.87
  325020080826,  P16N,    13,  1,      4,      4,2,20080904,2212, 44.0000,-149.2000, 5096,   1315.4,   2.7100,  34.4340,2,  34.4340,2,     10.2,2,     12.9,6,   156.75,2,    43.82,2,     0.04,2,     3.28,2,     0.13,2,    0.016,2,    0.013,2,        0,2,   2390.1,2,   2388.4,2,    0.023,    98.85
  325020080826,  P16N,    13,  1,      5,      5,2,20080904,2216, 44.0000,-149.2000, 5096,   1133.4,   2.9780,  34.3710,2,  34.3700,2,     10.2,2,     13.5,6,   147.42,2,    43.77,2,     0.04,6,     3.33,2,     0.13,6,    0.015,2,    0.015,2,        0,2,   2377.1,6,   2377.1,3,    0.043,    98.83
  325020080826,  P16N,    13,  1,      6,      6,2,20080904,2220, 44.0000,-149.2000, 5096,    960.1,   3.2930,  34.3000,2,  34.3000,2,     19.9,2,     21.2,6,   134.88,2,    43.31,2,     0.05,2,     3.21,2,     0.14,2,    0.153,2,    0.096,2,        0,2,   2360.2,2,   2359.1,2,    0.036,    98.81
  325020080826,  P16N,    13,  1,      7,      7,2,20080904,2223, 44.0000,-149.2000, 5096,    859.6,   3.5340,  34.2500,2,  34.2490,2,     23.1,2,     24.7,6,   127.19,2,    43.00,2,     0.03,2,     3.18,2,     0.14,2, -999.000,9, -999.000,9,     -999,9,   2350.0,2,   2354.0,2,    0.029,    98.79
  325020080826,  P16N,    13,  1,      8,      8,2,20080904,2226, 44.0000,-149.2000, 5096,    757.4,   3.7920,  34.1830,2,  34.1830,2,     30.5,2,     32.3,6,   115.85,2,    42.42,2,     0.02,2,     3.12,2,     0.13,2,    0.536,2,    0.282,2,        0,2,   2335.7,2,   2334.2,2,    0.036,    98.76
  325020080826,  P16N,    13,  1,      9,      9,2,20080904,2230, 44.0000,-149.2000, 5096,    631.5,   4.1970,  34.1010,2,  34.0980,2,     44.1,2,     46.3,6,   101.75,2,    41.15,2,     0.03,2,     3.01,2,     0.13,2, -999.000,9, -999.000,9,     -999,9,   2312.8,2,   2316.3,3,     0.03,    98.74
  325020080826,  P16N,    13,  1,     10,     10,2,20080904,2232, 44.0000,-149.2000, 5096,    530.4,   4.7040,  34.0190,2,  34.0170,2,     69.1,2,     73.2,6,    85.35,2,    38.49,2,     0.02,2,     2.80,2,     0.14,2,    1.724,2,    0.865,2,    0.324,2,   2279.5,2,   2301.1,2,    0.028,    98.63
  325020080826,  P16N,    13,  1,     11,     11,2,20080904,2235, 44.0000,-149.2000, 5096,    479.6,   4.9990,  33.9730,2,  33.9700,2,     89.0,2,     93.1,6,    75.55,2,    36.19,2,     0.04,2,     2.63,2,     0.13,2, -999.000,9, -999.000,9,     -999,9,   2259.5,2,   2293.2,2,    0.015,    98.60
  325020080826,  P16N,    13,  1,     12,     12,2,20080904,2237, 44.0000,-149.2000, 5096,    430.4,   5.3100,  33.9390,2,  33.9380,2,    109.4,2,    114.9,6,    67.10,2,    34.05,2,     0.03,2,     2.45,2,     0.14,2,    2.522,2,    1.317,2,    0.572,2,   2238.4,2,   2286.7,3,    0.021,    98.52
  325020080826,  P16N,    13,  1,     13,     13,2,20080904,2240, 44.0000,-149.2000, 5096,    379.1,   5.8470,  33.9200,2,  33.9180,2,    130.8,2,    135.8,6,    56.58,2,    31.18,2,     0.07,2,     2.24,2,     0.14,2, -999.000,9, -999.000,9,     -999,9,   2215.0,2,   2277.5,2,    0.013,    98.45
  325020080826,  P16N,    13,  1,     14,     14,2,20080904,2242, 44.0000,-149.2000, 5096,    330.0,   6.4110,  33.9040,2,  33.9010,2,    161.2,2,    167.2,6,    45.59,2,    27.28,2,     0.06,2,     1.95,2,     0.14,2,    3.359,2,    1.838,2,    0.965,2,   2182.1,2,   2267.3,2,    0.006,    98.45
  325020080826,  P16N,    13,  1,     15,     15,2,20080904,2244, 44.0000,-149.2000, 5096,    277.9,   7.2600,  33.9170,2,  33.9150,2,    193.1,2,    199.1,6,    35.27,2,    23.22,2,     0.06,2,     1.62,2,     0.14,2, -999.000,9, -999.000,9,     -999,9,   2150.3,2,   2259.7,6,   -0.011,    98.46
