EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NO2+NO3,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA,NO2+NO3_FLAG_W
,,,,,,,,,,,METERS,DBAR,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C,
09AR20011029, SR03, 52, 1, 1, 1, 2, 20011113, 1749, -53.7310, 141.8992, 3105,  -999.00,   3181.5,   0.7890,  34.7070, 2,  34.7080, 2,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.5710, 9
09AR20011029, SR03, 52, 1, 2, 2, 2, 20011113, 1749, -53.7310, 141.8992, 3105,  -999.00,   3181.8,   0.7890,  34.7070, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   0.5710, 9
09AR20011029, SR03, 53, 1, 23, 23, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,      5.1,   3.0400,  33.8020, 2,  33.8020, 2,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   3.0400, 9
09AR20011029, SR03, 53, 1, 24, 24, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,      5.2,   3.0410,  33.8020, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,    10.70, 2,    25.13, 2,    25.13,     1.53, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   3.0410, 2
09AR20011029, SR03, 53, 1, 22, 22, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     14.3,   3.0390,  33.8010, 2,  33.8010, 2,   -999.0, 5,   -999.0, 9,    10.60, 2,    25.25, 2,    25.25,     1.55, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   3.0390, 2
09AR20011029, SR03, 53, 1, 21, 21, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     15.7,   3.0370,  33.8010, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   3.0370, 9
09AR20011029, SR03, 53, 1, 20, 20, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     24.3,   3.0360,  33.8010, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,    10.60, 2,    25.18, 2,    25.18,     1.56, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   3.0350, 2
09AR20011029, SR03, 53, 1, 19, 19, 4, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     24.5,   3.0350,  33.8010, 2,  33.8080, 4,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   3.0340, 9
09AR20011029, SR03, 53, 1, 18, 518, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     49.0,   3.0210,  33.8010, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,    10.60, 2,    25.21, 2,    25.21,     1.58, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   3.0190, 2
09AR20011029, SR03, 53, 1, 17, 17, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     50.0,   3.0090,  33.8010, 2,  33.8010, 2,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   3.0070, 9
09AR20011029, SR03, 53, 1, 16, 16, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     74.2,   2.4150,  33.8070, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,    10.80, 2,    25.46, 2,    25.46,     1.60, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.4120, 2
09AR20011029, SR03, 53, 1, 15, 15, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     74.3,   2.4140,  33.8080, 2,  33.8090, 2,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.4110, 9
09AR20011029, SR03, 53, 1, 14, 14, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     74.3,   2.4120,  33.8080, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.4090, 9
09AR20011029, SR03, 53, 1, 13, 13, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     74.4,   2.4090,  33.8090, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.4060, 9
09AR20011029, SR03, 53, 1, 12, 12, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     74.5,   2.3820,  33.8080, 3, -999.0000, 9,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.3790, 9
09AR20011029, SR03, 53, 1, 11, 11, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     88.2,   2.2940,  33.8100, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,    11.30, 2,    25.75, 2,    25.75,     1.62, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2900, 2
09AR20011029, SR03, 53, 1, 10, 10, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     88.6,   2.2900,  33.8100, 3,  33.8100, 2,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2860, 9
09AR20011029, SR03, 53, 1, 9, 9, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     98.2,   2.2540,  33.8110, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,    11.50, 2,    25.80, 2,    25.80,     1.63, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2490, 2
09AR20011029, SR03, 53, 1, 8, 8, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,     98.5,   2.2570,  33.8110, 2,  33.8120, 2,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2520, 9
09AR20011029, SR03, 53, 1, 7, 7, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,    108.7,   2.2280,  33.8110, 2, -999.0000, 9,   -999.0, 5,   -999.0, 9,    11.70, 2,    25.85, 2,    25.85,     1.63, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2230, 2
09AR20011029, SR03, 53, 1, 6, 6, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,    109.0,   2.2270,  33.8110, 2,  33.8120, 2,   -999.0, 5,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2220, 9
09AR20011029, SR03, 53, 1, 5, 5, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,    126.9,   2.1660,  33.8130, 2,  33.8130, 2,   -999.0, 5,   -999.0, 9,    12.00, 2,    25.93, 2,    25.93,     1.64, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.1600, 2
09AR20011029, SR03, 53, 1, 4, 4, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,    150.1,   1.9750,  33.8110, 2,  33.8100, 2,   -999.0, 5,   -999.0, 9,    12.60, 2,    26.11, 2,    26.11,     1.65, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.9680, 2
09AR20011029, SR03, 53, 1, 3, 3, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,    169.4,   1.9110,  33.8590, 4,  33.8490, 3,   -999.0, 5,   -999.0, 9,    15.10, 2,    27.04, 2,    27.04,     1.72, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.9030, 2
09AR20011029, SR03, 53, 1, 2, 2, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,    224.9,   2.5140,  34.1150, 3,  34.1090, 3,   -999.0, 5,   -999.0, 9,    30.10, 2,    30.90, 2,    30.90,     1.95, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.5020, 2
09AR20011029, SR03, 53, 1, 1, 1, 2, 20011114, 0153, -53.7772, 141.8905, 3010,  -999.00,    299.7,   2.4990,  34.2190, 2,  34.2170, 2,   -999.0, 5,   -999.0, 9,    40.50, 2,    32.81, 2,    32.81,     2.10, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.4820, 2
09AR20011029, SR03, 54, 1, 24, 24, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,      9.7,   3.1000,  33.8050, 2,  33.8050, 2,    419.6, 3,    332.3, 2,    10.50, 2,    25.12, 2,    25.12,     1.56, 2,    5.623, 2,    3.019, 2,    0.490, 2,   2129.1, 6,   2271.3, 2,   3.1000, 2
09AR20011029, SR03, 54, 1, 23, 23, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,     52.0,   3.0820,  33.8060, 2,  33.8050, 2,    334.5, 2,    332.5, 2,    10.50, 2,    25.09, 2,    25.09,     1.58, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2128.3, 2,   2270.9, 6,   3.0800, 2
09AR20011029, SR03, 54, 1, 22, 22, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,     99.5,   2.0850,  33.8130, 2,  33.8120, 2,    330.3, 2,    333.0, 2,    11.70, 2,    25.81, 2,    25.81,     1.64, 2,    5.725, 2,    3.043, 2,    0.510, 2,   2134.9, 2,   2271.6, 2,   2.0800, 2
09AR20011029, SR03, 54, 1, 21, 21, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    150.6,   1.9450,  33.8690, 4,  33.8570, 2,    323.8, 2,    319.6, 2,    15.70, 2,    27.23, 2,    27.23,     1.77, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2145.5, 2,   2273.5, 2,   1.9380, 2
09AR20011029, SR03, 54, 1, 20, 20, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    199.3,   2.4850,  34.1030, 2,  34.1020, 2,    258.5, 2,    265.0, 2,    20.40, 2,    30.93, 2,    30.93,     2.00, 2,    4.153, 2,    2.133, 2,    0.340, 2,   2182.0, 2,   2284.9, 2,   2.4740, 2
09AR20011029, SR03, 54, 1, 19, 19, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    249.9,   2.5470,  34.1760, 2, -999.0000, 9,    242.8, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.5330, 9
09AR20011029, SR03, 54, 1, 18, 518, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    300.0,   2.5390,  34.2390, 2,  34.2380, 2,    224.9, 2,    227.0, 2,    42.70, 2,    33.00, 2,    33.00,     2.16, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2207.8, 2,   2296.4, 2,   2.5220, 2
09AR20011029, SR03, 54, 1, 17, 17, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    350.6,   2.5260,  34.2870, 2,  34.2860, 2,    210.0, 2,    214.6, 2,    47.80, 2,    33.79, 2,    33.79,     2.21, 2,    2.338, 6,    1.161, 6,    0.180, 6,   2217.7, 2,   2301.4, 2,   2.5060, 2
09AR20011029, SR03, 54, 1, 16, 16, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    400.4,   2.4900,  34.3310, 2,  34.3300, 2,    199.1, 2,    204.9, 2,    52.40, 2,    34.30, 2,    34.30,     2.25, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2224.2, 2,   2307.5, 2,   2.4670, 2
09AR20011029, SR03, 54, 1, 15, 15, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    500.9,   2.4690,  34.4210, 2,  34.4210, 2,    187.4, 2,    188.8, 2,    61.10, 2,    34.82, 2,    34.82,     2.27, 2,    1.300, 2,    0.631, 2,    0.090, 2,   2237.6, 2,   2316.1, 2,   2.4400, 2
09AR20011029, SR03, 54, 1, 14, 14, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    599.9,   2.4220,  34.4910, 2,  34.4890, 2,    183.1, 2,    182.0, 2,    67.00, 2,    34.73, 2,    34.73,     2.28, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2244.9, 2,   2323.0, 6,   2.3870, 2
09AR20011029, SR03, 54, 1, 13, 13, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    700.1,   2.3640,  34.5470, 2,  34.5450, 2,    181.5, 2,    178.9, 2,    69.00, 2,    34.40, 2,    34.40,     2.26, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2248.1, 6,   2327.4, 2,   2.3220, 2
09AR20011029, SR03, 54, 1, 12, 12, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    798.6,   2.3540,  34.5980, 2,  34.5990, 2,    180.2, 2,    178.2, 2,    74.20, 2,    33.87, 2,    33.87,     2.22, 2,    0.469, 2,    0.207, 2,    0.040, 2,   2249.3, 2,   2332.2, 2,   2.3060, 2
09AR20011029, SR03, 54, 1, 11, 11, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    898.9,   2.3310,  34.6380, 2, -999.0000, 9,    182.8, 2,    179.4, 2,    76.10, 2,    33.18, 2,    33.18,     2.18, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2760, 2
09AR20011029, SR03, 54, 1, 10, 10, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,    997.7,   2.2730,  34.6730, 2,  34.6380, 4,    184.9, 2,    182.4, 2,    76.80, 2,    32.63, 2,    32.63,     2.14, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2110, 2
09AR20011029, SR03, 54, 1, 9, 9, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,   1098.8,   2.2240,  34.6950, 2,  34.6940, 2,    186.1, 2,    184.8, 2,    78.50, 2,    32.08, 2,    32.08,     2.10, 2,    0.213, 2,    0.100, 2,    0.020, 2,   -999.0, 9,   -999.0, 9,   2.1550, 2
09AR20011029, SR03, 54, 1, 8, 8, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,   1200.0,   2.1620,  34.7180, 2, -999.0000, 9,    189.6, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.0870, 9
09AR20011029, SR03, 54, 1, 7, 7, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,   1399.9,   2.0370,  34.7390, 2, -999.0000, 9,    195.4, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.9480, 9
09AR20011029, SR03, 54, 1, 6, 6, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,   1599.0,   1.8770,  34.7480, 2,  34.7490, 2,    199.9, 2,    199.0, 2,    83.10, 4,    30.55, 2,    30.55,     1.99, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.7750, 2
09AR20011029, SR03, 54, 1, 5, 5, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,   1800.1,   1.7080,  34.7480, 2,  34.7480, 2,    201.7, 2,    201.4, 2,    92.70, 2,    30.84, 2,    30.84,     2.01, 2,    0.092, 2,    0.032, 2,    0.010, 2,   -999.0, 9,   -999.0, 9,   1.5920, 2
09AR20011029, SR03, 54, 1, 4, 4, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,   2000.7,   1.4990,  34.7420, 2,  34.7420, 2,    204.4, 2,    203.9, 2,    93.00, 4,    31.01, 2,    31.01,     2.03, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.3700, 2
09AR20011029, SR03, 54, 1, 3, 3, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,   2199.5,   1.3320,  34.7350, 2,  34.7350, 2,    204.1, 2,    205.5, 2,    96.90, 4,    31.32, 2,    31.32,     2.05, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.1900, 2
09AR20011029, SR03, 54, 1, 2, 2, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,   2402.9,   1.0970,  34.7240, 2,  34.7230, 2,    207.1, 2,    207.9, 2,    98.20, 4,    31.63, 2,    31.63,     2.09, 2,    0.098, 2,    0.042, 2,    0.010, 2,   -999.0, 9,   -999.0, 9,   0.9420, 2
09AR20011029, SR03, 54, 1, 1, 1, 2, 20011114, 1452, -54.0642, 141.6030, 2504,  -999.00,   2590.5,   0.9950,  34.7170, 2,  34.7170, 2,    209.6, 2,    209.3, 2,    99.10, 4,    31.90, 2,    31.90,     2.11, 2,    0.105, 2,    0.043, 2,    0.020, 2,   -999.0, 9,   -999.0, 9,   0.8260, 2
09AR20011029, SR03, 55, 1, 23, 23, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,      4.8,   2.2590,  33.7910, 2, -999.0000, 9,    393.2, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2134.2, 2,   2272.3, 2,   2.2590, 9
09AR20011029, SR03, 55, 1, 24, 24, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,      4.9,   2.2590,  33.7910, 2,  33.7920, 2,    393.2, 3,    339.1, 2,    12.40, 2,    26.19, 2,    26.19,     1.63, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2590, 2
09AR20011029, SR03, 55, 1, 22, 22, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     14.5,   2.2590,  33.7910, 2,  33.7910, 2,    387.0, 3,    339.4, 2,    12.30, 2,    26.09, 2,    26.09,     1.66, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2133.5, 2,   2271.3, 2,   2.2590, 2
09AR20011029, SR03, 55, 1, 21, 21, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     14.5,   2.2590,  33.7910, 2, -999.0000, 9,    387.0, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2590, 9
09AR20011029, SR03, 55, 1, 20, 20, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     30.4,   2.2570,  33.7900, 2,  33.7910, 2,    340.1, 2,    339.2, 2,    12.30, 2,    26.12, 2,    26.12,     1.64, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2560, 2
09AR20011029, SR03, 55, 1, 19, 19, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     30.4,   2.2560,  33.7910, 2, -999.0000, 9,    340.1, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2550, 9
09AR20011029, SR03, 55, 1, 17, 17, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     44.8,   2.2570,  33.7910, 2, -999.0000, 9,    340.4, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2134.1, 2,   2271.7, 2,   2.2550, 9
09AR20011029, SR03, 55, 1, 18, 518, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     44.9,   2.2570,  33.7910, 2,  33.7920, 2,    340.4, 2,    339.2, 2,    12.20, 2,    25.97, 2,    25.97,     1.67, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2550, 2
09AR20011029, SR03, 55, 1, 16, 16, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     59.8,   2.2530,  33.7910, 2,  33.7910, 2,    336.5, 2,    339.1, 2,    12.40, 2,    26.10, 2,    26.10,     1.66, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2500, 2
09AR20011029, SR03, 55, 1, 15, 15, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     59.9,   2.2470,  33.7920, 3, -999.0000, 9,    336.5, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.2440, 9
09AR20011029, SR03, 55, 1, 14, 14, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     75.8,   1.8880,  33.8010, 3,  33.8000, 2,    336.9, 2,    338.4, 2,    12.30, 2,    26.12, 2,    26.12,     1.67, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.8850, 2
09AR20011029, SR03, 55, 1, 13, 13, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     75.9,   1.8560,  33.7980, 4, -999.0000, 9,    336.9, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.8530, 9
09AR20011029, SR03, 55, 1, 11, 11, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     91.1,   1.6930,  33.8000, 2, -999.0000, 9,    339.7, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2135.7, 2,   2273.3, 2,   1.6890, 9
09AR20011029, SR03, 55, 1, 12, 12, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,     91.2,   1.6950,  33.8010, 2,  33.8020, 2,    339.7, 2,    336.7, 2,    12.70, 2,    26.33, 2,    26.33,     1.71, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.6910, 2
09AR20011029, SR03, 55, 1, 10, 10, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,    104.6,   1.6450,  33.7990, 2,  33.8000, 2,    334.0, 2,    336.3, 2,    12.70, 2,    26.43, 2,    26.43,     1.70, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.6400, 2
09AR20011029, SR03, 55, 1, 9, 9, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,    104.8,   1.6390,  33.7990, 2, -999.0000, 9,    334.0, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.6340, 9
09AR20011029, SR03, 55, 1, 7, 7, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,    118.9,   1.6150,  33.7980, 2, -999.0000, 9,    339.6, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2138.2, 2,   2272.0, 2,   1.6100, 9
09AR20011029, SR03, 55, 1, 8, 8, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,    119.0,   1.6140,  33.7990, 2,  33.7990, 2,    339.6, 2,    336.7, 2,    12.90, 2,    26.55, 2,    26.55,     1.72, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.6090, 2
09AR20011029, SR03, 55, 1, 5, 5, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,    150.3,   1.4930,  33.8070, 3, -999.0000, 9,    328.5, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2140.0, 2,   2272.5, 2,   1.4860, 9
09AR20011029, SR03, 55, 1, 6, 6, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,    150.4,   1.5070,  33.8050, 2,  33.8040, 2,    328.5, 2,    332.7, 2,    13.50, 2,    26.90, 2,    26.90,     1.73, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.5000, 2
09AR20011029, SR03, 55, 1, 4, 4, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,    198.8,   1.7790,  34.0860, 3,  34.0820, 2,    271.1, 2,    271.2, 2,    32.70, 2,    31.42, 2,    31.42,     2.06, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   1.7690, 2
09AR20011029, SR03, 55, 1, 3, 3, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,    249.7,   2.0940,  34.2120, 2,  34.2120, 2,    234.2, 2,    234.7, 2,    43.60, 2,    33.36, 2,    33.36,     2.18, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.0810, 2
09AR20011029, SR03, 55, 1, 2, 2, 2, 20011114, 1947, -54.5295, 141.3372, 2768,  -999.00,    299.8,   2.2070,  34.2950, 2,  34.2930, 2,    213.5, 2,    214.0, 2,    51.70, 2,    34.19, 2,    34.19,     2.25, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   2.1910, 2
