EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NO2+NO3,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA,NO2+NO3_FLAG_W
,,,,,,,,,,,METERS,DBAR,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C,
09AR20011029, SR03, 25, 1, 12, 12, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,     70.3,   9.7680,  34.7420, 2,  34.7400, 2,    280.0, 2,    280.9, 2,     2.90, 2,    11.08, 2,    11.08,     0.80, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.7620, 2
09AR20011029, SR03, 25, 1, 11, 11, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,     70.4,   9.7750,  34.7450, 3, -999.0000, 9,    280.0, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.7690, 9
09AR20011029, SR03, 25, 1, 9, 9, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,     89.4,   9.8810,  34.7740, 3, -999.0000, 9,    278.7, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.8730, 9
09AR20011029, SR03, 25, 1, 10, 10, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,     89.5,   9.8560,  34.7670, 2,  34.7610, 2,    278.7, 2,    278.5, 2,     2.90, 2,    11.05, 2,    11.05,     0.81, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.8480, 2
09AR20011029, SR03, 25, 1, 8, 8, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,     99.5,   9.9020,  34.7800, 2, -999.0000, 9,    274.0, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.8930, 9
09AR20011029, SR03, 25, 1, 7, 7, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,     99.5,   9.9020,  34.7830, 4, -999.0000, 9,    274.0, 2,    276.4, 2,     2.90, 2,    11.14, 2,    11.14,     0.80, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.8930, 2
09AR20011029, SR03, 25, 1, 6, 6, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,    150.6,   9.5900,  34.7290, 2, -999.0000, 9,    267.3, 2,    272.4, 2,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.5750, 9
09AR20011029, SR03, 25, 1, 5, 5, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,    200.4,   9.1240,  34.6370, 2, -999.0000, 9,    277.5, 2,    273.3, 2,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.1040, 9
09AR20011029, SR03, 25, 1, 4, 4, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,    251.1,   9.0250,  34.6180, 2, -999.0000, 9,    273.7, 2,    272.5, 2,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.0000, 9
09AR20011029, SR03, 25, 1, 3, 3, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,    350.6,   9.1430,  34.6440, 2,  34.6450, 2,    276.3, 2,    276.4, 2,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.1070, 9
09AR20011029, SR03, 25, 1, 2, 2, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,    450.5,   9.0570,  34.6270, 2,  34.6270, 2,    271.5, 2,    274.9, 2,     3.40, 2,    13.57, 2,    13.57,     0.95, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   9.0100, 2
09AR20011029, SR03, 25, 1, 1, 1, 2, 20011107, 0937, -48.7973, 144.5022, 3907,  -999.00,    601.7,   8.7580,  34.5880, 2,  34.5870, 2,    257.0, 2,    255.5, 2,     5.00, 2,    16.47, 2,    16.47,     1.11, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   8.6950, 2
09AR20011029, SR03, 26, 1, 24, 24, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,     10.4,   7.4100,  34.1640, 2,  34.1630, 2,    364.9, 3,    299.8, 2,     4.40, 2,    18.12, 2,    18.12,     1.17, 2,    4.462, 2,    2.410, 2,    0.420, 2,   2103.4, 6,   2277.2, 2,   7.4110, 2
09AR20011029, SR03, 26, 1, 23, 23, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,     41.5,   7.1440,  34.1500, 2,  34.1490, 2,    308.9, 2,    301.4, 2,     4.40, 2,    18.23, 2,    18.23,     1.17, 2,    4.420, 2,    2.405, 2,    0.450, 2,   2103.1, 2,   2275.5, 6,   7.1420, 2
09AR20011029, SR03, 26, 1, 22, 22, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,     81.1,   6.8510,  34.1440, 4,  34.1450, 2,    309.0, 2,    302.0, 2,     4.60, 2,    18.47, 2,    18.47,     1.20, 2,    4.392, 2,    2.380, 2,    0.410, 2,   2103.5, 2,   2275.5, 2,   6.8450, 2
09AR20011029, SR03, 26, 1, 21, 21, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,    120.6,   6.7630,  34.1640, 2,  34.1630, 2,    298.1, 2,    300.1, 2,     4.50, 2,    18.55, 2,    18.55,     1.21, 2,    4.419, 2,    2.403, 2,    0.420, 2,   2104.8, 2,   2277.3, 2,   6.7540, 2
09AR20011029, SR03, 26, 1, 20, 20, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,    160.9,   6.6890,  34.1630, 2,  34.1640, 2,    296.2, 2,    296.2, 2,     4.60, 2,    19.04, 2,    19.04,     1.24, 2,    4.405, 2,    2.376, 2,    0.390, 2,   2108.6, 2,   2276.6, 2,   6.6760, 2
09AR20011029, SR03, 26, 1, 19, 19, 4, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,    201.3,   6.5130,  34.1470, 3,  34.1810, 4,    293.7, 2,    283.1, 4,     8.30, 4,    21.07, 4,    21.07,     1.37, 4,    4.214, 2,    2.245, 2,    0.370, 2,   2122.2, 3,   2279.7, 2,   6.4970, 4
09AR20011029, SR03, 26, 1, 18, 718, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,    260.8,   6.0180,  34.0990, 3,  34.0980, 2,    295.1, 2,    300.8, 2,     5.60, 2,    20.22, 2,    20.22,     1.32, 2,    4.541, 2,    2.432, 2,    0.410, 2,   2113.2, 2,   2275.4, 2,   5.9970, 2
09AR20011029, SR03, 26, 1, 17, 17, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,    380.5,   6.8360,  34.2840, 3,  34.2850, 2,    256.6, 2,    271.6, 2,     7.80, 2,    20.58, 2,    20.58,     1.34, 2,    4.010, 2,    2.140, 2,    0.340, 2,   2124.4, 2,   2280.9, 2,   6.8020, 2
09AR20011029, SR03, 26, 1, 16, 16, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,    501.8,   6.4600,  34.3490, 4,  34.3360, 3,    235.6, 2,    238.2, 2,    13.90, 2,    24.14, 2,    24.14,     1.56, 2,    3.321, 6,    1.720, 6,    0.240, 6,   2149.9, 2,   2284.2, 2,   6.4160, 2
09AR20011029, SR03, 26, 1, 15, 15, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,    650.4,   5.2730,  34.3040, 2,  34.3000, 2,    225.9, 2,    228.4, 2,    20.20, 2,    27.58, 2,    27.58,     1.80, 2,    3.027, 2,    1.513, 2,    0.210, 2,   2168.0, 2,   2287.2, 2,   5.2210, 2
09AR20011029, SR03, 26, 1, 14, 14, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,    800.5,   4.3190,  34.2890, 3,  34.2880, 2,    223.9, 2,    224.7, 2,    27.50, 2,    29.85, 2,    29.85,     1.94, 2,    2.663, 2,    1.305, 2,    0.180, 2,   2182.5, 2,   2290.9, 2,   4.2590, 2
09AR20011029, SR03, 26, 1, 13, 13, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   1000.3,   3.4440,  34.3310, 2,  34.3300, 2,    206.8, 2,    209.5, 2,    41.40, 2,    32.26, 2,    32.26,     2.13, 2,    1.836, 2,    0.880, 2,    0.150, 2,   2205.8, 2,   2303.6, 6,   3.3740, 2
09AR20011029, SR03, 26, 1, 12, 12, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   1202.4,   2.9830,  34.4220, 2,  34.4200, 2,    191.5, 2,    190.2, 2,    56.00, 2,    33.81, 2,    33.81,     2.25, 2,    1.033, 2,    0.487, 2,    0.060, 2,   2229.5, 6,   2316.3, 2,   2.9000, 2
09AR20011029, SR03, 26, 1, 11, 11, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   1401.6,   2.6980,  34.5090, 2,  34.5080, 2,    182.5, 2,    180.5, 2,    66.50, 2,    34.09, 2,    34.09,     2.27, 2,    0.609, 2,    0.291, 2,    0.030, 2,   2242.5, 2,   2327.1, 2,   2.6020, 2
09AR20011029, SR03, 26, 1, 10, 10, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   1701.4,   2.5090,  34.6300, 2,  34.6290, 2,    179.8, 2,    177.9, 2,    75.30, 2,    33.22, 2,    33.22,     2.20, 2,    0.218, 2,    0.110, 2,    0.040, 2,   2249.5, 2,   2338.3, 2,   2.3910, 2
09AR20011029, SR03, 26, 1, 9, 9, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   2000.8,   2.3410,  34.7060, 2,  34.7060, 2,    186.8, 2,    184.9, 2,    80.50, 2,    31.71, 2,    31.71,     2.09, 2,    0.103, 2,    0.058, 2,    0.010, 2,   2248.7, 2,   2345.2, 2,   2.2000, 2
09AR20011029, SR03, 26, 1, 8, 8, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   2299.3,   2.1350,  34.7380, 2,  34.7390, 2,    192.7, 2,    192.4, 2,    85.20, 2,    30.92, 2,    30.92,     2.04, 2,    0.091, 2,    0.040, 2,    0.010, 2,   2246.8, 2,   2348.1, 2,   1.9710, 2
09AR20011029, SR03, 26, 1, 7, 7, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   2599.9,   1.8810,  34.7470, 2,  34.7490, 2,    194.7, 2,    197.9, 2,    92.50, 2,    30.90, 2,    30.90,     2.03, 2,    0.053, 2,    0.031, 2,    0.010, 2,   2249.3, 2,   2354.6, 2,   1.6940, 2
09AR20011029, SR03, 26, 1, 6, 6, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   2900.7,   1.5880,  34.7400, 2,  34.7410, 2,    200.6, 2,    200.5, 2,   102.70, 2,    31.26, 2,    31.26,     2.06, 2,    0.030, 2,    0.017, 2,    0.010, 2,   2255.5, 2,   2359.4, 2,   1.3790, 2
09AR20011029, SR03, 26, 1, 5, 5, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   3201.1,   1.2930,  34.7290, 2,  34.7290, 2,    203.2, 2,    203.8, 2,   112.80, 2,    31.60, 2,    31.60,     2.09, 2,    0.036, 2,    0.024, 2,    0.000, 2,   2259.4, 2,   2364.9, 2,   1.0620, 2
09AR20011029, SR03, 26, 1, 4, 4, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   3498.6,   1.1140,  34.7190, 2,  34.7210, 2,    206.5, 2,    206.7, 2,   118.70, 2,    31.86, 2,    31.86,     2.12, 2,    0.055, 2,    0.029, 2,    0.000, 2,   2260.9, 2,   2366.9, 2,   0.8580, 2
09AR20011029, SR03, 26, 1, 3, 3, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   3798.7,   1.1010,  34.7190, 2,  34.7190, 2,    208.0, 2,    207.2, 2,   120.10, 2,    32.07, 2,    32.07,     2.12, 2,    0.053, 2,    0.026, 2,    0.010, 2,   2262.3, 2,   2369.1, 2,   0.8150, 2
09AR20011029, SR03, 26, 1, 2, 2, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   4101.1,   1.1030,  34.7160, 2,  34.7180, 2,    209.6, 2,    207.5, 2,   120.50, 2,    32.00, 2,    32.00,     2.12, 2,    0.052, 2,    0.027, 2,    0.010, 2,   2262.0, 2,   2368.1, 6,   0.7840, 2
09AR20011029, SR03, 26, 1, 1, 1, 2, 20011107, 1746, -49.2687, 144.1173, 4150,  -999.00,   4356.4,   1.1060,  34.7160, 2,  34.7170, 2,    211.2, 2,    208.9, 2,   120.70, 2,    32.06, 2,    32.06,     2.12, 2,    0.084, 2,    0.042, 2,    0.000, 2,   2260.5, 6,   2362.1, 2,   0.7590, 2
09AR20011029, SR03, 27, 1, 24, 24, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,      5.5,   7.2430,  34.1380, 2, -999.0000, 9,    341.5, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9,    4.454, 2,    2.397, 2,    0.410, 2,   2103.1, 6,   2277.0, 6,   7.2440, 9
09AR20011029, SR03, 27, 1, 23, 23, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,      5.5,   7.2380,  34.1390, 2,  34.1390, 2,    341.5, 3,    301.1, 2,     4.20, 2,    18.51, 2,    18.51,     1.18, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   7.2390, 2
09AR20011029, SR03, 27, 1, 21, 21, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     14.9,   7.2260,  34.1390, 3,  34.1360, 2,    304.4, 3,    301.0, 2,     4.20, 2,    18.38, 2,    18.38,     1.19, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2102.4, 2,   2276.5, 2,   7.2260, 2
09AR20011029, SR03, 27, 1, 22, 22, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     15.0,   7.2260,  34.1380, 3, -999.0000, 9,    304.4, 3,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   7.2260, 9
09AR20011029, SR03, 27, 1, 20, 20, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     30.3,   7.0670,  34.1280, 2, -999.0000, 9,    302.0, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9,    4.421, 2,    2.400, 2,    0.420, 2,   2102.3, 2,   2275.9, 2,   7.0660, 9
09AR20011029, SR03, 27, 1, 19, 19, 4, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     32.6,   7.0590,  34.1290, 3,  34.1460, 4,    301.4, 2,    297.0, 4,     4.40, 4,    18.95, 4,    18.95,     1.22, 4, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   7.0580, 4
09AR20011029, SR03, 27, 1, 18, 718, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     45.1,   6.9720,  34.1340, 3, -999.0000, 9,    299.6, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2103.7, 2,   2275.2, 2,   6.9700, 9
09AR20011029, SR03, 27, 1, 17, 17, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     46.1,   6.9140,  34.1430, 4,  34.1390, 2,    299.6, 2,    301.3, 2,     4.20, 2,    18.56, 2,    18.56,     1.19, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   6.9110, 2
09AR20011029, SR03, 27, 1, 15, 15, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     60.1,   6.7510,  34.1480, 4,  34.1500, 2,    301.1, 2,    301.1, 2,     4.30, 2,    18.64, 2,    18.64,     1.20, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2102.9, 2,   2276.0, 2,   6.7470, 2
09AR20011029, SR03, 27, 1, 16, 16, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     60.2,   6.7790,  34.1500, 4, -999.0000, 9,    301.1, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9,    4.462, 2,    2.399, 2,    0.410, 2,   -999.0, 9,   -999.0, 9,   6.7750, 9
09AR20011029, SR03, 27, 1, 14, 14, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     75.9,   6.7120,  34.1550, 3, -999.0000, 9,    299.5, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2105.6, 2,   2276.6, 2,   6.7070, 9
09AR20011029, SR03, 27, 1, 13, 13, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     79.0,   6.7140,  34.1570, 3,  34.1550, 2,    300.9, 2,    298.8, 2,     4.20, 2,    18.75, 2,    18.75,     1.22, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   6.7090, 2
09AR20011029, SR03, 27, 1, 12, 12, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     92.5,   6.7630,  34.1690, 4, -999.0000, 9,    299.1, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9,    4.388, 2,    2.373, 2,    0.410, 2,   2105.7, 2,   2277.2, 2,   6.7560, 9
09AR20011029, SR03, 27, 1, 11, 11, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,     93.3,   6.7520,  34.1660, 3,  34.1650, 2,    299.4, 2,    298.1, 2,     4.20, 2,    18.70, 2,    18.70,     1.22, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   6.7450, 2
09AR20011029, SR03, 27, 1, 10, 10, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,    104.7,   6.8090,  34.1800, 2, -999.0000, 9,    297.5, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2106.9, 2,   -999.0, 9,   6.8010, 9
09AR20011029, SR03, 27, 1, 9, 9, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,    105.3,   6.8150,  34.1810, 2,  34.1790, 2,    293.5, 2,    297.0, 2,     4.30, 2,    18.70, 2,    18.70,     1.21, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   6.8070, 2
09AR20011029, SR03, 27, 1, 7, 7, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,    119.4,   6.7320,  34.1650, 4,  34.1680, 2,    295.5, 2,    298.1, 2,     4.30, 2,    18.84, 2,    18.84,     1.22, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2106.4, 2,   2276.7, 2,   6.7230, 2
09AR20011029, SR03, 27, 1, 8, 8, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,    120.0,   6.7390,  34.1680, 2, -999.0000, 9,    295.5, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9,    4.366, 2,    2.361, 2,    0.400, 2,   -999.0, 9,   -999.0, 9,   6.7300, 9
09AR20011029, SR03, 27, 1, 6, 6, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,    150.4,   6.7190,  34.1710, 3, -999.0000, 9,    294.1, 2,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   2108.6, 2,   2276.4, 3,   6.7070, 9
09AR20011029, SR03, 27, 1, 5, 5, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,    150.4,   6.6890,  34.1670, 3,  34.1700, 2,    294.1, 2,    295.1, 2,     4.40, 2,    19.17, 2,    19.17,     1.23, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9,   6.6770, 2
09AR20011029, SR03, 27, 1, 4, 4, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,    199.3,   6.3890,  34.1480, 4,  34.1460, 2,    293.3, 2,    293.3, 2,     5.10, 2,    19.98, 2,    19.98,     1.29, 2,    4.410, 2,    2.360, 2,    0.400, 2,   2112.5, 2,   2273.5, 2,   6.3730, 2
09AR20011029, SR03, 27, 1, 3, 3, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,    251.0,   6.5790,  34.2060, 4,  34.1910, 3,    284.5, 2,    283.4, 2,     6.10, 2,    20.23, 2,    20.23,     1.31, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2117.5, 2,   2277.9, 2,   6.5580, 2
09AR20011029, SR03, 27, 1, 2, 2, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,    300.7,   6.6740,  34.2470, 2,  34.2470, 2,    276.4, 2,    276.9, 2,     6.90, 2,    20.61, 2,    20.61,     1.33, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2121.0, 2,   2280.6, 2,   6.6480, 2
09AR20011029, SR03, 27, 1, 1, 1, 2, 20011107, 2212, -49.6110, 143.9397, 3573,  -999.00,    351.6,   5.5590,  34.0870, 2,  34.0880, 2,    296.1, 2,    295.2, 2,     7.10, 2,    21.95, 2,    21.95,     1.41, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2120.9, 6,   2275.8, 6,   5.5310, 2
09AR20011029, SR03, 28, 1, 24, 24, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,      9.6,   7.2900,  34.1310, 2,  34.1300, 2,    329.0, 3,    302.2, 2,     4.40, 2,    18.40, 2,    18.40,     1.19, 2,    4.284, 2,    2.441, 2,    0.430, 2,   2103.0, 2,   2274.3, 2,   7.2910, 2
09AR20011029, SR03, 28, 1, 23, 23, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,     50.8,   6.9890,  34.1400, 2,  34.1490, 3,    306.6, 2,    302.6, 2,     4.40, 2,    18.34, 2,    18.34,     1.19, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2104.8, 2,   2277.0, 6,   6.9860, 2
09AR20011029, SR03, 28, 1, 22, 22, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,     98.8,   6.7440,  34.1650, 2,  34.1630, 2,    307.3, 2,    300.6, 2,     4.40, 2,    18.61, 2,    18.61,     1.22, 2,    4.324, 6,    2.401, 6,    0.410, 6,   2105.9, 2,   2277.1, 2,   6.7370, 2
09AR20011029, SR03, 28, 1, 21, 21, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,    148.2,   6.7110,  34.1670, 2,  34.1650, 2,    294.1, 2,    298.5, 2,     4.50, 2,    18.84, 2,    18.84,     1.23, 2, -999.000, 9, -999.000, 9, -999.000, 9,   2107.5, 2,   2276.7, 2,   6.6990, 2
09AR20011029, SR03, 28, 1, 20, 20, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,    199.5,   6.4910,  34.1490, 3,  34.1410, 3,    292.2, 2,    295.9, 2,     4.70, 2,    19.64, 2,    19.64,     1.29, 2,    4.304, 2,    2.408, 2,    0.420, 2,   2110.9, 2,   2275.4, 2,   6.4750, 2
09AR20011029, SR03, 28, 1, 19, 19, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,    298.3,   6.6990,  34.2480, 4,  34.2410, 3,    281.8, 2,    264.2, 2,    13.30, 2,    23.51, 2,    23.51,     1.54, 2,    3.871, 2,    2.045, 2,    0.310, 2,   2142.8, 2,   2282.1, 3,   6.6730, 2
09AR20011029, SR03, 28, 1, 18, 718, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,    399.1,   6.4070,  34.2610, 4,  34.2740, 3,    272.4, 2,    248.3, 2,    16.40, 2,    24.79, 2,    24.79,     1.63, 2,    3.276, 2,    1.774, 2,    0.270, 2,   2153.4, 3,   2285.5, 2,   6.3730, 2
09AR20011029, SR03, 28, 1, 17, 17, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,    500.5,   5.5740,  34.2240, 4,  34.2120, 3,    240.0, 2,    258.1, 2,    13.40, 2,    24.69, 2,    24.69,     1.60, 2,    3.732, 2,    2.003, 2,    0.310, 2,   2148.1, 2,   2281.6, 2,   5.5330, 2
09AR20011029, SR03, 28, 1, 16, 16, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,    599.3,   5.7410,  34.3610, 3,  34.3570, 2,    216.8, 2,    221.4, 2,    19.90, 2,    27.21, 2,    27.21,     1.77, 2,    2.657, 2,    1.376, 2,    0.190, 2,   2169.4, 2,   2288.0, 2,   5.6910, 2
09AR20011029, SR03, 28, 1, 15, 15, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,    701.6,   4.6750,  34.3010, 4,  34.3030, 2,    219.3, 2,    224.9, 2,    24.80, 2,    29.15, 2,    29.15,     1.90, 2,    2.646, 2,    1.322, 2,    0.160, 2,   2179.8, 2,   2290.0, 2,   4.6210, 2
09AR20011029, SR03, 28, 1, 14, 14, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,    801.9,   3.9710,  34.2980, 3,  34.2940, 2,    224.2, 2,    221.9, 2,    31.70, 2,    30.68, 2,    30.68,     2.03, 2,    2.372, 2,    1.158, 2,    0.150, 2,   2190.5, 2,   2295.0, 2,   3.9130, 2
09AR20011029, SR03, 28, 1, 13, 13, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,    901.0,   3.7020,  34.3390, 2,  34.3380, 2,    210.6, 2,    209.6, 2,    39.40, 2,    31.83, 2,    31.83,     2.11, 2,    1.662, 2,    0.832, 2,    0.110, 2,   2204.1, 2,   2301.8, 6,   3.6380, 2
09AR20011029, SR03, 28, 1, 12, 12, 2, 20011108, 0117, -49.6055, 143.9510, 3560,  -999.00,   1003.6,   3.3110,  34.3700, 2,  34.3670, 2,    197.0, 2,    201.4, 2,    47.30, 2,    32.94, 2,    32.94,     2.21, 2,    1.364, 2,    0.669, 2,    0.090, 2,   2217.1, 6,   -999.0, 9,   3.2410, 2
