BOTTLE,20141024CCHSIOCBG
# Original header:
# Merged parameters: TCARBN, TCARBN_FLAG_W, ALKALI, ALKALI_FLAG_W
# 20090522OOCNOCBAK
# There are 12 instances of the bottle quality flag being set to 10. These correspond to cases where there was something anomalous about the bottle closure. The samples are believed to be good. In 9 of these cases the shallowest bottle was at 5 metres depth andappeared to have closed normally. The CFC sampler reported that a dribble leaked out of the bottom tap when it was pushed in even though the top vent was still closed. 
# The CTD PRS;  TMP;  SAL;  OXY; data are all calibrated and good .
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,SALNTY,SALNTY_FLAG_W,CTDOXY,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA,NO2+NO3,NO2+NO3_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,PSS-78,,UMOL/KG,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C,UMOL/KG,
740H20090307,       A095,      67,          1,          5,          5,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  4053.9,   1.6649,  34.8088,  34.8081,2,    231.1,   231.1,2,   76.02,2,    1.77,2,  2219.4,2,  2355.7,2,   1.3346,   26.28,2
740H20090307,       A095,      67,          1,          6,          6,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  3797.6,   1.9415,  34.8365,  34.8359,2,    234.4,   234.1,2,   65.03,2,    1.66,2,  2215.8,2,  2340.8,2,   1.6316,   24.73,2
740H20090307,       A095,      67,          1,          7,          7,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  3285.9,   2.5623,  34.9007,  34.9003,2,    243.2,   243.3,2,   40.19,2,    1.42,2,  2183.8,2,  2334.6,2,   2.2914,   21.61,2
740H20090307,       A095,      67,          1,          8,          8,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  2777.5,   2.8278,  34.9215,  34.9215,2,    243.9,   244.1,2,   33.09,2,    1.37,2,  2176.9,2,  2331.7,2,   2.6037,   20.67,2
740H20090307,       A095,      67,          1,          9,          9,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  2522.6,   2.9658,  34.9310,  34.9306,2,    244.2,   244.6,2,   30.13,2,    1.35,2,  -999.0,9,  -999.0,9,   2.7643,   20.62,2
740H20090307,       A095,      67,          1,         10,         10,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  2269.4,   3.1402,  34.9378,  34.9369,2,    243.3,   243.8,2,   27.71,2,    1.34,2,  -999.0,9,  -999.0,9,   2.9602,   20.30,2
740H20090307,       A095,      67,          1,         11,         11,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  2015.1,   3.2890,  34.9326,  34.9323,2,    239.6,   239.6,2,   27.14,2,    1.37,2,  -999.0,9,  -999.0,9,   3.1308,   20.85,2
740H20090307,       A095,      67,          1,         12,         12,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  1763.1,   3.4073,  34.8974,  34.8978,2,    227.8,   227.8,2,   31.88,2,    1.49,2,  -999.0,9,  -999.0,9,   3.2706,   22.76,2
740H20090307,       A095,      67,          1,         13,         13,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  1510.4,   3.4095,  34.7902,  34.7902,2,    204.6,   204.3,2,   40.00,2,    1.78,2,  -999.0,9,  -999.0,9,   3.2955,   26.76,2
740H20090307,       A095,      67,          1,         14,         14,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  1257.6,   3.5007,  34.6393,  34.6386,2,    185.4,   184.7,2,   43.78,2,    2.05,2,  2212.4,2,  2318.8,2,   3.4076,   30.78,2
740H20090307,       A095,      67,          1,         15,         15,2,20090403,       2319,  -23.40981,  -17.00065,       4981,  1006.4,   3.7551,  34.4875,  34.4854,2,    173.8,   173.7,2,   42.00,2,    2.22,2,  -999.0,9,  -999.0,9,   3.6808,   33.06,2
740H20090307,       A095,      67,          1,         16,         16,2,20090403,       2319,  -23.40981,  -17.00065,       4981,   878.3,   4.2644,  34.4160,  34.4151,2,    173.7,   173.7,2,   35.59,2,    2.22,2,  2210.6,2,  2302.6,2,   4.1971,   33.44,2
740H20090307,       A095,      67,          1,         17,         17,2,20090403,       2319,  -23.40981,  -17.00065,       4981,   754.3,   5.2100,  34.4073,  34.4069,2,    179.1,   177.0,2,   26.65,2,    2.09,2,  -999.0,9,  -999.0,9,   5.1474,   31.44,2
740H20090307,       A095,      67,          1,         18,         18,2,20090403,       2319,  -23.40981,  -17.00065,       4981,   502.9,   9.5297,  34.7521,  34.7535,2,    176.2,   175.9,2,   10.98,2,    1.44,2,  2157.6,2,  2296.9,2,   9.4724,   21.27,2
740H20090307,       A095,      67,          1,         19,         19,2,20090403,       2319,  -23.40981,  -17.00065,       4981,   376.9,  12.3071,  35.0654,  35.0676,2,    192.5,   192.5,2,    6.06,2,    0.94,2,  -999.0,9,  -999.0,9,  12.2567,   13.32,2
740H20090307,       A095,      67,          1,         20,         20,2,20090403,       2319,  -23.40981,  -17.00065,       4981,   251.3,  15.3095,  35.4395,  35.4429,2,    206.9,   206.0,2,    3.76,2,    0.48,2,  2104.1,2,    2332,2,  15.2707,    5.43,2
740H20090307,       A095,      67,          1,         21,         25,2,20090403,       2319,  -23.40981,  -17.00065,       4981,   176.5,  18.0752,  35.9007,  35.8973,2,    211.8,   211.6,2,    3.06,2,    0.26,2,  -999.0,9,  -999.0,9,  18.0447,    1.31,2
740H20090307,       A095,      67,          1,         22,         22,2,20090403,       2319,  -23.40981,  -17.00065,       4981,   101.4,  20.7837,  36.3233,  36.3093,2,    225.5,   225.0,2,    2.59,2,    0.15,2,  2085.5,2,  2388.5,2,  20.7643,   -0.03,2
740H20090307,       A095,      67,          1,         23,         23,2,20090403,       2319,  -23.40981,  -17.00065,       4981,    50.9,  23.9846,  36.5430,  36.5183,2,    222.5,   219.9,2,    2.47,2,    0.14,2,  -999.0,9,  -999.0,9,  23.9738,   -0.04,2
740H20090307,       A095,      67,          1,         24,         24,2,20090403,       2319,  -23.40981,  -17.00065,       4981,     7.0,  25.9682,  36.8249,  36.8300,2,    201.1,   199.8,2,    2.29,2,    0.16,2,  2094.9,2,  2419.1,2,  25.9666,   -0.04,2
740H20090307,       A095,      68,          1,          1,          1,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  4687.3,   1.2378,  34.7625,  34.7621,2,    225.2,   225.2,2,   95.57,2,    1.94,2,  2256.1,2,  2349.8,2,   0.8489,   29.72,2
740H20090307,       A095,      68,          1,          2,          2,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  4635.4,   1.2642,  34.7656,  34.7652,2,    225.6,   225.5,2,   94.42,2,    1.94,2,  2256.1,2,  2347.7,2,   0.8804,   29.32,2
740H20090307,       A095,      68,          1,          3,          3,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  4309.8,   1.4338,  34.7847,  34.7844,2,    228.1,   227.8,2,   86.83,2,    1.87,2,  -999.0,9,  -999.0,9,   1.0819,   27.88,2
740H20090307,       A095,      68,          1,          4,          4,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  4052.9,   1.7072,  34.8123,  34.8123,2,    231.4,   230.9,2,   76.55,2,    1.77,2,  -999.0,9,  -999.0,9,   1.3758,   26.60,2
740H20090307,       A095,      68,          1,          5,          5,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  3796.6,   1.9842,  34.8399,  34.8398,2,    235.0,   234.7,2,   65.27,2,    1.66,2,  -999.0,9,  -999.0,9,   1.6732,   25.12,2
740H20090307,       A095,      68,          1,          6,          6,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  3541.2,   2.2367,  34.8634,  34.8632,2,    237.3,   237.0,2,   55.89,2,    1.58,2,  -999.0,9,  -999.0,9,   1.9467,   23.94,2
740H20090307,       A095,      68,          1,          7,          7,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  3031.8,   2.6594,  34.9053,  34.9048,2,    242.4,   242.6,2,   39.47,2,    1.43,2,  -999.0,9,  -999.0,9,   2.4129,   21.72,2
740H20090307,       A095,      68,          1,          8,          8,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  2524.0,   2.8476,  34.9134,  34.9137,2,    240.9,   240.2,2,   35.86,2,    1.42,2,  -999.0,9,  -999.0,9,   2.6483,   21.56,2
740H20090307,       A095,      68,          1,          9,          9,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  2270.9,   3.0623,  34.9280,  34.9284,2,    241.6,   241.7,2,   31.01,2,    1.39,2,  -999.0,9,  -999.0,9,   2.8835,   21.34,2
740H20090307,       A095,      68,          1,         10,         10,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  2017.1,   3.2018,  34.9187,  34.9177,2,    236.7,   237.8,2,   31.11,2,    1.43,2,  -999.0,9,  -999.0,9,   3.0447,   21.67,2
740H20090307,       A095,      68,          1,         11,         11,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  1763.8,   3.2533,  34.8732,  34.8738,2,    224.5,   224.9,2,   35.78,2,    1.56,2,  -999.0,9,  -999.0,9,   3.1187,   23.87,2
740H20090307,       A095,      68,          1,         12,         12,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  1511.4,   3.2730,  34.7715,  34.7710,2,    203.2,   203.0,2,   43.12,2,    1.79,2,  -999.0,9,  -999.0,9,   3.1606,   27.37,2
740H20090307,       A095,      68,          1,         13,         13,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  1259.0,   3.4207,  34.6310,  34.6320,2,    185.1,   185.0,2,   45.01,2,    2.03,2,  -999.0,9,  -999.0,9,   3.3283,   30.62,2
740H20090307,       A095,      68,          1,         14,         14,2,20090404,       0754,  -23.31102,  -16.28007,       4617,  1006.3,   3.7719,  34.4814,  34.4814,2,    174.9,   174.9,2,   42.25,2,    2.21,2,  -999.0,9,  -999.0,9,   3.6976,   33.18,2
740H20090307,       A095,      68,          1,         15,         15,2,20090404,       0754,  -23.31102,  -16.28007,       4617,   880.3,   4.2620,  34.4178,  34.4191,2,    173.8,   173.4,2,   36.46,2,    2.21,2,  -999.0,9,  -999.0,9,   4.1946,   33.36,2
740H20090307,       A095,      68,          1,         16,         16,2,20090404,       0754,  -23.31102,  -16.28007,       4617,   754.2,   5.1393,  34.3984,  34.3984,2,    180.5,   180.1,2,   27.61,2,    2.09,2,  -999.0,9,  -999.0,9,   5.0772,   31.99,2
740H20090307,       A095,      68,          1,         17,         17,2,20090404,       0754,  -23.31102,  -16.28007,       4617,   628.7,   6.6918,  34.4844,  34.4826,2,    179.4,   178.7,2,   19.00,2,    1.86,2,  -999.0,9,  -999.0,9,   6.6330,   28.17,2
740H20090307,       A095,      68,          1,         18,         18,2,20090404,       0754,  -23.31102,  -16.28007,       4617,   502.3,   9.5025,  34.7502,  34.7489,2,    172.0,   171.6,2,   11.79,2,    1.47,2,  -999.0,9,  -999.0,9,   9.4453,   22.20,2
740H20090307,       A095,      68,          1,         19,         19,2,20090404,       0754,  -23.31102,  -16.28007,       4617,   377.7,  12.1110,  35.0440,  35.0401,2,    192.7,   192.5,2,    6.54,2,    0.97,2,  -999.0,9,  -999.0,9,  12.0610,   13.88,2
740H20090307,       A095,      68,          1,         20,         20,2,20090404,       0754,  -23.31102,  -16.28007,       4617,   252.3,  15.6236,  35.4817,  35.4788,2,    205.3,   204.6,2,    4.00,2,    0.46,2,  -999.0,9,  -999.0,9,  15.5841,    5.28,2
740H20090307,       A095,      68,          1,         21,         25,2,20090404,       0754,  -23.31102,  -16.28007,       4617,   176.3,  18.2648,  35.9285,  35.9380,2,    211.5,   211.6,2,    3.17,2,    0.23,2,  -999.0,9,  -999.0,9,  18.2340,    1.16,2
740H20090307,       A095,      68,          1,         22,         22,2,20090404,       0754,  -23.31102,  -16.28007,       4617,   142.1,  19.2705,  36.1077,  36.3204,2,    217.8,   212.5,2,    2.87,2,    0.15,2,  -999.0,9,  -999.0,9,  19.2448,    0.11,2
740H20090307,       A095,      68,          1,         23,         23,2,20090404,       0754,  -23.31102,  -16.28007,       4617,    50.8,  24.1671,  36.5718,  36.5645,2,    220.1,   215.4,2,    2.72,2,    0.13,2,  1979.7,2,  2398.7,2,  24.1563,    0.04,2
740H20090307,       A095,      68,          1,         24,         24,2,20090404,       0754,  -23.31102,  -16.28007,       4617,     6.6,  25.9482,  36.8119,  36.8175,2,    200.8,   200.3,2,    2.57,2,    0.14,2,  1979.3,2,  2416.5,2,  25.9467,    0.04,2
740H20090307,       A095,      69,          1,          1,          1,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  3967.3,   1.8242,  34.8231,  34.8232,2,    231.2,   232.4,2,   72.12,2,    1.72,2,  2209.7,2,  2344.1,2,   1.4990,   26.03,2
740H20090307,       A095,      69,          1,          2,          2,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  3916.4,   1.8625,  34.8268,  34.8273,2,    231.8,   232.8,2,   69.78,2,    1.70,2,  2208.9,2,  2343.5,2,   1.5418,   25.82,2
740H20090307,       A095,      69,          1,          3,          3,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  3915.5,   1.8640,  34.8271,  34.8270,2,    231.8,   232.3,2,   69.98,2,    1.68,2,  -999.0,9,  -999.0,9,   1.5433,   25.69,2
740H20090307,       A095,      69,          1,          4,          4,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  3542.3,   2.2215,  34.8607,  34.8606,2,    236.7,   236.5,2,   56.84,2,    1.57,2,  2197.1,2,  2337.4,2,   1.9318,   24.22,2
740H20090307,       A095,      69,          1,          5,          5,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  3285.3,   2.3935,  34.8766,  34.8767,2,    237.8,   238.4,2,   50.33,2,    1.50,2,  2190.7,2,  2333.4,2,   2.1268,   23.40,2
740H20090307,       A095,      69,          1,          6,          6,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  2778.5,   2.6550,  34.8969,  34.8966,2,    238.9,   238.9,2,   41.69,2,    1.45,2,  2185.2,2,  2331.2,2,   2.4343,   22.19,2
740H20090307,       A095,      69,          1,          7,          7,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  2523.4,   2.7695,  34.9058,  34.9050,2,    239.5,   239.7,2,   38.11,2,    1.42,2,  -999.0,9,  -999.0,9,   2.5717,   21.89,2
740H20090307,       A095,      69,          1,          8,          8,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  2269.7,   2.8109,  34.8939,  34.8942,2,    235.9,   235.9,2,   39.44,2,    1.47,2,  2183.5,2,  2326.6,2,   2.6365,   22.58,2
740H20090307,       A095,      69,          1,          9,          9,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  2015.7,   2.9150,  34.8752,  34.8757,2,    229.8,   229.6,2,   40.00,2,    1.52,2,  -999.0,9,  -999.0,9,   2.7625,   23.59,2
740H20090307,       A095,      69,          1,         10,         10,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  1762.8,   3.1335,  34.8479,  34.8480,2,    219.9,   220.3,2,   39.44,2,    1.61,2,    2192,2,  2324.9,2,   3.0007,   24.85,2
740H20090307,       A095,      69,          1,         11,         11,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  1509.4,   3.3301,  34.7757,  34.7752,2,    203.1,   203.3,2,   41.77,2,    1.79,2,  -999.0,9,  -999.0,9,   3.2172,   27.34,2
740H20090307,       A095,      69,          1,         12,         12,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  1256.7,   3.4860,  34.6508,  34.6510,2,    185.9,   185.7,2,   43.77,2,    2.02,2,  2211.8,2,  2316.9,2,   3.3932,   30.66,2
740H20090307,       A095,      69,          1,         13,         13,2,20090404,       1559,  -23.21361,  -15.56666,       3918,  1004.6,   3.7865,  34.4867,  34.4853,2,    173.9,   173.6,2,   41.88,2,    2.22,2,  -999.0,9,  -999.0,9,   3.7122,   33.70,2
740H20090307,       A095,      69,          1,         14,         14,2,20090404,       1559,  -23.21361,  -15.56666,       3918,   879.5,   4.2197,  34.4188,  34.4195,2,    174.3,   174.1,2,   36.72,2,    2.22,2,  2211.1,2,  2300.9,2,   4.1526,   33.77,2
740H20090307,       A095,      69,          1,         15,         15,2,20090404,       1559,  -23.21361,  -15.56666,       3918,   753.0,   5.1375,  34.3990,  34.3986,2,    181.6,   182.6,2,   27.23,2,    2.07,2,  2196.3,2,  2291.7,2,   5.0754,   31.66,2
740H20090307,       A095,      69,          1,         16,         16,2,20090404,       1559,  -23.21361,  -15.56666,       3918,   628.0,   6.9595,  34.4976,  34.4898,2,    186.8,   187.1,2,   17.54,2,    1.80,2,  2175.9,2,  2287.4,2,   6.8995,   27.46,2
740H20090307,       A095,      69,          1,         17,         17,2,20090404,       1559,  -23.21361,  -15.56666,       3918,   502.7,   9.7695,  34.7738,  34.7753,2,    190.5,   178.5,2,    9.84,2,    1.32,2,  2149.8,2,  2296.5,2,   9.7113,   19.64,2
740H20090307,       A095,      69,          1,         18,         18,2,20090404,       1559,  -23.21361,  -15.56666,       3918,   377.2,  12.1676,  35.0493,  35.0478,2,    199.9,   212.3,2,    6.05,2,    0.90,2,  -999.0,9,  -999.0,9,  12.1176,   12.94,2
740H20090307,       A095,      69,          1,         19,         19,2,20090404,       1559,  -23.21361,  -15.56666,       3918,   252.3,  15.8216,  35.5198,  35.0486,2,    210.9,   211.7,2,    3.93,2,    0.41,2,  2097.8,2,  2341.5,3,  15.7818,    4.29,2
740H20090307,       A095,      69,          1,         20,         20,2,20090404,       1559,  -23.21361,  -15.56666,       3918,   251.7,  15.8235,  35.5214,  35.5232,2,    210.9,   211.6,2,    3.86,2,    0.40,2,  -999.0,9,  -999.0,9,  15.7837,    4.18,2
740H20090307,       A095,      69,          1,         21,         25,2,20090404,       1559,  -23.21361,  -15.56666,       3918,   176.9,  18.4698,  36.0080,  36.0103,2,    216.6,   216.7,2,    3.04,2,    0.20,2,  -999.0,9,  -999.0,9,  18.4387,    0.21,2
740H20090307,       A095,      69,          1,         22,         22,2,20090404,       1559,  -23.21361,  -15.56666,       3918,   101.5,  19.6119,  36.1395,  36.1415,2,    227.8,   228.1,2,    2.88,2,    0.14,2,  2083.8,2,  2374.7,2,  19.5933,   -0.08,2
740H20090307,       A095,      69,          1,         23,         23,2,20090404,       1559,  -23.21361,  -15.56666,       3918,    51.3,  22.7078,  36.3644,  36.3646,2,    226.3,   224.7,2,    2.85,2,    0.12,2,  -999.0,9,  -999.0,9,  22.6974,   -0.13,2
740H20090307,       A095,      69,          1,         24,         24,2,20090404,       1559,  -23.21361,  -15.56666,       3918,     7.5,  25.4945,  36.6925,  36.6999,2,    203.0,   202.4,2,    2.69,2,    0.13,2,  2089.7,2,  2410.4,2,  25.4928,   -0.13,2
740H20090307,       A095,      70,          1,          1,          1,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  4269.6,   1.4092,  34.7822,  34.7815,2,    227.3,   228.9,3,   87.60,2,    1.85,2,  2228.1,2,  2352.2,2,   1.0626,   27.83,2
740H20090307,       A095,      70,          1,          2,          2,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  4219.1,   1.5165,  34.7925,  34.7913,2,    228.7,   228.3,2, -999.00,9, -999.00,9,  -999.0,9,  -999.0,9,   1.1722, -999.00,9
740H20090307,       A095,      70,          1,          3,          3,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  4051.8,   1.6847,  34.8091,  34.8082,2,    230.8,   230.7,2,   77.14,2,    1.77,2,  2219.7,2,  2350.4,2,   1.3541,   27.28,2
740H20090307,       A095,      70,          1,          4,          4,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  3795.3,   1.9032,  34.8309,  34.8300,2,    233.5,   233.1,2,   68.25,2,    1.68,2,  -999.0,9,  -999.0,9,   1.5946,   25.11,2
740H20090307,       A095,      70,          1,          5,          5,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  3540.2,   2.1321,  34.8525,  34.8515,2,    235.6,   235.7,2,   59.60,2,    1.61,2,    2202,2,  2340.9,2,   1.8449,   24.68,2
740H20090307,       A095,      70,          1,          6,          6,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  3283.9,   2.3397,  34.8717,  34.8707,2,    237.4,   236.7,2,   51.98,2,    1.55,2,  2199.8,2,  2338.9,2,   2.0744,   23.49,2
740H20090307,       A095,      70,          1,          7,          7,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  3027.3,   2.5919,  34.8989,  34.8973,2,    241.2,   241.4,2,   41.91,2,    1.44,2,  2189.2,2,  2334.4,2,   2.3473,   21.82,2
740H20090307,       A095,      70,          1,          8,          8,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  2519.8,   2.7463,  34.9022,-999.0000,9,    238.7,   238.7,2,   39.24,2,    1.45,2,  -999.0,9,  -999.0,9,   2.5493,   21.97,2
740H20090307,       A095,      70,          1,          9,          9,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  2266.1,   2.8260,  34.8997,  34.8981,2,    236.9,   236.6,2,   38.15,2,    1.46,2,  -999.0,9,  -999.0,9,   2.6517,   22.16,2
740H20090307,       A095,      70,          1,         10,         10,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  2013.2,   2.8392,  34.8660,  34.8652,2,    228.1,   227.7,2,   42.34,2,    1.56,2,    2196,2,  2329.2,2,   2.6881,   23.61,2
740H20090307,       A095,      70,          1,         11,         11,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  1760.4,   3.0296,  34.8453,  34.8442,2,    221.5,   220.8,2,   40.84,2,    1.62,2,  -999.0,9,  -999.0,9,   2.8984,   24.64,2
740H20090307,       A095,      70,          1,         12,         12,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  1507.3,   3.1418,  34.7708,  34.7699,2,    204.4,   204.2,2,   46.09,2,    1.82,2,  2209.1,2,  2325.6,2,   3.0313,   27.37,2
740H20090307,       A095,      70,          1,         13,         13,2,20090404,       2310,  -23.12841,  -14.96706,       4212,  1255.5,   3.3429,  34.6274,  34.6265,2,    185.6,   185.3,2,   47.86,2,    2.07,2,  -999.0,9,  -999.0,9,   3.2516,   30.82,2
740H20090307,       A095,      70,          1,         14,         14,3,20090404,       2310,  -23.12841,  -14.96706,       4212,  1003.8,   3.6885,  34.4574,-999.0000,9,    180.8,  -999.0,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,9,   3.6150, -999.00,9
740H20090307,       A095,      70,          1,         15,         15,2,20090404,       2310,  -23.12841,  -14.96706,       4212,   876.4,   4.1009,  34.3999,  34.3979,2,    184.8,   185.5,2,   37.96,2,    2.19,2,  -999.0,9,  -999.0,9,   4.0349,   32.76,2
740H20090307,       A095,      70,          1,         16,         16,2,20090404,       2310,  -23.12841,  -14.96706,       4212,   751.3,   5.1647,  34.3857,  34.3850,2,    188.2,   188.4,2,   26.58,2,    2.04,2,  2196.2,2,  2294.1,2,   5.1027,   30.48,2
740H20090307,       A095,      70,          1,         17,         17,2,20090404,       2310,  -23.12841,  -14.96706,       4212,   625.4,   6.9456,  34.4941,  34.4940,2,    187.2,   176.0,2,   17.68,2,    1.79,2,  2179.8,2,  2290.8,2,   6.8860,   26.89,2
740H20090307,       A095,      70,          1,         18,         18,2,20090404,       2310,  -23.12841,  -14.96706,       4212,   500.3,   9.3912,  34.7281,  34.7248,2,    189.0,   200.5,2,   11.05,2,    1.40,2,  -999.0,9,  -999.0,9,   9.3346,   20.57,2
740H20090307,       A095,      70,          1,         19,         19,2,20090404,       2310,  -23.12841,  -14.96706,       4212,   375.1,  12.2609,  35.0660,  35.0575,2,    200.1,   200.5,2,    6.04,2,    0.91,2,    2133,2,  2310.8,2,  12.2109,   12.22,2
740H20090307,       A095,      70,          1,         20,         20,2,20090404,       2310,  -23.12841,  -14.96706,       4212,   249.4,  15.1664,  35.4558,  35.4508,2,    212.2,   210.8,2,    3.65,2,    0.44,2,  -999.0,9,  -999.0,9,  15.1282,    4.84,2
740H20090307,       A095,      70,          1,         21,         25,2,20090404,       2310,  -23.12841,  -14.96706,       4212,   176.0,  17.4108,  35.8044,  35.7937,2,    212.7,   210.7,2,    3.21,2,    0.27,2,  -999.0,9,  -999.0,9,  17.3812,    1.83,2
740H20090307,       A095,      70,          1,         22,         22,2,20090404,       2310,  -23.12841,  -14.96706,       4212,    99.1,  20.0919,  36.2448,  36.2456,2,    222.7,   223.5,2,    2.85,2,    0.15,2,  -999.0,9,  -999.0,9,  20.0735,   -0.02,2
740H20090307,       A095,      70,          1,         23,         23,2,20090404,       2310,  -23.12841,  -14.96706,       4212,    50.6,  23.0258,  36.4709,  36.4645,2,    227.5,   225.4,2,    2.69,2,    0.11,2,  2086.3,2,  2398.4,2,  23.0154,   -0.02,2
740H20090307,       A095,      70,          1,         24,         24,2,20090404,       2310,  -23.12841,  -14.96706,       4212,     5.7,  25.8004,  36.7863,  36.7942,2,    202.2,   201.2,2,    2.62,2,    0.13,2,  2097.6,2,  2419.2,2,  25.7991,   -0.02,2
740H20090307,       A095,      71,          1,          1,          1,2,20090405,       0641,  -23.04956,  -14.36717,       4064,  4119.9,   1.8071,  34.8189,  34.8192,2,    231.0,   231.9,2,   72.86,2,    1.74,2,  2213.4,2,    2345,2,   1.4654,   25.90,2
740H20090307,       A095,      71,          1,          2,          2,2,20090405,       0641,  -23.04956,  -14.36717,       4064,  4070.7,   1.8470,  34.8228,  34.8226,2,    231.7,   232.3,2,   71.01,2,    1.72,2,  2213.2,2,  2342.1,2,   1.5096,   25.64,2
740H20090307,       A095,      71,          1,          3,          3,2,20090405,       0641,  -23.04956,  -14.36717,       4064,  4070.0,   1.8474,  34.8230,  34.8232,2,    231.7,   232.1,2,   71.28,2,    1.74,2,  -999.0,9,  -999.0,9,   1.5101,   26.30,2
740H20090307,       A095,      71,          1,          4,          4,2,20090405,       0641,  -23.04956,  -14.36717,       4064,  3796.0,   1.9716,  34.8364,  34.8366,2,    234.0,   233.8,2,   65.64,2,    1.69,2,    2209,2,  2344.6,2,   1.6611,   24.90,2
740H20090307,       A095,      71,          1,          5,          5,2,20090405,       0641,  -23.04956,  -14.36717,       4064,  3540.7,   2.2168,  34.8595,  34.8595,2,    236.1,   236.0,2,   56.62,2,    1.61,2,  2202.7,2,  2338.8,2,   1.9274,   23.38,2
740H20090307,       A095,      71,          1,          6,          6,2,20090405,       0641,  -23.04956,  -14.36717,       4064,  3284.7,   2.3805,  34.8709,  34.8707,2,    236.2,   236.0,2,   51.93,2,    1.58,2,  2197.6,2,  2338.9,2,   2.1142,   23.60,2
740H20090307,       A095,      71,          1,          7,          7,2,20090405,       0641,  -23.04956,  -14.36717,       4064,  2774.7,   2.5745,  34.8850,  34.8846,2,    236.3,   236.6,2,   45.35,2,    1.53,2,  2192.7,2,  2337.1,2,   2.3559,   22.84,2
740H20090307,       A095,      71,          1,          8,          8,2,20090405,       0641,  -23.04956,  -14.36717,       4064,  2520.9,   2.6578,  34.8926,  34.8923,2,    237.2,   237.8,2,   42.09,2,    1.51,2,  2191.1,2,    2332,2,   2.4623,   22.92,2
740H20090307,       A095,      71,          1,          9,          9,3,20090405,       0641,  -23.04956,  -14.36717,       4064,  2267.5,   2.7394,  34.8900,-999.0000,9,    235.0,  -999.0,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,9,   2.5665, -999.00,9
740H20090307,       A095,      71,          1,         10,         10,2,20090405,       0641,  -23.04956,  -14.36717,       4064,  2015.3,   2.8349,  34.8785,  34.8780,2,    231.2,   231.3,2,   40.50,2,    1.55,2,  -999.0,9,  -999.0,9,   2.6836,   23.51,2
