BOTTLE,20141024CCHSIOCBG
# Original header:
# Merged parameters: TCARBN, TCARBN_FLAG_W, ALKALI, ALKALI_FLAG_W
# 20090522OOCNOCBAK
# There are 12 instances of the bottle quality flag being set to 10. These correspond to cases where there was something anomalous about the bottle closure. The samples are believed to be good. In 9 of these cases the shallowest bottle was at 5 metres depth andappeared to have closed normally. The CFC sampler reported that a dribble leaked out of the bottom tap when it was pushed in even though the top vent was still closed. 
# The CTD PRS;  TMP;  SAL;  OXY; data are all calibrated and good .
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,SALNTY,SALNTY_FLAG_W,CTDOXY,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA,NO2+NO3,NO2+NO3_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,PSS-78,,UMOL/KG,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C,UMOL/KG,
740H20090307,       A095,      31,          1,          9,          9,2,20090317,       2016,  -24.00021,  -39.49963,       3017,  1515.7,   3.8864,  34.8421,  34.8426,2,    205.0,   204.1,2,   31.28,2,    1.70,2,  2192.2,2,  2321.4,2,   3.7663,   25.63,2
740H20090307,       A095,      31,          1,         10,         10,2,20090317,       2016,  -24.00021,  -39.49963,       3017,  1262.6,   3.3653,  34.5807,  34.5827,2,    183.8,   182.8,2,   48.43,2,    2.14,2,  -999.0,9,  -999.0,9,   3.2733,   31.40,2
740H20090307,       A095,      31,          1,         11,         11,2,20090317,       2016,  -24.00021,  -39.49963,       3017,  1010.9,   3.7160,  34.4280,  34.4265,2,    184.8,   184.0,2,   42.33,2,    2.23,2,  -999.0,9,  -999.0,9,   3.6418,   33.12,2
740H20090307,       A095,      31,          1,         13,         13,3,20090317,       2016,  -24.00021,  -39.49963,       3017,   886.1,   4.3824,  34.3780,-999.0000,9,    189.1,  -999.0,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,9,   4.3137, -999.00,9
740H20090307,       A095,      31,          1,         14,         14,3,20090317,       2016,  -24.00021,  -39.49963,       3017,   757.1,   5.3018,  34.3702,-999.0000,9,    201.7,  -999.0,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,9,   5.2384, -999.00,9
740H20090307,       A095,      31,          1,         15,         15,2,20090317,       2016,  -24.00021,  -39.49963,       3017,   633.6,   7.6455,  34.5583,  34.5591,2,    186.5,   186.2,2,   14.68,2,    1.69,2,  2165.6,2,  2295.2,2,   7.5816,   24.92,2
740H20090307,       A095,      31,          1,         16,         16,2,20090317,       2016,  -24.00021,  -39.49963,       3017,   506.3,  10.8022,  34.8979,  34.8975,2,    190.1,   190.2,2,    7.80,2,    1.17,2,  2142.5,2,  2304.6,2,  10.7397,   16.84,2
740H20090307,       A095,      31,          1,         17,         17,2,20090317,       2016,  -24.00021,  -39.49963,       3017,   379.9,  13.6385,  35.2632,  35.2662,2,    198.3,   196.6,2,    4.41,2,    0.71,2,  -999.0,9,  -999.0,9,  13.5841,    9.40,2
740H20090307,       A095,      31,          1,         18,         18,2,20090317,       2016,  -24.00021,  -39.49963,       3017,   253.3,  16.7046,  35.7090,  35.7044,2,    199.0,   197.8,2,    2.91,2,    0.37,2,  2104.7,2,  2347.1,2,  16.6630,    3.74,2
740H20090307,       A095,      31,          1,         19,         19,2,20090317,       2016,  -24.00021,  -39.49963,       3017,   177.9,  19.8260,  36.3018,  36.3222,2,    197.1,   199.7,2,    2.18,2,    0.17,2,  -999.0,9,  -999.0,9,  19.7930,    1.14,2
740H20090307,       A095,      31,          1,         20,         20,2,20090317,       2016,  -24.00021,  -39.49963,       3017,   102.9,  22.9695,  36.9231,  36.9157,2,    204.1,   202.8,2,    2.07,2,    0.06,2,  2092.4,2,  2424.9,2,  22.9483,    0.08,2
740H20090307,       A095,      31,          1,         21,         21,2,20090317,       2016,  -24.00021,  -39.49963,       3017,    76.6,  23.7181,  36.9618,  36.9649,2,    211.0,   212.7,2,    1.97,2,    0.03,2,  -999.0,9,  -999.0,9,  23.7020,    0.07,2
740H20090307,       A095,      31,          1,         22,         22,2,20090317,       2016,  -24.00021,  -39.49963,       3017,    54.5,  25.4374,  36.8743,  36.8815,2,    213.6,   211.6,2,    2.27,2,    0.01,2,  2069.7,2,  2420.2,2,  25.4254,    0.00,2
740H20090307,       A095,      31,          1,         23,         23,2,20090317,       2016,  -24.00021,  -39.49963,       3017,    27.2,  27.8047,  36.7482,  36.7498,2,    195.0,   195.7,2,    2.21,2,    0.00,2,  -999.0,9,  -999.0,9,  27.7983,   -0.03,2
740H20090307,       A095,      31,          1,         24,         24,2,20090317,       2016,  -24.00021,  -39.49963,       3017,     7.1,  27.8526,  36.7507,  36.7519,2,    194.8,   194.1,2,    2.18,2,   -0.01,2,  2055.7,2,  2410.4,2,  27.8509,   -0.02,2
740H20090307,       A095,      32,          1,          1,          1,2,20090318,       0219,  -23.99629,  -38.99797,       3400,  3440.3,   1.6238,  34.8126,  34.8133,2,    231.5,   230.7,2,   73.79,2,    1.75,2,  2212.8,2,  2350.2,2,   1.3599,   25.79,2
740H20090307,       A095,      32,          1,          2,          2,2,20090318,       0219,  -23.99629,  -38.99797,       3400,  3389.2,   1.7847,  34.8297,  34.8306,2,    234.4,   233.4,2,   66.76,2,    1.68,2,  2208.7,2,  2348.6,2,   1.5220,   24.93,2
740H20090307,       A095,      32,          1,          3,          3,2,20090318,       0219,  -23.99629,  -38.99797,       3400,  3039.3,   2.7044,  34.9156,  34.9163,2,    244.8,   244.2,2,   35.08,2,    1.38,2,  -999.0,9,  -999.0,9,   2.4561,   20.05,2
740H20090307,       A095,      32,          1,          4,          4,2,20090318,       0219,  -23.99629,  -38.99797,       3400,  2783.9,   2.9203,  34.9280,  34.9281,2,    244.5,   244.3,2,   31.39,2,    1.36,2,  2176.5,2,  2329.3,2,   2.6935,   20.06,2
740H20090307,       A095,      32,          1,          5,          5,2,20090318,       0219,  -23.99629,  -38.99797,       3400,  2528.4,   3.1509,  34.9413,  34.9418,2,    244.8,   244.1,2,   27.00,2,    1.32,2,  -999.0,9,  -999.0,9,   2.9454,   19.52,2
740H20090307,       A095,      32,          1,          6,          6,2,20090318,       0219,  -23.99629,  -38.99797,       3400,  2273.9,   3.3752,  34.9523,  34.9515,2,    244.3,   243.4,2,   23.76,2,    1.30,2,  2170.2,2,  2320.3,2,   3.1908,   19.20,2
740H20090307,       A095,      32,          1,          7,          7,2,20090318,       0219,  -23.99629,  -38.99797,       3400,  2019.5,   3.5616,  34.9569,  34.9560,2,    241.8,   241.3,2,   22.17,2,    1.32,2,  -999.0,9,  -999.0,9,   3.3988,   19.80,2
740H20090307,       A095,      32,          1,          8,          8,2,20090318,       0219,  -23.99629,  -38.99797,       3400,  1766.9,   3.8201,  34.9446,  34.9436,2,    231.4,   229.2,2,   22.20,2,    1.40,2,  2172.3,2,  2316.4,2,   3.6775,   20.72,2
740H20090307,       A095,      32,          1,          9,          9,2,20090318,       0219,  -23.99629,  -38.99797,       3400,  1512.6,   3.9145,  34.8666,  34.8661,2,    208.6,   208.4,2,   28.44,2,    1.64,2,  -999.0,9,  -999.0,9,   3.7944,   24.53,2
740H20090307,       A095,      32,          1,         10,         10,2,20090318,       0219,  -23.99629,  -38.99797,       3400,  1259.3,   3.4408,  34.5977,  34.5970,2,    183.9,   183.0,2,   45.45,2,    2.11,2,  2219.1,2,  2318.7,2,   3.3483,   30.42,2
740H20090307,       A095,      32,          1,         11,         11,3,20090318,       0219,  -23.99629,  -38.99797,       3400,  1007.0,   3.5939,  34.4177,-999.0000,9,    188.0,  -999.0,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,9,   3.5209, -999.00,9
740H20090307,       A095,      32,          1,         12,         12,2,20090318,       0219,  -23.99629,  -38.99797,       3400,   881.6,   4.1878,  34.3570,  34.3573,2,    196.4,   196.0,2,   32.65,2,    2.14,2,  2202.2,2,    2301,2,   4.1209,   31.19,2
740H20090307,       A095,      32,          1,         14,         14,2,20090318,       0219,  -23.99629,  -38.99797,       3400,   754.2,   5.4354,  34.3872,  34.3880,2,    195.4,   194.5,2,   22.29,2,    1.97,2,  -999.0,9,  -999.0,9,   5.3716,   29.12,2
740H20090307,       A095,      32,          1,         15,         15,2,20090318,       0219,  -23.99629,  -38.99797,       3400,   628.1,   7.1604,  34.5028,  34.5049,2,    195.8,   194.5,2,   14.66,2,    1.70,2,  2169.6,2,  2292.1,2,   7.0994,   24.47,2
740H20090307,       A095,      32,          1,         16,         16,2,20090318,       0219,  -23.99629,  -38.99797,       3400,   503.7,   9.8101,  34.7801,  34.7896,2,    192.3,   191.8,2,    8.74,2,    1.29,2,  -999.0,9,  -999.0,9,   9.7516,   18.50,2
740H20090307,       A095,      32,          1,         17,         17,2,20090318,       0219,  -23.99629,  -38.99797,       3400,   376.6,  12.7975,  35.1776,  35.1769,2,    201.5,   201.7,2,    4.68,2,    0.80,2,  2124.9,2,  2319.3,2,  12.7458,   10.60,2
740H20090307,       A095,      32,          1,         18,         18,2,20090318,       0219,  -23.99629,  -38.99797,       3400,   251.5,  15.5011,  35.5406,  35.5415,2,    204.6,   203.0,2,    3.04,2,    0.44,2,  -999.0,9,  -999.0,9,  15.4619,    4.97,2
740H20090307,       A095,      32,          1,         19,         19,2,20090318,       0219,  -23.99629,  -38.99797,       3400,   175.1,  17.8687,  35.9139,  35.9142,2,    206.4,   205.2,2,    2.39,2,    0.22,2,  2097.3,2,  2361.6,2,  17.8386,    1.85,2
740H20090307,       A095,      32,          1,         20,         20,2,20090318,       0219,  -23.99629,  -38.99797,       3400,   100.0,  20.4739,  36.3603,  36.3585,2,    217.9,   215.6,2,    1.99,2,    0.04,2,  -999.0,9,  -999.0,9,  20.4550,   -0.02,2
740H20090307,       A095,      32,          1,         21,         21,2,20090318,       0219,  -23.99629,  -38.99797,       3400,    74.7,  21.3169,  36.4340,  36.4344,2,    223.6,   220.9,2,    2.00,2,    0.02,2,  2074.7,2,  2390.2,2,  21.3024,    0.00,2
740H20090307,       A095,      32,          1,         22,         22,2,20090318,       0219,  -23.99629,  -38.99797,       3400,    49.9,  23.0246,  36.4460,  36.4477,2,    227.2,   225.2,2,    1.99,2,    0.00,2,  -999.0,9,  -999.0,9,  23.0143,    0.01,2
740H20090307,       A095,      32,          1,         23,         23,2,20090318,       0219,  -23.99629,  -38.99797,       3400,    25.2,  26.9631,  36.5596,  36.5456,2,    206.0,   199.8,3,    2.04,2,    0.00,2,  2054.8,2,  2397.4,2,  26.9574,    0.06,2
740H20090307,       A095,      32,          1,         24,         24,2,20090318,       0219,  -23.99629,  -38.99797,       3400,     5.2,  27.2768,  36.4986,  36.4988,2,    196.5,   194.8,3,    2.03,2,   -0.01,2,  2054.3,2,  2392.8,2,  27.2756,    0.02,2
740H20090307,       A095,      33,          1,          1,          1,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  3521.8,   2.0299,  34.8535,  34.8538,2,    238.5,   238.0,2,   57.70,2,    1.59,2,  2201.9,2,  2342.4,2,   1.7472,   23.69,2
740H20090307,       A095,      33,          1,          2,          2,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  3470.5,   2.1810,  34.8690,  34.8702,2,    241.1,   239.9,2,   51.16,2,    1.52,2,  2199.5,2,  2334.1,2,   1.8999,   22.75,2
740H20090307,       A095,      33,          1,          3,          3,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  3297.2,   2.5587,  34.9042,  34.9045,2,    244.7,   243.0,2,   38.69,2,    1.40,2,  -999.0,9,  -999.0,9,   2.2867,   21.14,2
740H20090307,       A095,      33,          1,          4,          4,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  3040.7,   2.7411,  34.9180,  34.9183,2,    245.0,   244.5,2,   34.28,2,    1.37,2,    2184,2,  2324.2,2,   2.4918,   21.04,2
740H20090307,       A095,      33,          1,          5,          5,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  2785.1,   2.8783,  34.9259,  34.9262,2,    244.3,   243.0,2,   31.79,2,    1.36,2,  -999.0,9,  -999.0,9,   2.6523,   20.21,2
740H20090307,       A095,      33,          1,          6,          6,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  2527.9,   3.0475,  34.9359,  34.9367,2,    244.9,   244.2,2,   28.84,2,    1.34,2,  2180.7,2,  2320.9,2,   2.8439,   20.47,2
740H20090307,       A095,      33,          1,          7,          7,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  2274.5,   3.2177,  34.9435,  34.9439,2,    243.9,   243.1,2,   26.32,2,    1.33,2,  -999.0,9,  -999.0,9,   3.0359,   19.94,2
740H20090307,       A095,      33,          1,          8,          8,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  2018.5,   3.4685,  34.9544,  34.9546,2,    243.1,   242.3,2,   23.06,2,    1.32,2,  2175.9,2,  2314.6,2,   3.3072,   19.82,2
740H20090307,       A095,      33,          1,          9,          9,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  1768.2,   3.6538,  34.9362,  34.9368,2,    232.9,   231.3,2,   24.64,2,    1.41,2,  -999.0,9,  -999.0,9,   3.5134,   21.10,2
740H20090307,       A095,      33,          1,         10,         10,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  1512.5,   3.6210,  34.8260,  34.8248,2,    206.7,   206.7,2,   35.40,2,    1.72,2,  2198.7,2,  2319.4,2,   3.5044,   25.65,2
740H20090307,       A095,      33,          1,         11,         11,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  1260.9,   3.4031,  34.6303,  34.6306,2,    186.0,   185.1,2,   45.87,2,    2.07,2,  -999.0,9,  -999.0,9,   3.3108,   30.91,2
740H20090307,       A095,      33,          1,         12,         12,2,20090318,       0846,  -24.00022,  -38.49893,       3484,  1008.3,   3.7156,  34.4291,  34.4298,2,    184.9,   182.9,2,   41.09,2,    2.21,2,  2219.1,2,  2306.4,2,   3.6416,   32.89,2
740H20090307,       A095,      33,          1,         13,         13,2,20090318,       0846,  -24.00022,  -38.49893,       3484,   881.0,   4.2538,  34.3835,  34.3836,2,    187.2,   186.8,2,   33.90,2,    2.17,2,  -999.0,9,  -999.0,9,   4.1863,   31.71,2
740H20090307,       A095,      33,          1,         14,         14,2,20090318,       0846,  -24.00022,  -38.49893,       3484,   755.5,   5.1213,  34.3569,  34.3574,2,    203.4,   202.2,2,   23.46,2,    1.97,2,  2190.2,2,  2288.6,2,   5.0592,   29.55,2
740H20090307,       A095,      33,          1,         15,         15,2,20090318,       0846,  -24.00022,  -38.49893,       3484,   629.3,   7.0146,  34.4955,  34.4958,2,    192.1,   192.1,2,   15.67,2,    1.75,2,  -999.0,9,  -999.0,9,   6.9542,   25.85,2
740H20090307,       A095,      33,          1,         16,         16,2,20090318,       0846,  -24.00022,  -38.49893,       3484,   503.0,   9.5661,  34.7484,  34.7438,2,    195.5,   195.7,2,    9.21,2,    1.34,2,  2157.1,2,    2294,2,   9.5086,   19.59,2
740H20090307,       A095,      33,          1,         17,         17,2,20090318,       0846,  -24.00022,  -38.49893,       3484,   377.8,  12.5958,  35.1440,  35.1462,2,    202.3,   200.6,2,    5.08,2,    0.83,2,  -999.0,9,  -999.0,9,  12.5444,   11.18,2
740H20090307,       A095,      33,          1,         18,         18,2,20090318,       0846,  -24.00022,  -38.49893,       3484,   252.2,  15.0847,  35.4782,  35.4815,2,    203.6,   203.2,2,    3.43,2,    0.54,2,  2115.8,2,  2335.1,2,  15.0461,    5.77,2
740H20090307,       A095,      33,          1,         19,         19,2,20090318,       0846,  -24.00022,  -38.49893,       3484,   175.3,  17.0607,  35.7701,  35.7662,2,    203.6,   202.8,2,    2.80,2,    0.31,2,  -999.0,9,  -999.0,9,  17.0315,    2.90,2
740H20090307,       A095,      33,          1,         20,         20,2,20090318,       0846,  -24.00022,  -38.49893,       3484,    99.7,  19.9494,  36.2713,  36.2692,2,    209.6,   211.3,2,    2.28,2,    0.09,2,    2087,2,  2382.6,2,  19.9309,    0.10,2
740H20090307,       A095,      33,          1,         21,         21,2,20090318,       0846,  -24.00022,  -38.49893,       3484,    74.5,  20.8845,  36.3632,  36.3677,2,    222.4,   221.9,2,    2.14,2,    0.02,2,  -999.0,9,  -999.0,9,  20.8703,   -0.02,2
740H20090307,       A095,      33,          1,         22,         22,2,20090318,       0846,  -24.00022,  -38.49893,       3484,    51.4,  22.7759,  36.4825,  36.4760,2,    225.9,   226.0,2,    2.15,2,    0.00,2,  2069.8,2,  2392.2,2,  22.7654,    0.01,2
740H20090307,       A095,      33,          1,         23,         23,2,20090318,       0846,  -24.00022,  -38.49893,       3484,    25.0,  26.8917,  36.4205,  36.4280,2,    210.9,   204.8,2,    2.20,2,    0.00,2,  -999.0,9,  -999.0,9,  26.8860,   -0.02,2
740H20090307,       A095,      33,          1,         24,         24,2,20090318,       0846,  -24.00022,  -38.49893,       3484,     5.0,  27.3924,  36.4260,  36.4260,2,    197.3,   193.4,2,    2.21,2,    0.00,2,  2056.2,2,  2388.3,2,  27.3912,    0.01,2
740H20090307,       A095,      34,          1,          1,          1,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  3633.1,   1.9884,  34.8483,  34.8486,2,    236.7,   236.6,2,   60.80,2,    1.61,2,    2201,2,  2340.8,3,   1.6949,   23.96,2
740H20090307,       A095,      34,          1,          2,          2,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  3583.3,   1.9858,  34.8486,  34.8500,2,    236.7,   237.2,2,   60.20,2,    1.60,2,  2199.3,2,  2344.1,2,   1.6977,   24.19,2
740H20090307,       A095,      34,          1,          3,          3,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  3296.0,   2.4820,  34.8984,  34.8991,2,    244.7,   243.8,2,   41.49,2,    1.42,2,  2180.5,2,  2332.4,2,   2.2119,   21.07,2
740H20090307,       A095,      34,          1,          4,          4,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  3041.4,   2.7370,  34.9174,  34.9183,2,    244.7,   244.2,2,   34.91,2,    1.38,2,  -999.0,9,  -999.0,9,   2.4878,   21.24,2
740H20090307,       A095,      34,          1,          5,          5,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  2786.1,   2.8726,  34.9255,  34.9255,2,    244.2,   243.3,2,   32.53,2,    1.35,2,  2174.9,2,    2324,2,   2.6466,   20.32,2
740H20090307,       A095,      34,          1,          6,          6,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  2530.5,   3.0380,  34.9352,  34.9355,2,    244.3,   243.6,2,   29.52,2,    1.34,2,  -999.0,9,  -999.0,9,   2.8344,   19.88,2
740H20090307,       A095,      34,          1,          7,          7,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  2276.0,   3.2305,  34.9427,  34.9432,2,    243.5,   243.0,2,   26.84,2,    1.33,2,  2168.9,2,  2315.9,2,   3.0483,   20.35,2
740H20090307,       A095,      34,          1,          8,          8,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  2023.1,   3.4935,  34.9505,  34.9505,2,    241.2,   240.1,2,   23.91,2,    1.33,2,  -999.0,9,  -999.0,9,   3.3314,   19.96,2
740H20090307,       A095,      34,          1,          9,          9,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  1767.3,   3.6825,  34.9365,  34.9363,2,    232.5,   231.2,2,   24.78,2,    1.41,2,  2172.6,2,    2313,2,   3.5418,   21.57,2
740H20090307,       A095,      34,          1,         10,         10,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  1514.7,   3.3032,  34.7590,  34.7586,2,    200.2,   198.4,2,   44.73,2,    1.86,2,  -999.0,9,  -999.0,9,   3.1901,   27.70,2
740H20090307,       A095,      34,          1,         11,         11,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  1261.5,   3.3132,  34.6013,  34.6016,2,    184.9,   183.0,2,   48.58,2,    2.11,2,  2214.5,2,  2317.3,2,   3.2217,   31.25,2
740H20090307,       A095,      34,          1,         12,         12,2,20090318,       1503,  -24.00048,  -38.00102,       3587,  1007.9,   3.7087,  34.4307,  34.4312,2,    184.6,   183.1,2,   41.78,2,    2.26,2,  -999.0,9,  -999.0,9,   3.6348,   36.64,2
740H20090307,       A095,      34,          1,         13,         13,2,20090318,       1503,  -24.00048,  -38.00102,       3587,   882.9,   4.4446,  34.3694,  34.3683,2,    189.9,   190.9,2,   31.42,2,    2.14,2,  2192.2,2,  2291.5,2,   4.3758,   32.42,2
740H20090307,       A095,      34,          1,         14,         14,2,20090318,       1503,  -24.00048,  -38.00102,       3587,   757.0,   5.5557,  34.3966,  34.3982,2,    192.4,   192.3,2,   22.43,2,    1.98,2,  -999.0,9,  -999.0,9,   5.4909,   30.06,2
740H20090307,       A095,      34,          1,         15,         15,2,20090318,       1503,  -24.00048,  -38.00102,       3587,   630.4,   7.3391,  34.5291,  34.5291,2,    191.7,   187.4,2,   15.25,2,    1.74,2,  2166.2,2,  2286.9,2,   7.2771,   26.12,2
740H20090307,       A095,      34,          1,         16,         16,2,20090318,       1503,  -24.00048,  -38.00102,       3587,   504.4,  10.1638,  34.8235,  34.8218,2,    188.5,   185.7,2,    9.15,2,    1.32,2,  -999.0,9,  -999.0,9,  10.1039,   20.60,2
740H20090307,       A095,      34,          1,         17,         17,2,20090318,       1503,  -24.00048,  -38.00102,       3587,   378.9,  12.7282,  35.1504,  35.1520,2,    198.8,   196.4,2,    5.23,2,    0.85,2,  2123.4,2,  2313.1,2,  12.6764,   11.57,2
740H20090307,       A095,      34,          1,         18,         18,2,20090318,       1503,  -24.00048,  -38.00102,       3587,   252.7,  15.4045,  35.4987,  35.5017,2,    204.4,   202.8,2,    3.29,2,    0.46,2,  -999.0,9,  -999.0,9,  15.3653,    5.23,2
740H20090307,       A095,      34,          1,         19,         19,2,20090318,       1503,  -24.00048,  -38.00102,       3587,   177.3,  17.4918,  35.8409,  35.8452,2,    201.7,   200.4,2,    2.75,2,    0.30,2,  2099.4,2,  2352.7,2,  17.4618,    2.75,2
740H20090307,       A095,      34,          1,         20,         20,2,20090318,       1503,  -24.00048,  -38.00102,       3587,   101.7,  20.1098,  36.3042,  36.3050,2,    213.1,   212.5,2,    2.20,2,    0.06,2,  -999.0,9,  -999.0,9,  20.0908,    0.02,2
740H20090307,       A095,      34,          1,         22,         22,2,20090318,       1503,  -24.00048,  -38.00102,       3587,    75.4,  21.4160,  36.4512,  36.4517,2,    222.5,   222.2,2,    2.18,2,    0.03,2,  2073.2,2,  2390.6,2,  21.4013,    0.23,2
740H20090307,       A095,      34,          1,         23,         23,3,20090318,       1503,  -24.00048,  -38.00102,       3587,    26.7,  27.7473,  36.6609,  36.6616,2,    195.9,   193.4,2,    2.17,2,   -0.01,2,  2053.7,2,  2403.9,2,  27.7410,   -0.01,2
740H20090307,       A095,      34,          1,         24,         24,2,20090318,       1503,  -24.00048,  -38.00102,       3587,     5.9,  27.9191,  36.6651,  36.6658,2,    194.8,   202.0,3,    2.08,2,    0.00,2,  2054.9,2,  2405.6,2,  27.9177,    0.27,3
740H20090307,       A095,      35,          1,          1,          1,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  4117.5,   0.4776,  34.6916,  34.6984,2,    214.3,   214.6,2,  120.06,2,    2.17,2,    2256,2,  2364.8,2,   0.1755,   32.99,2
740H20090307,       A095,      35,          1,          2,          2,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  4067.5,   0.5146,  34.6942,  34.6953,2,    214.4,   213.7,2,  120.70,2,    2.18,2,  2258.3,2,  2366.2,2,   0.2166,   32.92,2
740H20090307,       A095,      35,          1,          3,          3,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  3808.9,   1.1771,  34.7641,  34.7649,2,    224.6,   222.9,2,   94.00,2,    1.92,2,  -999.0,9,  -999.0,9,   0.8870,   29.17,2
740H20090307,       A095,      35,          1,          4,          4,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  3552.8,   2.2420,  34.8747,  34.8745,2,    241.8,   241.6,2,   50.39,2,    1.49,2,  2190.6,2,  2337.3,2,   1.9505,   23.19,2
740H20090307,       A095,      35,          1,          5,          5,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  3296.2,   2.6106,  34.9085,  34.9092,2,    245.6,   240.9,2,   37.41,2,    1.38,2,  -999.0,9,  -999.0,9,   2.3374,   21.16,2
740H20090307,       A095,      35,          1,          6,          6,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  3041.9,   2.7749,  34.9195,  34.9212,2,    244.6,   244.5,2,   34.28,2,    1.37,2,  2177.3,2,  2327.7,2,   2.5248,   21.16,2
740H20090307,       A095,      35,          1,          7,          7,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  2785.9,   2.9022,  34.9271,  34.9279,2,    243.9,   244.3,2,   31.76,2,    1.35,2,  -999.0,9,  -999.0,9,   2.6756,   20.44,2
740H20090307,       A095,      35,          1,          8,          8,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  2529.5,   3.0735,  34.9373,  34.9385,2,    244.8,   245.1,2,   28.68,2,    1.33,2,  2169.2,2,  2324.7,2,   2.8693,   19.99,2
740H20090307,       A095,      35,          1,          9,          9,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  2275.2,   3.2212,  34.9461,  34.9472,2,    245.0,   244.9,2,   25.87,2,    1.31,2,  -999.0,9,  -999.0,9,   3.0392,   20.19,2
740H20090307,       A095,      35,          1,         10,         10,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  2021.7,   3.4408,  34.9552,  34.9559,2,    243.6,   242.7,2,   23.29,2,    1.30,2,  2160.9,2,  2316.8,2,   3.2795,   19.95,2
740H20090307,       A095,      35,          1,         11,         11,3,20090318,       2141,  -24.00114,  -37.49114,       4063,  1768.6,   3.7242,  34.9528,-999.0000,9,    236.2,  -999.0,9,   23.03,2,    1.30,2,  -999.0,9,  -999.0,9,   3.5827,   20.05,2
740H20090307,       A095,      35,          1,         12,         12,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  1515.7,   3.8384,  34.8657,  34.8690,2,    208.3,   209.9,2,   29.54,2,    1.62,2,  2183.4,2,  2314.7,2,   3.7188,   24.78,2
740H20090307,       A095,      35,          1,         13,         13,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  1261.7,   3.1009,  34.5653,  34.5656,2,    184.3,   183.0,2,   52.87,2,    2.16,2,  -999.0,9,  -999.0,9,   3.0116,   32.26,2
740H20090307,       A095,      35,          1,         14,         14,2,20090318,       2141,  -24.00114,  -37.49114,       4063,  1010.3,   3.7077,  34.4061,  34.4067,2,    187.0,   187.5,2,   41.64,2,    2.21,2,  2207.4,2,  2306.5,2,   3.6336,   33.05,2
740H20090307,       A095,      35,          1,         15,         15,2,20090318,       2141,  -24.00114,  -37.49114,       4063,   882.9,   4.4236,  34.3708,  34.3709,2,    193.3,   190.4,2,   31.77,2,    2.13,2,  -999.0,9,  -999.0,9,   4.3549,   32.11,2
740H20090307,       A095,      35,          1,         16,         16,2,20090318,       2141,  -24.00114,  -37.49114,       4063,   756.2,   5.4930,  34.3858,  34.3864,2,    197.2,   197.0,2,   22.17,2,    1.95,2,  2176.8,2,    2288,2,   5.4286,   29.70,2
740H20090307,       A095,      35,          1,         17,         17,2,20090318,       2141,  -24.00114,  -37.49114,       4063,   631.0,   7.5846,  34.5521,  34.5534,2,    186.7,   186.0,2,   14.55,2,    1.68,2,  -999.0,9,  -999.0,9,   7.5213,   25.02,2
