EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,MCHFRM,MCHFRM_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,
  18HU20070510, AR07W,   179,  1, 309993,     14,2,20070517,1936, 60.4333, -48.6500,  900,     48.1,   1.9104,  34.0040,2,-999.0000,9,    309.1,2,   -999.0,9,     5.39,6,     9.16,6,     0.68,6,    5.800,2,    3.345,2,    0.547,2,    6.320,4,    2.518,2,   2099.9,2,   2271.4,3
  18HU20070510, AR07W,   179,  1, 309994,     15,2,20070517,1936, 60.4333, -48.6500,  900,     38.3,   1.7389,  33.9504,2,-999.0000,9,    310.0,2,    334.1,2,     5.36,6,     9.08,6,     0.68,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2101.8,2,   2270.0,3
  18HU20070510, AR07W,   179,  1, 309995,     16,2,20070517,1936, 60.4333, -48.6500,  900,     29.7,   1.6108,  33.9187,2,-999.0000,9,    311.2,2,   -999.0,9,     5.34,6,     8.79,6,     0.67,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2097.2,2,   2266.8,3
  18HU20070510, AR07W,   179,  1, 309996,     17,2,20070517,1936, 60.4333, -48.6500,  900,     18.4,   0.7153,  33.6111,2,-999.0000,9,    319.0,2,    344.5,2,     4.93,6,     7.60,6,     0.59,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2082.9,2,   2244.9,3
  18HU20070510, AR07W,   179,  1, 309997,     18,2,20070517,1936, 60.4333, -48.6500,  900,      9.6,  -0.7284,  33.0405,2,-999.0000,9,    335.3,2,   -999.0,9,     4.27,6,     5.28,6,     0.48,6,    6.572,2,    3.755,2,    0.614,2,    7.267,4,    3.017,2,   2048.4,2,   2217.1,3
  18HU20070510, AR07W,   179,  1, 309998,     19,2,20070517,1936, 60.4333, -48.6500,  900,      1.9,  -0.8020,  33.0031,2,-999.0000,9,    337.0,2,    364.7,2,     4.24,6,     5.18,6,     0.47,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2098.7,6,   2223.5,3
  18HU20070510, AR07W,   182,  1, 309999,      1,2,20070517,2300, 60.2500, -48.7000, 2768,   2851.6,   2.3978,  34.9016,2,  34.9064,2,    270.7,2,    286.4,2,    10.74,6,    15.45,6,     0.95,6,    3.712,2,    1.922,2,    0.288,2,    6.812,4,   48.454,4,   2159.9,2,   2306.4,2
  18HU20070510, AR07W,   182,  1, 310000,      2,2,20070517,2300, 60.2500, -48.7000, 2768,   2754.1,   2.5186,  34.9053,2,  34.9091,2,    267.9,2,    284.0,2,    11.24,6,    15.79,6,     0.97,6,    3.460,2,    1.794,2,    0.270,2,    6.313,4,   47.582,4,   2154.2,3,   2307.9,2
  18HU20070510, AR07W,   182,  1, 310001,      3,2,20070517,2300, 60.2500, -48.7000, 2768,   2665.7,   2.5397,  34.9061,2,  34.9098,6,    266.9,2,    283.1,2,    11.37,6,    15.65,6,     0.97,6,    3.437,2,    1.775,2,    0.247,2,    6.314,4,   48.857,4,   2160.1,6,   2309.0,6
  18HU20070510, AR07W,   182,  1, 310002,      4,2,20070517,2300, 60.2500, -48.7000, 2768,   2525.7,   2.6832,  34.9095,2,  34.9133,2,    264.5,2,    281.3,2,    11.44,6,    15.88,6,     0.98,6,    3.340,2,    1.702,2,    0.236,2,    6.227,4,    0.000,2,   2162.3,2,   2307.0,2
  18HU20070510, AR07W,   182,  1, 310003,      5,2,20070517,2300, 60.2500, -48.7000, 2768,   2366.1,   2.8206,  34.9150,2,  34.9198,2,    261.5,2,    278.5,2,    12.01,6,    16.19,6,     1.00,6,    3.073,2,    1.532,2,    0.217,2,    5.679,4,   50.519,4,   2161.5,2,   2309.4,2
  18HU20070510, AR07W,   182,  1, 310004,      6,2,20070517,2300, 60.2500, -48.7000, 2768,   2201.4,   3.0483,  34.9113,2,  34.9172,6,    261.1,2,    278.5,2,    11.17,6,    16.38,6,     1.01,6,    3.352,2,    1.701,2,    0.223,2,    6.031,4,   54.926,4,   2161.0,2,   2306.5,2
  18HU20070510, AR07W,   182,  1, 310005,      7,2,20070517,2300, 60.2500, -48.7000, 2768,   2033.3,   3.1674,  34.9078,2,  34.9118,2,    261.2,2,    279.0,2,    10.52,6,    16.35,6,     1.00,6,    3.617,2,    1.865,2,    0.262,2,    6.482,4,   56.282,4,   2161.0,2,   2308.8,2
  18HU20070510, AR07W,   182,  1, 310006,      8,2,20070517,2300, 60.2500, -48.7000, 2768,   1829.5,   3.3147,  34.9092,2,  34.9122,2,    259.8,2,    277.9,6,    10.32,6,    16.44,6,     1.01,6,    3.678,2,    1.900,2,    0.293,2,    6.468,4,   56.784,4,   2161.9,2,   2308.2,2
  18HU20070510, AR07W,   182,  1, 310007,      9,2,20070517,2300, 60.2500, -48.7000, 2768,   1631.0,   3.3765,  34.9104,2,  34.9144,2,    258.9,2,    277.3,2,    10.31,6,    16.38,6,     1.01,6,    3.803,2,    1.982,2,    0.283,2,    6.584,4,   57.402,4,   2160.7,2,   2305.1,2
  18HU20070510, AR07W,   182,  1, 310008,     10,2,20070517,2300, 60.2500, -48.7000, 2768,   1428.7,   3.5324,  34.9126,2,  34.9164,2,    257.2,2,    276.3,2,    10.12,6,    16.58,6,     1.03,6,    3.883,2,    2.025,2,    0.321,2,    6.676,4,   55.790,4,   2162.6,2,   2306.5,2
  18HU20070510, AR07W,   182,  1, 310009,     11,2,20070517,2300, 60.2500, -48.7000, 2768,   1224.8,   3.6740,  34.9099,2,  34.9144,2,    257.0,2,    276.3,2,     9.78,6,    16.52,6,     1.02,6,    3.996,2,    2.119,2,    0.349,2,    6.805,4,   51.404,4,   2162.7,2,   2309.3,2
  18HU20070510, AR07W,   182,  1, 310010,     12,2,20070517,2300, 60.2500, -48.7000, 2768,   1031.5,   3.7972,  34.9095,2,  34.9136,2,    256.8,2,    276.2,2,     9.57,6,    16.54,6,     1.03,6,    4.192,2,    2.249,2,    0.347,2,    7.205,4,   50.530,4,   2163.8,2,   2310.5,2
  18HU20070510, AR07W,   182,  1, 310011,     13,2,20070517,2300, 60.2500, -48.7000, 2768,    843.5,   3.9884,  34.9150,2,  34.9196,2,    256.5,2,    276.2,2,     9.29,6,    16.30,6,     1.01,6,    4.182,2,    2.275,2,    0.385,2,    7.087,4,   43.945,4,   2163.0,2,   2310.4,2
  18HU20070510, AR07W,   182,  1, 310012,     14,2,20070517,2300, 60.2500, -48.7000, 2768,    665.9,   4.3734,  34.9261,2,  34.9302,2,    255.9,2,    275.7,2,     8.82,6,    16.20,6,     1.00,6,    4.412,2,    2.462,2,    0.395,2,    7.696,4,   39.192,2,   2163.2,2,   2314.0,2
  18HU20070510, AR07W,   182,  1, 310013,     15,2,20070517,2300, 60.2500, -48.7000, 2768,    510.5,   4.5449,  34.9285,2,  34.9332,2,    262.0,2,    282.4,2,     8.40,6,    15.92,6,     0.98,6,    4.435,2,    2.491,2,    0.425,2,    7.867,4,   29.575,2,   2159.4,2,   2307.8,2
  18HU20070510, AR07W,   182,  1, 310014,     16,2,20070517,2300, 60.2500, -48.7000, 2768,    373.1,   4.8340,  34.9458,2,  34.9503,2,    266.0,2,    286.6,2,     7.84,6,    15.26,6,     0.95,6,    4.565,2,    2.594,2,    0.462,2,    8.356,4,   24.663,2,   2157.4,2,   2314.7,2
  18HU20070510, AR07W,   182,  1, 310015,     17,2,20070517,2300, 60.2500, -48.7000, 2768,    261.9,   5.0122,  34.9520,2,  34.9552,2,    271.8,2,    292.8,2,     7.32,6,    14.18,6,     0.92,6,    4.703,2,    2.719,2,    0.462,2,    8.781,4,   21.828,2,   2151.1,2,   2315.5,2
  18HU20070510, AR07W,   182,  1, 310016,     18,2,20070517,2300, 60.2500, -48.7000, 2768,    150.9,   4.9089,  34.9161,2,  34.9206,2,    277.7,2,    299.6,2,     6.95,6,    12.85,6,     0.86,6,    4.759,2,    2.748,2,    0.486,2,    9.024,4,   20.111,2,   2146.4,2,   2316.5,2
  18HU20070510, AR07W,   182,  1, 310017,     19,2,20070517,2300, 60.2500, -48.7000, 2768,    102.1,   4.7610,  34.8844,2,  34.8874,2,    280.2,2,    301.9,2,     6.87,6,    12.41,6,     0.84,6,    4.851,2,    2.802,2,    0.505,2,    9.260,4,   20.117,2,   2143.9,2,   2315.4,2
  18HU20070510, AR07W,   182,  1, 310018,     20,2,20070517,2300, 60.2500, -48.7000, 2768,     51.3,   4.6038,  34.8331,2,  34.8371,2,    285.8,2,    308.2,2,     6.57,6,    11.35,6,     0.79,6,    5.031,2,    2.895,2,    0.509,2,    9.853,4,   20.363,2,   2137.9,2,   2315.1,2
  18HU20070510, AR07W,   182,  1, 310019,     21,2,20070517,2300, 60.2500, -48.7000, 2768,     20.0,   4.6145,  34.7803,2,  34.7867,2,    295.7,2,    318.8,2,     6.10,6,     9.46,6,     0.69,6,    5.059,2,    2.916,2,    0.529,2,   10.067,4,   19.109,2,   2123.0,2,   2315.3,2
  18HU20070510, AR07W,   182,  1, 310020,     22,2,20070517,2300, 60.2500, -48.7000, 2768,      2.1,   3.1203,  34.2485,2,  34.2483,2,    302.5,2,    326.0,2,     5.70,6,     8.96,6,     0.67,6,    5.363,2,    3.079,2,    0.600,2,   10.595,4,   20.709,2,   2098.7,2,   2274.8,2
  18HU20070510, AR07W,   186,  1, 310021,      1,2,20070518,1010, 61.5333, -49.6667,  120,    109.6,   0.2051,  33.2525,2,-999.0000,9,    333.8,2,    361.8,2,     1.83,6,     3.73,6,     0.32,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2059.4,2,   2231.2,2
  18HU20070510, AR07W,   186,  1, 310022,      2,2,20070518,1010, 61.5333, -49.6667,  120,     99.0,   0.1441,  33.2147,2,-999.0000,9,    336.3,2,    362.7,2,     1.70,6,     3.50,6,     0.31,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2057.9,2,   2230.2,2
  18HU20070510, AR07W,   186,  1, 310023,      3,2,20070518,1010, 61.5333, -49.6667,  120,     79.1,   0.0935,  33.1868,2,-999.0000,9,    338.5,2,   -999.0,9,     1.52,6,     3.06,6,     0.31,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   186,  1, 310024,      4,2,20070518,1010, 61.5333, -49.6667,  120,     59.6,  -0.0195,  33.1543,2,-999.0000,9,    343.3,2,   -999.0,9,     1.51,6,     2.66,6,     0.30,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   186,  1, 310025,      5,2,20070518,1010, 61.5333, -49.6667,  120,     50.3,   0.0408,  33.1445,2,-999.0000,9,    348.0,2,    375.2,2,     1.27,6,     2.08,6,     0.26,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2045.3,2,   2228.4,2
  18HU20070510, AR07W,   186,  1, 310026,      6,2,20070518,1010, 61.5333, -49.6667,  120,     40.7,   0.0831,  33.1426,2,-999.0000,9,    350.9,2,   -999.0,9,     1.15,6,     1.67,6,     0.26,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   186,  1, 310027,      7,2,20070518,1010, 61.5333, -49.6667,  120,     30.0,   0.2128,  33.1326,2,-999.0000,9,    357.0,2,   -999.0,9,     0.90,6,     0.97,6,     0.24,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   186,  1, 310028,      8,2,20070518,1010, 61.5333, -49.6667,  120,     19.7,   0.2983,  33.1229,2,-999.0000,9,    357.7,2,   -999.0,9,     0.86,6,     0.96,6,     0.25,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   186,  1, 310029,      9,2,20070518,1010, 61.5333, -49.6667,  120,      9.5,   0.3833,  33.0714,2,-999.0000,9,    362.2,2,    390.8,2,     0.60,6,     0.25,6,     0.24,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2022.1,2,   2224.9,2
  18HU20070510, AR07W,   186,  1, 310030,     10,2,20070518,1010, 61.5333, -49.6667,  120,      1.0,   0.3903,  33.0687,2,-999.0000,9,    362.7,2,    389.9,2,     0.51,6,     0.22,6,     0.22,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2020.8,2,   2223.6,2
  18HU20070510, AR07W,   189,  1, 310031,      1,2,20070518,1147, 61.4667, -49.8335,  120,    175.6,   1.5707,  33.9261,2,-999.0000,9,    302.8,2,   -999.0,9,     5.42,6,     9.36,6,     0.80,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2106.1,2,   2263.7,2
  18HU20070510, AR07W,   189,  1, 310032,      2,2,20070518,1147, 61.4667, -49.8335,  120,     99.7,  -0.0066,  33.2581,2,-999.0000,9,    331.4,2,    358.4,2,     2.93,6,     4.75,6,     0.57,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2065.9,2,   2241.4,2
  18HU20070510, AR07W,   189,  1, 310033,      3,2,20070518,1147, 61.4667, -49.8335,  120,     80.3,  -0.1321,  33.2106,2,-999.0000,9,    335.5,2,   -999.0,9,     2.79,6,     4.14,6,     0.54,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   189,  1, 310034,      4,2,20070518,1147, 61.4667, -49.8335,  120,     60.8,  -0.2661,  33.1895,2,-999.0000,9,    340.2,2,   -999.0,9,     3.60,6,     3.90,6,     0.49,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   189,  1, 310035,      5,2,20070518,1147, 61.4667, -49.8335,  120,     50.7,  -0.2135,  33.1787,2,-999.0000,9,    340.3,2,    367.3,2,     3.00,6,     3.69,6,     0.49,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2058.6,2,   2229.6,2
  18HU20070510, AR07W,   189,  1, 310036,      6,2,20070518,1147, 61.4667, -49.8335,  120,     40.1,  -0.0899,  33.1595,2,-999.0000,9,    343.0,2,   -999.0,9,     2.35,6,     2.99,6,     0.46,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   189,  1, 310037,      7,2,20070518,1147, 61.4667, -49.8335,  120,     29.9,   0.1522,  33.1391,2,-999.0000,9,    352.3,2,   -999.0,9,     1.86,6,     1.77,6,     0.36,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   189,  1, 310038,      8,2,20070518,1147, 61.4667, -49.8335,  120,     19.6,   0.1947,  33.1223,2,-999.0000,9,    357.8,2,   -999.0,9,     1.70,6,     1.11,6,     0.30,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   189,  1, 310039,      9,2,20070518,1147, 61.4667, -49.8335,  120,      9.5,   0.1983,  33.1211,2,-999.0000,9,    359.0,2,    388.1,2,     1.69,6,     0.96,6,     0.28,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2031.2,2,   2234.6,2
  18HU20070510, AR07W,   189,  1, 310040,     10,2,20070518,1147, 61.4667, -49.8335,  120,      2.2,   0.1929,  33.1205,2,-999.0000,9,    359.6,2,    387.5,2,     1.73,6,     0.97,6,     0.29,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2030.4,2,   2233.0,2
  18HU20070510, AR07W,   192,  1, 310041,      1,2,20070518,1326, 61.3667, -50.0002,  120,     95.3,   1.1744,  33.8363,2,-999.0000,9,    311.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310042,      2,2,20070518,1326, 61.3667, -50.0002,  120,     95.5,   1.2447,  33.8574,2,-999.0000,9,    310.3,2,    334.4,2,     5.40,6,     8.57,6,     0.73,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2098.0,2,   2259.6,2
  18HU20070510, AR07W,   192,  1, 310043,      3,2,20070518,1326, 61.3667, -50.0002,  120,     95.3,   1.2974,  33.8752,2,-999.0000,9,    309.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310044,      4,2,20070518,1326, 61.3667, -50.0002,  120,     95.3,   1.3256,  33.8852,2,-999.0000,9,    309.3,2,    333.8,2,     5.38,6,     8.75,6,     0.75,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2100.2,2,   2263.8,2
  18HU20070510, AR07W,   192,  1, 310045,      5,2,20070518,1326, 61.3667, -50.0002,  120,     81.0,   0.5156,  33.6334,2,-999.0000,9,    316.3,2,   -999.0,9,     5.11,6,     7.88,6,     0.71,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310046,      6,2,20070518,1326, 61.3667, -50.0002,  120,     59.7,   0.0213,  33.4516,2,-999.0000,9,    325.3,2,   -999.0,9,     4.72,6,     6.75,6,     0.64,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310047,      7,2,20070518,1326, 61.3667, -50.0002,  120,     49.8,  -0.0304,  33.4233,2,-999.0000,9,    326.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310048,      8,2,20070518,1326, 61.3667, -50.0002,  120,     49.8,  -0.0306,  33.4235,2,-999.0000,9,    326.3,2,    351.8,2,     4.65,6,     6.64,6,     0.63,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2080.0,2,   2239.4,2
  18HU20070510, AR07W,   192,  1, 310049,      9,2,20070518,1326, 61.3667, -50.0002,  120,     39.5,  -0.0551,  33.3221,2,-999.0000,9,    334.2,2,   -999.0,9,     4.20,6,     5.55,6,     0.57,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310050,     10,2,20070518,1326, 61.3667, -50.0002,  120,     28.9,   0.0323,  33.1222,2,-999.0000,9,    354.9,2,   -999.0,9,     2.65,6,     2.04,6,     0.36,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310051,     11,2,20070518,1326, 61.3667, -50.0002,  120,     28.8,   0.0196,  33.1110,2,-999.0000,9,    356.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310052,     12,2,20070518,1326, 61.3667, -50.0002,  120,     19.8,  -0.0988,  33.0409,2,-999.0000,9,    362.3,2,   -999.0,9,     1.97,6,     0.65,6,     0.28,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310053,     13,2,20070518,1326, 61.3667, -50.0002,  120,      9.8,  -0.0919,  33.0369,2,-999.0000,9,    363.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310054,     14,2,20070518,1326, 61.3667, -50.0002,  120,      9.9,  -0.1006,  33.0378,2,-999.0000,9,    363.4,2,    391.6,2,     1.92,6,     0.59,6,     0.28,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2025.3,2,   2223.8,2
  18HU20070510, AR07W,   192,  1, 310055,     15,2,20070518,1326, 61.3667, -50.0002,  120,      0.7,  -0.0650,  33.0366,2,-999.0000,9,    363.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310056,     16,2,20070518,1326, 61.3667, -50.0002,  120,      0.7,  -0.0656,  33.0372,2,-999.0000,9,    363.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   192,  1, 310057,     17,2,20070518,1326, 61.3667, -50.0002,  120,      0.8,  -0.0596,  33.0364,2,-999.0000,9,    363.6,2,    392.5,2,     1.89,6,     0.60,6,     0.25,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   2026.6,2,   2225.9,2
  18HU20070510, AR07W,   196,  1, 310058,      1,2,20070518,1548, 61.2833, -50.1500,  706,    731.8,   4.8631,  34.9360,2,  34.9423,2,    269.8,2,    289.7,2,     7.63,6,    14.79,6,     1.00,6,    4.623,2,    2.559,2,    0.313,2,    4.808,4,    2.391,2,   2153.7,2,   2316.0,6
  18HU20070510, AR07W,   196,  1, 310059,      2,2,20070518,1548, 61.2833, -50.1500,  706,    611.6,   4.8594,  34.9315,2,  34.9373,6,    269.7,2,    289.3,2,     7.56,6,    14.78,6,     1.01,6,    4.607,2,    2.538,2,    0.432,2,    4.817,4,    2.372,2,   2149.8,6,   2311.2,2
  18HU20070510, AR07W,   196,  1, 310060,      3,2,20070518,1548, 61.2833, -50.1500,  706,    532.7,   4.8637,  34.9286,2,  34.9349,2,    270.1,2,    289.8,2,     7.51,6,    14.58,6,     0.99,6,    4.612,2,    2.542,2,    0.362,2,    4.777,4,    2.298,2,   2151.3,2,   2311.9,2
  18HU20070510, AR07W,   196,  1, 310061,      4,2,20070518,1548, 61.2833, -50.1500,  706,    449.4,   4.9190,  34.9187,2,-999.0000,9,    271.4,2,    291.8,2,     7.18,6,    14.29,6,     0.98,6,    4.659,2,    2.580,2,    0.447,2,    4.890,4,    2.165,2,   2148.3,2,   2314.2,2
  18HU20070510, AR07W,   196,  1, 310062,      5,2,20070518,1548, 61.2833, -50.1500,  706,    360.8,   4.6791,  34.8511,2,-999.0000,9,    275.2,2,    295.9,2,     6.88,6,    13.43,6,     0.96,6,    4.746,2,    2.669,2,    0.371,2,    5.001,4,    2.103,2,   2142.9,2,   2307.9,2
  18HU20070510, AR07W,   196,  1, 310063,      6,2,20070518,1548, 61.2833, -50.1500,  706,    260.8,   3.3922,  34.5097,2,-999.0000,9,    287.1,2,    312.7,2,     6.36,6,    11.68,6,     0.88,6,    5.087,2,    2.907,2,    0.420,2,    5.388,4,    2.230,2,   2129.6,2,   2290.3,2
  18HU20070510, AR07W,   196,  1, 310064,      7,2,20070518,1548, 61.2833, -50.1500,  706,    170.8,   2.6305,  34.2887,2,-999.0000,9,    295.0,2,    319.2,2,     6.11,6,    10.70,6,     0.83,6,    5.448,2,    3.064,2,    0.532,2,    5.813,4,    2.360,2,   2120.4,2,   2280.2,2
  18HU20070510, AR07W,   196,  1, 310065,      8,2,20070518,1548, 61.2833, -50.1500,  706,    104.6,   1.9577,  34.0968,2,-999.0000,9,    302.1,2,    325.9,6,     5.75,6,     9.66,6,     0.78,6,    5.674,2,    3.129,2,    0.587,2,    6.081,4,    2.492,2,   2110.3,2,   2273.4,2
  18HU20070510, AR07W,   196,  1, 310066,      9,2,20070518,1548, 61.2833, -50.1500,  706,     79.8,   1.3677,  33.9269,2,-999.0000,9,    306.8,2,   -999.0,9,     5.54,6,     9.10,6,     0.77,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   196,  1, 310067,     10,2,20070518,1548, 61.2833, -50.1500,  706,     59.5,   0.9635,  33.8069,2,-999.0000,9,    310.3,2,   -999.0,9,     5.39,6,     8.65,6,     0.75,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   196,  1, 310068,     11,2,20070518,1548, 61.2833, -50.1500,  706,     49.8,   0.8653,  33.7759,2,-999.0000,9,    311.5,2,    336.1,2,     5.38,6,     8.50,6,     0.72,6,    6.048,2,    3.413,2,    0.561,2,    6.496,4,    2.696,2,   -999.0,9,   2256.3,2
  18HU20070510, AR07W,   196,  1, 310069,     12,2,20070518,1548, 61.2833, -50.1500,  706,     39.9,   0.7536,  33.7368,2,-999.0000,9,    312.6,2,   -999.0,9,     5.25,6,     8.30,6,     0.71,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   196,  1, 310070,     13,2,20070518,1548, 61.2833, -50.1500,  706,     29.7,   0.5558,  33.6187,2,-999.0000,9,    316.5,2,   -999.0,9,     5.00,6,     7.76,6,     0.69,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   196,  1, 310071,     14,2,20070518,1548, 61.2833, -50.1500,  706,     20.4,   0.4376,  33.5154,2,-999.0000,9,    325.7,2,   -999.0,9,     4.62,6,     6.73,6,     0.63,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   196,  1, 310072,     15,2,20070518,1548, 61.2833, -50.1500,  706,      9.8,  -0.0331,  33.3016,2,-999.0000,9,    337.3,2,    364.0,2,     4.31,6,     5.05,6,     0.52,6,    6.361,2,    3.681,2,    0.619,2,    7.067,4,    2.750,2,   2064.6,2,   2236.5,2
  18HU20070510, AR07W,   196,  1, 310073,     16,2,20070518,1548, 61.2833, -50.1500,  706,      2.1,  -0.0395,  33.2919,2,-999.0000,9,    338.9,2,   -999.0,9,     4.31,6,     4.80,6,     0.50,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,   201,  1, 310074,      1,2,20070518,2132, 61.1000, -50.5167, 2877,   2972.6,   1.7534,  34.8958,2,  34.9030,2,    278.5,2,    294.0,2,     9.25,6,    14.09,6,     0.96,6,    4.086,2,    2.230,2,    0.635,4,    8.569,4,   17.623,2,   2159.2,6,   2305.5,3
