EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,MCHFRM,MCHFRM_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,
  18HU20070510, AR07W,    42,  1, 309611,     24,2,20070514,0207, 55.6000, -53.6167, 2900,      0.9,   3.1212,  34.5738,2,-999.0000,9,    298.1,2,    319.0,2,     7.78,6,    13.34,6,     0.91,6,    5.618,2,    3.051,2,    1.122,4,   58.624,4,    0.000,2,   2136.4,2,   2283.8,2
  18HU20070510, AR07W,    48,  1, 309612,      1,2,20070514,0707, 55.8333, -53.3833, 3078,   3162.0,   1.6872,  34.8870,2,  34.8919,2,    278.6,2,    292.8,3,    10.19,6,    14.12,6,     0.94,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309613,      2,2,20070514,0707, 55.8333, -53.3833, 3078,   3102.6,   1.7084,  34.8863,2,  34.8911,2,    278.0,2,    297.5,2,    10.06,6,    14.07,6,     0.94,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309614,      3,2,20070514,0707, 55.8333, -53.3833, 3078,   3021.9,   1.8725,  34.8912,2,  34.8978,2,    276.3,2,    293.7,2,    10.17,6,    14.32,6,     0.95,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309615,      4,2,20070514,0707, 55.8333, -53.3833, 3078,   2922.8,   2.1464,  34.8943,2,  34.8998,2,    271.9,2,    287.8,2,    11.00,6,    14.77,6,     0.98,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309616,      5,2,20070514,0707, 55.8333, -53.3833, 3078,   2810.7,   2.4626,  34.9015,2,  34.9062,2,    266.4,2,    283.9,2,    12.07,6,    15.36,6,     1.01,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309617,      6,2,20070514,0707, 55.8333, -53.3833, 3078,   2690.0,   2.6521,  34.9060,2,  34.9122,6,    264.1,2,    280.2,2,    11.95,6,    15.68,6,     1.02,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309618,      7,2,20070514,0707, 55.8333, -53.3833, 3078,   2559.8,   2.8117,  34.9066,2,  34.9124,6,    262.8,2,    279.7,2,    11.59,6,    15.92,6,     1.03,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309619,      8,2,20070514,0707, 55.8333, -53.3833, 3078,   2409.4,   2.9839,  34.9052,2,  34.9103,2,    261.7,2,    279.1,2,    11.68,6,    16.04,6,     1.07,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309620,      9,2,20070514,0707, 55.8333, -53.3833, 3078,   2229.0,   3.1002,  34.9027,2,  34.9085,2,    261.1,2,    277.9,2,    10.91,6,    16.16,6,     1.04,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309621,     10,2,20070514,0707, 55.8333, -53.3833, 3078,   2011.0,   3.2524,  34.8997,2,  34.9056,2,    260.3,2,    279.8,3,    10.63,6,    16.48,6,     1.05,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309622,     11,2,20070514,0707, 55.8333, -53.3833, 3078,   1788.6,   3.4386,  34.9007,2,  34.9067,2,    258.1,2,    275.5,6,    10.57,6,    16.82,6,     1.23,4, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309623,     12,2,20070514,0707, 55.8333, -53.3833, 3078,   1550.1,   3.5654,  34.8937,2,  34.8994,2,    257.9,2,    276.6,2,    10.18,6,    16.72,6,     1.07,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309624,     13,2,20070514,0707, 55.8333, -53.3833, 3078,   1308.2,   3.5649,  34.8640,2,  34.8689,2,    266.9,2,    288.2,2,     9.16,6,    16.40,6,     1.05,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309625,     14,2,20070514,0707, 55.8333, -53.3833, 3078,   1088.2,   3.5136,  34.8493,2,  34.8546,2,    273.3,2,    293.1,2,     8.43,6,    15.97,6,     1.02,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309626,     15,2,20070514,0707, 55.8333, -53.3833, 3078,    891.6,   3.4892,  34.8422,2,-999.0000,9,    275.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309627,     16,2,20070514,0707, 55.8333, -53.3833, 3078,    707.5,   3.5539,  34.8472,2,  34.8626,2,    275.0,2,   -999.0,9,     7.96,6,    15.18,6,     0.98,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309628,     17,2,20070514,0707, 55.8333, -53.3833, 3078,    547.1,   3.6627,  34.8579,2,  34.8630,2,    273.2,2,    296.2,2,     8.12,6,    15.64,6,     1.00,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309629,     18,2,20070514,0707, 55.8333, -53.3833, 3078,    401.3,   3.6032,  34.8438,2,  34.8488,2,    278.4,2,    299.0,2,     7.87,6,    15.27,6,     0.98,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309630,     19,2,20070514,0707, 55.8333, -53.3833, 3078,    287.8,   3.6672,  34.8456,2,  34.8504,2,    276.8,2,    296.8,2,     7.84,6,    15.31,6,     0.98,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309631,     20,2,20070514,0707, 55.8333, -53.3833, 3078,    189.7,   3.7403,  34.8456,2,-999.0000,9,    274.4,2,    294.3,2,     7.80,6,    15.16,6,     0.97,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309632,     21,2,20070514,0707, 55.8333, -53.3833, 3078,    111.4,   3.6880,  34.8265,2,-999.0000,9,    277.3,2,    299.6,2,     7.70,6,    14.87,6,     0.96,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309633,     22,2,20070514,0707, 55.8333, -53.3833, 3078,     51.2,   3.5048,  34.7146,2,-999.0000,9,    289.8,2,    312.5,2,     7.62,2,    13.83,6,     0.91,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309634,     23,2,20070514,0707, 55.8333, -53.3833, 3078,     18.4,   3.4848,  34.7094,2,-999.0000,9,    289.9,2,    312.9,2,     7.68,6,    13.82,6,     0.91,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    48,  1, 309635,     24,2,20070514,0707, 55.8333, -53.3833, 3078,      0.8,   3.4896,  34.7105,2,-999.0000,9,    291.4,2,    313.6,2,     7.64,6,    13.77,6,     0.91,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    54,  1, 309636,      1,2,20070514,1235, 56.1000, -53.1000, 3360,   3358.9,   1.6842,  34.8843,2,  34.8901,2,    278.3,2,    292.1,2,    10.27,6,    14.36,6,     0.94,6,    4.353,2,    2.354,2,    0.381,2,    4.381,4,    5.670,2,   2161.3,2,   2300.6,2
  18HU20070510, AR07W,    54,  1, 309637,      2,2,20070514,1235, 56.1000, -53.1000, 3360,   3295.7,   1.7731,  34.8829,2,  34.8885,2,    277.4,2,    292.9,2,     9.89,6,    14.34,6,     0.93,6,    4.150,2,    2.098,2,    0.285,2,    4.263,4,    5.559,2,   2159.8,2,   2300.1,6
  18HU20070510, AR07W,    54,  1, 309638,      3,2,20070514,1235, 56.1000, -53.1000, 3360,   3216.3,   1.9627,  34.8847,2,  34.8909,2,    274.8,2,    289.6,2,    10.55,6,    14.70,6,     0.95,6,    3.953,2,    2.041,2,    0.225,2,    4.151,4,    5.931,2,   2158.8,2,   2306.0,2
  18HU20070510, AR07W,    54,  1, 309639,      4,2,20070514,1235, 56.1000, -53.1000, 3360,   3122.7,   2.1647,  34.8897,2,  34.8954,2,    271.0,2,    287.0,2,    11.55,6,    15.16,6,     0.98,6,    3.520,2,    1.875,2,    0.277,2,    3.787,4,    5.598,2,   2159.5,2,   2302.9,2
  18HU20070510, AR07W,    54,  1, 309640,      5,2,20070514,1235, 56.1000, -53.1000, 3360,   3007.4,   2.3763,  34.8966,2,  34.9020,2,    265.3,2,    280.9,2,    13.34,6,    15.88,6,     1.02,6,    2.977,2,    1.341,2,    0.258,2,    3.271,4,    5.354,2,   2160.1,2,   2299.7,2
  18HU20070510, AR07W,    54,  1, 309641,      6,2,20070514,1235, 56.1000, -53.1000, 3360,   2863.1,   2.5837,  34.9069,2,  34.9128,6,    262.1,2,    277.0,2,    13.47,6,    16.21,6,     1.04,6,    2.777,2,    1.174,2,    0.262,2,    3.062,4,    5.231,2,   2160.7,2,   2300.9,2
  18HU20070510, AR07W,    54,  1, 309642,      7,2,20070514,1235, 56.1000, -53.1000, 3360,   2702.2,   2.7275,  34.9129,2,  34.9182,2,    260.0,2,    276.9,2,    13.16,6,    16.33,6,     1.05,6,    2.729,2,    1.329,2,    0.180,2,    2.998,4,    5.428,2,   2161.1,2,   2296.8,3
  18HU20070510, AR07W,    54,  1, 309643,      8,2,20070514,1235, 56.1000, -53.1000, 3360,   2555.6,   2.8230,  34.9105,2,  34.9158,6,    259.9,2,    278.7,2,    12.56,6,    16.38,6,     1.05,6,    2.733,2,    1.361,2,    0.222,2,    2.958,4,    5.433,2,   2160.9,2,   2299.1,2
  18HU20070510, AR07W,    54,  1, 309644,      9,2,20070514,1235, 56.1000, -53.1000, 3360,   2323.5,   2.9603,  34.9037,2,  34.9095,2,    259.9,2,    279.4,2,    12.54,6,    16.41,6,     1.06,6,    2.928,2,    1.451,2,    0.261,2,    3.113,4,    5.788,2,   2157.1,2,   2302.1,2
  18HU20070510, AR07W,    54,  1, 309645,     10,2,20070514,1235, 56.1000, -53.1000, 3360,   2097.1,   3.0829,  34.8993,2,  34.9049,2,    259.6,2,    277.6,2,    11.22,6,    16.64,6,     1.06,6,    3.107,2,    1.568,2,    0.236,2,    3.305,4,    6.488,2,   2157.6,2,   2295.8,3
  18HU20070510, AR07W,    54,  1, 309646,     11,2,20070514,1235, 56.1000, -53.1000, 3360,   1880.0,   3.1969,  34.8930,2,  34.8978,2,    260.0,2,    279.3,2,    10.82,6,    16.85,6,     1.07,6,    3.428,2,    1.688,2,    0.282,2,    3.579,4,    7.236,2,   2159.6,2,   2294.3,3
  18HU20070510, AR07W,    54,  1, 309647,     12,2,20070514,1235, 56.1000, -53.1000, 3360,   1641.5,   3.3995,  34.8987,2,  34.9043,2,    257.6,2,    275.4,2,    10.36,6,    16.87,6,     1.07,6,    3.707,2,    1.863,2,    0.313,2,    3.737,4,    7.070,2,   2161.1,2,   2298.0,2
  18HU20070510, AR07W,    54,  1, 309648,     13,2,20070514,1235, 56.1000, -53.1000, 3360,   1403.2,   3.5392,  34.8982,2,  34.9031,2,    256.6,2,    275.3,6,    10.04,6,    16.85,6,     1.06,6,    3.959,2,    2.158,2,    0.258,2,    3.965,4,    6.835,2,   2163.0,2,   2299.8,2
  18HU20070510, AR07W,    54,  1, 309649,     14,2,20070514,1235, 56.1000, -53.1000, 3360,   1179.0,   3.5741,  34.8793,2,  34.8848,2,    261.2,2,    280.5,2,     9.34,6,    16.72,6,     1.07,6,    4.424,2,    2.349,2,    0.340,2,    4.402,4,    5.786,2,   2160.9,2,   2298.0,2
  18HU20070510, AR07W,    54,  1, 309650,     15,2,20070514,1235, 56.1000, -53.1000, 3360,    960.5,   3.5571,  34.8620,2,  34.8663,2,    268.3,2,    288.6,2,     8.66,6,    16.41,6,     1.04,6,    4.843,2,    2.772,2,    0.362,2,    4.968,4,    4.649,2,   2160.3,2,   2291.7,3
  18HU20070510, AR07W,    54,  1, 309651,     16,2,20070514,1235, 56.1000, -53.1000, 3360,    758.1,   3.6003,  34.8572,2,  34.8618,2,    271.3,2,    291.4,2,     8.12,6,    15.98,6,     1.01,6,    4.943,2,    2.829,2,    0.332,2,    5.207,4,    3.796,2,   2157.9,2,   2303.0,2
  18HU20070510, AR07W,    54,  1, 309652,     17,2,20070514,1235, 56.1000, -53.1000, 3360,    579.4,   3.6265,  34.8531,2,  34.8580,2,    273.7,2,    294.6,2,     7.86,6,    15.81,6,     1.00,6,    4.983,2,    2.953,2,    0.388,2,    5.306,4,    3.362,2,   2156.9,2,   2300.1,2
  18HU20070510, AR07W,    54,  1, 309653,     18,2,20070514,1235, 56.1000, -53.1000, 3360,    434.2,   3.6809,  34.8548,2,  34.8606,2,    274.4,2,    294.8,2,     7.79,6,    15.60,6,     0.98,6,    4.890,2,    2.771,2,    0.380,2,    5.280,4,    3.211,2,   2157.2,2,   2294.8,2
  18HU20070510, AR07W,    54,  1, 309654,     19,2,20070514,1235, 56.1000, -53.1000, 3360,    308.6,   3.7172,  34.8512,2,  34.8554,2,    274.4,2,    294.6,2,     7.69,6,    15.47,6,     0.97,6,    4.862,2,    2.836,2,    0.374,2,    5.168,4,    2.920,2,   2156.9,2,   2296.9,2
  18HU20070510, AR07W,    54,  1, 309655,     20,2,20070514,1235, 56.1000, -53.1000, 3360,    198.9,   3.6964,  34.8335,2,-999.0000,9,    275.4,2,    295.9,2,     7.65,6,    15.35,6,     0.98,6,    5.078,2,    2.924,2,    0.401,2,    5.482,4,    2.993,2,   2156.1,2,   2299.5,2
  18HU20070510, AR07W,    54,  1, 309656,     21,2,20070514,1235, 56.1000, -53.1000, 3360,    120.0,   3.6162,  34.8074,2,-999.0000,9,    279.9,2,    300.6,2,     7.52,6,    14.81,6,     0.95,6,    5.154,2,    3.081,2,    0.344,2,    5.706,4,    2.764,2,   2152.1,2,   2297.0,2
  18HU20070510, AR07W,    54,  1, 309657,     22,2,20070514,1235, 56.1000, -53.1000, 3360,     61.2,   3.6334,  34.7524,2,-999.0000,9,    300.8,2,    325.3,2,     7.37,6,    11.27,6,     0.79,6,    5.353,2,    3.124,2,    0.363,2,    6.112,4,    2.351,2,   2131.5,2,   2296.8,2
  18HU20070510, AR07W,    54,  1, 309658,     23,2,20070514,1235, 56.1000, -53.1000, 3360,     29.2,   3.6338,  34.7521,2,-999.0000,9,    301.6,2,    324.1,2,     7.23,6,    11.54,6,     0.78,6,    5.406,2,    3.197,2,    0.319,2,    6.189,4,    2.433,2,   2130.2,2,   2307.9,2
  18HU20070510, AR07W,    54,  1, 309659,     24,2,20070514,1235, 56.1000, -53.1000, 3360,      1.8,   3.6353,  34.7512,2,-999.0000,9,    303.4,2,    326.6,2,     7.22,6,    11.16,6,     0.78,6,    5.317,2,    3.144,2,    0.308,2,    6.111,4,    2.368,2,   2132.1,2,   2297.5,2
  18HU20070510, AR07W,    63,  1, 309660,      1,2,20070514,1848, 56.5000, -52.7000, 3530,    200.9,   3.5299,  34.7748,2,-999.0000,9,    279.4,2,   -999.0,9,     7.62,6,    15.50,6,     1.00,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309661,      2,2,20070514,1848, 56.5000, -52.7000, 3530,    150.2,   3.4987,  34.7499,2,-999.0000,9,    285.9,2,   -999.0,9,     7.33,6,    14.72,6,     0.94,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309662,      3,2,20070514,1848, 56.5000, -52.7000, 3530,    101.1,   3.7032,  34.7299,2,-999.0000,9,    293.5,2,   -999.0,9,     6.95,6,    13.36,6,     0.87,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309663,      4,2,20070514,1848, 56.5000, -52.7000, 3530,     79.4,   3.7063,  34.7299,2,-999.0000,9,    294.0,2,   -999.0,9,     6.97,6,    13.28,6,     0.87,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309664,      5,2,20070514,1848, 56.5000, -52.7000, 3530,     62.7,   3.7046,  34.7299,2,-999.0000,9,    294.3,2,   -999.0,9,     6.95,6,    13.33,6,     0.87,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309665,      6,2,20070514,1848, 56.5000, -52.7000, 3530,     49.0,   3.7156,  34.7300,2,-999.0000,9,    295.1,2,   -999.0,9,     6.91,6,    13.19,6,     0.86,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309666,      7,2,20070514,1848, 56.5000, -52.7000, 3530,     39.3,   3.7326,  34.7301,2,-999.0000,9,    295.3,2,   -999.0,9,     6.93,6,    13.31,6,     0.86,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309667,      8,2,20070514,1848, 56.5000, -52.7000, 3530,     29.6,   3.7371,  34.7302,2,-999.0000,9,    295.5,2,   -999.0,9,     6.91,6,    13.46,6,     0.86,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309668,      9,2,20070514,1848, 56.5000, -52.7000, 3530,     28.9,   3.7366,  34.7303,2,-999.0000,9,    295.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309669,     10,2,20070514,1848, 56.5000, -52.7000, 3530,     19.2,   3.7484,  34.7301,2,-999.0000,9,    295.8,2,   -999.0,9,     6.96,6,    13.34,6,     0.86,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309670,     11,2,20070514,1848, 56.5000, -52.7000, 3530,     11.7,   3.7522,  34.7303,2,-999.0000,9,    296.2,2,   -999.0,9,     6.92,6,    13.27,6,     0.84,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309671,     12,2,20070514,1848, 56.5000, -52.7000, 3530,      1.6,   3.7550,  34.7303,2,-999.0000,9,    296.8,2,   -999.0,9,     6.91,6,    13.23,6,     0.85,6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    63,  1, 309672,     13,2,20070514,1848, 56.5000, -52.7000, 3530,      1.7,   3.7548,  34.7301,2,-999.0000,9,    296.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
  18HU20070510, AR07W,    64,  1, 309673,      1,2,20070514,2033, 56.5000, -52.7000, 3416,   3539.1,   1.7157,  34.8843,2,  34.8888,2,    278.8,2,    290.8,2,    10.25,6,    14.47,6,     0.90,6,    4.378,2,    2.256,2,    0.469,2,   11.136,4,    0.000,2,   2161.0,2,   2301.6,2
  18HU20070510, AR07W,    64,  1, 309674,      2,2,20070514,2033, 56.5000, -52.7000, 3416,   3460.5,   1.8249,  34.8846,2,  34.8896,2,    277.7,2,    291.5,2,     9.92,6,    14.54,6,     0.90,6,    4.249,2,    2.156,2,    0.410,2,   10.890,4,    0.000,2,   2160.0,2,   2301.1,6
  18HU20070510, AR07W,    64,  1, 309675,      3,2,20070514,2033, 56.5000, -52.7000, 3416,   3380.3,   2.0712,  34.8861,2,  34.8916,2,    274.2,2,    289.0,2,    10.62,6,    15.02,6,     0.93,6,    3.831,2,    1.906,2,    0.389,2,   10.117,4,    0.000,2,   2157.8,2,   2306.8,2
  18HU20070510, AR07W,    64,  1, 309676,      4,2,20070514,2033, 56.5000, -52.7000, 3416,   3279.2,   2.3142,  34.8925,2,  34.8971,2,    268.5,2,    282.3,2,    12.97,6,    15.84,6,     0.98,6,    3.178,2,    1.510,2,    0.279,2,    8.708,4,    0.000,2,   2159.1,2,   2303.4,3
  18HU20070510, AR07W,    64,  1, 309677,      5,2,20070514,2033, 56.5000, -52.7000, 3416,   3160.6,   2.4899,  34.9015,2,  34.9055,2,    263.3,2,    277.8,2,    14.30,6,    16.41,6,     1.01,6,    2.769,2,    1.262,2,    0.227,2,    7.776,4,    0.000,2,   2160.6,2,   2311.7,2
  18HU20070510, AR07W,    64,  1, 309678,      6,2,20070514,2033, 56.5000, -52.7000, 3416,   3028.9,   2.6362,  34.9098,2,  34.9159,6,    261.3,2,    276.9,2,    13.95,6,    16.47,6,     1.02,6,    2.649,2,    1.187,2,    0.212,2,    7.369,4,    0.000,2,   2162.2,2,   2311.1,2
  18HU20070510, AR07W,    64,  1, 309679,      7,2,20070514,2033, 56.5000, -52.7000, 3416,   2860.0,   2.7796,  34.9138,2,  34.9183,2,    260.2,2,    275.6,2,    13.22,6,    16.50,6,     1.00,6,    2.700,2,    1.202,2,    0.214,2,    7.276,4,    0.000,2,   2158.8,3,   2310.8,2
  18HU20070510, AR07W,    64,  1, 309680,      8,2,20070514,2033, 56.5000, -52.7000, 3416,   2659.8,   2.8950,  34.9101,2,  34.9139,2,    259.8,2,    276.0,2,    12.58,6,    16.65,6,     1.02,6,    2.753,2,    1.244,2,    0.198,2,    7.513,4,    0.000,2,   2161.2,2,   2306.1,2
  18HU20070510, AR07W,    64,  1, 309681,      9,2,20070514,2033, 56.5000, -52.7000, 3416,   2440.3,   3.0216,  34.9031,2,  34.9070,2,    260.1,2,    277.2,2,    11.84,6,    16.74,6,     1.02,6,    2.950,2,    1.353,2,    0.237,2,    7.933,4,    0.000,2,   2158.3,2,   2302.4,2
  18HU20070510, AR07W,    64,  1, 309682,     10,2,20070514,2033, 56.5000, -52.7000, 3416,   2214.0,   3.1153,  34.8969,2,  34.9009,6,    260.4,2,    277.8,2,    11.40,6,    16.85,6,     1.03,6,    3.131,2,    1.441,2,    0.252,2,    8.363,4,    0.000,2,   2161.0,2,   2305.5,2
  18HU20070510, AR07W,    64,  1, 309683,     11,2,20070514,2033, 56.5000, -52.7000, 3416,   1971.3,   3.2212,  34.8902,2,  34.8946,2,    260.4,2,    278.6,2,    10.97,6,    17.22,6,     1.04,6,    3.469,2,    1.615,2,    0.297,2,    9.027,4,    0.000,2,   2161.6,2,   2304.0,2
  18HU20070510, AR07W,    64,  1, 309684,     12,2,20070514,2033, 56.5000, -52.7000, 3416,   1731.6,   3.3866,  34.8941,2,  34.8851,2,    258.2,2,    276.6,2,    10.66,6,    17.27,6,     1.04,6,    3.666,2,    1.758,2,    0.297,2,    9.370,4,    0.000,2,   2160.9,2,   2299.2,2
  18HU20070510, AR07W,    64,  1, 309685,     13,2,20070514,2033, 56.5000, -52.7000, 3416,   1498.7,   3.5083,  34.8905,2,  34.8942,2,    257.2,2,    275.7,2,    10.47,6,    17.33,6,     1.05,6,    3.971,2,    1.943,2,    0.365,2,   10.045,4,    0.000,2,   2161.4,2,   2303.7,3
  18HU20070510, AR07W,    64,  1, 309686,     14,2,20070514,2033, 56.5000, -52.7000, 3416,   1278.4,   3.5462,  34.8776,2,  34.8810,2,    260.6,2,    566.9,4,     9.76,6,    17.07,6,     1.04,6,    4.357,2,    2.221,2,    0.420,2,   10.858,4,    0.000,2,   2161.3,2,   2297.4,2
  18HU20070510, AR07W,    64,  1, 309687,     15,2,20070514,2033, 56.5000, -52.7000, 3416,   1067.4,   3.5558,  34.8617,2,  34.8647,2,    267.2,2,   -999.0,9,     8.97,6,    16.57,6,     1.01,6,    4.906,2,    2.590,2,    0.494,2,   12.262,4,    0.000,2,   2159.3,2,   2305.6,3
  18HU20070510, AR07W,    64,  1, 309688,     16,2,20070514,2033, 56.5000, -52.7000, 3416,    868.9,   3.5920,  34.8550,2,  34.8591,2,    270.1,2,    290.0,2,     8.50,6,    16.36,6,     1.00,6,    5.037,2,    2.724,2,    0.547,2,   12.702,4,    0.000,2,   2158.7,2,   2298.2,2
  18HU20070510, AR07W,    64,  1, 309689,     17,2,20070514,2033, 56.5000, -52.7000, 3416,    681.5,   3.5498,  34.8399,2,  34.8444,2,    274.8,2,    295.3,2,     8.00,6,    15.87,6,     0.97,6,    5.131,2,    2.815,2,    0.562,4,   13.700,4,    0.000,2,   2157.3,2,   2304.3,3
  18HU20070510, AR07W,    64,  1, 309690,     18,2,20070514,2033, 56.5000, -52.7000, 3416,    511.0,   3.6261,  34.8434,2,  34.8471,2,    273.9,2,    293.5,2,     8.13,6,    15.95,6,     0.98,6,    5.106,2,    2.792,2,    0.579,4,   13.513,4,    0.000,2,   2157.0,2,   2299.2,2
  18HU20070510, AR07W,    64,  1, 309691,     19,2,20070514,2033, 56.5000, -52.7000, 3416,    361.3,   3.6679,  34.8370,2,  34.8406,2,    271.4,2,    291.2,2,     8.12,6,    16.10,6,     0.99,6,    5.064,2,    2.762,2,    0.567,2,   13.300,4,    0.000,2,   2156.1,2,   2295.3,3
