EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,THETA
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,,,DEG C,DEG C
29AH20120622,      OVIDE,      14,          1,          8,2,20120626,       0000,    40.5515,   -12.6346,       5301,  2250.4,   3.5141,  35.0057,2,  35.0050,2,    252.5,2,   251.5,2,   22.07,2,   18.64,2,    1.18,2,-999.000,9,-999.000,9,  -999.0,9,   7.7459,2,    25.00,   3.3294
29AH20120622,      OVIDE,      14,          1,          9,2,20120626,       0000,    40.5515,   -12.6346,       5301,  1999.9,   4.0348,  35.0552,2,  35.0549,2,    252.3,2,   252.2,2,   17.93,2,   17.94,2,    1.13,2,   1.347,2,   0.674,2,  -999.0,9,   7.7437,2,    25.00,   3.8665
29AH20120622,      OVIDE,      14,          1,         10,2,20120626,       0000,    40.5515,   -12.6346,       5301,  1800.1,   4.9637,  35.1902,2,  35.1918,2,    242.0,2,   242.0,2,   15.17,2,   17.55,2,    1.09,2,-999.000,9,-999.000,9,  -999.0,9,   7.7480,2,    25.00,   4.8020
29AH20120622,      OVIDE,      14,          1,         11,2,20120626,       0000,    40.5515,   -12.6346,       5301,  1600.6,   6.4308,  35.4240,2,  35.4233,2,    224.1,2,   226.4,2,   13.30,2,   17.29,2,    1.05,2,-999.000,9,-999.000,9,  -999.0,9,   7.7592,2,    25.00,   6.2715
29AH20120622,      OVIDE,      14,          1,         12,2,20120626,       0000,    40.5515,   -12.6346,       5301,  1400.3,   8.7264,  35.8247,2,  35.8192,4,    196.0,2,   200.6,4,   11.33,2,   16.32,2,    0.97,2,-999.000,9,-999.000,9,  -999.0,9,   7.7792,2,    25.00,   8.5650
29AH20120622,      OVIDE,      14,          1,         13,2,20120626,       0000,    40.5515,   -12.6346,       5301,  1200.2,  10.8104,  36.1983,2,  36.1984,2,    180.6,2,   181.9,2,    9.63,2,   15.08,2,    0.86,2,   1.591,2,   0.887,2,  -999.0,9,   7.8032,2,    25.00,  10.6553
29AH20120622,      OVIDE,      14,          1,         14,2,20120626,       0000,    40.5515,   -12.6346,       5301,  1000.7,  11.2641,  36.1433,2,  36.1434,2,    177.1,2,   178.4,2,    9.02,2,   15.19,2,    0.87,2,   1.691,2,   0.952,2,  -999.0,9,   7.8013,2,    25.00,  11.1328
29AH20120622,      OVIDE,      14,          1,         15,2,20120626,       0000,    40.5515,   -12.6346,       5301,   800.4,  11.8343,  36.0609,2,  36.0612,2,    179.0,2,   180.4,2,    7.63,2,   14.32,2,    0.84,2,   1.959,2,   1.133,2,  -999.0,9,   7.8067,2,    25.00,  11.7271
29AH20120622,      OVIDE,      14,          1,         16,2,20120626,       0000,    40.5515,   -12.6346,       5301,   700.6,  11.6093,  35.8848,2,  35.8861,2,    182.1,2,   183.0,2,    7.25,2,   14.68,2,    0.84,2,-999.000,9,-999.000,9,  -999.0,9,   7.7974,2,    25.00,  11.5171
29AH20120622,      OVIDE,      14,          1,         17,2,20120626,       0000,    40.5515,   -12.6346,       5301,   600.2,  11.3848,  35.6730,2,  35.6779,4,    194.7,2,   199.8,4,    5.89,2,   13.43,2,    0.76,2,-999.000,9,-999.000,9,  -999.0,9,   7.7999,2,    25.00,  11.3072
29AH20120622,      OVIDE,      14,          1,         18,2,20120626,       0000,    40.5515,   -12.6346,       5301,   499.3,  11.6459,  35.6552,2,  35.6519,2,    219.7,2,   218.8,2,    4.35,2,   11.29,2,    0.61,2,   2.721,2,   1.613,2,  -999.0,9,   7.8202,2,    25.00,  11.5807
29AH20120622,      OVIDE,      14,          1,         19,2,20120626,       0000,    40.5515,   -12.6346,       5301,   398.8,  12.0981,  35.7047,2,  35.6987,4,    211.9,2,   210.4,2,    4.18,2,   11.36,2,    0.62,2,-999.000,9,-999.000,9,  -999.0,9,   7.8206,2,    25.00,  12.0450
29AH20120622,      OVIDE,      14,          1,         20,2,20120626,       0000,    40.5515,   -12.6346,       5301,   299.6,  12.7142,  35.7917,2,  35.7844,4,    220.8,2,   231.2,4,    2.71,2,    7.77,2,    0.40,2,-999.000,9,-999.000,9,  -999.0,9,   7.8613,2,    25.00,  12.6731
29AH20120622,      OVIDE,      14,          1,         21,2,20120626,       0000,    40.5515,   -12.6346,       5301,   199.8,  13.3157,  35.8999,2,  35.8893,4,    229.0,2,   230.2,2,    2.35,2,    6.66,2,    0.31,2,   2.667,2,   1.612,2,  -999.0,9,   7.8767,2,    25.00,  13.2875
29AH20120622,      OVIDE,      14,          1,         22,2,20120626,       0000,    40.5515,   -12.6346,       5301,   100.7,  14.0685,  36.0268,2,  36.0250,2,    234.0,2,   233.6,2,    1.74,2,    4.42,2,    0.19,2,-999.000,9,-999.000,9,  -999.0,9,   7.9056,2,    25.00,  14.0538
29AH20120622,      OVIDE,      14,          1,         23,2,20120626,       0000,    40.5515,   -12.6346,       5301,    38.7,  16.2197,  36.0425,2,  36.0485,4,    261.2,2,   262.0,2,    0.60,2,    0.02,2,    0.00,2,-999.000,9,-999.000,9,  -999.0,9,   7.9760,2,    25.00,  16.2135
29AH20120622,      OVIDE,      14,          1,         24,2,20120626,       0000,    40.5515,   -12.6346,       5301,     4.9,  18.8885,  36.0723,2,  36.0731,2,    236.0,2,   236.5,2,    0.69,3,    0.00,2,    0.00,2,   2.195,2,   1.362,2,  -999.0,9,   7.9850,2,    25.00,  18.8876
29AH20120622,      OVIDE,      15,          1,          1,2,20120626,       0000,    40.7873,   -13.1003,       5335,  5432.9,   2.5626,  34.8972,2,  34.8980,2,    241.6,2,   242.7,2,   46.79,2,   22.22,2,    1.44,2,-999.000,9,-999.000,9,  2356.7,2,   7.7442,2,    25.00,   2.0347
29AH20120622,      OVIDE,      15,          1,          2,2,20120626,       0000,    40.7873,   -13.1003,       5335,  5001.5,   2.5177,  34.8989,2,  34.8983,2,    241.5,2,   247.0,4,   46.41,2,   22.08,2,    1.41,2,-999.000,9,-999.000,9,  2354.4,2,   7.7431,2,    25.00,   2.0474
29AH20120622,      OVIDE,      15,          1,          3,2,20120626,       0000,    40.7873,   -13.1003,       5335,  4498.4,   2.5120,  34.9051,2,  34.9049,2,    240.8,2,   242.7,2,   45.43,2,   22.03,2,    1.43,2,-999.000,9,-999.000,9,  2352.5,2,   7.7429,2,    25.00,   2.1044
29AH20120622,      OVIDE,      15,          1,          4,2,20120626,       0000,    40.7873,   -13.1003,       5335,  3999.3,   2.5267,  34.9122,2,  34.9108,2,    240.8,2,   241.4,2,   44.25,2,   21.87,2,    1.40,2,-999.000,9,-999.000,9,  2351.3,2,   7.7425,2,    25.00,   2.1777
29AH20120622,      OVIDE,      15,          1,          5,2,20120626,       0000,    40.7873,   -13.1003,       5335,  3499.5,   2.5646,  34.9213,2,  34.9210,2,    242.3,2,   248.7,4,   41.96,2,   21.55,2,    1.38,2,-999.000,9,-999.000,9,  2346.5,2,   7.7438,2,    25.00,   2.2705
29AH20120622,      OVIDE,      15,          1,          6,2,20120626,       0000,    40.7873,   -13.1003,       5335,  3000.6,   2.8054,  34.9464,2,  34.9464,2,    246.0,2,   253.8,4,   35.82,2,   20.54,2,    1.30,2,-999.000,9,-999.000,9,  2338.5,2,   7.7458,2,    25.00,   2.5587
29AH20120622,      OVIDE,      15,          1,          7,2,20120626,       0000,    40.7873,   -13.1003,       5335,  2499.9,   3.2655,  34.9837,2,  34.9848,2,    250.1,2,   250.3,2,   27.24,2,   19.31,2,    1.21,2,-999.000,9,-999.000,9,  2330.6,2,   7.7478,2,    25.00,   3.0605
29AH20120622,      OVIDE,      15,          1,          8,2,20120626,       0000,    40.7873,   -13.1003,       5335,  2251.6,   3.5654,  35.0056,2,  35.0198,4,    252.7,2,   252.7,2,   23.26,2,   18.92,2,    1.15,2,-999.000,9,-999.000,9,  2326.6,2,   7.7437,2,    25.00,   3.3798
29AH20120622,      OVIDE,      15,          1,          9,2,20120626,       0000,    40.7873,   -13.1003,       5335,  1997.0,   3.9007,  35.0236,2,  35.0267,2,    254.9,2,   256.4,2,   17.96,2,   18.07,2,    1.11,2,-999.000,9,-999.000,9,  2321.2,2,   7.7417,2,    25.00,   3.7347
29AH20120622,      OVIDE,      15,          1,         10,2,20120626,       0000,    40.7873,   -13.1003,       5335,  1802.3,   4.3221,  35.0655,2,  35.0686,2,    254.2,2,   252.8,2,   15.55,2,   17.80,2,    1.09,2,-999.000,9,-999.000,9,  2318.1,2,   7.7390,2,    25.00,   4.1691
29AH20120622,      OVIDE,      15,          1,         11,2,20120626,       0000,    40.7873,   -13.1003,       5335,  1600.6,   5.7923,  35.2980,2,  35.3020,2,    235.1,2,   233.2,2,   13.98,2,   17.55,2,    1.05,2,-999.000,9,-999.000,9,  2334.6,2,   7.7522,2,    25.00,   5.6408
29AH20120622,      OVIDE,      15,          1,         12,2,20120626,       0000,    40.7873,   -13.1003,       5335,  1399.5,   7.6070,  35.5971,2,  35.5926,2,    209.3,2,   213.1,2,   12.40,2,   17.01,2,    0.99,2,-999.000,9,-999.000,9,  2354.8,2,   7.7626,2,    25.00,   7.4573
29AH20120622,      OVIDE,      15,          1,         13,2,20120626,       0000,    40.7873,   -13.1003,       5335,  1201.1,  10.0844,  36.0211,2,  36.0196,2,    187.0,2,   187.1,2,   10.66,2,   16.10,2,    0.91,2,-999.000,9,-999.000,9,  2382.3,2,   7.7904,2,    25.00,   9.9356
29AH20120622,      OVIDE,      15,          1,         14,2,20120626,       0000,    40.7873,   -13.1003,       5335,  1000.0,  10.7481,  36.0477,2,  36.0463,2,    178.8,2,   180.6,2,    9.95,2,   15.90,2,    0.89,2,-999.000,9,-999.000,9,  2383.1,2,   7.7933,2,    25.00,  10.6206
29AH20120622,      OVIDE,      15,          1,         15,2,20120626,       0000,    40.7873,   -13.1003,       5335,   798.5,  11.2934,  35.9931,2,  35.9956,2,    178.2,2,   178.9,2,    8.80,2,   15.51,2,    0.86,2,-999.000,9,-999.000,9,  2374.2,2,   7.7967,2,    25.00,  11.1895
29AH20120622,      OVIDE,      15,          1,         16,2,20120626,       0000,    40.7873,   -13.1003,       5335,   699.6,  11.3668,  35.8750,2,  35.8756,2,    180.2,2,  -999.0,9,    8.19,2,   15.33,2,    0.83,2,-999.000,9,-999.000,9,  2361.4,2,   7.7923,2,    25.00,  11.2759
29AH20120622,      OVIDE,      15,          1,         17,2,20120626,       0000,    40.7873,   -13.1003,       5335,   599.7,  11.0461,  35.6620,2,  35.6649,2,    186.0,2,   186.8,2,    7.76,2,   15.44,2,    0.86,2,-999.000,9,-999.000,9,  2346.6,2,   7.7826,2,    25.00,  10.9700
29AH20120622,      OVIDE,      15,          1,         18,2,20120626,       0000,    40.7873,   -13.1003,       5335,   499.2,  11.4470,  35.6560,2,  35.6582,2,    204.9,2,   204.6,2,    5.76,2,   13.22,2,    0.70,2,-999.000,9,-999.000,9,  2342.8,2,   7.8035,2,    25.00,  11.3826
29AH20120622,      OVIDE,      15,          1,         19,2,20120626,       0000,    40.7873,   -13.1003,       5335,   400.1,  11.7299,  35.6565,2,  35.6565,2,    217.8,2,   217.6,2,    4.42,2,   11.49,2,    0.62,2,-999.000,9,-999.000,9,  2341.2,2,   7.8188,2,    25.00,  11.6777
29AH20120622,      OVIDE,      15,          1,         20,2,20120626,       0000,    40.7873,   -13.1003,       5335,   299.7,  12.2034,  35.7142,2,  35.7114,2,    216.8,2,   217.5,2,    3.86,2,   10.74,2,    0.55,2,-999.000,9,-999.000,9,  2344.0,2,   7.8301,2,    25.00,  12.1634
29AH20120622,      OVIDE,      15,          1,         21,2,20120626,       0000,    40.7873,   -13.1003,       5335,   199.6,  12.9337,  35.8309,2,  35.8258,4,    228.7,2,   233.0,2,    2.86,3,    8.34,3,    0.42,3,-999.000,9,-999.000,9,  2352.8,2,   7.8650,2,    25.00,  12.9061
29AH20120622,      OVIDE,      15,          1,         22,2,20120626,       0000,    40.7873,   -13.1003,       5335,    99.7,  13.8543,  35.9835,2,  35.9797,2,    234.3,2,   234.7,2,    1.74,2,    4.75,2,    0.19,2,-999.000,9,-999.000,9,  2360.1,2,   7.9006,2,    25.00,  13.8399
29AH20120622,      OVIDE,      15,          1,         23,2,20120626,       0000,    40.7873,   -13.1003,       5335,    60.5,  14.6628,  36.0502,2,  36.0479,2,    243.9,2,   250.9,3,    1.27,2,    1.05,2,    0.05,2,-999.000,9,-999.000,9,  2365.7,2,   7.9411,2,    25.00,  14.6537
29AH20120622,      OVIDE,      15,          1,         24,2,20120626,       0000,    40.7873,   -13.1003,       5335,     4.5,  18.8839,  35.9641,2,  35.9649,2,    239.8,2,   239.6,2,    0.58,3,    0.00,2,    0.01,2,-999.000,9,-999.000,9,  2362.4,2,   7.9891,2,    25.00,  18.8831
29AH20120622,      OVIDE,      16,          1,          1,2,20120627,       0000,    41.0846,   -13.4923,       5345,  5443.8,   2.5718,  34.8979,2,  34.8984,2,    240.8,2,   242.6,2,   44.67,2,   21.80,2,    1.43,2,   0.013,2,   0.010,2,  -999.0,9,   7.7442,2,    25.00,   2.0421
29AH20120622,      OVIDE,      16,          1,          2,2,20120627,       0000,    41.0846,   -13.4923,       5345,  4999.2,   2.5202,  34.8992,2,  34.8991,2,    240.8,2,   242.1,2,   44.54,2,   21.86,2,    1.43,2,   0.011,6,   0.012,6,  -999.0,9,   7.7433,2,    25.00,   2.0501
29AH20120622,      OVIDE,      16,          1,          3,2,20120627,       0000,    41.0846,   -13.4923,       5345,  4499.2,   2.4896,  34.9028,2,  34.9023,2,    240.8,2,   242.8,2,   43.68,2,   21.63,2,    1.42,2,   0.014,2,   0.012,2,  -999.0,9,   7.7417,2,    25.00,   2.0826
29AH20120622,      OVIDE,      16,          1,          4,2,20120627,       0000,    41.0846,   -13.4923,       5345,  3999.4,   2.5339,  34.9132,2,  34.9130,2,    241.2,2,   242.8,2,   41.42,2,   21.36,2,    1.40,2,   0.029,2,   0.019,2,  -999.0,9,   7.7428,2,    25.00,   2.1846
29AH20120622,      OVIDE,      16,          1,          5,2,20120627,       0000,    41.0846,   -13.4923,       5345,  3501.0,   2.6458,  34.9285,2,  34.9325,2,    243.0,2,   244.9,2,   36.35,2,   20.50,2,    1.34,2,   0.084,2,   0.046,2,  -999.0,9,   7.7423,2,    25.00,   2.3495
29AH20120622,      OVIDE,      16,          1,          6,2,20120627,       0000,    41.0846,   -13.4923,       5345,  3000.5,   2.8973,  34.9532,2,  34.9568,2,    246.5,2,   247.0,2,   31.44,2,   19.84,2,    1.28,2,   0.188,2,   0.101,2,  -999.0,9,   7.7436,2,    25.00,   2.6486
29AH20120622,      OVIDE,      16,          1,          7,2,20120627,       0000,    41.0846,   -13.4923,       5345,  2500.3,   3.3567,  34.9895,2,  34.9898,2,    250.9,2,   251.3,2,   23.68,2,   18.65,2,    1.18,2,-999.000,9,-999.000,9,  -999.0,9,   7.7402,2,    25.00,   3.1500
29AH20120622,      OVIDE,      16,          1,          8,2,20120627,       0000,    41.0846,   -13.4923,       5345,  2250.2,   3.5915,  34.9993,2,  34.9996,2,    255.2,2,   255.1,2,   19.64,2,   18.10,2,    1.12,2,-999.000,9,-999.000,9,  -999.0,9,   7.7387,2,    25.00,   3.4056
29AH20120622,      OVIDE,      16,          1,          9,2,20120627,       0000,    41.0846,   -13.4923,       5345,  2001.0,   3.9501,  35.0185,2,  35.0199,2,    257.0,2,   258.0,2,   14.93,2,   17.40,2,    1.07,2,   1.788,2,   0.891,2,  -999.0,9,   7.7379,2,    25.00,   3.7830
29AH20120622,      OVIDE,      16,          1,         10,2,20120627,       0000,    41.0846,   -13.4923,       5345,  1800.0,   4.5823,  35.1000,2,  35.0981,2,    252.0,2,   250.5,2,   13.38,2,   17.53,2,    1.06,2,   2.010,2,   1.007,2,  -999.0,9,   7.7379,2,    25.00,   4.4260
29AH20120622,      OVIDE,      16,          1,         11,2,20120627,       0000,    41.0846,   -13.4923,       5345,  1600.1,   5.7212,  35.2729,2,  35.2740,2,    237.4,2,   235.7,2,   12.36,2,   17.18,2,    1.03,2,-999.000,9,-999.000,9,  -999.0,9,   7.7454,2,    25.00,   5.5706
29AH20120622,      OVIDE,      16,          1,         12,2,20120627,       0000,    41.0846,   -13.4923,       5345,  1399.9,   7.6383,  35.5861,2,  35.5889,2,    212.1,2,   212.2,2,   11.47,2,   16.89,2,    0.98,2,   1.844,2,   0.986,2,  -999.0,9,   7.7599,2,    25.00,   7.4883
29AH20120622,      OVIDE,      16,          1,         13,2,20120627,       0000,    41.0846,   -13.4923,       5345,  1200.3,   9.7542,  35.9367,2,  35.9336,2,    188.7,2,   190.5,2,   10.11,2,   16.01,2,    0.90,2,   1.683,2,   0.917,2,  -999.0,9,   7.7820,2,    25.00,   9.6084
29AH20120622,      OVIDE,      16,          1,         14,2,20120627,       0000,    41.0846,   -13.4923,       5345,  1070.2,  10.5027,  36.0137,2,  36.0106,2,    181.4,2,   182.8,2,    9.55,2,   15.76,2,    0.88,2,   1.678,2,   0.928,2,  -999.0,9,   7.7877,2,    25.00,  10.3678
29AH20120622,      OVIDE,      16,          1,         15,2,20120627,       0000,    41.0846,   -13.4923,       5345,   800.4,  11.2023,  35.9195,2,  35.9245,4,    180.7,2,   180.4,2,    8.11,2,   15.15,2,    0.83,2,   1.930,2,   1.090,2,  -999.0,9,   7.7908,2,    25.00,  11.0987
29AH20120622,      OVIDE,      16,          1,         16,2,20120627,       0000,    41.0846,   -13.4923,       5345,   699.4,  11.3583,  35.7986,2,  35.8089,4,    184.1,2,   184.9,2,    7.17,2,   14.87,2,    0.80,2,-999.000,9,-999.000,9,  -999.0,9,   7.7894,2,    25.00,  11.2676
29AH20120622,      OVIDE,      16,          1,         17,2,20120627,       0000,    41.0846,   -13.4923,       5345,   601.2,  11.2726,  35.6695,2,  35.6706,2,    204.1,2,   197.4,4,    6.14,2,   13.86,2,    0.75,2,-999.000,9,-999.000,9,  -999.0,9,   7.7934,2,    25.00,  11.1954
29AH20120622,      OVIDE,      16,          1,         18,2,20120627,       0000,    41.0846,   -13.4923,       5345,   500.5,  11.4369,  35.6246,2,  35.6243,2,    221.6,2,   219.1,2,    4.53,2,   11.57,2,    0.60,2,   2.704,2,   1.601,2,  -999.0,9,   7.8138,2,    25.00,  11.3723
29AH20120622,      OVIDE,      16,          1,         19,2,20120627,       0000,    41.0846,   -13.4923,       5345,   399.9,  11.7724,  35.6525,2,  35.6515,2,    224.2,2,   225.0,2,    3.74,2,   10.48,2,    0.53,2,-999.000,9,-999.000,9,  -999.0,9,   7.8262,2,    25.00,  11.7201
29AH20120622,      OVIDE,      16,          1,         20,2,20120627,       0000,    41.0846,   -13.4923,       5345,   300.5,  12.2228,  35.6994,2,  35.6977,2,    220.9,2,   222.9,2,    3.57,2,    9.98,2,    0.48,2,-999.000,9,-999.000,9,  -999.0,9,   7.8392,2,    25.00,  12.1827
29AH20120622,      OVIDE,      16,          1,         21,2,20120627,       0000,    41.0846,   -13.4923,       5345,   199.8,  12.8094,  35.7743,2,  35.7695,4,    221.4,2,   221.5,2,    3.15,2,    8.89,2,    0.39,2,   2.662,2,   1.619,2,  -999.0,9,   7.8549,2,    25.00,  12.7820
29AH20120622,      OVIDE,      16,          1,         22,2,20120627,       0000,    41.0846,   -13.4923,       5345,    98.8,  13.8579,  35.9401,2,  35.9376,2,    235.1,2,   240.9,3,    1.53,2,    3.83,2,    0.11,2,-999.000,9,-999.000,9,  -999.0,9,   7.9120,2,    25.00,  13.8436
29AH20120622,      OVIDE,      16,          1,         23,2,20120627,       0000,    41.0846,   -13.4923,       5345,    43.9,  14.5792,  35.9671,2,  35.9500,4,    249.6,2,   249.7,2,    0.96,2,    1.45,2,    0.02,2,-999.000,9,-999.000,9,  -999.0,9,   7.9363,2,    25.00,  14.5727
29AH20120622,      OVIDE,      16,          1,         24,2,20120627,       0000,    41.0846,   -13.4923,       5345,     5.5,  18.6631,  35.8751,2,  35.8799,4,    243.1,2,   241.6,2,    0.43,3,    0.00,2,    0.00,2,   2.256,2,   1.408,2,  -999.0,9,   7.9965,2,    25.00,  18.6621
29AH20120622,      OVIDE,      17,          1,          1,2,20120627,       0000,    41.3836,   -13.8890,       5344,  5439.3,   2.5715,  34.8979,2,  34.8999,2,    241.6,2,  -999.0,9,   45.75,2,   21.98,2,    1.43,2,-999.000,9,-999.000,9,  2356.8,2,   7.7442,2,    25.00,   2.0424
29AH20120622,      OVIDE,      17,          1,          2,2,20120627,       0000,    41.3836,   -13.8890,       5344,  5000.2,   2.5212,  34.8993,2,  34.9015,2,    241.5,2,   241.9,2,   46.21,2,   22.12,2,    1.42,2,-999.000,9,-999.000,9,  2355.0,2,   7.7424,2,    25.00,   2.0509
29AH20120622,      OVIDE,      17,          1,          3,2,20120627,       0000,    41.3836,   -13.8890,       5344,  4500.7,   2.4953,  34.9034,2,  34.9030,2,    241.5,2,   242.4,2,   45.28,2,   21.85,2,    1.40,2,-999.000,9,-999.000,9,  2352.4,2,   7.7423,2,    25.00,   2.0880
29AH20120622,      OVIDE,      17,          1,          4,2,20120627,       0000,    41.3836,   -13.8890,       5344,  4001.6,   2.5349,  34.9131,2,  34.9157,2,    242.0,2,   242.2,2,   43.68,2,   21.77,2,    1.38,2,-999.000,9,-999.000,9,  2348.4,2,   7.7439,2,    25.00,   2.1853
29AH20120622,      OVIDE,      17,          1,          5,2,20120627,       0000,    41.3836,   -13.8890,       5344,  3499.9,   2.6394,  34.9281,2,  34.9287,2,    243.9,2,   244.5,2,   39.73,2,   21.22,2,    1.33,2,-999.000,9,-999.000,9,  2345.7,2,   7.7413,2,    25.00,   2.3434
29AH20120622,      OVIDE,      17,          1,          6,2,20120627,       0000,    41.3836,   -13.8890,       5344,  2999.8,   2.8616,  34.9507,2,  34.9509,2,    247.5,2,   247.3,2,   33.90,2,   20.30,2,    1.27,2,-999.000,9,-999.000,9,  2336.6,2,   7.7441,2,    25.00,   2.6137
29AH20120622,      OVIDE,      17,          1,          7,2,20120627,       0000,    41.3836,   -13.8890,       5344,  2501.1,   3.3069,  34.9853,2,  34.9865,2,    252.6,2,   251.2,2,   25.41,2,   19.16,2,    1.17,2,-999.000,9,-999.000,9,  2325.3,2,   7.7465,2,    25.00,   3.1010
29AH20120622,      OVIDE,      17,          1,          8,2,20120627,       0000,    41.3836,   -13.8890,       5344,  2250.6,   3.5426,  34.9923,2,  34.9933,2,    257.4,2,   256.9,2,   20.18,2,   18.27,2,    1.11,2,-999.000,9,-999.000,9,  2321.2,2,   7.7418,2,    25.00,   3.3575
29AH20120622,      OVIDE,      17,          1,          9,2,20120627,       0000,    41.3836,   -13.8890,       5344,  2000.1,   3.8896,  35.0133,2,  35.0158,2,    259.0,2,   259.0,2,   16.29,2,   17.75,2,    1.06,2,-999.000,9,-999.000,9,  2316.0,2,   7.7404,2,    25.00,   3.7235
29AH20120622,      OVIDE,      17,          1,         10,2,20120627,       0000,    41.3836,   -13.8890,       5344,  1800.6,   4.4973,  35.0885,2,  35.0914,2,    249.8,2,   251.8,2,   14.52,2,   17.63,2,    1.05,2,-999.000,9,-999.000,9,  2321.3,2,   7.7386,2,    25.00,   4.3421
29AH20120622,      OVIDE,      17,          1,         11,2,20120627,       0000,    41.3836,   -13.8890,       5344,  1599.7,   5.8267,  35.2945,2,  35.2920,2,    232.8,2,   234.4,2,   13.58,2,   17.57,2,    1.01,2,-999.000,9,-999.000,9,  2334.5,2,   7.7466,2,    25.00,   5.6749
29AH20120622,      OVIDE,      17,          1,         12,2,20120627,       0000,    41.3836,   -13.8890,       5344,  1400.4,   8.2003,  35.7041,2,  35.7099,4,    204.2,2,   206.3,2,   12.07,2,   16.81,2,    0.94,2,-999.000,9,-999.000,9,  2362.4,2,   7.7696,2,    25.00,   8.0444
29AH20120622,      OVIDE,      17,          1,         13,2,20120627,       0000,    41.3836,   -13.8890,       5344,  1200.4,  10.2514,  36.0507,2,  36.0526,2,    184.3,2,   185.9,2,   10.61,2,   15.90,2,    0.85,2,-999.000,9,-999.000,9,  2384.4,2,   7.7917,2,    25.00,  10.1012
29AH20120622,      OVIDE,      17,          1,         14,2,20120627,       0000,    41.3836,   -13.8890,       5344,  1001.1,  11.0502,  36.0954,2,  36.1018,4,    177.7,2,   179.2,2,    9.66,2,   15.56,2,    0.84,2,-999.000,9,-999.000,9,  2386.7,2,   7.7990,2,    25.00,  10.9204
29AH20120622,      OVIDE,      17,          1,         15,2,20120627,       0000,    41.3836,   -13.8890,       5344,   800.3,  11.2618,  35.9309,2,  35.9272,2,    178.3,2,   178.3,2,    8.84,2,   15.56,2,    0.83,2,-999.000,9,-999.000,9,  2368.7,2,   7.7909,2,    25.00,  11.1579
29AH20120622,      OVIDE,      17,          1,         16,2,20120627,       0000,    41.3836,   -13.8890,       5344,   701.0,  10.9747,  35.7290,2,  35.7349,4,    180.3,2,   181.0,2,    8.61,2,   16.22,2,    0.87,2,-999.000,9,-999.000,9,  2352.0,2,   7.7787,2,    25.00,  10.8857
29AH20120622,      OVIDE,      17,          1,         17,2,20120627,       0000,    41.3836,   -13.8890,       5344,   600.9,  11.0858,  35.6387,2,  35.6389,2,    190.7,2,   190.3,2,    7.39,2,   15.06,2,    0.79,2,-999.000,9,-999.000,9,  2344.9,2,   7.7841,2,    25.00,  11.0094
29AH20120622,      OVIDE,      17,          1,         18,2,20120627,       0000,    41.3836,   -13.8890,       5344,   500.3,  11.5733,  35.6654,2,  35.6670,2,    214.2,2,   206.5,3,    5.36,2,   12.76,2,    0.63,2,-999.000,9,-999.000,9,  2345.7,2,   7.8071,2,    25.00,  11.5083
29AH20120622,      OVIDE,      17,          1,         19,2,20120627,       0000,    41.3836,   -13.8890,       5344,   400.9,  11.8234,  35.6675,2,  35.6672,2,    218.7,2,   219.8,2,    4.21,2,   10.89,2,    0.52,2,-999.000,9,-999.000,9,  -999.0,9,   7.8231,2,    25.00,  11.7708
29AH20120622,      OVIDE,      17,          1,         20,2,20120627,       0000,    41.3836,   -13.8890,       5344,   300.5,  12.2810,  35.7228,2,  35.7217,2,    221.3,2,   223.9,2,    3.56,2,    9.69,2,    0.43,2,-999.000,9,-999.000,9,  2344.7,2,   7.8403,2,    25.00,  12.2407
29AH20120622,      OVIDE,      17,          1,         21,2,20120627,       0000,    41.3836,   -13.8890,       5344,   200.4,  12.7414,  35.7644,2,  35.7772,4,    226.8,2,   226.0,2,    3.20,2,    8.51,2,    0.34,2,-999.000,9,-999.000,9,  2347.4,2,   7.8598,2,    25.00,  12.7140
29AH20120622,      OVIDE,      17,          1,         22,2,20120627,       0000,    41.3836,   -13.8890,       5344,   100.2,  13.5942,  35.8986,2,  35.9018,2,    241.2,2,   240.1,2,    1.75,2,    4.58,2,    0.13,2,-999.000,9,-999.000,9,  2355.9,2,   7.9005,2,    25.00,  13.5799
29AH20120622,      OVIDE,      17,          1,         23,2,20120627,       0000,    41.3836,   -13.8890,       5344,    36.1,  14.7027,  36.0079,2,  36.0190,4,    255.3,2,   248.8,3,    0.88,2,    0.82,2,    0.02,2,-999.000,9,-999.000,9,  2364.6,2,   7.9445,2,    25.00,  14.6973
