EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,C13ERR,THETA,SIG0,SBE35,SBE35_FLAG_W,DWNPRS,DWNPRS_FLAG_W,DWNOXY,DWNOXY_FLAG_W,SILUNC,NRAUNC,NRIUNC,PHPUNC,TOC,TOC_FLAG_W,CS-137,CS-137_FLAG_W,CS137ER,PLUTO,PLUTO_FLAG_W,PLUTOER
,,,,,,,,,,,METERS,DBAR,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,TU,,TU,/MILLE,,/MILLE,/MILLE,,/MILLE,DEG C,KG/M^3,ITS-90,,DBAR,,UMOL/KG,,UMOL/KG,UMOL/KG,UMOL/KG,UMOL/KG,,,BQ/M^3,,BQ/M^3,MBQ/M^3,,MBQ/M^3
49NZ20031106, A10, 2, 1, 23, 12035, 2, 20031109, 503, -28.6107, -44.2228, 3706,   1001.9, 2,   3.7838, 2,  34.3345, 2,  34.3324, 2,    203.2, 1,    211.5, 2,    33.03, 2,    31.24, 2,     0.01, 2,     2.15, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.7099, 27.2851,   3.7843, 2, 1001.7, 2, 210.78, 2, 0.19, 0.12, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 3, 12012, 9, 20031109, 503, -28.6107, -44.2228, 3706,   1001.9, 2,   3.7839, 2,  34.3349, 2, -999.0000, 9,    203.0, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.7100, 27.2861,   3.7840, 2, 1001.7, 2, 210.78, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 2, 12014, 9, 20031109, 503, -28.6107, -44.2228, 3706,   1002.2, 2,   3.7855, 2,  34.3355, 2, -999.0000, 9,    202.9, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.7116, 27.2861,   3.7862, 2, 1002, 2, 210.77, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 4, 12016, 9, 20031109, 503, -28.6107, -44.2228, 3706,   1002.3, 2,   3.7786, 2,  34.3336, 2, -999.0000, 9,    202.9, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.7047, 27.2856,   3.7770, 2, 1002, 2, 210.77, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 5, 12017, 9, 20031109, 503, -28.6107, -44.2228, 3706,   1002.5, 2,   3.7848, 2,  34.3355, 2, -999.0000, 9,    203.4, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.7109, 27.2866,   3.7849, 2, 1002.3, 2, 210.72, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 22, 12034, 2, 20031109, 503, -28.6107, -44.2228, 3706,   1200.7, 2,   3.3571, 2,  34.4687, 2,  34.4684, 2,    183.1, 1,    190.1, 2,    45.04, 2,    32.39, 2,     0.01, 2,     2.23, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.2705, 27.4354,   3.3569, 2, 1201.9, 2, 191.92, 2, 0.22, 0.12, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 21, 12033, 2, 20031109, 503, -28.6107, -44.2228, 3706,   1400.8, 2,   3.4364, 2,  34.6301, 2,  34.6300, 2,    183.6, 1,    190.2, 2,    43.50, 2,    30.45, 2,     0.01, 2,     2.09, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.3320, 27.5585,   3.4363, 2, 1401.7, 2, 190.14, 2, 0.21, 0.12, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 20, 12032, 2, 20031109, 503, -28.6107, -44.2228, 3706,   1600.7, 2,   3.5905, 2,  34.7656, 2,  34.7656, 2,    195.3, 1,    202.1, 2,    37.49, 2,    27.35, 2,     0.01, 2,     1.87, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.4665, 27.6536,   3.5907, 2, 1601.2, 2, 202.19, 2, 0.2, 0.11, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 19, 12031, 2, 20031109, 503, -28.6107, -44.2228, 3706,   1802.5, 2,   3.9087, 2,  34.9146, 2,  34.9142, 2,    218.3, 1,    226.6, 2,    23.70, 2,    22.60, 2,     0.01, 2,     1.53, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.7617, 27.7427,   3.9088, 2, 1802.5, 2, 225.01, 2, 0.17, 0.1, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 18, 12030, 2, 20031109, 503, -28.6107, -44.2228, 3706,   2001.8, 2,   3.7649, 2,  34.9484, 2,  34.9482, 2,    231.1, 1,    240.0, 2,    21.38, 2,    20.85, 2,     0.01, 2,     1.40, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.6008, 27.7859,   3.7647, 2, 2002.2, 2, 237.25, 2, 0.17, 0.09, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 17, 12029, 2, 20031109, 503, -28.6107, -44.2228, 3706,   2204.9, 2,   3.4820, 2,  34.9458, 2,  34.9435, 2,    236.9, 1,    245.3, 2,    23.69, 2,    20.49, 2,     0.01, 2,     1.38, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.3026, 27.8131,   3.4833, 2, 2205.2, 2, 244.83, 2, 0.17, 0.09, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 16, 12028, 2, 20031109, 503, -28.6107, -44.2228, 3706,   2400.9, 2,   3.2673, 2,  34.9418, 2,  34.9432, 2,    239.9, 1,    249.2, 2,    25.06, 2,    20.21, 2,     0.01, 2,     1.36, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.0723, 27.8319,   3.2689, 2, 2400.8, 2, 249.09, 2, 0.17, 0.09, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 15, 12027, 2, 20031109, 503, -28.6107, -44.2228, 3706,   2605.9, 2,   3.0908, 2,  34.9359, 2,  34.9359, 2,    241.4, 1,    250.3, 2,    27.34, 2,    20.24, 2,     0.01, 2,     1.37, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.8787, 27.8452,   3.0908, 2, 2605.8, 2, 250.3, 2, 0.18, 0.09, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 14, 12026, 2, 20031109, 503, -28.6107, -44.2228, 3706,   2801.8, 2,   2.8948, 2,  34.9270, 2,  34.9272, 2,    242.3, 1,    251.1, 2,    30.29, 2,    20.44, 2,     0.01, 2,     1.39, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.6668, 27.8572,   2.8946, 2, 2801.4, 2, 251.04, 2, 0.19, 0.09, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 7, 12019, 9, 20031109, 503, -28.6107, -44.2228, 3706,   2900.6, 2,   2.8052, 2,  34.9222, 2, -999.0000, 9,    242.8, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.5690, 27.862,   2.8053, 2, 2900.7, 2, 251.27, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 13, 12025, 2, 20031109, 503, -28.6107, -44.2228, 3706,   3000.6, 2,   2.7204, 2,  34.9173, 2,  34.9170, 2,    243.1, 1,    251.7, 2,    33.45, 2,    20.62, 2,     0.02, 2,     1.40, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.4757, 27.866,   2.7207, 2, 3001, 2, 251.46, 2, 0.19, 0.09, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 8, 12020, 9, 20031109, 503, -28.6107, -44.2228, 3706,   3100.5, 2,   2.6414, 2,  34.9115, 2, -999.0000, 9,    243.3, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.3881, 27.8689,   2.6414, 2, 3100.6, 2, 251.36, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 12, 12024, 2, 20031109, 503, -28.6107, -44.2228, 3706,   3250.4, 2,   2.4612, 2,  34.8956, 2,  34.8954, 2,    242.1, 1,    249.8, 2,    41.03, 2,    21.44, 2,     0.02, 2,     1.47, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.1964, 27.8721,   2.4611, 2, 3250.4, 2, 250.02, 2, 0.21, 0.09, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 9, 12015, 9, 20031109, 503, -28.6107, -44.2228, 3706,   3351.0, 2,   2.1959, 2,  34.8702, 2, -999.0000, 9,    238.9, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   1.9270, 27.8736,   2.1962, 2, 3351.1, 2, 246.8, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 11, 12023, 2, 20031109, 503, -28.6107, -44.2228, 3706,   3498.3, 2,   1.4089, 2,  34.7885, 2,  34.7885, 2,    225.9, 1,    232.5, 2,    81.59, 2,    27.09, 2,     0.01, 2,     1.87, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   1.1446, 27.8661,   1.4088, 2, 3499, 2, 233.05, 2, 0.3, 0.11, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 2, 1, 10, 12022, 2, 20031109, 503, -28.6107, -44.2228, 3706,   3739.7, 2,   0.7347, 2,  34.7178, 2,  34.7184, 2,    217.3, 1,    221.8, 2,   108.68, 2,    30.70, 2,     0.01, 2,     2.13, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   0.4640, 27.8535,   0.7345, 2, 3739.7, 2, 221.01, 2, 0.36, 0.12, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 0, -999, 9, 20031109, 1043, -28.8338, -43.5873, 3891,   -999.0, 9, -999.0000, 9, -999.0000, 9,  36.1500, 2,   -999.0, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0, -999.0000, -999, -999.0000, 9, -999, 9, -999, 9, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 3, 12012, 2, 20031109, 1043, -28.8338, -43.5873, 3891,      4.3, 2,  20.8826, 2,  36.1290, 2, -999.0000, 9,    213.4, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  20.8818, 25.3861,  20.8811, 2, 4.3, 2, 225.66, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 4, 12016, 2, 20031109, 1043, -28.8338, -43.5873, 3891,      4.4, 2,  20.8756, 2,  36.1292, 2, -999.0000, 9,    213.1, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  20.8748, 25.3885,  20.8786, 2, 4.4, 2, 225.65, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 36, 12048, 2, 20031109, 1043, -28.8338, -43.5873, 3891,      9.2, 2,  20.8351, 2,  36.1308, 2,  36.1315, 2,    213.3, 1,    225.3, 2,     0.78, 2,    -0.01, 2,    -0.01, 2,     0.05, 2,    2.391, 2,    1.355, 2,    0.272, 4,   2059.0, 2,   2367.4, 2,    8.0251, 2,     25.00, -999.000, 9, -999.000,     92.6, 2,      4.2,     1.47, 2,      0.0,  20.8333, 25.3996,  20.8384, 2, 9.2, 2, 225.49, 2, 0.12, 0.03, 0.01, 0.03, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 35, 12047, 2, 20031109, 1043, -28.8338, -43.5873, 3891,     50.7, 2,  20.0246, 2,  36.1041, 2,  36.1014, 2,    219.5, 1,    231.8, 2,     0.81, 2,    -0.01, 2,    -0.01, 2,     0.05, 2,    2.424, 2,    1.349, 2,    0.307, 4,   2057.6, 6,   2362.4, 2,    8.0224, 2,     25.00, -999.000, 9, -999.000,     86.3, 2,      4.1,     1.49, 2,      0.0,  20.0152, 25.6022,  20.0251, 2, 43.9, 2, 231.4, 2, 0.12, 0.03, 0.01, 0.03, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 34, 12046, 2, 20031109, 1043, -28.8338, -43.5873, 3891,     99.8, 2,  18.7778, 2,  35.9822, 2,  35.9783, 2,    216.8, 1,    228.3, 2,     0.86, 2,    -0.02, 2,     0.01, 2,     0.09, 2,    2.547, 2,    1.434, 2,    0.261, 4,   2067.6, 2,   2356.8, 6,    7.9984, 2,     25.00, -999.000, 9, -999.000,     97.8, 2,      4.1,     1.41, 2,      0.0,  18.7601, 25.834,  18.7820, 2, 98.9, 2, 224.79, 2, 0.12, 0.03, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 2, 12014, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    106.7, 2,  18.7256, 2,  35.9903, 2, -999.0000, 9,    215.8, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  18.7067, 25.8543,  18.7266, 2, 104.4, 2, 222.39, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 33, 12045, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    151.4, 2,  17.6890, 2,  35.8470, 2,  35.8467, 2,    208.6, 1,    219.5, 2,     1.04, 2,     1.00, 2,     0.04, 2,     0.19, 2,    2.571, 2,    1.445, 2,    0.216, 4,   2078.5, 2,   2349.8, 2,    7.9662, 2,     25.00, -999.000, 9, -999.000,     88.7, 2,      4.0,     1.32, 2,      0.0,  17.6632, 26.0045,  17.6891, 2, 148.2, 2, 217.95, 2, 0.12, 0.04, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 32, 12044, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    199.9, 2,  16.7892, 2,  35.8079, 2,  35.8129, 2,    207.7, 1,    218.9, 2,     1.33, 2,     2.28, 2,     0.01, 2,     0.28, 2,    2.715, 2,    1.518, 2,    0.145, 4,   2086.2, 2,   2346.3, 2,    7.9382, 2,     25.00, -999.000, 9, -999.000,    102.3, 6,      3.0,     1.25, 6,      0.0,  16.7563, 26.1924,  16.8034, 2, 199.3, 2, 216.16, 2, 0.12, 0.04, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 31, 12043, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    250.4, 2,  15.3755, 2,  35.5370, 2,  35.5368, 2,    205.2, 1,    215.2, 2,     1.71, 2,     4.24, 2,     0.00, 2,     0.43, 2,    2.939, 6,    1.619, 6,    0.084, 4,   2096.0, 2,   2335.6, 2,    7.9075, 2,     25.00, -999.000, 9, -999.000,     96.3, 2,      4.0,     1.21, 2,      0.0,  15.3367, 26.3116,  15.3744, 2, 251.1, 2, 216.21, 2, 0.12, 0.04, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 30, 12042, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    300.1, 2,  14.4677, 2,  35.4148, 2,  35.4172, 2,    205.5, 1,    215.3, 2,     2.09, 2,     6.06, 2,     0.00, 2,     0.53, 2,    3.105, 2,    1.668, 2,    0.065, 4,   2101.3, 2,   2325.5, 2,    7.8874, 2,     25.00, -999.000, 9, -999.000,     98.4, 2,      4.3,     1.20, 2,      0.0,  14.4230, 26.418,  14.4668, 2, 303, 2, 215.58, 2, 0.12, 0.05, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 29, 12041, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    400.6, 2,  12.8596, 2,  35.1854, 2,  35.1850, 2,    204.1, 1,    213.4, 2,     3.25, 2,     9.77, 2,     0.00, 2,     0.76, 2,    3.168, 2,    1.669, 2,    0.061, 4,   -999.0, 5,   -999.0, 5, -999.0000, 4,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  12.8044, 26.575,  12.8621, 2, 400.2, 2, 213.37, 2, 0.13, 0.06, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 28, 12040, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    500.1, 2,  10.9719, 2,  34.9318, 2,  34.9319, 2,    199.7, 1,    208.1, 2,     5.29, 2,    14.80, 2,    -0.01, 2,     1.07, 2,    3.075, 2,    1.564, 2,    0.081, 4,   2129.9, 2,   2298.5, 2,    7.7866, 2,     25.00, -999.000, 9, -999.000,     82.7, 2,      4.0,     1.11, 2,      0.0,  10.9095, 26.7377,  10.9731, 2, 499.8, 2, 208.26, 2, 0.13, 0.07, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 27, 12039, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    600.7, 2,   8.8036, 2,  34.6650, 2,  34.6669, 2,    202.0, 1,    209.8, 2,     8.25, 2,    20.08, 2,    -0.01, 2,     1.40, 2,    3.052, 2,    1.502, 2,    0.110, 4,   2144.9, 2,   2286.8, 2,    7.7339, 2,     25.00, -999.000, 9, -999.000,     58.2, 2,      4.0,     1.15, 2,      0.0,   8.7380, 26.8963,   8.8046, 2, 600.2, 2, 210.34, 2, 0.14, 0.09, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 26, 12038, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    700.7, 2,   6.9724, 2,  34.4698, 2,  34.4699, 2,    206.7, 1,    214.8, 2,    12.03, 2,    24.23, 2,    -0.01, 2,     1.67, 2,    3.001, 2,    1.445, 2,    0.132, 4,   2155.9, 6,   2288.6, 2,    7.6886, 2,     25.00, -999.000, 9, -999.000,     25.7, 2,      3.8,     1.15, 2,      0.0,   6.9051, 27.0127,   6.9756, 2, 698.7, 2, 214.88, 2, 0.15, 0.1, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 25, 12037, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    800.3, 2,   5.4345, 2,  34.3411, 2,  34.3400, 2,    215.3, 1,    224.2, 2,    16.62, 2,    27.09, 2,    -0.01, 2,     1.86, 2,    2.863, 2,    1.347, 2,    0.138, 4,   2163.8, 2,   2282.5, 6,    7.6620, 2,     25.00, -999.000, 9, -999.000,     -4.6, 2,      3.7,     1.10, 2,      0.0,   5.3665, 27.1089,   5.4347, 2, 798.9, 2, 223.84, 2, 0.16, 0.11, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 24, 12036, 2, 20031109, 1043, -28.8338, -43.5873, 3891,    900.1, 2,   4.3852, 2,  34.2920, 2,  34.2926, 2,    217.9, 1,    226.9, 2,    22.96, 2,    29.13, 2,    -0.01, 2,     2.01, 2,    2.441, 2,    1.130, 2,    0.117, 4,   2177.7, 2,   2279.4, 2,    7.6447, 6,     25.00, -999.000, 9, -999.000,    -24.0, 2,      4.7,     1.12, 2,      0.0,   4.3154, 27.189,   4.3850, 2, 901.4, 2, 225.85, 2, 0.17, 0.11, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 7, 12019, 9, 20031109, 1043, -28.8338, -43.5873, 3891,   1000.0, 2,   3.8277, 2,  34.3084, 2, -999.0000, 9,    209.7, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.7537, 27.2607,   3.8271, 2, 1001, 2, 219.19, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 5, 12017, 9, 20031109, 1043, -28.8338, -43.5873, 3891,   1000.3, 2,   3.8270, 2,  34.3086, 2, -999.0000, 9,    209.7, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.7530, 27.2607,   3.8271, 2, 1001.3, 2, 219.17, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 3, 1, 23, 12035, 2, 20031109, 1043, -28.8338, -43.5873, 3891,   1000.7, 2,   3.8272, 2,  34.3086, 2,  34.3085, 2,    209.6, 1,    218.2, 2,    30.46, 2,    30.80, 2,     0.00, 2,     2.11, 2,    1.870, 2,    0.846, 2,    0.077, 4,   2189.8, 2,   2292.2, 2,    7.6242, 2,     25.00, -999.000, 9, -999.000,    -48.2, 2,      3.6,     0.99, 2,      0.0,   3.7531, 27.2607,   3.8269, 2, 1001.6, 2, 219.16, 2, 0.19, 0.12, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
