EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,C13ERR,THETA,SIG0,SBE35,SBE35_FLAG_W,DWNPRS,DWNPRS_FLAG_W,DWNOXY,DWNOXY_FLAG_W,SILUNC,NRAUNC,NRIUNC,PHPUNC,TOC,TOC_FLAG_W,CS-137,CS-137_FLAG_W,CS137ER,PLUTO,PLUTO_FLAG_W,PLUTOER
,,,,,,,,,,,METERS,DBAR,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,TU,,TU,/MILLE,,/MILLE,/MILLE,,/MILLE,DEG C,KG/M^3,ITS-90,,DBAR,,UMOL/KG,,UMOL/KG,UMOL/KG,UMOL/KG,UMOL/KG,,,BQ/M^3,,BQ/M^3,MBQ/M^3,,MBQ/M^3
49NZ20031106, A10, 53, 1, 8, 12044, 9, 20031121, 128, -29.9928, -14.9992, 3836,   3401.9, 2,   2.3913, 2,  34.8622, 2, -999.0000, 9,    231.6, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.1124, 27.8531,   2.3913, 2, 3401.8, 2, 240.71, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 53, 1, 11, 12047, 2, 20031121, 128, -29.9928, -14.9992, 3836,   3500.3, 2,   2.3531, 2,  34.8586, 2,  34.8586, 2,    231.8, 1,    240.5, 2,    52.10, 2,    23.77, 2,     0.00, 2,     1.62, 2,    0.001, 2,   -0.001, 2,    0.000, 4,   2200.8, 2,   2332.6, 2,    7.7127, 2,     25.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.0646, 27.8542,   2.3529, 2, 3500.2, 2, 240.43, 2, 0.23, 0.1, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 53, 1, 7, 12043, 9, 20031121, 128, -29.9928, -14.9992, 3836,   3601.9, 2,   2.3093, 2,  34.8557, 2, -999.0000, 9,    232.2, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.0109, 27.8564,   2.3093, 2, 3601.9, 2, 240.58, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 53, 1, 15, 12012, 2, 20031121, 128, -29.9928, -14.9992, 3836,   3749.3, 2,   2.2804, 2,  34.8559, 2,  34.8554, 2,    233.5, 1,    241.2, 2,    54.37, 2,    23.94, 2,    -0.01, 2,     1.64, 2,   -0.002, 2,   -0.001, 2,    0.000, 4,   2202.3, 2,   2340.2, 2,    7.7122, 2,     25.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   1.9666, 27.8599,   2.2807, 2, 3749.3, 2, 241.21, 2, 0.24, 0.1, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 53, 1, 10, 12046, 2, 20031121, 128, -29.9928, -14.9992, 3836,   3749.3, 2,   2.2808, 2,  34.8559, 2,  34.8560, 2,    233.5, 1,    241.1, 2,    54.35, 2,    23.94, 2,     0.00, 2,     1.63, 2,    0.004, 2,    0.002, 2,    0.000, 4,   2201.0, 2,   2338.0, 2,    7.7121, 2,     25.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   1.9670, 27.8598,   2.2809, 2, 3749.3, 2, 241.21, 2, 0.24, 0.1, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 53, 1, 9, 12045, 2, 20031121, 128, -29.9928, -14.9992, 3836,   3881.8, 2,   2.2743, 2,  34.8554, 2,  34.8554, 2,    234.8, 1,    241.3, 2,    54.86, 2,    24.01, 2,    -0.01, 2,     1.63, 2,    0.000, 2,    0.001, 2,    0.000, 4,   2202.7, 2,   2338.0, 2,    7.7127, 2,     25.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   1.9460, 27.861,   2.2744, 2, 3881.8, 2, 241.1, 2, 0.24, 0.1, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 0, -999, 9, 20031121, 655, -29.9960, -14.3325, 2894,   -999.0, 9, -999.0000, 9, -999.0000, 9,  36.0547, 2,   -999.0, 9,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0, -999.0000, -999, -999.0000, 9, -999, 9, -999, 9, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 3, 12039, 9, 20031121, 655, -29.9960, -14.3325, 2894,      5.1, 2,  20.3081, 2,  36.0591, 2, -999.0000, 9,    216.3, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  20.3071, 25.4899,  20.3110, 2, 9.4, 2, 229.36, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 1, 12037, 9, 20031121, 655, -29.9960, -14.3325, 2894,      5.4, 2,  20.3612, 2,  36.0592, 2, -999.0000, 9,    216.4, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  20.3602, 25.4773,  20.3586, 2, 7.2, 2, 229.02, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 2, 12038, 9, 20031121, 655, -29.9960, -14.3325, 2894,      5.5, 2,  20.3172, 2,  36.0589, 2, -999.0000, 9,    216.6, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  20.3162, 25.4857,  20.3197, 2, 9.3, 2, 229.35, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 36, 12036, 2, 20031121, 655, -29.9960, -14.3325, 2894,      9.6, 2,  20.3229, 2,  36.0576, 2,  36.0569, 2,    216.6, 1,    229.5, 2,     1.21, 2,     0.01, 2,     0.00, 2,     0.16, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  20.3211, 25.4858,  20.3232, 2, 12.5, 2, 229.47, 2, 0.12, 0.03, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 35, 12035, 2, 20031121, 655, -29.9960, -14.3325, 2894,     49.6, 2,  19.3427, 2,  35.9924, 2,  35.9917, 2,    221.4, 1,    234.4, 2,     1.12, 2,    -0.01, 2,     0.00, 2,     0.16, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  19.3337, 25.696,  19.3425, 2, 49.9, 2, 234.01, 2, 0.12, 0.03, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 34, 12034, 2, 20031121, 655, -29.9960, -14.3325, 2894,    100.3, 2,  18.5060, 2,  35.9598, 2,  35.9643, 2,    222.6, 1,    218.0, 4,     1.14, 2,    -0.02, 2,     0.00, 2,     0.16, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  18.4884, 25.8878,  18.5011, 2, 101.3, 2, 234.86, 2, 0.12, 0.03, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 33, 12033, 2, 20031121, 655, -29.9960, -14.3325, 2894,    149.4, 2,  17.0331, 2,  35.6749, 2,  35.6790, 2,    221.6, 1,    234.3, 2,     1.01, 2,     0.06, 2,     0.06, 2,     0.19, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  17.0083, 26.0322,  17.0329, 2, 159.5, 2, 233.82, 2, 0.12, 0.03, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 4, 12040, 9, 20031121, 655, -29.9960, -14.3325, 2894,    169.9, 2,  16.8088, 2,  35.7125, 2, -999.0000, 9,    212.1, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  16.7809, 26.1175,  16.7942, 2, 180.9, 2, 231.52, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 32, 12032, 2, 20031121, 655, -29.9960, -14.3325, 2894,    199.2, 2,  15.9676, 2,  35.5964, 2,  35.5973, 2,    208.9, 1,    220.1, 2,     1.93, 2,     3.12, 2,     0.02, 2,     0.39, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  15.9360, 26.2234,  15.9686, 2, 212.4, 2, 220.7, 2, 0.12, 0.04, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 31, 12031, 2, 20031121, 655, -29.9960, -14.3325, 2894,    249.3, 2,  14.9779, 2,  35.4472, 2,  35.4467, 2,    208.3, 1,    219.0, 2,     2.20, 2,     4.87, 2,     0.01, 2,     0.48, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  14.9400, 26.3322,  14.9768, 2, 253.7, 2, 218.83, 2, 0.12, 0.05, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 30, 12030, 2, 20031121, 655, -29.9960, -14.3325, 2894,    299.3, 2,  13.8590, 2,  35.2878, 2,  35.2881, 2,    205.9, 1,    216.3, 2,     2.79, 2,     7.36, 2,     0.01, 2,     0.62, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  13.8158, 26.4495,  13.8618, 2, 303.1, 2, 216.59, 2, 0.13, 0.05, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 29, 12029, 2, 20031121, 655, -29.9960, -14.3325, 2894,    399.8, 2,  12.2968, 2,  35.0780, 2,  35.0780, 2,    202.4, 1,    212.6, 2,     4.04, 2,    11.23, 2,     0.01, 2,     0.86, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  12.2433, 26.6041,  12.2952, 2, 399.2, 2, 212.14, 2, 0.13, 0.06, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 28, 12028, 2, 20031121, 655, -29.9960, -14.3325, 2894,    500.8, 2,  10.6126, 2,  34.8723, 2,  34.8709, 2,    196.2, 1,    205.3, 2,     6.43, 2,    15.91, 2,     0.00, 2,     1.15, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,  10.5515, 26.7547,  10.6207, 2, 502.3, 2, 205.6, 2, 0.13, 0.08, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 27, 12027, 2, 20031121, 655, -29.9960, -14.3325, 2894,    599.1, 2,   8.5169, 2,  34.6328, 2,  34.6332, 2,    191.8, 1,    200.2, 2,    10.52, 2,    21.56, 2,     0.00, 2,     1.51, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   8.4527, 26.9172,   8.5189, 2, 600.4, 2, 200.37, 2, 0.14, 0.09, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 26, 12026, 2, 20031121, 655, -29.9960, -14.3325, 2894,    700.1, 2,   7.0066, 2,  34.4846, 2,  34.4839, 2,    196.3, 1,    205.0, 2,    13.88, 2,    25.02, 2,     0.00, 2,     1.72, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   6.9392, 27.0216,   7.0060, 2, 698.6, 2, 206.83, 2, 0.15, 0.1, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 25, 12025, 2, 20031121, 655, -29.9960, -14.3325, 2894,    800.6, 2,   5.4315, 2,  34.3555, 2,  34.3555, 2,    207.6, 1,    216.9, 2,    18.64, 2,    27.73, 2,     0.00, 2,     1.91, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   5.3635, 27.1221,   5.4314, 2, 797.5, 2, 216.81, 2, 0.16, 0.11, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 24, 12024, 2, 20031121, 655, -29.9960, -14.3325, 2894,    900.4, 2,   4.5024, 2,  34.3233, 2,  34.3230, 2,    206.5, 1,    215.8, 2,    25.64, 2,    29.80, 2,     0.00, 2,     2.04, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   4.4317, 27.2026,   4.5024, 2, 898.3, 2, 215, 2, 0.18, 0.12, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 9, 12045, 9, 20031121, 655, -29.9960, -14.3325, 2894,   1000.3, 2,   3.8936, 2,  34.3330, 2, -999.0000, 9,    201.7, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.8190, 27.2745,   3.8937, 2, 1001.2, 2, 210.8, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 23, 12023, 2, 20031121, 655, -29.9960, -14.3325, 2894,   1000.5, 2,   3.8944, 2,  34.3325, 2,  34.3326, 2,    201.7, 1,    210.5, 2,    32.93, 2,    31.12, 2,     0.00, 2,     2.14, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.8198, 27.2742,   3.8943, 2, 1001.4, 2, 210.79, 2, 0.19, 0.12, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 8, 12044, 9, 20031121, 655, -29.9960, -14.3325, 2894,   1000.7, 2,   3.8936, 2,  34.3329, 2, -999.0000, 9,    201.9, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.8190, 27.2746,   3.8938, 2, 1001.6, 2, 210.76, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 5, 12041, 9, 20031121, 655, -29.9960, -14.3325, 2894,   1000.8, 2,   3.8930, 2,  34.3330, 2, -999.0000, 9,    201.6, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.8184, 27.2746,   3.8931, 2, 1001.7, 2, 210.73, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 6, 12042, 9, 20031121, 655, -29.9960, -14.3325, 2894,   1001.1, 2,   3.8932, 2,  34.3329, 2, -999.0000, 9,    201.9, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.8186, 27.2746,   3.8932, 2, 1002, 2, 210.71, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 7, 12043, 9, 20031121, 655, -29.9960, -14.3325, 2894,   1001.2, 2,   3.8933, 2,  34.3328, 2, -999.0000, 9,    201.8, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.8187, 27.2747,   3.8935, 2, 1002.1, 2, 210.7, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 22, 12022, 2, 20031121, 655, -29.9960, -14.3325, 2894,   1200.9, 2,   3.3412, 2,  34.4348, 2,  34.4345, 2,    184.0, 1,    191.5, 2,    46.67, 2,    32.64, 2,     0.00, 2,     2.25, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   3.2548, 27.4108,   3.3413, 2, 1200.6, 2, 191.78, 2, 0.22, 0.12, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 21, 12015, 2, 20031121, 655, -29.9960, -14.3325, 2894,   1399.9, 2,   3.0196, 2,  34.5693, 2,  34.5700, 2,    179.5, 1,    186.7, 2,    54.09, 2,    31.89, 2,     0.00, 2,     2.20, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.9198, 27.549,   3.0197, 2, 1401.9, 2, 186.58, 2, 0.24, 0.12, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 20, 12020, 2, 20031121, 655, -29.9960, -14.3325, 2894,   1599.9, 2,   2.8994, 2,  34.6796, 2,  34.6795, 2,    186.6, 1,    194.1, 2,    54.25, 2,    29.82, 2,     0.00, 2,     2.05, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.7841, 27.6493,   2.8998, 2, 1602.2, 2, 192.56, 2, 0.24, 0.12, 0.01, 0.02, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 19, 12019, 2, 20031121, 655, -29.9960, -14.3325, 2894,   1800.5, 2,   2.7803, 2,  34.7433, 2,  34.7432, 2,    197.4, 1,    205.2, 2,    53.23, 2,    28.14, 2,     0.01, 2,     1.92, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.6492, 27.7122,   2.7800, 2, 1800.4, 2, 205.19, 2, 0.24, 0.11, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 18, 12018, 2, 20031121, 655, -29.9960, -14.3325, 2894,   2001.0, 2,   2.6589, 2,  34.7921, 2,  34.7925, 2,    209.2, 1,    217.4, 2,    51.61, 2,    26.32, 2,     0.00, 2,     1.80, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.5119, 27.7632,   2.6591, 2, 2000.9, 2, 217.12, 2, 0.23, 0.11, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 13, 12013, 9, 20031121, 655, -29.9960, -14.3325, 2894,   2100.6, 2,   2.6192, 2,  34.8116, 2, -999.0000, 9,    214.0, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.4638, 27.7828,   2.6193, 2, 2101.4, 2, 221.35, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 17, 12017, 2, 20031121, 655, -29.9960, -14.3325, 2894,   2200.0, 2,   2.6074, 2,  34.8176, 2,  34.8174, 2,    215.8, 1,    224.2, 2,    50.39, 2,    25.35, 2,     0.00, 2,     1.73, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.4432, 27.7895,   2.6075, 2, 2200.6, 2, 223.73, 2, 0.23, 0.1, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 12, 12048, 9, 20031121, 655, -29.9960, -14.3325, 2894,   2300.9, 2,   2.5958, 2,  34.8227, 2, -999.0000, 9,    217.5, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.4225, 27.7954,   2.5958, 2, 2301.1, 2, 225.55, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 16, 12016, 2, 20031121, 655, -29.9960, -14.3325, 2894,   2399.8, 2,   2.5846, 2,  34.8290, 2,  34.8290, 2,    219.4, 1,    227.4, 2,    49.94, 2,    24.96, 2,     0.00, 2,     1.70, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.4022, 27.8022,   2.5845, 2, 2399.9, 2, 227.38, 2, 0.23, 0.1, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 11, 12047, 9, 20031121, 655, -29.9960, -14.3325, 2894,   2499.4, 2,   2.5752, 2,  34.8336, 2, -999.0000, 9,    220.9, 1,   -999.0, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9,  -999.00, 9, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.3836, 27.8073,   2.5753, 2, 2499.3, 2, 228.92, 2, -999, -999, -999, -999, -999, 9,  -999.00, 9, -999, -999, 9, -999
49NZ20031106, A10, 54, 1, 15, 12012, 2, 20031121, 655, -29.9960, -14.3325, 2894,   2601.2, 2,   2.5632, 2,  34.8371, 2,  34.8372, 2,    222.3, 1,    230.0, 2,    49.77, 2,    24.59, 2,     0.00, 2,     1.67, 2, -999.000, 9, -999.000, 9, -999.000, 9,   -999.0, 9,   -999.0, 9, -999.0000, 9,   -999.00, -999.000, 9, -999.000,   -999.0, 9,   -999.0,  -999.00, 9,   -999.0,   2.3620, 27.8121,   2.5633, 2, 2601.2, 2, 229.97, 2, 0.23, 0.1, 0.01, 0.01, -999, 9,  -999.00, 9, -999, -999, 9, -999
