EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,MCHFRM,MCHFRM_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA,BTL_DATE,BTL_TIME
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C,,
  18HU20030713, AR07W,    98,  1, 265754,      9,2,20030724,0008, 54.4943, -54.7568,  191,     29.9,   0.2924,  32.4522,2,-999.0000,9,    386.9,2,   -999.0,9,     1.24,6,     0.55,6,     0.46, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   0.2914, 20030724,       15
  18HU20030713, AR07W,    98,  1, 265755,     10,2,20030724,0008, 54.4943, -54.7568,  191,     20.1,   3.7187,  31.7048,2,-999.0000,9,    364.0,2,   -999.0,9,     0.69,6,     0.00,6,     0.25, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.7175, 20030724,       16
  18HU20030713, AR07W,    98,  1, 265756,     11,2,20030724,0008, 54.4943, -54.7568,  191,     10.9,   5.6211,  31.4388,2,-999.0000,9,    343.5,2,    340.9,2,     0.51,6,     0.00,6,     0.22, 6,    5.969,2,    3.917,4,    0.491,4,    7.314,4,    4.190,2,   1954.5,2,   2149.2,2,   5.6203, 20030724,       17
  18HU20030713, AR07W,    98,  1, 265757,     12,2,20030724,0008, 54.4943, -54.7568,  191,      4.5,   8.1979,  31.1677,2,-999.0000,9,    317.7,2,   -999.0,9,     0.48,6,     0.00,6,     0.19, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   8.1975, 20030724,       17
  18HU20030713, AR07W,   102,  1, 265758,      1,2,20030724,0234, 54.7610, -54.4875,  246,    237.8,   1.9307,  34.2277,2,-999.0000,9,    293.7,2,    295.6,2,     9.65,6,    12.74,6,     0.93, 6,    5.378,2,    3.112,2,    0.677,4,    5.244,4,    4.065,2,   2137.3,2,   2168.4,4,   1.9182, 20030724,      234
  18HU20030713, AR07W,   102,  1, 265759,      2,2,20030724,0234, 54.7610, -54.4875,  246,    200.4,   0.8593,  33.9511,2,-999.0000,9,    302.7,2,    301.6,2,     8.69,6,    11.61,6,     0.91, 6,    5.623,2,    3.307,2,    0.606,4,    5.197,4,    4.144,2,   2127.5,2,   2259.1,2,   0.8507, 20030724,      235
  18HU20030713, AR07W,   102,  1, 265760,      3,2,20030724,0234, 54.7610, -54.4875,  246,    150.3,  -0.2912,  33.6401,2,-999.0000,9,    313.9,2,    314.0,2,     8.29,6,    10.20,6,     0.87, 6,    5.998,2,    3.507,2,    0.520,4,    5.708,4,    4.547,2,   2119.6,2,   2245.2,2,  -0.2960, 20030724,      237
  18HU20030713, AR07W,   102,  1, 265761,      4,2,20030724,0234, 54.7610, -54.4875,  246,    124.6,  -0.5533,  33.4719,2,-999.0000,9,    317.3,2,    317.3,2,     7.88,6,     9.13,6,     0.85, 6,    6.001,2,    3.496,2,    0.405,4,    5.488,4,    4.502,2,   2117.5,2,   2245.7,2,  -0.5570, 20030724,      238
  18HU20030713, AR07W,   102,  1, 265762,      5,2,20030724,0234, 54.7610, -54.4875,  246,     98.2,  -1.0276,  33.3047,2,-999.0000,9,    319.3,2,    320.0,2,     8.10,6,     8.95,6,     0.89, 6,    6.236,2,    3.611,2,    0.580,4,    5.797,4,    5.017,2,   2118.7,2,   2232.1,3,  -1.0300, 20030724,      238
  18HU20030713, AR07W,   102,  1, 265763,      6,2,20030724,0234, 54.7610, -54.4875,  246,     79.7,  -0.8841,  33.1854,2,-999.0000,9,    323.6,2,   -999.0,9,     7.36,6,     7.69,6,     0.85, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.8861, 20030724,      239
  18HU20030713, AR07W,   102,  1, 265764,      7,2,20030724,0234, 54.7610, -54.4875,  246,     60.3,  -0.5910,  33.0437,2,-999.0000,9,    328.1,2,   -999.0,9,     5.23,6,     5.87,6,     0.78, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.5927, 20030724,      240
  18HU20030713, AR07W,   102,  1, 265765,      8,2,20030724,0234, 54.7610, -54.4875,  246,     49.8,  -0.2408,  32.9657,2,-999.0000,9,    343.2,2,    344.0,2,     2.04,6,     3.97,6,     0.66, 6,    6.477,2,    3.708,2,    0.658,4,    6.291,4,    4.676,2,   2079.2,2,   2210.2,2,  -0.2423, 20030724,      241
  18HU20030713, AR07W,   102,  1, 265766,      9,2,20030724,0234, 54.7610, -54.4875,  246,     39.7,  -0.0386,  32.8694,2,-999.0000,9,    365.8,2,   -999.0,9,     0.69,6,     1.88,6,     0.55, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.0399, 20030724,      241
  18HU20030713, AR07W,   102,  1, 265767,     10,2,20030724,0234, 54.7610, -54.4875,  246,     30.3,   0.0084,  32.5934,2,-999.0000,9,    391.7,2,   -999.0,9,     0.42,6,     0.25,6,     0.36, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   0.0074, 20030724,      242
  18HU20030713, AR07W,   102,  1, 265768,     11,2,20030724,0234, 54.7610, -54.4875,  246,     19.5,   1.5646,  32.1822,2,-999.0000,9,    394.0,2,   -999.0,9,     0.36,6,     0.00,6,     0.30, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   1.5637, 20030724,      243
  18HU20030713, AR07W,   102,  1, 265769,     12,2,20030724,0234, 54.7610, -54.4875,  246,     10.5,   6.0372,  31.6086,2,-999.0000,9,    349.1,2,    345.4,2,     0.00,6,     0.00,6,     0.21, 6,    5.839,2,    3.442,2,    0.600,4,    6.224,4,    3.405,2,   1955.3,2,   2157.2,2,   6.0364, 20030724,      244
  18HU20030713, AR07W,   102,  1, 265770,     13,2,20030724,0234, 54.7610, -54.4875,  246,      3.9,   7.2301,  31.5628,2,-999.0000,9,    337.0,2,   -999.0,9,     0.00,6,     0.00,6,     0.22, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   7.2298, 20030724,      244
  18HU20030713, AR07W,   108,  1, 265771,      1,2,20030724,0524, 54.9552, -54.2950,  363,    359.2,   4.0420,  34.7642,2,-999.0000,9,    281.2,2,    278.6,2,     9.34,6,    15.52,6,     1.02, 6,    4.696,2,    3.297,4,    0.245,4,    5.290,4,    4.853,2,   2152.7,2,   2290.2,2,   4.0163, 20030724,      524
  18HU20030713, AR07W,   108,  1, 265772,      2,2,20030724,0524, 54.9552, -54.2950,  363,    326.8,   4.0406,  34.7605,2,-999.0000,9,    281.2,2,    278.2,2,     9.15,6,    15.11,6,     1.02, 6,    4.704,2,    3.619,4,    0.235,4,    5.065,4,    4.864,2,   2153.9,2,   2295.3,2,   4.0173, 20030724,      526
  18HU20030713, AR07W,   108,  1, 265773,      3,2,20030724,0524, 54.9552, -54.2950,  363,    288.0,   4.0424,  34.7259,2,-999.0000,9,    284.0,2,    281.4,2,     8.15,6,    15.01,6,     0.99, 6,    4.795,2,    3.476,4,    0.258,4,    5.241,4,    4.597,2,   2150.4,2,   2287.3,3,   4.0220, 20030724,      528
  18HU20030713, AR07W,   108,  1, 265774,      4,2,20030724,0524, 54.9552, -54.2950,  363,    250.9,   3.4586,  34.5818,2,-999.0000,9,    287.7,2,   -999.0,9,     8.30,6,    14.31,6,     0.97, 6,    4.806,2,    3.483,4,    0.299,4,    5.680,4,    4.675,2,   2142.9,2,   2291.8,2,   3.4421, 20030724,      529
  18HU20030713, AR07W,   108,  1, 265775,      5,2,20030724,0524, 54.9552, -54.2950,  363,    209.9,   2.3893,  34.3266,2,-999.0000,9,    293.2,2,    293.4,6,     8.52,6,    13.29,6,     0.95, 6,    5.332,2,    3.970,4,    0.289,4,    5.793,4,    5.116,2,   2138.3,2,   2272.9,2,   2.3775, 20030724,      531
  18HU20030713, AR07W,   108,  1, 265776,      6,2,20030724,0524, 54.9552, -54.2950,  363,    151.0,   2.6612,  33.9488,2,-999.0000,9,    320.1,2,    323.2,2,     3.56,4,     6.22,6,     0.61, 6,    5.965,2,    4.089,4,    0.409,4,    7.151,4,    4.759,2,   2097.2,2,   2254.1,2,   2.6525, 20030724,      533
  18HU20030713, AR07W,   108,  1, 265777,      7,2,20030724,0524, 54.9552, -54.2950,  363,    124.5,  -0.4743,  33.5166,2,-999.0000,9,    312.9,2,    312.8,2,     9.30,6,     9.67,6,     0.91, 6,    6.042,2,    4.254,4,    0.366,4,    7.169,4,    6.120,2,   2152.6,2,   2241.1,2,  -0.4780, 20030724,      534
  18HU20030713, AR07W,   108,  1, 265778,      8,2,20030724,0524, 54.9552, -54.2950,  363,    100.5,  -0.7545,  33.4076,2,-999.0000,9,    314.9,2,    315.3,2,     9.38,6,     9.43,6,     0.91, 6,    6.318,2,    4.327,4,    0.380,4,    6.940,4,    6.515,2,   2098.8,2,   2238.8,2,  -0.7572, 20030724,      535
  18HU20030713, AR07W,   108,  1, 265779,      9,2,20030724,0524, 54.9552, -54.2950,  363,     80.7,  -1.0100,  33.2749,2,-999.0000,9,    315.8,2,   -999.0,9,     9.65,6,     9.12,6,     0.93, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -1.0120, 20030724,      535
  18HU20030713, AR07W,   108,  1, 265780,     10,2,20030724,0524, 54.9552, -54.2950,  363,     59.4,  -1.1113,  33.0179,2,-999.0000,9,    316.5,2,   -999.0,9,     9.77,6,     8.53,6,     0.96, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -1.1127, 20030724,      536
  18HU20030713, AR07W,   108,  1, 265781,     11,2,20030724,0524, 54.9552, -54.2950,  363,     50.2,  -1.0604,  32.9512,2,-999.0000,9,    316.4,2,    318.0,2,     9.72,6,     8.36,6,     0.95, 6,    6.534,2,    4.120,4,    0.424,4,    7.059,4,    7.013,2,   2124.9,2,   2228.3,2,  -1.0616, 20030724,      537
  18HU20030713, AR07W,   108,  1, 265782,     12,2,20030724,0524, 54.9552, -54.2950,  363,     39.3,  -1.0255,  32.8668,2,-999.0000,9,    322.1,2,   -999.0,9,     7.17,6,     7.53,6,     0.92, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -1.0264, 20030724,      538
  18HU20030713, AR07W,   108,  1, 265783,     13,2,20030724,0524, 54.9552, -54.2950,  363,     29.5,  -0.6510,  32.6846,2,-999.0000,9,    388.7,2,   -999.0,9,     0.27,6,     0.16,6,     0.42, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.6518, 20030724,      538
  18HU20030713, AR07W,   108,  1, 265784,     14,2,20030724,0524, 54.9552, -54.2950,  363,     20.0,  -0.0196,  32.4277,2,-999.0000,9,    408.8,2,   -999.0,9,     0.00,6,     0.00,6,     0.30, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,  -0.0202, 20030724,      539
  18HU20030713, AR07W,   108,  1, 265785,     15,2,20030724,0524, 54.9552, -54.2950,  363,     10.3,   2.3552,  31.9878,2,-999.0000,9,    398.0,2,    398.7,2,     0.30,6,     0.00,6,     0.27, 6,    6.437,2,    3.999,3,    0.470,4,    7.984,4,    5.621,2,   1982.4,2,   2186.1,2,   2.3547, 20030724,      539
  18HU20030713, AR07W,   108,  1, 265786,     16,2,20030724,0524, 54.9552, -54.2950,  363,      3.9,   4.2833,  31.8118,2,-999.0000,9,    376.8,2,   -999.0,9,     0.00,6,     0.00,6,     0.25, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.2830, 20030724,      540
  18HU20030713, AR07W,   114,  1, 265787,      1,2,20030724,0753, 55.1067, -54.1338,  933,    905.7,   3.6230,  34.8499,2,  34.8503,2,    292.3,2,   -999.0,9,     8.55,6,    15.83,6,     1.02, 6,    4.636,2,    2.777,2,    0.335,4,    4.051,4,    3.132,2,   2154.2,2,   2287.3,2,   3.5572, 20030724,      753
  18HU20030713, AR07W,   114,  1, 265788,      2,2,20030724,0753, 55.1067, -54.1338,  933,    849.5,   3.6556,  34.8485,2,  34.8489,2,    291.9,2,    288.7,2,     8.57,6,    15.77,6,     1.03, 6,    4.565,2,    2.746,2,    0.259,4,    4.072,4,    3.084,2,   2155.3,2,   2289.7,2,   3.5941, 20030724,      755
  18HU20030713, AR07W,   114,  1, 265789,      3,2,20030724,0753, 55.1067, -54.1338,  933,    778.6,   3.6806,  34.8473,2,  34.8471,2,    291.2,2,   -999.0,9,     8.63,6,    15.95,6,     1.02, 6,    4.494,2,    2.720,2,    0.216,4,    3.868,4,    2.878,2,   2153.5,2,   2289.0,2,   3.6245, 20030724,      757
  18HU20030713, AR07W,   114,  1, 265790,      4,2,20030724,0753, 55.1067, -54.1338,  933,    699.8,   3.7231,  34.8478,2,  34.8497,2,    290.3,2,   -999.0,9,     8.59,6,    16.02,6,     1.01, 6,    4.670,2,    2.813,2,    0.320,4,    4.086,4,    3.047,2,   2153.8,2,   -999.0,9,   3.6728, 20030724,      759
  18HU20030713, AR07W,   114,  1, 265791,      5,2,20030724,0753, 55.1067, -54.1338,  933,    595.4,   3.7967,  34.8476,2,  34.8471,2,    289.7,2,   -999.0,9,     8.33,6,    15.99,6,     1.01, 6,    4.579,2,    2.774,2,    0.356,4,    4.021,4,    2.916,2,   2155.6,2,   2287.8,2,   3.7541, 20030724,      802
  18HU20030713, AR07W,   114,  1, 265792,      6,2,20030724,0753, 55.1067, -54.1338,  933,    473.6,   3.9194,  34.8431,2,  34.8432,2,    286.6,2,    284.3,2,     8.48,6,    15.70,6,     1.01, 6,    4.460,2,    2.716,2,    0.186,4,    3.799,4,    2.726,2,   2157.5,2,   2291.8,2,   3.8855, 20030724,      805
  18HU20030713, AR07W,   114,  1, 265793,      7,2,20030724,0753, 55.1067, -54.1338,  933,    357.6,   4.0264,  34.8284,2,  34.8294,2,    287.3,2,    285.1,2,     7.99,6,    15.66,6,     0.99, 6,    4.703,2,    2.853,2,    0.342,4,    4.066,4,    2.735,2,   2153.1,2,   2293.4,2,   4.0008, 20030724,      808
  18HU20030713, AR07W,   114,  1, 265794,      8,2,20030724,0753, 55.1067, -54.1338,  933,    260.0,   4.0784,  34.7967,2,  34.7962,2,    289.1,2,    287.2,2,     7.09,6,    15.03,6,     0.95, 6,    4.741,2,    2.858,2,    0.375,4,    4.113,4,    2.574,2,   2147.8,2,   2291.4,2,   4.0599, 20030724,      810
  18HU20030713, AR07W,   114,  1, 265795,      9,2,20030724,0753, 55.1067, -54.1338,  933,    171.2,   4.2870,  34.7696,2,-999.0000,9,    285.6,2,    284.0,2,     7.02,6,    14.69,6,     0.95, 6,    4.592,2,    2.830,2,    0.175,4,    3.864,4,    2.424,2,   2147.4,2,   2280.2,2,   4.2747, 20030724,      813
  18HU20030713, AR07W,   114,  1, 265796,     10,2,20030724,0753, 55.1067, -54.1338,  933,    100.2,   3.5646,  34.4861,2,-999.0000,9,    297.6,2,    302.3,2,     5.14,6,    11.28,6,     0.80, 6,    5.281,2,    3.189,2,    0.439,4,    4.698,4,    2.515,2,   2128.2,2,   2267.5,2,   3.5581, 20030724,      815
  18HU20030713, AR07W,   114,  1, 265797,     11,2,20030724,0753, 55.1067, -54.1338,  933,     80.0,   3.3813,  34.3148,2,-999.0000,9,    306.0,2,   -999.0,9,     3.99,6,     8.72,6,     0.71, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.3762, 20030724,      816
  18HU20030713, AR07W,   114,  1, 265798,     12,2,20030724,0753, 55.1067, -54.1338,  933,     59.5,   2.7490,  34.1100,2,-999.0000,9,    312.9,2,   -999.0,9,     3.86,6,     7.61,6,     0.66, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   2.7456, 20030724,      817
  18HU20030713, AR07W,   114,  1, 265799,     13,2,20030724,0753, 55.1067, -54.1338,  933,     48.7,   3.7215,  34.0424,2,-999.0000,9,    319.4,2,    317.8,2,     2.54,6,     4.81,6,     0.52, 6,    5.659,2,    3.369,2,    0.516,4,    5.279,4,    2.480,2,   2087.3,2,   2255.0,2,   3.7183, 20030724,      818
  18HU20030713, AR07W,   114,  1, 265800,     14,2,20030724,0753, 55.1067, -54.1338,  933,     40.8,   3.7440,  33.9720,2,-999.0000,9,    323.7,2,   -999.0,9,     2.23,6,     3.99,6,     0.49, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.7413, 20030724,      818
  18HU20030713, AR07W,   114,  1, 265801,     15,2,20030724,0753, 55.1067, -54.1338,  933,     30.5,   4.0197,  33.7506,2,-999.0000,9,    331.1,2,   -999.0,9,     2.05,6,     3.33,6,     0.45, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.0177, 20030724,      819
  18HU20030713, AR07W,   114,  1, 265802,     16,2,20030724,0753, 55.1067, -54.1338,  933,     20.3,   6.2302,  33.4897,2,-999.0000,9,    329.3,2,   -999.0,9,     1.15,6,     0.97,6,     0.31, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   6.2285, 20030724,      820
  18HU20030713, AR07W,   114,  1, 265803,     17,2,20030724,0753, 55.1067, -54.1338,  933,      9.7,   6.6478,  33.4758,2,-999.0000,9,    327.7,2,    326.7,2,     1.11,6,     0.88,6,     0.31, 6,    5.325,2,    3.259,2,    0.300,4,    5.203,4,    2.199,2,   2036.9,2,   2231.3,2,   6.6470, 20030724,      820
  18HU20030713, AR07W,   114,  1, 265804,     18,2,20030724,0753, 55.1067, -54.1338,  933,      3.2,   6.7065,  33.4808,2,-999.0000,9,    327.3,2,   -999.0,9,     1.35,6,     0.89,6,     0.32, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   6.7062, 20030724,      821
  18HU20030713, AR07W,   119,  1, 265805,      1,2,20030724,1317, 55.1872, -54.0590, 1660,    202.1,   4.1121,  34.8081,2,-999.0000,9,    281.5,2,   -999.0,9,     9.02,6,    15.53,6,     1.05, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.0978, 20030724,     1317
  18HU20030713, AR07W,   119,  1, 265806,      2,2,20030724,1317, 55.1872, -54.0590, 1660,    150.2,   4.1541,  34.7946,2,-999.0000,9,    280.8,2,   -999.0,9,     8.80,6,    15.70,6,     1.00, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.1435, 20030724,     1319
  18HU20030713, AR07W,   119,  1, 265807,      3,2,20030724,1317, 55.1872, -54.0590, 1660,    100.9,   4.0269,  34.7473,2,-999.0000,9,    281.2,2,   -999.0,9,     8.71,6,    15.33,6,     0.99, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.0199, 20030724,     1321
  18HU20030713, AR07W,   119,  1, 265808,      4,2,20030724,1317, 55.1872, -54.0590, 1660,     80.1,   4.0769,  34.7037,2,-999.0000,9,    284.5,2,   -999.0,9,     7.06,6,    14.46,6,     0.95, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.0713, 20030724,     1322
  18HU20030713, AR07W,   119,  1, 265809,      5,2,20030724,1317, 55.1872, -54.0590, 1660,     59.9,   3.7085,  34.5262,2,-999.0000,9,    295.7,2,   -999.0,9,     5.02,6,    11.77,6,     0.82, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.7045, 20030724,     1323
  18HU20030713, AR07W,   119,  1, 265810,      6,2,20030724,1317, 55.1872, -54.0590, 1660,     50.0,   3.9791,  34.4060,2,-999.0000,9,    306.0,2,   -999.0,9,     3.47,6,     7.63,6,     0.66, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   3.9757, 20030724,     1323
  18HU20030713, AR07W,   119,  1, 265811,      7,2,20030724,1317, 55.1872, -54.0590, 1660,     40.4,   4.0699,  34.2081,2,-999.0000,9,    313.2,2,   -999.0,9,     2.67,6,     5.24,6,     0.54, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.0671, 20030724,     1324
  18HU20030713, AR07W,   119,  1, 265812,      8,2,20030724,1317, 55.1872, -54.0590, 1660,     30.7,   4.5417,  34.0542,2,-999.0000,9,    323.3,2,   -999.0,9,     1.99,6,     3.47,6,     0.46, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   4.5395, 20030724,     1325
  18HU20030713, AR07W,   119,  1, 265813,      9,2,20030724,1317, 55.1872, -54.0590, 1660,     20.7,   5.3484,  33.8372,2,-999.0000,9,    327.3,2,   -999.0,9,     1.61,6,     2.19,6,     0.38, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   5.3468, 20030724,     1326
  18HU20030713, AR07W,   119,  1, 265814,     10,2,20030724,1317, 55.1872, -54.0590, 1660,     20.7,   5.3374,  33.8430,2,-999.0000,9,    327.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   5.3358, 20030724,     1326
  18HU20030713, AR07W,   119,  1, 265815,     11,2,20030724,1317, 55.1872, -54.0590, 1660,     20.7,   5.3699,  33.8361,2,-999.0000,9,    328.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   5.3683, 20030724,     1326
  18HU20030713, AR07W,   119,  1, 265816,     12,2,20030724,1317, 55.1872, -54.0590, 1660,     11.0,   7.3113,  33.6951,2,-999.0000,9,    322.2,2,   -999.0,9,     1.18,6,     1.03,6,     0.31, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   7.3103, 20030724,     1327
  18HU20030713, AR07W,   119,  1, 265817,     13,2,20030724,1317, 55.1872, -54.0590, 1660,      4.4,   7.9816,  33.6911,2,-999.0000,9,    317.5,2,   -999.0,9,     0.99,6,     0.83,6,     0.30, 6, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   7.9812, 20030724,     1328
  18HU20030713, AR07W,   119,  1, 265818,     14,2,20030724,1317, 55.1872, -54.0590, 1660,      4.5,   8.0202,  33.7442,2,-999.0000,9,    316.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   8.0198, 20030724,     1328
  18HU20030713, AR07W,   119,  1, 265819,     15,2,20030724,1317, 55.1872, -54.0590, 1660,      4.3,   8.0238,  33.7531,2,-999.0000,9,    316.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   8.0234, 20030724,     1328
  18HU20030713, AR07W,   119,  1, 265820,     16,2,20030724,1317, 55.1872, -54.0590, 1660,      4.5,   8.0190,  33.7543,2,-999.0000,9,    315.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   8.0186, 20030724,     1328
  18HU20030713, AR07W,   119,  1, 265821,     17,2,20030724,1317, 55.1872, -54.0590, 1660,      4.4,   7.9907,  33.7294,2,-999.0000,9,    315.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   7.9903, 20030724,     1328
  18HU20030713, AR07W,   126,  1, 265822,      1,2,20030724,1717, 55.2620, -53.9653, 2038,   2102.9,   2.8195,  34.8978,2,  34.8981,2,    281.8,2,    281.0,2,    11.17,6,    16.16,6,     1.02, 6,    3.200,2,    1.762,2,    0.140,4,    3.104,4,    4.416,2,   2155.7,2,   2300.9,2,   2.6604, 20030724,     1717
  18HU20030713, AR07W,   126,  1, 265823,      2,2,20030724,1717, 55.2620, -53.9653, 2038,   1969.8,   2.9085,  34.8947,2,  34.8944,6,    281.4,2,    280.4,2,    10.95,6,    16.23,6,     1.01, 6,    3.310,2,    1.841,2,    0.184,4,    3.092,4,    4.989,2,   2154.8,2,   2292.2,2,   2.7602, 20030724,     1720
  18HU20030713, AR07W,   126,  1, 265824,      3,2,20030724,1717, 55.2620, -53.9653, 2038,   1898.3,   2.9524,  34.8938,2,  34.8943,2,    281.5,2,    280.3,2,    10.76,6,    16.09,6,     1.03, 6,    3.124,2,    1.733,2,    0.116,4,    2.789,4,    4.213,2,   2153.8,2,   2298.2,2,   2.8098, 20030724,     1722
  18HU20030713, AR07W,   126,  1, 265825,      4,2,20030724,1717, 55.2620, -53.9653, 2038,   1808.6,   2.9983,  34.8915,2,  34.8914,2,    281.6,2,    281.0,2,    10.72,6,    16.43,6,     1.02, 6,    3.486,2,    1.936,2,    0.088,4,    3.212,4,    4.882,2,   2154.1,2,   2296.9,2,   2.8631, 20030724,     1724
  18HU20030713, AR07W,   126,  1, 265826,      5,2,20030724,1717, 55.2620, -53.9653, 2038,   1690.8,   3.1163,  34.8857,2,  34.8855,2,    282.2,2,    281.6,6,    10.33,6,    16.48,6,     1.04, 6,    3.596,2,    2.010,2,    0.109,4,    3.281,4,    5.124,2,   2154.4,2,   2294.3,2,   2.9899, 20030724,     1726
  18HU20030713, AR07W,   126,  1, 265827,      6,2,20030724,1717, 55.2620, -53.9653, 2038,   1551.2,   3.2708,  34.8865,2,  34.8690,2,    281.0,2,    282.6,2,     9.89,6,    16.64,6,     1.02, 6,    3.684,2,    2.071,2,    0.147,4,    3.135,4,    4.510,2,   2152.2,2,   2291.7,2,   3.1547, 20030724,     1729
