EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEG C,/MILLE,,/MILLE,/MILLE,,DEG C
  33LG20060321,  SR01,    18,  1,    339,     16,2,20060327,0430,-61.0370, -62.9360, 3820,      5.1,   3.1400,  33.7270,2,  33.7250,2,    328.2,2,     8.38,2,    16.60,2,     0.30,2,     1.37,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   3.1397
  33LG20060321,  SR01,    19,  1,    340,      1,2,20060327,0803,-61.3930, -62.8150, 3820,   3435.3,   0.3800,  34.6940,2,  34.6890,2,    221.8,2,   112.06,2,    27.19,2,     0.02,2,     2.12,2,   2257.1,2,    489.1,2,     0.38,   -999.0,9,   -999.0,     0.10,2,   0.1483
  33LG20060321,  SR01,    19,  1,    341,      2,2,20060327,0832,-61.3930, -62.8150, 3820,   3050.4,   0.5400,  34.7090,2,  34.7060,2,    216.6,2,   119.64,2,    26.85,2,     0.06,2,     2.15,2,   2260.2,2,    494.1,2,     0.54,   -999.0,9,   -999.0,     0.39,2,   0.3398
  33LG20060321,  SR01,    19,  1,    342,      3,2,20060327,0845,-61.3930, -62.8150, 3820,   2541.1,   0.6700,  34.7130,2,  34.7070,2,    212.7,2,   111.37,2,    26.59,2,     0.02,2,     2.08,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.5111
  33LG20060321,  SR01,    19,  1,    343,      4,2,20060327,0858,-61.3930, -62.8150, 3820,   2032.3,   0.9200,  34.7200,2,  34.7170,2,    208.4,2,   106.08,2,    26.88,2,     0.02,2,     2.15,2,   2259.6,2,    497.3,2,     0.92,   -999.0,9,   -999.0,  -999.00,9,   0.7973
  33LG20060321,  SR01,    19,  1,    344,      5,2,20060327,0909,-61.3930, -62.8150, 3820,   1518.5,   1.2300,  34.7300,2,  34.7290,2,    201.2,2,    95.45,2,    26.35,2,     0.02,2,     2.05,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.1410
  33LG20060321,  SR01,    19,  1,    345,      6,2,20060327,0920,-61.3930, -62.8150, 3820,   1010.7,   1.6500,  34.7330,2,  34.7290,2,    192.8,2,    86.40,2,    25.79,2,     0.06,2,     2.09,2,   2254.1,2,    521.9,2,     1.65,   -999.0,9,   -999.0,     0.39,2,   1.5917
  33LG20060321,  SR01,    19,  1,    346,      7,2,20060327,0926,-61.3930, -62.8150, 3820,    808.3,   1.8300,  34.7230,2,  34.7180,2,    187.4,2,    78.23,2,    26.78,2,     0.19,2,     2.07,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.7835
  33LG20060321,  SR01,    19,  1,    347,      8,2,20060327,0931,-61.3930, -62.8150, 3820,    605.4,   1.9400,  34.7000,2,  34.6970,2,    181.6,2,    76.26,2,    26.02,2,     0.03,2,     2.10,2,   2255.7,2,    566.8,2,     1.94,   -999.0,9,   -999.0,     0.35,2,   1.9057
  33LG20060321,  SR01,    19,  1,    348,      9,2,20060327,0934,-61.3930, -62.8150, 3820,    504.9,   1.9900,  34.6810,2,  34.6780,2,    180.5,2,    71.20,2,    27.45,2,     0.02,2,     2.14,2,   2255.3,2,    576.6,2,     1.99,   -999.0,9,   -999.0,     0.29,2,   1.9616
  33LG20060321,  SR01,    19,  1,    349,     10,2,20060327,0938,-61.3930, -62.8150, 3820,    401.1,   2.0300,  34.6490,2,  34.6470,2,    177.5,2,    69.36,2,    27.67,2,     0.02,2,     2.18,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.0077
  33LG20060321,  SR01,    19,  1,    350,     11,2,20060327,0940,-61.3930, -62.8150, 3820,    303.9,   1.9200,  34.5960,2,  34.5860,2,    178.5,2,    71.41,2,    28.86,2,     0.02,2,     2.26,2,   2256.3,2,    609.5,2,     1.92,   -999.0,9,   -999.0,     0.29,2,   1.9037
  33LG20060321,  SR01,    19,  1,    351,     12,2,20060327,0943,-61.3930, -62.8150, 3820,    202.9,   1.4500,  34.4710,2,  34.4630,2,    193.7,2,    63.28,2,    29.07,2,     0.02,2,     2.23,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.4401
  33LG20060321,  SR01,    19,  1,    352,     13,2,20060327,0946,-61.3930, -62.8150, 3820,    152.0,   0.6800,  34.3130,2,  34.3160,2,    225.4,2,    58.82,2,    28.49,2,     0.09,2,     2.21,2,   2233.7,2,    564.8,2,     0.68,   -999.0,9,   -999.0,     0.17,2,   0.6737
  33LG20060321,  SR01,    19,  1,    353,     14,2,20060327,0949,-61.3930, -62.8150, 3820,    100.6,  -0.7900,  34.0020,2,  34.0000,2,    304.6,2,    48.57,2,    24.03,2,     0.22,2,     2.00,2,   2198.4,2,    447.6,2,    -0.79,   -999.0,9,   -999.0,  -999.00,9,  -0.7928
  33LG20060321,  SR01,    19,  1,    354,     15,2,20060327,0950,-61.3930, -62.8150, 3820,     75.8,  -0.5900,  33.9120,2,  33.9110,2,    334.1,2,    45.31,2,    20.11,2,     0.13,2,     1.95,2,   2177.5,2,    395.2,2,    -0.59,   -999.0,9,   -999.0,     0.98,2,  -0.5922
  33LG20060321,  SR01,    19,  1,    355,     16,2,20060327,0951,-61.3930, -62.8150, 3820,     50.7,   2.5000,  33.7340,2,  33.7640,2,    331.6,2,    27.17,2,    16.58,2,     0.34,2,     1.47,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.4972
  33LG20060321,  SR01,    19,  1,    356,     17,2,20060327,0952,-61.3930, -62.8150, 3820,     24.7,   2.7500,  33.7310,2,  33.7260,2,    329.5,2,    23.96,2,    16.39,2,     0.20,2,     1.38,2,   2128.4,2,    335.7,2,     2.75,   -999.0,9,   -999.0,     1.68,2,   2.7486
  33LG20060321,  SR01,    19,  1,    357,     18,2,20060327,0953,-61.3930, -62.8150, 3820,     10.3,   2.7600,  33.7290,2,  33.7250,2,    330.2,2,    25.03,2,    14.15,2,     0.18,2,     1.35,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.7594
  33LG20060321,  SR01,    19,  1,    358,     19,2,20060327,0954,-61.3930, -62.8150, 3820,      4.9,   2.7600,  33.7290,2,  33.7370,2,    329.8,2,    26.78,2,    16.08,2,     0.19,2,     1.36,2,   2129.1,2,    335.7,2,     2.76,   -999.0,9,   -999.0,     1.69,2,   2.7597
  33LG20060321,  SR01,    19,  1,    359,     20,2,20060327,0954,-61.3930, -62.8150, 3820,      4.9,   2.7600,  33.7280,2,  33.7250,2,    329.4,2,    26.55,2,    16.41,2,     0.19,2,     1.36,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.7597
  33LG20060321,  SR01,    20,  1,    360,      1,2,20060327,1334,-61.7460, -62.6990, 3549,   3510.9,   0.3700,  34.6930,2,  34.6920,2,    222.6,2,   129.60,2,    24.49,2,     0.03,2,     2.06,2,   2260.0,2,    489.3,2,     0.37,   -999.0,9,   -999.0,     0.36,2,   0.1314
  33LG20060321,  SR01,    20,  1,    361,      2,2,20060327,1346,-61.7460, -62.6990, 3549,   3050.3,   0.4500,  34.7050,2,  34.7000,2,    218.2,2,   130.97,2,    24.82,2,     0.03,2,     2.13,2,   2263.5,2,    487.8,2,     0.45,   -999.0,9,   -999.0,  -999.00,9,   0.2519
  33LG20060321,  SR01,    20,  1,    362,      3,2,20060327,1357,-61.7460, -62.6990, 3549,   2539.3,   0.5200,  34.7100,2,  34.7050,2,    214.8,2,   129.85,2,    24.81,2,     0.02,2,     2.12,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.3641
  33LG20060321,  SR01,    20,  1,    363,      4,2,20060327,1407,-61.7460, -62.6990, 3549,   2030.1,   0.7400,  34.7150,2,  34.7110,2,    212.0,2,   124.73,2,    24.46,2,     0.02,2,     2.03,2,   2263.7,2,    497.3,2,     0.74,   -999.0,9,   -999.0,  -999.00,9,   0.6203
  33LG20060321,  SR01,    20,  1,    364,      5,2,20060327,1418,-61.7460, -62.6990, 3549,   1520.4,   1.0700,  34.7250,2,  34.7220,2,    204.6,2,   115.63,2,    24.60,2,     0.02,2,     1.99,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.9828
  33LG20060321,  SR01,    20,  1,    365,      6,2,20060327,1428,-61.7460, -62.6990, 3549,   1012.0,   1.4800,  34.7340,2,  34.7310,2,    196.3,2,   100.32,2,    24.42,2,     0.03,2,     2.08,2,   2260.5,2,    515.3,2,     1.48,   -999.0,9,   -999.0,     0.39,2,   1.4229
  33LG20060321,  SR01,    20,  1,    366,      7,2,20060327,1433,-61.7460, -62.6990, 3549,    808.8,   1.6700,  34.7320,2,  34.7270,2,    190.8,2,    93.31,2,    24.07,2,     0.02,2,     2.08,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.6245
  33LG20060321,  SR01,    20,  1,    367,      8,2,20060327,1437,-61.7460, -62.6990, 3549,    607.6,   1.8500,  34.7190,2,  34.7140,2,    186.0,2,    89.30,2,    24.09,2,     0.04,2,     2.00,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.8160
  33LG20060321,  SR01,    20,  1,    368,      9,2,20060327,1440,-61.7460, -62.6990, 3549,    505.0,   1.9200,  34.7080,2,  34.7140,2,    183.3,2,    87.38,2,    25.35,2,     0.03,2,     2.06,2,   2257.7,2,    564.4,2,     1.92,   -999.0,9,   -999.0,     0.47,2,   1.8919
  33LG20060321,  SR01,    20,  1,    369,     10,2,20060327,1443,-61.7460, -62.6990, 3549,    405.7,   1.9300,  34.6790,2,  34.6740,2,    178.4,2,    85.95,2,    23.95,2,     0.02,2,     2.14,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.9077
  33LG20060321,  SR01,    20,  1,    370,     11,2,20060327,1446,-61.7460, -62.6990, 3549,    302.3,   1.9600,  34.6410,2,  34.6370,2,    178.8,2,    70.90,2,    25.09,2,     0.02,2,     2.17,2,   2259.4,2,    589.9,2,     1.96,   -999.0,9,   -999.0,  -999.00,9,   1.9436
  33LG20060321,  SR01,    20,  1,    371,     12,2,20060327,1449,-61.7460, -62.6990, 3549,    202.3,   1.8100,  34.5450,2,  34.5390,2,    182.4,2,    65.69,2,    26.86,2,     0.03,2,     2.30,2,   2250.0,2,    615.3,2,     1.81,   -999.0,9,   -999.0,     0.34,2,   1.7995
  33LG20060321,  SR01,    20,  1,    372,     13,2,20060327,1451,-61.7460, -62.6990, 3549,    151.7,   1.2000,  34.4280,2,  34.4300,2,    199.8,2,    64.16,2,    26.27,2,     0.03,2,     2.33,2,   2236.2,2,    598.0,2,      1.2,   -999.0,9,   -999.0,  -999.00,9,   1.1930
  33LG20060321,  SR01,    20,  1,    373,     14,2,20060327,1453,-61.7460, -62.6990, 3549,    100.1,  -0.3800,  34.1540,2,  34.1460,2,    262.5,2,    59.34,2,    24.53,2,     0.27,2,     2.22,2,   2211.8,2,    508.6,2,    -0.38,   -999.0,9,   -999.0,     0.17,2,  -0.3832
  33LG20060321,  SR01,    20,  1,    374,     15,2,20060327,1454,-61.7460, -62.6990, 3549,     76.2,  -0.7700,  33.9900,2,  33.9870,2,    309.1,2,    48.40,2,    21.74,2,     0.22,2,     2.10,2,   2195.7,2,    438.9,2,    -0.77,   -999.0,9,   -999.0,     0.83,2,  -0.7721
  33LG20060321,  SR01,    20,  1,    375,     16,2,20060327,1456,-61.7460, -62.6990, 3549,     50.7,   1.2400,  33.8160,2,  33.8150,2,    332.4,2,    42.19,2,    16.63,2,     0.18,2,     1.72,2,   2137.4,2,    361.1,2,     1.24,   -999.0,9,   -999.0,     1.42,2,   1.2377
  33LG20060321,  SR01,    20,  1,    376,     17,2,20060327,1457,-61.7460, -62.6990, 3549,     40.3,   2.7300,  33.7200,2,  33.7220,2,    329.3,2,    28.14,2,    14.94,2,     0.20,2,     1.48,2,   2130.7,2,    336.2,2,     2.73,   -999.0,9,   -999.0,     1.38,2,   2.7277
  33LG20060321,  SR01,    20,  1,    377,     18,2,20060327,1458,-61.7460, -62.6990, 3549,     25.7,   2.7700,  33.7180,2,  33.7130,2,    328.8,2,    29.90,2,    15.76,2,     0.17,2,     1.30,2,   -999.0,9,    334.9,2,     2.77,   -999.0,9,   -999.0,  -999.00,9,   2.7685
  33LG20060321,  SR01,    20,  1,    378,     19,2,20060327,1459,-61.7460, -62.6990, 3549,     10.4,   2.7800,  33.7140,2,  33.7130,2,    329.3,2,    33.80,2,    14.63,2,     0.19,2,     1.48,2,   2119.0,2,    335.2,2,     2.78,   -999.0,9,   -999.0,  -999.00,9,   2.7794
  33LG20060321,  SR01,    20,  1,    379,     20,2,20060327,1500,-61.7460, -62.6990, 3549,      4.8,   2.7800,  33.7130,2,  33.7110,2,    329.7,2,    33.24,2,    14.64,2,     0.18,2,     1.47,2,   2118.7,2,    334.2,2,     2.78,   -999.0,9,   -999.0,     1.77,2,   2.7797
  33LG20060321,  SR01,    20,  1,    380,     21,2,20060327,1500,-61.7460, -62.6990, 3549,      5.5,   2.7800,  33.7130,2,  33.7100,2,    329.6,2,    28.61,2,    15.02,2,     0.20,2,     1.50,2,   -999.0,9,    333.5,2,     2.78,   -999.0,9,   -999.0,  -999.00,9,   2.7797
  33LG20060321,  SR01,    20,  1,    381,     22,2,20060327,1500,-61.7460, -62.6990, 3549,      4.8,   2.7800,  33.7130,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.7797
  33LG20060321,  SR01,    21,  1,    382,      1,2,20060327,2113,-62.0990, -62.5820, 4831,   4820.9,   0.4300,  34.6850,2,  34.6820,2,    227.8,2,   119.67,2,    25.02,2,     0.02,2,     2.12,2,   2252.5,2,    497.2,2,     0.43,   -155.5,2,      2.2,     0.36,2,   0.0527
  33LG20060321,  SR01,    21,  1,    383,      2,2,20060327,2114,-62.0990, -62.5820, 4831,   4795.4,   0.4300,  34.6860,2,  34.6800,2,    226.9,2,   118.70,2,    24.44,2,     0.02,2,     2.16,2,   2252.5,2,    496.2,2,     0.43,   -162.2,2,      2.2,     0.47,2,   0.0556
  33LG20060321,  SR01,    21,  1,    384,      3,2,20060327,2127,-62.0990, -62.5820, 4831,   4077.7,   0.4000,  34.6900,2,  34.6800,2,    224.6,2,   121.61,2,    24.98,2,     0.02,2,     2.13,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.1043
  33LG20060321,  SR01,    21,  1,    385,      4,2,20060327,2136,-62.0990, -62.5820, 4831,   3563.0,   0.4100,  34.6950,2,  34.6900,2,    221.9,2,   121.61,2,    24.89,2,     0.02,2,     2.11,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.1654
  33LG20060321,  SR01,    21,  1,    386,      5,2,20060327,2146,-62.0990, -62.5820, 4831,   3050.5,   0.4700,  34.7040,2,  34.7050,2,    218.3,2,   125.51,2,    25.24,2,     0.02,2,     2.21,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.2714
  33LG20060321,  SR01,    21,  1,    387,      6,2,20060327,2157,-62.0990, -62.5820, 4831,   2538.8,   0.5200,  34.7080,2,  34.7030,2,    214.7,2,   123.56,2,    25.50,2,     0.02,2,     2.08,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.3642
  33LG20060321,  SR01,    21,  1,    388,      7,2,20060327,2206,-62.0990, -62.5820, 4831,   2030.5,   0.7000,  34.7140,2,  34.7080,2,    211.4,2,   118.70,2,    24.31,2,     0.02,2,     2.08,2,   -999.0,9,    499.5,2,      0.7,   -158.7,2,      2.2,     0.17,2,   0.5809
  33LG20060321,  SR01,    21,  1,    389,      8,2,20060327,2223,-62.0990, -62.5820, 4831,   1520.6,   0.9800,  34.7220,2,  34.7150,2,    206.5,2,   109.94,2,    22.97,2,     0.02,2,     2.04,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.8939
  33LG20060321,  SR01,    21,  1,    390,      9,2,20060327,2233,-62.0990, -62.5820, 4831,   1013.7,   1.3200,  34.7320,2,  34.7280,2,    200.1,2,    99.24,2,    25.44,2,     0.05,2,     2.09,2,   2263.4,2,    509.3,2,     1.32,   -999.0,9,   -999.0,  -999.00,9,   1.2641
  33LG20060321,  SR01,    21,  1,    391,     10,2,20060327,2237,-62.0990, -62.5820, 4831,    810.3,   1.4900,  34.7340,2,  34.7360,2,    196.0,2,    94.86,2,    25.15,2,     0.02,2,     2.05,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.4456
  33LG20060321,  SR01,    21,  1,    392,     11,2,20060327,2241,-62.0990, -62.5820, 4831,    606.1,   1.7000,  34.7300,2,  34.7270,2,    190.7,2,    86.89,2,    25.21,2,     0.03,2,     2.08,2,   2251.2,2,    533.1,2,      1.7,   -999.0,9,   -999.0,  -999.00,9,   1.6668
  33LG20060321,  SR01,    21,  1,    393,     12,2,20060327,2243,-62.0990, -62.5820, 4831,    506.7,   1.7900,  34.7210,2,  34.7210,2,    186.5,2,    85.14,2,    24.73,2,     0.06,2,     2.09,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.7623
  33LG20060321,  SR01,    21,  1,    394,     13,2,20060327,2245,-62.0990, -62.5820, 4831,    404.6,   1.9000,  34.7050,2,  34.7000,2,    182.3,2,    80.95,2,    25.97,2,     0.03,2,     2.15,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.8779
  33LG20060321,  SR01,    21,  1,    395,     14,2,20060327,2247,-62.0990, -62.5820, 4831,    303.5,   1.9500,  34.6740,2,  34.6730,2,    179.0,2,    62.18,3,    25.84,2,     0.07,2,     2.15,2,   2255.2,2,    584.6,2,     1.95,   -999.0,9,   -999.0,  -999.00,9,   1.9336
  33LG20060321,  SR01,    21,  1,    396,     15,2,20060327,2250,-62.0990, -62.5820, 4831,    201.4,   1.9100,  34.6080,2,  34.6020,2,    177.5,2,    69.87,2,    27.22,2,     0.03,2,     2.23,2,   2255.1,2,    612.1,2,     1.91,   -999.0,9,   -999.0,  -999.00,9,   1.8994
  33LG20060321,  SR01,    21,  1,    397,     16,2,20060327,2251,-62.0990, -62.5820, 4831,    151.1,   1.5700,  34.5140,2,  34.5160,2,    186.8,2,    67.73,2,    27.73,2,     0.04,2,     2.23,2,   2249.8,2,    469.6,2,     1.57,   -133.9,2,      2.2,     0.35,2,   1.5625
  33LG20060321,  SR01,    21,  1,    398,     17,2,20060327,2252,-62.0990, -62.5820, 4831,    100.8,  -0.2100,  34.2000,2,  34.2020,2,    250.7,2,    59.08,2,    25.70,2,     0.26,2,     2.13,2,   2223.5,2,    530.7,2,    -0.21,   -132.5,2,      2.2,     0.54,2,  -0.2134
  33LG20060321,  SR01,    21,  1,    399,     18,2,20060327,2254,-62.0990, -62.5820, 4831,     75.1,  -0.8700,  34.0290,2,  34.0230,2,    291.7,2,    56.36,2,    23.30,2,     0.23,2,     2.03,2,   2203.5,2,    465.3,2,    -0.87,   -121.5,2,      2.2,     0.66,2,  -0.8720
  33LG20060321,  SR01,    21,  1,    400,     19,2,20060327,2255,-62.0990, -62.5820, 4831,     50.5,  -0.3200,  33.8930,2,  33.8740,2,    320.5,2,    49.75,2,    20.07,2,     0.25,2,     1.85,2,   2176.1,2,    403.8,2,    -0.32,   -999.0,9,   -999.0,  -999.00,9,  -0.3216
  33LG20060321,  SR01,    21,  1,    401,     20,2,20060327,2256,-62.0990, -62.5820, 4831,     25.3,   2.7400,  33.6500,2,  33.6640,2,    329.7,2,    43.14,2,    15.56,2,     0.15,2,     1.27,2,   2126.0,2,    341.6,2,     2.74,   -100.4,2,      2.2,     1.30,2,   2.7386
  33LG20060321,  SR01,    21,  1,    402,     21,2,20060327,2257,-62.0990, -62.5820, 4831,      8.8,   2.7400,  33.6450,2,  33.6430,2,    330.2,2,    43.14,2,    15.89,2,     0.19,2,     1.40,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.7395
  33LG20060321,  SR01,    21,  1,    403,     22,2,20060327,2258,-62.0990, -62.5820, 4831,      5.2,   2.7300,  33.6450,2,  33.6460,2,    329.7,2,    38.57,2,    15.14,2,     0.27,2,     1.47,2,   2125.5,2,   -999.0,9,     -999,   -105.7,2,      2.2,     1.69,2,   2.7297
  33LG20060321,  SR01,    21,  1,    404,     23,2,20060327,2258,-62.0990, -62.5820, 4831,      5.3,   2.7300,  33.6430,2,  33.6420,2,    329.7,2,    40.32,2,    13.72,2,     0.24,2,     1.43,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.7297
  33LG20060321,  SR01,    21,  1,    405,     24,2,20060327,2258,-62.0990, -62.5820, 4831,      5.8,   2.7300,  33.6450,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,    337.7,2,     2.73,   -999.0,9,   -999.0,  -999.00,9,   2.7297
  33LG20060321,  SR01,    22,  1,    406,      1,2,20060328,0222,-62.4580, -62.4620, 3654,   1415.0,   0.7300,  34.7140,2,  34.7160,2,    211.3,2,   130.83,2,    24.11,2,     0.03,2,     2.15,2,   2259.3,2,    497.0,2,     0.73,   -999.0,9,   -999.0,     0.44,2,   0.6539
  33LG20060321,  SR01,    22,  1,    407,      2,2,20060328,0226,-62.4580, -62.4620, 3654,   1265.1,   0.8200,  34.7170,2,  34.7210,2,    208.6,2,   119.89,2,    23.77,2,     0.03,2,     2.22,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.7527
  33LG20060321,  SR01,    22,  1,    408,      3,2,20060328,0231,-62.4580, -62.4620, 3654,   1012.8,   1.1600,  34.7270,2,  34.7300,2,    202.4,2,   108.47,2,    23.43,2,     0.03,2,     2.17,2,   2258.1,2,   -999.0,9,     -999,   -999.0,9,   -999.0,     0.41,2,   1.1055
  33LG20060321,  SR01,    22,  1,    409,      4,2,20060328,0235,-62.4580, -62.4620, 3654,    810.9,   1.4000,  34.7320,2,  34.7370,2,    197.2,2,   109.23,2,    23.52,2,     0.02,2,     2.30,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.3562
  33LG20060321,  SR01,    22,  1,    410,      5,2,20060328,0240,-62.4580, -62.4620, 3654,    607.0,   1.6800,  34.7310,2,  34.7350,2,    191.8,2,    92.89,2,    23.92,2,     0.07,2,     2.19,2,   2252.7,2,    528.9,2,     1.68,   -999.0,9,   -999.0,  -999.00,9,   1.6468
  33LG20060321,  SR01,    22,  1,    411,      6,2,20060328,0242,-62.4580, -62.4620, 3654,    505.6,   1.7500,  34.7230,2,  34.7230,2,    187.9,2,    90.29,2,    23.73,2,     0.02,2,     2.19,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.7225
  33LG20060321,  SR01,    22,  1,    412,      7,2,20060328,0244,-62.4580, -62.4620, 3654,    405.0,   1.8200,  34.7020,2,  34.7050,2,    183.5,2,    86.89,2,    24.60,2,     0.02,2,     2.33,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.7981
  33LG20060321,  SR01,    22,  1,    413,      8,2,20060328,0247,-62.4580, -62.4620, 3654,    302.6,   1.9000,  34.6760,2,  34.6820,2,    182.4,2,    71.65,2,    24.93,2,     0.03,2,     2.27,2,   2255.8,2,    574.4,2,      1.9,   -999.0,9,   -999.0,  -999.00,9,   1.8837
  33LG20060321,  SR01,    22,  1,    414,      9,2,20060328,0248,-62.4580, -62.4620, 3654,    253.1,   1.8900,  34.6580,2,  34.6650,2,    178.6,2,    84.21,2,    24.66,2,     0.02,2,     2.27,2,   2257.5,2,    586.1,2,     1.89,   -999.0,9,   -999.0,  -999.00,9,   1.8765
  33LG20060321,  SR01,    22,  1,    415,     10,2,20060328,0249,-62.4580, -62.4620, 3654,    203.2,   1.7200,  34.6160,2,  34.6200,2,    176.4,2,    69.79,2,    25.03,2,     0.03,2,     2.29,2,   2257.9,2,    598.1,2,     1.72,   -999.0,9,   -999.0,  -999.00,9,   1.7096
  33LG20060321,  SR01,    22,  1,    416,     11,2,20060328,0251,-62.4580, -62.4620, 3654,    152.0,   1.2800,  34.5040,2,  34.4980,2,    195.6,2,    90.44,3,    25.14,2,     0.02,2,     2.31,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.2729
  33LG20060321,  SR01,    22,  1,    417,     12,2,20060328,0252,-62.4580, -62.4620, 3654,    101.7,  -0.2300,  34.2020,2,  34.1890,2,    253.9,2,    61.98,2,    24.47,2,     0.24,2,     2.23,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -0.2334
  33LG20060321,  SR01,    22,  1,    418,     13,2,20060328,0253,-62.4580, -62.4620, 3654,     89.6,  -0.1700,  34.1150,2,  34.1210,2,    280.1,2,    62.37,2,    22.62,2,     0.33,2,     2.02,2,   2211.7,2,    475.7,2,    -0.17,   -999.0,9,   -999.0,     0.65,2,  -0.1730
  33LG20060321,  SR01,    22,  1,    419,     14,2,20060328,0254,-62.4580, -62.4620, 3654,     70.7,   0.2500,  34.0830,2,  34.0880,2,    298.4,2,    59.17,2,    21.42,2,     0.36,2,     1.83,2,   2201.2,2,    444.5,2,     0.25,   -999.0,9,   -999.0,     0.79,2,   0.2474
  33LG20060321,  SR01,    22,  1,    420,     15,2,20060328,0255,-62.4580, -62.4620, 3654,     54.6,  -0.4600,  34.0180,2,  34.0170,2,    299.4,2,    56.34,2,    21.61,2,     0.32,2,     2.03,2,   2199.8,2,    442.4,2,    -0.46,   -999.0,9,   -999.0,  -999.00,9,  -0.4617
  33LG20060321,  SR01,    22,  1,    421,     16,2,20060328,0256,-62.4580, -62.4620, 3654,     40.7,   0.3500,  33.9580,2,  33.9740,2,    315.6,2,    55.99,2,    18.86,2,     0.28,2,     1.93,2,   2182.5,2,    404.6,2,     0.35,   -999.0,9,   -999.0,     0.97,2,   0.3485
  33LG20060321,  SR01,    22,  1,    422,     17,2,20060328,0257,-62.4580, -62.4620, 3654,     25.5,   2.2200,  33.9630,2,  33.9710,2,    332.1,2,    59.12,2,    17.43,2,     0.26,2,     1.70,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.2187
