EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,HELIER,DELHE3,DELHE3_FLAG_W,DELHER,NEON,NEON_FLAG_W,NEONER,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,UMOL/KG,,UMOL/KG,,TU,,TU,NMOL/KG,,NMOL/KG,PERCNT,,PERCNT,NMOL/KG,,NMOL/KG,/MILLE,,/MILLE,/MILLE,,DEG C
  318M20130321,   P02,    38,  1,     26,     26,2,20130416,0724, 29.9999, 151.2559, 5993,    399.4,  15.5363,  34.5908,2,  34.5918,2,    204.2,2,    204.0,2,     8.20,2,     7.50,2,     0.02,2,     0.54,2,    2.748,2,    1.627,2,    0.089,2,     1.23,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,  15.4742
  318M20130321,   P02,    38,  1,     25,     25,2,20130416,0724, 29.9999, 151.2559, 5993,    500.2,  13.0854,  34.4304,2,  34.4317,2,    183.0,2,    184.3,2,    17.28,2,    13.21,2,     0.00,2,     0.95,2,    2.914,2,    1.666,2,    0.067,2,     1.09,2,   2097.0,2,   2273.6,2,   7.8090,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,  13.0159
  318M20130321,   P02,    38,  1,     24,     24,2,20130416,0724, 29.9999, 151.2559, 5993,    601.7,   9.4018,  34.1605,2,  34.1614,2,    181.6,2,    181.3,2,    30.66,2,    19.54,2,     0.00,2,     1.42,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   9.3339
  318M20130321,   P02,    38,  1,     23,     23,2,20130416,0724, 29.9999, 151.2559, 5993,    698.3,   6.5831,  34.0224,2,  34.0287,2,    152.2,2,    150.5,2,    55.08,2,    27.42,2,     0.00,2,     2.03,2,    2.793,2,    1.527,2,    0.142,2,     0.88,2,   2204.8,2,   2288.1,2,   7.5635,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   6.5186
  318M20130321,   P02,    38,  1,     22,     38,2,20130416,0724, 29.9999, 151.2559, 5993,    801.4,   5.1057,  34.0554,2,  34.0565,2,    104.7,2,    102.2,2,    79.68,2,    34.56,2,     0.00,2,     2.53,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   5.0400
  318M20130321,   P02,    38,  1,     21,     21,2,20130416,0724, 29.9999, 151.2559, 5993,    904.5,   4.4611,  34.1490,2,  34.1551,2,     68.7,2,     68.9,2,    98.82,2,    38.37,2,     0.00,2,     2.79,2,    1.306,2,    0.679,2,    0.062,2,     0.31,2,   2300.9,2,   2324.3,2,   7.3764,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   4.3906
  318M20130321,   P02,    38,  1,     20,     20,2,20130416,0724, 29.9999, 151.2559, 5993,   1005.7,   3.9184,  34.2495,2,  34.2508,2,     50.4,2,     50.7,2,   114.63,2,    40.53,2,     0.00,2,     2.94,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   3.8433
  318M20130321,   P02,    38,  1,     19,     19,2,20130416,0724, 29.9999, 151.2559, 5993,   1106.9,   3.5109,  34.3268,2,  34.3275,2,     45.0,2,     45.3,2,   126.34,2,    41.31,2,     0.00,2,     2.99,2,    0.446,2,    0.229,2,    0.025,2,     0.09,2,   2345.7,2,   2357.5,2,   7.3469,6,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   3.4308
  318M20130321,   P02,    38,  1,     18,     18,2,20130416,0724, 29.9999, 151.2559, 5993,   1208.7,   3.1944,  34.3787,2,  34.3793,2,     42.7,2,     42.5,2,   135.41,2,    41.84,2,     0.00,2,     3.04,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2354.2,2,   2369.1,2,   7.3468,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   3.1088
  318M20130321,   P02,    38,  1,     17,     17,2,20130416,0724, 29.9999, 151.2559, 5993,   1408.3,   2.7695,  34.4619,2,  34.4625,2,     38.0,2,     37.8,2,   147.61,2,    42.86,2,     0.00,2,     3.09,2,    0.055,2,    0.033,2,    0.013,2,     0.06,2,   2371.5,2,   2386.4,2,   7.3456,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   2.6720
  318M20130321,   P02,    38,  1,     16,     16,2,20130416,0724, 29.9999, 151.2559, 5993,   1613.1,   2.4402,  34.5204,2,  34.5212,2,     48.3,2,     48.9,2,   155.80,2,    42.39,2,     0.00,2,     3.05,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2373.0,2,   2398.2,2,   7.3696,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   2.3299
  318M20130321,   P02,    38,  1,     15,     15,4,20130416,0724, 29.9999, 151.2559, 5993,   1815.6,   2.1392,  34.5642,2,  34.5497,4,     59.2,2,     55.0,4,   161.46,4,    42.25,4,     0.00,4,     3.02,4, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   2.0162
  318M20130321,   P02,    38,  1,     14,     14,2,20130416,0724, 29.9999, 151.2559, 5993,   1816.9,   2.1379,  34.5643,2,  34.5652,2,     58.6,2,     60.2,2,   162.33,2,    41.82,2,     0.00,2,     2.99,2,    0.033,2,    0.024,2,    0.007,2,     0.05,2,   2373.9,6,   2405.4,2,   7.3939,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   2.0148
  318M20130321,   P02,    38,  1,     13,     13,4,20130416,0724, 29.9999, 151.2559, 5993,   2016.1,   1.9769,  34.5940,2,  34.2635,4,     74.3,2,    187.4,4,    24.79,4,    16.73,4,     0.00,4,     1.21,4, -999.000,5, -999.000,5, -999.000,5,     -999,5,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.8396
  318M20130321,   P02,    38,  1,     12,     12,2,20130416,0724, 29.9999, 151.2559, 5993,   2271.2,   1.7949,  34.6246,2,  34.6253,2,     94.8,2,     95.5,2,   161.35,2,    39.60,2,     0.00,2,     2.81,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2356.3,2,   2412.6,2,   7.4645,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.6387
  318M20130321,   P02,    38,  1,     11,     11,2,20130416,0724, 29.9999, 151.2559, 5993,   2527.4,   1.6782,  34.6436,2,  34.6451,2,    110.9,2,    111.2,2,   158.71,2,    38.60,2,     0.00,2,     2.73,2,    0.001,2,    0.007,2,    0.003,2,     0.04,2,   2349.8,2,   2414.0,2,   7.4960,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.5015
  318M20130321,   P02,    38,  1,     10,     10,2,20130416,0724, 29.9999, 151.2559, 5993,   2778.3,   1.6088,  34.6564,2,  34.6571,2,    123.9,2,    124.0,2,   155.39,2,    37.75,2,     0.00,2,     2.67,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.4105
  318M20130321,   P02,    38,  1,      9,      9,2,20130416,0724, 29.9999, 151.2559, 5993,   3036.3,   1.5647,  34.6645,2,  34.6655,2,    131.8,2,    131.6,2,   153.34,2,    37.23,2,     0.00,2,     2.63,2,    0.001,2,    0.005,2,    0.008,2,     0.06,2,   2334.5,2,   2415.7,2,   7.5346,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.3430
  318M20130321,   P02,    38,  1,      8,      8,2,20130416,0724, 29.9999, 151.2559, 5993,   3339.4,   1.5171,  34.6722,2,  34.6730,2,    138.9,2,    138.7,2,   153.05,2,    36.83,2,     0.00,2,     2.60,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.2668
  318M20130321,   P02,    38,  1,      7,      7,2,20130416,0724, 29.9999, 151.2559, 5993,   3647.2,   1.4878,  34.6782,2,  34.6789,2,    144.7,2,    144.8,2,   151.58,2,    36.45,2,     0.00,2,     2.57,2,    0.001,2,    0.006,2,    0.001,2,     0.05,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.2068
  318M20130321,   P02,    38,  1,      6,      6,2,20130416,0724, 29.9999, 151.2559, 5993,   4056.1,   1.4697,  34.6841,2,  34.6848,2,    151.0,2,    152.3,2,   148.85,2,    35.93,2,     0.00,2,     2.53,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2320.6,6,   2411.8,2,   7.5673,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.1455
  318M20130321,   P02,    38,  1,      5,     37,2,20130416,0724, 29.9999, 151.2559, 5993,   4469.7,   1.4773,  34.6880,2,  34.6881,2,    157.2,2,    157.5,2,   146.41,2,    35.55,2,     0.00,2,     2.50,2,    0.001,2,    0.159,2,    0.003,2,     0.06,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.1064
  318M20130321,   P02,    38,  1,      4,      4,4,20130416,0724, 29.9999, 151.2559, 5993,   4877.6,   1.4954,  34.6908,2,  34.6934,4,    162.7,2,    165.3,4,   141.63,4,    34.97,4,     0.00,4,     2.45,4, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.0760
  318M20130321,   P02,    38,  1,      3,      3,2,20130416,0724, 29.9999, 151.2559, 5993,   5291.4,   1.5260,  34.6928,2,  34.6930,2,    165.8,2,    165.3,2,   141.63,2,    34.98,2,     0.00,2,     2.45,2,    0.008,2,    0.010,2,    0.000,2,        0,2,   2308.3,2,   2406.6,2,   7.5848,6,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.0548
  318M20130321,   P02,    38,  1,      2,      2,2,20130416,0724, 29.9999, 151.2559, 5993,   5708.1,   1.5642,  34.6940,2,  34.6950,2,    169.0,2,    169.5,2,   138.50,2,    34.69,2,     0.00,2,     2.43,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2306.5,2,   2404.0,6,   7.5890,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.0383
  318M20130321,   P02,    38,  1,      1,      1,2,20130416,0724, 29.9999, 151.2559, 5993,   6122.7,   1.6049,  34.6951,2,  34.6958,2,    170.8,2,    170.6,2,   138.31,2,    34.63,2,     0.00,2,     2.42,2,    0.040,2,    0.027,2,    0.015,2,     0.15,2,   2304.4,6,   2404.4,2,   7.5919,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   1.0223
  318M20130321,   P02,    39,  1,     36,     36,2,20130416,1733, 30.0002, 152.4118, 5953,      2.8,  18.3161,  34.7388,2,  34.7382,2,    237.4,2,    237.0,2,     1.66,2,     0.00,2,     0.01,2,     0.04,2,    2.482,2,    1.446,2,    0.199,2,     1.47,2,   2004.8,6,   2277.2,2,   8.0086,2,    25.00,     59.4,2,     3.98,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,     56.7,2,      2.5,     0.67,2,  18.3156
  318M20130321,   P02,    39,  1,     35,     35,2,20130416,1733, 30.0002, 152.4118, 5953,     34.9,  18.1107,  34.7427,2,  34.7388,2,    237.7,2,    236.5,2,     1.66,2,     0.07,2,     0.07,2,     0.05,2,    2.520,2,    1.528,2,    0.202,2,     1.46,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,     58.4,2,     4.26,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,  18.1047
  318M20130321,   P02,    39,  1,     34,     34,2,20130416,1733, 30.0002, 152.4118, 5953,     59.4,  17.5188,  34.7315,2,  34.7300,2,    227.1,2,   -999.0,9,     3.03,2,     2.59,2,     0.06,2,     0.21,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,  17.5088
  318M20130321,   P02,    39,  1,     32,     32,2,20130416,1733, 30.0002, 152.4118, 5953,     59.8,  17.5183,  34.7314,2,  34.7302,2,    227.1,2,    226.1,2,     2.93,2,     2.57,2,     0.06,2,     0.20,2,    2.528,2,    1.530,2,    0.179,2,     1.43,2,   2020.3,2,   2277.7,2,   7.9826,6,    25.00,     53.9,2,     7.58,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,     59.1,2,      1.7,     0.48,2,  17.5083
  318M20130321,   P02,    39,  1,     33,     33,2,20130416,1733, 30.0002, 152.4118, 5953,     60.0,  17.5189,  34.7314,2,  34.7314,2,    227.1,2,   -999.0,9,     2.93,2,     2.57,2,     0.06,2,     0.21,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,  17.5088
  318M20130321,   P02,    39,  1,     31,     31,2,20130416,1733, 30.0002, 152.4118, 5953,     84.4,  17.3281,  34.7177,2,  34.7158,2,    227.2,2,    228.7,2,     2.83,2,     2.32,2,     0.11,2,     0.19,2,   -0.044,4,   -0.006,4,    0.000,4,        0,4,   2019.5,2,   2277.6,6,   7.9807,2,    25.00,     54.0,2,     6.78,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,     55.0,2,      2.5,     0.50,2,  17.3140
  318M20130321,   P02,    39,  1,     30,     30,2,20130416,1733, 30.0002, 152.4118, 5953,    115.3,  17.2467,  34.7222,2,  34.7212,2,    227.9,2,    228.2,2,     2.83,2,     2.56,2,     0.06,2,     0.20,2,    2.566,2,    1.554,2,    0.180,2,      1.5,2,   2021.1,2,   2277.2,2,   7.9793,2,    25.00,     53.4,2,     6.84,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,     58.4,2,      1.7,     0.55,2,  17.2276
  318M20130321,   P02,    39,  1,     29,     29,2,20130416,1733, 30.0002, 152.4118, 5953,    165.4,  17.1077,  34.7236,2,  34.7225,2,    227.2,2,    228.4,2,     3.03,2,     2.79,2,     0.03,2,     0.21,2,    2.533,2,    1.543,2,    0.175,2,     1.49,2,   2020.4,2,   2276.9,2,   7.9769,2,    25.00,     51.4,2,     5.92,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,     53.7,2,      1.8,     0.53,2,  17.0804
  318M20130321,   P02,    39,  1,     28,     28,2,20130416,1733, 30.0002, 152.4118, 5953,    215.2,  16.9771,  34.7124,2,  34.7117,2,    225.1,2,    223.7,2,     3.12,2,     3.44,2,     0.02,2,     0.25,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2024.9,2,   2276.1,2,   7.9700,2,    25.00,     52.2,2,     6.81,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,     56.1,2,      1.9,     0.48,2,  16.9417
  318M20130321,   P02,    39,  1,     27,     27,2,20130416,1733, 30.0002, 152.4118, 5953,    266.5,  16.5642,  34.6767,2,  34.6762,2,    214.2,2,    209.7,2,     5.27,2,     5.42,2,     0.02,2,     0.39,2,    2.612,2,    1.551,2,    0.111,2,     1.34,2,   2040.4,2,   2275.6,2,   7.9366,2,    25.00,     48.3,2,     9.04,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,     53.7,2,      1.8,     0.42,2,  16.5210
  318M20130321,   P02,    39,  1,     26,     26,2,20130416,1733, 30.0002, 152.4118, 5953,    318.3,  15.6823,  34.6065,2,  34.6058,2,    199.8,2,    202.2,2,     8.00,2,     7.49,2,     0.02,2,     0.54,2,    2.692,2,    1.549,2,    0.076,2,     1.25,2,   2053.7,2,   2275.5,2,   7.9037,2,    25.00,   -999.0,5,  -999.00,5, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,     52.2,2,      1.7,     0.35,2,  15.6326
  318M20130321,   P02,    39,  1,     25,     25,2,20130416,1733, 30.0002, 152.4118, 5953,    368.6,  14.4800,  34.5239,2,  34.5226,2,    194.3,2,    187.8,2,    12.50,2,    10.67,2,     0.02,2,     0.75,2,    2.769,2,    1.605,2,    0.055,2,     1.14,2,   2079.1,2,   2275.0,2,   7.8504,2,    25.00,     45.9,2,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,     44.6,2,      1.7,     0.27,2,  14.4254
  318M20130321,   P02,    39,  1,     24,     24,2,20130416,1733, 30.0002, 152.4118, 5953,    440.6,  12.2265,  34.3353,2,  34.3367,2,    194.3,2,    195.7,2,    17.87,2,    13.12,2,     0.02,2,     0.94,2,    2.959,2,    1.683,2,    0.102,2,     1.13,2,   2098.5,6,   2272.1,2,   7.8053,2,    25.00,   -999.0,5,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,     27.4,2,      1.7,     0.22,2,  12.1681
  318M20130321,   P02,    39,  1,     23,     23,2,20130416,1733, 30.0002, 152.4118, 5953,    535.7,   9.5821,  34.1752,2,  34.1808,2,    181.7,2,    181.9,2,    29.98,2,    18.95,2,     0.01,2,     1.37,2,    3.043,2,    1.663,2,    0.117,2,     1.05,2,   2140.9,2,   2275.5,2,   7.7082,6,    25.00,     46.8,2,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,      6.2,2,      1.6,     0.13,2,   9.5211
  318M20130321,   P02,    39,  1,     22,     38,3,20130416,1733, 30.0002, 152.4118, 5953,    636.9,   7.0816,  34.0480,2,  34.0473,2,    152.7,2,    156.7,4,    50.10,2,    26.06,2,     0.01,2,     1.89,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2195.1,2,   2283.9,2,   7.5885,2,    25.00,     42.5,2,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,    -51.1,2,      1.6,     0.05,2,   7.0206
  318M20130321,   P02,    39,  1,     21,     21,2,20130416,1733, 30.0002, 152.4118, 5953,    742.5,   5.0301,  34.0480,2,  34.0481,2,     99.8,2,    102.5,2,    79.10,2,    34.78,2,     0.01,2,     2.52,2,    2.076,2,    1.084,2,    0.102,2,     0.57,2,   2266.7,2,   2305.1,2,   7.4347,2,    25.00,     41.7,2,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -102.8,2,      1.7,    -0.29,2,   4.9700
  318M20130321,   P02,    39,  1,     20,     20,2,20130416,1733, 30.0002, 152.4118, 5953,    841.8,   4.3321,  34.1682,2,  34.1686,2,     66.3,2,     64.6,2,   100.57,2,    38.94,2,     0.00,2,     2.78,2,    1.193,2,    0.620,2,    0.054,2,     0.29,2,   2309.3,2,   2328.0,2,   7.3700,2,    25.00,     39.2,2,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -140.2,2,      1.4,    -0.43,2,   4.2677
  318M20130321,   P02,    39,  1,     19,     19,2,20130416,1733, 30.0002, 152.4118, 5953,    942.6,   3.8573,  34.2574,2,  34.2569,2,     49.6,2,     48.8,2,   115.21,2,    40.74,2,     0.00,2,     2.91,2,    0.680,2,    0.343,2,    0.037,2,     0.16,2,   2333.9,2,   2343.8,2,   7.3468,2,    25.00,     38.2,2,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -158.3,2,      1.4,    -0.41,2,   3.7878
  318M20130321,   P02,    39,  1,     18,     18,2,20130416,1733, 30.0002, 152.4118, 5953,   1042.2,   3.5530,  34.3133,2,  34.3137,2,     39.5,2,     40.0,2,   123.99,2,    41.86,2,     0.00,2,     3.00,2,    0.369,2,    0.188,2,    0.021,2,     0.07,2,   2348.1,2,   2354.8,2,   7.3366,2,    25.00,     37.5,2,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -181.2,2,      1.7,    -0.44,2,   3.4777
  318M20130321,   P02,    39,  1,     17,     17,2,20130416,1733, 30.0002, 152.4118, 5953,   1139.6,   3.2215,  34.3744,2,  34.3750,2,     35.4,2,     34.4,2,   134.04,2,    42.64,2,     0.00,2,     3.04,2,    0.185,2,    0.087,2,    0.012,2,     0.06,2,   2363.0,2,   2367.9,2,   7.3320,2,    25.00,     38.7,2,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -195.0,2,      1.4,    -0.17,4,   3.1412
  318M20130321,   P02,    39,  1,     16,     16,2,20130416,1733, 30.0002, 152.4118, 5953,   1244.3,   2.9632,  34.4260,2,  34.4254,2,     33.8,2,     34.3,2,   141.26,2,    43.01,2,     0.00,2,     3.06,2,    0.086,2,    0.047,2,    0.004,2,     0.04,2,   2371.3,2,   2380.6,2,   7.3357,6,    25.00,     36.9,2,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -214.0,2,      2.4,    -0.48,2,   2.8769
  318M20130321,   P02,    39,  1,     15,     15,2,20130416,1733, 30.0002, 152.4118, 5953,   1345.7,   2.7889,  34.4567,2,  34.4553,2,     35.4,2,     35.7,2,   146.34,2,    43.11,2,     0.00,2,     3.06,2,    0.047,2,    0.031,2,    0.003,2,     0.02,2,   -999.0,9,   2384.0,2,   7.3419,2,    25.00,   -999.0,9,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,9,   -999.0,  -999.00,9,   2.6962
  318M20130321,   P02,    39,  1,     14,     14,2,20130416,1733, 30.0002, 152.4118, 5953,   1345.9,   2.7862,  34.4570,2,  34.4555,2,     35.4,2,     36.2,2,   145.75,2,    43.04,2,     0.00,2,     3.06,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2374.9,2,   2385.6,2,   7.3414,2,    25.00,     37.2,2,  -999.00,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -221.0,2,      3.1,    -0.46,2,   2.6935
