EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,SBE35,SBE35_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,DWNPRS,DWNPRS_FLAG_W,DWNOXY,DWNOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,SILUNC,NITRAT,NITRAT_FLAG_W,NRAUNC,NITRIT,NITRIT_FLAG_W,NRIUNC,PHSPHT,PHSPHT_FLAG_W,PHPUNC,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH,PH_FLAG_W,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,THETA,SIG0
,,,,,,,,UTC,DEG,DEG,METERS,DBAR,,ITS-90,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,DBAR,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,,/MILLE,,/MILLE,/MILLE,,/MILLE,DEG C,KG/CUM
    49NZ20050525,  P10N,   132,  1,     36, X12048,2,20050528,1638, 40.5125, 145.0667, 5778,      9.6,2,  15.2698,2,  15.27123,2,  34.4403,2,  34.4429,2,   266.35,1,     10.4,2,   280.93,2,   280.66,6,     4.41,2,     0.13,    -0.01,2,     0.03,     0.02,2,     0.01,    0.150,2,    0.018,    2.850,2,    1.634,2,    0.237,2,   1989.2,2,   2294.7,2,   8.0502,2, -999.000,9, -999.000,   -999.0,9,   -999.0,  15.2683,  25.4814
    49NZ20050525,  P10N,   132,  1,     35, X12047,2,20050528,1638, 40.5125, 145.0667, 5778,     50.7,2,  10.1017,2,  10.10579,2,  33.7275,2,  33.7365,2,   270.91,1,     48.2,2,   247.91,2,   284.95,2,     4.86,2,     0.13,     3.31,2,     0.04,     0.19,2,     0.01,    0.519,2,    0.013, -999.000,9, -999.000,9, -999.000,9,   2037.1,6,   2273.5,2,   7.9441,2, -999.000,9, -999.000,   -999.0,9,   -999.0,  10.0959,  25.9421
    49NZ20050525,  P10N,   132,  1,     34, X12046,2,20050528,1638, 40.5125, 145.0667, 5778,     99.9,2,  10.1512,2,  10.15372,2,  34.1756,2,  34.1649,2,   227.38,1,     96.0,2,   235.40,2,   239.19,2,    18.34,2,     0.16,    12.94,2,     0.07,     0.05,2,     0.01,    0.991,2,    0.013,    3.393,2,    1.893,2,    0.221,2,   2093.2,2,   2279.6,6,   7.8300,2, -999.000,9, -999.000,   -999.0,9,   -999.0,  10.1397,  26.2844
    49NZ20050525,  P10N,   132,  1,     33, X12003,2,20050528,1638, 40.5125, 145.0667, 5778,    150.0,2,   7.9599,2,   7.95670,2,  33.9276,2,  33.9215,2,   232.96,1,    146.7,2,   245.70,2,   244.83,2,    23.51,2,     0.17,    15.22,2,     0.08,     0.05,2,     0.01,    1.182,2,    0.013, -999.000,9, -999.000,9, -999.000,9,   1626.9,4,   2270.7,2,   7.7813,3, -999.000,9, -999.000,   -999.0,9,   -999.0,   7.9451,  26.4397
    49NZ20050525,  P10N,   132,  1,     32, X12044,2,20050528,1638, 40.5125, 145.0667, 5778,    200.1,2,   6.4277,2,   6.42912,2,  33.7778,2,  33.7730,2,   233.34,1,    197.9,2,   247.54,2,   246.34,2,    33.21,2,     0.19,    18.89,2,     0.09,     0.03,2,     0.01,    1.468,2,    0.014,    4.023,2,    2.147,2,    0.302,2,   1915.3,4,   2273.0,2,   7.7374,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   6.4102,  26.5345
    49NZ20050525,  P10N,   132,  1,     31, X12043,2,20050528,1638, 40.5125, 145.0667, 5778,    250.5,2,   5.7363,2,   5.73837,2,  33.7942,2,  33.7911,2,   197.27,1,    249.6,2,   204.54,2,   207.23,2,    46.38,2,     0.22,    24.54,2,     0.10,     0.02,2,     0.01,    1.865,2,    0.015,    3.620,2,    1.940,2,    0.233,2,   2177.8,2,   2280.0,2,   7.6403,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   5.7157,  26.6350
    49NZ20050525,  P10N,   132,  1,     30, X12042,2,20050528,1638, 40.5125, 145.0667, 5778,    300.4,2,   4.6606,2,   4.65997,2,  33.7490,2,  33.7526,2,   179.00,1,    300.8,2,   174.07,2,   189.30,2,    57.47,2,     0.25,    28.44,2,     0.11,     0.02,2,     0.01,    2.146,2,    0.015, -999.000,9, -999.000,9, -999.000,9,   2204.5,2,   2281.3,2,   7.5738,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   4.6383,  26.7237
    49NZ20050525,  P10N,   132,  1,     29, X12041,2,20050528,1638, 40.5125, 145.0667, 5778,    400.0,2,   3.9736,2,   3.97063,2,  33.8453,2,  33.8555,2,   124.54,1,    399.7,2,   131.44,2,   130.11,2,    77.81,2,     0.29,    34.65,2,     0.13,     0.01,2,     0.01,    2.566,2,    0.016,    2.717,2,    1.371,2,    0.186,2,   2259.7,2,   2297.7,2,   7.4628,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   3.9457,  26.8731
    49NZ20050525,  P10N,   132,  1,     28, X12050,2,20050528,1638, 40.5125, 145.0667, 5778,    499.6,2,   3.7339,2,   3.73311,2,  33.9727,2,  33.9662,6,    78.39,1,    502.2,2,    86.21,2,    79.94,2,    97.50,2,     0.33,    39.58,2,     0.14,     0.01,2,     0.01,    2.882,2,    0.017,    1.839,2,    0.957,2,    0.123,2,   2305.8,2,   2314.1,2,   7.3759,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   3.6995,  26.9991
    49NZ20050525,  P10N,   132,  1,     27, X12039,2,20050528,1638, 40.5125, 145.0667, 5778,    600.2,2,   3.2322,2,   3.23204,2,  34.0123,2,  34.0185,2,    44.34,1,    599.5,2,    45.41,2,    45.35,2,   112.84,2,     0.37,    43.13,2,     0.15,     0.01,2,     0.01,    3.108,2,    0.018,    1.403,2,    0.702,2,    0.094,2,   2340.1,2,   2324.6,2,   7.3080,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   3.1927,  27.0790
    49NZ20050525,  P10N,   132,  1,     26, X12038,2,20050528,1638, 40.5125, 145.0667, 5778,    701.3,2,   3.2429,2,   3.24276,2,  34.1421,2,  34.1436,2,    33.85,1,    703.1,2,    46.46,2,    33.50,2,   123.56,2,     0.39,    43.36,2,     0.15,     0.01,2,     0.01,    3.122,2,    0.018,    0.837,2,    0.410,2,    0.060,2,   2353.0,6,   2342.5,2,   7.3163,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   3.1960,  27.1823
    49NZ20050525,  P10N,   132,  1,     25, X12037,2,20050528,1638, 40.5125, 145.0667, 5778,    800.8,2,   3.3687,2,   3.36824,2,  34.2634,2,  34.2633,2,    39.08,1,    802.9,2,    36.31,2,    39.47,2,   126.95,2,     0.40,    42.37,2,     0.15,     0.01,2,     0.01,    3.058,2,    0.018,    0.479,6,    0.251,6,    0.038,6,   2351.9,2,   2358.5,6,   7.3549,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   3.3136,  27.2680
    49NZ20050525,  P10N,   132,  1,     24, X12036,2,20050528,1638, 40.5125, 145.0667, 5778,    900.4,2,   3.0954,2,   3.09689,2,  34.3133,2,  34.3095,2,    36.17,1,    901.9,2,    34.41,2,    36.27,2,   135.77,2,     0.42,    42.80,2,     0.15,     0.01,2,     0.01,    3.088,2,    0.018,    0.365,2,    0.192,2,    0.033,2,   2364.0,2,   2370.8,2,   7.3509,6, -999.000,9, -999.000,   -999.0,9,   -999.0,   3.0346,  27.3337
    49NZ20050525,  P10N,   132,  1,     23, X12035,2,20050528,1638, 40.5125, 145.0667, 5778,   1000.1,2,   2.9417,2,   2.94088,2,  34.3436,2,  34.3417,6,    35.33,1,    999.7,2,    35.73,2,    35.74,2,   140.92,2,     0.43,    43.02,2,     0.15,     0.01,2,     0.01,    3.096,2,    0.018,    0.300,2,    0.150,2,    0.029,2,   2379.5,2,   2372.8,2,   7.3511,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   2.8745,  27.3724
    49NZ20050525,  P10N,   132,  1,     22, X12034,2,20050528,1638, 40.5125, 145.0667, 5778,   1201.8,2,   2.6593,2,   2.65912,2,  34.4292,2,  34.4288,2,    37.92,1,   1201.4,2,    39.38,2,    37.66,6,   150.17,2,     0.45,    43.00,2,     0.15,     0.01,2,     0.01,    3.092,2,    0.018,    0.131,2,    0.063,2,    0.027,2,   2384.0,2,   2388.5,2,   7.3684,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   2.5791,  27.4667
    49NZ20050525,  P10N,   132,  1,     21, X12033,2,20050528,1638, 40.5125, 145.0667, 5778,   1402.6,2,   2.4761,2,   2.47623,2,  34.4832,2,  34.4830,2,    41.57,1,   1401.5,2,    43.70,2,    41.88,2,   155.20,2,     0.46,    43.10,2,     0.15,     0.01,2,     0.01,    3.083,2,    0.018,    0.060,2,    0.024,2,    0.019,2,   2385.6,2,   2394.9,2,   7.3844,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   2.3822,  27.5266
    49NZ20050525,  P10N,   132,  1,     20, X12032,2,20050528,1638, 40.5125, 145.0667, 5778,   1600.7,2,   2.2932,2,   2.29313,2,  34.5224,2,  34.5225,2,    48.55,1,   1599.4,2,    51.11,2,    49.42,2,   159.31,2,     0.47,    42.76,2,     0.15,     0.01,2,     0.01,    3.047,2,    0.018,    0.043,2,    0.000,2,    0.009,2,   2380.6,2,   2405.2,2,   7.4002,6, -999.000,9, -999.000,   -999.0,9,   -999.0,   2.1857,  27.5742
    49NZ20050525,  P10N,   132,  1,     19, X12031,2,20050528,1638, 40.5125, 145.0667, 5778,   1802.1,2,   2.1157,2,   2.11557,2,  34.5582,2,  34.5581,2,    57.72,1,   1802.8,2,    59.39,2,    59.55,2,   162.80,2,     0.48,    42.19,2,     0.15,     0.01,2,     0.01,    2.999,2,    0.017,    0.023,2,    0.000,2,    0.000,2,   2380.4,2,   2406.6,2,   7.4211,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.9942,  27.6182
    49NZ20050525,  P10N,   132,  1,     18, X12030,2,20050528,1638, 40.5125, 145.0667, 5778,   1999.8,2,   1.9826,2,   1.98253,2,  34.5890,2,  34.5891,2,    69.35,1,   2000.1,2,    71.98,2,    72.16,2,   162.63,2,     0.48,    41.56,2,     0.15,     0.01,2,     0.01,    2.939,2,    0.017,    0.004,2,    0.000,2,    0.000,2,   2374.6,2,   2415.6,2,   7.4479,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.8466,  27.6543
    49NZ20050525,  P10N,   132,  1,     17, X12049,2,20050528,1638, 40.5125, 145.0667, 5778,   2202.2,2,   1.8768,2,   1.87669,2,  34.6082,2,  34.6081,6,    78.73,1,   2202.4,2,    82.82,2,    82.55,2,   162.50,2,     0.48,    40.95,2,     0.15,     0.01,2,     0.01,    2.856,3,    0.017,   -0.003,2,    0.000,2,    0.000,2,   2369.9,2,   2418.4,2,   7.4671,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.7252,  27.6790
    49NZ20050525,  P10N,   132,  1,     16, X12028,2,20050528,1638, 40.5125, 145.0667, 5778,   2399.8,2,   1.7690,2,   1.76874,2,  34.6275,2,  34.6276,2,    90.39,1,   2400.5,2,    94.39,2,    95.54,2,   161.97,2,     0.48,    40.05,2,     0.14,     0.00,2,     0.01,    2.826,2,    0.017,    0.003,2,    0.000,2,    0.000,2,   2363.3,6,   2421.6,2,   7.4938,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.6020,  27.7037
    49NZ20050525,  P10N,   132,  1,     15, X12027,2,20050528,1638, 40.5125, 145.0667, 5778,   2601.2,2,   1.6881,2,   1.68797,2,  34.6413,2,  34.6413,2,    99.96,1,   2601.6,2,   105.38,2,   106.06,2,   160.74,2,     0.47,    39.39,2,     0.14,     0.01,2,     0.01,    2.774,2,    0.017,   -0.003,2,    0.000,2,    0.000,2,   2356.9,2,   2417.7,3,   7.5124,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.5046,  27.7220
    49NZ20050525,  P10N,   132,  1,     14, X12026,2,20050528,1638, 40.5125, 145.0667, 5778,   2801.4,2,   1.6301,2,   1.62991,2,  34.6515,2,  34.6514,2,   107.95,1,   2802.1,2,   113.75,2,   115.10,2,   159.10,2,     0.47,    38.68,2,     0.14,     0.01,2,     0.01,    2.732,2,    0.017, -999.000,9, -999.000,9, -999.000,9,   2351.6,2,   2423.8,3,   7.5278,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.4293,  27.7356
    49NZ20050525,  P10N,   132,  1,     13, X12025,2,20050528,1638, 40.5125, 145.0667, 5778,   3000.5,2,   1.5912,2,   1.59098,2,  34.6589,2,  34.6592,2,   114.21,1,   3000.5,2,   121.71,2,   122.10,6,   157.77,2,     0.47,    38.24,2,     0.14,     0.00,2,     0.01,    2.694,2,    0.017, -999.000,9, -999.000,9, -999.000,9,   2347.1,2,   2422.5,2,   7.5413,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.3724,  27.7456
    49NZ20050525,  P10N,   132,  1,     12, X12024,2,20050528,1638, 40.5125, 145.0667, 5778,   3251.0,2,   1.5522,2,   1.55198,2,  34.6662,2,  34.6668,2,   120.61,1,   3250.8,2,   129.82,2,   129.29,2,   156.67,2,     0.46,    37.76,2,     0.14,     0.00,2,     0.01,    2.657,2,    0.017, -999.000,9, -999.000,9, -999.000,9,   2342.8,2,   2420.3,2,   7.5526,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.3099,  27.7559
    49NZ20050525,  P10N,   132,  1,     11, X12023,9,20050528,1638, 40.5125, 145.0667, 5778,   3500.2,2,   1.5226,2,   1.52253,2,  34.6724,2,-999.0000,9,   126.72,1,   3500.2,2,   136.06,2,  -999.00,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.2559,  27.7646
    49NZ20050525,  P10N,   132,  1,     10, X12022,2,20050528,1638, 40.5125, 145.0667, 5778,   3751.1,2,   1.5021,2,   1.50193,2,  34.6773,2,  34.6775,2,   131.94,1,   3751.0,2,   141.89,2,   141.65,2,   153.63,2,     0.46,    37.05,2,     0.14,     0.00,2,     0.01,    2.596,2,    0.016, -999.000,9, -999.000,9, -999.000,9,   2334.4,2,   2419.1,2,   7.5760,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.2099,  27.7718
    49NZ20050525,  P10N,   132,  1,      9, X12021,2,20050528,1638, 40.5125, 145.0667, 5778,   4001.5,2,   1.4881,2,   1.48789,2,  34.6815,2,  34.6821,2,   137.02,1,   4001.6,2,   146.65,2,   147.12,2,   151.52,2,     0.45,    36.61,2,     0.14,     0.01,2,     0.01,    2.555,2,    0.016, -999.000,9, -999.000,9, -999.000,9,   2330.8,2,   2422.5,3,   7.5899,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.1694,  27.7780
    49NZ20050525,  P10N,   132,  1,      8, X12020,2,20050528,1638, 40.5125, 145.0667, 5778,   4250.2,2,   1.4821,2,   1.48200,2,  34.6850,2,  34.6853,2,   141.22,1,   4250.3,2,   151.42,2,   151.40,2,   150.00,2,     0.45,    36.34,2,     0.13,     0.01,2,     0.01,    2.540,2,    0.016, -999.000,9, -999.000,9, -999.000,9,   2327.8,6,   2425.0,3,   7.5894,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.1361,  27.7831
    49NZ20050525,  P10N,   132,  1,      7, X12019,2,20050528,1638, 40.5125, 145.0667, 5778,   4500.5,2,   1.4857,2,   1.48551,2,  34.6875,2,  34.6885,2,   144.27,1,   4500.6,2,   154.37,2,   154.38,2,   149.97,2,     0.45,    36.13,2,     0.13,     0.01,2,     0.01,    2.527,2,    0.016, -999.000,9, -999.000,9, -999.000,9,   2325.9,2,   2419.0,6,   7.5942,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.1111,  27.7868
    49NZ20050525,  P10N,   132,  1,      6, X12018,2,20050528,1638, 40.5125, 145.0667, 5778,   4749.9,2,   1.4993,2,   1.49915,2,  34.6892,2,  34.6897,6,   146.71,1,   4749.9,2,   156.73,2,   156.63,2,   149.39,2,     0.45,    36.01,2,     0.13,     0.00,2,     0.01,    2.515,2,    0.016, -999.000,9, -999.000,9, -999.000,9,   2323.9,2,   2415.1,3,   7.5974,6, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.0951,  27.7892
    49NZ20050525,  P10N,   132,  1,      5, X12051,2,20050528,1638, 40.5125, 145.0667, 5778,   5000.6,2,   1.5150,2,   1.51491,2,  34.6908,2,  34.6912,2,   149.38,1,   5000.7,2,   159.45,2,   158.91,6,   148.15,2,     0.44,    35.82,2,     0.13,     0.01,2,     0.01,    2.495,2,    0.016, -999.000,9, -999.000,9, -999.000,9,   2322.3,2,   2416.9,2,   7.6012,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.0802,  27.7915
    49NZ20050525,  P10N,   132,  1,      4, X12016,2,20050528,1638, 40.5125, 145.0667, 5778,   5250.4,2,   1.5354,2,   1.53520,2,  34.6918,2,  34.6925,2,   152.01,1,   5250.5,2,   160.79,2,   161.12,2,   145.87,2,     0.44,    35.74,2,     0.13,     0.00,2,     0.01,    2.489,2,    0.016, -999.000,9, -999.000,9, -999.000,9,   2320.0,2,   2414.3,2,   7.6037,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.0691,  27.7931
    49NZ20050525,  P10N,   132,  1,      3, X12015,2,20050528,1638, 40.5125, 145.0667, 5778,   5500.2,2,   1.5597,2,   1.55964,2,  34.6929,2,  34.6927,2,   154.07,1,   5500.3,2,   162.25,2,   162.45,2,   145.07,2,     0.44,    35.60,2,     0.13,     0.00,2,     0.01,    2.482,2,    0.016, -999.000,9, -999.000,9, -999.000,9,   2317.4,2,   2417.8,3,-999.0000,5, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.0609,  27.7945
    49NZ20050525,  P10N,   132,  1,      2, X12014,2,20050528,1638, 40.5125, 145.0667, 5778,   5750.2,2,   1.5848,2,   1.58464,2,  34.6937,2,  34.6938,2,   156.55,1,   5750.2,2,   163.85,2,   163.86,2,   144.41,2,     0.44,    35.47,2,     0.13,     0.01,2,     0.01,    2.473,2,    0.016, -999.000,9, -999.000,9, -999.000,9,   2316.9,2,   2414.4,2,   7.6068,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.0527,  27.7957
    49NZ20050525,  P10N,   132,  1,      1, X12013,2,20050528,1638, 40.5125, 145.0667, 5778,   5899.5,2,   1.6038,2,   1.60378,2,  34.6940,2,  34.6937,6,   157.71,1,   5899.5,2,   163.28,2,  -999.00,5,   144.02,2,     0.44,    35.39,2,     0.13,     0.01,2,     0.01,    2.471,2,    0.016, -999.000,9, -999.000,9, -999.000,9,   2316.8,2,   2409.6,3,   7.6064,2, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.0513,  27.7960
    49NZ20050525,  P10N,   131,  1,      0,   -999,9,20050528,2254, 40.2638, 145.2532, 5530,   -999.0,9,-999.0000,9,-999.00000,9,-999.0000,9,  33.2307,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,  -999.00,9,  -999.00,  -999.00,9,  -999.00, -999.000,9, -999.000, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,-999.0000,-999.0000
    49NZ20050525,  P10N,   131,  1,     36, X12048,2,20050528,2254, 40.2638, 145.2532, 5530,      9.8,2,   9.3351,2,   9.37389,2,  33.2690,2,  33.2880,2,   321.59,1,      8.2,2,   340.59,2,   340.45,6,     1.15,2,     0.12,     2.31,2,     0.04,     0.12,2,     0.01,    0.464,2,    0.013,    4.729,2,    2.413,2,    0.432,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   9.3340,  25.7097
    49NZ20050525,  P10N,   131,  1,     35, X12047,2,20050528,2254, 40.2638, 145.2532, 5530,     49.9,2,   6.8466,2,   6.84737,2,  33.4637,2,  33.4994,2,   301.03,1,     52.6,2,   313.42,2,   314.38,2,     7.08,2,     0.13,     8.12,2,     0.06,     0.21,2,     0.01,    0.895,2,    0.013,    4.863,2,    2.465,2,    0.437,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   6.8422,  26.2299
    49NZ20050525,  P10N,   131,  1,     34, X12046,2,20050528,2254, 40.2638, 145.2532, 5530,    100.2,2,   7.2207,2,   7.21868,2,  33.8699,2,  33.8637,2,   266.12,1,     97.7,2,   283.43,2,   280.91,2,    18.37,2,     0.16,    12.76,2,     0.07,     0.05,2,     0.01,    1.036,2,    0.013,    4.336,2,    2.233,2,    0.358,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   7.2114,  26.4994
    49NZ20050525,  P10N,   131,  1,     33, X12003,2,20050528,2254, 40.2638, 145.2532, 5530,    149.8,2,   5.1446,2,   5.14075,2,  33.5945,2,  33.5973,2,   271.17,1,    147.5,2,   284.11,2,   285.62,2,    26.88,2,     0.18,    16.44,2,     0.08,     0.05,2,     0.01,    1.340,2,    0.014,    4.850,2,    2.440,2,    0.399,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   5.1331,  26.5458
    49NZ20050525,  P10N,   131,  1,     32, X12044,2,20050528,2254, 40.2638, 145.2532, 5530,    199.7,2,   4.1381,2,   4.13888,2,  33.5298,2,  33.5303,2,   254.21,1,    199.0,2,   274.38,2,   267.73,2,    40.16,2,     0.21,    21.23,2,     0.09,     0.03,2,     0.01,    1.698,2,    0.014,    4.756,2,    2.402,2,    0.392,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   4.1243,  26.6040
    49NZ20050525,  P10N,   131,  1,     31, X12043,2,20050528,2254, 40.2638, 145.2532, 5530,    251.2,2,   1.8467,2,   1.84526,2,  33.3292,2,  33.3284,2,   259.13,1,    247.2,2,   254.39,2,   275.09,2,    52.67,2,     0.23,    26.41,2,     0.11,     0.02,2,     0.01,    2.101,2,    0.015,    5.278,2,    2.664,2,    0.465,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.8340,  26.6455
    49NZ20050525,  P10N,   131,  1,     30, X12042,2,20050528,2254, 40.2638, 145.2532, 5530,    299.9,2,   2.0042,2,   2.00755,2,  33.3954,2,  33.4506,2,   233.67,1,    293.2,2,   220.64,2,   238.99,2,    58.94,2,     0.25,    28.54,2,     0.11,     0.02,2,     0.01,    2.242,2,    0.016,    4.733,2,    2.284,2,    0.385,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.9885,  26.6871
    49NZ20050525,  P10N,   131,  1,     29, X12041,2,20050528,2254, 40.2638, 145.2532, 5530,    399.9,2,   1.8466,2,   1.84637,2,  33.5023,2,  33.5078,2,   186.91,1,    399.1,2,   196.78,2,   197.28,2,    73.03,2,     0.28,    32.39,2,     0.12,     0.02,2,     0.01,    2.515,2,    0.016,    4.315,2,    2.076,2,    0.360,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   1.8258,  26.7848
    49NZ20050525,  P10N,   131,  1,     28, X12050,2,20050528,2254, 40.2638, 145.2532, 5530,    499.1,2,   2.7363,2,   2.73572,2,  33.7395,2,  33.7737,6,   119.55,1,    495.8,2,   119.23,2,   120.36,2,    90.83,2,     0.32,    37.60,2,     0.14,     0.02,2,     0.01,    2.805,2,    0.017,    2.795,2,    1.330,2,    0.194,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   2.7061,  26.9045
    49NZ20050525,  P10N,   131,  1,     27, X12039,2,20050528,2254, 40.2638, 145.2532, 5530,    598.7,2,   3.4993,2,   3.49955,2,  33.9738,2,  33.9744,2,    68.39,1,    597.6,2,    71.36,2,    70.33,2,   101.85,2,     0.34,    40.33,2,     0.15,     0.01,2,     0.01,    2.950,2,    0.017,    1.732,2,    0.813,2,    0.137,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   3.4587,  27.0234
    49NZ20050525,  P10N,   131,  1,     26, X12038,2,20050528,2254, 40.2638, 145.2532, 5530,    699.6,2,   3.7479,2,   3.74603,2,  34.1458,2,  34.1446,2,    52.84,1,    698.5,2,    53.69,2,    54.15,2,   110.54,2,     0.36,    40.69,2,     0.15,     0.01,2,     0.01,    2.967,2,    0.017,    0.973,2,    0.427,2,    0.063,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   3.6984,  27.1371
    49NZ20050525,  P10N,   131,  1,     25, X12037,2,20050528,2254, 40.2638, 145.2532, 5530,    800.4,2,   3.4763,2,   3.47661,2,  34.2119,2,  34.2126,2,    41.81,1,    799.1,2,    42.73,2,    41.97,2,   121.68,2,     0.39,    41.87,2,     0.15,     0.01,2,     0.01,    3.044,2,    0.018,    0.660,2,    0.312,2,    0.045,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   3.4206,  27.2168
    49NZ20050525,  P10N,   131,  1,     24, X12036,2,20050528,2254, 40.2638, 145.2532, 5530,    899.5,2,   3.0019,2,   3.00170,2,  34.2451,2,  34.2460,2,    28.97,1,    898.6,2,    29.09,2,    27.93,2,   136.22,2,     0.42,    43.49,2,     0.15,     0.01,2,     0.01,    3.140,2,    0.018,    0.529,2,    0.251,2,    0.046,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   2.9419,  27.2877
    49NZ20050525,  P10N,   131,  1,     23, X12035,2,20050528,2254, 40.2638, 145.2532, 5530,   1001.5,2,   2.9241,2,   2.92407,2,  34.2847,2,  34.2855,6,    28.13,1,   1000.8,2,    27.93,2,    27.13,2,   140.79,2,     0.43,    43.57,2,     0.15,     0.01,2,     0.01,    3.156,2,    0.018,    0.158,2,    0.079,2,    0.053,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   2.8571,  27.3269
    49NZ20050525,  P10N,   131,  1,     22, X12034,2,20050528,2254, 40.2638, 145.2532, 5530,   1199.7,2,   2.8266,2,   2.82636,2,  34.4061,2,  34.4067,2,    37.74,1,   1198.3,2,    37.48,2,    37.49,6,   145.62,2,     0.44,    42.74,2,     0.15,     0.01,2,     0.01,    3.098,2,    0.018,    0.426,3,    0.161,3,    0.059,2,   -999.0,9,   -999.0,9,-999.0000,9, -999.000,9, -999.000,   -999.0,9,   -999.0,   2.7451,  27.4338
