BOTTLE,20081219PRINUNIVRMKPRINUNIVRMK
# 9/27/07 file initialized 
# Ship: Tangaroa 
# Cruise: JARE44; SR03 
# Dates: 2/17-3/12/2003 
# EXPOCODE: 61TG20030217 
# Region: SR03; Southern Ocean meridional section on 140E from 66-61S 
# Chief Scientist: T. Odate 
# 11 stations;  with 24 place Rosette 
# Station number conversions: 
# 6.1->61 
# 6.2->62 
# 7.1->71 
# K->8 
# slope6->9 
# Hydro: Who - s.Ushio; Status - final  
# 	Notes: 	 
# Nuts/O2: Who - K.Sasaki; Status - final  
# 	Notes: includes ammonium but no phosphate 
# TCO2: Who - M. Ishii; Status - final  
# 	Notes: Samples returned to shore for analysis.  
# 	Corrected to Japanese prepared RM which were back-referenced to Dickson CRM #58 
# CFC: Who - K. Sasaki; Status - no data yet  
# 	Notes: Samples returned to shore for analysis 
# C-13: Who - ; Status - no data yet  
# 	Notes: Samples returned to shore for analysis 
# Other: Chloroa; Phaeo. 
# References: 
# Preliminary report on the 44th Japanese Antarctic Research Expedition Marine Science Cruise by Research Vessel Tangaroa, National Institute of Polar Research.  
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,CHLORA,CHLORA_FLAG_W,PHAEO,PHAEO_FLAG_W,THETA
,,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UG/L,,UG/L,,DEGC
  61TG20030217,  SR03,    61,  1,     15,     15,2,20030228,1535,-65.0817, 139.8502, 2808,    151.6,  -0.7980,  34.4680,2,  34.4734,2,    272.6,2,    77.50,2,    31.29,2,     0.01,2,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.8025
  61TG20030217,  SR03,    61,  1,     14,     14,2,20030228,1535,-65.0817, 139.8502, 2808,    200.6,  -0.2330,  34.5400,2,  34.5497,2,    249.2,2,    77.60,2,    31.29,2,     0.01,2,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.2400
  61TG20030217,  SR03,    61,  1,     12,     12,2,20030228,1535,-65.0817, 139.8502, 2808,    299.9,   0.6870,  34.6410,2,  34.6496,2,    218.6,2,    85.50,2,    31.39,2,     0.01,2,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.6739
  61TG20030217,  SR03,    61,  1,     10,     10,2,20030228,1535,-65.0817, 139.8502, 2808,    505.5,   0.7310,  34.6730,2,  34.6791,2,    213.0,2,    94.40,2,    31.39,2,     0.01,2,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.7078
  61TG20030217,  SR03,    61,  1,      2,      2,2,20030228,1535,-65.0817, 139.8502, 2808,    706.7,   0.6380,  34.6830,2,  34.6890,2,    211.2,2,   103.70,2,    31.70,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.6049
  61TG20030217,  SR03,    61,  1,      8,      8,2,20030228,1535,-65.0817, 139.8502, 2808,   1011.3,   0.5650,  34.6890,2,  34.6963,2,    209.6,2,   112.50,2,    32.10,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.5155
  61TG20030217,  SR03,    61,  1,      7,      7,2,20030228,1535,-65.0817, 139.8502, 2808,   1520.7,   0.1280,  34.6710,2,  34.6819,2,    220.6,2,   113.00,2,    32.20,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.0523
  61TG20030217,  SR03,    61,  1,      6,      6,2,20030228,1535,-65.0817, 139.8502, 2808,   2029.9,  -0.2050,  34.6470,2,  34.6537,2,    235.1,2,   102.80,2,    31.90,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.3095
  61TG20030217,  SR03,    61,  1,      5,      5,2,20030228,1535,-65.0817, 139.8502, 2808,   2539.7,  -0.2450,  34.6580,2,-999.0000,9,    235.5,2,   103.80,2,    31.69,2,     0.01,2,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.3859
  61TG20030217,  SR03,    61,  1,      1,      1,2,20030228,1535,-65.0817, 139.8502, 2808,   2766.8,  -0.2620,  34.6560,2,  34.6622,2,    236.8,2,   103.50,2,    31.90,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.4204
  61TG20030217,  SR03,     5,  2,     24,     24,2,20030304, 150,-63.9944, 139.9879, 3693,     10.5,   1.7640,  33.7730,2,  33.7789,2,    332.0,2,    24.50,2,    26.06,2,     0.34,2,     -999,9,   2142.6,2,     0.46,2,     0.07,2,   1.7635
  61TG20030217,  SR03,     5,  2,     22,     22,2,20030304, 150,-63.9944, 139.9879, 3693,     32.3,   1.7480,  33.7730,2,  33.7805,2,    333.0,2,    24.60,2,    26.06,2,     0.34,2,     -999,9,   2142.1,2,     0.48,2,     0.02,2,   1.7464
  61TG20030217,  SR03,     5,  2,     20,     20,2,20030304, 150,-63.9944, 139.9879, 3693,     52.2,  -0.2320,  34.0760,2,  34.0344,2,    304.7,2,    42.80,2,    29.85,2,     0.15,2,     -999,9,   2191.4,2,     0.39,2,     0.09,2,  -0.2337
  61TG20030217,  SR03,     5,  2,     18,     18,2,20030304, 150,-63.9944, 139.9879, 3693,     79.7,   1.6750,  34.4400,2,  34.4506,2,    189.0,2,    67.40,2,    34.89,2,     0.11,2,     -999,9,   2248.5,2,     0.44,2,     0.17,2,   1.6710
  61TG20030217,  SR03,     5,  2,     17,     17,2,20030304, 150,-63.9944, 139.9879, 3693,     98.5,   1.9040,  34.5050,2,  34.5109,2,    177.3,2,    71.80,2,    34.98,2,     0.02,2,     -999,9,   2255.1,2,     0.14,2,     0.05,2,   1.8989
  61TG20030217,  SR03,     5,  2,     16,     16,2,20030304, 150,-63.9944, 139.9879, 3693,    125.0,   1.8400,  34.5280,2,  34.5330,2,    175.7,2,    73.60,2,    34.88,2,     0.02,2,     -999,9,   2256.1,2,     0.11,2,     0.04,2,   1.8336
  61TG20030217,  SR03,     5,  2,     15,     15,2,20030304, 150,-63.9944, 139.9879, 3693,    149.7,   1.9290,  34.5640,2,  34.5703,2,    173.0,2,    75.70,2,    34.50,2,  -999.00,9,     -999,9,   2257.2,2,     0.02,2,     0.02,2,   1.9211
  61TG20030217,  SR03,     5,  2,     14,     14,2,20030304, 150,-63.9944, 139.9879, 3693,    204.9,   1.8940,  34.6090,2,  34.6111,2,    173.4,2,    78.40,2,    34.10,2,  -999.00,9,     -999,9,   2258.2,2,     0.01,2,     0.01,2,   1.8832
  61TG20030217,  SR03,     5,  2,     12,     12,2,20030304, 150,-63.9944, 139.9879, 3693,    306.7,   1.9470,  34.6630,2,  34.6699,2,    177.0,2,    80.40,2,    32.80,2,  -999.00,9,     -999,9,   2254.3,2,     0.01,2,     0.01,2,   1.9304
  61TG20030217,  SR03,     5,  2,     10,     10,2,20030304, 150,-63.9944, 139.9879, 3693,    505.7,   1.8950,  34.7120,2,  34.7222,2,    187.2,2,    82.90,2,    31.50,2,  -999.00,9,     -999,9,   2250.9,2,  -999.00,9,  -999.00,9,   1.8669
  61TG20030217,  SR03,     5,  2,      2,      2,2,20030304, 150,-63.9944, 139.9879, 3693,    711.5,   1.7680,  34.7330,2,  34.7384,2,    191.6,2,    86.40,2,    30.80,2,  -999.00,9,     -999,9,   2249.2,2,  -999.00,9,  -999.00,9,   1.7280
  61TG20030217,  SR03,     5,  2,      8,      8,2,20030304, 150,-63.9944, 139.9879, 3693,   1014.0,   1.5000,  34.7350,2,  34.7423,2,    197.8,2,    93.70,2,    30.60,2,  -999.00,9,     -999,9,   2249.1,2,  -999.00,9,  -999.00,9,   1.4426
  61TG20030217,  SR03,     5,  2,      7,      7,2,20030304, 150,-63.9944, 139.9879, 3693,   1521.9,   1.0360,  34.7170,2,  34.7268,2,    203.7,2,   107.60,2,    31.30,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.9491
  61TG20030217,  SR03,     5,  2,      6,      6,2,20030304, 150,-63.9944, 139.9879, 3693,   2030.3,   0.5470,  34.6870,2,  34.6892,2,    212.3,2,   115.60,2,    31.90,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.4304
  61TG20030217,  SR03,     5,  2,      5,      5,2,20030304, 150,-63.9944, 139.9879, 3693,   2541.3,   0.2200,  34.6740,2,  34.6803,2,    219.9,2,   118.80,2,    32.00,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.0698
  61TG20030217,  SR03,     5,  2,      4,      4,2,20030304, 150,-63.9944, 139.9879, 3693,   3048.5,  -0.0090,  34.6670,2,  34.6744,2,    228.2,2,   121.10,2,    32.09,2,     0.01,2,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.1964
  61TG20030217,  SR03,     5,  2,      3,      3,2,20030304, 150,-63.9944, 139.9879, 3693,   3563.6,  -0.3210,  34.6440,2,  34.6508,2,    244.8,2,   104.00,2,    31.60,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.5464
  61TG20030217,  SR03,     5,  2,      1,      1,2,20030304, 150,-63.9944, 139.9879, 3693,   3694.7,  -0.4180,  34.6360,2,  34.6406,2,    250.4,2,   100.30,2,    31.49,2,     0.01,2,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.6528
  61TG20030217,  SR03,     4,  1,     24,     24,2,20030305, 350,-63.2506, 140.0002, 3810,     10.2,   1.5180,  33.7680,2,  33.7769,2,    331.9,2,    31.70,2,    26.46,2,     0.34,2,     -999,9,   2145.8,2,     0.26,2,     0.03,2,   1.5175
  61TG20030217,  SR03,     4,  1,     22,     22,2,20030305, 350,-63.2506, 140.0002, 3810,     30.2,   1.4260,  33.7910,2,  33.7946,2,    332.0,2,    32.20,2,    26.57,2,     0.33,2,     -999,9,   2148.5,2,     0.27,2,     0.03,2,   1.4246
  61TG20030217,  SR03,     4,  1,     20,     20,2,20030305, 350,-63.2506, 140.0002, 3810,     51.9,  -0.3630,  34.0780,2,  34.1119,2,    320.9,2,    46.80,2,    28.85,2,     0.15,2,     -999,9,   2183.9,2,     0.54,2,     0.04,2,  -0.3646
  61TG20030217,  SR03,     4,  1,     18,     18,2,20030305, 350,-63.2506, 140.0002, 3810,     81.5,   0.1350,  34.3440,2,  34.3934,2,    240.6,2,    64.10,2,    31.81,2,     0.19,2,     -999,9,   2227.2,2,     0.58,2,     0.23,2,   0.1320
  61TG20030217,  SR03,     4,  1,     17,     17,2,20030305, 350,-63.2506, 140.0002, 3810,    100.3,   1.0590,  34.4730,2,  34.4744,2,    209.6,2,    70.00,2,    33.34,2,     0.26,2,     -999,9,   2240.4,2,     0.50,2,     0.30,2,   1.0545
  61TG20030217,  SR03,     4,  1,     16,     16,2,20030305, 350,-63.2506, 140.0002, 3810,    124.4,   1.2730,  34.5270,2,-999.0000,9,    193.3,2,    75.00,2,    33.74,2,     0.06,2,     -999,9,   2249.5,2,     0.15,2,     0.07,2,   1.2672
  61TG20030217,  SR03,     4,  1,     15,     15,2,20030305, 350,-63.2506, 140.0002, 3810,    151.0,   1.6040,  34.5940,2,  34.6081,2,    183.9,2,    78.20,2,    33.69,2,     0.01,2,     -999,9,   2253.0,2,     0.04,2,     0.03,2,   1.5965
  61TG20030217,  SR03,     4,  1,     14,     14,2,20030305, 350,-63.2506, 140.0002, 3810,    202.0,   1.7260,  34.6430,2,  34.6486,2,    181.3,2,    80.80,2,    33.00,2,  -999.00,9,     -999,9,   2254.9,2,     0.02,2,     0.02,2,   1.7156
  61TG20030217,  SR03,     4,  1,     12,     12,2,20030305, 350,-63.2506, 140.0002, 3810,    301.8,   1.7400,  34.6810,2,-999.0000,9,    185.0,2,    82.30,2,    32.10,2,  -999.00,9,     -999,9,   2251.4,2,     0.01,2,     0.02,2,   1.7242
  61TG20030217,  SR03,     4,  1,     10,     10,2,20030305, 350,-63.2506, 140.0002, 3810,    505.3,   1.5830,  34.7070,2,-999.0000,9,    193.2,2,    85.70,2,    31.30,2,  -999.00,9,     -999,9,   2249.3,2,  -999.00,9,  -999.00,9,   1.5563
  61TG20030217,  SR03,     4,  1,      2,      2,2,20030305, 350,-63.2506, 140.0002, 3810,    707.0,   1.4980,  34.7230,2,  34.7294,2,    196.8,2,    90.30,2,    30.80,2,  -999.00,9,     -999,9,   2248.3,2,  -999.00,9,  -999.00,9,   1.4598
  61TG20030217,  SR03,     4,  1,      8,      8,2,20030305, 350,-63.2506, 140.0002, 3810,   1013.4,   1.2520,  34.7210,2,  34.7279,2,    201.1,2,    97.50,2,    30.90,2,  -999.00,9,     -999,9,   2249.3,2,  -999.00,9,  -999.00,9,   1.1967
  61TG20030217,  SR03,     4,  1,      7,      7,2,20030305, 350,-63.2506, 140.0002, 3810,   1520.1,   0.8430,  34.7030,2,  34.8286,0,    206.3,2,   109.40,2,    31.60,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.7586
  61TG20030217,  SR03,     4,  1,      6,      6,2,20030305, 350,-63.2506, 140.0002, 3810,   2030.8,   0.4830,  34.6870,2,  34.6917,2,    211.2,2,   118.70,2,    32.10,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3674
  61TG20030217,  SR03,     4,  1,      5,      5,2,20030305, 350,-63.2506, 140.0002, 3810,   2540.0,   0.2050,  34.6760,2,  34.6825,2,    220.2,2,   122.00,2,    32.30,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.0552
  61TG20030217,  SR03,     4,  1,      4,      4,2,20030305, 350,-63.2506, 140.0002, 3810,   3051.0,  -0.0190,  34.6660,2,  34.6721,2,    228.5,2,   119.50,2,    32.00,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.2064
  61TG20030217,  SR03,     4,  1,      3,      3,2,20030305, 350,-63.2506, 140.0002, 3810,   3564.0,  -0.3130,  34.6430,2,  34.6488,2,    245.0,2,   102.90,2,    31.80,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.5386
  61TG20030217,  SR03,     4,  1,      1,      1,2,20030305, 350,-63.2506, 140.0002, 3810,   3806.4,  -0.4470,  34.6320,2,-999.0000,9,    252.2,2,    99.90,2,    31.49,2,     0.01,2,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.6914
  61TG20030217,  SR03,     3,  1,     24,     24,2,20030305,1135,-62.5036, 140.0031, 3935,      9.5,   1.9110,  33.7830,2,  33.7909,2,   -999.0,9,    28.80,2,    26.44,2,     0.36,2,     -999,9,   2145.5,2,     0.34,2,     0.09,2,   1.9105
  61TG20030217,  SR03,     3,  1,     23,     23,2,20030305,1135,-62.5036, 140.0031, 3935,     20.0,   1.9090,  33.7820,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   1.9080
  61TG20030217,  SR03,     3,  1,     22,     22,2,20030305,1135,-62.5036, 140.0031, 3935,     30.8,   1.9090,  33.7830,2,  33.7916,2,   -999.0,9,    28.90,2,    26.34,2,     0.36,2,     -999,9,   2145.2,2,     0.35,2,     0.04,2,   1.9075
  61TG20030217,  SR03,     3,  1,     21,     21,2,20030305,1135,-62.5036, 140.0031, 3935,     39.4,   1.7560,  33.8090,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   1.7541
  61TG20030217,  SR03,     3,  1,     20,     20,2,20030305,1135,-62.5036, 140.0031, 3935,     50.6,   0.7690,  33.9760,2,-999.0000,9,   -999.0,9,    36.30,2,    27.86,2,     0.24,2,     -999,9,   2166.7,2,     0.54,2,     0.05,2,   0.7669
  61TG20030217,  SR03,     3,  1,     19,     19,2,20030305,1135,-62.5036, 140.0031, 3935,     59.9,   0.2290,  34.1160,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.2268
  61TG20030217,  SR03,     3,  1,     18,     18,2,20030305,1135,-62.5036, 140.0031, 3935,     81.9,   0.7580,  34.2930,2,  34.3232,2,    249.7,2,    56.60,2,    31.67,2,     0.13,2,     -999,9,   2217.1,2,     0.71,2,     0.19,2,   0.7546
  61TG20030217,  SR03,     3,  1,     17,     17,2,20030305,1135,-62.5036, 140.0031, 3935,    100.7,   1.2850,  34.4130,2,  34.4254,2,    213.0,2,    64.50,2,    33.17,2,     0.13,2,     -999,9,   2233.9,2,     0.75,2,     0.32,2,   1.2803
  61TG20030217,  SR03,     3,  1,     16,     16,2,20030305,1135,-62.5036, 140.0031, 3935,    126.1,   1.7650,  34.5100,2,  34.5180,2,    181.2,2,    72.40,2,    34.62,2,     0.18,2,     -999,9,   2251.8,2,     0.35,2,     0.21,2,   1.7586
  61TG20030217,  SR03,     3,  1,     15,     15,2,20030305,1135,-62.5036, 140.0031, 3935,    151.2,   1.7740,  34.5500,2,  34.5532,2,    178.7,2,    75.10,2,    34.56,2,     0.14,2,     -999,9,   2250.9,2,     0.24,2,     0.13,2,   1.7663
  61TG20030217,  SR03,     3,  1,     14,     14,2,20030305,1135,-62.5036, 140.0031, 3935,    205.1,   1.9130,  34.6010,2,  34.6067,2,    172.7,2,    77.90,2,    34.19,2,     0.01,2,     -999,9,   2254.9,2,     0.03,2,     0.03,2,   1.9022
  61TG20030217,  SR03,     3,  1,     13,     13,2,20030305,1135,-62.5036, 140.0031, 3935,    253.2,   1.8820,  34.6260,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   1.8686
  61TG20030217,  SR03,     3,  1,     12,     12,2,20030305,1135,-62.5036, 140.0031, 3935,    305.3,   1.9200,  34.6540,2,  34.6630,2,    177.1,2,    80.30,2,    32.90,2,  -999.00,9,     -999,9,   2212.2,4,     0.01,2,     0.01,2,   1.9035
  61TG20030217,  SR03,     3,  1,     11,     11,2,20030305,1135,-62.5036, 140.0031, 3935,    404.5,   1.7730,  34.6720,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   1.7513
  61TG20030217,  SR03,     3,  1,     10,     10,2,20030305,1135,-62.5036, 140.0031, 3935,    506.8,   1.7670,  34.6940,2,  34.7004,2,    229.4,2,    83.40,2,    31.90,2,  -999.00,9,     -999,9,   2249.8,2,  -999.00,9,  -999.00,9,   1.7394
  61TG20030217,  SR03,     3,  1,      2,      2,2,20030305,1135,-62.5036, 140.0031, 3935,    706.6,   1.7070,  34.7230,2,  34.7299,2,    191.1,2,    86.90,2,    31.10,2,  -999.00,9,     -999,9,   2246.6,2,  -999.00,9,  -999.00,9,   1.6677
  61TG20030217,  SR03,     3,  1,      8,      8,2,20030305,1135,-62.5036, 140.0031, 3935,   1011.6,   1.5080,  34.7320,2,-999.0000,9,    196.9,2,    92.80,2,    30.70,2,  -999.00,9,     -999,9,   2248.4,2,  -999.00,9,  -999.00,9,   1.4507
  61TG20030217,  SR03,     3,  1,      7,      7,2,20030305,1135,-62.5036, 140.0031, 3935,   1523.5,   1.1000,  34.7190,2,  34.7285,2,    202.7,2,   105.90,2,    31.20,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   1.0122
  61TG20030217,  SR03,     3,  1,      6,      6,2,20030305,1135,-62.5036, 140.0031, 3935,   2030.2,   0.7200,  34.6990,2,  34.6681,2,    208.2,2,   116.20,2,    31.90,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.6008
  61TG20030217,  SR03,     3,  1,      5,      5,2,20030305,1135,-62.5036, 140.0031, 3935,   2538.2,   0.3580,  34.6820,2,  34.6898,2,    215.9,2,   125.00,2,    32.20,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.2054
  61TG20030217,  SR03,     3,  1,      4,      4,2,20030305,1135,-62.5036, 140.0031, 3935,   3049.2,   0.1520,  34.6740,2,-999.0000,9,    222.9,2,   124.90,2,    32.20,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.0391
  61TG20030217,  SR03,     3,  1,      3,      3,2,20030305,1135,-62.5036, 140.0031, 3935,   3563.8,  -0.0720,  34.6630,2,  34.6707,2,    231.8,2,   121.40,2,    32.10,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.3040
  61TG20030217,  SR03,     3,  1,      1,      1,2,20030305,1135,-62.5036, 140.0031, 3935,   3971.6,  -0.2970,  34.6390,2,  34.6494,2,    245.1,2,   107.10,2,    31.64,2,     0.06,2,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.5617
  61TG20030217,  SR03,     2,  1,     24,     24,2,20030305,1835,-61.7483, 140.0094, 4307,     10.2,   2.9480,  33.8050,2,  33.8109,2,    324.0,2,    17.50,2,    25.57,2,     0.33,2,     -999,9,   2141.4,2,     0.11,2,     0.03,2,   2.9474
  61TG20030217,  SR03,     2,  1,     22,     22,2,20030305,1835,-61.7483, 140.0094, 4307,     31.7,   2.7440,  33.8120,2,  33.8208,2,    328.5,2,    17.10,2,    25.49,2,     0.31,2,     -999,9,   2142.6,2,     0.23,2,     0.01,2,   2.7422
  61TG20030217,  SR03,     2,  1,     20,     20,2,20030305,1835,-61.7483, 140.0094, 4307,     47.9,   2.4520,  33.8140,2,  33.8263,2,    330.1,2,    17.30,2,    25.50,2,     0.30,2,     -999,9,   2144.0,2,     0.28,2,     0.02,2,   2.4494
  61TG20030217,  SR03,     2,  1,     18,     18,2,20030305,1835,-61.7483, 140.0094, 4307,     80.3,  -0.5110,  33.9420,2,  33.9624,2,    332.8,2,    28.90,2,    28.21,2,     0.19,2,     -999,9,   2169.3,2,     0.30,2,     0.06,2,  -0.5134
  61TG20030217,  SR03,     2,  1,     17,     17,2,20030305,1835,-61.7483, 140.0094, 4307,     99.6,   0.3190,  34.1340,2,  34.1113,2,    283.9,2,    41.40,2,    31.11,2,     0.29,2,     -999,9,   2194.5,2,     0.47,2,     0.20,2,   0.3152
  61TG20030217,  SR03,     2,  1,     16,     16,2,20030305,1835,-61.7483, 140.0094, 4307,    125.9,   1.5820,  34.3440,2,-999.0000,9,    204.3,2,    60.00,2,    34.77,2,     0.03,2,     -999,9,   2240.8,2,     0.27,2,     0.13,2,   1.5758
  61TG20030217,  SR03,     2,  1,     15,     15,2,20030305,1835,-61.7483, 140.0094, 4307,    151.3,   2.0010,  34.4360,2,  34.4392,2,    183.9,2,    66.10,2,    35.30,2,  -999.00,9,     -999,9,   2246.7,2,     0.03,2,     0.02,2,   1.9930
  61TG20030217,  SR03,     2,  1,     14,     14,2,20030305,1835,-61.7483, 140.0094, 4307,    203.3,   2.1510,  34.5120,2,  34.5194,2,    173.0,2,    71.10,2,    35.00,2,  -999.00,9,     -999,9,   2252.1,2,     0.01,2,     0.01,2,   2.1399
  61TG20030217,  SR03,     2,  1,     12,     12,2,20030305,1835,-61.7483, 140.0094, 4307,    303.0,   2.1530,  34.5960,2,  34.6044,2,    171.3,2,    75.90,2,    33.90,2,  -999.00,9,     -999,9,   2254.4,2,     0.01,2,     0.01,2,   2.1361
  61TG20030217,  SR03,     2,  1,     10,     10,2,20030305,1835,-61.7483, 140.0094, 4307,    506.4,   2.0850,  34.6800,2,  34.6854,2,    178.6,2,    79.50,2,    32.30,2,  -999.00,9,     -999,9,   2250.4,2,  -999.00,9,  -999.00,9,   2.0562
  61TG20030217,  SR03,     2,  1,      2,      2,2,20030305,1835,-61.7483, 140.0094, 4307,    708.9,   1.9430,  34.7160,2,  34.7240,2,    185.6,2,    82.40,2,    31.40,2,  -999.00,9,     -999,9,   2248.6,2,  -999.00,9,  -999.00,9,   1.9022
  61TG20030217,  SR03,     2,  1,      8,      8,2,20030305,1835,-61.7483, 140.0094, 4307,   1011.6,   1.7570,  34.7350,2,  34.7427,2,    193.0,2,    87.30,2,    30.60,2,  -999.00,9,     -999,9,   2249.0,2,  -999.00,9,  -999.00,9,   1.6977
  61TG20030217,  SR03,     2,  1,      7,      7,2,20030305,1835,-61.7483, 140.0094, 4307,   1517.8,   1.3180,  34.7280,2,  34.7358,2,    200.6,2,    99.90,2,    31.00,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   1.2280
  61TG20030217,  SR03,     2,  1,      6,      6,2,20030305,1835,-61.7483, 140.0094, 4307,   2030.1,   0.9410,  34.7100,2,  34.7171,2,    205.0,2,   111.10,2,    31.60,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.8182
  61TG20030217,  SR03,     2,  1,      5,      5,2,20030305,1835,-61.7483, 140.0094, 4307,   2539.5,   0.5620,  34.6910,2,  34.6986,2,    211.4,2,   120.60,2,    32.20,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.4053
  61TG20030217,  SR03,     2,  1,      4,      4,2,20030305,1835,-61.7483, 140.0094, 4307,   3049.5,   0.2910,  34.6790,2,  34.6864,2,    219.3,2,   125.90,2,    32.30,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.0966
  61TG20030217,  SR03,     2,  1,      3,      3,2,20030305,1835,-61.7483, 140.0094, 4307,   3563.9,   0.0940,  34.6700,2,  34.6782,2,    226.1,2,   126.90,2,    32.30,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.1424
  61TG20030217,  SR03,     2,  1,      1,      1,2,20030305,1835,-61.7483, 140.0094, 4307,   4353.8,  -0.3080,  34.6360,2,  34.6449,2,    246.6,2,   109.00,2,    31.70,2,  -999.00,9,     -999,9,   -999.0,9,  -999.00,9,  -999.00,9,  -0.6107
  61TG20030217,  SR03,     1,  1,     24,     24,2,20030306, 348,-61.0002, 140.0000, 4385,     10.6,   3.6000,  33.7810,2,  33.7887,2,    321.4,2,     4.50,2,    24.33,2,     0.27,2,     -999,9,   2127.9,2,     0.14,2,     0.01,2,   3.5993
  61TG20030217,  SR03,     1,  1,     22,     22,2,20030306, 348,-61.0002, 140.0000, 4385,     30.5,   3.6000,  33.7850,2,  33.7928,2,    321.8,2,     4.60,2,    24.23,2,     0.27,2,     -999,9,   2126.7,2,     0.14,2,     0.01,2,   3.5981
  61TG20030217,  SR03,     1,  1,     20,     20,2,20030306, 348,-61.0002, 140.0000, 4385,     49.6,   3.4770,  33.7860,2,  33.7971,2,    325.1,2,     3.80,2,    24.33,2,     0.27,2,     -999,9,   2128.7,2,     0.39,2,     0.04,2,   3.4739
  61TG20030217,  SR03,     1,  1,     18,     18,2,20030306, 348,-61.0002, 140.0000, 4385,     80.1,   0.5470,  33.8670,2,  33.8732,2,    336.4,2,    16.20,2,    26.87,2,     0.23,2,     -999,9,   2152.4,2,     0.81,2,     0.25,2,   0.5439
  61TG20030217,  SR03,     1,  1,     17,     17,2,20030306, 348,-61.0002, 140.0000, 4385,    101.2,   0.1100,  33.9180,2,  33.9151,2,    325.8,2,    23.60,2,    28.24,2,     0.26,2,     -999,9,   2164.3,2,     0.68,2,     0.18,2,   0.1064
