EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,CHLORA,CHLORA_FLAG_W,HELIUM,HELIER,HELIUM_FLAG_W,DELHE3,DELHER,DELHE3_FLAG_W,NEON,NEONE,NEON_FLAG_W,THETA
,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,UG/L,,NMOL/KG,NMOL/KG,,PERCNT,PERCNT,,NMOL/KG,NMOL/KG,,DEG C
  06MT20010717,   326,  1,     10,2,20010722,0000, 61.0150, -22.1520, 2079,   1313.3,   4.0979,  34.9693,2,    271.4,2,     9.82,2,    16.58,2,     0.00,2,     0.84,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.9935
  06MT20010717,   326,  1,      9,2,20010722,0000, 61.0150, -22.1520, 2079,   1414.8,   3.7923,  34.9472,2,    276.8,2,     9.95,2,    16.19,2,     0.00,2,     0.81,2,    2.817,2,    1.425,2,   2153.9,2,   2305.1,2,   7.7364,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.6821
  06MT20010717,   326,  1,      8,2,20010722,0000, 61.0150, -22.1520, 2079,   1516.9,   3.5960,  34.9395,2,    279.6,2,     9.95,2,    16.34,2,     0.00,2,     0.79,2,    2.866,2,    1.434,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.4789
  06MT20010717,   326,  1,      7,2,20010722,0000, 61.0150, -22.1520, 2079,   1668.8,   3.3693,  34.9420,2,    280.1,2,    10.43,2,    16.10,2,     0.00,2,     0.78,2,    2.689,2,    1.322,2,   2154.5,2,   2310.5,2,   7.7394,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.2415
  06MT20010717,   326,  1,      6,2,20010722,0000, 61.0150, -22.1520, 2079,   1822.2,   3.1937,  34.9781,2,    277.3,2,    10.65,2,    15.67,2,     0.00,2,     0.78,2,    2.627,2,    1.298,2,   2157.3,2,   2312.4,2,   7.7374,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.0543
  06MT20010717,   326,  1,      5,2,20010722,0000, 61.0150, -22.1520, 2079,   1922.2,   2.8603,  34.9669,2,    274.9,2,    13.60,3,    16.13,2,     0.00,2,     0.81,2,    2.275,2,    1.118,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.7167
  06MT20010717,   326,  1,      4,2,20010722,0000, 61.0150, -22.1520, 2079,   2021.7,   2.4976,  34.9722,2,    283.2,2,    10.59,2,    15.21,2,     0.01,2,     0.77,2,    2.780,2,    1.394,2,   2159.6,2,   2310.9,2,   7.7305,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.3505
  06MT20010717,   326,  1,      3,2,20010722,0000, 61.0150, -22.1520, 2079,   2022.5,   2.5137,  34.9723,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    2.801,2,    1.399,2,   2159.8,2,   2305.9,2,   7.7315,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.3663
  06MT20010717,   326,  1,      2,2,20010722,0000, 61.0150, -22.1520, 2079,   2067.9,   2.4950,  34.9721,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.3439
  06MT20010717,   326,  1,      1,2,20010722,0000, 61.0150, -22.1520, 2079,   2069.4,   2.4948,  34.9720,2,    282.9,2,    10.64,2,    14.97,2,     0.01,2,     0.75,2,    2.816,2,    1.384,2,   2157.9,2,   2312.7,2,   7.7305,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.3436
  06MT20010717,   327,  1,     22,2,20010722,0000, 60.7820, -21.8500, 2331,     13.4,  12.1823,  35.1694,2,    271.2,2,     0.61,2,     4.53,2,     0.10,2,     0.19,2,    3.434,2,    1.858,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,  12.1805
  06MT20010717,   327,  1,     21,2,20010722,0000, 60.7820, -21.8500, 2331,    101.4,   8.9911,  35.2110,2,    263.3,2,     4.74,2,    12.51,2,     0.02,2,     0.48,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   8.9801
  06MT20010717,   327,  1,     20,2,20010722,0000, 60.7820, -21.8500, 2331,    101.5,   8.9758,  35.2071,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   8.9648
  06MT20010717,   327,  1,     19,2,20010722,0000, 60.7820, -21.8500, 2331,    504.3,   7.5590,  35.1672,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   7.5085
  06MT20010717,   327,  1,     18,2,20010722,0000, 60.7820, -21.8500, 2331,    504.6,   7.5593,  35.1672,2,    264.2,2,     6.99,2,    14.58,2,     0.01,2,     0.62,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   7.5087
  06MT20010717,   327,  1,     17,2,20010722,0000, 60.7820, -21.8500, 2331,    706.9,   7.1739,  35.1527,2,    261.2,2,     7.58,2,    15.28,2,     0.00,2,     0.67,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   7.1042
  06MT20010717,   327,  1,     16,2,20010722,0000, 60.7820, -21.8500, 2331,    707.1,   7.1831,  35.1531,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    3.444,2,    1.841,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   7.1133
  06MT20010717,   327,  1,     15,2,20010722,0000, 60.7820, -21.8500, 2331,    908.5,   6.3428,  35.1057,2,    241.5,2,     9.47,2,    17.09,2,     0.01,2,     0.79,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   6.2576
  06MT20010717,   327,  1,     14,2,20010722,0000, 60.7820, -21.8500, 2331,   1009.5,   5.7175,  35.0714,2,    249.2,2,     9.53,2,    16.88,2,     0.01,2,     0.80,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   5.6269
  06MT20010717,   327,  1,     13,2,20010722,0000, 60.7820, -21.8500, 2331,   1009.7,   5.7270,  35.0725,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    2.910,2,    1.461,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   5.6363
  06MT20010717,   327,  1,     12,2,20010722,0000, 60.7820, -21.8500, 2331,   1222.5,   4.4880,  34.9767,2,    260.5,2,    10.28,2,    17.07,2,     0.00,2,     0.83,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   4.3880
  06MT20010717,   327,  1,     11,2,20010722,0000, 60.7820, -21.8500, 2331,   1375.5,   3.9904,  34.9325,2,    266.2,2,    10.68,2,    17.24,2,     0.00,2,     0.84,2,    2.706,2,    1.314,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.8816
  06MT20010717,   327,  1,     10,2,20010722,0000, 60.7820, -21.8500, 2331,   1529.6,   3.6438,  34.9098,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.5251
  06MT20010717,   327,  1,      9,2,20010722,0000, 60.7820, -21.8500, 2331,   1529.8,   3.6432,  34.9102,2,    274.6,2,    10.65,2,    17.05,2,     0.00,2,     0.80,2,    2.689,2,    1.313,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.5245
  06MT20010717,   327,  1,      8,2,20010722,0000, 60.7820, -21.8500, 2331,   1734.8,   3.4154,  34.9026,2,    281.4,2,    10.52,2,    16.75,2,     0.00,2,     0.78,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.2812
  06MT20010717,   327,  1,      7,2,20010722,0000, 60.7820, -21.8500, 2331,   1941.0,   3.4325,  34.9548,2,    280.1,2,    10.23,2,    15.70,2,     0.00,2,     0.71,2,    2.750,2,    1.363,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.2790
  06MT20010717,   327,  1,      6,2,20010722,0000, 60.7820, -21.8500, 2331,   2044.6,   3.2421,  34.9664,2,    277.4,2,    11.24,2,    15.86,2,     0.00,2,     0.73,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.0816
  06MT20010717,   327,  1,      5,2,20010722,0000, 60.7820, -21.8500, 2331,   2045.2,   3.2797,  34.9712,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    2.555,2,    1.236,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.1186
  06MT20010717,   327,  1,      4,2,20010722,0000, 60.7820, -21.8500, 2331,   2148.0,   2.9747,  34.9635,2,    274.8,2,    13.51,2,    16.16,2,     0.00,2,     0.80,2,    2.257,2,    1.099,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.8088
  06MT20010717,   327,  1,      3,2,20010722,0000, 60.7820, -21.8500, 2331,   2252.7,   2.6384,  34.9698,2,    282.6,2,    11.78,2,    15.10,2,     0.02,2,     0.76,2,    2.618,2,    1.311,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.4682
  06MT20010717,   327,  1,      2,2,20010722,0000, 60.7820, -21.8500, 2331,   2320.8,   2.4784,  34.9707,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.3047
  06MT20010717,   327,  1,      1,2,20010722,0000, 60.7820, -21.8500, 2331,   2321.3,   2.4782,  34.9706,2,    282.8,2,    11.22,2,    14.89,2,     0.03,2,     0.75,2,    2.734,2,    1.371,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.3044
  06MT20010717,   328,  1,     22,2,20010722,0000, 60.4530, -21.6600, 2609,     10.7,  12.4944,  35.1827,2,    270.1,2,     0.35,2,     4.36,2,     0.12,2,     0.20,2,    3.249,2,    1.806,2,   2076.3,2,   2317.2,2,   7.9302,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,  12.4930
  06MT20010717,   328,  1,     21,2,20010722,0000, 60.4530, -21.6600, 2609,    102.1,   9.8984,  35.3220,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    3.272,2,    1.801,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   9.8866
  06MT20010717,   328,  1,     20,2,20010722,0000, 60.4530, -21.6600, 2609,    202.6,   9.2066,  35.2521,2,    254.3,2,     5.34,2,    12.85,2,     0.01,2,     0.50,2, -999.000,9, -999.000,9,   2138.4,2,   2323.9,2,   7.8144,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   9.1842
  06MT20010717,   328,  1,     19,2,20010722,0000, 60.4530, -21.6600, 2609,    405.1,   8.2451,  35.1698,2,    263.1,2,     6.21,2,    13.61,2,     0.01,2,     0.59,2,    3.552,2,    1.875,2,   2139.2,2,   2316.5,2,   7.7956,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   8.2027
  06MT20010717,   328,  1,     18,2,20010722,0000, 60.4530, -21.6600, 2609,    610.6,   7.5479,  35.1536,2,    252.6,2,     7.65,2,    15.24,2,     0.01,2,     0.68,2,    3.374,2,    1.756,2,   2149.8,2,   2320.4,2,   7.7749,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   7.4864
  06MT20010717,   328,  1,     17,2,20010722,0000, 60.4530, -21.6600, 2609,    813.7,   6.8322,  35.1209,2,    243.6,2,     7.65,2,    15.43,2,     0.01,2,     0.72,2,    2.953,2,    1.562,2,   2157.8,2,   2319.8,2,   7.7512,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   6.7534
  06MT20010717,   328,  1,     16,2,20010722,0000, 60.4530, -21.6600, 2609,    916.4,   6.1961,  35.0858,2,    228.8,2,     8.99,2,    16.50,2,     0.01,2,     0.80,2, -999.000,9, -999.000,9,   2167.6,2,   2318.8,2,   7.7265,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   6.1112
  06MT20010717,   328,  1,     15,2,20010722,0000, 60.4530, -21.6600, 2609,   1018.7,   5.4876,  35.0427,2,    234.5,2,    10.97,2,    17.96,2,     0.00,2,     0.91,2,    2.396,2,    1.222,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   5.3979
  06MT20010717,   328,  1,     14,2,20010722,0000, 60.4530, -21.6600, 2609,   1121.5,   4.9359,  34.9978,2,    245.1,2,    10.86,2,    17.83,2,     0.01,2,     0.91,2,    2.534,2,    1.260,2,   2165.1,2,   2311.6,2,   7.7196,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   4.8411
  06MT20010717,   328,  1,     13,2,20010722,0000, 60.4530, -21.6600, 2609,   1275.0,   4.3161,  34.9520,2,    257.6,2,    10.85,2,    17.61,2,     0.00,2,     0.87,2,    2.622,2,    1.302,2,   2161.8,2,   2310.0,2,   7.7216,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   4.2130
  06MT20010717,   328,  1,     12,2,20010722,0000, 60.4530, -21.6600, 2609,   1436.1,   3.9797,  34.9306,2,    265.2,2,    11.12,2,    17.35,2,     0.01,2,     0.86,2, -999.000,9, -999.000,9,   2158.8,2,   2305.0,2,   7.7246,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.8656
  06MT20010717,   328,  1,     11,2,20010722,0000, 60.4530, -21.6600, 2609,   1578.6,   3.6943,  34.9089,2,    272.8,2,    10.90,2,    17.41,2,     0.00,2,     0.83,2,    2.674,2,    1.308,2,   2156.8,2,   2304.9,2,   7.7295,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.5707
  06MT20010717,   328,  1,     10,2,20010722,0000, 60.4530, -21.6600, 2609,   1736.2,   3.5188,  34.8976,2,    277.8,2,    10.66,2,    16.96,2,     0.00,2,     0.84,2,    2.843,2,    1.350,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.3831
  06MT20010717,   328,  1,      9,2,20010722,0000, 60.4530, -21.6600, 2609,   1889.1,   3.4039,  34.9007,2,    281.2,2,    10.49,2,    16.46,2,     0.00,2,     0.86,2, -999.000,9, -999.000,9,   2154.7,2,   2306.7,2,   7.7354,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.2558
  06MT20010717,   328,  1,      8,2,20010722,0000, 60.4530, -21.6600, 2609,   2046.0,   3.3155,  34.9103,2,    282.3,2,    10.71,2,    16.43,2,     0.00,2,     0.85,2,    2.734,2,    1.306,2,   2153.2,2,   2304.5,2,   7.7394,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.1540
  06MT20010717,   328,  1,      7,2,20010722,0000, 60.4530, -21.6600, 2609,   2148.5,   3.2849,  34.9244,2,    279.6,2,    11.10,2,    16.11,2,     0.00,2,     0.85,2,    2.408,2,    1.190,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.1141
  06MT20010717,   328,  1,      6,2,20010722,0000, 60.4530, -21.6600, 2609,   2251.6,   3.3204,  34.9649,2,    277.8,2,    10.81,2,    15.71,2,     0.01,2,     0.81,2,    2.500,2,    1.245,2,   2156.4,2,   2308.5,2,   7.7394,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.1390
  06MT20010717,   328,  1,      5,2,20010722,0000, 60.4530, -21.6600, 2609,   2355.8,   3.1372,  34.9727,2,    277.4,2,    11.25,2,    15.84,2,     0.00,2,     0.82,2,    2.484,2,    1.216,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.9488
  06MT20010717,   328,  1,      4,2,20010722,0000, 60.4530, -21.6600, 2609,   2511.4,   2.6831,  34.9773,2,    282.2,2,    10.37,2,    15.19,2,     0.01,2,     0.80,2,    2.754,2,    1.370,2,   2159.0,2,   2311.1,2,   7.7325,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.4877
  06MT20010717,   328,  1,      3,2,20010722,0000, 60.4530, -21.6600, 2609,   2562.8,   2.5613,  34.9729,2,    282.6,2,    10.82,2,    15.04,2,     0.02,2,     0.77,2,    2.817,2,    1.413,2,   2161.1,2,   2312.8,2,   7.7295,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.3632
  06MT20010717,   328,  1,      2,2,20010722,0000, 60.4530, -21.6600, 2609,   2599.1,   2.4554,  34.9690,2,    284.2,2,    10.65,2,    14.94,2,     0.02,2,     0.78,2, -999.000,9, -999.000,9,   2160.3,2,   2311.6,2,   7.7305,2,    25.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.2559
  06MT20010717,   328,  1,      1,2,20010722,0000, 60.4530, -21.6600, 2609,   2599.7,   2.4548,  34.9691,2,      0.0,4,     0.00,4,     0.00,4,     0.00,4,     0.00,4,    2.880,2,    1.401,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   2.2552
  06MT20010717,   329,  1,     22,2,20010723,0000, 60.1980, -21.2500, 2784,     10.8,  12.3640,  35.1361,2,    270.1,2,     0.49,2,     4.55,2,     0.11,2,     0.25,2,    3.416,2,    1.848,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,  12.3626
  06MT20010717,   329,  1,     21,2,20010723,0000, 60.1980, -21.2500, 2784,     50.9,  10.1682,  35.2197,2,    274.0,2,     1.70,2,     8.81,2,     0.34,2,     0.44,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,  10.1623
  06MT20010717,   329,  1,     20,2,20010723,0000, 60.1980, -21.2500, 2784,    150.8,   9.1529,  35.2184,2,    260.7,2,     4.62,2,    12.36,2,     0.01,2,     0.62,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   9.1363
  06MT20010717,   329,  1,     19,2,20010723,0000, 60.1980, -21.2500, 2784,    304.0,   8.7847,  35.2092,2,    251.6,2,     6.08,2,    13.65,2,     0.01,2,     0.69,2,    3.386,2,    1.814,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   8.7518
  06MT20010717,   329,  1,     18,2,20010723,0000, 60.1980, -21.2500, 2784,    405.4,   8.4121,  35.1785,2,    242.5,2,     6.10,2,    13.84,2,     0.01,2,     0.70,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   8.3692
  06MT20010717,   329,  1,     17,2,20010723,0000, 60.1980, -21.2500, 2784,    500.7,   8.0834,  35.1637,2,    236.8,2,     7.05,2,    15.14,2,     0.00,2,     0.77,2,    2.921,2,    1.582,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   8.0313
  06MT20010717,   329,  1,     16,2,20010723,0000, 60.1980, -21.2500, 2784,    706.3,   7.3375,  35.1474,2,    235.2,2,     7.86,2,    15.93,2,     0.01,2,     0.81,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   7.2670
  06MT20010717,   329,  1,     15,2,20010723,0000, 60.1980, -21.2500, 2784,    908.7,   6.1393,  35.0837,2,    225.0,2,     8.83,2,    16.74,2,     0.00,2,     0.86,2,    2.335,2,    1.206,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   6.0555
  06MT20010717,   329,  1,     14,2,20010723,0000, 60.1980, -21.2500, 2784,   1010.8,   5.4758,  35.0362,2,    236.2,2,    11.25,2,    18.49,2,     0.00,2,     1.01,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   5.3870
  06MT20010717,   329,  1,     13,2,20010723,0000, 60.1980, -21.2500, 2784,   1109.9,   4.9029,  34.9964,2,    243.8,2,    11.07,2,    18.08,2,     0.00,2,     1.02,2,    2.499,2,    1.246,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   4.8095
  06MT20010717,   329,  1,     12,2,20010723,0000, 60.1980, -21.2500, 2784,   1212.3,   4.4650,  34.9599,2,    253.1,2,    10.94,2,    17.84,2,     0.00,2,     0.99,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   4.3661
  06MT20010717,   329,  1,     11,2,20010723,0000, 60.1980, -21.2500, 2784,   1314.5,   4.1967,  34.9448,2,    259.8,2,    11.21,2,    17.92,2,     0.00,2,     0.96,2,    2.580,2,    1.295,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   4.0912
  06MT20010717,   329,  1,     10,2,20010723,0000, 60.1980, -21.2500, 2784,   1416.6,   3.9507,  34.9226,2,    266.4,2,    10.84,2,    17.55,2,     0.00,2,     0.92,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.8387
  06MT20010717,   329,  1,      9,2,20010723,0000, 60.1980, -21.2500, 2784,   1561.2,   3.7526,  34.9135,2,    271.6,2,    10.75,2,    17.43,2,     0.00,2,     0.91,2,    2.688,2,    1.321,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,-999.0000,-999.0000,9,  -999.00,  -999.00,9, -999.000, -999.000,9,   3.6298
