EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,BTL_DATE,BTL_TIME
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,,
  18MF20120601, AR07W,    40,  1, 380163,     14,2,20120606,0232, 55.4210, -53.8263, 3047,    669.5,   3.9669,  34.8956,2,  34.8960,2,    276.4,2,    261.6,3,     9.26,6,    15.89,6,     0.27,6,     1.07,6,     0.27,6, -999.000,9,     -999,9,   2162.9,2,   2299.2,3,   7.7120,2,    25.00, 20120606,      321
  18MF20120601, AR07W,    40,  1, 380164,     15,2,20120606,0232, 55.4210, -53.8263, 3047,    509.9,   4.0824,  34.8969,2,  34.8970,2,    276.7,2,    279.9,2,     8.46,6,    15.81,6,     0.31,6,     1.04,6,     0.31,6,    2.201,2,    1.903,2,   2161.9,2,   2312.3,3,   7.7110,2,    25.00, 20120606,      324
  18MF20120601, AR07W,    40,  1, 380165,     16,2,20120606,0232, 55.4210, -53.8263, 3047,    370.7,   4.3627,  34.9137,2,  34.9135,2,    271.8,2,    275.0,2,     8.88,6,    15.80,6,     0.33,6,     1.07,6,     0.33,6, -999.000,9,     -999,9,   2163.9,2,   2300.5,3,   7.7090,2,    25.00, 20120606,      328
  18MF20120601, AR07W,    40,  1, 380166,     17,2,20120606,0232, 55.4210, -53.8263, 3047,    247.8,   4.5894,  34.9135,2,  34.9143,2,    273.3,2,    276.4,2,     8.71,6,    15.49,6,     0.33,6,     1.08,6,     0.33,6, -999.000,9,     -999,9,   2160.9,2,   2320.6,3,   7.7120,2,    25.00, 20120606,      330
  18MF20120601, AR07W,    40,  1, 380167,     18,2,20120606,0232, 55.4210, -53.8263, 3047,    150.7,   4.7514,  34.9049,2,  34.9047,2,    273.5,2,    275.4,2,     8.06,6,    15.20,6,     0.35,6,     1.07,6,     0.35,6,    2.224,2,    2.007,2,   2163.2,2,   2302.1,3,   7.7160,2,    25.00, 20120606,      332
  18MF20120601, AR07W,    40,  1, 380168,     19,2,20120606,0232, 55.4210, -53.8263, 3047,     99.7,   4.5738,  34.8376,2,  34.8335,2,    275.8,2,    279.3,2,     7.46,6,    14.41,6,     0.25,6,     1.05,6,     0.25,6,    2.287,2,    2.263,2,   2154.5,2,   -999.0,9,   7.7160,2,    25.00, 20120606,      334
  18MF20120601, AR07W,    40,  1, 380169,     20,2,20120606,0232, 55.4210, -53.8263, 3047,     50.5,   1.5463,  34.1710,2,  34.1720,2,    330.2,2,    328.8,2,     4.96,6,     8.14,6,     0.82,6,     0.74,6,     0.82,6,    2.843,2,    2.868,2,   2117.1,2,   2277.4,3,   7.7470,2,    25.00, 20120606,      336
  18MF20120601, AR07W,    40,  1, 380170,     21,2,20120606,0232, 55.4210, -53.8263, 3047,     30.6,   2.1608,  34.0106,2,  34.0119,2,    347.6,2,    329.7,3,     2.39,6,     3.20,6,     0.90,6,     0.43,6,      0.9,6,    2.872,2,    2.859,2,   2089.0,2,   2280.0,3,   7.8070,2,    25.00, 20120606,      338
  18MF20120601, AR07W,    40,  1, 380171,     22,2,20120606,0232, 55.4210, -53.8263, 3047,     19.5,   2.2516,  33.8846,2,  34.3405,2,    357.9,2,    282.7,3,     2.79,6,     4.13,6,     0.67,6,     0.45,6,     0.67,6, -999.000,9,     -999,9,   2158.8,3,   2291.5,3,   7.7120,2,    25.00, 20120606,      338
  18MF20120601, AR07W,    40,  1, 380172,     23,2,20120606,0232, 55.4210, -53.8263, 3047,      1.9,   2.2406,  33.5130,2,  33.5053,2,    363.3,2,    364.5,2,     2.80,6,     1.73,6,     0.35,6,     0.33,6,     0.35,6, -999.000,9,     -999,9,   2066.4,2,   2228.6,3,   7.8180,2,    25.00, 20120606,      340
  18MF20120601, AR07W,    43,  1, 380173,      1,2,20120606,0643, 55.6117, -53.6317, 2010,   2940.8,   1.7545,  34.8918,2,  34.8948,2,    288.0,2,    291.7,2,     9.72,6,    13.83,6,     0.34,6,     0.98,6,     0.34,6,    2.025,2,     1.51,2,   2163.2,2,   -999.0,9,   7.7020,2,    25.00, 20120606,      643
  18MF20120601, AR07W,    43,  1, 380174,      2,2,20120606,0643, 55.6117, -53.6317, 2010,   2881.2,   1.7525,  34.8920,2,  34.8948,2,    287.5,2,    292.5,2,     9.83,6,    13.95,6,     0.53,6,     0.97,6,     0.53,6,    2.023,2,    1.599,2,   2164.6,2,   2275.6,3,   7.7100,2,    25.00, 20120606,      645
  18MF20120601, AR07W,    43,  1, 380175,      3,2,20120606,0643, 55.6117, -53.6317, 2010,   2802.4,   1.9214,  34.8937,2,  34.8966,2,    285.3,2,    290.0,2,    10.09,6,    14.19,6,     0.51,6,     1.00,6,     0.51,6,    1.922,2,    1.483,2,   2162.8,2,   2285.4,3,   7.7040,2,    25.00, 20120606,      648
  18MF20120601, AR07W,    43,  1, 380176,      4,2,20120606,0643, 55.6117, -53.6317, 2010,   2690.0,   2.2233,  34.8992,2,  34.9023,2,    279.2,2,    284.1,2,    11.42,6,    14.65,6,     0.34,6,     1.06,6,     0.34,6,    1.741,2,    1.289,2,   2165.6,2,   2253.2,3,   7.7200,2,    25.00, 20120606,      651
  18MF20120601, AR07W,    43,  1, 380177,      5,2,20120606,0643, 55.6117, -53.6317, 2010,   2559.0,   2.4911,  34.9081,2,  34.9104,2,    275.0,2,    279.9,2,    12.24,6,    15.28,6,     0.32,6,     1.08,6,     0.32,6, -999.000,9,     -999,9,   2165.1,2,   2282.1,3,   7.7200,2,    25.00, 20120606,      656
  18MF20120601, AR07W,    43,  1, 380178,      6,2,20120606,0643, 55.6117, -53.6317, 2010,   2418.5,   2.6854,  34.9143,2,  34.9159,2,    273.6,2,    277.9,2,    12.01,6,    15.51,6,     0.33,6,     1.09,6,     0.33,6,    1.521,2,    0.904,2,   2167.6,2,   2299.5,2,   7.7160,2,    25.00, 20120606,      700
  18MF20120601, AR07W,    43,  1, 380179,      7,2,20120606,0643, 55.6117, -53.6317, 2010,   2268.1,   2.8409,  34.9145,2,  34.9169,2,    272.2,2,    276.9,2,    11.51,6,    15.57,6,     0.36,6,     1.08,6,     0.36,6,    1.542,2,    0.919,2,   2166.6,2,   2299.5,2,   7.7180,2,    25.00, 20120606,      704
  18MF20120601, AR07W,    43,  1, 380180,      8,2,20120606,0643, 55.6117, -53.6317, 2010,   2108.4,   3.0171,  34.9142,2,  34.9171,2,    271.3,2,    276.0,2,    11.08,6,    15.64,6,     0.28,6,     1.09,6,     0.28,6, -999.000,9,     -999,9,   2162.9,2,   2303.1,2,   7.7200,2,    25.00, 20120606,      708
  18MF20120601, AR07W,    43,  1, 380181,      9,2,20120606,0643, 55.6117, -53.6317, 2010,   1939.3,   3.1909,  34.9151,2,  34.9174,2,    270.7,2,    275.2,2,    10.83,6,    16.10,6,     0.31,6,     1.12,6,     0.31,6,    1.613,2,    0.961,2,   2165.6,2,   2295.5,2,   7.7170,2,    25.00, 20120606,      712
  18MF20120601, AR07W,    43,  1, 380182,     10,2,20120606,0643, 55.6117, -53.6317, 2010,   1761.3,   3.3707,  34.9170,2,  34.9196,2,    269.4,2,    273.9,2,    10.83,6,    15.84,6,     0.37,6,     1.15,6,     0.37,6,    1.652,2,    0.952,2,   2162.0,2,   2295.7,2,   7.7080,2,    25.00, 20120606,      717
  18MF20120601, AR07W,    43,  1, 380183,     11,2,20120606,0643, 55.6117, -53.6317, 2010,   1569.4,   3.5652,  34.9191,2,  34.9213,2,    267.2,2,    272.7,2,    10.40,6,    15.96,6,     0.31,6,     1.15,6,     0.31,6,    1.737,2,    1.065,2,   2161.5,2,   2296.6,2,   7.7090,2,    25.00, 20120606,      722
  18MF20120601, AR07W,    43,  1, 380184,     12,2,20120606,0643, 55.6117, -53.6317, 2010,   1380.1,   3.6929,  34.9109,2,  34.9126,2,    268.3,2,    273.3,2,     9.87,6,    16.21,6,     0.33,6,     1.14,6,     0.33,6, -999.000,9,     -999,9,   2161.1,2,   2299.8,2,   7.7050,2,    25.00, 20120606,      726
  18MF20120601, AR07W,    43,  1, 380185,     13,2,20120606,0643, 55.6117, -53.6317, 2010,   1179.9,   3.6493,  34.8783,2,  34.8798,2,    278.9,2,    283.0,2,     9.05,6,    15.70,6,     0.24,6,     1.12,6,     0.24,6,    2.160,2,    1.698,2,   2163.6,2,   2293.4,2,   7.6940,2,    25.00, 20120606,      730
  18MF20120601, AR07W,    43,  1, 380186,     14,2,20120606,0643, 55.6117, -53.6317, 2010,    987.6,   3.5811,  34.8609,2,  34.8630,2,    284.2,2,    289.8,2,     8.48,6,    15.37,6,     0.27,6,     1.09,6,     0.27,6, -999.000,9,     -999,9,   2157.7,2,   2284.5,2,   7.6990,2,    25.00, 20120606,      734
  18MF20120601, AR07W,    43,  1, 380187,     15,2,20120606,0643, 55.6117, -53.6317, 2010,    810.0,   3.5630,  34.8545,2,  34.8563,2,    288.1,2,    291.5,2,     8.19,6,    15.17,6,     0.54,6,     1.07,6,     0.54,3,    2.328,2,    2.088,2,   2158.9,2,   2284.0,2,   7.7090,2,    25.00, 20120606,      738
  18MF20120601, AR07W,    43,  1, 380188,     16,2,20120606,0643, 55.6117, -53.6317, 2010,    640.0,   3.5877,  34.8496,2,  34.8518,2,    287.8,2,    292.3,2,     8.08,6,    15.13,6,     0.32,6,     1.05,6,     0.32,6, -999.000,9,     -999,9,   2157.2,2,   2292.5,2,   7.7100,2,    25.00, 20120606,      741
  18MF20120601, AR07W,    43,  1, 380189,     17,2,20120606,0643, 55.6117, -53.6317, 2010,    489.6,   3.6802,  34.8477,2,  34.8496,2,    288.0,2,    291.5,2,     8.04,6,    15.13,6,     0.31,6,     1.07,6,     0.31,6,    2.276,2,    2.022,2,   2153.1,2,   2166.0,4,   7.7040,2,    25.00, 20120606,      745
  18MF20120601, AR07W,    43,  1, 380190,     18,2,20120606,0643, 55.6117, -53.6317, 2010,    350.5,   3.7324,  34.8373,2,  34.8383,2,    288.0,2,    291.3,2,     7.81,6,    14.78,6,     0.31,6,     1.06,6,     0.31,6, -999.000,9,     -999,9,   2156.7,2,   2278.6,2,   7.7140,2,    25.00, 20120606,      748
  18MF20120601, AR07W,    43,  1, 380191,     19,2,20120606,0643, 55.6117, -53.6317, 2010,    220.5,   4.0499,  34.8445,2,  34.8443,2,    283.9,2,    287.4,2,     7.87,6,    14.70,6,     0.35,6,     1.05,6,     0.35,6, -999.000,9,     -999,9,   2153.6,2,   2290.4,2,   7.7140,2,    25.00, 20120606,      752
  18MF20120601, AR07W,    43,  1, 380192,     20,2,20120606,0643, 55.6117, -53.6317, 2010,    103.5,   4.3862,  34.8080,2,  34.8071,2,    277.4,2,    236.6,6,     7.20,6,    14.02,6,     0.29,6,     1.00,6,     0.29,6,    2.313,2,    2.171,2,   2151.7,2,   2284.1,2,   7.7120,2,    25.00, 20120606,      755
  18MF20120601, AR07W,    43,  1, 380193,     21,2,20120606,0643, 55.6117, -53.6317, 2010,     50.2,   2.9283,  34.5099,2,  34.5167,2,    296.4,2,    298.6,2,     7.41,6,    12.23,6,     0.45,6,     0.92,6,     0.45,6,    2.517,2,    2.433,2,   2139.7,2,   2275.4,2,   7.7040,2,    25.00, 20120606,      756
  18MF20120601, AR07W,    43,  1, 380194,     22,2,20120606,0643, 55.6117, -53.6317, 2010,     29.4,   2.9669,  34.0552,2,  34.0573,2,    349.2,2,    355.4,2,     2.42,2,     1.84,6,     0.70,6,     0.31,6,      0.7,6, -999.000,9,     -999,9,   2074.6,2,   2232.9,2,   7.8360,2,    25.00, 20120606,      757
  18MF20120601, AR07W,    43,  1, 380195,     23,2,20120606,0643, 55.6117, -53.6317, 2010,     21.1,   3.1375,  34.0142,2,  34.0170,2,    358.8,2,    361.8,2,     2.02,6,     0.65,6,     1.47,6,     0.21,2,     1.47,6,    2.750,2,     2.71,2,   2064.5,2,   2376.3,4,   7.8500,2,    25.00, 20120606,      758
  18MF20120601, AR07W,    43,  1, 380196,     24,2,20120606,0643, 55.6117, -53.6317, 2010,      1.8,   3.5532,  33.9766,2,  33.9787,2,    373.0,2,    377.0,2,     1.42,6,     0.15,6,     0.22,6,     0.13,6,     0.22,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.8890,2,    25.00, 20120606,      759
  18MF20120601, AR07W,    49,  1, 380197,      1,2,20120606,1654, 55.8437, -53.3935, 2400,   3145.6,   1.6814,  34.8911,2,  34.8924,2,    289.2,2,    293.5,6,     9.98,6,    13.60,6,     0.47,6,     1.00,6,     0.47,6,    2.023,2,    1.495,2,   -999.0,9,   -999.0,9,   7.7100,2,    25.00, 20120606,     1654
  18MF20120601, AR07W,    49,  1, 380198,      2,2,20120606,1654, 55.8437, -53.3935, 2400,   3088.8,   1.6803,  34.8912,2,  34.8927,2,    289.2,2,    292.7,2,     9.91,6,    13.58,6,     0.26,6,     1.00,6,     0.26,6,    2.066,2,    1.486,2,   -999.0,9,   -999.0,9,   7.7030,2,    25.00, 20120606,     1657
  18MF20120601, AR07W,    49,  1, 380199,      3,2,20120606,1654, 55.8437, -53.3935, 2400,   3019.5,   1.8447,  34.8923,2,  34.8942,2,    287.2,2,    290.5,2,     9.81,6,    13.80,6,     0.30,6,     1.01,6,      0.3,6,    1.983,2,    1.413,2,   -999.0,9,   -999.0,9,   7.7030,2,    25.00, 20120606,     1700
  18MF20120601, AR07W,    49,  1, 380200,      4,2,20120606,1654, 55.8437, -53.3935, 2400,   2920.8,   2.0996,  34.8958,2,  34.8978,2,    282.0,2,    286.4,2,    10.68,6,    14.20,6,     0.27,6,     1.04,6,     0.27,6,    1.838,2,    1.321,2,   2168.2,2,   2291.9,3,   7.7050,2,    25.00, 20120606,     1703
  18MF20120601, AR07W,    49,  1, 380201,      5,2,20120606,1654, 55.8437, -53.3935, 2400,   2808.7,   2.3428,  34.9024,2,  34.9042,2,    277.4,2,    282.5,2,    11.71,6,    14.71,6,     0.26,6,     1.08,6,     0.26,6, -999.000,9,     -999,9,   2164.8,2,   2306.4,3,   7.7060,2,    25.00, 20120606,     1706
  18MF20120601, AR07W,    49,  1, 380202,      6,2,20120606,1654, 55.8437, -53.3935, 2400,   2691.5,   2.5396,  34.9093,2,  34.9104,2,    275.2,2,    278.3,2,    12.04,6,    14.95,6,     0.38,6,     1.10,6,     0.38,6,    1.525,2,    0.928,2,   2163.9,2,   2302.3,3,   7.7110,2,    25.00, 20120606,     1710
  18MF20120601, AR07W,    49,  1, 380203,      7,2,20120606,1654, 55.8437, -53.3935, 2400,   2560.2,   2.7313,  34.9151,2,  34.9164,2,    272.2,2,    277.5,2,    11.90,6,    15.06,6,     0.30,6,     1.11,6,      0.3,6,    1.482,2,    0.961,2,   2162.4,2,   2303.8,3,   7.7160,2,    25.00, 20120606,     1714
  18MF20120601, AR07W,    49,  1, 380204,      8,2,20120606,1654, 55.8437, -53.3935, 2400,   2409.7,   2.8741,  34.9147,2,  34.9158,2,    272.2,2,    277.5,2,    11.25,6,    15.16,6,     0.36,6,     1.11,6,     0.36,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7180,2,    25.00, 20120606,     1718
  18MF20120601, AR07W,    49,  1, 380205,      9,2,20120606,1654, 55.8437, -53.3935, 2400,   2227.4,   3.0274,  34.9145,2,  34.9157,2,    271.9,2,    276.7,2,    10.79,6,    15.30,6,     0.38,6,     1.10,6,     0.38,6,    1.574,2,    1.044,2,   2166.5,2,   2303.4,3,   7.7160,2,    25.00, 20120606,     1723
  18MF20120601, AR07W,    49,  1, 380206,     10,2,20120606,1654, 55.8437, -53.3935, 2400,   2010.6,   3.2581,  34.9146,2,  34.9154,2,    269.7,2,    275.0,2,    10.57,6,    15.60,6,     0.26,6,     1.12,6,     0.26,6,    1.632,2,    0.913,2,   2166.5,2,   2299.0,3,   7.7100,2,    25.00, 20120606,     1734
  18MF20120601, AR07W,    49,  1, 380207,     11,2,20120606,1654, 55.8437, -53.3935, 2400,   1789.0,   3.4637,  34.9179,2,  34.9187,2,    268.1,2,    273.1,2,    10.26,6,    15.59,6,     0.22,6,     1.11,6,     0.22,6,    1.728,2,    1.101,2,   2168.8,2,   2295.5,2,   7.7000,2,    25.00, 20120606,     1739
  18MF20120601, AR07W,    49,  1, 380208,     12,2,20120606,1654, 55.8437, -53.3935, 2400,   1552.0,   3.6564,  34.9134,2,  34.9142,2,    266.0,2,    271.8,2,    10.46,6,    16.06,6,     0.23,6,     1.13,6,     0.23,6,    1.774,2,    1.151,2,   2164.7,2,   2297.9,3,   7.6930,2,    25.00, 20120606,     1744
  18MF20120601, AR07W,    49,  1, 380209,     13,2,20120606,1654, 55.8437, -53.3935, 2400,   1311.8,   3.6871,  34.8873,2,  34.8920,2,    273.2,2,    278.0,2,     9.56,6,    15.83,6,     0.27,6,     1.13,6,     0.27,6,    2.076,2,     1.47,2,   2165.7,2,   2290.9,3,   7.6960,2,    25.00, 20120606,     1748
  18MF20120601, AR07W,    49,  1, 380210,     14,2,20120606,1654, 55.8437, -53.3935, 2400,   1089.8,   3.6293,  34.8671,2,  34.8794,2,    281.4,2,    286.2,2,     8.55,6,    15.34,6,     0.27,6,     1.10,6,     0.27,6, -999.000,9,     -999,9,   2165.5,2,   2289.6,3,   7.7030,2,    25.00, 20120606,     1752
  18MF20120601, AR07W,    49,  1, 380211,     15,2,20120606,1654, 55.8437, -53.3935, 2400,    889.9,   3.6142,  34.8597,2,  34.8670,2,    284.6,2,    288.8,2,     8.22,6,    15.07,6,     0.29,6,     1.08,6,     0.29,6,    2.282,2,    1.999,2,   -999.0,9,   -999.0,9,   7.7020,2,    25.00, 20120606,     1755
  18MF20120601, AR07W,    49,  1, 380212,     16,2,20120606,1654, 55.8437, -53.3935, 2400,    710.4,   3.6171,  34.8553,2,  34.8540,2,    286.0,2,    290.7,6,     7.91,6,    15.00,6,     0.27,6,     1.08,6,     0.27,6, -999.000,9,     -999,9,   2161.5,2,   2283.3,2,   7.7070,2,    25.00, 20120606,     1759
  18MF20120601, AR07W,    49,  1, 380213,     17,2,20120606,1654, 55.8437, -53.3935, 2400,    551.2,   3.6423,  34.8526,2,  34.8539,2,    286.6,2,    289.9,2,     8.14,6,    15.00,6,     0.38,6,     1.08,6,     0.38,6,    2.311,2,    2.106,2,   2163.1,2,   2294.1,3,   7.7020,2,    25.00, 20120606,     1802
  18MF20120601, AR07W,    49,  1, 380214,     18,2,20120606,1654, 55.8437, -53.3935, 2400,    401.2,   3.7082,  34.8522,2,  34.8531,2,    285.3,2,    288.2,2,     7.96,6,    15.10,6,     0.38,6,     1.09,6,     0.38,6, -999.000,9,     -999,9,   2162.1,2,   2287.0,3,   7.6960,2,    25.00, 20120606,     1805
  18MF20120601, AR07W,    49,  1, 380215,     19,2,20120606,1654, 55.8437, -53.3935, 2400,    289.6,   3.7518,  34.8435,2,  34.8431,2,    285.5,2,    288.7,2,     7.74,6,    14.90,6,     0.27,6,     1.08,6,     0.27,6, -999.000,9,     -999,9,   2161.9,2,   2284.7,3,   7.7000,2,    25.00, 20120606,     1807
  18MF20120601, AR07W,    49,  1, 380216,     20,2,20120606,1654, 55.8437, -53.3935, 2400,    188.7,   3.6016,  34.7948,2,  34.7921,2,    294.9,2,    298.2,2,     7.54,6,    14.46,6,     0.35,6,     1.05,6,     0.35,6, -999.000,9,     -999,9,   2156.2,2,   2298.3,3,   7.7130,2,    25.00, 20120606,     1811
  18MF20120601, AR07W,    49,  1, 380217,     21,2,20120606,1654, 55.8437, -53.3935, 2400,    100.8,   4.5477,  34.8523,2,  34.8526,2,    278.3,2,    280.5,2,     7.21,6,    14.02,6,     0.29,6,     1.03,6,     0.29,6,    2.264,2,    2.099,2,   2177.6,3,   2271.3,2,   7.7210,2,    25.00, 20120606,     1813
  18MF20120601, AR07W,    49,  1, 380218,     22,2,20120606,1654, 55.8437, -53.3935, 2400,     49.8,   2.7821,  34.4471,2,  34.4580,2,    311.7,2,    313.6,2,     5.19,6,     9.95,6,     0.56,6,     0.82,6,     0.56,6, -999.000,9,     -999,9,   2132.7,2,   2261.9,2,   7.7430,2,    25.00, 20120606,     1815
  18MF20120601, AR07W,    49,  1, 380219,     23,2,20120606,1654, 55.8437, -53.3935, 2400,     25.2,   2.7479,  34.1522,2,  34.1494,2,    339.1,2,    342.9,2,     3.87,6,     4.57,6,     0.53,6,     0.49,6,     0.53,6,    2.753,2,    2.749,2,   2120.0,2,   2234.3,2,   7.8040,2,    25.00, 20120606,     1816
  18MF20120601, AR07W,    49,  1, 380220,     24,2,20120606,1654, 55.8437, -53.3935, 2400,      1.9,   4.1732,  33.8310,2,  33.8555,2,    372.0,2,    377.3,2,     1.05,6,     0.18,6,     0.23,6,     0.13,6,     0.23,6, -999.000,9,     -999,9,   2037.0,2,   -999.0,9,   7.9820,2,    25.00, 20120606,     1817
  18MF20120601, AR07W,    53,  1, 380221,      1,2,20120606,2252, 56.1142, -53.1130, 2700,   3369.6,   1.7326,  34.8907,2,  34.8922,2,    288.6,2,    291.9,2,     9.55,6,    13.47,6,     0.27,6,     1.01,6,     0.27,6,    2.150,2,    1.572,2,   2165.9,2,   2288.7,2,   7.6870,3,    25.00, 20120606,     2252
  18MF20120601, AR07W,    53,  1, 380222,      2,2,20120606,2252, 56.1142, -53.1130, 2700,   3299.3,   1.7948,  34.8920,2,  34.8939,2,    287.7,2,    292.3,2,     9.34,6,    13.57,6,     0.28,6,     1.02,6,     0.28,6,    2.132,2,    1.625,2,   2174.6,3,   2290.0,2,   7.7050,2,    25.00, 20120606,     2254
  18MF20120601, AR07W,    53,  1, 380223,      3,2,20120606,2252, 56.1142, -53.1130, 2700,   3219.7,   1.9936,  34.8937,2,  34.8951,2,    285.0,2,    289.4,2,     9.71,6,    13.99,6,     0.30,6,     1.03,6,      0.3,6,    1.994,2,    1.379,2,   2161.8,2,   2295.3,2,   7.6790,3,    25.00, 20120606,     2258
  18MF20120601, AR07W,    53,  1, 380224,      4,2,20120606,2252, 56.1142, -53.1130, 2700,   3120.6,   2.2766,  34.8994,2,  34.9006,2,    279.2,2,    284.7,2,    11.08,6,    14.46,6,     0.37,6,     1.06,6,     0.37,6,    1.803,2,    1.141,2,   2163.6,2,   2295.5,2,   7.7050,2,    25.00, 20120606,     2301
  18MF20120601, AR07W,    53,  1, 380225,      5,2,20120606,2252, 56.1142, -53.1130, 2700,   3000.2,   2.4973,  34.9070,2,  34.9078,2,    275.0,2,    230.8,3,    12.11,6,    15.01,6,     0.29,6,     1.10,6,     0.29,6, -999.000,9,     -999,9,   2166.7,2,   2297.8,2,   7.7070,2,    25.00, 20120606,     2305
  18MF20120601, AR07W,    53,  1, 380226,      6,2,20120606,2252, 56.1142, -53.1130, 2700,   2861.0,   2.7391,  34.9166,2,  34.9174,2,    271.6,2,    276.4,2,    12.37,6,    15.36,6,     0.28,6,     1.12,6,     0.28,6,    1.465,2,    0.858,2,   2164.9,2,   2301.1,2,   7.6990,2,    25.00, 20120606,     2309
  18MF20120601, AR07W,    53,  1, 380227,      7,2,20120606,2252, 56.1142, -53.1130, 2700,   2700.8,   2.8961,  34.9168,2,  34.9176,2,    270.9,2,    274.0,2,    11.87,6,    15.50,6,     0.33,6,     1.12,6,     0.33,6,    1.470,2,    0.741,2,   2161.4,2,   2297.3,2,   7.7100,2,    25.00, 20120606,     2315
  18MF20120601, AR07W,    53,  1, 380228,      8,2,20120606,2252, 56.1142, -53.1130, 2700,   2519.4,   3.0487,  34.9142,2,  34.9159,2,    270.1,2,    247.6,3,    11.30,6,    15.62,6,     0.41,6,     1.13,6,     0.41,6, -999.000,9,     -999,9,   2160.1,2,   2293.9,2,   7.6910,2,    25.00, 20120606,     2321
  18MF20120601, AR07W,    53,  1, 380229,      9,2,20120606,2252, 56.1142, -53.1130, 2700,   2318.9,   3.2383,  34.9142,2,  34.9150,6,    269.8,2,    272.4,2,    10.71,6,    15.61,6,     0.33,6,     1.13,6,     0.33,6,    1.631,2,    0.931,2,   2163.6,2,   2298.6,2,   7.6990,2,    25.00, 20120606,     2327
  18MF20120601, AR07W,    53,  1, 380230,     10,2,20120606,2252, 56.1142, -53.1130, 2700,   2101.2,   3.4373,  34.9165,2,  34.9170,2,    268.4,2,    245.2,3,    10.34,6,    15.90,6,     0.33,6,     1.14,6,     0.33,6,    1.731,2,    1.036,2,   2162.3,2,   2290.2,2,   7.6940,2,    25.00, 20120606,     2333
  18MF20120601, AR07W,    53,  1, 380231,     11,2,20120606,2252, 56.1142, -53.1130, 2700,   1882.8,   3.6915,  34.9138,2,  34.9148,2,    267.0,2,    271.8,2,    10.00,6,  -999.00,6,  -999.00,0,     1.15,6,     -999,0,    1.861,2,    1.145,2,   2164.8,2,   2303.3,2,   7.6950,2,    25.00, 20120606,     2338
  18MF20120601, AR07W,    53,  1, 380232,     12,2,20120606,2252, 56.1142, -53.1130, 2700,   1639.3,   3.7268,  34.8885,2,  34.8890,2,    274.7,2,    276.0,2,     9.06,6,  -999.00,6,  -999.00,0,     1.13,6,     -999,0, -999.000,9,     -999,9,   2173.4,3,   2303.1,2,   7.6870,2,    25.00, 20120606,     2343
  18MF20120601, AR07W,    53,  1, 380233,     13,2,20120606,2252, 56.1142, -53.1130, 2700,   1401.2,   3.6140,  34.8617,2,  34.8628,2,    283.5,2,    210.2,3,     8.14,6,  -999.00,6,  -999.00,0,     1.09,6,     -999,0,    2.375,2,    1.938,2,   2164.3,2,   2305.3,2,   7.6900,2,    25.00, 20120606,     2348
  18MF20120601, AR07W,    53,  1, 380234,     14,2,20120606,2252, 56.1142, -53.1130, 2700,   1180.9,   3.6086,  34.8538,2,  34.8555,2,    286.1,2,    256.7,6,     8.00,6,  -999.00,6,  -999.00,0,     1.09,6,     -999,0,    2.422,2,     2.16,2,   2163.1,2,   2290.4,2,   7.6940,2,    25.00, 20120606,     2352
  18MF20120601, AR07W,    53,  1, 380235,     15,2,20120606,2252, 56.1142, -53.1130, 2700,    961.2,   3.6804,  34.8529,2,  34.8543,2,    287.7,2,    289.7,2,     7.88,6,  -999.00,6,  -999.00,0,     1.07,6,     -999,0, -999.000,9,     -999,9,   2161.0,2,   2302.3,2,   7.6950,2,    25.00, 20120606,     2355
  18MF20120601, AR07W,    53,  1, 380236,     16,2,20120606,2252, 56.1142, -53.1130, 2700,    761.0,   4.2990,  34.9225,2,  34.9233,2,    281.2,2,   -999.0,9,     8.23,6,  -999.00,6,  -999.00,0,     1.07,6,     -999,0,    2.303,2,     2.01,2,   2181.5,3,   2292.4,2,   7.7050,2,    25.00, 20120606,     2359
  18MF20120601, AR07W,    53,  1, 380237,     17,2,20120606,2252, 56.1142, -53.1130, 2700,    582.1,   4.4299,  34.9271,2,  34.9272,2,    279.9,2,    277.8,2,     7.76,6,    15.00,6,     0.35,6,     1.06,6,     0.35,6, -999.000,9,     -999,9,   2159.3,2,   2291.5,2,   7.7100,2,    25.00, 20120607,        2
