BOTTLE,20150715PRINUNIVRMK
# BOTTLE,20150709DFOBIOIY 
# BOTTLE,20150602DFOBIOIY 
# 6/29/2014 Initialized README file  
# Data source: Jeff Jackson 20150602; final update 20150709 
# SHIP: CCGS Martha L. Black 
# Cruise: AR07W; MLB2012001, 18MF12001 
# Region: Labrador Sea 
# EXPOCODE: 18MF20120601 
# DATES: 20120601 - 20120617 
# Chief Scientist: I. Yashayaev, BIO 
# 46 CTD stations 
# 36 stations with 24 place Rosette 
# Hydro: Who - I. Yashayaev; Status - final 
# 	Notes: 	 
# Nutrients: Who - K.Azetsu-Scott; Status - final 
# 	Notes: includes ammonium 
# O2: Who - I. Yashayaev; Status - final 
# 	Notes: Large number of bottle values flagged 3 
# TCO2: Who - K.Azetsu-Scott; Status - final 
# 	Notes:  
# TA: Who - K.Azetsu-Scott; Status - final 
# 	Notes: noisy 
# pH: Who - K.Azetsu-Scott; Status - final 
# 	Notes: Total H+ scale @ 25C 
# CFC: Who - K.Azetsu-Scott; Status - final 
# 	Notes:  
# O18: Who - K.Azetsu-Scott; Status - unknown 
# 	Notes: no data in file 
# References that have used data from this cruise: 
#
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,BTL_DATE,BTL_TIME
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,,
  18MF20120601, AR07W,     2,  1, 380001,      1,2,20120601,1658, 44.2668, -63.3142,   67,    138.6,   9.3437,  34.4474,2,-999.0000,9,    153.3,2,    155.2,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1658
  18MF20120601, AR07W,     2,  1, 380002,      2,2,20120601,1658, 44.2668, -63.3142,   67,    138.8,   9.3389,  34.4477,2,-999.0000,9,    153.0,2,    155.4,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1658
  18MF20120601, AR07W,     2,  1, 380003,      3,2,20120601,1658, 44.2668, -63.3142,   67,    139.4,   9.3495,  34.4530,2,-999.0000,9,    152.8,2,    155.3,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380004,      4,2,20120601,1658, 44.2668, -63.3142,   67,    139.1,   9.3477,  34.4526,2,-999.0000,9,    152.8,2,    155.2,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380005,      5,2,20120601,1658, 44.2668, -63.3142,   67,    139.4,   9.3503,  34.4543,2,-999.0000,9,    152.2,2,    155.2,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380006,      6,2,20120601,1658, 44.2668, -63.3142,   67,    138.9,   9.3464,  34.4523,2,-999.0000,9,    153.0,2,    155.4,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380007,      7,2,20120601,1658, 44.2668, -63.3142,   67,    139.6,   9.3597,  34.4568,2,-999.0000,9,    152.4,2,    154.6,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380008,      8,2,20120601,1658, 44.2668, -63.3142,   67,    139.4,   9.3554,  34.4557,2,-999.0000,9,    153.1,2,    154.8,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380009,      9,2,20120601,1658, 44.2668, -63.3142,   67,    138.7,   9.3465,  34.4516,2,-999.0000,9,    152.9,2,    155.2,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380010,     10,2,20120601,1658, 44.2668, -63.3142,   67,    139.5,   9.3472,  34.4550,2,-999.0000,9,    152.7,2,    154.7,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380011,     11,2,20120601,1658, 44.2668, -63.3142,   67,    139.3,   9.3542,  34.4554,2,-999.0000,9,    153.0,2,    154.4,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380012,     12,2,20120601,1658, 44.2668, -63.3142,   67,    138.9,   9.3500,  34.4537,2,-999.0000,9,    152.9,2,    154.8,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380013,     13,2,20120601,1658, 44.2668, -63.3142,   67,    138.9,   9.3507,  34.4536,2,-999.0000,9,    152.8,2,    155.2,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380014,     14,2,20120601,1658, 44.2668, -63.3142,   67,    139.4,   9.3691,  34.4620,2,-999.0000,9,    153.0,2,    155.0,6,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1659
  18MF20120601, AR07W,     2,  1, 380015,     15,2,20120601,1658, 44.2668, -63.3142,   67,    139.6,   9.4377,  34.4998,2,  34.4868,2,    150.9,2,    157.9,6,    15.03,6,    16.37,6,     0.33,6,     1.28,6,     0.33,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1701
  18MF20120601, AR07W,     2,  1, 380016,     16,2,20120601,1658, 44.2668, -63.3142,   67,     98.9,   8.2233,  33.6894,2,-999.0000,9,    196.0,2,    199.3,3,     8.83,6,    10.73,6,     0.38,6,     0.95,6,     0.38,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1703
  18MF20120601, AR07W,     2,  1, 380017,     17,2,20120601,1658, 44.2668, -63.3142,   67,     78.1,   6.9958,  33.1031,2,-999.0000,9,    230.5,2,    234.5,2,     5.59,6,     8.26,6,     0.31,6,     0.84,6,     0.31,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1706
  18MF20120601, AR07W,     2,  1, 380018,     18,2,20120601,1658, 44.2668, -63.3142,   67,     60.7,   4.5339,  32.2446,2,-999.0000,9,    262.2,2,    264.6,2,     3.71,6,     6.19,6,     0.35,6,     0.83,6,     0.35,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1707
  18MF20120601, AR07W,     2,  1, 380019,     19,2,20120601,1658, 44.2668, -63.3142,   67,     50.0,   3.8752,  31.8323,2,-999.0000,9,    290.8,2,    320.6,3,     1.99,6,     2.51,6,     0.84,6,     0.63,6,     0.84,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1709
  18MF20120601, AR07W,     2,  1, 380020,     20,2,20120601,1658, 44.2668, -63.3142,   67,     40.6,   3.3909,  31.4633,2,  31.4968,2,    311.4,2,    311.3,6,     2.06,6,     1.42,6,     0.59,6,     0.53,6,     0.59,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1710
  18MF20120601, AR07W,     2,  1, 380021,     21,2,20120601,1658, 44.2668, -63.3142,   67,     30.2,   6.5993,  31.5236,2,-999.0000,9,    308.8,2,    314.7,2,     0.49,6,     0.47,6,     0.35,6,     0.35,6,     0.35,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1710
  18MF20120601, AR07W,     2,  1, 380022,     22,2,20120601,1658, 44.2668, -63.3142,   67,     19.0,   9.4031,  31.4257,2,-999.0000,9,    291.7,2,    297.4,2,     1.18,6,     0.37,6,     0.38,6,     0.29,6,     0.38,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1712
  18MF20120601, AR07W,     2,  1, 380023,     23,2,20120601,1658, 44.2668, -63.3142,   67,      9.1,  10.2207,  31.4263,2,-999.0000,9,    285.3,2,    292.0,2,     0.51,6,     0.37,6,     0.32,6,     0.30,6,     0.32,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1713
  18MF20120601, AR07W,     2,  1, 380024,     24,2,20120601,1658, 44.2668, -63.3142,   67,      2.2,  10.6281,  31.3525,2,  31.3520,2,    281.7,2,    289.3,6,     0.42,6,     0.38,6,     0.45,6,     0.31,6,     0.45,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120601,     1714
  18MF20120601, AR07W,     5,  1, 380025,      1,2,20120604,0152, 53.6798, -55.5493,  145,    141.5,  -1.3255,  32.9380,2,  32.9410,6,    327.8,2,    322.6,2,     9.21,6,     8.58,6,     0.23,6,     0.93,6,     0.23,6,    3.027,2,    2.847,2,   2120.6,2,   2222.4,2,   7.6400,2,    25.00, 20120604,      152
  18MF20120601, AR07W,     5,  1, 380026,      2,2,20120604,0152, 53.6798, -55.5493,  145,    123.1,  -1.3896,  32.8982,2,  32.8977,2,    329.1,2,    324.1,6,     8.97,6,     8.44,6,     0.21,6,     0.91,6,     0.21,6, -999.000,9,     -999,9,   2116.1,2,   2217.3,2,   7.6420,2,    25.00, 20120604,      154
  18MF20120601, AR07W,     5,  1, 380027,      3,2,20120604,0152, 53.6798, -55.5493,  145,    101.7,  -1.5367,  32.7349,2,  32.7366,2,    333.6,2,    329.4,2,     9.23,6,     8.10,6,     0.31,6,     0.91,6,     0.31,6,    3.107,2,    2.909,2,   2111.4,2,   2217.6,2,   7.6240,2,    25.00, 20120604,      155
  18MF20120601, AR07W,     5,  1, 380028,      4,2,20120604,0152, 53.6798, -55.5493,  145,     80.0,  -1.5557,  32.6464,2,-999.0000,9,    341.8,2,   -999.0,9,     8.91,6,     7.68,6,     0.25,6,     0.90,6,     0.25,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120604,      157
  18MF20120601, AR07W,     5,  1, 380029,      5,2,20120604,0152, 53.6798, -55.5493,  145,     59.8,  -1.6269,  32.5869,2,-999.0000,9,    339.8,2,   -999.0,9,     8.97,6,     7.57,6,     0.32,6,     0.91,6,     0.32,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6460,2,    25.00, 20120604,      158
  18MF20120601, AR07W,     5,  1, 380030,      6,2,20120604,0152, 53.6798, -55.5493,  145,     49.2,  -1.6202,  32.5417,2,  32.5373,2,    338.1,2,    334.0,6,     9.20,6,     7.55,6,     0.38,6,     0.91,6,     0.38,6,    3.131,2,    3.001,2,   2113.8,2,   2212.2,2,   7.6470,2,    25.00, 20120604,      159
  18MF20120601, AR07W,     5,  1, 380031,      7,2,20120604,0152, 53.6798, -55.5493,  145,     40.0,  -1.6225,  32.4917,2,  32.4931,2,    338.5,2,   -999.0,9,     9.02,6,     7.41,6,     0.39,6,     0.92,6,     0.39,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6450,2,    25.00, 20120604,      200
  18MF20120601, AR07W,     5,  1, 380032,      8,2,20120604,0152, 53.6798, -55.5493,  145,     31.9,  -1.5441,  32.4043,2,-999.0000,9,    343.0,2,    339.6,2,     8.62,6,     6.84,6,     0.36,6,     0.88,6,     0.36,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120604,      201
  18MF20120601, AR07W,     5,  1, 380033,      9,2,20120604,0152, 53.6798, -55.5493,  145,     20.1,  -0.2775,  31.6627,2,-999.0000,9,    394.8,2,   -999.0,9,     2.29,6,     0.26,6,     0.31,6,     0.39,6,     0.31,6,    3.241,2,    3.162,2,   2008.3,2,   2173.2,2,-999.0000,9,  -999.00, 20120604,      202
  18MF20120601, AR07W,     5,  1, 380034,     10,2,20120604,0152, 53.6798, -55.5493,  145,     11.6,  -0.1687,  31.6365,2,  31.6389,2,    397.8,2,    393.2,2,     2.22,6,     0.00,6,     0.32,6,     0.36,6,     0.32,6,    3.264,2,    3.178,2,   2005.9,2,   2164.2,2,   7.8110,2,    25.00, 20120604,      203
  18MF20120601, AR07W,     5,  1, 380035,     11,2,20120604,0152, 53.6798, -55.5493,  145,      0.9,  -0.1602,  31.6309,2,-999.0000,9,    398.7,2,   -999.0,9,     2.30,6,     0.00,6,     0.24,6,     0.35,6,     0.24,6,    3.268,2,    3.219,2,   1999.6,2,   2165.8,2,   7.9750,2,    25.00, 20120604,      204
  18MF20120601, AR07W,     8,  1, 380036,      1,2,20120604,0419, 53.7965, -55.4375,  156,    196.0,  -0.3799,  33.7024,2,  33.7032,6,    326.5,2,    320.6,2,     7.20,6,    10.07,6,     0.25,6,     0.86,6,     0.25,6,    2.924,2,    2.714,2,   2119.2,2,   2241.6,2,   7.6910,2,    25.00, 20120604,      419
  18MF20120601, AR07W,     8,  1, 380037,      2,2,20120604,0419, 53.7965, -55.4375,  156,    180.8,  -0.5464,  33.6110,2,  33.6097,2,    326.6,2,    321.2,2,     7.23,6,     9.75,6,     0.37,6,     0.87,6,     0.37,6, -999.000,9,     -999,9,   2138.5,3,   2239.9,2,-999.0000,9,  -999.00, 20120604,      420
  18MF20120601, AR07W,     8,  1, 380038,      3,2,20120604,0419, 53.7965, -55.4375,  156,    151.3,  -0.9994,  33.3404,2,  33.3242,2,    329.0,2,    323.0,6,     7.47,6,     8.90,6,     0.20,6,     0.88,2,      0.2,6, -999.000,9,     -999,9,   2118.4,2,   2223.0,2,   7.6700,2,    25.00, 20120604,      421
  18MF20120601, AR07W,     8,  1, 380039,      4,2,20120604,0419, 53.7965, -55.4375,  156,    127.3,  -1.2570,  33.1077,2,  33.0873,2,    330.8,2,    325.1,2,     7.83,6,     8.34,6,     0.29,6,  -999.00,0,     0.29,6, -999.000,9,     -999,9,   2113.5,2,   2220.6,2,   7.6540,2,    25.00, 20120604,      423
  18MF20120601, AR07W,     8,  1, 380040,      5,2,20120604,0419, 53.7965, -55.4375,  156,    100.1,  -1.4632,  32.8386,2,  32.8309,2,    332.0,2,    326.9,2,     8.81,6,     8.28,6,     0.23,6,     0.91,6,     0.23,6,    3.006,2,     2.74,2,   2122.3,2,   2219.3,2,   7.6320,2,    25.00, 20120604,      424
  18MF20120601, AR07W,     8,  1, 380041,      6,2,20120604,0419, 53.7965, -55.4375,  156,     79.3,  -1.5240,  32.6733,2,-999.0000,9,    336.2,2,   -999.0,9,     8.95,6,     7.86,6,     0.28,6,     0.91,6,     0.28,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6340,2,    25.00, 20120604,      425
  18MF20120601, AR07W,     8,  1, 380042,      7,2,20120604,0419, 53.7965, -55.4375,  156,     59.6,  -1.6290,  32.5606,2,-999.0000,9,    336.9,2,   -999.0,9,     9.16,6,     7.62,6,     0.30,6,     0.93,6,      0.3,6,    3.134,2,    3.017,2,   2113.2,2,   2214.6,2,   7.6290,2,    25.00, 20120604,      427
  18MF20120601, AR07W,     8,  1, 380043,      8,2,20120604,0419, 53.7965, -55.4375,  156,     50.4,  -1.6016,  32.4843,2,-999.0000,9,    340.2,2,    335.6,2,     8.80,6,     7.25,6,     0.39,6,     0.91,6,     0.39,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120604,      428
  18MF20120601, AR07W,     8,  1, 380044,      9,2,20120604,0419, 53.7965, -55.4375,  156,     39.8,  -1.5037,  32.4066,2,-999.0000,9,    344.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00, 20120604,      429
  18MF20120601, AR07W,     8,  1, 380045,     10,2,20120604,0419, 53.7965, -55.4375,  156,     31.3,   0.3165,  31.7161,2,-999.0000,9,    392.0,2,    386.3,2,     2.59,6,     0.00,6,     0.34,6,     0.40,6,     0.34,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.7880,2,    25.00, 20120604,      430
  18MF20120601, AR07W,     8,  1, 380046,     11,2,20120604,0419, 53.7965, -55.4375,  156,     21.0,   0.4143,  31.7019,2,-999.0000,9,    392.8,2,   -999.0,9,     2.59,6,     0.00,6,     0.33,6,     0.41,6,     0.33,6,    3.225,2,    3.239,2,   2012.2,2,   2163.0,2,   7.7940,2,    25.00, 20120604,      431
  18MF20120601, AR07W,     8,  1, 380047,     12,2,20120604,0419, 53.7965, -55.4375,  156,      7.8,   0.4275,  31.7081,2,  31.7087,2,    393.7,2,   -999.0,9,     2.52,6,     0.00,6,     0.32,6,     0.37,6,     0.32,6,    3.260,2,    3.223,2,   2008.7,2,   2175.2,2,   7.7990,2,    25.00, 20120604,      431
  18MF20120601, AR07W,     8,  1, 380048,     13,2,20120604,0419, 53.7965, -55.4375,  156,      1.7,   0.4391,  31.7108,2,-999.0000,9,    393.6,2,   -999.0,9,     2.56,6,     0.00,6,     0.38,6,     0.35,6,     0.38,6,    3.234,2,    3.171,2,   2017.3,2,   2169.3,2,   7.7940,2,    25.00, 20120604,      433
  18MF20120601, AR07W,    11,  1, 380049,      1,2,20120604,0702, 53.9870, -55.2517,  211,    141.1,  -0.5382,  33.5771,2,  33.5551,6,    324.2,2,    319.5,2,     7.85,6,     9.91,6,     0.35,6,     1.01,2,     0.35,6,    2.934,2,    2.793,2,   2121.0,2,   2251.3,3,   7.6820,2,    25.00, 20120604,      702
  18MF20120601, AR07W,    11,  1, 380050,      2,2,20120604,0702, 53.9870, -55.2517,  211,    124.2,  -0.5879,  33.5637,2,  33.5534,2,    324.6,2,    319.4,2,     8.20,6,     9.95,6,     0.37,6,  -999.00,0,     0.37,6, -999.000,9,     -999,9,   2120.8,2,   2242.6,2,   7.6820,2,    25.00, 20120604,      703
  18MF20120601, AR07W,    11,  1, 380051,      3,2,20120604,0702, 53.9870, -55.2517,  211,    100.8,  -1.1682,  33.2463,2,  33.1965,2,    328.9,2,    323.3,6,     7.78,6,     8.85,6,     0.31,6,  -999.00,0,     0.31,6,    3.011,2,    2.779,2,   2123.0,2,   2225.6,2,   7.6630,2,    25.00, 20120604,      705
  18MF20120601, AR07W,    11,  1, 380052,      4,2,20120604,0702, 53.9870, -55.2517,  211,     79.4,  -1.3173,  32.9597,2,-999.0000,9,    328.8,2,   -999.0,9,     8.85,6,     8.43,6,     0.38,6,  -999.00,0,     0.38,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6540,2,    25.00, 20120604,      706
  18MF20120601, AR07W,    11,  1, 380053,      5,2,20120604,0702, 53.9870, -55.2517,  211,     60.1,  -1.5140,  32.7509,2,-999.0000,9,    335.4,2,   -999.0,9,     8.79,6,     8.09,6,     1.80,6,     0.83,6,     0.29,2, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6520,2,    25.00, 20120604,      707
  18MF20120601, AR07W,    11,  1, 380054,      6,2,20120604,0702, 53.9870, -55.2517,  211,     50.3,  -1.6128,  32.6198,2,  32.6833,2,    336.6,2,    330.1,6,     8.67,6,     8.16,6,     0.32,6,     0.92,6,     0.32,6,    3.031,2,    2.849,2,   2126.5,2,   2219.7,2,   7.6440,2,    25.00, 20120604,      708
  18MF20120601, AR07W,    11,  1, 380055,      7,2,20120604,0702, 53.9870, -55.2517,  211,     40.0,  -1.6306,  32.5445,2,-999.0000,9,    339.0,2,   -999.0,9,     8.87,6,     7.86,6,     0.43,6,     0.93,6,     0.43,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6510,2,    25.00, 20120604,      709
  18MF20120601, AR07W,    11,  1, 380056,      8,2,20120604,0702, 53.9870, -55.2517,  211,     30.7,  -1.5951,  32.4530,2,-999.0000,9,    342.3,2,   -999.0,9,     8.92,6,     7.16,6,     0.42,6,     0.93,6,     0.42,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6470,2,    25.00, 20120604,      710
  18MF20120601, AR07W,    11,  1, 380057,      9,2,20120604,0702, 53.9870, -55.2517,  211,     20.7,   0.6838,  31.7983,2,-999.0000,9,    397.5,2,   -999.0,9,     1.08,6,     0.39,6,     0.31,6,     0.43,6,     0.31,6,    3.110,2,    2.869,2,   2009.4,2,   2190.6,3,   7.8500,2,    25.00, 20120604,      710
  18MF20120601, AR07W,    11,  1, 380058,     10,2,20120604,0702, 53.9870, -55.2517,  211,      9.3,   0.6108,  31.9917,2,  31.9546,2,    399.3,2,    394.0,2,     0.72,6,     0.13,6,     0.34,6,     0.34,6,     0.34,6,    3.137,2,    2.941,2,   2003.4,2,   2179.0,3,   7.8550,2,    25.00, 20120604,      711
  18MF20120601, AR07W,    11,  1, 380059,     11,2,20120604,0702, 53.9870, -55.2517,  211,      2.8,   0.6800,  31.9618,2,-999.0000,9,    398.6,2,    393.8,2,     0.78,2,     0.11,6,     0.29,6,     0.32,6,     0.29,6,    3.182,2,    3.068,2,   2005.0,2,   2163.6,2,   7.8510,2,    25.00, 20120604,      712
  18MF20120601, AR07W,    17,  1, 380060,      1,2,20120604,1235, 54.2190, -55.0180,  152,    152.7,  -0.9743,  33.3875,2,  33.3643,6,    322.4,2,    320.3,2,     7.74,6,     9.38,6,     0.28,6,     0.98,6,     0.28,6,    2.960,2,     2.81,2,   2120.8,2,   -999.0,9,   7.6740,2,    25.00, 20120604,     1235
  18MF20120601, AR07W,    17,  1, 380061,      2,2,20120604,1235, 54.2190, -55.0180,  152,    143.4,  -0.9961,  33.3556,2,  33.3299,2,    322.2,2,    320.3,6,     7.86,6,     9.38,6,     0.37,6,     0.94,6,     0.37,6, -999.000,9,     -999,9,   2121.1,2,   -999.0,9,   7.6750,2,    25.00, 20120604,     1236
  18MF20120601, AR07W,    17,  1, 380062,      3,2,20120604,1235, 54.2190, -55.0180,  152,    119.1,  -1.1500,  33.2179,2,  33.1850,2,    322.5,2,    319.6,2,     8.18,6,     8.99,6,     0.49,6,     0.90,6,     0.49,6, -999.000,9,     -999,9,   2119.7,2,   2232.6,3,   7.7380,2,    25.00, 20120604,     1238
  18MF20120601, AR07W,    17,  1, 380063,      4,2,20120604,1235, 54.2190, -55.0180,  152,     98.9,  -1.3115,  32.9646,2,  32.9283,2,    323.3,2,   -999.0,9,     8.87,6,     8.56,6,     0.41,6,     0.93,6,     0.41,6,    3.011,2,    2.774,2,   2121.9,2,   2236.4,3,   7.6470,2,    25.00, 20120604,     1239
  18MF20120601, AR07W,    17,  1, 380064,      5,2,20120604,1235, 54.2190, -55.0180,  152,     81.7,  -1.4163,  32.8396,2,-999.0000,9,    326.1,2,   -999.0,9,     9.21,6,     8.47,6,     0.34,6,     0.94,6,     0.34,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6440,2,    25.00, 20120604,     1241
  18MF20120601, AR07W,    17,  1, 380065,      6,2,20120604,1235, 54.2190, -55.0180,  152,     60.5,  -1.5785,  32.6756,2,-999.0000,9,    329.1,2,    327.3,2,     9.05,6,     7.91,6,     0.28,6,     0.97,6,     0.28,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6470,2,    25.00, 20120604,     1242
  18MF20120601, AR07W,    17,  1, 380066,      7,2,20120604,1235, 54.2190, -55.0180,  152,     50.0,  -1.6400,  32.5192,2,-999.0000,9,    333.2,2,   -999.0,9,     8.94,6,     7.62,6,     0.26,6,     0.92,6,     0.26,6,    3.115,2,    3.184,2,   2113.6,2,   2161.9,3,   7.6290,2,    25.00, 20120604,     1243
  18MF20120601, AR07W,    17,  1, 380067,      8,2,20120604,1235, 54.2190, -55.0180,  152,     39.1,  -1.6520,  32.4575,2,-999.0000,9,    334.4,2,   -999.0,9,     8.99,6,     7.40,6,     0.33,6,     0.93,6,     0.33,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6250,2,    25.00, 20120604,     1243
  18MF20120601, AR07W,    17,  1, 380068,      9,2,20120604,1235, 54.2190, -55.0180,  152,     28.3,  -1.5625,  32.3389,2,-999.0000,9,    339.5,2,    338.5,2,     8.75,6,     6.73,6,     0.44,6,     0.55,6,     0.44,6, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,   7.6540,2,    25.00, 20120604,     1244
  18MF20120601, AR07W,    17,  1, 380069,     10,2,20120604,1235, 54.2190, -55.0180,  152,     19.6,  -0.5576,  31.5510,2,-999.0000,9,    397.3,2,    405.4,2,     1.31,6,     0.16,6,     0.29,6,     0.00,6,     0.29,6,    3.245,2,    3.078,2,   1985.2,2,   2163.5,3,   7.8410,2,    25.00, 20120604,     1245
  18MF20120601, AR07W,    17,  1, 380070,     11,2,20120604,1235, 54.2190, -55.0180,  152,      8.9,  -0.5110,  31.5361,2,  31.5384,2,    411.1,2,    409.5,2,     0.92,6,     0.13,6,     0.28,6,     0.00,6,     0.28,6,    3.286,2,    3.104,2,   1985.3,2,   -999.0,9,   7.8560,2,    25.00, 20120604,     1246
  18MF20120601, AR07W,    17,  1, 380071,     12,2,20120604,1235, 54.2190, -55.0180,  152,      2.7,  -0.5173,  31.5364,2,-999.0000,9,    409.7,2,    409.9,6,     1.21,6,     0.12,6,     0.27,6,     0.00,6,     0.27,6,    3.277,2,    3.162,2,   1985.0,2,   1879.3,3,   7.8560,2,    25.00, 20120604,     1247
  18MF20120601, AR07W,    18,  1, 380072,      1,2,20120604,1544, 54.4908, -54.7568,  166,    179.8,   0.7441,  34.0763,2,  34.0777,6,    310.5,2,    311.2,2,     7.31,6,    11.65,6,     0.26,6,     0.93,6,     0.26,6,    2.822,2,     2.66,2,   2132.9,2,   2262.5,3,   7.6950,2,    25.00, 20120604,     1544
