EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,BTLNBR_U,BTLNBR_U_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,SBE35,SBE35_FLAG_W,SILUNC,NRAUNC,NRIUNC,PHPUNC,CS-137,CS-137_FLAG_W,CS137ER,PLUTO,PLUTO_FLAG_W,PLUTOER,THETA,SIG0
,,,,,,,,,,,,,METERS,DBAR,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,/MILLE,,/MILLE,/MILLE,,/MILLE,PMOL/KG,,ITS-90,,UMOL/KG,UMOL/KG,UMOL/KG,UMOL/KG,BQ/CUM,,BQ/M^3,MBQ/M^3,,MBQ/M^3,DEG C,KG/M^3
49NZ20070724,        P01,      21,          1,         25,     X12043,2,         25,2,20070730,       1249,    40.0218,   148.4030,       5461,   770.2,2,   3.4182,2,  34.2264,2,  34.2425,2,    43.90,2,   44.82,2,  119.63,2,   41.72,2,    0.01,2,   3.011,2,   0.651,2,   0.325,2,   0.030,2,  2345.9,2,  2351.8,6,   7.3592,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   3.42085,2,       0.38,       0.15,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   3.3651,    27.2336
49NZ20070724,        P01,      21,          1,         24,     X12030,2,         24,2,20070730,       1249,    40.0218,   148.4030,       5461,   869.8,2,   3.0858,2,  34.2816,2,  34.2846,2,    37.16,2,   37.29,2,  131.60,2,   42.52,2,    0.01,2,   3.067,2,   0.529,2,   0.264,2,   0.024,2,  2361.3,2,  2362.2,2,   7.3438,6,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   3.08512,2,       0.41,       0.15,       0.01,      0.018,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   3.0274,    27.3091
49NZ20070724,        P01,      21,          1,         23,     X12027,2,         23,2,20070730,       1249,    40.0218,   148.4030,       5461,   971.1,2,   2.9611,2,  34.3446,2,  34.3480,6,    37.68,2,   38.08,2,  136.80,2,   42.53,2,    0.02,2,   3.066,2,   0.351,2,   0.174,2,   0.020,2,  2367.8,2,  2372.0,2,   7.3556,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   2.96094,2,       0.42,       0.15,       0.01,      0.018,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   2.8959,    27.3713
49NZ20070724,        P01,      21,          1,         22,     X12028,2,         22,2,20070730,       1249,    40.0218,   148.4030,       5461,  1129.7,2,   2.8016,2,  34.4327,2,  34.4330,2,    40.56,2,   40.58,2,  142.36,2,   42.58,2,    0.01,2,   3.057,2,   0.080,2,   0.051,2,   0.008,2,  2373.9,2,  2385.7,2,   7.3751,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   2.79966,2,       0.43,       0.15,       0.01,      0.018,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   2.7256,    27.4567
49NZ20070724,        P01,      21,          1,         21,     X12009,2,         21,2,20070730,       1249,    40.0218,   148.4030,       5461,  1329.6,2,   2.5308,2,  34.4799,2,  34.4797,2,    42.67,2,   42.53,2,  150.09,2,   42.64,2,    0.01,2,   3.069,2,   0.042,2,   0.029,2,   0.004,2,  2380.7,2,  2395.0,2,   7.3823,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   2.53057,2,       0.45,       0.15,       0.01,      0.018,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   2.4420,    27.5189
49NZ20070724,        P01,      21,          1,         20,     X12026,2,         20,2,20070730,       1249,    40.0218,   148.4030,       5461,  1530.0,2,   2.3216,2,  34.5215,2,  34.5212,2,    49.24,2,   49.30,2,  154.74,2,   42.46,2,    0.01,2,   3.040,2,   0.018,2,   0.010,2,   0.008,2,  2381.4,2,  2402.7,2,   7.3968,6,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   2.32159,2,       0.46,       0.15,       0.01,      0.018,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   2.2194,    27.5707
49NZ20070724,        P01,      21,          1,         19,     X12025,2,         19,2,20070730,       1249,    40.0218,   148.4030,       5461,  1730.8,2,   2.1145,2,  34.5612,2,  34.5612,2,    60.21,2,   60.19,2,  158.54,2,   41.94,2,    0.01,2,   2.978,2,   0.013,2,   0.008,2,   0.003,2,  2379.2,2,  2408.5,2,   7.4214,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   2.11447,2,       0.47,       0.15,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.9988,    27.6202
49NZ20070724,        P01,      21,          1,         18,     X12024,2,         18,2,20070730,       1249,    40.0218,   148.4030,       5461,  1931.8,2,   1.9894,2,  34.5853,2,  34.5850,2,    70.13,2,   70.21,2,  159.57,2,   41.37,2,    0.01,2,   2.937,2,   0.005,2,   0.003,2,   0.000,2,  2375.8,2,  2411.1,2,   7.4399,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.98950,2,       0.47,       0.15,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.8590,    27.6505
49NZ20070724,        P01,      21,          1,         17,     X12023,2,         17,2,20070730,       1249,    40.0218,   148.4030,       5461,  2131.4,2,   1.8694,2,  34.6080,2,  34.6076,2,    82.49,2,   82.59,2,  159.75,2,   40.65,2,    0.01,2,   2.871,2,   0.003,2,   0.003,2,   0.000,2,  2367.8,2,  2414.9,2,   7.4649,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.86967,2,       0.47,       0.15,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.7240,    27.6789
49NZ20070724,        P01,      21,          1,         16,     X12022,2,         16,2,20070730,       1249,    40.0218,   148.4030,       5461,  2331.9,2,   1.7707,2,  34.6255,2,  34.6252,2,    94.16,2,   94.27,2,  158.78,2,   39.92,2,    0.00,2,   2.818,2,-999.000,9,-999.000,9,-999.000,9,  2363.5,6,  2416.3,2,   7.4869,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.77083,2,       0.47,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.6097,    27.7015
49NZ20070724,        P01,      21,          1,         15,     X12021,2,         15,2,20070730,       1249,    40.0218,   148.4030,       5461,  2530.5,2,   1.6932,2,  34.6390,2,  34.6386,6,   104.51,2,  104.50,2,  157.64,2,   39.25,2,    0.00,2,   2.766,2,   0.000,2,   0.000,2,   0.000,2,  2356.2,2,  2417.7,6,   7.5061,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.69331,2,       0.47,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.5160,    27.7193
49NZ20070724,        P01,      21,          1,         14,     X12020,2,         14,2,20070730,       1249,    40.0218,   148.4030,       5461,  2729.6,2,   1.6309,2,  34.6496,2,  34.6494,2,   113.45,2,  113.55,2,  156.42,2,   38.65,2,    0.00,2,   2.723,2,-999.000,9,-999.000,9,-999.000,9,  2351.5,2,  2418.7,2,   7.5231,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.63102,2,       0.46,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.4368,    27.7336
49NZ20070724,        P01,      21,          1,         13,     X12019,2,         13,2,20070730,       1249,    40.0218,   148.4030,       5461,  2930.7,2,   1.5796,2,  34.6586,2,  34.6580,2,   121.55,2,  121.62,2,  155.05,2,   38.19,2,    0.00,2,   2.683,2,-999.000,9,-999.000,9,-999.000,9,  2346.7,2,  2418.6,2,   7.5370,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.58001,2,       0.46,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.3677,    27.7457
49NZ20070724,        P01,      21,          1,         12,     X12040,2,         12,2,20070730,       1249,    40.0218,   148.4030,       5461,  3169.7,2,   1.5391,2,  34.6661,2,  34.6659,2,   129.68,2,  129.72,2,  152.93,2,   37.58,2,    0.00,2,   2.638,2,   0.001,2,   0.000,2,   0.003,2,  2341.1,2,  2418.7,2,   7.5518,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.53931,2,       0.46,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.3051,    27.7561
49NZ20070724,        P01,      21,          1,         11,     X12047,2,         11,2,20070730,       1249,    40.0218,   148.4030,       5461,  3420.5,2,   1.5073,2,  34.6724,2,  34.6721,2,   136.64,2,  136.76,2,  153.11,2,   37.57,2,    0.01,2,   2.646,2,-999.000,9,-999.000,9,-999.000,9,  2336.4,2,  2418.6,2,   7.5648,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.50739,2,       0.46,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.2491,    27.7651
49NZ20070724,        P01,      21,          1,         10,     X12010,2,         10,2,20070730,       1249,    40.0218,   148.4030,       5461,  3669.4,2,   1.4875,2,  34.6772,2,  34.6773,2,   142.22,2,  142.33,2,  150.11,2,   36.81,2,    0.01,2,   2.577,2,-999.000,9,-999.000,9,-999.000,9,  2332.0,2,  2418.0,2,   7.5740,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.48763,2,       0.45,       0.14,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.2042,    27.7721
49NZ20070724,        P01,      21,          1,          9,     X12015,2,          9,2,20070730,       1249,    40.0218,   148.4030,       5461,  3919.6,2,   1.4729,2,  34.6812,2,  34.6812,2,   147.27,2,  146.97,2,  149.02,2,   36.44,2,    0.02,2,   2.551,2,   0.001,2,   0.000,2,   0.000,2,  2330.3,2,  2417.9,2,   7.5812,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.47287,2,       0.45,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.1635,    27.7781
49NZ20070724,        P01,      21,          1,          8,     X12046,2,          8,2,20070730,       1249,    40.0218,   148.4030,       5461,  4170.4,2,   1.4688,2,  34.6844,2,  34.6843,6,   151.36,2,  151.14,2,  147.83,2,   36.20,2,    0.01,2,   2.525,2,-999.000,9,-999.000,9,-999.000,9,  2326.3,6,  2417.6,2,   7.5881,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.46885,2,       0.44,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.1321,    27.7829
49NZ20070724,        P01,      21,          1,          7,     X12044,2,          7,2,20070730,       1249,    40.0218,   148.4030,       5461,  4420.9,2,   1.4696,2,  34.6872,2,  34.6873,2,   154.97,2,  154.78,2,  147.12,2,   35.93,2,    0.01,2,   2.512,2,-999.000,9,-999.000,9,-999.000,9,  2323.8,2,  2416.5,6,   7.5928,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.46973,2,       0.44,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.1046,    27.7870
49NZ20070724,        P01,      21,          1,          6,     X12048,2,          6,2,20070730,       1249,    40.0218,   148.4030,       5461,  4669.6,2,   1.4823,2,  34.6890,2,  34.6889,2,   157.01,2,  156.82,2,  146.75,2,   35.79,2,    0.00,2,   2.500,2,   0.018,3,   0.019,3,   0.000,2,  2322.1,2,  2415.9,2,   7.5971,6,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.48246,2,       0.44,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.0881,    27.7896
49NZ20070724,        P01,      21,          1,          5,     X12017,2,          5,2,20070730,       1249,    40.0218,   148.4030,       5461,  4922.2,2,   1.5019,2,  34.6903,2,  34.6901,2,   158.52,2,  158.44,2,  146.67,2,   35.66,2,    0.01,2,   2.492,2,-999.000,9,-999.000,9,-999.000,9,  2320.3,2,  2417.0,2,   7.5991,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.50196,2,       0.44,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.0770,    27.7913
49NZ20070724,        P01,      21,          1,          4,     X12928,2,          4,2,20070730,       1249,    40.0218,   148.4030,       5461,  5170.7,2,   1.5240,2,  34.6910,2,  34.6916,2,   160.27,2,  160.29,2,  144.41,2,   35.54,2,    0.00,2,   2.482,2,-999.000,9,-999.000,9,-999.000,9,  2318.6,2,  2414.6,2,   7.6012,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.52393,2,       0.44,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.0680,    27.7925
49NZ20070724,        P01,      21,          1,          3,     X12931,2,          3,2,20070730,       1249,    40.0218,   148.4030,       5461,  5420.0,2,   1.5463,2,  34.6920,2,  34.6919,2,   162.14,2,  162.27,2,  142.41,2,   35.41,2,    0.01,2,   2.474,2,-999.000,9,-999.000,9,-999.000,9,  2316.3,2,  2413.8,2,   7.6040,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.54624,2,       0.43,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.0582,    27.7939
49NZ20070724,        P01,      21,          1,          2,     X12930,2,          2,2,20070730,       1249,    40.0218,   148.4030,       5461,    50.1,2,  17.5568,2,  34.5096,2,-999.0000,9,   224.10,2, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,  17.55795,2,     -999.0,     -999.0,     -999.0,     -999.0,     -999.0,9,     -999.0,     -999.0,9,     -999.0,  17.5484,    25.0065
49NZ20070724,        P01,      21,          1,          1,     X12929,2,          1,2,20070730,       1249,    40.0218,   148.4030,       5461,  5559.0,2,   1.5614,2,  34.6922,2,  34.6922,6,   162.56,2,  162.94,2,  142.12,2,   35.37,2,    0.01,2,   2.474,2,   0.004,2,   0.001,2,   0.000,2,  2315.6,2,  2413.1,2,   7.6045,2,    25.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.56139,2,       0.43,       0.13,       0.01,      0.016,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   1.0550,    27.7943
49NZ20070724,        P01,      22,          1,          0,     -999.0,9,          0,2,20070730,       1857,    40.3213,   148.8717,       5465,  -999.0,9,-999.0000,9,-999.0000,9,  34.4833,2,  -999.00,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,-999.00000,9,     -999.0,     -999.0,     -999.0,     -999.0,     -999.0,1,     -999.0,     -999.0,1,     -999.0,-999.0000,     -999.0
49NZ20070724,        P01,      22,          1,         36,     X12042,2,         36,2,20070730,       1857,    40.3213,   148.8717,       5465,    10.0,2,  20.2012,2,  34.5006,2,  34.5051,2,   230.76,2,  228.89,2,    1.87,2,    0.06,2,    0.01,2,   0.060,2,   2.073,2,   1.246,2,   0.285,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,  20.19996,2,       0.12,       0.03,       0.01,      0.030,     -999.0,9,     -999.0,     -999.0,9,     -999.0,  20.1993,    24.3283
49NZ20070724,        P01,      22,          1,         35,     X12041,2,         35,2,20070730,       1857,    40.3213,   148.8717,       5465,    49.6,2,  16.7283,2,  34.6517,2,  34.6497,2,   190.92,2,  191.23,2,    8.70,2,    7.45,2,    0.09,2,   0.564,2,   2.214,2,   1.263,2,   0.099,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,  16.72688,2,       0.14,       0.05,       0.01,      0.013,     -999.0,9,     -999.0,     -999.0,9,     -999.0,  16.7203,    25.3129
49NZ20070724,        P01,      22,          1,         34,     X12036,2,         34,2,20070730,       1857,    40.3213,   148.8717,       5465,    99.5,2,  14.0674,2,  34.5145,2,  34.4971,2,   189.56,2,  191.36,2,   14.44,2,   11.32,2,    0.03,2,   0.835,2,   2.378,2,   1.339,2,   0.097,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,  14.06953,2,       0.15,       0.06,       0.01,      0.013,     -999.0,1,     -999.0,     -999.0,9,     -999.0,  14.0531,    25.8007
49NZ20070724,        P01,      22,          1,         33,     X12033,2,         33,2,20070730,       1857,    40.3213,   148.8717,       5465,   149.6,2,  11.6743,2,  34.3251,2,  34.3100,2,   201.19,2,  203.78,2,   19.14,2,   13.47,2,    0.03,2,   1.005,2,   2.599,6,   1.437,6,   0.115,6,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,  11.67487,2,       0.16,       0.07,       0.01,      0.013,     -999.0,9,     -999.0,     -999.0,9,     -999.0,  11.6553,    26.1298
49NZ20070724,        P01,      22,          1,         32,     X12038,2,         32,2,20070730,       1857,    40.3213,   148.8717,       5465,   200.6,2,   8.8474,2,  34.0118,2,  33.9914,2,   212.03,2,  215.14,2,   25.89,2,   16.68,2,    0.02,2,   1.270,2,   3.022,2,   1.638,2,   0.147,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   8.84548,2,       0.18,       0.08,       0.01,      0.014,     -999.0,1,     -999.0,     -999.0,9,     -999.0,   8.8261,    26.3717
49NZ20070724,        P01,      22,          1,         31,     X12003,2,         31,2,20070730,       1857,    40.3213,   148.8717,       5465,   249.0,2,   6.8921,2,  33.8764,2,  33.8698,6,   209.43,2,  211.21,2,   37.62,2,   21.65,2,    0.02,2,   1.651,2,   3.173,2,   1.702,2,   0.159,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   6.89567,2,       0.20,       0.09,       0.01,      0.014,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   6.8693,    26.5514
49NZ20070724,        P01,      22,          1,         30,     X12008,2,         30,2,20070730,       1857,    40.3213,   148.8717,       5465,   302.1,2,   5.7358,2,  33.8558,2,  33.8511,2,   186.40,2,  188.52,2,   49.68,2,   26.21,2,    0.02,2,   1.983,2,   3.017,2,   1.583,2,   0.163,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   5.73483,2,       0.23,       0.11,       0.01,      0.015,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   5.7108,    26.6843
49NZ20070724,        P01,      22,          1,         29,     X12035,2,         29,2,20070730,       1857,    40.3213,   148.8717,       5465,   398.8,2,   4.9098,2,  33.9166,2,  33.9087,2,   144.10,2,  141.83,2,   68.55,2,   32.08,2,    0.01,2,   2.388,2,   2.457,2,   1.253,2,   0.121,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   4.91025,2,       0.27,       0.12,       0.01,      0.016,     -999.0,1,     -999.0,     -999.0,9,     -999.0,   4.8790,    26.8300
49NZ20070724,        P01,      22,          1,         28,     X12034,2,         28,2,20070730,       1857,    40.3213,   148.8717,       5465,   498.8,2,   4.2118,2,  34.0063,2,  34.0151,6,    94.15,2,   92.00,2,   87.18,2,   36.81,2,    0.01,2,   2.707,2,   1.730,2,   0.868,2,   0.088,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   4.21363,2,       0.31,       0.14,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   4.1755,    26.9775
49NZ20070724,        P01,      22,          1,         27,     X12049,2,         27,2,20070730,       1857,    40.3213,   148.8717,       5465,   599.7,2,   3.0538,2,  33.9941,2,  34.0003,2,    60.64,2,   59.88,2,  108.94,2,   41.19,2,    0.00,2,   3.014,2,-999.000,5,-999.000,5,-999.000,5,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   3.05452,2,       0.36,       0.15,       0.01,      0.017,     -999.0,1,     -999.0,     -999.0,9,     -999.0,   3.0152,    27.0807
49NZ20070724,        P01,      22,          1,         26,     X12032,2,         26,2,20070730,       1857,    40.3213,   148.8717,       5465,   699.5,2,   3.5431,2,  34.1992,2,  34.1997,2,    47.30,2,   47.42,2,  115.17,2,   41.06,2,    0.01,2,   3.003,2,   0.776,6,   0.380,6,   0.045,6,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   3.54424,2,       0.37,       0.15,       0.01,      0.017,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   3.4946,    27.1995
49NZ20070724,        P01,      22,          1,         25,     X12043,2,         25,2,20070730,       1857,    40.3213,   148.8717,       5465,   799.4,2,   3.1909,2,  34.2518,2,  34.2533,2,    38.60,2,   38.80,2,  127.14,2,   42.26,2,    0.00,2,   3.061,2,-999.000,5,-999.000,5,-999.000,5,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   3.19302,2,       0.40,       0.15,       0.01,      0.018,     -999.0,1,     -999.0,     -999.0,9,     -999.0,   3.1370,    27.2753
49NZ20070724,        P01,      22,          1,         24,     X12030,2,         24,2,20070730,       1857,    40.3213,   148.8717,       5465,   898.3,2,   3.0349,2,  34.3227,2,  34.3238,2,    37.17,2,   37.42,2,  133.70,2,   42.16,2,    0.02,2,   3.065,2,   0.104,4,-999.000,5,   0.020,4,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   3.03508,2,       0.41,       0.15,       0.01,      0.018,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   2.9747,    27.3467
49NZ20070724,        P01,      22,          1,         23,     X12027,2,         23,2,20070730,       1857,    40.3213,   148.8717,       5465,   998.5,2,   2.9309,2,  34.3756,2,  34.3768,6,    37.91,2,   38.56,2,  138.17,2,   42.43,2,    0.01,2,   3.060,2,   0.234,2,   0.109,2,   0.028,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   2.93126,2,       0.42,       0.15,       0.01,      0.018,     -999.0,1,     -999.0,     -999.0,9,     -999.0,   2.8639,    27.3989
49NZ20070724,        P01,      22,          1,         22,     X12028,2,         22,2,20070730,       1857,    40.3213,   148.8717,       5465,  1202.7,2,   2.6798,2,  34.4510,2,  34.4502,2,    39.68,2,   39.83,2,  144.86,2,   42.40,2,    0.01,2,   3.070,2,   0.083,2,   0.039,2,   0.007,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   2.67986,2,       0.44,       0.15,       0.01,      0.018,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   2.5993,    27.4824
49NZ20070724,        P01,      22,          1,         21,     X12009,2,         21,2,20070730,       1857,    40.3213,   148.8717,       5465,  1399.6,2,   2.4242,2,  34.4992,2,  34.4984,2,    44.51,2,   44.50,2,  152.53,2,   42.68,2,    0.00,2,   3.046,2,   0.043,2,   0.017,2,   0.000,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   2.42536,2,       0.45,       0.15,       0.01,      0.018,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   2.3311,    27.5436
49NZ20070724,        P01,      22,          1,         20,     X12026,2,         20,2,20070730,       1857,    40.3213,   148.8717,       5465,  1599.1,2,   2.2270,2,  34.5357,2,  34.5353,2,    52.10,2,   52.61,2,  156.91,2,   42.30,2,    0.01,2,   3.022,2,   0.023,2,   0.010,2,   0.000,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   2.22702,2,       0.46,       0.15,       0.01,      0.018,     -999.0,9,     -999.0,     -999.0,9,     -999.0,   2.1204,    27.5901
49NZ20070724,        P01,      22,          1,         19,     X12025,2,         19,2,20070730,       1857,    40.3213,   148.8717,       5465,  1799.0,2,   2.0728,2,  34.5680,2,  34.5677,2,    62.61,2,   62.30,2,  159.13,2,   41.67,2,    0.00,2,   2.969,2,   0.017,2,   0.007,2,   0.000,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   2.07281,2,       0.47,       0.15,       0.01,      0.017,     -999.0,1,     -999.0,     -999.0,9,     -999.0,   1.9521,    27.6293
49NZ20070724,        P01,      22,          1,         18,     X12024,2,         18,2,20070730,       1857,    40.3213,   148.8717,       5465,  2000.6,2,   1.9436,2,  34.5927,2,  34.5926,2,    73.42,2,   73.08,2,  160.10,2,   41.10,2,    0.00,2,   2.925,2,   0.001,2,   0.000,2,   0.000,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.94352,2,       0.47,       0.15,       0.01,      0.017,     -999.0,1,     -999.0,     -999.0,9,     -999.0,   1.8081,    27.6603
49NZ20070724,        P01,      22,          1,         17,     X12023,2,         17,2,20070730,       1857,    40.3213,   148.8717,       5465,  2200.8,2,   1.8437,2,  34.6116,2,  34.6116,2,    84.25,2,   84.16,2,  159.78,2,   40.41,2,    0.00,2,   2.861,2,   0.002,2,   0.000,2,   0.000,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,  -999.0,9,  -999.0,-999.000,9,   1.84367,2,       0.47,       0.15,       0.01,      0.017,     -999.0,1,     -999.0,     -999.0,9,     -999.0,   1.6928,    27.6842
