BOTTLE,20081007CCHDOSIODBK
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BLTNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CTDFLUORO,CTDFLUORO_FLAG_W,CTDPAR,CTDPAR_FLAG_W,CTDTRANS,CTDTRANS_FLAG_W,AMMONIA,AMMONIA_FLAG_W,NITRIT,NITRIT_FLAG_W
,,,,,,,,,,,,DBAR,ITS-90,PSS78,,PSS78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,,,,,,UMOL/KG,,UMOL/KG,
  09AR20070117,  SR03,     1,  1,     24,     24,2,20070119,1203,-43.8413, 144.7352, 3176,      9.0,  15.1571,  35.2346,2,  35.2229,2,   267.28,2,   267.71,2,      0.3,2,     0.52,2,     0.17,2,    1.555,2,    0.002,2,    0.918,2,     0.03,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     23,     23,2,20070119,1203,-43.8413, 144.7352, 3176,      9.0,  15.1940,  35.2287,2,  35.2302,2,   267.28,2,   270.05,2,      0.3,2,     0.48,2,     0.17,2,    1.479,2,    0.002,2,    0.919,2,     0.06,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     22,     22,2,20070119,1203,-43.8413, 144.7352, 3176,     48.3,  14.8685,  35.4254,2,  35.4245,2,   255.54,2,   254.21,2,      0.6,2,     0.85,2,     0.19,2,    0.990,2,    0.002,2,    0.957,2,     0.17,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     21,     21,2,20070119,1203,-43.8413, 144.7352, 3176,     48.1,  14.8413,  35.4196,2,  35.4206,2,   255.54,2,   253.43,2,      0.6,2,     0.88,2,     0.19,2,    0.853,2,    0.002,2,    0.958,2,     0.18,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     20,     20,2,20070119,1203,-43.8413, 144.7352, 3176,     99.1,  12.6302,  35.2018,2,  35.2030,2,   251.58,2,   241.86,2,      2.6,2,     8.24,2,     0.58,2,    0.122,2,    0.002,2,    0.976,2,     0.03,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     19,     19,2,20070119,1203,-43.8413, 144.7352, 3176,     98.9,  12.5426,  35.1920,2,  35.1975,2,   249.81,2,   241.57,2,      2.7,2,     8.61,2,     0.59,2,    0.086,2,    0.002,2,    0.976,2,     0.02,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     18,     18,2,20070119,1203,-43.8413, 144.7352, 3176,    150.6,  11.7218,  35.0791,2,  35.0803,2,   237.71,2,   242.23,2,      3.4,2,    10.23,2,     0.71,2,    0.044,2,    0.002,2,    0.978,2,     0.03,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     17,     17,2,20070119,1203,-43.8413, 144.7352, 3176,    150.2,  11.7193,  35.0795,2,  35.0795,2,   237.71,2,   241.35,2,      4.2,2,    10.44,2,     0.72,2,    0.048,2,    0.002,2,    0.978,2,     0.02,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     16,     16,2,20070119,1203,-43.8413, 144.7352, 3176,    198.3,  11.0873,  34.9853,2,  34.9894,2,   240.68,2,   242.61,2,      3.2,2,    11.47,2,     0.86,2,    0.022,2,    0.002,2,    0.978,2,     0.00,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     15,     15,2,20070119,1203,-43.8413, 144.7352, 3176,    198.6,  11.0753,  34.9834,2,  34.9898,2,   240.68,2,   242.51,2,      3.0,2,    11.62,2,     0.81,2,    0.014,2,    0.002,2,    0.979,2,     0.01,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     14,     14,2,20070119,1203,-43.8413, 144.7352, 3176,    249.5,  10.5195,  34.9055,2,  34.8979,2,   237.73,2,   232.47,2,      4.3,2,    14.04,2,     0.98,2,   -0.037,2,    0.002,2,    0.980,2,     0.02,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     13,     13,2,20070119,1203,-43.8413, 144.7352, 3176,    301.7,   9.5732,  34.7397,2,  34.7333,2,   255.62,2,   245.12,2,      5.0,2,    15.65,2,     1.06,2,   -0.034,2,    0.002,2,    0.979,2,     0.00,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     12,     12,2,20070119,1203,-43.8413, 144.7352, 3176,    401.8,   8.5104,  34.5565,2,  34.5588,2,   264.08,2,   263.62,2,      4.8,2,    16.71,2,     1.12,2,   -0.050,2,    0.002,2,    0.982,2,     0.03,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     11,     11,2,20070119,1203,-43.8413, 144.7352, 3176,    500.3,   7.8102,  34.4568,2,  34.4593,2,   257.56,2,   257.38,2,      6.3,2,    20.01,2,     1.29,2,   -0.052,2,    0.002,2,    0.982,2,     0.00,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,     10,     10,2,20070119,1203,-43.8413, 144.7352, 3176,    600.3,   7.1235,  34.4003,2,  34.4004,2,   235.94,2,   237.02,2,     10.1,2,    22.68,2,     1.48,2,   -0.051,2,    0.002,2,    0.982,2,     0.04,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,      9,      9,2,20070119,1203,-43.8413, 144.7352, 3176,    701.9,   6.9764,  34.4828,2,  34.4840,2,   205.18,2,   198.53,2,     17.4,2,    25.71,2,     1.69,2,   -0.046,2,    0.002,2,    0.982,2,     0.02,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,      8,      8,2,20070119,1203,-43.8413, 144.7352, 3176,    799.0,   6.2651,  34.4658,2,  34.4671,2,   194.22,2,   190.34,2,     25.0,2,    27.37,2,     1.89,2,   -0.044,2,    0.002,2,    0.982,2,     0.01,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,      7,      7,2,20070119,1203,-43.8413, 144.7352, 3176,    898.3,   5.4641,  34.4451,2,  34.4473,2,   188.03,2,   186.24,2,     32.1,2,    28.81,2,     2.01,2,   -0.046,2,    0.002,2,    0.982,2,     0.03,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,      6,      6,2,20070119,1203,-43.8413, 144.7352, 3176,    999.0,   4.5009,  34.4026,2,  34.4047,2,   190.18,2,  -999.00,9,     38.6,2,    30.91,2,     2.10,2,   -0.042,2,    0.002,2,    0.983,2,     0.01,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,      5,      5,2,20070119,1203,-43.8413, 144.7352, 3176,   1098.2,   3.8074,  34.3956,2,-999.0000,9,   190.54,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.039,2,    0.002,2,    0.983,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     1,  1,      4,      4,2,20070119,1203,-43.8413, 144.7352, 3176,   1198.2,   3.4580,  34.4343,2,  34.4355,2,   177.76,2,  -999.00,9,     51.2,2,    33.64,2,     2.27,2,   -0.038,2,    0.002,2,    0.983,2,     0.01,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,      3,      3,2,20070119,1203,-43.8413, 144.7352, 3176,   1297.5,   3.0779,  34.4573,2,  34.4597,2,   179.37,2,   180.35,2,     55.8,2,    33.57,2,     2.32,2,   -0.037,2,    0.002,2,    0.983,2,     0.01,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,      2,      2,2,20070119,1203,-43.8413, 144.7352, 3176,   1409.6,   2.8575,  34.5115,2,  34.5131,2,   173.99,2,   174.11,2,     61.6,2,    34.00,2,     2.36,2,   -0.034,2,    0.002,2,    0.983,2,     0.05,2,  -999.00,9
  09AR20070117,  SR03,     1,  1,      1,      1,2,20070119,1203,-43.8413, 144.7352, 3176,   1500.6,   2.7173,  34.5519,2,  34.5529,2,   171.88,2,   173.23,2,     64.5,2,    33.82,2,     2.31,2,   -0.028,2,    0.002,2,    0.983,2,     0.02,2,  -999.00,9
  09AR20070117,  SR03,     2,  1,     24,     24,2,20070119,1559,-43.8358, 144.6928, 3185,      9.1,  15.2685,  35.3046,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    1.310,2,    0.077,2,    0.925,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     2,  1,     23,     23,2,20070119,1559,-43.8358, 144.6928, 3185,      9.2,  15.2659,  35.3004,2,  35.3066,2,  -999.00,5,   267.02,2,      0.2,2,     0.52,2,     0.17,2,    1.234,2,    0.107,2,    0.925,2,     0.03,2,     0.02,2
  09AR20070117,  SR03,     2,  1,     22,     22,2,20070119,1559,-43.8358, 144.6928, 3185,     19.2,  15.2195,  35.3468,2,-999.0000,9,   266.01,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    1.329,2,    0.002,2,    0.926,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     2,  1,     21,     21,2,20070119,1559,-43.8358, 144.6928, 3185,     19.1,  15.1758,  35.3839,2,  35.3642,2,   266.01,2,   264.95,2,      0.1,2,     0.17,2,     0.13,2,    1.520,2,    0.002,2,    0.927,2,     0.03,2,     0.01,2
  09AR20070117,  SR03,     2,  1,     20,     20,2,20070119,1559,-43.8358, 144.6928, 3185,     33.2,  14.8950,  35.3835,2,-999.0000,9,   261.85,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    2.462,2,    0.002,2,    0.934,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     2,  1,     19,     19,2,20070119,1559,-43.8358, 144.6928, 3185,     33.3,  14.8929,  35.3813,2,  35.3813,2,   261.85,2,   259.77,2,      0.2,2,     0.28,2,     0.17,2,    2.846,2,    0.002,2,    0.934,2,     0.20,2,     0.04,2
  09AR20070117,  SR03,     2,  1,     18,     18,2,20070119,1559,-43.8358, 144.6928, 3185,     49.3,  14.6749,  35.3509,2,-999.0000,9,   257.02,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    1.657,2,    0.002,2,    0.949,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     2,  1,     17,     17,2,20070119,1559,-43.8358, 144.6928, 3185,     49.3,  14.6388,  35.3450,2,  35.3457,2,   257.02,2,   258.20,2,      0.3,2,     0.90,2,     0.21,2,    1.563,2,    0.002,2,    0.949,2,     0.45,2,     0.10,2
  09AR20070117,  SR03,     2,  1,     16,     16,2,20070119,1559,-43.8358, 144.6928, 3185,     69.9,  13.5248,  35.2122,2,-999.0000,9,   259.72,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.273,2,    0.002,2,    0.969,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     2,  1,     15,     15,2,20070119,1559,-43.8358, 144.6928, 3185,     69.5,  13.4771,  35.2088,2,  35.2105,2,   259.72,2,   258.36,2,      1.0,2,     4.15,2,     0.40,2,    0.257,2,    0.002,2,    0.969,2,     0.36,2,     0.32,2
  09AR20070117,  SR03,     2,  1,     14,     14,2,20070119,1559,-43.8358, 144.6928, 3185,     88.6,  13.1484,  35.2985,2,-999.0000,9,   239.81,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.013,2,    0.002,2,    0.976,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     2,  1,     13,     13,2,20070119,1559,-43.8358, 144.6928, 3185,     88.7,  13.0748,  35.2880,2,  35.2816,2,   239.81,2,   229.69,2,      2.8,2,     8.49,2,     0.61,2,    0.009,2,    0.002,2,    0.976,2,     0.02,2,     0.04,2
  09AR20070117,  SR03,     2,  1,     12,     12,2,20070119,1559,-43.8358, 144.6928, 3185,    115.0,  12.6446,  35.2279,2,-999.0000,9,   232.71,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.012,2,    0.002,2,    0.976,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     2,  1,     11,     11,2,20070119,1559,-43.8358, 144.6928, 3185,    114.9,  12.6424,  35.2280,2,  35.2278,2,   234.15,2,   235.33,2,      2.9,2,     8.91,2,     0.65,2,   -0.018,2,    0.002,2,    0.976,2,     0.00,2,     0.02,2
  09AR20070117,  SR03,     2,  1,     10,     10,2,20070119,1559,-43.8358, 144.6928, 3185,    149.6,  11.8556,  35.0965,2,-999.0000,9,   249.10,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.010,2,    0.002,2,    0.977,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     2,  1,      9,      9,2,20070119,1559,-43.8358, 144.6928, 3185,    149.3,  11.8482,  35.0958,2,  35.0966,2,   249.10,2,   248.17,2,      2.3,2,     9.42,2,     0.67,2,    0.010,2,    0.002,2,    0.977,2,     0.01,2,     0.03,2
  09AR20070117,  SR03,     2,  1,      8,      8,2,20070119,1559,-43.8358, 144.6928, 3185,    174.7,  11.5909,  35.0693,2,-999.0000,9,   245.08,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.022,2,    0.002,2,    0.977,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     2,  1,      7,      7,2,20070119,1559,-43.8358, 144.6928, 3185,    175.2,  11.5068,  35.0548,2,  35.0616,2,   244.05,2,   245.44,2,      3.1,2,    10.74,2,     0.73,2,   -0.017,2,    0.002,2,    0.978,2,     0.02,2,     0.02,2
  09AR20070117,  SR03,     2,  1,      6,      6,2,20070119,1559,-43.8358, 144.6928, 3185,    199.8,  11.1872,  35.0044,2,-999.0000,9,   245.47,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.017,2,    0.002,2,    0.977,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     2,  1,      5,      5,2,20070119,1559,-43.8358, 144.6928, 3185,    200.1,  11.1725,  35.0022,2,  35.0012,2,   245.47,2,   241.64,2,      3.4,2,    11.88,2,     0.82,2,   -0.019,2,    0.002,2,    0.978,2,     0.02,2,     0.01,2
  09AR20070117,  SR03,     2,  1,      4,      4,2,20070119,1559,-43.8358, 144.6928, 3185,    250.9,   9.8455,  34.7735,2,  34.7771,2,   253.74,2,   259.35,2,      3.5,2,    13.32,2,     0.94,2,   -0.025,2,    0.002,2,    0.979,2,     0.02,2,     0.01,2
  09AR20070117,  SR03,     2,  1,      3,      3,2,20070119,1559,-43.8358, 144.6928, 3185,    300.0,   9.2136,  34.6690,2,  34.6696,2,   258.39,2,   259.05,2,      4.3,2,    15.73,2,     1.02,2,   -0.033,2,    0.002,2,    0.979,2,     0.02,2,     0.01,2
  09AR20070117,  SR03,     2,  1,      2,      2,2,20070119,1559,-43.8358, 144.6928, 3185,    352.8,   8.8014,  34.6003,2,  34.6022,2,   267.74,2,   265.77,2,      4.4,2,    15.80,2,     1.08,2,   -0.046,2,    0.002,2,    0.980,2,     0.01,2,     0.01,2
  09AR20070117,  SR03,     2,  1,      1,      1,2,20070119,1559,-43.8358, 144.6928, 3185,    398.9,   8.3796,  34.5306,2,  34.5313,2,   271.36,2,   272.00,2,      4.4,2,    16.83,2,     1.09,2,   -0.051,2,    0.002,2,    0.981,2,     0.01,2,     0.01,2
  09AR20070117,  SR03,     3,  1,     24,     24,2,20070120,0045,-45.0002, 142.9812, 4900,      4.5,  13.4652,  34.7250,2,  34.7258,2,  -999.00,5,   283.70,2,      0.1,2,     3.68,2,     0.38,2,    2.412,2,    3.557,2,    0.869,2,     0.07,2,     0.07,2
  09AR20070117,  SR03,     3,  1,     23,     23,2,20070120,0045,-45.0002, 142.9812, 4900,     24.7,  12.5333,  34.7239,2,  34.7237,2,   286.31,2,   286.08,2,      0.1,2,     4.11,2,     0.41,2,    4.079,2,    2.512,2,    0.907,2,     0.26,2,     0.07,2
  09AR20070117,  SR03,     3,  1,     22,     22,2,20070120,0045,-45.0002, 142.9812, 4900,     50.0,  11.8453,  34.7217,2,  34.7241,2,   273.61,2,   272.60,2,      0.5,2,     6.09,2,     0.58,2,    1.481,2,    1.554,2,    0.956,2,     1.05,2,     0.11,2
  09AR20070117,  SR03,     3,  1,     21,     21,2,20070120,0045,-45.0002, 142.9812, 4900,     73.6,  10.7863,  34.7224,2,  34.7229,2,   266.91,2,   267.87,2,      2.0,2,     9.32,2,     0.80,2,    1.383,2,    0.928,2,    0.961,2,     1.54,2,     0.27,2
  09AR20070117,  SR03,     3,  1,     20,     20,2,20070120,0045,-45.0002, 142.9812, 4900,    100.3,  10.2503,  34.7353,2,  34.7351,2,  -999.00,5,   267.17,2,      2.1,2,    11.25,2,     0.78,2,    0.298,2,    0.383,2,    0.976,2,     0.07,2,     0.75,2
  09AR20070117,  SR03,     3,  1,     19,     19,2,20070120,0045,-45.0002, 142.9812, 4900,    122.7,   9.9999,  34.7130,2,  34.7129,2,  -999.00,5,   267.74,2,      2.3,2,    11.27,2,     0.83,2,    0.155,2,    0.004,2,    0.978,2,     0.02,2,     0.20,2
  09AR20070117,  SR03,     3,  1,     18,     18,2,20070120,0045,-45.0002, 142.9812, 4900,    149.4,   9.8145,  34.7000,2,  34.6971,2,  -999.00,5,   266.67,2,      2.5,2,    12.20,2,     0.84,2,    0.062,2,    0.002,2,    0.979,2,     0.01,2,     0.01,2
  09AR20070117,  SR03,     3,  1,     17,     17,2,20070120,0045,-45.0002, 142.9812, 4900,    200.2,   9.4729,  34.6729,2,  34.6722,2,  -999.00,5,   263.73,2,      3.1,2,    13.44,2,     0.93,2,   -0.002,2,    0.002,2,    0.979,2,     0.01,2,     0.01,2
  09AR20070117,  SR03,     3,  1,     16,     16,2,20070120,0045,-45.0002, 142.9812, 4900,    248.6,   9.2299,  34.6533,2,  34.6513,2,   259.01,2,   261.88,2,      3.6,2,    14.42,2,     0.99,2,   -0.023,2,    0.002,2,    0.979,2,     0.02,2,     0.02,2
  09AR20070117,  SR03,     3,  1,     15,     15,2,20070120,0045,-45.0002, 142.9812, 4900,    298.3,   9.1420,  34.6493,2,  34.6488,2,   256.34,2,   257.20,2,      3.9,2,    15.03,2,     1.03,2,   -0.033,2,    0.002,2,    0.980,2,     0.01,2,     0.01,2
  09AR20070117,  SR03,     3,  1,     14,     14,2,20070120,0045,-45.0002, 142.9812, 4900,    350.2,   9.0299,  34.6382,2,  34.6374,2,   255.98,2,   257.68,2,      4.0,2,    15.41,2,     1.06,2,   -0.040,2,    0.002,2,    0.980,2,     0.02,2,     0.02,2
  09AR20070117,  SR03,     3,  1,     13,     13,2,20070120,0045,-45.0002, 142.9812, 4900,    399.2,   8.9240,  34.6244,2,  34.6236,2,   256.95,2,   259.34,2,      4.1,2,    15.79,2,     1.06,2,   -0.045,2,    0.002,2,    0.980,2,     0.02,2,     0.00,2
  09AR20070117,  SR03,     3,  1,     12,     12,2,20070120,0045,-45.0002, 142.9812, 4900,    497.5,   8.7932,  34.6101,2,  34.6124,2,   251.72,2,   250.86,2,      4.8,2,    16.62,2,     1.11,2,   -0.045,2,    0.002,2,    0.980,2,     0.04,2,     0.00,2
  09AR20070117,  SR03,     3,  1,     11,     11,2,20070120,0045,-45.0002, 142.9812, 4900,    598.3,   8.3807,  34.5539,2,  34.5541,2,   245.18,2,   243.75,2,      6.3,2,    18.65,2,     1.24,2,   -0.052,2,    0.002,2,    0.981,2,     0.00,2,     0.00,2
  09AR20070117,  SR03,     3,  1,     10,     10,2,20070120,0045,-45.0002, 142.9812, 4900,    699.5,   7.7698,  34.4923,2,  34.4928,2,   230.27,2,   225.72,2,      9.7,2,    21.50,2,     1.42,2,   -0.047,2,    0.002,2,    0.981,2,     0.02,2,     0.00,2
  09AR20070117,  SR03,     3,  1,      9,      9,2,20070120,0045,-45.0002, 142.9812, 4900,    797.1,   7.0965,  34.4516,2,  34.4508,2,   216.74,2,   213.05,2,     13.8,2,    24.52,2,     1.59,2,   -0.043,2,    0.002,2,    0.981,2,     0.00,2,     0.00,2
  09AR20070117,  SR03,     3,  1,      8,      8,2,20070120,0045,-45.0002, 142.9812, 4900,    901.0,   6.1044,  34.3980,2,  34.3980,2,   208.07,2,   207.00,2,     19.6,2,    26.52,2,     1.78,2,   -0.043,2,    0.002,2,    0.982,2,     0.04,2,     0.00,2
  09AR20070117,  SR03,     3,  1,      7,      7,2,20070120,0045,-45.0002, 142.9812, 4900,    999.3,   5.2950,  34.3721,2,  34.3721,2,   204.62,2,   203.86,2,     25.8,2,    28.63,2,     1.93,2,   -0.046,2,    0.002,2,    0.982,2,     0.01,2,     0.00,2
  09AR20070117,  SR03,     3,  1,      6,      6,2,20070120,0045,-45.0002, 142.9812, 4900,   1248.3,   3.7555,  34.3903,2,  34.3896,2,   190.64,2,   191.08,2,     44.1,2,    32.38,2,     2.23,2,   -0.042,2,    0.002,2,    0.982,2,     0.00,2,     0.00,2
  09AR20070117,  SR03,     3,  1,      5,      5,2,20070120,0045,-45.0002, 142.9812, 4900,   1499.0,   3.1052,  34.5110,2,  34.5111,2,   171.83,2,   170.03,2,     59.8,2,    33.65,2,     2.35,2,   -0.037,2,    0.002,2,    0.982,2,     0.01,2,     0.00,2
  09AR20070117,  SR03,     3,  1,      4,      4,2,20070120,0045,-45.0002, 142.9812, 4900,   1748.0,   2.6270,  34.5920,2,  34.5906,2,   171.84,2,   172.54,2,     64.1,2,    33.71,2,     2.29,2,   -0.034,2,    0.002,2,    0.982,2,     0.00,2,     0.00,2
  09AR20070117,  SR03,     3,  1,      3,      3,2,20070120,0045,-45.0002, 142.9812, 4900,   2000.3,   2.4247,  34.6747,2,  34.6741,2,   175.54,2,   176.42,2,     68.6,2,    32.53,2,     2.22,2,   -0.036,2,    0.002,2,    0.982,2,     0.00,2,     0.00,2
  09AR20070117,  SR03,     3,  1,      2,      2,2,20070120,0045,-45.0002, 142.9812, 4900,   2247.9,   2.2634,  34.7174,2,  34.7162,2,   178.34,2,   179.03,2,     74.3,2,    31.54,2,     2.25,2,   -0.033,2,    0.002,2,    0.982,2,     0.01,2,     0.00,2
  09AR20070117,  SR03,     3,  1,      1,      1,2,20070120,0045,-45.0002, 142.9812, 4900,   2500.1,   2.0951,  34.7341,2,  34.7333,2,   180.80,2,   182.05,2,     83.3,2,    32.12,2,     2.23,2,   -0.033,2,    0.002,2,    0.982,2,     0.01,2,     0.00,2
  09AR20070117,  SR03,     4,  1,     24,     24,2,20070120,1106,-44.9188, 143.0283, 4900,      4.6,  13.0781,  34.7121,2,-999.0000,9,   279.11,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.166,2,    0.754,2,    0.917,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     4,  1,     23,     23,2,20070120,1106,-44.9188, 143.0283, 4900,      4.5,  13.1375,  34.7082,2,  34.7089,2,   279.11,2,   279.49,2,   -999.0,9,     4.13,2,     0.41,2,    2.764,2,    0.735,2,    0.922,2,     0.17,2,  -999.00,9
  09AR20070117,  SR03,     4,  1,     22,     22,2,20070120,1106,-44.9188, 143.0283, 4900,     24.5,  12.3755,  34.7173,2,-999.0000,9,   282.95,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    3.096,2,    0.002,2,    0.928,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     4,  1,     21,     21,2,20070120,1106,-44.9188, 143.0283, 4900,     24.5,  12.4046,  34.7183,2,  34.7199,2,   282.95,2,   282.18,2,   -999.0,9,     4.35,2,     0.42,2,    2.948,2,    0.002,2,    0.924,2,     0.43,2,  -999.00,9
  09AR20070117,  SR03,     4,  1,     20,     20,2,20070120,1106,-44.9188, 143.0283, 4900,     44.6,  11.7607,  34.7142,2,-999.0000,9,   277.28,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    1.031,2,    0.002,2,    0.957,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     4,  1,     19,     19,2,20070120,1106,-44.9188, 143.0283, 4900,     44.7,  11.7183,  34.7156,2,  34.7158,2,   277.28,2,   273.77,2,   -999.0,9,     6.73,2,     0.62,2,    1.164,2,    0.002,2,    0.958,2,     1.01,2,  -999.00,9
  09AR20070117,  SR03,     4,  1,     18,     18,2,20070120,1106,-44.9188, 143.0283, 4900,     59.9,  10.8773,  34.7285,2,-999.0000,9,   270.29,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    1.232,2,    0.002,2,    0.958,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     4,  1,     17,     17,2,20070120,1106,-44.9188, 143.0283, 4900,     59.7,  10.9068,  34.7277,2,  34.7270,2,   270.29,2,   268.46,2,   -999.0,9,     8.85,2,     0.75,2,    1.309,2,    0.002,2,    0.961,2,     1.55,2,  -999.00,9
  09AR20070117,  SR03,     4,  1,     16,     16,2,20070120,1106,-44.9188, 143.0283, 4900,     82.0,  10.3580,  34.7473,2,-999.0000,9,   266.76,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.561,2,    0.002,2,    0.973,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     4,  1,     15,     15,2,20070120,1106,-44.9188, 143.0283, 4900,     81.2,  10.3772,  34.7470,2,  34.7492,2,   266.76,2,   266.88,2,   -999.0,9,    10.32,2,     0.80,2,    0.619,2,    0.002,2,    0.972,2,     0.40,2,  -999.00,9
  09AR20070117,  SR03,     4,  1,     14,     14,2,20070120,1106,-44.9188, 143.0283, 4900,     99.1,  10.0173,  34.7112,2,-999.0000,9,   265.93,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.234,2,    0.002,2,    0.975,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     4,  1,     13,     13,2,20070120,1106,-44.9188, 143.0283, 4900,     98.7,  10.0229,  34.7119,2,  34.7156,2,   265.81,2,   267.26,2,   -999.0,9,    11.24,2,     0.80,2,    0.257,2,    0.002,2,    0.977,2,     0.02,2,  -999.00,9
  09AR20070117,  SR03,     4,  1,     12,     12,2,20070120,1106,-44.9188, 143.0283, 4900,    127.0,   9.8178,  34.7018,2,-999.0000,9,   266.32,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.067,2,    0.002,2,    0.980,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     4,  1,     11,     11,2,20070120,1106,-44.9188, 143.0283, 4900,    126.8,   9.8184,  34.7019,2,  34.7019,2,   266.26,2,  -999.00,9,   -999.0,9,    11.85,2,     0.84,2,    0.094,2,    0.002,2,    0.978,2,     0.01,2,  -999.00,9
  09AR20070117,  SR03,     4,  1,     10,     10,2,20070120,1106,-44.9188, 143.0283, 4900,    148.6,   9.6126,  34.6837,2,-999.0000,9,   266.13,2,   267.44,2,   -999.0,9,    12.53,2,     0.89,2,    0.020,2,    0.002,2,    0.980,2,     0.01,2,  -999.00,9
  09AR20070117,  SR03,     4,  1,      9,      9,2,20070120,1106,-44.9188, 143.0283, 4900,    149.1,   9.6051,  34.6825,2,-999.0000,9,   266.02,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.022,2,    0.002,2,    0.981,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     4,  1,      8,      8,2,20070120,1106,-44.9188, 143.0283, 4900,    175.2,   9.2868,  34.6464,2,-999.0000,9,   265.15,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   -0.011,2,    0.002,2,    0.979,2,  -999.00,9,  -999.00,9
  09AR20070117,  SR03,     4,  1,      7,      7,2,20070120,1106,-44.9188, 143.0283, 4900,    174.9,   9.2885,  34.6464,2,  34.6476,2,   265.12,2,   266.07,2,   -999.0,9,    13.70,2,     0.95,2,    0.004,2,    0.002,2,    0.981,2,     0.01,2,  -999.00,9
