BOTTLE,20090410PRINUNIVRMK
# 11/01/07 this file initialized 
# Data from C. LoMonaco 10/29/07 with update on 4/10/09 
# Ship: Marion-Dufresne 
# Cruise: OISO-10 
# Cruise dates: 1/23-2/17/2003 
# EXPOCODE: 35MF20030123 
# Region: meridional section on SR03 line from Tasmania to Antarctica 
# Chief Scientist: N. Metzl 
# 10 stations;  with 24 place Rosette 
# Hydro: Who - N.Metzl; Status - final 
# 	Notes: both CTD and bottle salts 
# Nuts/O2: Who - N.Metzl; Status - final  
# 	Notes: both ctd and bottle oxygen 
# 	Nutrients compare favorably with WOCE and CLIVAR data 
# TCO2: Who - C. Lo Monaco; Status - final 
# 	Notes: CRM batch #52 
# 	Values corrected to CRM 
# TA: Who - C. Lo Monaco; Status - final 
# 	Notes: CRM batch #52 
# 	Values corrected to CRM 
# Other: ChloroA 
EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,CHLORA,CHLORA_FLAG_W,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UG/L,,DEGC
  35MF20030123,  SR03,     9,  1,      7,2,20030204,-64.0000, 141.5500, 3692,   1749.6,   0.8660,  34.7270,2,-999.0000,9,    205.5,2,   -999.0,9,    97.24,2,    32.29,2,     1.97,2,   2254.0,2,   2353.4,2,  -999.00,9,   0.7651
  35MF20030123,  SR03,     9,  1,      6,2,20030204,-64.0000, 141.5500, 3692,   1997.8,   0.6670,  34.7160,2,-999.0000,9,    208.4,2,    209.4,2,    99.12,2,    32.66,2,     1.99,2,   2259.3,2,   2356.8,2,  -999.00,9,   0.5509
  35MF20030123,  SR03,     9,  1,      5,2,20030204,-64.0000, 141.5500, 3692,   2498.8,   0.3210,  34.7000,2,-999.0000,9,    216.4,2,   -999.0,9,   106.52,2,    32.95,2,     1.99,2,   2256.4,2,   2351.8,2,  -999.00,9,   0.1722
  35MF20030123,  SR03,     9,  1,      4,2,20030204,-64.0000, 141.5500, 3692,   2997.3,   0.1140,  34.6920,2,  34.6840,2,    224.3,2,    224.5,2,   104.75,2,    32.90,2,     1.99,2,   2254.5,2,   2347.9,2,  -999.00,9,  -0.0718
  35MF20030123,  SR03,     9,  1,      3,2,20030204,-64.0000, 141.5500, 3692,   3498.0,  -0.0970,  34.6810,2,-999.0000,9,    235.6,2,   -999.0,9,   105.16,2,    32.96,2,     2.01,2,   2252.8,2,   2350.5,2,  -999.00,9,  -0.3223
  35MF20030123,  SR03,     9,  1,      2,2,20030204,-64.0000, 141.5500, 3692,   3605.8,  -0.2010,  34.6720,2,-999.0000,9,    241.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.4336
  35MF20030123,  SR03,     9,  1,      1,2,20030204,-64.0000, 141.5500, 3692,   3606.0,  -0.2010,  34.6720,2,  34.6650,2,    241.4,2,    238.6,2,   103.13,2,    32.48,2,     1.97,2,   2245.4,2,   2345.3,2,  -999.00,9,  -0.4336
  35MF20030123,  SR03,    10,  1,      4,2,20030208,-66.0300, 138.3200,  738,     10.4,  -0.3600,  34.0960,2,-999.0000,9,    355.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3603
  35MF20030123,  SR03,    10,  1,      2,2,20030208,-66.0300, 138.3200,  738,     12.1,  -0.3600,  34.0960,2,-999.0000,9,    354.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3604
  35MF20030123,  SR03,    10,  1,      3,2,20030208,-66.0300, 138.3200,  738,     12.3,  -0.3600,  34.0960,2,  34.1020,2,    355.1,2,   -999.0,9,    39.26,2,    26.28,2,     1.55,2,   2163.2,2,   2299.3,2,     0.65,2,  -0.3604
  35MF20030123,  SR03,    10,  1,      1,2,20030208,-66.0300, 138.3200,  738,     12.7,  -0.3610,  34.0960,2,-999.0000,9,    354.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3614
  35MF20030123,  SR03,    10,  1,      6,2,20030208,-66.0300, 138.3200,  738,     29.5,  -0.3630,  34.0960,2,-999.0000,9,    354.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3639
  35MF20030123,  SR03,    10,  1,      5,2,20030208,-66.0300, 138.3200,  738,     29.9,  -0.3630,  34.0960,2,-999.0000,9,    354.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3639
  35MF20030123,  SR03,    10,  1,     21,2,20030208,-66.0300, 138.3200,  738,     49.0,  -0.3620,  34.0960,2,-999.0000,9,    353.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3635
  35MF20030123,  SR03,    10,  1,     24,2,20030208,-66.0300, 138.3200,  738,     49.1,  -0.3630,  34.0960,2,-999.0000,9,    353.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3645
  35MF20030123,  SR03,    10,  1,     22,2,20030208,-66.0300, 138.3200,  738,     49.4,  -0.3620,  34.0960,2,-999.0000,9,    354.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3636
  35MF20030123,  SR03,    10,  1,     23,2,20030208,-66.0300, 138.3200,  738,     49.5,  -0.3640,  34.0960,2,-999.0000,9,    353.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3656
  35MF20030123,  SR03,    10,  1,     20,2,20030208,-66.0300, 138.3200,  738,     49.5,  -0.3620,  34.0960,2,  34.0880,2,    353.8,2,    353.2,2,    41.34,2,    26.25,2,     1.53,2,   2161.7,2,   2296.4,2,     0.67,2,  -0.3636
  35MF20030123,  SR03,    10,  1,      7,2,20030208,-66.0300, 138.3200,  738,     49.7,  -0.3620,  34.0960,2,-999.0000,9,    353.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3636
  35MF20030123,  SR03,    10,  1,      8,2,20030208,-66.0300, 138.3200,  738,     49.8,  -0.3610,  34.0960,2,-999.0000,9,    353.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.3626
  35MF20030123,  SR03,    10,  1,      9,2,20030208,-66.0300, 138.3200,  738,     74.9,  -0.7060,  34.2430,2,-999.0000,9,    336.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.7082
  35MF20030123,  SR03,    10,  1,     10,2,20030208,-66.0300, 138.3200,  738,     75.2,  -0.7030,  34.2410,2,-999.0000,9,    336.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.7052
  35MF20030123,  SR03,    10,  1,     11,2,20030208,-66.0300, 138.3200,  738,    100.0,  -0.7140,  34.3990,2,-999.0000,9,    337.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.7169
  35MF20030123,  SR03,    10,  1,     19,2,20030208,-66.0300, 138.3200,  738,    100.2,  -0.7170,  34.3990,2,-999.0000,9,    337.0,2,   -999.0,9,    40.77,2,    28.04,2,     1.74,2,   2201.5,2,   2321.1,2,     0.31,2,  -0.7199
  35MF20030123,  SR03,    10,  1,     12,2,20030208,-66.0300, 138.3200,  738,    101.2,  -0.7120,  34.3990,2,-999.0000,9,    337.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -0.7150
  35MF20030123,  SR03,    10,  1,     18,2,20030208,-66.0300, 138.3200,  738,    201.3,  -1.1660,  34.4680,2,  34.4650,2,    326.4,2,    327.6,2,    44.50,2,    29.47,2,     1.86,2,   2209.9,2,   2318.9,2,  -999.00,9,  -1.1714
  35MF20030123,  SR03,    10,  1,     17,2,20030208,-66.0300, 138.3200,  738,    401.2,  -1.5460,  34.5130,2,-999.0000,9,    305.3,2,   -999.0,9,    52.24,2,    31.24,2,     1.91,2,   2224.5,2,   2323.2,2,  -999.00,9,  -1.5562
  35MF20030123,  SR03,    10,  1,     13,2,20030208,-66.0300, 138.3200,  738,    492.4,  -1.5940,  34.5250,2,-999.0000,9,    306.3,2,   -999.0,9,    51.45,2,    31.36,2,     1.90,2,   2224.3,2,   2322.4,2,  -999.00,9,  -1.6068
  35MF20030123,  SR03,    10,  1,     16,2,20030208,-66.0300, 138.3200,  738,    545.8,  -1.5810,  34.5340,2,  34.5360,2,    302.3,2,    301.7,2,    56.15,2,    31.52,2,     1.82,2,   2226.1,2,   2322.9,2,  -999.00,9,  -1.5955
  35MF20030123,  SR03,    10,  1,     15,2,20030208,-66.0300, 138.3200,  738,    699.0,  -1.4620,  34.5710,2,-999.0000,9,    294.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  -999.00,9,  -1.4823
  35MF20030123,  SR03,    10,  1,     14,2,20030208,-66.0300, 138.3200,  738,    700.7,  -1.4660,  34.5710,2,-999.0000,9,    294.3,2,   -999.0,9,    58.02,2,    31.62,2,     1.95,2,   2227.0,2,   2324.1,2,  -999.00,9,  -1.4864
END_DATA
