BOTTLE,20111107CCHDOSIOCBG
#BOTTLE,20110804OOCNOCBAK
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C
74DI20110715,A16N,27,1,7,7,2,20110731,403,24.0008,-26.75934,5456,3052,2.6985,34.9348,34.9349,2,243.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.4489
74DI20110715,A16N,27,1,6,6,3,20110731,403,24.0008,-26.75934,5456,3560.6,2.489,34.9105,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1903
74DI20110715,A16N,27,1,5,5,2,20110731,403,24.0008,-26.75934,5456,4070.3,2.3953,34.8968,34.8972,2,243.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.0419
74DI20110715,A16N,27,1,4,4,2,20110731,403,24.0008,-26.75934,5456,4586,2.3756,34.8885,34.8892,2,243.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,1.9617
74DI20110715,A16N,27,1,3,3,2,20110731,403,24.0008,-26.75934,5456,5098.3,2.4196,34.8859,34.8858,2,243.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,1.9405
74DI20110715,A16N,27,1,1,1,2,20110731,403,24.0008,-26.75934,5456,5550.6,2.4763,34.8851,34.886,2,245.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,1.936
74DI20110715,A16N,27,1,2,2,2,20110731,403,24.0008,-26.75934,5456,5550.8,2.4762,34.8853,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.9359
74DI20110715,A16N,28,1,24,24,2,20110731,1236,23.34227,-27.13579,5508,10.2,24.1603,37.0103,37.0099,2,210.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,24.1581
74DI20110715,A16N,28,1,23,23,2,20110731,1236,23.34227,-27.13579,5508,51.3,23.3479,37.2076,37.2173,2,220.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,23.3372
74DI20110715,A16N,28,1,22,22,2,20110731,1236,23.34227,-27.13579,5508,115.8,21.2093,37.1971,37.2004,2,207,2,-999,9,-999,9,-999,9,-999,9,-999,9,21.1867
74DI20110715,A16N,28,1,21,21,2,20110731,1236,23.34227,-27.13579,5508,190.8,18.3449,36.6418,36.6482,2,178.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,18.3113
74DI20110715,A16N,28,1,20,20,3,20110731,1236,23.34227,-27.13579,5508,266.9,17.0819,36.4279,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,17.0372
74DI20110715,A16N,28,1,19,19,2,20110731,1236,23.34227,-27.13579,5508,393,14.5321,35.9883,35.9898,2,165.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,14.4731
74DI20110715,A16N,28,1,18,18,2,20110731,1236,23.34227,-27.13579,5508,517.8,12.3155,35.6666,35.6612,2,151.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,12.2454
74DI20110715,A16N,28,1,17,17,2,20110731,1236,23.34227,-27.13579,5508,769,8.9594,35.2651,35.2637,2,127.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,8.8731
74DI20110715,A16N,28,1,16,16,3,20110731,1236,23.34227,-27.13579,5508,895.1,7.8199,35.1669,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,7.7262
74DI20110715,A16N,28,1,15,15,2,20110731,1236,23.34227,-27.13579,5508,1022.3,7.0995,35.1338,35.1345,2,148.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,6.9972
74DI20110715,A16N,28,1,14,14,3,20110731,1236,23.34227,-27.13579,5508,1276.5,6.3572,35.2033,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,6.2341
74DI20110715,A16N,28,1,13,13,3,20110731,1236,23.34227,-27.13579,5508,1529.6,5.2958,35.1569,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,5.1577
74DI20110715,A16N,28,1,12,12,2,20110731,1236,23.34227,-27.13579,5508,1782,4.3595,35.0697,35.0695,2,224.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,4.208
74DI20110715,A16N,28,1,11,11,2,20110731,1236,23.34227,-27.13579,5508,2036.9,3.7982,35.0265,35.0269,2,233.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.6299
74DI20110715,A16N,28,1,10,10,2,20110731,1236,23.34227,-27.13579,5508,2290,3.4712,35.0045,35.0049,2,237.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.2834
74DI20110715,A16N,28,1,9,9,2,20110731,1236,23.34227,-27.13579,5508,2545,3.1477,34.9773,34.978,2,241.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.9404
74DI20110715,A16N,28,1,8,8,2,20110731,1236,23.34227,-27.13579,5508,2799,2.903,34.9544,34.9554,2,243,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.675
74DI20110715,A16N,28,1,7,7,2,20110731,1236,23.34227,-27.13579,5508,3308.2,2.5634,34.9202,34.9211,2,243.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.29
74DI20110715,A16N,28,1,6,6,2,20110731,1236,23.34227,-27.13579,5508,3817.2,2.4296,34.9024,34.9029,2,244.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.104
74DI20110715,A16N,28,1,5,5,2,20110731,1236,23.34227,-27.13579,5508,4331.2,2.3724,34.8915,34.8924,2,243.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,1.9892
74DI20110715,A16N,28,1,4,4,2,20110731,1236,23.34227,-27.13579,5508,4841.8,2.3951,34.8871,34.8872,2,243.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,1.9492
74DI20110715,A16N,28,1,3,3,2,20110731,1236,23.34227,-27.13579,5508,5350.8,2.4497,34.8855,34.8874,3,243.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,1.9368
74DI20110715,A16N,28,1,2,2,2,20110731,1236,23.34227,-27.13579,5508,5552,2.4759,34.8852,34.8852,2,244.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,1.9355
74DI20110715,A16N,28,1,1,1,2,20110731,1236,23.34227,-27.13579,5508,5604.4,2.4829,34.885,34.8858,2,244.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,1.9352
74DI20110715,A16N,29,1,24,24,2,20110804,45,28.78204,-16.00155,3473,6.2,22.6846,36.9529,-999,9,216.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,22.6833
74DI20110715,A16N,29,1,23,23,2,20110804,45,28.78204,-16.00155,3473,10.6,22.6872,36.9529,36.9522,2,216.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,22.685
74DI20110715,A16N,29,1,22,22,2,20110804,45,28.78204,-16.00155,3473,25.4,22.6108,36.9459,-999,9,217.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,22.6056
74DI20110715,A16N,29,1,21,21,2,20110804,45,28.78204,-16.00155,3473,50.9,21.4348,36.8485,36.8025,2,232,2,-999,9,-999,9,-999,9,-999,9,-999,9,21.4248
74DI20110715,A16N,29,1,20,20,2,20110804,45,28.78204,-16.00155,3473,76.1,18.8066,36.6451,-999,9,241.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,18.793
74DI20110715,A16N,29,1,19,19,2,20110804,45,28.78204,-16.00155,3473,100.2,17.9767,36.5915,36.5888,2,229.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,17.9593
74DI20110715,A16N,29,1,18,18,2,20110804,45,28.78204,-16.00155,3473,126.9,17.5059,36.5329,-999,9,215.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,17.4843
74DI20110715,A16N,29,1,17,17,2,20110804,45,28.78204,-16.00155,3473,151.3,16.9511,36.4426,36.4408,2,215.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,16.926
74DI20110715,A16N,29,1,16,16,4,20110804,45,28.78204,-16.00155,3473,200.2,16.1688,36.2873,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,16.1365
74DI20110715,A16N,29,1,15,15,2,20110804,45,28.78204,-16.00155,3473,299.5,14.4293,35.9935,35.9903,2,198,2,-999,9,-999,9,-999,9,-999,9,-999,9,14.3846
74DI20110715,A16N,29,1,14,14,2,20110804,45,28.78204,-16.00155,3473,399.5,13.2136,35.8194,-999,9,194,2,-999,9,-999,9,-999,9,-999,9,-999,9,13.1572
74DI20110715,A16N,29,1,13,13,2,20110804,45,28.78204,-16.00155,3473,600,11.262,35.583,35.5806,2,168.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,11.185
74DI20110715,A16N,29,1,12,12,2,20110804,45,28.78204,-16.00155,3473,802.2,9.7133,35.5039,-999,9,154.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,9.6185
74DI20110715,A16N,29,1,11,11,2,20110804,45,28.78204,-16.00155,3473,1001,8.4624,35.4591,35.4648,2,162.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,8.3519
74DI20110715,A16N,29,1,10,10,2,20110804,45,28.78204,-16.00155,3473,1100.2,8.1603,35.4897,-999,9,170.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,8.0405
74DI20110715,A16N,29,1,9,9,2,20110804,45,28.78204,-16.00155,3473,1199.4,7.421,35.4087,35.4085,2,178.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,7.2962
74DI20110715,A16N,29,1,8,8,2,20110804,45,28.78204,-16.00155,3473,1300.1,7.1869,35.4327,-999,9,188.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,7.053
74DI20110715,A16N,29,1,7,7,2,20110804,45,28.78204,-16.00155,3473,1500.4,6.4591,35.3864,35.3835,2,202.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,6.3106
74DI20110715,A16N,29,1,6,6,2,20110804,45,28.78204,-16.00155,3473,1800.6,4.9538,35.194,-999,9,220.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,4.7923
74DI20110715,A16N,29,1,5,5,2,20110804,45,28.78204,-16.00155,3473,2000.5,4.2787,35.1095,35.1099,2,224.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,4.1065
74DI20110715,A16N,29,1,4,4,2,20110804,45,28.78204,-16.00155,3473,2501.8,3.3032,34.9994,-999,9,232.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.0973
74DI20110715,A16N,29,1,3,3,2,20110804,45,28.78204,-16.00155,3473,2800.1,2.9837,34.9631,34.9634,2,236.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.7538
74DI20110715,A16N,29,1,2,2,2,20110804,45,28.78204,-16.00155,3473,3001.4,2.7843,34.9415,-999,9,238,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.538
74DI20110715,A16N,29,1,1,1,2,20110804,45,28.78204,-16.00155,3473,3511.3,2.5308,34.9131,34.9148,2,238,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.2364
END_DATA
