BOTTLE,20111107CCHDOSIOCBG
#BOTTLE,20110804OOCNOCBAK
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,DEG C
74DI20110715,A16N,1,1,14,14,2,20110719,1224,48.64989,-17.02564,4771,610.3,8.8719,35.3431,35.345,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.8043
74DI20110715,A16N,1,1,19,19,2,20110719,1224,48.64989,-17.02564,4771,610.3,8.8763,35.3438,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.8086
74DI20110715,A16N,1,1,20,20,2,20110719,1224,48.64989,-17.02564,4771,610.6,8.8745,35.3437,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.8068
74DI20110715,A16N,1,1,18,18,2,20110719,1224,48.64989,-17.02564,4771,610.7,8.8768,35.3437,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.8091
74DI20110715,A16N,1,1,22,22,2,20110719,1224,48.64989,-17.02564,4771,610.7,8.8765,35.3439,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.8088
74DI20110715,A16N,1,1,13,13,2,20110719,1224,48.64989,-17.02564,4771,610.8,8.8564,35.3411,35.3387,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.7888
74DI20110715,A16N,1,1,15,15,2,20110719,1224,48.64989,-17.02564,4771,610.8,8.87,35.3429,35.345,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.8023
74DI20110715,A16N,1,1,21,21,2,20110719,1224,48.64989,-17.02564,4771,610.8,8.8718,35.3432,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.8042
74DI20110715,A16N,1,1,24,24,2,20110719,1224,48.64989,-17.02564,4771,611,8.8747,35.3436,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.807
74DI20110715,A16N,1,1,23,23,2,20110719,1224,48.64989,-17.02564,4771,611.1,8.8738,35.3437,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.8061
74DI20110715,A16N,1,1,17,17,2,20110719,1224,48.64989,-17.02564,4771,611.7,8.8739,35.3435,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.8061
74DI20110715,A16N,1,1,16,16,2,20110719,1224,48.64989,-17.02564,4771,611.8,8.8728,35.3435,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.805
74DI20110715,A16N,1,1,2,2,2,20110719,1224,48.64989,-17.02564,4771,4843.7,2.5675,34.9026,34.9009,2,236.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1156
74DI20110715,A16N,1,1,4,4,2,20110719,1224,48.64989,-17.02564,4771,4844.4,2.5675,34.9027,-999,9,236.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1155
74DI20110715,A16N,1,1,1,1,2,20110719,1224,48.64989,-17.02564,4771,4844.8,2.5674,34.9027,34.9008,2,235.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1154
74DI20110715,A16N,1,1,3,3,2,20110719,1224,48.64989,-17.02564,4771,4844.9,2.5673,34.9028,34.9017,2,236.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1152
74DI20110715,A16N,1,1,6,6,3,20110719,1224,48.64989,-17.02564,4771,4845,2.5678,34.9026,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1157
74DI20110715,A16N,1,1,8,8,2,20110719,1224,48.64989,-17.02564,4771,4845,2.5676,34.9029,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1156
74DI20110715,A16N,1,1,5,5,2,20110719,1224,48.64989,-17.02564,4771,4845.3,2.5677,34.9026,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1156
74DI20110715,A16N,1,1,12,12,3,20110719,1224,48.64989,-17.02564,4771,4845.5,2.567,34.9025,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1149
74DI20110715,A16N,1,1,7,7,2,20110719,1224,48.64989,-17.02564,4771,4845.6,2.568,34.9026,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1159
74DI20110715,A16N,1,1,9,9,2,20110719,1224,48.64989,-17.02564,4771,4845.8,2.5675,34.9025,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1153
74DI20110715,A16N,1,1,11,11,2,20110719,1224,48.64989,-17.02564,4771,4846,2.5676,34.9026,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1154
74DI20110715,A16N,1,1,10,10,2,20110719,1224,48.64989,-17.02564,4771,4846.8,2.5676,34.9029,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1153
74DI20110715,A16N,2,1,24,24,3,20110720,750,49.00555,-19.99556,4410,14.8,14.4457,35.5768,35.5774,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,14.4435
74DI20110715,A16N,2,1,23,23,3,20110720,750,49.00555,-19.99556,4410,44.5,13.6049,35.5811,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,13.5986
74DI20110715,A16N,2,1,22,22,2,20110720,750,49.00555,-19.99556,4410,110,12.254,35.5473,35.5486,2,248,2,-999,9,-999,9,-999,9,-999,9,-999,9,12.2394
74DI20110715,A16N,2,1,21,21,2,20110720,750,49.00555,-19.99556,4410,186.7,11.6579,35.5105,35.512,2,245.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,11.6339
74DI20110715,A16N,2,1,20,20,2,20110720,750,49.00555,-19.99556,4410,262,11.0859,35.4239,35.4249,2,236.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,11.0532
74DI20110715,A16N,2,1,19,19,2,20110720,750,49.00555,-19.99556,4410,387.5,10.2565,35.3196,35.3187,2,220.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,10.2102
74DI20110715,A16N,2,1,18,18,2,20110720,750,49.00555,-19.99556,4410,514.2,8.9797,35.2108,35.2123,2,177.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,8.9228
74DI20110715,A16N,2,1,17,17,2,20110720,750,49.00555,-19.99556,4410,514.8,8.9813,35.2105,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.9243
74DI20110715,A16N,2,1,15,15,2,20110720,750,49.00555,-19.99556,4410,625.6,8.176,35.2137,35.2178,2,191,2,-999,9,-999,9,-999,9,-999,9,-999,9,8.1099
74DI20110715,A16N,2,1,16,16,3,20110720,750,49.00555,-19.99556,4410,626.1,8.1476,35.2081,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.0816
74DI20110715,A16N,2,1,14,14,2,20110720,750,49.00555,-19.99556,4410,766,6.2952,35.0617,35.0627,2,216.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,6.2245
74DI20110715,A16N,2,1,13,13,2,20110720,750,49.00555,-19.99556,4410,1018.2,5.3046,35.0529,35.054,2,240.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,5.2164
74DI20110715,A16N,2,1,12,12,2,20110720,750,49.00555,-19.99556,4410,1272,4.5514,34.9962,34.9965,2,253.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,4.4462
74DI20110715,A16N,2,1,11,11,2,20110720,750,49.00555,-19.99556,4410,1526.9,3.93,34.9321,34.9327,2,266.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.8082
74DI20110715,A16N,2,1,10,10,2,20110720,750,49.00555,-19.99556,4410,1780.2,3.6369,34.9173,34.9178,2,268.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.4956
74DI20110715,A16N,2,1,9,9,2,20110720,750,49.00555,-19.99556,4410,2035.4,3.4133,34.911,34.9113,2,271,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.2513
74DI20110715,A16N,2,1,8,8,2,20110720,750,49.00555,-19.99556,4410,2289.6,3.2384,34.9163,34.92,3,271.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.0549
74DI20110715,A16N,2,1,7,7,2,20110720,750,49.00555,-19.99556,4410,2545,3.0959,34.9335,34.9334,2,266.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.8898
74DI20110715,A16N,2,1,6,6,3,20110720,750,49.00555,-19.99556,4410,2799,2.9482,34.9425,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7193
74DI20110715,A16N,2,1,5,5,2,20110720,750,49.00555,-19.99556,4410,3310.4,2.6563,34.9275,34.9262,2,245,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.3805
74DI20110715,A16N,2,1,4,4,2,20110720,750,49.00555,-19.99556,4410,3823.7,2.5517,34.9132,34.9136,2,238.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.2221
74DI20110715,A16N,2,1,3,3,2,20110720,750,49.00555,-19.99556,4410,4336.2,2.5496,34.907,34.9069,2,237.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1604
74DI20110715,A16N,2,1,2,2,2,20110720,750,49.00555,-19.99556,4410,4425.9,2.5384,34.9044,34.9047,2,237,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1388
74DI20110715,A16N,2,1,1,1,2,20110720,750,49.00555,-19.99556,4410,4477.2,2.5375,34.9037,34.9039,2,237.7,3,-999,9,-999,9,-999,9,-999,9,-999,9,2.1318
74DI20110715,A16N,3,1,24,24,2,20110720,2212,48.02532,-19.99413,4355,6,15.9521,35.7792,35.7783,2,248.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,15.9512
74DI20110715,A16N,3,1,23,23,2,20110720,2212,48.02532,-19.99413,4355,35.7,15.9503,35.7789,35.7788,2,248.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,15.9447
74DI20110715,A16N,3,1,22,22,2,20110720,2212,48.02532,-19.99413,4355,60.7,13.9468,35.7715,-999,9,237.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,13.938
74DI20110715,A16N,3,1,21,21,2,20110720,2212,48.02532,-19.99413,4355,86.3,13.2045,35.7546,35.7537,2,238.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,13.1925
74DI20110715,A16N,3,1,20,20,2,20110720,2212,48.02532,-19.99413,4355,111.4,13.1216,35.7657,35.7633,2,240.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,13.1061
74DI20110715,A16N,3,1,19,19,2,20110720,2212,48.02532,-19.99413,4355,187.3,12.6973,35.712,35.6996,2,240.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,12.6718
74DI20110715,A16N,3,1,18,18,2,20110720,2212,48.02532,-19.99413,4355,262.6,12.2746,35.6402,35.6342,2,240.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,12.2395
74DI20110715,A16N,3,1,17,17,3,20110720,2212,48.02532,-19.99413,4355,389.2,11.8626,35.5897,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,11.8115
74DI20110715,A16N,3,1,16,16,3,20110720,2212,48.02532,-19.99413,4355,515.4,11.1766,35.5113,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,11.1111
74DI20110715,A16N,3,1,15,15,2,20110720,2212,48.02532,-19.99413,4355,642.2,9.5685,35.291,35.2906,2,186.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,9.494
74DI20110715,A16N,3,1,14,14,2,20110720,2212,48.02532,-19.99413,4355,765.6,8.7096,35.3187,35.3094,2,186.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,8.625
74DI20110715,A16N,3,1,13,13,2,20110720,2212,48.02532,-19.99413,4355,892.7,8.3703,35.4496,35.4594,2,195.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,8.273
74DI20110715,A16N,3,1,12,12,2,20110720,2212,48.02532,-19.99413,4355,1018.8,7.5423,35.4113,35.4074,2,207.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,7.4366
74DI20110715,A16N,3,1,11,11,2,20110720,2212,48.02532,-19.99413,4355,1272.6,4.8059,35.0169,35.0171,2,251,2,-999,9,-999,9,-999,9,-999,9,-999,9,4.6982
74DI20110715,A16N,3,1,10,10,2,20110720,2212,48.02532,-19.99413,4355,1527.2,3.9951,34.9262,34.9258,2,268.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.8725
74DI20110715,A16N,3,1,9,9,2,20110720,2212,48.02532,-19.99413,4355,1782.5,3.774,34.9204,34.9209,2,269.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.6307
74DI20110715,A16N,3,1,8,8,2,20110720,2212,48.02532,-19.99413,4355,2037.4,3.5911,34.9278,34.9263,2,270.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.4262
74DI20110715,A16N,3,1,7,7,2,20110720,2212,48.02532,-19.99413,4355,2290.1,3.4156,34.9313,34.9312,2,269.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.229
74DI20110715,A16N,3,1,6,6,2,20110720,2212,48.02532,-19.99413,4355,2544.3,3.2068,34.9343,34.9334,2,267.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.9987
74DI20110715,A16N,3,1,5,5,2,20110720,2212,48.02532,-19.99413,4355,3051.3,2.8831,34.9413,34.9405,2,257.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.6295
74DI20110715,A16N,3,1,4,4,2,20110720,2212,48.02532,-19.99413,4355,3560.6,2.6213,34.9223,34.921,2,244.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.3191
74DI20110715,A16N,3,1,3,3,2,20110720,2212,48.02532,-19.99413,4355,4070.8,2.5655,34.9117,34.9103,2,239.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.2071
74DI20110715,A16N,3,1,2,2,2,20110720,2212,48.02532,-19.99413,4355,4340.2,2.5686,34.9085,34.9081,2,239.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1784
74DI20110715,A16N,3,1,1,1,2,20110720,2212,48.02532,-19.99413,4355,4426.3,2.5732,34.9079,34.9079,2,238.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1726
74DI20110715,A16N,4,1,24,24,2,20110721,839,47.00028,-19.98792,4525,9.9,15.9969,35.7263,35.7257,2,250.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,15.9953
74DI20110715,A16N,4,1,23,23,2,20110721,839,47.00028,-19.98792,4525,25,15.6984,35.7118,35.7239,2,248.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,15.6945
74DI20110715,A16N,4,1,22,22,2,20110721,839,47.00028,-19.98792,4525,111.1,13.0834,35.7667,35.7687,2,239.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,13.068
74DI20110715,A16N,4,1,21,21,2,20110721,839,47.00028,-19.98792,4525,186.4,12.4706,35.6775,35.6802,2,237.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,12.4455
74DI20110715,A16N,4,1,20,20,2,20110721,839,47.00028,-19.98792,4525,262,12.415,35.7083,35.7056,2,238.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,12.3797
74DI20110715,A16N,4,1,19,19,2,20110721,839,47.00028,-19.98792,4525,388.2,11.7791,35.6136,35.6147,2,229.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,11.7283
74DI20110715,A16N,4,1,18,18,3,20110721,839,47.00028,-19.98792,4525,514.7,11.3382,35.5715,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,11.2722
74DI20110715,A16N,4,1,16,16,2,20110721,839,47.00028,-19.98792,4525,767.5,9.6791,35.4164,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,9.5888
74DI20110715,A16N,4,1,17,17,2,20110721,839,47.00028,-19.98792,4525,767.8,9.6799,35.4162,35.4152,2,187.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,9.5896
74DI20110715,A16N,4,1,15,15,2,20110721,839,47.00028,-19.98792,4525,893.7,8.9095,35.4444,35.4433,2,188.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,8.8086
74DI20110715,A16N,4,1,13,13,2,20110721,839,47.00028,-19.98792,4525,1020.1,8.3257,35.4992,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.2139
74DI20110715,A16N,4,1,14,14,2,20110721,839,47.00028,-19.98792,4525,1020.1,8.365,35.5049,35.4999,2,197.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,8.2529
74DI20110715,A16N,4,1,12,12,2,20110721,839,47.00028,-19.98792,4525,1273.2,5.2324,35.0571,35.0551,2,244.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,5.1204
74DI20110715,A16N,4,1,11,11,2,20110721,839,47.00028,-19.98792,4525,1527.4,4.4455,34.993,34.994,2,258.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,4.3176
74DI20110715,A16N,4,1,10,10,2,20110721,839,47.00028,-19.98792,4525,1780.8,3.8745,34.9345,34.9343,2,267.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.7299
74DI20110715,A16N,4,1,9,9,2,20110721,839,47.00028,-19.98792,4525,2035.3,3.5731,34.9227,34.9229,2,271.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.4087
74DI20110715,A16N,4,1,8,8,2,20110721,839,47.00028,-19.98792,4525,2290.1,3.3642,34.9235,34.9233,2,271,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.1785
74DI20110715,A16N,4,1,7,7,2,20110721,839,47.00028,-19.98792,4525,2544.7,3.1889,34.933,34.9324,2,268,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.981
74DI20110715,A16N,4,1,6,6,2,20110721,839,47.00028,-19.98792,4525,2800.3,3.0562,34.9447,34.9445,2,260.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.825
74DI20110715,A16N,4,1,5,5,2,20110721,839,47.00028,-19.98792,4525,3311.2,2.7618,34.9353,34.9352,2,250,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.4833
74DI20110715,A16N,4,1,4,4,2,20110721,839,47.00028,-19.98792,4525,3823.7,2.5897,34.9167,34.9159,2,241.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.259
74DI20110715,A16N,4,1,3,3,2,20110721,839,47.00028,-19.98792,4525,4337.4,2.5807,34.9101,34.91,2,239.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1905
74DI20110715,A16N,4,1,2,2,2,20110721,839,47.00028,-19.98792,4525,4547.8,2.5899,34.9084,34.9081,2,238.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1739
74DI20110715,A16N,4,1,1,1,2,20110721,839,47.00028,-19.98792,4525,4599.8,2.5933,34.908,34.9079,2,238.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1709
74DI20110715,A16N,5,1,24,24,2,20110721,1822,45.98967,-20.0014,4842,17.8,16.5835,35.7894,35.7916,2,246.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,16.5806
74DI20110715,A16N,5,1,23,23,2,20110721,1822,45.98967,-20.0014,4842,26.4,16.4986,35.7821,35.7879,2,245.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,16.4943
74DI20110715,A16N,5,1,22,22,2,20110721,1822,45.98967,-20.0014,4842,88,13.3868,35.7343,35.7333,2,238.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,13.3744
74DI20110715,A16N,5,1,21,21,2,20110721,1822,45.98967,-20.0014,4842,113.8,13.0271,35.7016,35.7025,2,242.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,13.0114
74DI20110715,A16N,5,1,20,20,2,20110721,1822,45.98967,-20.0014,4842,189,12.4899,35.6691,35.6688,2,241.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,12.4644
74DI20110715,A16N,5,1,19,19,2,20110721,1822,45.98967,-20.0014,4842,264.4,12.2628,35.6453,35.6489,2,240.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,12.2275
74DI20110715,A16N,5,1,18,18,2,20110721,1822,45.98967,-20.0014,4842,390.1,11.8006,35.5905,35.5922,2,229.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,11.7495
74DI20110715,A16N,5,1,17,17,2,20110721,1822,45.98967,-20.0014,4842,517.1,10.6868,35.415,35.4195,2,203.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,10.6229
74DI20110715,A16N,5,1,16,16,2,20110721,1822,45.98967,-20.0014,4842,642.8,9.9562,35.3832,35.3842,2,191.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,9.8797
74DI20110715,A16N,5,1,15,15,2,20110721,1822,45.98967,-20.0014,4842,767.4,8.882,35.3336,35.3364,2,187.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,8.7962
74DI20110715,A16N,5,1,14,14,2,20110721,1822,45.98967,-20.0014,4842,895.6,7.407,35.2212,35.2222,2,202.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,7.3159
74DI20110715,A16N,5,1,13,13,2,20110721,1822,45.98967,-20.0014,4842,1022,6.6388,35.2025,35.2039,2,219.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,6.5398
74DI20110715,A16N,5,1,12,12,2,20110721,1822,45.98967,-20.0014,4842,1273.2,5.0276,35.0499,35.0509,2,247.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,4.9176
74DI20110715,A16N,5,1,11,11,2,20110721,1822,45.98967,-20.0014,4842,1523.6,4.2448,34.9718,34.9706,2,261.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,4.1196
74DI20110715,A16N,5,1,10,10,2,20110721,1822,45.98967,-20.0014,4842,1770.8,3.7538,34.9209,34.9215,2,269.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.6118
74DI20110715,A16N,5,1,9,9,2,20110721,1822,45.98967,-20.0014,4842,2013.8,3.5112,34.915,34.9151,2,272,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.3498
74DI20110715,A16N,5,1,8,8,2,20110721,1822,45.98967,-20.0014,4842,2255.6,3.3052,34.915,34.9136,2,273.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.1238
74DI20110715,A16N,5,1,7,7,2,20110721,1822,45.98967,-20.0014,4842,2494.1,3.1601,34.9244,34.9232,2,271.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.9579
74DI20110715,A16N,5,1,6,6,2,20110721,1822,45.98967,-20.0014,4842,3009.2,2.854,34.9415,34.9385,2,255.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.6054
74DI20110715,A16N,5,1,5,5,2,20110721,1822,45.98967,-20.0014,4842,3532.9,2.6117,34.9222,34.9207,2,243.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.3128
74DI20110715,A16N,5,1,4,4,2,20110721,1822,45.98967,-20.0014,4842,4065.2,2.5596,34.9117,34.9101,2,240,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.2021
74DI20110715,A16N,5,1,3,3,2,20110721,1822,45.98967,-20.0014,4842,4583.6,2.596,34.9088,34.9061,2,238.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.1754
74DI20110715,A16N,5,1,2,2,2,20110721,1822,45.98967,-20.0014,4842,4872.2,2.6316,34.9082,34.9045,2,238.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.174
74DI20110715,A16N,5,1,1,1,2,20110721,1822,45.98967,-20.0014,4842,4923.8,2.6363,34.9079,34.9077,2,238.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,2.172
74DI20110715,A16N,6,1,24,24,2,20110722,345,45.00241,-20.00674,4285,21.1,17.6443,35.89,35.8892,2,240.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,17.6408
74DI20110715,A16N,6,1,23,23,2,20110722,345,45.00241,-20.00674,4285,24.8,17.6461,35.8894,35.8898,2,238.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,17.6419
74DI20110715,A16N,6,1,22,22,2,20110722,345,45.00241,-20.00674,4285,49.9,15.5834,35.8578,35.8625,2,237.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,15.5756
74DI20110715,A16N,6,1,21,21,2,20110722,345,45.00241,-20.00674,4285,85.6,13.2809,35.7846,35.7833,2,236.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,13.2689
74DI20110715,A16N,6,1,20,20,3,20110722,345,45.00241,-20.00674,4285,110.9,12.9251,35.7722,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,12.9098
74DI20110715,A16N,6,1,19,19,2,20110722,345,45.00241,-20.00674,4285,185.8,12.3963,35.7126,35.7138,2,238.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,12.3714
74DI20110715,A16N,6,1,18,18,2,20110722,345,45.00241,-20.00674,4285,261.8,12.1811,35.6965,35.6951,2,238,2,-999,9,-999,9,-999,9,-999,9,-999,9,12.1462
74DI20110715,A16N,6,1,17,17,2,20110722,345,45.00241,-20.00674,4285,388.1,11.8503,35.6621,35.6592,2,240.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,11.7994
74DI20110715,A16N,6,1,16,16,2,20110722,345,45.00241,-20.00674,4285,513.4,11.404,35.5958,35.5976,2,227.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,11.3379
74DI20110715,A16N,6,1,15,15,2,20110722,345,45.00241,-20.00674,4285,639.7,10.6098,35.4982,35.4985,2,198.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,10.5307
74DI20110715,A16N,6,1,14,14,2,20110722,345,45.00241,-20.00674,4285,765.9,10.2444,35.5839,35.5909,2,182.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,10.151
74DI20110715,A16N,6,1,13,13,2,20110722,345,45.00241,-20.00674,4285,892.7,10.3865,35.8061,35.8059,2,182.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,10.2759
74DI20110715,A16N,6,1,12,12,2,20110722,345,45.00241,-20.00674,4285,1017.7,9.8155,35.8122,35.8189,2,185.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,9.6927
74DI20110715,A16N,6,1,11,11,3,20110722,345,45.00241,-20.00674,4285,1270.7,6.8321,35.3544,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,6.7049
74DI20110715,A16N,6,1,10,10,2,20110722,345,45.00241,-20.00674,4285,1522.3,4.4814,34.9967,34.997,2,258,2,-999,9,-999,9,-999,9,-999,9,-999,9,4.3536
74DI20110715,A16N,6,1,9,9,2,20110722,345,45.00241,-20.00674,4285,1774.4,3.8594,34.9343,34.9349,2,267.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.7156
74DI20110715,A16N,6,1,8,8,2,20110722,345,45.00241,-20.00674,4285,2027.7,3.5365,34.9138,34.9133,2,272.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.3734
74DI20110715,A16N,6,1,7,7,2,20110722,345,45.00241,-20.00674,4285,2284.5,3.3224,34.9115,34.9126,2,274.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.138
74DI20110715,A16N,6,1,6,6,2,20110722,345,45.00241,-20.00674,4285,2541.5,3.2086,34.9255,34.9252,2,271.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,3.0008
