EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,THETA
,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,DEG C
  06MT20010507,    71,  1,     15,2,20010514,   0, 43.1417, -49.0000, 1143,     51.0,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    5.957,2,    3.058,2,   -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,     14,2,20010514,   0, 43.1417, -49.0000, 1143,    100.1,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    5.568,2,    2.860,2,   -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,     13,2,20010514,   0, 43.1417, -49.0000, 1143,    201.8,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    4.961,2,    2.571,2,   -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,     12,2,20010514,   0, 43.1417, -49.0000, 1143,    298.7,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    4.434,2,    2.301,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,     11,2,20010514,   0, 43.1417, -49.0000, 1143,    398.9,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    4.247,2,    2.204,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,      9,2,20010514,   0, 43.1417, -49.0000, 1143,    499.6,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    3.797,2,    1.950,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,      8,2,20010514,   0, 43.1417, -49.0000, 1143,    599.1,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    3.766,2,    1.917,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,      7,2,20010514,   0, 43.1417, -49.0000, 1143,    698.2,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    4.017,2,    2.026,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,      5,2,20010514,   0, 43.1417, -49.0000, 1143,    799.1,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    3.979,2,    2.006,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,      3,2,20010514,   0, 43.1417, -49.0000, 1143,    998.6,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    3.853,2,    1.930,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,      2,2,20010514,   0, 43.1417, -49.0000, 1143,   1091.6,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    3.777,2,    1.911,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    71,  1,      1,2,20010514,   0, 43.1417, -49.0000, 1143,   1133.1,-999.0000,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    3.763,2,    1.889,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,-999.0000
  06MT20010507,    73,  1,     21,2,20010514,   0, 43.0385, -48.8400, 2132,     11.6,   4.7761,  33.4663,2,    377.0,2,     1.45,2,     0.06,2,     0.03,2,     0.14,2,    5.724,2,    2.913,2,      -999.00,9,   2241.4,2,   7.9064,2,    25.00,   4.7753
  06MT20010507,    73,  1,     20,2,20010514,   0, 43.0385, -48.8400, 2132,     50.3,   2.9610,  33.9882,2,    314.5,2,     7.44,2,     9.07,2,     0.23,2,     0.63,2,    5.448,2,    2.789,2,      -999.00,9,   2256.8,2,   7.7500,2,    25.00,   2.9580
  06MT20010507,    73,  1,     19,2,20010514,   0, 43.0385, -48.8400, 2132,    200.6,   4.2640,  34.7064,2,    256.0,2,    11.38,2,    16.15,2,     0.02,2,     0.99,2, -999.000,9, -999.000,9,      -999.00,9,   2287.6,2,   7.7122,2,    25.00,   4.2496
  06MT20010507,    73,  1,     17,2,20010514,   0, 43.0385, -48.8400, 2132,    297.8,   4.3204,  34.8170,2,    261.4,2,    10.65,2,    16.65,2,     0.01,2,     1.00,2,    3.807,2,    1.963,2,      -999.00,9,   2302.7,2,   7.7192,2,    25.00,   4.2985
  06MT20010507,    73,  1,     14,2,20010514,   0, 43.0385, -48.8400, 2132,    595.4,   3.8529,  34.8782,2,    281.6,2,    10.11,2,    16.06,2,     0.01,2,     0.97,2,    4.091,2,    2.059,2,      -999.00,9,   2297.5,2,   7.7305,2,    25.00,   3.8100
  06MT20010507,    73,  1,     13,2,20010514,   0, 43.0385, -48.8400, 2132,    797.2,   3.6539,  34.8785,2,    283.4,2,    10.16,2,    16.15,2,     0.00,2,     0.96,2,    3.958,2,    1.994,2,      -999.00,9,   2296.9,2,   7.7303,2,    25.00,   3.5964
  06MT20010507,    73,  1,     12,2,20010514,   0, 43.0385, -48.8400, 2132,    996.0,   3.4784,  34.8749,2,    284.3,2,    10.37,2,    16.14,2,     0.00,2,     0.97,2,    3.857,2,    1.920,2,      -999.00,9,   2297.0,2,   7.7299,2,    25.00,   3.4065
  06MT20010507,    73,  1,     11,2,20010514,   0, 43.0385, -48.8400, 2132,   1097.7,   3.4536,  34.8803,2,    283.1,2,    10.49,2,    16.22,2,     0.00,2,     0.99,2,    3.626,2,    1.816,2,      -999.00,9,   2297.2,2,   7.7302,2,    25.00,   3.3737
  06MT20010507,    73,  1,     10,2,20010514,   0, 43.0385, -48.8400, 2132,   1187.4,   3.3764,  34.8797,2,    283.5,2,    10.60,2,    16.10,2,     0.00,2,     0.98,2,    3.596,2,    1.764,2,      -999.00,9,   2295.6,2,   7.7301,2,    25.00,   3.2898
  06MT20010507,    73,  1,      9,2,20010514,   0, 43.0385, -48.8400, 2132,   1300.7,   3.3222,  34.8777,2,    284.6,2,    10.59,2,    16.15,2,     0.00,2,     0.99,2,    3.593,2,    1.758,2,      -999.00,9,   2299.9,2,   7.7306,2,    25.00,   3.2268
  06MT20010507,    73,  1,      8,2,20010514,   0, 43.0385, -48.8400, 2132,   1397.5,   3.2727,  34.8761,2,    285.6,2,    10.50,2,    16.25,2,     0.00,2,     1.00,2, -999.000,9, -999.000,9,      -999.00,9,   2299.6,2,   7.7299,2,    25.00,   3.1697
  06MT20010507,    73,  1,      7,2,20010514,   0, 43.0385, -48.8400, 2132,   1490.4,   3.2048,  34.8735,2,    286.6,2,    10.50,2,    16.09,2,     0.00,2,     1.01,2,    3.585,2,    1.728,2,      -999.00,9,   2300.4,2,   7.7313,2,    25.00,   3.0947
  06MT20010507,    73,  1,      6,2,20010514,   0, 43.0385, -48.8400, 2132,   1596.6,   3.1799,  34.8742,2,    287.2,2,    10.55,2,    16.19,2,     0.00,2,     1.00,2,    3.469,2,    1.686,2,      -999.00,9,   2295.2,2,   7.7328,2,    25.00,   3.0609
  06MT20010507,    73,  1,      5,2,20010514,   0, 43.0385, -48.8400, 2132,   1699.9,   3.1337,  34.8748,2,    287.8,2,    10.82,2,    16.17,2,     0.00,2,     1.02,2,    3.337,2,    1.629,2,      -999.00,9,   2297.6,2,   7.7340,2,    25.00,   3.0063
  06MT20010507,    73,  1,      4,2,20010514,   0, 43.0385, -48.8400, 2132,   1798.2,   3.1097,  34.8749,2,    287.7,2,    10.65,2,    16.17,2,     0.00,2,     0.97,2,    3.328,2,    1.616,2,      -999.00,9,   2295.3,2,   7.7345,2,    25.00,   2.9739
  06MT20010507,    73,  1,      3,2,20010514,   0, 43.0385, -48.8400, 2132,   1897.2,   3.0917,  34.8768,2,    287.3,2,    10.67,2,    16.00,2,     0.00,2,     1.00,2,    3.285,2,    1.604,2,      -999.00,9,   2297.7,2,   7.7343,2,    25.00,   2.9473
  06MT20010507,    73,  1,      2,2,20010514,   0, 43.0385, -48.8400, 2132,   1999.0,   3.0914,  34.8784,2,    286.6,2,    10.77,2,    16.02,2,     0.00,2,     0.97,2,    3.229,2,    1.593,2,      -999.00,9,   2207.5,4,   7.2241,4,    25.00,   2.9377
  06MT20010507,    73,  1,      1,2,20010514,   0, 43.0385, -48.8400, 2132,   2121.8,   3.0926,  34.8791,2,    286.6,2,    10.79,2,    16.00,2,     0.00,2,     0.96,2,    3.191,2,    1.547,2,      -999.00,9,   2297.0,2,   7.7346,2,    25.00,   2.9275
  06MT20010507,    75,  1,     22,2,20010514,   0, 42.9250, -48.3530, 3144,     -0.1,  16.1890,  36.1733,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,  16.1890
  06MT20010507,    75,  1,     21,2,20010514,   0, 42.9250, -48.3530, 3144,    201.8,   8.4550,  34.7905,2,    255.6,2,     6.88,2,    10.10,2,     0.14,2,     0.63,2,    3.892,2,    2.052,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   8.4339
  06MT20010507,    75,  1,     20,2,20010514,   0, 42.9250, -48.3530, 3144,    301.5,   8.8889,  34.9971,2,    194.8,2,    11.26,2,    17.44,2,     0.07,2,     1.04,2,    2.443,2,    1.269,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   8.8562
  06MT20010507,    75,  1,     19,2,20010514,   0, 42.9250, -48.3530, 3144,    503.5,   6.5980,  35.1230,2,    207.0,2,    13.15,2,    19.15,2,     0.00,2,     1.18,2,    1.640,2,    0.824,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   6.5512
  06MT20010507,    75,  1,     18,2,20010514,   0, 42.9250, -48.3530, 3144,    704.8,   5.2579,  35.0534,2,    240.2,2,    12.55,2,    17.74,2,     0.00,2,     1.11,2,    2.178,2,    1.083,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   5.1987
  06MT20010507,    75,  1,     17,2,20010514,   0, 42.9250, -48.3530, 3144,    894.5,   4.9539,  35.0654,2,    246.8,2,    12.56,2,    17.73,2,     0.00,2,     1.10,2,    1.873,2,    0.927,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   4.8795
  06MT20010507,    75,  1,     16,2,20010514,   0, 42.9250, -48.3530, 3144,   1010.4,   4.5599,  35.0230,2,   -999.0,9,    12.60,2,    19.23,2,     0.00,2,     1.09,2, -999.000,9, -999.000,9,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   4.4782
  06MT20010507,    75,  1,     15,2,20010514,   0, 42.9250, -48.3530, 3144,   1011.7,   4.5566,  35.0225,2,    254.9,2,    12.35,2,    17.31,2,     0.00,2,     1.10,2,    2.047,2,    1.021,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   4.4748
  06MT20010507,    75,  1,     14,2,20010514,   0, 42.9250, -48.3530, 3144,   1112.0,   4.1884,  34.9790,2,    262.7,2,    12.13,2,    17.27,2,     0.01,2,     1.03,2, -999.000,9, -999.000,9,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   4.1008
  06MT20010507,    75,  1,     13,2,20010514,   0, 42.9250, -48.3530, 3144,   1112.1,   4.1893,  34.9792,2,   -999.0,9,    12.23,2,    17.26,2,     0.00,2,     1.08,2,    2.248,2,    1.134,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   4.1017
  06MT20010507,    75,  1,     12,2,20010514,   0, 42.9250, -48.3530, 3144,   1212.1,   3.9748,  34.9542,2,    267.6,2,    11.91,2,    17.04,2,     0.01,2,     1.02,2,    2.361,2,    1.176,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   3.8805
  06MT20010507,    75,  1,     11,2,20010514,   0, 42.9250, -48.3530, 3144,   1412.7,   3.7463,  34.9376,2,    272.0,2,    12.07,2,    17.10,2,     0.01,2,     1.00,2,    2.227,2,    1.089,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   3.6368
  06MT20010507,    75,  1,     10,2,20010514,   0, 42.9250, -48.3530, 3144,   1515.9,   3.6541,  34.9320,2,    273.4,2,    12.17,2,    17.11,2,     0.00,2,     0.98,2,    2.166,2,    1.064,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   3.5365
  06MT20010507,    75,  1,      9,2,20010514,   0, 42.9250, -48.3530, 3144,   1615.8,   3.4947,  34.9128,2,   -999.0,9,  -999.00,9,  -999.00,9,     0.00,0,  -999.00,9, -999.000,9, -999.000,9,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   3.3701
  06MT20010507,    75,  1,      8,2,20010514,   0, 42.9250, -48.3530, 3144,   1820.9,   3.4030,  34.9146,2,    278.0,2,    12.47,2,    16.80,2,     0.01,2,     1.00,2,    2.191,2,    1.071,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   3.2611
  06MT20010507,    75,  1,      7,2,20010514,   0, 42.9250, -48.3530, 3144,   2023.3,   3.2488,  34.9034,2,    281.2,2,    12.46,2,    16.60,2,     0.00,2,     1.02,2,    2.271,2,    1.104,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   3.0905
  06MT20010507,    75,  1,      6,2,20010514,   0, 42.9250, -48.3530, 3144,   2226.9,   3.2252,  34.9196,2,    277.0,2,    13.63,2,    16.73,2,     0.00,2,     1.02,2,    1.760,2,    0.868,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   3.0479
  06MT20010507,    75,  1,      5,2,20010514,   0, 42.9250, -48.3530, 3144,   2532.4,   3.0111,  34.9102,2,    279.4,2,    13.30,2,    16.53,2,     0.00,2,     0.97,2,    1.989,2,    0.968,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   2.8079
  06MT20010507,    75,  1,      4,2,20010514,   0, 42.9250, -48.3530, 3144,   2633.6,   2.9558,  34.9126,2,    278.4,2,    13.74,2,    16.23,2,     0.00,2,     0.99,2,    1.848,2,    0.902,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   2.7435
  06MT20010507,    75,  1,      3,2,20010514,   0, 42.9250, -48.3530, 3144,   2736.0,   2.8578,  34.9086,2,    280.1,2,    13.48,2,    16.04,2,     0.00,2,     0.98,2,    1.979,2,    0.960,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   2.6372
  06MT20010507,    75,  1,      2,2,20010514,   0, 42.9250, -48.3530, 3144,   2941.4,   2.7187,  34.9061,2,    280.7,2,    13.77,2,    15.89,2,     0.00,2,     0.99,2,    1.998,2,    0.971,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   2.4801
  06MT20010507,    75,  1,      1,2,20010514,   0, 42.9250, -48.3530, 3144,   3134.3,   2.5438,  34.8994,2,    282.4,2,    14.19,2,    15.77,2,     0.00,2,     0.97,2,    2.176,2,    1.058,2,      -999.00,9,   -999.0,9,-999.0000,9,  -999.00,   2.2892
  06MT20010507,    76,  1,     22,2,20010515,   0, 42.5196, -46.7910, 4358,      9.3,  17.3581,  36.3846,2,   -999.0,9,     0.00,2,     0.00,2,     0.00,2,     0.00,2,    2.554,2,    1.438,2,   2067.6,2,   2377.8,2,-999.0000,9,  -999.00,  17.3565
  06MT20010507,    76,  1,     21,2,20010515,   0, 42.5196, -46.7910, 4358,     49.5,  17.2142,  36.3539,2,    243.2,2,     0.64,2,     0.84,2,     0.15,2,     0.03,2,    2.549,2,    1.434,2,   2076.0,2,   2374.2,2,   8.0258,2,    25.00,  17.2059
  06MT20010507,    76,  1,     20,2,20010515,   0, 42.5196, -46.7910, 4358,     99.7,  16.7472,  36.3099,2,    233.1,2,     0.99,2,     2.16,2,     0.20,2,     0.08,2, -999.000,9, -999.000,9,   2086.6,2,   2371.9,2,   8.0015,2,    25.00,  16.7308
  06MT20010507,    76,  1,     19,2,20010515,   0, 42.5196, -46.7910, 4358,    199.3,  15.8992,  36.1814,2,    238.5,2,     0.64,2,     1.45,2,     0.20,2,     0.07,2,    2.597,2,    1.452,2,      -999.00,9,   2370.3,2,   8.0120,2,    25.00,  15.8675
  06MT20010507,    76,  1,     18,2,20010515,   0, 42.5196, -46.7910, 4358,    401.1,  13.2306,  35.7013,2,    214.0,2,     4.62,2,    10.34,2,     0.01,2,     0.51,2,    2.483,2,    1.364,2,   2126.4,2,   2335.8,2,   7.8845,2,    25.00,  13.1740
  06MT20010507,    76,  1,     17,2,20010515,   0, 42.5196, -46.7910, 4358,    599.9,   9.2653,  35.1387,2,    177.1,2,    11.27,2,    21.50,2,     0.01,2,     1.16,2,    1.941,2,    0.996,2,   2165.0,3,   2308.8,2,   7.7221,2,    25.00,   9.1973
  06MT20010507,    76,  1,     16,2,20010515,   0, 42.5196, -46.7910, 4358,    799.5,   5.8015,  34.9059,2,    219.0,2,    12.26,2,    19.39,2,     0.01,2,     1.18,2,    2.392,2,    1.224,2,   2167.8,2,   2300.2,2,   7.7032,2,    25.00,   5.7306
  06MT20010507,    76,  1,     15,2,20010515,   0, 42.5196, -46.7910, 4358,    998.3,   4.7126,  34.9511,2,    255.3,2,    10.72,2,    17.74,2,     0.01,2,     1.09,2,    3.033,2,    1.559,2,   2162.9,2,   2300.2,2,   7.7263,2,    25.00,   4.6309
  06MT20010507,    76,  1,     14,2,20010515,   0, 42.5196, -46.7910, 4358,   1197.9,   4.4945,  34.9805,2,    260.9,2,    10.93,2,    17.40,2,     0.01,2,     1.08,2,    2.653,2,    1.338,2,   2164.3,2,   2303.8,2,   7.7315,2,    25.00,   4.3966
  06MT20010507,    76,  1,     13,2,20010515,   0, 42.5196, -46.7910, 4358,   1497.8,   3.9368,  34.9396,2,    269.6,2,    10.97,2,    17.22,2,     0.00,2,     1.07,2,    2.586,2,    1.282,2,   2165.7,2,   2300.2,2,   7.7343,2,    25.00,   3.8176
  06MT20010507,    76,  1,     12,2,20010515,   0, 42.5196, -46.7910, 4358,   1796.2,   3.6477,  34.9292,2,    273.6,2,    11.69,2,    17.06,2,     0.00,2,     1.06,2,    2.172,2,    1.066,2,   2156.4,2,   2300.6,2,   7.7406,2,    25.00,   3.5047
  06MT20010507,    76,  1,     11,2,20010515,   0, 42.5196, -46.7910, 4358,   1996.7,   3.4360,  34.9133,2,    278.2,2,    11.96,2,    17.20,2,     0.00,2,     1.06,2,    2.224,2,    1.082,2,   2155.5,2,   2299.2,2,   7.7413,2,    25.00,   3.2773
  06MT20010507,    76,  1,     10,2,20010515,   0, 42.5196, -46.7910, 4358,   2296.4,   3.2143,  34.8990,2,    281.7,2,    12.00,2,    16.56,2,     0.00,2,     1.02,2,    2.446,2,    1.193,2,   2155.2,2,   2300.2,2,   7.7416,2,    25.00,   3.0306
  06MT20010507,    76,  1,      9,2,20010515,   0, 42.5196, -46.7910, 4358,   2598.7,   3.0406,  34.8905,2,    284.6,2,    11.51,2,    16.23,2,     0.00,2,     1.01,2,    2.838,2,    1.375,2,   2154.9,2,   2295.1,2,   7.7387,2,    25.00,   2.8303
  06MT20010507,    76,  1,      8,2,20010515,   0, 42.5196, -46.7910, 4358,   2897.5,   2.9713,  34.8987,2,    282.9,2,    12.09,2,    16.14,2,     0.00,2,     1.02,2,    2.482,2,    1.194,2,   2158.3,2,   2297.9,2,   7.7407,2,    25.00,   2.7320
  06MT20010507,    76,  1,      7,2,20010515,   0, 42.5196, -46.7910, 4358,   3096.9,   2.8687,  34.9026,2,    282.1,2,    12.76,2,    15.80,2,     0.00,2,     1.02,2,    2.273,2,    1.115,2,   2158.2,2,   2301.5,2,   7.7415,2,    25.00,   2.6107
  06MT20010507,    76,  1,      6,2,20010515,   0, 42.5196, -46.7910, 4358,   3298.4,   2.7019,  34.9043,2,    281.7,2,    13.92,2,    16.08,2,     0.00,2,     1.01,2,    2.084,2,    1.012,2,   2157.6,2,   2301.8,2,   7.7428,2,    25.00,   2.4263
  06MT20010507,    76,  1,      5,2,20010515,   0, 42.5196, -46.7910, 4358,   3597.2,   2.4914,  34.9025,2,    278.4,2,    17.63,2,    16.49,2,     0.00,2,     1.05,2,    1.658,2,    0.806,2,   2155.0,2,   2306.1,2,   7.7421,2,    25.00,   2.1886
  06MT20010507,    76,  1,      4,2,20010515,   0, 42.5196, -46.7910, 4358,   3895.3,   2.3123,  34.8946,2,    279.3,2,    19.35,2,    16.44,2,     0.00,2,     1.07,2,    1.720,2,    0.837,2,   2164.2,2,   2310.4,2,   7.7432,2,    25.00,   1.9811
  06MT20010507,    76,  1,      3,2,20010515,   0, 42.5196, -46.7910, 4358,   4094.5,   2.2415,  34.8901,2,    279.6,2,    19.55,2,    16.15,2,     0.00,2,     1.08,2,    1.911,2,    0.926,2,   2153.5,2,   2308.2,2,   7.7409,2,    25.00,   1.8897
  06MT20010507,    76,  1,      2,2,20010515,   0, 42.5196, -46.7910, 4358,   4195.9,   2.1917,  34.8874,2,    290.8,2,    19.11,2,    16.12,2,     0.00,2,     1.07,2,    2.038,2,    0.990,2,   2159.4,2,   2303.4,2,   7.7399,2,    25.00,   1.8296
  06MT20010507,    76,  1,      1,2,20010515,   0, 42.5196, -46.7910, 4358,   4347.7,   2.1224,  34.8832,2,    286.1,2,    16.58,2,    15.43,2,     0.01,2,     1.02,2,    2.575,2,    1.255,2,   2162.4,2,   2304.8,2,   7.7382,2,    25.00,   1.7447
  06MT20010507,    78,  1,     22,2,20010515,   0, 42.3500, -46.1330, 4774,      9.4,  17.6062,  36.5100,2,    244.5,2,     0.46,2,     1.15,2,     0.25,2,     0.03,2,    2.450,2,    1.383,2,   2080.1,2,   -999.0,9,   8.0296,2,    25.00,  17.6046
  06MT20010507,    78,  1,     21,2,20010515,   0, 42.3500, -46.1330, 4774,     49.3,  17.5183,  36.5121,2,    236.3,2,     0.65,2,     1.72,2,     0.34,2,     0.04,2,    2.437,2,    1.398,2,   2085.3,2,   2381.3,2,   8.0208,2,    25.00,  17.5099
  06MT20010507,    78,  1,     20,2,20010515,   0, 42.3500, -46.1330, 4774,     99.4,  17.4010,  36.4923,2,    233.5,2,     0.89,2,     1.91,2,     0.28,2,     0.05,2,    2.545,2,    1.455,2,   2088.5,2,   2384.0,2,   8.0110,2,    25.00,  17.3842
  06MT20010507,    78,  1,     19,2,20010515,   0, 42.3500, -46.1330, 4774,    200.3,  16.8903,  36.3977,2,    227.8,2,     1.59,2,     3.53,2,     0.10,2,     0.09,2,    2.546,2,    1.430,2,   2102.4,2,   2377.0,2,   7.9934,2,    25.00,  16.8571
  06MT20010507,    78,  1,     18,2,20010515,   0, 42.3500, -46.1330, 4774,    498.8,  15.4175,  36.1314,2,    215.7,2,     2.96,2,     7.12,2,     0.01,2,     0.28,2,    2.498,2,    1.379,2,   2116.6,2,   2356.3,2,   7.9376,2,    25.00,  15.3392
  06MT20010507,    78,  1,     17,2,20010515,   0, 42.3500, -46.1330, 4774,    798.8,  10.3365,  35.3334,2,    157.8,2,    11.36,2,    20.90,2,     0.01,2,     1.19,2,    1.313,2,    0.653,2,   2178.2,2,   2322.7,2,   7.7301,2,    25.00,  10.2387
  06MT20010507,    78,  1,     16,2,20010515,   0, 42.3500, -46.1330, 4774,    997.3,   7.2293,  35.1008,2,    197.8,2,    12.16,2,    20.01,2,     0.01,2,     1.21,2,    1.633,2,    0.818,2,   2177.9,2,   2316.0,2,   7.7189,2,    25.00,   7.1287
  06MT20010507,    78,  1,     15,2,20010515,   0, 42.3500, -46.1330, 4774,   1247.8,   5.1694,  35.0270,2,    243.7,2,    11.26,2,    17.96,2,     0.00,2,     1.10,2,    2.354,2,    1.173,2,   2162.5,2,   2308.1,2,   7.7286,2,    25.00,   5.0606
  06MT20010507,    78,  1,     14,2,20010515,   0, 42.3500, -46.1330, 4774,   1496.0,   4.3736,  34.9741,2,    260.9,2,    10.99,2,    17.66,2,     0.00,2,     1.06,2,    2.579,2,    1.253,2,   2161.9,2,   2304.7,2,   7.7338,2,    25.00,   4.2495
  06MT20010507,    78,  1,     13,2,20010515,   0, 42.3500, -46.1330, 4774,   1747.2,   4.0560,  34.9640,2,    265.7,2,    11.58,2,    17.25,2,     0.00,2,     1.08,2,    2.167,2,    1.053,2,   2160.6,2,   2304.4,2,   7.7383,2,    25.00,   3.9121
  06MT20010507,    78,  1,     12,2,20010515,   0, 42.3500, -46.1330, 4774,   1997.9,   3.6343,  34.9177,2,    275.8,2,    11.40,2,    17.08,2,     0.00,2,     1.05,2,    2.421,2,    1.161,2,   2155.5,2,   2299.2,2,   7.7366,2,    25.00,   3.4725
  06MT20010507,    78,  1,     11,2,20010515,   0, 42.3500, -46.1330, 4774,   2245.6,   3.5245,  34.9221,2,    276.2,2,    12.49,2,    16.85,2,     0.00,2,     1.05,2,    2.098,2,    0.998,2,   2146.0,3,   2302.4,2,   7.7403,2,    25.00,   3.3404
  06MT20010507,    78,  1,     10,2,20010515,   0, 42.3500, -46.1330, 4774,   2399.7,   3.4316,  34.9198,2,    277.3,2,    12.65,2,    16.97,2,     0.00,2,     1.07,2,    1.954,2,    0.936,2,   2156.0,2,   2300.9,2,   7.7424,2,    25.00,   3.2339
  06MT20010507,    78,  1,      8,2,20010515,   0, 42.3500, -46.1330, 4774,   2995.8,   3.1374,  34.9241,2,    275.6,2,    14.60,2,    16.99,2,     0.00,2,     1.06,2,    1.521,2,    0.727,2,   2159.1,2,   2304.2,2,   7.7464,2,    25.00,   2.8842
  06MT20010507,    78,  1,      7,2,20010515,   0, 42.3500, -46.1330, 4774,   3247.0,   2.9630,  34.9190,2,    277.0,2,    15.07,2,    16.53,2,     0.00,2,     1.05,2,    1.550,2,    0.742,2,   2160.3,2,   2305.1,2,   7.7452,2,    25.00,   2.6868
  06MT20010507,    78,  1,      5,2,20010515,   0, 42.3500, -46.1330, 4774,   3792.3,   2.5589,  34.9093,2,    274.5,2,    19.67,2,    16.89,2,     0.00,2,     1.07,2,    1.177,2,    0.562,2,   2169.6,2,   2311.1,2,   7.7484,2,    25.00,   2.2326
  06MT20010507,    78,  1,      4,2,20010515,   0, 42.3500, -46.1330, 4774,   4095.0,   2.3637,  34.8966,2,    278.3,2,    19.83,2,    16.67,2,     0.00,2,     1.07,2,    1.591,2,    0.753,2,   2156.2,2,   2310.2,2,   7.7436,2,    25.00,   2.0083
  06MT20010507,    78,  1,      3,2,20010515,   0, 42.3500, -46.1330, 4774,   4394.7,   2.2826,  34.8913,2,    278.2,2,    21.10,2,    16.77,2,     0.00,2,     1.07,2,    1.664,2,    0.792,2,   2146.4,3,   2311.7,2,   7.7416,2,    25.00,   1.8945
