BOTTLE,20131017PRINUNIVRMK
# 10/28/2013 Initialized README file  
# Data source: CCHDO 10/17/13 
# SHIP: Aurora Australis 
# Cruise: I09S 
# Region: South of Australia on 117E 
# EXPOCODE: 09AR20120105 
# DATES: 1/5 - 2/12/2012 
# Chief Scientist: S. Rintoul 
# 88 stations with 24 place Rosette 
# Hydro: Who - S.Rintoul; Status - final 
# 	Notes: 	 
# Nuts: Who - S.Rintoul; Status - final  
# 	Notes: nitrate is really NO3+NO2 
# O2: Who - S.Rintoul; Status - final 
# 	Notes: 
# TCO2: Who - ; Status - 
# 	Notes:  
# Other: CTD values for fluorescence, par and transmiss.  
# References: 
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,XMISS,XMISS_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,%TRANS,,VOLTS,,VOLTS,
  09AR20120105,  I09S,    23,  1,      7,      7,2,20120123,0247,-62.7915, 113.3100, 3822,   2700.7,   0.1186,  34.6759,2,  34.6755,2,    223.6,2,    224.0,2,   128.70,2,    32.43,2,     2.26,2,    97.18,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    23,  1,      6,      6,2,20120123,0247,-62.7915, 113.3100, 3822,   2950.0,   0.0502,  34.6735,2,  34.6724,2,    226.2,2,    226.7,2,   130.80,2,    32.44,2,     2.27,2,    97.17,2,   -0.183,2,    0.000,2
  09AR20120105,  I09S,    23,  1,      5,      5,2,20120123,0247,-62.7915, 113.3100, 3822,   3198.3,  -0.0173,  34.6697,2,  34.6684,2,    229.0,2,    229.5,2,   131.10,2,    32.38,2,     2.25,2,    97.16,2,   -0.181,2,    0.000,2
  09AR20120105,  I09S,    23,  1,      4,      4,2,20120123,0247,-62.7915, 113.3100, 3822,   3399.8,  -0.0613,  34.6667,2,  34.6651,2,    231.1,2,    231.4,2,   132.00,2,    32.31,2,     2.26,2,    97.14,2,   -0.177,2,    0.000,2
  09AR20120105,  I09S,    23,  1,      3,      3,2,20120123,0247,-62.7915, 113.3100, 3822,   3599.6,  -0.1162,  34.6616,2,  34.6604,2,    233.7,2,    234.2,2,   131.20,2,    32.27,2,     2.26,2,    97.14,2,   -0.183,2,    0.000,2
  09AR20120105,  I09S,    23,  1,      2,      2,2,20120123,0247,-62.7915, 113.3100, 3822,   3750.8,  -0.2062,  34.6522,2,  34.6515,2,    237.2,2,    237.9,2,   131.70,2,    32.14,2,     2.25,2,    97.13,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    23,  1,      1,      1,2,20120123,0247,-62.7915, 113.3100, 3822,   3883.4,  -0.2599,  34.6457,2,  34.6447,2,    240.4,2,    241.1,2,   123.90,2,    32.03,2,     2.24,2,    97.12,2,   -0.183,2,    0.000,2
  09AR20120105,  I09S,    24,  1,     24,     24,2,20120123,0849,-62.3073, 113.3040, 4068,      4.2,   1.0128,  33.6944,2,  33.6950,2,    342.8,2,    342.3,2,    39.80,2,    26.24,2,     1.73,2,    94.42,2,    0.814,2,   35.370,2
  09AR20120105,  I09S,    24,  1,     23,     23,2,20120123,0849,-62.3073, 113.3040, 4068,      4.3,   1.0122,  33.6942,2,-999.0000,9,    342.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    94.36,2,    0.806,2,   34.640,2
  09AR20120105,  I09S,    24,  1,     22,     22,2,20120123,0849,-62.3073, 113.3040, 4068,      4.2,   1.0118,  33.6943,2,-999.0000,9,    342.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    94.36,2,    0.816,2,   34.480,2
  09AR20120105,  I09S,    24,  1,     21,     21,2,20120123,0849,-62.3073, 113.3040, 4068,     30.7,   0.7055,  33.7141,2,  33.7175,2,    348.0,2,    344.9,2,    40.00,2,    26.26,2,     1.74,2,    94.10,2,    1.229,2,    3.244,2
  09AR20120105,  I09S,    24,  1,     20,     20,2,20120123,0849,-62.3073, 113.3040, 4068,     49.8,  -0.9609,  34.0436,2,  34.0386,2,    354.4,2,    348.9,2,    44.70,2,    26.95,2,     1.79,2,    91.12,2,    4.592,2,    0.936,2
  09AR20120105,  I09S,    24,  1,     19,     19,2,20120123,0849,-62.3073, 113.3040, 4068,     64.9,  -1.2359,  34.1244,2,  34.1199,2,    325.0,2,    336.0,2,    48.60,2,    27.99,2,     1.88,2,    92.11,2,    5.027,2,    0.187,2
  09AR20120105,  I09S,    24,  1,     18,     18,2,20120123,0849,-62.3073, 113.3040, 4068,     89.1,  -0.7773,  34.2403,2,  34.2375,2,    279.8,2,    287.9,2,    60.90,2,    30.98,2,     2.15,2,    97.33,2,    0.578,2,    0.000,2
  09AR20120105,  I09S,    24,  1,     17,     17,2,20120123,0849,-62.3073, 113.3040, 4068,    200.1,   1.2741,  34.5689,2,  34.5688,2,    200.3,2,    198.1,2,    80.50,2,    33.21,2,     2.30,2,    97.47,2,   -0.165,2,    0.000,2
  09AR20120105,  I09S,    24,  1,     16,     16,2,20120123,0849,-62.3073, 113.3040, 4068,    300.4,   1.6242,  34.6577,2,  34.6574,2,    188.8,2,    187.9,2,    85.50,2,    32.71,2,     2.27,2,    97.51,2,   -0.188,2,    0.000,2
  09AR20120105,  I09S,    24,  1,     15,     15,2,20120123,0849,-62.3073, 113.3040, 4068,    475.3,   1.7216,  34.7156,2,  34.7160,2,    190.4,2,    189.8,2,    88.90,2,    31.66,2,     2.20,2,    97.50,2,   -0.180,2,    0.000,2
  09AR20120105,  I09S,    24,  1,     14,     14,2,20120123,0849,-62.3073, 113.3040, 4068,    624.7,   1.6109,  34.7271,2,  34.7278,2,    193.6,2,    194.2,2,    91.30,2,    31.23,2,     2.16,2,    97.47,2,   -0.178,2,    0.000,2
  09AR20120105,  I09S,    24,  1,     13,     13,2,20120123,0849,-62.3073, 113.3040, 4068,    850.2,   1.4458,  34.7339,2,  34.7339,2,    197.6,2,    198.5,2,    97.20,2,    31.00,2,     2.14,2,    97.43,2,   -0.175,2,    0.000,2
  09AR20120105,  I09S,    24,  1,     12,     12,2,20120123,0849,-62.3073, 113.3040, 4068,   1150.7,   1.1916,  34.7265,2,  34.7276,2,    201.6,2,    202.3,2,   104.70,2,    31.25,2,     2.17,2,    97.37,2,   -0.181,2,    0.000,2
  09AR20120105,  I09S,    24,  1,     11,     11,2,20120123,0849,-62.3073, 113.3040, 4068,   1451.2,   0.9754,  34.7163,2,  34.7164,2,    204.5,2,    205.0,2,   111.40,2,    31.62,2,     2.21,2,    97.32,2,   -0.182,2,    0.000,2
  09AR20120105,  I09S,    24,  1,     10,     10,2,20120123,0849,-62.3073, 113.3040, 4068,   1748.2,   0.7485,  34.7041,2,  34.7044,2,    207.6,2,    208.0,2,   117.60,2,    32.09,2,     2.24,2,    97.28,2,   -0.185,2,    0.000,2
  09AR20120105,  I09S,    24,  1,      9,      9,2,20120123,0849,-62.3073, 113.3040, 4068,   2099.7,   0.5095,  34.6921,2,  34.6920,2,    212.7,2,    212.8,2,   123.50,2,    32.37,2,     2.26,2,    97.24,2,   -0.183,2,    0.000,2
  09AR20120105,  I09S,    24,  1,      8,      8,2,20120123,0849,-62.3073, 113.3040, 4068,   2475.3,   0.2953,  34.6814,2,  34.6812,2,    218.7,2,    218.8,2,   125.30,2,    32.36,2,     2.27,2,    97.21,2,   -0.187,2,    0.000,2
  09AR20120105,  I09S,    24,  1,      7,      7,2,20120123,0849,-62.3073, 113.3040, 4068,   2799.4,   0.1803,  34.6778,2,  34.6781,2,    222.2,2,    222.4,2,   129.00,2,    32.59,2,     2.27,2,    97.19,2,   -0.181,2,    0.000,2
  09AR20120105,  I09S,    24,  1,      6,      6,2,20120123,0849,-62.3073, 113.3040, 4068,   3130.6,   0.0334,  34.6672,2,  34.6680,2,    228.3,2,    228.4,2,   123.00,2,    32.23,2,     2.25,2,    97.16,2,   -0.186,2,    0.000,2
  09AR20120105,  I09S,    24,  1,      5,      5,2,20120123,0849,-62.3073, 113.3040, 4068,   3440.9,  -0.0229,  34.6675,2,  34.6677,2,    230.3,2,    230.6,2,   129.10,2,    32.47,2,     2.26,2,    97.15,2,   -0.183,2,    0.000,2
  09AR20120105,  I09S,    24,  1,      4,      4,2,20120123,0849,-62.3073, 113.3040, 4068,   3700.5,  -0.0855,  34.6621,2,  34.6626,2,    233.3,2,    233.7,2,   127.60,2,    32.28,2,     2.26,2,    97.14,2,   -0.187,2,    0.000,2
  09AR20120105,  I09S,    24,  1,      3,      3,2,20120123,0849,-62.3073, 113.3040, 4068,   3949.9,  -0.1832,  34.6517,2,  34.6506,2,    238.3,2,    239.1,2,   120.80,2,    32.17,2,     2.24,2,    97.11,2,   -0.184,2,    0.000,2
  09AR20120105,  I09S,    24,  1,      2,      2,2,20120123,0849,-62.3073, 113.3040, 4068,   4049.7,  -0.2333,  34.6466,2,  34.6480,2,    240.4,2,    240.8,2,   124.20,2,    32.17,2,     2.25,2,    97.12,2,   -0.191,2,    0.000,2
  09AR20120105,  I09S,    24,  1,      1,      1,2,20120123,0849,-62.3073, 113.3040, 4068,   4137.3,  -0.2329,  34.6456,2,  34.6449,2,    240.7,2,    240.9,2,   124.50,2,    32.02,2,     2.24,2,    97.11,2,   -0.184,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     24,     24,2,20120123,1441,-61.8747, 113.2770, 4187,      3.9,   1.3111,  33.7066,2,  33.7067,2,    343.4,2,    342.5,2,    26.90,2,    25.35,2,     1.65,2,    92.66,2,    2.244,2,    0.121,2
  09AR20120105,  I09S,    25,  1,     23,     23,2,20120123,1441,-61.8747, 113.2770, 4187,     28.4,   1.3117,  33.7064,2,-999.0000,9,    343.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    92.70,2,    2.249,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     22,     22,2,20120123,1441,-61.8747, 113.2770, 4187,     28.5,   1.3117,  33.7064,2,-999.0000,9,    343.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    92.68,2,    2.273,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     21,     21,2,20120123,1441,-61.8747, 113.2770, 4187,     28.5,   1.3058,  33.7064,2,  33.7081,2,    343.9,2,    342.7,2,    26.90,2,  -999.00,9,     1.64,2,    92.65,2,    2.317,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     20,     20,2,20120123,1441,-61.8747, 113.2770, 4187,     50.9,   0.7622,  33.7401,2,  33.7476,2,    343.1,2,    345.6,2,    29.40,2,  -999.00,9,     1.73,2,    93.46,2,    3.079,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     19,     19,2,20120123,1441,-61.8747, 113.2770, 4187,     74.2,  -0.7441,  33.9315,2,  33.9299,2,    348.6,2,    347.5,2,    34.90,2,  -999.00,9,     1.97,2,    96.97,2,    1.255,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     18,     18,2,20120123,1441,-61.8747, 113.2770, 4187,    102.1,  -1.0788,  34.0080,2,  34.0057,2,    334.0,2,    332.9,2,    43.80,2,  -999.00,9,     2.03,2,    97.40,2,    0.286,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     17,     17,2,20120123,1441,-61.8747, 113.2770, 4187,    250.1,   1.9594,  34.5728,2,  34.5714,2,    180.0,2,    180.2,2,    76.90,2,    34.23,2,     2.36,2,    97.57,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     16,     16,2,20120123,1441,-61.8747, 113.2770, 4187,    315.3,   1.9399,  34.6163,2,  34.6152,2,    179.8,2,    180.0,2,    79.70,2,  -999.00,9,     2.32,2,    97.56,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     15,     15,2,20120123,1441,-61.8747, 113.2770, 4187,    484.5,   1.8994,  34.6863,2,  34.6863,2,    183.8,2,    183.3,2,    83.90,2,    32.51,2,     2.25,2,    97.56,2,   -0.175,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     14,     14,2,20120123,1441,-61.8747, 113.2770, 4187,    599.4,   1.8635,  34.7099,2,  34.7091,2,    186.6,2,    186.0,2,    85.90,2,  -999.00,9,     2.19,2,    97.55,2,   -0.175,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     13,     13,2,20120123,1441,-61.8747, 113.2770, 4187,    801.6,   1.7755,  34.7366,2,  34.7372,2,    192.8,2,    193.1,2,    89.00,2,    31.07,2,     2.14,2,    97.52,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     12,     12,2,20120123,1441,-61.8747, 113.2770, 4187,   1050.8,   1.5553,  34.7403,2,  34.7445,2,    197.8,2,    198.1,2,    94.80,2,    30.96,2,     2.13,2,    97.46,2,   -0.178,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     11,     11,2,20120123,1441,-61.8747, 113.2770, 4187,   1350.3,   1.2810,  34.7322,2,  34.7323,2,    201.8,2,    202.1,2,   102.70,2,    31.24,2,     2.16,2,    97.41,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    25,  1,     10,     10,2,20120123,1441,-61.8747, 113.2770, 4187,   1649.7,   1.0437,  34.7209,2,  34.7201,2,    205.0,2,    204.9,2,   109.90,2,  -999.00,9,     2.20,2,    97.35,2,   -0.182,2,    0.000,2
  09AR20120105,  I09S,    25,  1,      9,      9,2,20120123,1441,-61.8747, 113.2770, 4187,   1998.7,   0.7519,  34.7056,2,  34.7050,2,    208.4,2,    209.0,2,   118.30,2,    32.19,2,     2.24,2,    97.29,2,   -0.182,2,    0.000,2
  09AR20120105,  I09S,    25,  1,      8,      8,2,20120123,1441,-61.8747, 113.2770, 4187,   2299.9,   0.5550,  34.6956,2,  34.6946,2,    212.8,2,    212.3,2,   123.10,2,    32.49,2,     2.27,2,    97.25,2,   -0.180,2,    0.000,2
  09AR20120105,  I09S,    25,  1,      7,      7,2,20120123,1441,-61.8747, 113.2770, 4187,   2600.8,   0.3721,  34.6869,2,  34.6863,2,    217.6,2,    216.9,2,   126.70,2,    32.61,2,     2.27,2,    97.22,2,   -0.178,2,    0.000,2
  09AR20120105,  I09S,    25,  1,      6,      6,2,20120123,1441,-61.8747, 113.2770, 4187,   2898.0,   0.2436,  34.6815,2,  34.6796,2,    221.6,2,    221.2,2,   129.00,2,    32.66,2,     2.28,2,    97.21,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    25,  1,      5,      5,2,20120123,1441,-61.8747, 113.2770, 4187,   3199.3,   0.1447,  34.6772,2,  34.6767,2,    224.9,2,    224.6,2,   130.70,2,    32.65,2,     2.28,2,    97.19,2,   -0.175,2,    0.000,2
  09AR20120105,  I09S,    25,  1,      4,      4,2,20120123,1441,-61.8747, 113.2770, 4187,   3500.7,   0.0607,  34.6729,2,  34.6716,2,    228.2,2,    227.9,2,   131.60,2,    32.62,2,     2.27,2,    97.18,2,   -0.180,2,    0.000,2
  09AR20120105,  I09S,    25,  1,      3,      3,2,20120123,1441,-61.8747, 113.2770, 4187,   3800.1,  -0.0123,  34.6673,2,  34.6655,2,    231.5,2,    231.5,2,   130.50,2,    32.54,2,     2.26,2,    97.16,2,   -0.181,2,    0.000,2
  09AR20120105,  I09S,    25,  1,      2,      2,2,20120123,1441,-61.8747, 113.2770, 4187,   4149.3,  -0.1031,  34.6580,2,  34.6565,2,    236.4,2,    236.8,2,   127.50,2,    32.41,2,     2.26,2,    97.14,2,   -0.183,2,    0.000,2
  09AR20120105,  I09S,    25,  1,      1,      1,2,20120123,1441,-61.8747, 113.2770, 4187,   4261.2,  -0.1529,  34.6525,2,  34.6513,2,    238.7,2,    238.4,2,   130.00,2,    32.43,2,     2.26,2,    97.14,2,   -0.181,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     24,     24,2,20120124,0010,-61.8360, 113.4900, 4220,    309.3,   1.9455,  34.6221,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     23,     23,2,20120124,0010,-61.8360, 113.4900, 4220,    309.3,   1.9453,  34.6220,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.178,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     22,     22,2,20120124,0010,-61.8360, 113.4900, 4220,    309.0,   1.9451,  34.6217,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.175,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     21,     21,2,20120124,0010,-61.8360, 113.4900, 4220,    309.1,   1.9453,  34.6219,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.175,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     20,     20,2,20120124,0010,-61.8360, 113.4900, 4220,    309.6,   1.9456,  34.6221,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.180,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     19,     19,2,20120124,0010,-61.8360, 113.4900, 4220,    309.1,   1.9453,  34.6220,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.172,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     18,     18,2,20120124,0010,-61.8360, 113.4900, 4220,    309.2,   1.9455,  34.6219,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.185,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     17,     17,2,20120124,0010,-61.8360, 113.4900, 4220,    309.4,   1.9455,  34.6220,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.178,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     16,     16,2,20120124,0010,-61.8360, 113.4900, 4220,    309.3,   1.9452,  34.6219,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.174,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     15,     15,2,20120124,0010,-61.8360, 113.4900, 4220,    309.2,   1.9449,  34.6218,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.180,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     14,     14,2,20120124,0010,-61.8360, 113.4900, 4220,    309.4,   1.9449,  34.6219,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.56,2,   -0.172,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     13,     13,2,20120124,0010,-61.8360, 113.4900, 4220,    309.3,   1.9446,  34.6216,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.174,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     12,     12,2,20120124,0010,-61.8360, 113.4900, 4220,    309.2,   1.9445,  34.6217,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.57,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     11,     11,2,20120124,0010,-61.8360, 113.4900, 4220,    949.8,   1.6359,  34.7402,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.51,2,   -0.178,2,    0.000,2
  09AR20120105,  I09S,    26,  1,     10,     10,2,20120124,0010,-61.8360, 113.4900, 4220,    949.5,   1.6363,  34.7401,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.52,2,   -0.184,2,    0.000,2
  09AR20120105,  I09S,    26,  1,      9,      9,2,20120124,0010,-61.8360, 113.4900, 4220,    950.1,   1.6359,  34.7401,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.51,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    26,  1,      8,      8,2,20120124,0010,-61.8360, 113.4900, 4220,    949.8,   1.6360,  34.7401,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.51,2,   -0.178,2,    0.000,2
  09AR20120105,  I09S,    26,  1,      7,      7,2,20120124,0010,-61.8360, 113.4900, 4220,    949.6,   1.6360,  34.7401,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.51,2,   -0.188,2,    0.000,2
  09AR20120105,  I09S,    26,  1,      6,      6,2,20120124,0010,-61.8360, 113.4900, 4220,    949.8,   1.6358,  34.7402,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.51,2,   -0.178,2,    0.000,2
  09AR20120105,  I09S,    26,  1,      5,      5,2,20120124,0010,-61.8360, 113.4900, 4220,    949.8,   1.6358,  34.7402,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.51,2,   -0.174,2,    0.000,2
  09AR20120105,  I09S,    26,  1,      4,      4,2,20120124,0010,-61.8360, 113.4900, 4220,    949.8,   1.6360,  34.7401,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.51,2,   -0.181,2,    0.000,2
  09AR20120105,  I09S,    26,  1,      3,      3,2,20120124,0010,-61.8360, 113.4900, 4220,    949.5,   1.6361,  34.7401,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.50,2,   -0.185,2,    0.000,2
  09AR20120105,  I09S,    26,  1,      2,      2,2,20120124,0010,-61.8360, 113.4900, 4220,    949.8,   1.6360,  34.7401,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.51,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    26,  1,      1,      1,2,20120124,0010,-61.8360, 113.4900, 4220,    949.4,   1.6358,  34.7401,2,-999.0000,9,   -999.0,5,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    97.51,2,   -0.177,2,    0.000,2
  09AR20120105,  I09S,    27,  1,     24,     24,2,20120124,0334,-61.6612, 114.1460, 4278,      3.8,   1.3037,  33.6857,2,  33.6885,2,    344.0,2,    343.1,2,    27.70,2,    25.30,2,     1.65,2,    92.91,2,    0.288,2,  287.700,2
  09AR20120105,  I09S,    27,  1,     23,     23,2,20120124,0334,-61.6612, 114.1460, 4278,     40.2,   1.1102,  33.6890,2,-999.0000,9,    344.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    92.68,2,    1.851,2,   16.060,2
  09AR20120105,  I09S,    27,  1,     22,     22,2,20120124,0334,-61.6612, 114.1460, 4278,     40.1,   1.1144,  33.6887,2,-999.0000,9,    344.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,    92.67,2,    1.834,2,   16.280,2
  09AR20120105,  I09S,    27,  1,     21,     21,2,20120124,0334,-61.6612, 114.1460, 4278,     40.1,   1.1058,  33.6890,2,  33.6911,2,    344.7,2,    345.2,2,    29.40,2,    25.53,2,     1.66,2,    92.59,2,    1.834,2,   14.530,2
  09AR20120105,  I09S,    27,  1,     20,     20,2,20120124,0334,-61.6612, 114.1460, 4278,     69.7,  -0.8046,  33.9165,2,  33.9222,2,    346.6,2,    352.8,2,    35.30,2,    27.90,2,     1.89,2,    94.36,2,    2.823,2,    1.745,2
  09AR20120105,  I09S,    27,  1,     19,     19,2,20120124,0334,-61.6612, 114.1460, 4278,     89.7,  -1.2075,  33.9865,2,  33.9853,2,    341.3,2,    341.3,2,    42.10,2,    29.05,2,     1.98,2,    96.92,2,    1.453,2,    0.380,2
  09AR20120105,  I09S,    27,  1,     18,     18,2,20120124,0334,-61.6612, 114.1460, 4278,    109.9,  -1.1749,  34.0426,2,  34.0409,2,    330.5,2,    327.6,2,    47.40,2,    29.59,2,     2.05,2,    97.34,2,    0.410,2,    0.185,2
  09AR20120105,  I09S,    27,  1,     17,     17,2,20120124,0334,-61.6612, 114.1460, 4278,    131.1,  -0.0713,  34.1795,2,  34.1797,2,    278.0,2,    278.0,2,    55.20,2,    32.01,2,     2.20,2,    97.49,2,   -0.050,2,    0.001,2
  09AR20120105,  I09S,    27,  1,     16,     16,2,20120124,0334,-61.6612, 114.1460, 4278,    324.5,   1.9008,  34.6316,2,  34.6323,2,    180.6,2,    180.6,2,    81.40,2,    33.35,2,     2.30,2,    97.55,2,   -0.175,2,    0.000,2
  09AR20120105,  I09S,    27,  1,     15,     15,2,20120124,0334,-61.6612, 114.1460, 4278,    525.2,   1.8638,  34.7010,2,  34.7007,2,    185.3,2,    186.1,2,    85.50,2,    32.01,2,     2.20,2,    97.55,2,   -0.178,2,    0.000,2
  09AR20120105,  I09S,    27,  1,     14,     14,2,20120124,0334,-61.6612, 114.1460, 4278,    750.7,   1.7870,  34.7318,2,  34.7311,2,    191.5,2,    192.1,2,    88.70,2,    31.14,2,     2.15,2,    97.52,2,   -0.181,2,    0.000,2
  09AR20120105,  I09S,    27,  1,     13,     13,2,20120124,0334,-61.6612, 114.1460, 4278,    950.7,   1.6197,  34.7384,2,  34.7421,2,    196.4,2,    196.5,2,    93.00,2,    30.90,2,     2.13,2,    97.47,2,   -0.186,2,    0.000,2
  09AR20120105,  I09S,    27,  1,     12,     12,2,20120124,0334,-61.6612, 114.1460, 4278,   1150.2,   1.4239,  34.7348,2,  34.7355,2,    199.6,2,    200.0,2,    97.90,2,    31.00,2,     2.14,2,    97.43,2,   -0.177,2,    0.000,2
  09AR20120105,  I09S,    27,  1,     11,     11,2,20120124,0334,-61.6612, 114.1460, 4278,   1449.6,   1.2153,  34.7299,2,  34.7290,2,    203.5,2,    203.6,2,   105.50,2,    31.14,2,     2.17,2,    97.38,2,   -0.182,2,    0.000,2
  09AR20120105,  I09S,    27,  1,     10,     10,2,20120124,0334,-61.6612, 114.1460, 4278,   1750.9,   0.9757,  34.7176,2,  34.7176,2,    206.1,2,    206.0,2,   112.20,2,    31.64,2,     2.20,2,    97.33,2,   -0.179,2,    0.000,2
  09AR20120105,  I09S,    27,  1,      9,      9,2,20120124,0334,-61.6612, 114.1460, 4278,   2050.3,   0.7209,  34.7034,2,  34.7030,2,    209.3,2,    209.4,2,   118.90,2,    32.05,2,     2.24,2,    97.28,2,   -0.177,2,    0.000,2
  09AR20120105,  I09S,    27,  1,      8,      8,2,20120124,0334,-61.6612, 114.1460, 4278,   2349.4,   0.5325,  34.6939,2,  34.6944,2,    212.9,2,    213.0,2,   123.30,2,    32.41,2,     2.26,2,    97.24,2,   -0.182,2,    0.000,2
  09AR20120105,  I09S,    27,  1,      7,      7,2,20120124,0334,-61.6612, 114.1460, 4278,   2651.0,   0.3626,  34.6864,2,  34.6867,2,    217.4,2,    217.9,2,   127.30,2,    32.41,2,     2.27,2,    97.22,2,   -0.183,2,    0.000,2
