EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEG C,/MILLE,,/MILLE,/MILLE,,DEG C
  33LG20090916,  SR01,    11,  1,    215,     19,2,20090920,1541,-58.6670, -63.7010, 3923,      5.5,  -0.3170,  33.8760,2,  33.8930,2,  -999.00,9,  -999.00,9,  -999.00,9,   2153.4,2,    369.4,2,   -0.317,    -60.7,2,      2.2,     1.24,2,  -0.3172
  33LG20090916,  SR01,    12,  1,    216,      1,2,20090920,1925,-59.0040, -63.6020, 4001,   3991.0,   0.5020,  34.6920,2,  34.7120,2,   126.42,2,    33.30,2,     2.32,2,   2315.6,4,    492.8,2,    0.502,   -164.9,2,      2.2,     0.42,2,   0.2121
  33LG20090916,  SR01,    12,  1,    217,      2,2,20090920,1929,-59.0040, -63.6020, 4001,   3870.8,   0.4970,  34.6930,2,  34.7130,2,   123.34,2,    32.69,2,     2.28,2,   2261.9,2,    493.4,2,    0.497,   -999.0,9,   -999.0,  -999.00,9,   0.2195
  33LG20090916,  SR01,    12,  1,    218,      3,2,20090920,1949,-59.0040, -63.6020, 4001,   3051.6,   0.8140,  34.7090,2,-999.0000,9,   117.17,2,    32.07,2,     2.29,2,   2263.6,2,    498.1,2,    0.814,   -166.2,2,      2.2,     0.41,2,   0.6075
  33LG20090916,  SR01,    12,  1,    219,      4,2,20090920,2002,-59.0040, -63.6020, 4001,   2536.6,   1.0440,  34.7160,2,  34.7400,2,   111.00,2,    32.38,2,     2.26,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.8781
  33LG20090916,  SR01,    12,  1,    220,      5,2,20090920,2016,-59.0040, -63.6020, 4001,   2031.1,   1.3850,  34.7250,2,  34.7450,2,   104.84,2,    31.66,2,     2.25,2,   2258.2,2,    509.5,2,    1.385,   -999.0,9,   -999.0,  -999.00,9,   1.2551
  33LG20090916,  SR01,    12,  1,    221,      6,2,20090920,2040,-59.0040, -63.6020, 4001,   1014.6,   2.1310,  34.6750,2,  34.6950,2,    74.92,2,    32.17,2,     2.32,2,   2256.5,2,    567.4,2,    2.131,   -150.7,2,      2.2,     0.37,2,   2.0686
  33LG20090916,  SR01,    12,  1,    222,      7,2,20090920,2046,-59.0040, -63.6020, 4001,    808.0,   2.2460,  34.6170,2,-999.0000,9,    68.95,2,    33.30,2,     2.46,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.1970
  33LG20090916,  SR01,    12,  1,    223,      8,2,20090920,2051,-59.0040, -63.6020, 4001,    606.6,   2.3660,  34.5360,2,-999.0000,9,    63.81,2,    35.04,2,     2.47,2,   2252.3,2,    606.5,2,    2.366,   -999.0,9,   -999.0,  -999.00,9,   2.3297
  33LG20090916,  SR01,    12,  1,    224,      9,2,20090920,2055,-59.0040, -63.6020, 4001,    503.1,   2.3390,  34.4630,2,-999.0000,9,    60.52,2,    35.55,2,     2.48,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.3095
  33LG20090916,  SR01,    12,  1,    225,     10,2,20090920,2058,-59.0040, -63.6020, 4001,    402.8,   2.3390,  34.3990,2,  34.4200,2,    53.53,2,    35.24,2,     2.46,2,   2235.9,2,    599.6,2,    2.339,   -999.0,9,   -999.0,  -999.00,9,   2.3158
  33LG20090916,  SR01,    12,  1,    226,     11,2,20090920,2102,-59.0040, -63.6020, 4001,    300.9,   1.8920,  34.2620,2,-999.0000,9,    44.38,2,    34.21,2,     2.33,2,   -999.0,9,    439.4,2,    1.892,    -99.1,2,      2.2,     0.70,2,   1.8761
  33LG20090916,  SR01,    12,  1,    227,     12,2,20090920,2106,-59.0040, -63.6020, 4001,    191.5,   0.6740,  34.0650,2,  34.0860,2,    30.10,2,    30.82,2,     2.15,2,   2180.6,2,    437.8,2,    0.674,    -77.7,2,      2.2,     1.03,2,   0.6660
  33LG20090916,  SR01,    12,  1,    228,     13,2,20090920,2108,-59.0040, -63.6020, 4001,    159.9,   0.0450,  33.9800,2,-999.0000,9,    26.09,2,    30.00,2,     2.00,2,   2174.0,2,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.0393
  33LG20090916,  SR01,    12,  1,    229,     14,2,20090920,2110,-59.0040, -63.6020, 4001,    139.9,  -0.3630,  33.9310,2,  33.9540,2,    21.98,2,    28.97,2,     2.00,2,   -999.0,9,    389.4,2,   -0.363,   -999.0,9,   -999.0,  -999.00,9,  -0.3675
  33LG20090916,  SR01,    12,  1,    230,     15,2,20090920,2112,-59.0040, -63.6020, 4001,    100.1,  -0.6790,  33.8640,2,-999.0000,9,    23.83,2,    28.15,2,     1.92,2,   2156.6,2,    369.6,2,   -0.679,   -999.0,9,   -999.0,  -999.00,9,  -0.6819
  33LG20090916,  SR01,    12,  1,    231,     16,2,20090920,2113,-59.0040, -63.6020, 4001,     57.3,  -0.6900,  33.8630,2,  33.8880,2,    21.67,2,    27.63,2,     1.85,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -0.6916
  33LG20090916,  SR01,    12,  1,    232,     17,2,20090920,2114,-59.0040, -63.6020, 4001,     29.2,  -0.6940,  33.8630,2,  33.8880,2,    20.54,2,    27.84,2,     1.81,2,   2156.0,2,    368.4,2,   -0.694,   -999.0,9,   -999.0,  -999.00,9,  -0.6948
  33LG20090916,  SR01,    12,  1,    233,     18,2,20090920,2116,-59.0040, -63.6020, 4001,     10.0,  -0.6960,  33.8630,2,  33.8890,2,    21.26,2,    28.25,2,     1.84,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -0.6963
  33LG20090916,  SR01,    12,  1,    234,     19,2,20090920,2117,-59.0040, -63.6020, 4001,      3.7,  -0.6950,  33.8630,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -0.6951
  33LG20090916,  SR01,    12,  1,    235,     20,2,20090920,2117,-59.0040, -63.6020, 4001,      3.4,  -0.6970,  33.8630,2,  33.8900,2,    20.54,2,    28.25,2,     1.83,2,   2155.2,2,    367.9,2,   -0.697,    -58.4,2,      2.2,     1.28,2,  -0.6971
  33LG20090916,  SR01,    13,  1,    236,      1,2,20090921,0155,-59.5000, -63.4290, 4129,   4119.2,   0.5220,  34.6930,2,  34.7210,2,   123.34,2,    32.79,2,     2.41,2,   2262.0,2,    426.5,3,    0.522,   -160.1,2,      2.2,     0.44,2,   0.2182
  33LG20090916,  SR01,    13,  1,    237,      2,2,20090921,0206,-59.5000, -63.4290, 4129,   3870.1,   0.5140,  34.6940,2,  34.7250,2,   122.31,2,    36.73,2,     2.34,2,   2262.5,2,    439.0,3,    0.514,   -999.0,9,   -999.0,  -999.00,9,   0.2360
  33LG20090916,  SR01,    13,  1,    238,      3,2,20090921,0225,-59.5000, -63.4290, 4129,   3152.5,   0.6890,  34.7060,2,-999.0000,9,   123.34,2,    32.99,2,     2.32,2,   2263.3,2,    439.2,3,    0.689,   -999.0,9,   -999.0,     0.41,2,   0.4761
  33LG20090916,  SR01,    13,  1,    239,      4,2,20090921,0237,-59.5000, -63.4290, 4129,   2641.6,   0.9070,  34.7130,2,  34.7420,2,   118.20,2,    32.79,2,     2.10,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.7348
  33LG20090916,  SR01,    13,  1,    240,      5,2,20090921,0247,-59.5000, -63.4290, 4129,   2231.6,   1.1890,  34.7210,2,  34.7510,2,   109.98,2,    36.05,2,     2.34,2,   2261.6,2,    505.6,2,    1.189,   -999.0,9,   -999.0,  -999.00,9,   1.0460
  33LG20090916,  SR01,    13,  1,    241,      6,2,20090921,0309,-59.5000, -63.4290, 4129,   1216.6,   2.0000,  34.7060,2,  34.7360,2,    73.07,2,    35.20,2,     2.29,2,   2256.7,2,    545.7,2,        2,   -158.2,2,      2.2,     0.37,2,   1.9243
  33LG20090916,  SR01,    13,  1,    242,      7,2,20090921,0319,-59.5000, -63.4290, 4129,    807.8,   2.2320,  34.6380,2,-999.0000,9,    67.93,2,    34.22,2,     2.37,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.1831
  33LG20090916,  SR01,    13,  1,    243,      8,2,20090921,0325,-59.5000, -63.4290, 4129,    505.9,   2.4770,  34.4830,2,-999.0000,9,    58.36,2,    35.65,2,     2.37,2,   -999.0,9,    607.2,2,    2.477,   -999.0,9,   -999.0,  -999.00,9,   2.4468
  33LG20090916,  SR01,    13,  1,    244,      9,2,20090921,0330,-59.5000, -63.4290, 4129,    302.3,   2.1960,  34.3300,2,-999.0000,9,    49.21,2,    35.03,2,     2.39,2,   2226.9,2,    573.0,2,    2.196,   -999.0,9,   -999.0,  -999.00,9,   2.1792
  33LG20090916,  SR01,    13,  1,    245,     10,2,20090921,0334,-59.5000, -63.4290, 4129,    217.0,   1.2700,  34.1510,2,  34.1790,2,    35.03,2,    35.02,2,     2.27,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,     0.87,2,   1.2598
  33LG20090916,  SR01,    13,  1,    246,     11,2,20090921,0335,-59.5000, -63.4290, 4129,    181.7,   1.0050,  34.0960,2,-999.0000,9,    32.67,2,    35.28,2,     2.19,2,   2185.2,2,    451.7,2,    1.005,   -999.0,9,   -999.0,  -999.00,9,   0.9970
  33LG20090916,  SR01,    13,  1,    247,     12,2,20090921,0336,-59.5000, -63.4290, 4129,    160.8,   0.9270,  34.0790,2,  34.1140,2,    28.97,2,    30.00,2,     2.16,2,   2182.2,2,    444.8,2,    0.927,    -79.6,2,      2.2,     0.99,2,   0.9200
  33LG20090916,  SR01,    13,  1,    248,     13,2,20090921,0338,-59.5000, -63.4290, 4129,    139.6,   1.0270,  34.0700,2,  34.0990,2,    27.84,2,    33.97,2,     2.20,2,   2177.8,2,    438.7,2,    1.027,   -999.0,9,   -999.0,  -999.00,9,   1.0208
  33LG20090916,  SR01,    13,  1,    249,     14,2,20090921,0339,-59.5000, -63.4290, 4129,    125.1,   0.4620,  34.0020,2,-999.0000,9,    24.24,2,    32.95,2,     2.08,2,   -999.0,9,    415.4,2,    0.462,   -999.0,9,   -999.0,  -999.00,9,   0.4571
  33LG20090916,  SR01,    13,  1,    250,     15,2,20090921,0341,-59.5000, -63.4290, 4129,     94.9,  -0.4300,  33.8670,2,  33.8960,2,    19.83,2,    31.73,2,     1.99,2,   2154.2,2,    374.8,2,    -0.43,   -999.0,9,   -999.0,  -999.00,9,  -0.4329
  33LG20090916,  SR01,    13,  1,    251,     16,2,20090921,0343,-59.5000, -63.4290, 4129,     45.4,  -0.5510,  33.8520,2,-999.0000,9,    19.11,2,    28.97,2,     1.84,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -0.5523
  33LG20090916,  SR01,    13,  1,    252,     17,2,20090921,0344,-59.5000, -63.4290, 4129,     30.0,  -0.5520,  33.8520,2,  33.8830,2,    20.13,2,    31.82,2,     1.99,2,   2149.4,2,    365.3,2,   -0.552,    -65.6,2,      2.2,     1.24,2,  -0.5529
  33LG20090916,  SR01,    13,  1,    253,     18,2,20090921,0345,-59.5000, -63.4290, 4129,     10.0,  -0.5580,  33.8520,2,  33.8840,2,    19.83,2,    30.34,2,     1.95,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -0.5583
  33LG20090916,  SR01,    13,  1,    254,     20,2,20090921,0345,-59.5000, -63.4290, 4129,      4.9,  -0.5570,  33.8520,2,  33.8860,2,    20.13,2,    28.15,2,     1.83,2,   2151.0,2,    364.7,2,   -0.557,    -56.4,2,      2.2,     1.29,2,  -0.5571
  33LG20090916,  SR01,    13,  1,    255,     21,2,20090921,0345,-59.5000, -63.4290, 4129,      4.6,  -0.5580,  33.8520,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -0.5581
  33LG20090916,  SR01,    14,  1,    256,      1,2,20090921,0846,-60.0000, -63.2590, 3860,   3849.5,   0.4670,  34.6910,2,  34.7290,2,   122.31,2,    36.76,2,     2.40,2,   2259.5,2,    493.9,2,    0.467,   -160.2,2,      2.2,     0.37,2,   0.1924
  33LG20090916,  SR01,    99,  1,    257,      1,2,20090922,0125,-60.0000, -63.2590, 3853,   2029.1,   1.0980,  34.7200,2,  34.7560,2,   114.09,2,    32.27,2,     2.31,2,   2250.7,2,    501.3,2,    1.098,   -999.0,9,   -999.0,     0.41,2,   0.9726
  33LG20090916,  SR01,    99,  1,    258,      2,2,20090922,0143,-60.0000, -63.2590, 3853,   1214.6,   1.7530,  34.7260,2,  34.7640,2,    96.51,2,    32.89,2,     2.17,2,   2246.0,2,    526.8,2,    1.753,   -999.0,9,   -999.0,     0.41,2,   1.6798
  33LG20090916,  SR01,    99,  1,    259,      3,2,20090922,0153,-60.0000, -63.2590, 3853,    808.2,   2.0400,  34.6840,2,-999.0000,9,    74.10,2,    34.12,2,     2.28,2,   2248.5,2,    566.8,2,     2.04,   -999.0,9,   -999.0,  -999.00,9,   1.9922
  33LG20090916,  SR01,    99,  1,    260,      4,2,20090922,0200,-60.0000, -63.2590, 3853,    504.4,   2.1690,  34.5980,2,-999.0000,9,    69.37,2,    33.30,2,     2.43,2,   2249.3,2,    597.4,2,    2.169,   -999.0,9,   -999.0,     0.28,2,   2.1400
  33LG20090916,  SR01,    99,  1,    261,      5,2,20090922,0203,-60.0000, -63.2590, 3853,    403.8,   2.1510,  34.5540,2,  34.5930,2,    63.51,2,    34.12,2,     2.31,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.1282
  33LG20090916,  SR01,    99,  1,    262,      6,2,20090922,0206,-60.0000, -63.2590, 3853,    289.7,   1.9880,  34.4300,2,-999.0000,9,    59.08,2,    35.04,2,     2.41,2,   2238.5,2,    602.2,2,    1.988,   -999.0,9,   -999.0,  -999.00,9,   1.9724
  33LG20090916,  SR01,    99,  1,    263,      7,2,20090922,0210,-60.0000, -63.2590, 3853,    203.8,   1.6070,  34.3280,2,  34.3590,2,    50.96,2,    34.21,2,     2.45,2,   2223.6,2,    566.9,2,    1.607,   -999.0,9,   -999.0,  -999.00,9,   1.5968
  33LG20090916,  SR01,    99,  1,    264,      8,2,20090922,0213,-60.0000, -63.2590, 3853,    120.4,  -1.5910,  33.9280,2,-999.0000,9,    28.97,2,    29.38,2,     1.95,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -1.5935
  33LG20090916,  SR01,    99,  1,    265,      9,2,20090922,0214,-60.0000, -63.2590, 3853,    101.6,  -1.6460,  33.9180,2,  33.9540,2,    29.69,2,    27.63,2,     2.00,2,   2173.8,2,    372.3,2,   -1.646,   -999.0,9,   -999.0,     1.20,2,  -1.6481
  33LG20090916,  SR01,    99,  1,    266,     10,2,20090922,0216,-60.0000, -63.2590, 3853,     80.6,  -1.6840,  33.9120,2,  33.9480,2,    29.69,2,    28.15,2,     1.80,2,   2164.4,2,    368.4,2,   -1.684,   -999.0,9,   -999.0,  -999.00,9,  -1.6856
  33LG20090916,  SR01,    99,  1,    267,     11,2,20090922,0218,-60.0000, -63.2590, 3853,     25.3,  -1.6850,  33.9040,2,-999.0000,9,    28.66,2,    28.35,2,     1.76,2,   2166.5,2,    366.6,2,   -1.685,   -999.0,9,   -999.0,  -999.00,9,  -1.6855
  33LG20090916,  SR01,    99,  1,    268,     12,2,20090922,0219,-60.0000, -63.2590, 3853,     10.1,  -1.7060,  33.9010,2,  33.9400,2,    28.66,2,    28.97,2,     1.76,2,   2168.0,2,    366.0,2,   -1.706,   -999.0,9,   -999.0,     1.21,2,  -1.7062
  33LG20090916,  SR01,    99,  1,    269,     13,2,20090922,0220,-60.0000, -63.2590, 3853,      5.4,  -1.7030,  33.9000,2,-999.0000,9,    28.04,2,    28.25,2,     1.89,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -1.7031
  33LG20090916,  SR01,    99,  1,    270,     14,2,20090922,0220,-60.0000, -63.2590, 3853,      5.3,  -1.6990,  33.9010,2,  33.9410,2,    28.66,2,    28.04,2,     1.79,2,   2161.0,2,    366.2,2,   -1.699,   -999.0,9,   -999.0,     1.22,2,  -1.6991
  33LG20090916,  SR01,    15,  1,    271,      1,2,20090922,0658,-60.4990, -63.0920, 3906,   3895.5,   0.4980,  34.6930,2,  34.6950,2,   120.26,2,    36.18,2,     2.35,2,   2259.8,2,    493.2,2,    0.498,   -999.0,9,   -999.0,  -999.00,9,   0.2181
  33LG20090916,  SR01,    15,  1,    272,      2,2,20090922,0706,-60.4990, -63.0920, 3906,   3666.0,   0.4970,  34.6950,2,  34.6960,2,  -999.00,9,  -999.00,9,  -999.00,9,   2260.5,2,    491.8,2,    0.497,   -999.0,9,   -999.0,  -999.00,9,   0.2400
  33LG20090916,  SR01,    15,  1,    273,      3,2,20090922,0735,-60.4990, -63.0920, 3906,   2538.8,   0.7940,  34.7100,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   2259.9,2,    498.3,2,    0.794,   -999.0,9,   -999.0,  -999.00,9,   0.6328
  33LG20090916,  SR01,    15,  1,    274,      4,2,20090922,0748,-60.4990, -63.0920, 3906,   2029.3,   1.0780,  34.7190,2,  34.7210,2,   106.89,2,    35.62,2,     2.30,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.9531
  33LG20090916,  SR01,    15,  1,    275,      5,2,20090922,0800,-60.4990, -63.0920, 3906,   1519.4,   1.4450,  34.7280,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   2257.8,2,    512.8,2,    1.445,   -999.0,9,   -999.0,  -999.00,9,   1.3534
  33LG20090916,  SR01,    15,  1,    276,      6,2,20090922,0811,-60.4990, -63.0920, 3906,   1012.4,   1.8750,  34.7170,2,  34.7210,2,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.8147
  33LG20090916,  SR01,    15,  1,    277,      7,2,20090922,0817,-60.4990, -63.0920, 3906,    809.2,   2.0170,  34.6950,2,-999.0000,9,    71.22,2,    36.11,2,     2.38,2,   -999.0,9,    556.7,2,    2.017,   -999.0,9,   -999.0,  -999.00,9,   1.9693
  33LG20090916,  SR01,    15,  1,    278,      8,2,20090922,0821,-60.4990, -63.0920, 3906,    696.4,   2.0050,  34.6630,2,-999.0000,9,    70.81,2,    35.43,2,     2.29,2,   2254.4,2,    567.9,2,    2.005,   -999.0,9,   -999.0,     0.38,2,   1.9647
  33LG20090916,  SR01,    15,  1,    279,      9,2,20090922,0826,-60.4990, -63.0920, 3906,    505.5,   2.0570,  34.5920,2,  34.5950,2,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,    602.9,2,    2.057,   -999.0,9,   -999.0,  -999.00,9,   2.0284
  33LG20090916,  SR01,    15,  1,    280,     10,2,20090922,0831,-60.4990, -63.0920, 3906,    406.2,   2.1470,  34.5530,2,-999.0000,9,    63.51,2,    37.97,2,     2.42,2,   2252.5,2,    608.5,2,    2.147,   -131.0,2,      2.2,     0.39,2,   2.1241
  33LG20090916,  SR01,    15,  1,    281,     11,2,20090922,0835,-60.4990, -63.0920, 3906,    302.6,   2.1020,  34.4820,2,  34.4840,2,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.0853
  33LG20090916,  SR01,    15,  1,    282,     12,2,20090922,0838,-60.4990, -63.0920, 3906,    201.7,   1.5060,  34.3240,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.4961
  33LG20090916,  SR01,    15,  1,    283,     13,2,20090922,0841,-60.4990, -63.0920, 3906,    122.2,  -1.6270,  33.9470,2,-999.0000,9,    31.23,2,    31.14,2,     2.04,2,   2174.5,2,    376.7,2,   -1.627,    -79.1,2,      2.2,     1.16,2,  -1.6296
  33LG20090916,  SR01,    15,  1,    284,     14,2,20090922,0842,-60.4990, -63.0920, 3906,    101.4,  -1.6260,  33.9450,2,  33.9470,2,  -999.00,9,  -999.00,9,  -999.00,9,   2173.4,2,    375.5,2,   -1.626,   -999.0,9,   -999.0,  -999.00,9,  -1.6281
  33LG20090916,  SR01,    15,  1,    285,     15,2,20090922,0845,-60.4990, -63.0920, 3906,     76.0,  -1.6240,  33.9440,2,-999.0000,9,    31.23,2,    31.84,2,     2.02,2,   2173.7,2,    374.7,2,   -1.624,    -84.5,2,      2.2,     1.16,2,  -1.6256
  33LG20090916,  SR01,    15,  1,    286,     16,2,20090922,0847,-60.4990, -63.0920, 3906,     30.0,  -1.6210,  33.9420,2,  33.9460,2,  -999.00,9,  -999.00,9,  -999.00,9,   2176.2,2,    374.9,2,   -1.621,   -999.0,9,   -999.0,  -999.00,9,  -1.6216
  33LG20090916,  SR01,    15,  1,    287,     17,2,20090922,0850,-60.4990, -63.0920, 3906,      5.2,  -1.6170,  33.9430,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   2173.0,2,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -1.6171
  33LG20090916,  SR01,    15,  1,    288,     18,2,20090922,0850,-60.4990, -63.0920, 3906,      5.1,  -1.6170,  33.9430,2,  33.9460,2,    32.67,2,    31.63,2,     1.97,2,   -999.0,9,    375.2,2,   -1.617,    -84.0,2,      2.2,     1.14,2,  -1.6171
  33LG20090916,  SR01,    16,  1,    289,      1,2,20090922,1345,-61.0000, -62.9160, 3856,   3845.8,   0.4740,  34.6920,2,  34.6960,2,   127.45,2,    36.06,2,     2.39,2,   2258.5,2,    494.2,2,    0.474,   -157.9,2,      2.2,     0.42,2,   0.1998
  33LG20090916,  SR01,    16,  1,    290,      2,2,20090922,1411,-61.0000, -62.9160, 3856,   2846.1,   0.6410,  34.7060,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   0.4567
  33LG20090916,  SR01,    16,  1,    291,      3,2,20090922,1427,-61.0000, -62.9160, 3856,   2228.5,   0.9420,  34.7150,2,  34.7200,2,   114.09,2,    35.78,2,     2.34,2,   2259.6,2,    500.0,2,    0.942,   -157.8,2,      2.2,     0.42,2,   0.8036
  33LG20090916,  SR01,    16,  1,    292,      4,2,20090922,1450,-61.0000, -62.9160, 3856,   1215.3,   1.6800,  34.7270,2,  34.7310,2,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.6075
  33LG20090916,  SR01,    16,  1,    293,      5,2,20090922,1500,-61.0000, -62.9160, 3856,    809.2,   2.0290,  34.6960,2,  34.7020,2,  -999.00,9,  -999.00,9,  -999.00,9,   2254.2,2,    554.3,2,    2.029,   -142.3,2,      2.2,     0.38,2,   1.9812
  33LG20090916,  SR01,    16,  1,    294,      6,2,20090922,1505,-61.0000, -62.9160, 3856,    606.1,   2.1160,  34.6600,2,-999.0000,9,    70.09,2,    33.30,2,     2.38,2,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.0808
  33LG20090916,  SR01,    16,  1,    295,      7,2,20090922,1509,-61.0000, -62.9160, 3856,    505.4,   2.0820,  34.6150,2,  34.6210,2,  -999.00,9,  -999.00,9,  -999.00,9,   2255.0,2,    594.0,2,    2.082,   -142.6,2,      2.2,     0.18,2,   2.0533
  33LG20090916,  SR01,    16,  1,    296,      8,2,20090922,1514,-61.0000, -62.9160, 3856,    406.3,   2.1680,  34.5730,2,  34.5790,2,  -999.00,9,  -999.00,9,  -999.00,9,   2253.8,2,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   2.1450
  33LG20090916,  SR01,    16,  1,    297,      9,2,20090922,1517,-61.0000, -62.9160, 3856,    316.1,   2.0180,  34.5070,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   2250.2,2,    608.3,2,    2.018,   -999.0,9,   -999.0,  -999.00,9,   2.0008
  33LG20090916,  SR01,    16,  1,    298,     10,2,20090922,1524,-61.0000, -62.9160, 3856,    254.9,   1.7450,  34.4260,2,  34.4290,2,    57.95,2,    38.96,2,     2.46,2,   2242.8,2,    595.4,2,    1.745,   -124.1,2,      2.2,     0.50,2,   1.7318
  33LG20090916,  SR01,    16,  1,    299,     11,2,20090922,1526,-61.0000, -62.9160, 3856,    203.1,   1.7850,  34.3900,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   2239.7,2,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,   1.7746
  33LG20090916,  SR01,    16,  1,    300,     12,2,20090922,1528,-61.0000, -62.9160, 3856,    158.0,   1.0730,  34.2640,2,  34.2780,2,    48.39,2,    37.02,2,     2.40,2,   2223.1,2,    537.2,2,    1.073,   -105.0,2,      2.2,     0.64,2,   1.0659
  33LG20090916,  SR01,    16,  1,    301,     13,2,20090922,1529,-61.0000, -62.9160, 3856,    143.1,   0.3100,  34.1710,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,    485.1,2,     0.31,   -999.0,9,   -999.0,  -999.00,9,   0.3045
  33LG20090916,  SR01,    16,  1,    302,     14,2,20090922,1532,-61.0000, -62.9160, 3856,     82.5,  -1.7350,  33.9130,2,  33.9190,2,    30.10,2,    32.00,2,     1.95,2,   2186.7,2,    369.4,2,   -1.735,    -81.0,2,      2.2,     1.20,2,  -1.7366
  33LG20090916,  SR01,    16,  1,    303,     15,2,20090922,1535,-61.0000, -62.9160, 3856,     39.8,  -1.7730,  33.8970,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   2166.6,2,    365.7,2,   -1.773,   -999.0,9,   -999.0,  -999.00,9,  -1.7737
  33LG20090916,  SR01,    16,  1,    304,     16,2,20090922,1536,-61.0000, -62.9160, 3856,     25.8,  -1.7800,  33.8960,2,  33.9010,2,    30.10,2,    33.23,2,     1.91,2,   2168.1,2,    365.5,2,    -1.78,   -999.0,9,   -999.0,  -999.00,9,  -1.7805
  33LG20090916,  SR01,    16,  1,    305,     17,2,20090922,1537,-61.0000, -62.9160, 3856,      9.0,  -1.7770,  33.8930,2,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,     -999,   -999.0,9,   -999.0,  -999.00,9,  -1.7772
  33LG20090916,  SR01,    16,  1,    306,     18,2,20090922,1538,-61.0000, -62.9160, 3856,      6.5,  -1.7840,  33.8920,2,  33.9030,2,    30.82,2,    32.46,2,     1.85,2,   2169.6,2,    380.0,2,   -1.784,    -76.4,2,      2.2,     1.22,2,  -1.7841
