BOTTLE,20090511PRINUNIVRMK
# 9/26/07 this file initialized 
# Data from Rios 9/6/07 
# Cruise dates:3/5-4/17/2001 
# Chief Scientist:A. Rios 
# Ship and cruise designation:Hesperides HE073; FICARAM II 
# EXPOCODEL 29HE20010305 
# Region:Western South Atlantic; A17 repeat 
# 29 full depth stations;  with 24 place Rosette 
# Hydro: Who - ; Status - final 
# 	Notes: 	Bottom depth estimated from global topography 
# Nuts/O2: Who - C. Castro; Status - final 
# 	Notes:  
# TA: Who - A. Rios; Status - final 
# 	Notes: potentiometric titrations with hydrochloric acid to a  
# 		final pH of 4.40 (Pérez and Fraga, 1987). The electrodes were 
# 		standardized using a buffer of pH 4.42 made in CO2 free  
# 		seawater (Pérez et al., 2002). 
# 	CRM batch 41 & 51, uncertainty of 1.4umol/kg 
# pH: Who -  A. Rios; Status - final   
# 	Notes: converted to SWS@25C. Originally eported on total H scale at 25C 
# 	spectrophotometric following Clayton and Byrne (1993) 
# 	CRM batch 41 & 51, uncertainty of 0.002 
EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_TEMP,PH_SWS_FLAG_W,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,DEGC,,DEGC
  29HE20010305,   A17,    18, 22,     20,20010401, 10.7422, -28.0001, 5588,     98.6,  14.5869,  35.4546,2,     86.4,2,     7.74,2,    25.92,2,     0.05,2,     1.47,2,   2328.5,2,   7.6658,    25.00,2,  14.5722
  29HE20010305,   A17,    18, 22,     21,20010401, 10.7422, -28.0001, 5588,     76.7,  15.6703,  35.5364,2,     79.3,2,     7.13,2,    23.18,2,     0.12,2,     1.40,2,   2325.2,2,   7.6695,    25.00,2,  15.6583
  29HE20010305,   A17,    18, 22,     22,20010401, 10.7422, -28.0001, 5588,     51.7,  20.7807,  35.7517,2,    169.5,2,     3.14,2,     4.43,2,     0.13,2,     0.38,2,   2355.1,2,   7.9028,    25.00,2,  20.7709
  29HE20010305,   A17,    18, 22,     23,20010401, 10.7422, -28.0001, 5588,     24.2,  24.8935,  35.7200,2,    212.5,2,     1.07,2,     0.00,2,     0.02,2,     0.03,2,   2340.9,2,   8.0888,    25.00,2,  24.8883
  29HE20010305,   A17,    18, 22,     24,20010401, 10.7422, -28.0001, 5588,      5.5,  24.8740,  35.5976,2,    212.2,2,     1.07,2,     0.00,2,     0.02,2,     0.04,2,   2341.2,2,   8.0949,    25.00,2,  24.8728
  29HE20010305,   A17,    19, 23,      1,20010402, 14.5158, -28.2334, 5096,   3002.6,   2.7633,  34.9291,2,    246.7,2,    34.78,2,    20.59,2,     0.02,2,     1.35,2,   2342.6,2,   7.7340,    25.00,2,   2.5174
  29HE20010305,   A17,    19, 23,      2,20010402, 14.5158, -28.2334, 5096,   2802.0,   2.8780,  34.9360,2,    244.5,2,    32.87,2,    20.97,2,     0.02,2,     1.37,2,   2343.0,2,   7.7268,    25.00,2,   2.6502
  29HE20010305,   A17,    19, 23,      3,20010402, 14.5158, -28.2334, 5096,   2599.2,   3.0210,  34.9419,2,    241.1,2,    31.15,2,    21.50,2,     0.02,2,     1.40,2,   2344.9,2,   7.7245,    25.00,2,   2.8108
  29HE20010305,   A17,    19, 23,      4,20010402, 14.5158, -28.2334, 5096,   2399.5,   3.1749,  34.9541,2,    238.8,2,    29.24,2,    21.91,2,     0.03,2,     1.38,2,   2338.4,2,   7.7235,    25.00,2,   2.9816
  29HE20010305,   A17,    19, 23,      5,20010402, 14.5158, -28.2334, 5096,   2200.2,   3.3805,  34.9630,2,    237.9,2,    26.95,2,    21.46,2,     0.02,2,     1.42,2,   2333.7,2,   7.7220,    25.00,2,   3.2031
  29HE20010305,   A17,    19, 23,      6,20010402, 14.5158, -28.2334, 5096,   2001.7,   3.6154,  34.9692,2,    235.4,2,    23.85,2,    21.39,2,     0.01,2,     1.40,2,   2331.7,2,   7.7145,    25.00,2,   3.4534
  29HE20010305,   A17,    19, 23,      7,20010402, 14.5158, -28.2334, 5096,   1801.5,   3.9084,  34.9785,2,    229.0,2,    22.71,2,    21.92,2,     0.01,2,     1.42,2,   2325.4,2,   7.7136,    25.00,2,   3.7613
  29HE20010305,   A17,    19, 23,      8,20010402, 14.5158, -28.2334, 5096,   1601.6,   4.2755,  34.9788,2,    218.4,2,    21.48,2,    22.45,2,     0.02,2,     1.41,2,   2326.8,2,   7.6966,    25.00,2,   4.1426
  29HE20010305,   A17,    19, 23,      9,20010402, 14.5158, -28.2334, 5096,   1399.5,   4.7538,  34.9691,2,    192.6,2,    22.14,2,    26.92,2,     0.01,2,     1.61,2,   2323.6,2,   7.6654,    25.00,2,   4.6347
  29HE20010305,   A17,    19, 23,     10,20010402, 14.5158, -28.2334, 5096,   1200.7,   5.3060,  34.9361,2,    161.9,2,    24.10,2,    30.98,2,     0.02,2,     1.85,2,   2320.3,2,   7.6209,    25.00,2,   5.2006
  29HE20010305,   A17,    19, 23,     11,20010402, 14.5158, -28.2334, 5096,   1001.0,   5.8918,  34.8775,2,    133.2,2,    24.64,2,    34.65,2,     0.02,2,     2.01,2,   2317.6,2,   7.5765,    25.00,2,   5.8011
  29HE20010305,   A17,    19, 23,     12,20010402, 14.5158, -28.2334, 5096,    901.4,   6.2213,  34.8414,2,    117.8,2,    22.19,2,    33.47,2,     0.03,2,     2.10,2,   2313.5,2,   7.5513,    25.00,2,   6.1380
  29HE20010305,   A17,    19, 23,     13,20010402, 14.5158, -28.2334, 5096,    801.1,   6.7045,  34.8467,2,    102.7,2,    23.37,2,    36.54,2,     0.04,2,     2.20,2,   2310.9,2,   7.5335,    25.00,2,   6.6281
  29HE20010305,   A17,    19, 23,     14,20010402, 14.5158, -28.2334, 5096,    600.7,   8.3731,  34.9826,2,     73.3,2,    17.61,2,    38.54,2,     0.02,2,     2.18,2,   2312.6,2,   7.5141,    25.00,2,   8.3091
  29HE20010305,   A17,    19, 23,     15,20010402, 14.5158, -28.2334, 5096,    500.6,   9.2748,  35.0745,2,     62.7,2,    15.81,2,    37.98,2,     0.02,2,     2.06,2,   2313.0,2,   7.5167,    25.00,2,   9.2184
  29HE20010305,   A17,    19, 23,     16,20010402, 14.5158, -28.2334, 5096,    401.0,  10.1646,  35.1641,2,     62.0,2,    13.08,2,    35.08,2,     0.02,2,     1.90,2,   2314.3,2,   7.5400,    25.00,2,  10.1170
  29HE20010305,   A17,    19, 23,     18,20010402, 14.5158, -28.2334, 5096,    202.2,  12.7168,  35.4593,2,     73.4,2,     9.39,2,    28.98,2,     0.02,2,     1.53,2,   2329.5,2,   7.6211,    25.00,2,  12.6893
  29HE20010305,   A17,    19, 23,     19,20010402, 14.5158, -28.2334, 5096,    152.6,  13.7837,  35.5696,2,     79.6,2,     8.08,2,    28.07,2,     0.02,2,     1.41,2,   2334.1,2,   7.6530,    25.00,2,  13.7618
  29HE20010305,   A17,    19, 23,     20,20010402, 14.5158, -28.2334, 5096,    126.2,  14.7281,  35.7200,2,     81.3,2,     7.74,2,    27.07,2,     0.03,2,     1.43,2,   2334.5,2,   7.6549,    25.00,2,  14.7091
  29HE20010305,   A17,    19, 23,     21,20010402, 14.5158, -28.2334, 5096,    100.9,  16.3356,  35.9055,2,     77.5,2,     6.55,2,    21.84,2,     0.05,2,     1.31,2,   2342.5,2,   7.6871,    25.00,2,  16.3193
  29HE20010305,   A17,    19, 23,     22,20010402, 14.5158, -28.2334, 5096,     69.8,  19.9280,  36.1896,2,    133.2,2,     3.08,2,    10.75,2,     0.16,2,     0.70,2,   2366.6,2,   7.8486,    25.00,2,  19.9151
  29HE20010305,   A17,    19, 23,     23,20010402, 14.5158, -28.2334, 5096,     30.5,  23.8140,  36.0008,2,    209.7,2,     0.85,2,     0.07,2,     0.05,2,     0.00,2,   2363.6,2,   8.0543,    25.00,2,  23.8076
  29HE20010305,   A17,    19, 23,     24,20010402, 14.5158, -28.2334, 5096,      5.1,  23.8275,  35.9851,2,    213.1,2,     1.16,2,     0.00,2,     0.02,2,     0.03,2,   2358.5,2,   8.0877,    25.00,2,  23.8264
  29HE20010305,   A17,    20, 24,      1,20010403, 18.2737, -28.5139, 4558,   3002.8,   2.8131,  34.9324,2,    245.2,2,    35.20,2,    20.99,2,     0.04,2,     1.37,2,   2338.5,2,   7.7275,    25.00,2,   2.5661
  29HE20010305,   A17,    20, 24,      2,20010403, 18.2737, -28.5139, 4558,   2793.1,   2.9395,  34.9412,2,    245.4,2,    32.86,2,    21.37,2,     0.05,2,     1.37,2,   2338.3,2,   7.7280,    25.00,2,   2.7114
  29HE20010305,   A17,    20, 24,      3,20010403, 18.2737, -28.5139, 4558,   2599.8,   3.0501,  34.9442,2,    244.6,2,    31.53,2,    20.99,2,     0.05,2,     1.39,2,   2338.2,2,   7.7282,    25.00,2,   2.8393
  29HE20010305,   A17,    20, 24,      4,20010403, 18.2737, -28.5139, 4558,   2198.8,   3.4075,  34.9664,2,    237.8,2,    26.80,2,    21.45,2,     0.04,2,     1.39,2,   2330.9,2,   7.7195,    25.00,2,   3.2298
  29HE20010305,   A17,    20, 24,      5,20010403, 18.2737, -28.5139, 4558,   2100.0,   3.5212,  34.9668,2,    227.3,2,    25.66,2,    22.86,2,     0.05,2,     1.46,2,   2329.9,2,   7.7095,    25.00,2,   3.3512
  29HE20010305,   A17,    20, 24,      6,20010403, 18.2737, -28.5139, 4558,   2000.4,   3.6682,  34.9785,2,    227.6,2,    25.67,2,    22.10,2,     0.05,2,     1.42,2,   2329.0,2,   7.7105,    25.00,2,   3.5055
  29HE20010305,   A17,    20, 24,      7,20010403, 18.2737, -28.5139, 4558,   1799.5,   3.9836,  34.9869,2,    224.4,2,    23.85,2,    22.66,2,     0.08,2,     1.38,2,   2324.9,2,   7.7109,    25.00,2,   3.8356
  29HE20010305,   A17,    20, 24,      8,20010403, 18.2737, -28.5139, 4558,   1499.1,   4.6359,  35.0076,2,    202.9,2,    22.30,2,    25.90,2,     0.05,2,     1.57,2,   2321.9,2,   7.6841,    25.00,2,   4.5085
  29HE20010305,   A17,    20, 24,      9,20010403, 18.2737, -28.5139, 4558,   1298.7,   5.3727,  35.0298,2,    173.8,2,    22.38,2,    28.12,2,     0.05,2,     1.73,2,   2323.7,2,   7.6503,    25.00,2,   5.2570
  29HE20010305,   A17,    20, 24,     10,20010403, 18.2737, -28.5139, 4558,   1198.2,   5.7110,  35.0088,2,    159.6,2,    22.15,2,    29.64,2,     0.04,2,     1.75,2,   2319.6,2,   7.6292,    25.00,2,   5.6021
  29HE20010305,   A17,    20, 24,     11,20010403, 18.2737, -28.5139, 4558,   1000.3,   6.2503,  34.9262,2,    126.8,2,    22.97,2,    32.14,2,     0.05,2,     2.01,2,   2314.2,2,   7.5795,    25.00,2,   6.1569
  29HE20010305,   A17,    20, 24,     12,20010403, 18.2737, -28.5139, 4558,    801.9,   7.0276,  34.8691,2,     98.0,2,    21.45,2,    35.80,2,     0.05,2,     2.09,2,   2311.7,2,   7.5437,    25.00,2,   6.9492
  29HE20010305,   A17,    20, 24,     13,20010403, 18.2737, -28.5139, 4558,    600.5,   8.8545,  35.0399,2,     96.1,2,    14.88,2,    31.28,2,     0.05,2,     1.84,2,   2310.5,2,   7.5764,    25.00,2,   8.7883
  29HE20010305,   A17,    20, 24,     14,20010403, 18.2737, -28.5139, 4558,    500.2,   9.9899,  35.1613,2,     75.4,2,    12.54,2,    29.76,2,     0.05,2,     1.89,2,   2313.5,2,   7.5636,    25.00,2,   9.9309
  29HE20010305,   A17,    20, 24,     15,20010403, 18.2737, -28.5139, 4558,    400.1,  11.5229,  35.3919,2,     73.8,2,    11.27,2,    31.14,2,     0.06,2,     1.70,2,   2321.8,2,   7.5944,    25.00,2,  11.4714
  29HE20010305,   A17,    20, 24,     16,20010403, 18.2737, -28.5139, 4558,    303.0,  13.1485,  35.6119,2,     77.9,2,     8.51,2,    27.37,2,     0.05,2,     1.44,2,   2330.6,2,   7.6415,    25.00,2,  13.1061
  29HE20010305,   A17,    20, 24,     17,20010403, 18.2737, -28.5139, 4558,    200.8,  15.4861,  35.9426,2,     98.1,2,     5.78,2,    20.35,2,     0.06,2,     1.14,2,   2348.6,2,   7.7330,    25.00,2,  15.4548
  29HE20010305,   A17,    20, 24,     18,20010403, 18.2737, -28.5139, 4558,    149.0,  18.2990,  36.3283,2,    110.0,2,     4.25,2,    16.62,2,     0.05,2,     0.94,2,   2364.1,2,   7.7843,    25.00,2,  18.2729
  29HE20010305,   A17,    20, 24,     19,20010403, 18.2737, -28.5139, 4558,    125.3,  20.3910,  36.8630,2,    180.3,2,     1.21,2,     4.57,2,     0.10,2,     0.29,2,   2406.3,2,   7.9565,    25.00,2,  20.3673
  29HE20010305,   A17,    20, 24,     20,20010403, 18.2737, -28.5139, 4558,     99.5,  21.8409,  36.8174,2,    203.9,2,     0.71,2,     0.90,2,     0.14,2,     0.13,2,   2408.2,2,   8.0235,    25.00,2,  21.8212
  29HE20010305,   A17,    20, 24,     21,20010403, 18.2737, -28.5139, 4558,     73.6,  22.2623,  36.8095,2,    215.4,2,     0.53,2,     0.00,2,     0.05,2,     0.08,2,   2409.4,2,   8.0478,    25.00,2,  22.2475
  29HE20010305,   A17,    20, 24,     22,20010403, 18.2737, -28.5139, 4558,     51.9,  22.3914,  36.4364,2,    219.6,2,     0.50,2,     0.00,2,     0.03,2,     0.05,2,   2383.5,2,   8.0623,    25.00,2,  22.3809
  29HE20010305,   A17,    20, 24,     23,20010403, 18.2737, -28.5139, 4558,     24.4,  22.3704,  36.3754,2,    218.0,2,     0.46,2,     0.00,2,     0.04,2,     0.05,2,   2381.5,2,   8.0599,    25.00,2,  22.3655
  29HE20010305,   A17,    20, 24,     24,20010403, 18.2737, -28.5139, 4558,      5.0,  22.3700,  36.3740,2,    219.2,2,     0.53,2,     0.00,2,     0.04,2,     0.07,2,   2380.5,2,   8.0613,    25.00,2,  22.3690
  29HE20010305,   A17,    21, 25,      1,20010404, 21.6356, -28.0186, 5415,   2996.2,   2.7236,  34.9287,2,    243.9,2,    37.91,2,    21.69,2,     0.05,2,     1.41,2,   2346.6,2,   7.7291,    25.00,2,   2.4792
  29HE20010305,   A17,    21, 25,      3,20010404, 21.6356, -28.0186, 5415,   2603.2,   3.0557,  34.9595,2,    243.1,2,    29.61,2,    20.88,2,     0.05,2,     1.34,2,   2342.4,2,   7.7294,    25.00,2,   2.8444
  29HE20010305,   A17,    21, 25,      4,20010404, 21.6356, -28.0186, 5415,   2399.1,   3.2890,  34.9795,2,    242.0,2,    24.36,2,    21.00,2,     0.08,2,     1.29,2,   2340.2,2,   7.7325,    25.00,2,   3.0936
  29HE20010305,   A17,    21, 25,      5,20010404, 21.6356, -28.0186, 5415,   2200.5,   3.5629,  34.9989,2,    240.7,2,    29.30,2,    21.20,2,     0.01,2,     1.34,2,   2332.9,2,   7.7317,    25.00,2,   3.3824
  29HE20010305,   A17,    21, 25,      6,20010404, 21.6356, -28.0186, 5415,   2001.0,   3.8265,  35.0095,2,    237.9,2,    26.95,2,    21.04,2,     0.02,2,     1.34,2,   2335.7,2,   7.7288,    25.00,2,   3.6613
  29HE20010305,   A17,    21, 25,      7,20010404, 21.6356, -28.0186, 5415,   1800.0,   4.2079,  35.0330,2,    235.0,2,    24.28,2,    21.58,2,     0.02,2,     1.38,2,   2327.2,2,   7.7292,    25.00,2,   4.0567
  29HE20010305,   A17,    21, 25,      8,20010404, 21.6356, -28.0186, 5415,   1599.1,   4.6818,  35.0556,2,    227.3,2,    17.37,2,    20.78,2,     0.07,2,     1.34,2,   2326.2,2,   7.7190,    25.00,2,   4.5441
  29HE20010305,   A17,    21, 25,      9,20010404, 21.6356, -28.0186, 5415,   1401.5,   5.2011,  35.0645,2,    213.4,2,    15.52,2,    20.52,2,     0.02,2,     1.41,2,   2327.6,2,   7.7022,    25.00,2,   5.0770
  29HE20010305,   A17,    21, 25,     10,20010404, 21.6356, -28.0186, 5415,   1199.2,   5.8066,  35.0448,2,    195.9,2,    20.61,2,    24.98,2,     0.02,2,     1.52,2,   2323.1,2,   7.6860,    25.00,2,   5.6967
  29HE20010305,   A17,    21, 25,     11,20010404, 21.6356, -28.0186, 5415,   1000.7,   6.1986,  34.9660,2,    171.4,2,    15.88,2,    24.48,2,     0.05,2,     1.54,2,   2321.8,2,   7.6571,    25.00,2,   6.1055
  29HE20010305,   A17,    21, 25,     12,20010404, 21.6356, -28.0186, 5415,    796.9,   7.6571,  35.0594,2,    151.0,2,    23.86,2,    25.34,2,     0.04,2,     1.73,2,   2317.0,2,   7.6213,    25.00,2,   7.5753
  29HE20010305,   A17,    21, 25,     13,20010404, 21.6356, -28.0186, 5415,    698.5,   9.0220,  35.2067,2,    127.0,2,    21.15,2,    30.30,2,     0.02,2,     1.87,2,   2318.6,2,   7.6230,    25.00,2,   8.9436
  29HE20010305,   A17,    21, 25,     14,20010404, 21.6356, -28.0186, 5415,    598.7,  10.2917,  35.3459,2,    117.0,2,    12.40,2,    28.97,2,     0.06,2,     1.68,2,   2320.2,2,   7.6250,    25.00,2,  10.2193
  29HE20010305,   A17,    21, 25,     15,20010404, 21.6356, -28.0186, 5415,    500.6,  12.0036,  35.5722,2,    110.8,2,    11.76,2,    27.75,2,     0.02,2,     1.58,2,   2324.3,2,   7.6515,    25.00,2,  11.9371
  29HE20010305,   A17,    21, 25,     16,20010404, 21.6356, -28.0186, 5415,    401.6,  13.6037,  35.7806,2,    129.5,2,     8.13,2,    22.44,2,     0.02,2,     1.25,2,   2332.8,2,   7.7095,    25.00,2,  13.5459
  29HE20010305,   A17,    21, 25,     17,20010404, 21.6356, -28.0186, 5415,    299.6,  15.6764,  36.1406,2,    128.3,2,     5.99,2,    19.30,2,     0.03,2,     1.06,2,   2342.2,2,   7.7461,    25.00,2,  15.6291
  29HE20010305,   A17,    21, 25,     18,20010404, 21.6356, -28.0186, 5415,    202.0,  18.4702,  36.6701,2,    134.4,2,     3.78,2,    13.43,2,     0.07,2,     0.84,2,   2357.9,2,   7.8188,    25.00,2,  18.4345
  29HE20010305,   A17,    21, 25,     19,20010404, 21.6356, -28.0186, 5415,    149.9,  20.0173,  36.9430,2,    182.1,2,     1.07,2,     4.77,2,     0.02,2,     0.29,2,   2394.6,2,   7.9368,    25.00,2,  19.9893
  29HE20010305,   A17,    21, 25,     20,20010404, 21.6356, -28.0186, 5415,    124.3,  21.3439,  37.0647,2,    194.4,2,     0.71,2,     2.85,2,     0.03,2,     0.15,2,   2408.3,2,   7.9735,    25.00,2,  21.3196
  29HE20010305,   A17,    21, 25,     21,20010404, 21.6356, -28.0186, 5415,    100.2,  21.7871,  37.1222,2,    208.9,2,     1.14,2,     0.60,2,     0.10,2,     0.26,2,   2422.9,2,   8.0294,    25.00,2,  21.7672
  29HE20010305,   A17,    21, 25,     22,20010404, 21.6356, -28.0186, 5415,     69.7,  21.8286,  37.0769,2,    217.0,2,     0.54,2,     0.00,2,     0.03,2,     0.05,2,   2427.3,2,   8.0486,    25.00,2,  21.8148
  29HE20010305,   A17,    21, 25,     23,20010404, 21.6356, -28.0186, 5415,     29.5,  21.8214,  37.0763,2,    219.3,2,     0.57,2,     0.00,2,     0.00,2,     0.05,2,   2426.3,2,   8.0519,    25.00,2,  21.8156
  29HE20010305,   A17,    21, 25,     24,20010404, 21.6356, -28.0186, 5415,      5.6,  21.8077,  37.0414,2,    219.8,2,     0.36,2,     0.00,2,     0.02,2,     0.05,2,   2426.1,2,   8.0478,    25.00,2,  21.8066
  29HE20010305,   A17,    22, 26,      1,20010405, 25.5199, -28.0014, 5123,   3003.4,   2.7361,  34.9279,2,    247.1,2,    37.00,2,    20.85,2,     0.05,2,     1.37,2,   2345.9,2,   7.7332,    25.00,2,   2.4907
  29HE20010305,   A17,    22, 26,      2,20010405, 25.5199, -28.0014, 5123,   2801.8,   2.8696,  34.9494,2,    247.8,2,    38.00,2,    20.43,2,     0.05,2,     1.34,2,   2343.2,2,   7.7309,    25.00,2,   2.6420
  29HE20010305,   A17,    22, 26,      3,20010405, 25.5199, -28.0014, 5123,   2599.1,   3.0978,  34.9657,2,    247.7,2,    32.74,2,    21.01,2,     0.05,2,     1.32,2,   2342.8,2,   7.7315,    25.00,2,   2.8861
  29HE20010305,   A17,    22, 26,      4,20010405, 25.5199, -28.0014, 5123,   2401.1,   3.3381,  34.9904,2,    247.1,2,    29.95,2,    20.62,2,     0.06,2,     1.29,2,   2340.2,2,   7.7344,    25.00,2,   3.1416
  29HE20010305,   A17,    22, 26,      5,20010405, 25.5199, -28.0014, 5123,   2198.6,   3.6988,  35.0257,2,    244.5,2,    22.71,2,    20.48,2,     0.12,2,     1.29,2,   2332.5,2,   7.7372,    25.00,2,   3.5162
  29HE20010305,   A17,    22, 26,      6,20010405, 25.5199, -28.0014, 5123,   1998.9,   4.1572,  35.0728,2,    244.5,2,    24.22,2,    20.15,2,     0.03,2,     1.22,2,   2334.4,2,   7.7385,    25.00,2,   3.9871
  29HE20010305,   A17,    22, 26,      7,20010405, 25.5199, -28.0014, 5123,   1793.9,   4.6583,  35.1256,2,    241.9,2,    17.60,2,    19.98,2,     0.05,2,     1.24,2,   2330.5,2,   7.7395,    25.00,2,   4.5015
  29HE20010305,   A17,    22, 26,      8,20010405, 25.5199, -28.0014, 5123,   1599.9,   5.2686,  35.1810,2,    232.5,2,    17.45,2,    20.20,2,     0.06,2,     1.21,2,   2332.8,2,   7.7377,    25.00,2,   5.1236
  29HE20010305,   A17,    22, 26,      9,20010405, 25.5199, -28.0014, 5123,   1399.3,   6.0710,  35.2536,2,    221.7,2,    15.38,2,    20.45,2,     0.05,2,     1.24,2,   2332.0,2,   7.7347,    25.00,2,   5.9377
  29HE20010305,   A17,    22, 26,     10,20010405, 25.5199, -28.0014, 5123,   1199.2,   6.8726,  35.2851,2,    210.7,2,    14.88,2,    20.60,2,     0.04,2,     1.26,2,   2335.5,2,   7.7303,    25.00,2,   6.7528
  29HE20010305,   A17,    22, 26,     11,20010405, 25.5199, -28.0014, 5123,    998.6,   7.8606,  35.2818,2,    190.5,2,    22.45,2,    21.10,2,     0.05,2,     1.34,2,   2336.4,2,   7.7195,    25.00,2,   7.7550
  29HE20010305,   A17,    22, 26,     12,20010405, 25.5199, -28.0014, 5123,    899.8,   8.5385,  35.3108,2,    164.6,2,    12.41,2,    21.26,2,     0.08,2,     1.45,2,   2336.4,2,   7.6989,    25.00,2,   8.4394
  29HE20010305,   A17,    22, 26,     13,20010405, 25.5199, -28.0014, 5123,    800.2,   9.5692,  35.4001,2,    158.5,2,    13.02,2,    22.71,2,     0.06,2,     1.37,2,   2333.5,2,   7.7000,    25.00,2,   9.4755
  29HE20010305,   A17,    22, 26,     14,20010405, 25.5199, -28.0014, 5123,    600.5,  11.7569,  35.5976,2,    161.7,2,    10.70,2,    21.94,2,     0.06,2,     1.26,2,   2334.7,2,   7.7207,    25.00,2,  11.6778
  29HE20010305,   A17,    22, 26,     15,20010405, 25.5199, -28.0014, 5123,    498.5,  13.0748,  35.7531,2,    183.9,2,     5.87,2,    16.00,2,     0.05,2,     0.86,2,   2338.7,2,   7.7932,    25.00,2,  13.0047
  29HE20010305,   A17,    22, 26,     16,20010405, 25.5199, -28.0014, 5123,    396.7,  14.6242,  35.9699,2,    185.0,2,     4.58,2,    13.38,2,     0.05,2,     0.67,2,   2346.0,2,   7.8281,    25.00,2,  14.5643
  29HE20010305,   A17,    22, 26,     17,20010405, 25.5199, -28.0014, 5123,    300.8,  16.8050,  36.3416,2,    193.4,2,     3.61,2,    10.07,2,     0.05,2,     0.45,2,   2358.6,2,   7.8790,    25.00,2,  16.7551
  29HE20010305,   A17,    22, 26,     18,20010405, 25.5199, -28.0014, 5123,    199.8,  18.9341,  36.6980,2,    195.7,2,     1.86,2,     6.61,2,     0.05,2,     0.29,2,   2378.7,2,   7.9282,    25.00,2,  18.8982
  29HE20010305,   A17,    22, 26,     19,20010405, 25.5199, -28.0014, 5123,    148.7,  20.8725,  37.1628,2,    202.5,2,     0.79,2,     1.89,2,     0.07,2,     0.09,2,   2398.2,2,   7.9850,    25.00,2,  20.8439
  29HE20010305,   A17,    22, 26,     20,20010405, 25.5199, -28.0014, 5123,    124.9,  20.9146,  37.1701,2,    222.1,2,     0.89,2,     0.00,2,     0.06,2,     0.02,2,   2428.9,2,   8.0329,    25.00,2,  20.8905
  29HE20010305,   A17,    22, 26,     21,20010405, 25.5199, -28.0014, 5123,     97.8,  20.9442,  37.1887,2,    221.2,2,     0.57,2,     0.00,2,     0.05,2,     0.01,2,   2432.8,2,   8.0342,    25.00,2,  20.9253
  29HE20010305,   A17,    22, 26,     22,20010405, 25.5199, -28.0014, 5123,     70.6,  20.9350,  37.1816,2,    221.9,2,     0.86,2,     0.00,2,     0.05,2,     0.01,2,   2432.7,2,   8.0081,    25.00,2,  20.9214
  29HE20010305,   A17,    22, 26,     23,20010405, 25.5199, -28.0014, 5123,     28.1,  20.9308,  37.1857,2,    221.8,2,     0.79,2,     0.00,2,     0.05,2,     0.01,2,   2433.7,2,   8.0371,    25.00,2,  20.9254
  29HE20010305,   A17,    22, 26,     24,20010405, 25.5199, -28.0014, 5123,      5.6,  20.9142,  37.1816,2,    222.4,2,     0.39,2,     0.00,2,     0.05,2,     0.02,2,   2432.5,2,   8.0500,    25.00,2,  20.9131
  29HE20010305,   A17,    23, 27,      1,20010406, 29.6198, -28.0000, 3012,   3001.9,   2.8223,  34.9354,2,    249.5,2,    34.53,2,    19.60,2,     0.05,2,     1.32,2,   2342.0,2,   7.7307,    25.00,2,   2.5751
  29HE20010305,   A17,    23, 27,      2,20010406, 29.6198, -28.0000, 3012,   2800.2,   2.9512,  34.9485,2,    249.8,2,    31.52,2,    20.52,2,     0.05,2,     1.29,2,   2341.1,2,   7.7367,    25.00,2,   2.7221
  29HE20010305,   A17,    23, 27,      3,20010406, 29.6198, -28.0000, 3012,   2597.3,   3.1439,  34.9680,2,    250.1,2,    29.14,2,    20.10,2,     0.05,2,     1.30,2,   2334.0,2,   7.7353,    25.00,2,   2.9315
  29HE20010305,   A17,    23, 27,      4,20010406, 29.6198, -28.0000, 3012,   2399.1,   3.3993,  34.9954,2,    250.2,2,    25.73,2,    19.67,2,     0.06,2,     1.22,2,   2332.5,2,   7.7425,    25.00,2,   3.2019
  29HE20010305,   A17,    23, 27,      5,20010406, 29.6198, -28.0000, 3012,   2199.4,   3.7627,  35.0323,2,    247.2,2,    23.35,2,    19.80,2,     0.04,2,     1.20,2,   2329.3,2,   7.7418,    25.00,2,   3.5789
  29HE20010305,   A17,    23, 27,      6,20010406, 29.6198, -28.0000, 3012,   2001.6,   4.1483,  35.0764,2,    246.3,2,    20.65,2,    18.65,2,     0.04,2,     1.22,2,   2327.0,2,   7.7404,    25.00,2,   3.9781
  29HE20010305,   A17,    23, 27,      7,20010406, 29.6198, -28.0000, 3012,   1801.5,   4.7202,  35.1419,2,    240.0,2,    14.33,2,    18.81,2,     0.04,2,     1.21,2,   2329.1,2,   7.7433,    25.00,2,   4.5618
  29HE20010305,   A17,    23, 27,      8,20010406, 29.6198, -28.0000, 3012,   1602.3,   5.2763,  35.2084,2,    232.5,2,    11.89,2,    17.92,2,     0.05,2,     1.11,2,   2331.6,2,   7.7415,    25.00,2,   5.1309
