EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,CCL4,CCL4_FLAG_W,THETA
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEG C,PMOL/KG,,DEG C
74DI20040404,        A05,      40,          1,          5,2,20040414,       0000,    26.4900,   -70.9868,       5592,  4286.6,   2.3090,  34.8941,0,  34.8990,2,    263.2,0,   262.8,2,   31.73,2,   17.97,2,    1.30,2,   0.510,2,   0.239,2,   0.029,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.064,2,   1.9328
74DI20040404,        A05,      40,          1,          6,2,20040414,       0000,    26.4900,   -70.9868,       5592,  4000.4,   2.3280,  34.8979,0,  34.8980,2,    263.9,0,   265.1,2,   29.78,2,   16.89,2,    1.31,2,   0.600,2,   0.287,2,   0.040,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.175,2,   1.9844
74DI20040404,        A05,      40,          1,          7,2,20040414,       0000,    26.4900,   -70.9868,       5592,  3701.8,   2.3870,  34.9039,0,  34.9050,2,    264.0,0,   263.6,2,   28.12,2,   18.55,2,    1.25,2,   0.624,2,   0.292,2,   0.031,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.207,2,   2.0753
74DI20040404,        A05,      40,          1,          8,2,20040414,       0000,    26.4900,   -70.9868,       5592,  3394.6,   2.5000,  34.9126,0,  34.9130,2,    263.3,0,  -999.0,9,   26.27,2,   17.18,2,    1.25,2,   0.564,2,   0.259,2,   0.026,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.125,2,   2.2189
74DI20040404,        A05,      40,          1,          9,2,20040414,       0000,    26.4900,   -70.9868,       5592,  3075.0,   2.6880,  34.9243,0,  34.9250,2,    262.0,0,  -999.0,9,   23.63,2,   16.11,2,    1.31,2,   0.565,2,   0.257,2,   0.028,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.106,2,   2.4362
74DI20040404,        A05,      40,          1,         10,2,20040414,       0000,    26.4900,   -70.9868,       5592,  2757.7,   2.9320,  34.9403,0,  34.9420,2,    261.0,0,   261.7,2,   22.85,2,   18.16,2,    1.34,2,   0.424,2,   0.204,2,   0.027,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.927,2,   2.7076
74DI20040404,        A05,      40,          1,         11,2,20040414,       0000,    26.4900,   -70.9868,       5592,  2455.3,   3.1840,  34.9553,0,  34.9560,2,    260.9,0,   260.5,2,   20.80,2,   16.70,2,    1.24,2,   0.427,2,   0.204,2,   0.020,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.958,2,   2.9850
74DI20040404,        A05,      40,          1,         12,2,20040414,       0000,    26.4900,   -70.9868,       5592,  2161.7,   3.4240,  34.9654,0,  34.9650,2,    261.2,0,   260.2,2,   18.16,2,   15.72,2,    1.23,2,   0.634,2,   0.288,2,   0.028,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.250,2,   3.2496
74DI20040404,        A05,      40,          1,         13,2,20040414,       0000,    26.4900,   -70.9868,       5592,  1867.2,   3.7000,  34.9667,0,  34.9710,2,    261.4,0,   260.6,2,   15.52,2,   18.16,2,    1.20,2,   1.020,2,   0.480,2,   0.047,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.660,2,   3.5495
74DI20040404,        A05,      40,          1,         14,2,20040414,       0000,    26.4900,   -70.9868,       5592,  1617.7,   3.9990,  34.9911,9,  34.9890,2,    255.1,9,   258.3,2,   14.25,2,   16.70,2,    1.21,2,   1.119,2,   0.524,2,   0.048,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.761,2,   3.8679
74DI20040404,        A05,      40,          1,         15,2,20040414,       0000,    26.4900,   -70.9868,       5592,  1358.7,   4.5850,  35.0325,0,  35.0290,2,    241.4,0,   243.6,2,   13.77,2,   19.14,2,    1.24,2,   1.229,2,   0.594,2,   0.053,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.715,2,   4.4714
74DI20040404,        A05,      40,          1,         16,2,20040414,       0000,    26.4900,   -70.9868,       5592,  1109.7,   5.6660,  35.0784,0,  35.0730,2,    208.6,0,   213.1,2,   15.33,2,   20.80,2,    1.34,2,   0.729,2,   0.338,2,   0.028,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.923,2,   5.5661
74DI20040404,        A05,      40,          1,         17,2,20040414,       0000,    26.4900,   -70.9868,       5592,   907.5,   7.9870,  35.1241,0,  35.1290,2,    155.4,0,   156.1,2,   16.50,2,   22.36,2,    1.61,2,   0.685,2,   0.278,2,   0.011,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.348,2,   7.8909
74DI20040404,        A05,      40,          1,         18,2,20040414,       0000,    26.4900,   -70.9868,       5592,   708.5,  12.5450,  35.6461,0,  35.6310,2,    155.8,0,   153.1,2,    8.59,2,   15.42,2,    1.11,2,   1.586,2,   0.831,2,   0.017,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.364,2,  12.4473
74DI20040404,        A05,      40,          1,         19,2,20040414,       0000,    26.4900,   -70.9868,       5592,   512.3,  16.8690,  36.3116,0,  36.3330,2,    180.4,0,   182.4,2,    2.83,2,    7.61,2,    0.44,2,   0.588,4,   0.299,4,   0.020,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.132,4,  16.7834
74DI20040404,        A05,      40,          1,         20,2,20040414,       0000,    26.4900,   -70.9868,       5592,   362.1,  18.3090,  36.5508,0,  36.5550,2,    189.4,0,   190.9,2,    1.66,2,    4.58,2,    0.22,2,   2.280,2,   1.275,2,   0.020,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.383,2,  18.2452
74DI20040404,        A05,      40,          1,         21,2,20040414,       0000,    26.4900,   -70.9868,       5592,   211.0,  19.4850,  36.6604,0,  36.6640,2,    196.2,0,   193.7,2,    1.07,2,    2.15,2,    0.08,2,   2.211,2,   1.250,2,   0.032,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.358,2,  19.4463
74DI20040404,        A05,      40,          1,         22,2,20040414,       0000,    26.4900,   -70.9868,       5592,   111.0,  21.3450,  36.7241,0,  36.7210,2,    207.2,0,   207.3,2,    0.88,2,    0.29,2,    0.02,2,   2.049,2,   1.221,2,   0.109,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.531,2,  21.3233
74DI20040404,        A05,      40,          1,         23,2,20040414,       0000,    26.4900,   -70.9868,       5592,    59.8,  22.3820,  36.8090,0,  36.7830,2,    204.9,0,   211.4,2,    0.88,2,    0.10,2,    0.02,2,   1.976,2,   1.164,2,   0.105,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.859,2,  22.3699
74DI20040404,        A05,      40,          1,         24,2,20040414,       0000,    26.4900,   -70.9868,       5592,    20.2,  23.4340,  36.8503,0,  36.8440,2,    199.4,0,   210.7,2,    0.98,2,    0.10,2,    0.05,2,   1.907,2,   1.166,2,   0.113,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   2.104,2,  23.4298
74DI20040404,        A05,      41,          1,          1,2,20040414,       0000,    26.1338,   -70.6013,       5605,  5595.1,   2.0780,  34.8506,0,  34.8500,2,    244.9,0,   244.8,2,   56.63,2,   25.10,2,    1.60,2,   0.068,2,   0.027,2,   0.005,2,  2202.0,2,  2355.0,2,   352.8,2,      15,   0.255,2,   1.5465
74DI20040404,        A05,      41,          1,          2,2,20040414,       0000,    26.1338,   -70.6013,       5605,  5337.8,   2.2170,  34.8720,0,  34.8720,2,    253.6,0,   253.4,2,   45.89,2,   22.26,2,    1.57,2,   0.176,2,   0.082,2,   0.017,2,  2187.5,2,  2337.7,2,   343.3,2,      15,   0.483,2,   1.7140
74DI20040404,        A05,      41,          1,          3,2,20040414,       0000,    26.1338,   -70.6013,       5605,  4963.8,   2.2910,  34.8866,0,  34.8870,2,    259.6,0,   259.4,2,   36.81,2,   19.43,2,    1.53,2,   0.362,2,   0.178,2,   0.024,2,  2179.5,2,  2330.7,2,   338.1,2,      15,   0.838,2,   1.8331
74DI20040404,        A05,      41,          1,          4,2,20040414,       0000,    26.1338,   -70.6013,       5605,  4594.3,   2.3080,  34.8929,0,  34.8930,2,    264.5,0,   264.3,2,   33.20,2,   18.36,2,    1.31,2,   0.486,2,   0.236,2,   0.023,2,  2180.1,2,  2326.3,2,   336.9,2,      15,   1.040,2,   1.8952
74DI20040404,        A05,      41,          1,          5,2,20040414,       0000,    26.1338,   -70.6013,       5605,  4232.2,   2.3240,  34.8972,0,  34.8970,2,    264.8,0,   264.6,2,   30.86,2,   20.02,2,    1.41,2,   0.552,2,   0.277,2,   0.032,2,  2171.2,2,  2322.6,2,   335.3,2,      15,   1.145,2,   1.9538
74DI20040404,        A05,      41,          1,          6,2,20040414,       0000,    26.1338,   -70.6013,       5605,  3917.7,   2.3540,  34.9022,0,  34.9020,2,    264.6,0,   264.5,2,   28.61,2,   18.26,2,    1.27,2,   0.604,2,   0.293,2,   0.027,2,  2168.6,2,  2321.4,2,   336.1,2,      15,   1.212,2,   2.0191
74DI20040404,        A05,      41,          1,          7,2,20040414,       0000,    26.1338,   -70.6013,       5605,  3605.6,   2.4310,  34.9090,0,  34.9090,2,    266.8,0,   266.7,2,   26.46,2,   18.45,2,    1.25,2,   0.589,2,   0.286,2,   0.034,2,  2166.0,2,  -999.0,9,   333.4,2,      15,   1.203,2,   2.1288
74DI20040404,        A05,      41,          1,          8,2,20040414,       0000,    26.1338,   -70.6013,       5605,  3293.0,   2.5710,  34.9186,0,  34.9190,2,    266.6,0,   266.4,2,   24.61,2,   18.45,2,    1.31,2,   0.556,2,   0.271,2,   0.020,2,  2164.9,2,  2317.7,2,   337.1,2,      15,   1.131,2,   2.2990
74DI20040404,        A05,      41,          1,          9,2,20040414,       0000,    26.1338,   -70.6013,       5605,  2979.7,   2.7960,  34.9332,0,  34.9340,2,    264.5,0,   264.3,2,   23.43,2,   18.65,2,    1.28,2,   0.368,2,   0.167,2,   0.013,2,  2163.7,2,  2319.3,2,   337.0,2,      15,   0.887,2,   2.5517
74DI20040404,        A05,      41,          1,         10,2,20040414,       0000,    26.1338,   -70.6013,       5605,  2678.6,   3.0340,  34.9461,0,  34.9470,2,    265.6,0,   265.6,2,   21.87,2,   19.43,2,    1.26,2,   0.432,2,   0.206,2,   0.015,2,  2163.4,2,  2315.1,2,   342.3,2,      15,   0.955,2,   2.8156
74DI20040404,        A05,      41,          1,         11,2,20040414,       0000,    26.1338,   -70.6013,       5605,  2388.7,   3.2850,  34.9595,0,  34.9640,2,    260.3,0,   260.0,2,   19.43,2,   17.38,2,    1.28,2,   0.435,2,   0.206,2,   0.013,2,  2167.1,2,  2314.7,2,   346.2,2,      15,   0.997,2,   3.0908
74DI20040404,        A05,      41,          1,         12,2,20040414,       0000,    26.1338,   -70.6013,       5605,  2103.6,   3.5290,  34.9711,0,  34.9710,2,    259.0,0,   258.9,2,   18.16,2,   17.48,2,    1.31,2,-999.000,9,-999.000,9,-999.000,9,  2163.2,2,  2310.3,2,   353.4,2,      15,-999.000,9,   3.3585
74DI20040404,        A05,      41,          1,         13,2,20040414,       0000,    26.1338,   -70.6013,       5605,  1826.3,   3.9090,  34.9762,9,  34.9980,2,    257.9,9,   256.5,2,   15.62,2,   18.26,2,    1.25,2,   0.727,2,   0.341,2,   0.027,2,  2163.0,2,  2309.4,2,   360.8,2,      15,   1.401,2,   3.7594
74DI20040404,        A05,      41,          1,         14,2,20040414,       0000,    26.1338,   -70.6013,       5605,  1594.7,   4.1260,  34.9939,0,  34.9970,2,    255.7,0,   255.5,2,   13.96,2,   18.45,2,    1.23,2,   1.163,2,   0.567,2,   0.044,2,  2164.0,2,  2311.8,2,   370.3,2,      15,   1.861,2,   3.9955
74DI20040404,        A05,      41,          1,         15,2,20040414,       0000,    26.1338,   -70.6013,       5605,  1359.0,   4.7670,  35.0316,0,  35.0420,2,    243.6,0,   241.5,2,   13.57,2,   17.87,2,    1.26,2,   1.168,2,   0.558,2,   0.041,2,  2172.9,2,  2310.7,2,   388.7,2,      15,   1.656,2,   4.6515
74DI20040404,        A05,      41,          1,         16,2,20040414,       0000,    26.1338,   -70.6013,       5605,  1110.7,   6.0170,  35.0821,0,  35.0780,2,    202.6,0,   201.6,2,   15.72,2,   21.48,2,    1.44,2,   0.689,2,   0.311,2,   0.019,2,  2181.4,2,  2317.4,2,   444.4,2,      15,   0.830,2,   5.9141
74DI20040404,        A05,      41,          1,         17,2,20040414,       0000,    26.1338,   -70.6013,       5605,   912.8,   8.1790,  35.1367,0,  35.1520,2,    156.4,0,   155.3,2,   15.91,2,   24.99,2,    1.60,2,   0.633,2,   0.314,2,   0.011,2,  2192.6,2,  2324.2,2,   516.6,2,      15,   0.352,2,   8.0810
74DI20040404,        A05,      41,          1,         18,2,20040414,       0000,    26.1338,   -70.6013,       5605,   711.6,  12.3010,  35.6128,0,  35.6080,2,    149.5,0,   149.3,2,    8.78,2,   17.47,2,    1.15,2,   1.419,2,   0.744,2,   0.015,2,  2169.5,2,  2340.8,2,   502.7,2,      15,   0.283,2,  12.2041
74DI20040404,        A05,      41,          1,         19,2,20040414,       0000,    26.1338,   -70.6013,       5605,   509.6,  16.4970,  36.2786,0,  36.2710,2,    182.8,0,   181.7,2,    3.02,2,    8.78,2,    0.49,2,   2.254,2,   1.202,2,   0.022,2,  2127.8,2,  2373.7,2,   413.7,2,      15,   0.436,2,  16.4132
74DI20040404,        A05,      41,          1,         20,2,20040414,       0000,    26.1338,   -70.6013,       5605,   359.8,  18.0730,  36.5377,0,  36.5220,2,    193.5,0,   191.6,2,    1.76,2,    5.17,2,    0.32,2,   2.314,2,   1.262,2,   0.022,2,  2110.7,2,  2385.8,2,   384.7,2,      15,   0.423,2,  18.0102
74DI20040404,        A05,      41,          1,         21,2,20040414,       0000,    26.1338,   -70.6013,       5605,   209.1,  19.3650,  36.6590,0,  36.6480,2,    201.9,0,   201.8,2,    1.07,2,    1.85,2,    0.14,2,   2.207,2,   1.275,2,   0.050,2,  2095.5,2,  2395.5,2,   363.8,2,      15,   0.629,2,  19.3268
74DI20040404,        A05,      41,          1,         22,2,20040414,       0000,    26.1338,   -70.6013,       5605,   109.2,  21.4630,  36.7725,0,  36.7500,2,    211.0,0,   207.2,2,    0.88,2,    0.20,2,    0.04,2,   2.059,2,   1.216,2,   0.111,2,  2070.9,2,  2401.4,2,   381.7,2,      15,   1.635,2,  21.4416
74DI20040404,        A05,      41,          1,         23,2,20040414,       0000,    26.1338,   -70.6013,       5605,    58.5,  22.6630,  36.7878,0,  36.7760,2,    211.4,0,   209.3,2,    0.88,2,    0.00,2,    0.05,2,   1.952,2,   1.155,2,   0.121,2,  2057.9,2,  2400.6,2,   377.1,2,      15,   1.794,2,  22.6511
74DI20040404,        A05,      41,          1,         24,2,20040414,       0000,    26.1338,   -70.6013,       5605,    18.1,  23.6420,  36.8488,0,  36.8440,2,    208.8,0,   209.1,2,    0.98,2,    0.00,2,    0.04,2,   1.875,2,   1.145,2,   0.118,2,  2055.6,2,  2404.0,2,   384.6,2,      15,   2.128,2,  23.6382
74DI20040404,        A05,      42,          1,          1,2,20040415,       0000,    25.7652,   -70.2381,       5615,  5605.3,   2.0720,  34.8482,0,  34.8480,2,    257.1,0,   227.6,4,   56.24,2,   20.51,2,    1.60,2,   0.066,2,   0.037,2,   0.009,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.256,2,   1.5394
74DI20040404,        A05,      42,          1,          2,2,20040415,       0000,    25.7652,   -70.2381,       5615,  5405.0,   2.0990,  34.8551,0,  34.8560,2,    259.0,0,   276.2,4,   53.12,2,   20.21,2,    1.54,2,   0.076,2,   0.043,2,   0.008,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.285,2,   1.5916
74DI20040404,        A05,      42,          1,          3,2,20040415,       0000,    25.7652,   -70.2381,       5615,  5045.2,   2.2110,  34.8750,0,  36.5470,4,    263.2,0,   204.6,4,    2.15,4,    3.32,4,    0.24,4,   2.079,4,   1.238,4,   0.075,4,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.954,4,   1.7329
74DI20040404,        A05,      42,          1,          4,2,20040415,       0000,    25.7652,   -70.2381,       5615,  4685.3,   2.2760,  34.8871,0,  34.8870,2,    266.6,0,   266.4,2,   35.93,2,   17.58,2,    1.34,2,   0.361,2,   0.189,2,   0.027,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.867,2,   1.8531
74DI20040404,        A05,      42,          1,          5,2,20040415,       0000,    25.7652,   -70.2381,       5615,  4325.6,   2.2990,  34.8935,0,  34.8950,2,    269.9,0,   269.8,2,   32.22,2,   17.67,2,    1.30,2,   0.434,2,   0.218,2,   0.025,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.002,2,   1.9186
74DI20040404,        A05,      42,          1,          6,2,20040415,       0000,    25.7652,   -70.2381,       5615,  4016.4,   2.3320,  34.8988,0,  34.8990,2,    270.4,0,   270.2,2,   29.29,2,   17.97,2,    1.28,2,   0.498,2,   0.244,2,   0.028,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.116,2,   1.9865
74DI20040404,        A05,      42,          1,          7,2,20040415,       0000,    25.7652,   -70.2381,       5615,  3710.5,   2.3890,  34.9049,0,  34.9050,2,    271.2,0,   271.1,2,   28.12,2,   17.09,2,    1.27,2,   0.462,6,   0.223,6,   0.024,6,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.061,6,   2.0763
74DI20040404,        A05,      42,          1,          8,2,20040415,       0000,    25.7652,   -70.2381,       5615,  3405.2,   2.4980,  34.9125,0,  34.9130,2,    270.9,0,   270.8,2,   25.29,2,   15.23,2,    1.25,2,   0.549,2,   0.281,2,   0.024,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.155,2,   2.2158
74DI20040404,        A05,      42,          1,          9,2,20040415,       0000,    25.7652,   -70.2381,       5615,  3099.8,   2.6710,  34.9256,0,  34.9250,2,    269.1,0,   268.7,2,   25.29,2,   18.16,2,    1.26,2,   0.401,2,   0.196,2,   0.023,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.900,2,   2.4170
74DI20040404,        A05,      42,          1,         10,2,20040415,       0000,    25.7652,   -70.2381,       5615,  2794.5,   2.8850,  34.9377,0,  34.9380,2,    268.6,0,   268.5,2,   22.26,2,   16.79,2,    1.25,2,   0.454,2,   0.223,2,   0.020,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.998,2,   2.6578
74DI20040404,        A05,      42,          1,         11,2,20040415,       0000,    25.7652,   -70.2381,       5615,  2489.4,   3.1910,  34.9632,0,  34.9640,2,    263.9,0,   263.1,2,   23.14,2,   18.06,2,    1.29,2,   0.192,2,   0.099,2,   0.011,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.615,2,   2.9885
74DI20040404,        A05,      42,          1,         12,2,20040415,       0000,    25.7652,   -70.2381,       5615,  2184.1,   3.5040,  34.9833,9,  34.9840,2,    261.3,9,   261.2,2,   20.11,2,   15.91,2,    1.27,2,   0.255,2,   0.130,2,   0.009,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.759,2,   3.3261
74DI20040404,        A05,      42,          1,         13,2,20040415,       0000,    25.7652,   -70.2381,       5615,  1879.4,   3.7180,  34.9722,0,  34.9770,2,    263.7,0,   263.6,2,   15.82,2,   17.67,2,    1.22,2,   0.880,2,   0.424,2,   0.035,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.569,2,   3.5661
74DI20040404,        A05,      42,          1,         14,2,20040415,       0000,    25.7652,   -70.2381,       5615,  1625.2,   4.0620,  34.9906,0,  34.9920,2,    262.1,0,   261.9,2,   14.06,2,   16.89,2,    1.21,2,   1.191,2,   0.560,2,   0.050,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.853,2,   3.9294
74DI20040404,        A05,      42,          1,         15,2,20040415,       0000,    25.7652,   -70.2381,       5615,  1371.5,   4.7620,  35.0495,0,  35.0470,2,    244.3,0,   244.9,2,   13.67,2,   18.55,2,    1.25,2,   1.037,2,   0.507,2,   0.044,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.544,2,   4.6453
74DI20040404,        A05,      42,          1,         16,2,20040415,       0000,    25.7652,   -70.2381,       5615,  1118.9,   5.9780,  35.0935,0,  35.0800,2,    203.4,0,   207.1,2,   15.43,2,   19.92,2,    1.44,2,   0.729,2,   0.351,2,   0.021,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.875,2,   5.8746
74DI20040404,        A05,      42,          1,         17,2,20040415,       0000,    25.7652,   -70.2381,       5615,   915.7,   8.3950,  35.1525,0,  35.1500,2,    150.7,0,   150.8,2,   16.21,2,   21.87,2,    1.67,2,   0.517,2,   0.266,2,   0.011,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.269,2,   8.2952
74DI20040404,        A05,      42,          1,         18,2,20040415,       0000,    25.7652,   -70.2381,       5615,   713.5,  12.8920,  35.6717,0,  35.6940,2,    156.8,0,   157.2,2,    7.51,2,   15.03,2,    1.06,2,   1.627,2,   0.871,2,   0.018,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.329,2,  12.7919
74DI20040404,        A05,      42,          1,         19,2,20040415,       0000,    25.7652,   -70.2381,       5615,   510.5,  17.1460,  36.3762,0,  36.3810,2,    193.3,0,   193.4,2,    2.44,2,    6.63,2,    0.41,2,   2.326,2,   1.247,2,   0.027,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.463,2,  17.0598
74DI20040404,        A05,      42,          1,         20,2,20040415,       0000,    25.7652,   -70.2381,       5615,   361.8,  18.7030,  36.5860,0,  36.5890,2,    210.1,0,   210.9,2,    1.27,2,    2.93,2,    0.15,2,   2.290,2,   1.269,2,   0.030,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.576,2,  18.6383
74DI20040404,        A05,      42,          1,         21,2,20040415,       0000,    25.7652,   -70.2381,       5615,   210.8,  19.4980,  36.6337,0,  36.6370,2,    210.1,0,   209.9,2,    0.98,2,    1.46,2,    0.06,2,   2.230,2,   1.276,2,   0.064,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   0.637,2,  19.4593
74DI20040404,        A05,      42,          1,         22,2,20040415,       0000,    25.7652,   -70.2381,       5615,   110.6,  22.0680,  36.7344,0,  36.7320,2,    217.6,0,   218.7,2,    0.98,2,    0.10,2,    0.03,2,   1.995,2,   1.193,2,   0.119,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   1.685,2,  22.0459
74DI20040404,        A05,      42,          1,         23,2,20040415,       0000,    25.7652,   -70.2381,       5615,    59.5,  23.0730,  36.7944,0,  36.7980,2,    213.8,0,   213.8,2,    0.98,2,    0.00,2,    0.02,2,   1.924,2,   1.164,2,   0.102,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   2.101,2,  23.0607
74DI20040404,        A05,      42,          1,         24,2,20040415,       0000,    25.7652,   -70.2381,       5615,    19.5,  23.5080,  36.8193,0,  36.8210,2,    212.4,0,  -999.0,9,    0.98,2,    0.00,2,    0.02,2,   1.918,2,   1.172,2,   0.109,2,  -999.0,9,  -999.0,9,  -999.0,9, -999.00,   2.187,2,  23.5039
74DI20040404,        A05,      43,          1,          1,2,20040415,       0000,    25.3804,   -69.8774,       5623,  5613.3,   2.0720,  34.8506,0,  34.8500,2,    251.1,0,   260.4,2,   56.63,2,   25.88,2,    1.61,2,   0.066,2,   0.035,2,   0.009,2,  2202.0,2,  2344.4,2,   359.9,2,      15,   0.257,2,   1.5383
74DI20040404,        A05,      43,          1,          2,2,20040415,       0000,    25.3804,   -69.8774,       5623,  5507.0,   2.0650,  34.8515,0,  34.8520,2,    251.9,0,   248.2,2,   55.27,2,   24.22,2,    1.60,2,   0.067,2,   0.036,2,   0.009,2,  2201.0,2,  2342.8,2,  -999.0,9, -999.00,   0.259,2,   1.5456
74DI20040404,        A05,      43,          1,          3,2,20040415,       0000,    25.3804,   -69.8774,       5623,  5150.0,   2.1460,  34.8672,0,  35.0020,3,    256.8,0,   253.5,2,   17.67,4,   19.62,2,    1.27,3,   0.653,4,   0.337,4,   0.026,4,  -999.0,9,  -999.0,9,   326.9,3,      15,   1.256,4,   1.6686
74DI20040404,        A05,      43,          1,          4,2,20040415,       0000,    25.3804,   -69.8774,       5623,  4772.7,   2.2500,  34.8855,0,  34.8860,2,    261.3,0,   261.7,2,   38.96,2,   22.36,2,    1.39,2,   0.234,2,   0.134,2,   0.024,2,  2182.1,2,  2330.3,2,   334.8,2,      15,   0.692,2,   1.8172
74DI20040404,        A05,      43,          1,          5,2,20040415,       0000,    25.3804,   -69.8774,       5623,  4396.9,   2.2890,  34.8946,0,  34.8950,2,    263.3,0,   263.2,2,   33.69,2,   22.85,2,    1.34,2,   0.355,2,   0.193,2,   0.020,2,  2175.4,2,  2326.2,2,   333.9,2,      15,   0.900,2,   1.9004
74DI20040404,        A05,      43,          1,          6,2,20040415,       0000,    25.3804,   -69.8774,       5623,  4022.0,   2.3270,  34.9000,0,  34.9010,2,    264.4,0,   264.5,2,   30.27,2,   22.07,2,    1.29,2,   0.478,2,   0.251,2,   0.030,2,  2172.3,2,  2320.9,2,   331.7,2,      15,   1.070,2,   1.9810
74DI20040404,        A05,      43,          1,          7,2,20040415,       0000,    25.3804,   -69.8774,       5623,  3653.5,   2.3990,  34.9078,0,  34.9080,2,    263.7,0,   264.3,2,   29.00,2,   21.68,2,    1.29,2,   0.394,6,   0.202,6,   0.019,6,  2169.8,2,  2320.1,2,   331.6,2,      15,   0.939,6,   2.0923
74DI20040404,        A05,      43,          1,          8,2,20040415,       0000,    25.3804,   -69.8774,       5623,  3338.2,   2.5460,  34.9185,0,  34.9190,2,    262.0,0,   263.8,2,   26.46,2,   19.63,2,    1.28,2,   0.402,2,   0.221,2,   0.022,2,  2169.4,2,  2318.0,2,   331.8,2,      15,   0.948,2,   2.2698
74DI20040404,        A05,      43,          1,          9,2,20040415,       0000,    25.3804,   -69.8774,       5623,  3016.8,   2.7440,  34.9315,0,  34.9340,2,    259.7,0,   257.9,2,   28.02,2,   20.31,2,    1.34,2,   0.210,2,   0.111,2,   0.012,2,  2173.4,2,  2320.5,2,   336.3,2,      15,   0.574,2,   2.4970
74DI20040404,        A05,      43,          1,         10,2,20040415,       0000,    25.3804,   -69.8774,       5623,  2697.9,   2.9720,  34.9505,0,  34.9530,2,    256.1,0,   253.2,2,   27.34,2,   21.68,2,    1.34,2,   0.120,2,   0.063,2,   0.006,2,  2172.2,2,  2321.9,2,   338.8,2,      15,   0.431,2,   2.7528
