EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,THETA
,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,,,DEG C,DEG C
  06MT19990711,   420, 16,     12,2,19990716,0000, 55.1000, -49.8330, 3539,   1416.4,   3.1390,  34.8650,2,    292.7,2,    10.23,2,    16.67,2,     0.01, 2,     1.04,2,    3.741,2,    1.871,2,   2151.8,2,   7.7238,2,    25.00,   3.0359
  06MT19990711,   420, 16,     13,2,19990716,0000, 55.1000, -49.8330, 3539,   1214.0,   3.2870,  34.8760,2,    289.4,2,    10.29,2,    16.81,2,     0.00, 2,     1.05,2,    3.758,2,    1.879,2,   2151.0,2,   7.7232,2,    25.00,   3.1991
  06MT19990711,   420, 16,     14,2,19990716,0000, 55.1000, -49.8330, 3539,   1010.9,   3.3890,  34.8760,2,    287.1,2,    10.26,2,    16.81,2,     0.01, 2,     1.05,2,    3.795,2,    1.920,2,   2151.8,2,   7.7224,2,    25.00,   3.3166
  06MT19990711,   420, 16,     15,2,19990716,0000, 55.1000, -49.8330, 3539,    808.2,   3.4970,  34.8730,2,    285.7,2,    10.04,2,    16.74,2,     0.01, 2,     1.06,2,    4.006,2,    2.031,2,   2159.0,2,   7.7207,2,    25.00,   3.4397
  06MT19990711,   420, 16,     16,2,19990716,0000, 55.1000, -49.8330, 3539,    606.5,   3.4860,  34.8490,2,    287.7,2,     9.49,2,    16.35,2,     0.01, 2,     1.05,2,    4.226,2,    2.216,2,   2152.4,2,   7.7226,2,    25.00,   3.4440
  06MT19990711,   420, 16,     17,2,19990716,0000, 55.1000, -49.8330, 3539,    403.2,   3.6350,  34.8450,2,    288.0,2,     9.26,2,    16.06,2,     0.02, 2,     1.04,2,    4.390,2,    2.283,2,   2151.9,2,   7.7222,2,    25.00,   3.6072
  06MT19990711,   420, 16,     18,2,19990716,0000, 55.1000, -49.8330, 3539,    196.4,   3.6520,  34.7720,2,    297.1,2,     8.41,2,    15.14,2,     0.07, 2,     0.99,2,    4.886,2,    2.551,2,   2146.4,2,   7.7290,2,    25.00,   3.6388
  06MT19990711,   420, 16,     19,2,19990716,0000, 55.1000, -49.8330, 3539,    150.9,   3.7310,  34.7290,2,    293.4,2,     9.12,2,    15.42,2,     0.06, 2,     1.03,2, -999.000,2, -999.000,2,   2148.1,2,   7.7256,2,    25.00,   3.7208
  06MT19990711,   420, 16,     20,2,19990716,0000, 55.1000, -49.8330, 3539,     99.9,   4.0430,  34.6630,2,    300.5,2,     8.29,2,    14.70,2,     0.22, 2,     0.99,2,    5.132,2,    2.861,2,   2141.9,2,   7.7305,2,    25.00,   4.0361
  06MT19990711,   420, 16,     21,2,19990716,0000, 55.1000, -49.8330, 3539,     50.5,   5.0900,  34.5580,2,    305.4,2,     2.38,2,     8.87,2,     0.24, 2,     0.69,2, -999.000,2, -999.000,2,   2121.9,2,   7.7836,2,    25.00,   5.0861
  06MT19990711,   420, 16,     22,2,19990716,0000, 55.1000, -49.8330, 3539,     10.2,   8.4540,  34.5110,2,    311.2,2,     0.54,2,     2.43,2,     0.27, 2,     0.22,2,    4.601,2,    2.503,2,   2063.8,2,   7.9097,2,    25.00,   8.4530
  06MT19990711,   421, 17,      1,2,19990716,0000, 55.7537, -50.2470, 3632,   3674.9,   1.6460,  34.8770,2,   -999.0,9,    10.11,2,    13.98,2,     0.02, 2,     0.89,2,    3.628,2,    1.825,2,   -999.0,9,-999.0000,9,  -999.00,   1.3568
  06MT19990711,   421, 17,      2,2,19990716,0000, 55.7537, -50.2470, 3632,   3551.4,   1.8590,  34.8810,2,    295.4,2,    10.32,2,    14.18,2,     0.01, 2,     0.90,2,    3.376,2,    1.736,2,   -999.0,9,-999.0000,9,  -999.00,   1.5773
  06MT19990711,   421, 17,      3,2,19990716,0000, 55.7537, -50.2470, 3632,   3397.8,   2.2520,  34.8950,2,   -999.0,9,    11.89,2,    15.03,2,     0.01, 2,     0.94,2,    2.665,2,    1.317,2,   -999.0,9,-999.0000,9,  -999.00,   1.9766
  06MT19990711,   421, 17,      4,2,19990716,0000, 55.7537, -50.2470, 3632,   3166.7,   2.5900,  34.9130,2,   -999.0,9,    13.92,2,    15.90,2,     0.01, 2,     0.98,2,    1.915,2,    0.985,2,   -999.0,9,-999.0000,9,  -999.00,   2.3309
  06MT19990711,   421, 17,      5,2,19990716,0000, 55.7537, -50.2470, 3632,   2997.6,   2.7220,  34.9140,2,    282.3,2,    12.78,2,    15.86,2,     0.00, 2,     0.99,2,    2.083,2,    1.100,2,   -999.0,9,-999.0000,9,  -999.00,   2.4776
  06MT19990711,   421, 17,      6,2,19990716,0000, 55.7537, -50.2470, 3632,   2745.4,   2.8970,  34.9140,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,   2.6747
  06MT19990711,   421, 17,      7,2,19990716,0000, 55.7537, -50.2470, 3632,   2497.3,   3.0270,  34.9060,2,   -999.0,9,    11.60,2,    16.15,2,     0.01, 2,     1.01,2,    2.326,2,    1.171,2,   -999.0,9,-999.0000,9,  -999.00,   2.8269
  06MT19990711,   421, 17,      8,2,19990716,0000, 55.7537, -50.2470, 3632,   2249.3,   3.0680,  34.8890,2,   -999.0,9,    10.80,2,    16.34,2,     0.01, 2,     1.02,2,    2.778,2,    1.383,2,   -999.0,9,-999.0000,9,  -999.00,   2.8913
  06MT19990711,   421, 17,      9,2,19990716,0000, 55.7537, -50.2470, 3632,   1996.9,   3.0210,  34.8660,2,   -999.0,9,    10.21,2,    16.61,2,     0.00, 2,     1.02,2,    3.472,2,    1.744,2,   -999.0,9,-999.0000,9,  -999.00,   2.8686
  06MT19990711,   421, 17,     10,2,19990716,0000, 55.7537, -50.2470, 3632,   1800.4,   3.0510,  34.8640,2,    294.0,2,    10.11,2,    16.59,2,     0.01, 2,     1.02,2, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,   2.9159
  06MT19990711,   421, 17,     11,2,19990716,0000, 55.7537, -50.2470, 3632,   1598.3,   3.1270,  34.8680,2,   -999.0,9,    10.25,2,    16.80,2,     0.00, 2,     1.02,2,    3.515,2,    1.774,2,   -999.0,9,-999.0000,9,  -999.00,   3.0086
  06MT19990711,   421, 17,     12,2,19990716,0000, 55.7537, -50.2470, 3632,   1396.9,   3.2000,  34.8710,2,   -999.0,9,    10.26,2,    16.86,2,     0.00, 2,     1.04,2,    3.540,2,    1.793,2,   -999.0,9,-999.0000,9,  -999.00,   3.0978
  06MT19990711,   421, 17,     13,2,19990716,0000, 55.7537, -50.2470, 3632,   1197.5,   3.3290,  34.8770,2,   -999.0,9,    10.04,2,    16.96,2,     0.00, 2,     1.01,2,    3.652,2,    1.878,2,   -999.0,9,-999.0000,9,  -999.00,   3.2420
  06MT19990711,   421, 17,     14,2,19990716,0000, 55.7537, -50.2470, 3632,    994.2,   3.4100,  34.8750,2,    284.7,2,     9.99,2,    16.92,2,     0.00, 2,     0.99,2,    3.837,2,    1.946,2,   -999.0,9,-999.0000,9,  -999.00,   3.3387
  06MT19990711,   421, 17,     15,2,19990716,0000, 55.7537, -50.2470, 3632,    799.7,   3.4930,  34.8690,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,   3.4364
  06MT19990711,   421, 17,     16,2,19990716,0000, 55.7537, -50.2470, 3632,    598.7,   3.5090,  34.8510,2,   -999.0,9,     9.15,2,    16.18,2,     0.00, 2,     0.96,2,    4.318,2,    2.242,2,   -999.0,9,-999.0000,9,  -999.00,   3.4675
  06MT19990711,   421, 17,     17,2,19990716,0000, 55.7537, -50.2470, 3632,    397.3,   3.4440,  34.8150,2,   -999.0,9,     8.38,2,    15.41,2,     0.02, 2,     0.90,2,    4.904,2,    2.527,2,   -999.0,9,-999.0000,9,  -999.00,   3.4173
  06MT19990711,   421, 17,     18,2,19990716,0000, 55.7537, -50.2470, 3632,    197.6,   3.7100,  34.7550,2,   -999.0,9,     8.80,2,    15.65,2,     0.07, 2,     0.94,2,    4.606,2,    2.420,2,   -999.0,9,-999.0000,9,  -999.00,   3.6966
  06MT19990711,   421, 17,     19,2,19990716,0000, 55.7537, -50.2470, 3632,    100.3,   4.2490,  34.6580,2,   -999.0,9,     6.87,2,    12.89,2,     0.28, 2,     0.87,2,    5.373,2,    2.792,2,   -999.0,9,-999.0000,9,  -999.00,   4.2419
  06MT19990711,   421, 17,     20,2,19990716,0000, 55.7537, -50.2470, 3632,     10.1,   8.4900,  34.5120,2,   -999.0,9,     0.94,2,     4.19,2,     0.12, 2,     0.37,2,    4.818,2,    2.597,2,   -999.0,9,-999.0000,9,  -999.00,   8.4890
  06MT19990711,   421, 17,     21,2,19990716,0000, 55.7537, -50.2470, 3632,     10.2,   8.4900,  34.5120,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,   8.4889
  06MT19990711,   421, 17,     22,2,19990716,0000, 55.7537, -50.2470, 3632,     10.1,   8.4900,  34.5120,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,   8.4890
  06MT19990711,   422, 18,      2,2,19990717,0000, 56.3830, -50.6670, 3622,   3677.0,   1.6100,  34.8750,2,    298.6,2,     9.63,2,    14.04,2,     0.02, 2,     0.88,2,    3.709,2,    1.860,2,   2153.0,2,   7.7247,2,    25.00,   1.3215
  06MT19990711,   422, 18,      3,2,19990717,0000, 56.3830, -50.6670, 3622,   3611.7,   1.6160,  34.8760,2,    299.1,2,     9.78,2,    14.05,2,     0.01, 2,     0.86,2,    3.692,2,    1.863,2,   2153.5,2,   7.7262,2,    25.00,   1.3342
  06MT19990711,   422, 18,      4,2,19990717,0000, 56.3830, -50.6670, 3622,   3304.4,   2.6760,  34.9140,2,    282.4,2,    13.01,2,    15.95,2,     0.01, 2,     0.98,2,    2.049,2,    1.052,2,   2152.3,2,   7.7339,2,    25.00,   2.4003
  06MT19990711,   422, 18,      5,2,19990717,0000, 56.3830, -50.6670, 3622,   3048.3,   2.8900,  34.9170,2,    281.5,2,    12.42,2,    16.05,2,     0.01, 2,     0.98,2,    2.053,2,    1.028,2,   2152.6,2,   7.7339,2,    25.00,   2.6366
  06MT19990711,   422, 18,      6,2,19990717,0000, 56.3830, -50.6670, 3622,   2845.5,   2.9630,  34.9140,2,    281.8,2,    12.03,2,    16.29,2,     0.01, 2,     0.98,2,    2.080,2,    1.056,2,   2153.1,2,   7.7345,2,    25.00,   2.7291
  06MT19990711,   422, 18,      7,2,19990717,0000, 56.3830, -50.6670, 3622,   2639.1,   3.0500,  34.9040,2,    284.0,2,    11.48,2,    16.37,2,     0.01, 2,     0.98,2,    2.355,2,    1.237,2,   2153.8,2,   7.7337,2,    25.00,   2.8354
  06MT19990711,   422, 18,      8,2,19990717,0000, 56.3830, -50.6670, 3622,   2383.9,   3.0650,  34.8840,2,    288.9,2,    10.53,2,    16.41,2,     0.00, 2,     0.97,2,    2.963,2,    1.483,2,   2150.1,2,   7.7312,2,    25.00,   2.8754
  06MT19990711,   422, 18,      9,2,19990717,0000, 56.3830, -50.6670, 3622,   2129.7,   3.0050,  34.8610,2,    295.7,2,    10.02,2,    16.45,2,     0.01, 2,     0.97,2,    3.794,2,    1.883,2,   2150.7,2,   7.7294,2,    25.00,   2.8407
  06MT19990711,   422, 18,     10,2,19990717,0000, 56.3830, -50.6670, 3622,   1926.3,   3.0610,  34.8640,2,    294.1,2,    10.18,2,    16.67,2,     0.00, 2,     0.96,2,    3.677,2,    1.865,2,   2150.3,2,   7.7279,2,    25.00,   2.9145
  06MT19990711,   422, 18,     11,2,19990717,0000, 56.3830, -50.6670, 3622,   1724.3,   3.0860,  34.8610,2,    293.2,2,    10.14,2,    16.66,2,     0.01, 2,     0.97,2,    3.723,2,    1.929,2,   2150.6,2,   7.7263,2,    25.00,   2.9571
  06MT19990711,   422, 18,     12,2,19990717,0000, 56.3830, -50.6670, 3622,   1518.0,   3.1700,  34.8650,2,    291.4,2,    10.03,2,    16.80,2,     0.00, 2,     0.95,2,    3.706,2,    1.862,2,   2151.9,2,   7.7249,2,    25.00,   3.0579
  06MT19990711,   422, 18,     13,2,19990717,0000, 56.3830, -50.6670, 3622,   1313.7,   3.2380,  34.8650,2,    289.0,2,     9.95,2,    16.81,2,     0.01, 2,     0.95,2, -999.000,2, -999.000,2,   2150.3,2,   7.7227,2,    25.00,   3.1424
  06MT19990711,   422, 18,     14,2,19990717,0000, 56.3830, -50.6670, 3622,   1111.6,   3.3000,  34.8590,2,    291.1,2,     9.50,2,    16.66,2,     0.01, 2,     0.94,2,    4.202,2,    2.127,2,   2152.7,2,   7.7231,2,    25.00,   3.2203
  06MT19990711,   422, 18,     15,2,19990717,0000, 56.3830, -50.6670, 3622,    909.7,   3.2880,  34.8430,2,    293.9,2,     9.08,2,    16.29,2,     0.01, 2,     0.91,2,    4.448,2,    2.329,2,   2152.2,2,   7.7227,2,    25.00,   3.2243
  06MT19990711,   422, 18,     16,2,19990717,0000, 56.3830, -50.6670, 3622,    707.7,   3.2640,  34.8290,2,    301.1,2,     8.30,2,    15.66,2,     0.01, 2,     0.87,2,    4.810,2,    2.564,2,   2146.5,2,   7.7294,2,    25.00,   3.2157
  06MT19990711,   422, 18,     17,2,19990717,0000, 56.3830, -50.6670, 3622,    504.3,   3.3250,  34.8250,2,    302.9,2,     8.11,2,    15.39,2,     0.01, 2,     0.88,2,    4.929,2,    2.650,2,   2147.2,2,   7.7335,2,    25.00,   3.2911
  06MT19990711,   422, 18,     18,2,19990717,0000, 56.3830, -50.6670, 3622,    302.6,   3.2540,  34.8010,2,    305.2,2,     8.05,2,    15.46,2,     0.04, 2,     0.91,2,    5.072,2,    2.708,2,   2149.0,2,   7.7307,2,    25.00,   3.2344
  06MT19990711,   422, 18,     19,2,19990717,0000, 56.3830, -50.6670, 3622,    200.2,   3.3330,  34.7900,2,    302.8,2,     8.12,2,    15.46,2,     0.06, 2,     0.93,2, -999.000,2, -999.000,2,   2149.0,2,   7.7330,2,    25.00,   3.3200
  06MT19990711,   422, 18,     20,2,19990717,0000, 56.3830, -50.6670, 3622,    150.8,   3.4770,  34.7760,2,    304.6,2,     8.06,2,    15.27,2,     0.05, 2,     0.93,2, -999.000,2, -999.000,2,   2143.7,2,   7.7337,2,    25.00,   3.4671
  06MT19990711,   422, 18,     21,2,19990717,0000, 56.3830, -50.6670, 3622,    100.3,   3.6240,  34.7280,2,    308.4,2,     7.57,2,    13.99,2,     0.42, 2,     0.92,2,    5.409,2,    2.877,2,   2140.7,2,   7.7423,2,    25.00,   3.6174
  06MT19990711,   422, 18,     22,2,19990717,0000, 56.3830, -50.6670, 3622,     49.9,   4.6620,  34.6400,2,    314.5,2,     3.57,2,     9.66,2,     0.18, 2,     0.69,2,    5.459,2,    2.899,2,   2123.3,2,   7.7809,2,    25.00,   4.6583
  06MT19990711,   423, 19,      1,2,19990717,0000, 57.0167, -51.0670, 3589,   3632.6,   1.5720,  34.8750,2,   -999.0,9,     9.46,2,    13.97,2,     0.00, 2,     0.87,2,    3.788,2,    1.900,2,   -999.0,9,-999.0000,9,  -999.00,   1.2891
  06MT19990711,   423, 19,      2,2,19990717,0000, 57.0167, -51.0670, 3589,   3500.5,   1.8210,  34.8810,2,    295.8,2,    10.11,2,    14.22,2,     0.00, 2,     0.88,2,    3.596,2,    1.792,2,   -999.0,9,-999.0000,9,  -999.00,   1.5456
  06MT19990711,   423, 19,      3,2,19990717,0000, 57.0167, -51.0670, 3589,   3248.1,   2.4260,  34.9030,2,   -999.0,9,    12.48,2,    15.53,2,     0.00, 2,     0.88,2,    2.411,2,    1.207,2,   -999.0,9,-999.0000,9,  -999.00,   2.1622
  06MT19990711,   423, 19,      4,2,19990717,0000, 57.0167, -51.0670, 3589,   2998.2,   2.7520,  34.9180,2,   -999.0,9,    13.02,2,    16.07,2,     0.00, 2,     0.90,2,    1.925,2,    0.968,2,   -999.0,9,-999.0000,9,  -999.00,   2.5068
  06MT19990711,   423, 19,      5,2,19990717,0000, 57.0167, -51.0670, 3589,   2800.7,   2.8900,  34.9090,2,    282.6,2,    11.44,2,    15.98,2,     0.00, 2,     0.91,2,    2.344,2,    1.239,2,   -999.0,9,-999.0000,9,  -999.00,   2.6622
  06MT19990711,   423, 19,      6,2,19990717,0000, 57.0167, -51.0670, 3589,   2597.9,   2.9880,  34.8980,2,   -999.0,9,    10.86,2,    15.91,2,     0.00, 2,     0.90,2,    2.683,2,    1.359,2,   -999.0,9,-999.0000,9,  -999.00,   2.7787
  06MT19990711,   423, 19,      7,2,19990717,0000, 57.0167, -51.0670, 3589,   2396.9,   3.0510,  34.8860,2,   -999.0,9,    10.48,2,    15.94,2,     0.00, 2,     0.92,2,    3.110,2,    1.595,2,   -999.0,9,-999.0000,9,  -999.00,   2.8604
  06MT19990711,   423, 19,      8,2,19990717,0000, 57.0167, -51.0670, 3589,   2096.6,   2.9870,  34.8560,2,   -999.0,9,     9.71,2,    16.20,2,     0.00, 2,     0.95,2,    3.860,2,    1.954,2,   -999.0,9,-999.0000,9,  -999.00,   2.8260
  06MT19990711,   423, 19,      9,2,19990717,0000, 57.0167, -51.0670, 3589,   1897.5,   3.0350,  34.8570,2,   -999.0,9,     9.84,2,    16.27,2,     0.00, 2,     0.96,2,    3.893,2,    1.973,2,   -999.0,9,-999.0000,9,  -999.00,   2.8915
  06MT19990711,   423, 19,     10,2,19990717,0000, 57.0167, -51.0670, 3589,   1699.1,   3.1000,  34.8600,2,    293.4,2,     9.92,2,    16.34,2,     0.00, 2,     0.93,2,    3.830,2,    1.923,2,   -999.0,9,-999.0000,9,  -999.00,   2.9732
  06MT19990711,   423, 19,     11,2,19990717,0000, 57.0167, -51.0670, 3589,   1493.7,   3.1720,  34.8610,2,   -999.0,9,     9.78,2,    16.39,2,     0.00, 2,     0.90,2,    3.811,2,    1.978,2,   -999.0,9,-999.0000,9,  -999.00,   3.0620
  06MT19990711,   423, 19,     12,2,19990717,0000, 57.0167, -51.0670, 3589,   1296.2,   3.2560,  34.8620,2,   -999.0,9,     9.77,2,    16.40,2,     0.00, 2,     0.91,2,    3.948,2,    2.037,2,   -999.0,9,-999.0000,9,  -999.00,   3.1617
  06MT19990711,   423, 19,     13,2,19990717,0000, 57.0167, -51.0670, 3589,   1096.8,   3.2840,  34.8510,2,   -999.0,9,     9.38,2,    16.14,2,     0.00, 2,     0.86,2,    4.302,2,    2.204,2,   -999.0,9,-999.0000,9,  -999.00,   3.2056
  06MT19990711,   423, 19,     14,2,19990717,0000, 57.0167, -51.0670, 3589,    890.6,   3.2340,  34.8300,2,   -999.0,9,     8.59,2,    15.58,2,     0.00, 2,     0.94,2,    4.749,2,    2.466,2,   -999.0,9,-999.0000,9,  -999.00,   3.1722
  06MT19990711,   423, 19,     15,2,19990717,0000, 57.0167, -51.0670, 3589,    692.8,   3.2690,  34.8260,2,    300.5,2,     8.51,2,    15.33,2,     0.01, 2,     0.91,2,    4.790,2,    2.499,2,   -999.0,9,-999.0000,9,  -999.00,   3.2218
  06MT19990711,   423, 19,     16,2,19990717,0000, 57.0167, -51.0670, 3589,    496.8,   3.3030,  34.8200,2,   -999.0,9,     8.21,2,    15.12,2,     0.01, 2,     0.95,2,    4.847,2,    2.534,2,   -999.0,9,-999.0000,9,  -999.00,   3.2698
  06MT19990711,   423, 19,     17,2,19990717,0000, 57.0167, -51.0670, 3589,    295.6,   3.3610,  34.8100,2,    303.4,2,     8.29,2,    14.98,2,     0.02, 2,     0.95,2,    4.957,2,    2.569,2,   -999.0,9,-999.0000,9,  -999.00,   3.3416
  06MT19990711,   423, 19,     18,2,19990717,0000, 57.0167, -51.0670, 3589,    197.4,   3.5450,  34.8100,2,   -999.0,9,     8.35,2,    15.12,2,     0.04, 2,     0.98,2,    4.819,2,    2.547,2,   -999.0,9,-999.0000,9,  -999.00,   3.5319
  06MT19990711,   423, 19,     19,2,19990717,0000, 57.0167, -51.0670, 3589,     99.2,   3.7860,  34.7190,2,   -999.0,9,     7.61,2,    14.10,2,     0.38, 2,     0.95,2,    5.146,2,    2.696,2,   -999.0,9,-999.0000,9,  -999.00,   3.7793
  06MT19990711,   423, 19,     20,2,19990717,0000, 57.0167, -51.0670, 3589,     12.2,   6.5470,  34.5860,2,    319.6,2,     1.41,2,     5.56,2,     0.09, 2,     0.46,2,    5.283,2,    2.754,2,   -999.0,9,-999.0000,9,  -999.00,   6.5459
  06MT19990711,   423, 19,     21,2,19990717,0000, 57.0167, -51.0670, 3589,     12.3,   6.5470,  34.5860,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,   6.5459
  06MT19990711,   423, 19,     22,2,19990717,0000, 57.0167, -51.0670, 3589,     12.3,   6.5470,  34.5860,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,   6.5459
  06MT19990711,   424, 20,      1,2,19990717,0000, 57.6720, -51.4730, 3485,   3536.6,   1.4640,  34.8660,2,    302.7,2,     8.57,2,    13.61,2,     0.01, 2,     0.86,2,    3.827,2,    1.918,2,   2148.3,2,   7.7265,2,    25.00,   1.1939
  06MT19990711,   424, 20,      2,2,19990717,0000, 57.6720, -51.4730, 3485,   3460.2,   1.6390,  34.8760,2,    298.8,2,    10.04,2,    14.09,2,     0.00, 2,     0.92,2,    3.684,2,    1.824,2,   2153.5,2,   7.7250,2,    25.00,   1.3723
  06MT19990711,   424, 20,      3,2,19990717,0000, 57.6720, -51.4730, 3485,   3152.6,   2.4550,  34.9120,2,    283.3,2,    14.88,2,    16.00,2,     0.00, 2,     1.01,2,    1.892,2,    0.947,2,   2156.7,2,   7.7340,2,    25.00,   2.2005
  06MT19990711,   424, 20,      4,2,19990717,0000, 57.6720, -51.4730, 3485,   2845.0,   2.7810,  34.9030,2,    286.6,2,    11.53,2,    15.72,2,     0.00, 2,     1.00,2,    2.526,2,    1.281,2,   2153.6,2,   7.7326,2,    25.00,   2.5510
  06MT19990711,   424, 20,      5,2,19990717,0000, 57.6720, -51.4730, 3485,   2500.2,   2.9920,  34.8890,2,    289.0,2,    10.66,2,    16.17,2,     0.00, 2,     1.00,2,    2.959,2,    1.563,2,   2152.7,2,   7.7308,2,    25.00,   2.7924
  06MT19990711,   424, 20,      6,2,19990717,0000, 57.6720, -51.4730, 3485,   2249.3,   3.0220,  34.8680,2,    293.0,2,    10.47,2,    16.51,2,     0.00, 2,     1.04,2,    3.386,2,    1.713,2,   2152.2,2,   7.7299,2,    25.00,   2.8461
  06MT19990711,   424, 20,      7,2,19990717,0000, 57.6720, -51.4730, 3485,   1999.0,   3.0110,  34.8570,2,    296.7,2,    10.16,2,    16.64,2,     0.00, 2,     1.03,2, -999.000,2, -999.000,2,   2152.1,2,   7.7276,2,    25.00,   2.8586
  06MT19990711,   424, 20,      8,2,19990717,0000, 57.6720, -51.4730, 3485,   1747.0,   3.1000,  34.8600,2,    293.9,2,     9.65,2,    16.46,2,     0.01, 2,     1.04,2,    3.850,2,    1.936,2,   2152.9,2,   7.7260,2,    25.00,   2.9690
  06MT19990711,   424, 20,      9,2,19990717,0000, 57.6720, -51.4730, 3485,   1494.1,   3.2010,  34.8630,2,    292.3,2,     9.58,2,    16.54,2,     0.00, 2,     1.06,2,    3.908,2,    1.982,2,   2153.3,2,   7.7239,2,    25.00,   3.0906
  06MT19990711,   424, 20,     10,2,19990717,0000, 57.6720, -51.4730, 3485,   1247.7,   3.2720,  34.8580,2,    293.2,2,     9.18,2,    16.38,2,     0.01, 2,     1.03,2,    4.151,2,    2.135,2,   2152.9,2,   7.7244,2,    25.00,   3.1815
  06MT19990711,   424, 20,     11,2,19990717,0000, 57.6720, -51.4730, 3485,    991.3,   3.2700,  34.8380,2,    298.1,2,     8.56,2,    15.84,2,     0.01, 2,     1.00,2,    4.500,2,    2.342,2,   2151.2,2,   7.7276,2,    25.00,   3.2001
  06MT19990711,   424, 20,     12,2,19990717,0000, 57.6720, -51.4730, 3485,    747.8,   3.2600,  34.8240,2,    304.0,2,     8.10,2,    15.36,2,     0.01, 2,     0.96,2,    4.909,2,    2.551,2,   2148.2,2,   7.7323,2,    25.00,   3.2088
  06MT19990711,   424, 20,     13,2,19990717,0000, 57.6720, -51.4730, 3485,    498.6,   3.3910,  34.8270,2,    303.3,2,     8.05,2,    15.22,2,     0.02, 2,     0.97,2,    4.886,2,    2.555,2,   2148.7,2,   7.7339,2,    25.00,   3.3573
  06MT19990711,   424, 20,     14,2,19990717,0000, 57.6720, -51.4730, 3485,    398.6,   3.4400,  34.8250,2,    305.4,2,     7.79,2,    15.07,2,     0.02, 2,     0.97,2, -999.000,2, -999.000,2,   2147.9,2,   7.7346,2,    25.00,   3.4132
  06MT19990711,   424, 20,     15,2,19990717,0000, 57.6720, -51.4730, 3485,    300.8,   3.5670,  34.8310,2,    306.5,2,     7.88,2,    15.10,2,     0.03, 2,     0.96,2, -999.000,2, -999.000,2,   2147.4,2,   7.7349,2,    25.00,   3.5467
  06MT19990711,   424, 20,     16,2,19990717,0000, 57.6720, -51.4730, 3485,    198.3,   3.6440,  34.8080,2,    301.1,2,     8.07,2,    15.06,2,     0.04, 2,     0.98,2,    4.982,2,    2.635,2,   2145.9,2,   7.7353,2,    25.00,   3.6307
  06MT19990711,   424, 20,     17,2,19990717,0000, 57.6720, -51.4730, 3485,    158.9,   3.7470,  34.7960,2,    301.5,2,     7.93,2,    14.92,2,     0.04, 2,     0.95,2, -999.000,2, -999.000,2,   2145.8,2,   7.7355,2,    25.00,   3.7362
  06MT19990711,   424, 20,     18,2,19990717,0000, 57.6720, -51.4730, 3485,    128.8,   3.8960,  34.7650,2,    300.6,2,     7.68,2,    14.71,2,     0.12, 2,     0.97,2, -999.000,2, -999.000,2,   2144.7,2,   7.7399,2,    25.00,   3.8872
  06MT19990711,   424, 20,     19,2,19990717,0000, 57.6720, -51.4730, 3485,    101.4,   3.9460,  34.7260,2,    301.0,2,     7.21,2,    13.94,2,     0.26, 2,     0.90,2,    5.028,2,    2.657,2,   2138.9,2,   7.7495,2,    25.00,   3.9390
  06MT19990711,   424, 20,     20,2,19990717,0000, 57.6720, -51.4730, 3485,     69.3,   4.3110,  34.6470,2,    309.8,2,     5.74,2,    11.23,2,     0.28, 2,     0.80,2,    5.118,2,    2.718,2,   2130.8,2,   7.7711,2,    25.00,   4.3061
  06MT19990711,   424, 20,     21,2,19990717,0000, 57.6720, -51.4730, 3485,     40.4,   5.3750,  34.5990,2,    316.3,2,     3.29,2,     8.43,2,     0.18, 2,     0.67,2, -999.000,2, -999.000,2,   2119.2,2,   7.7975,2,    25.00,   5.3718
