EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,THETA
,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,,,DEG C,DEG C
  06MT19990711,   449, 46,      9,2,19990725,0000, 43.1950, -49.1550, 1003,    118.5,   0.6000,  33.7300,2,    310.2,2,     8.09,2,    10.78,2,     0.08, 2,     1.00,2, -999.000,2, -999.000,2,   2126.3,2,   7.6751,2,    25.00,   0.5953
  06MT19990711,   449, 46,     10,2,19990725,0000, 43.1950, -49.1550, 1003,     99.7,  -0.1480,  33.4680,2,    318.1,2,     6.94,2,     9.71,2,     0.06, 2,     0.97,2,    6.414,9,    3.302,2,   2125.0,2,   7.6700,2,    25.00,  -0.1512
  06MT19990711,   449, 46,     11,2,19990725,0000, 43.1950, -49.1550, 1003,     70.5,  -0.7580,  33.1940,2,    335.5,2,     5.22,2,     6.82,2,     0.05, 2,     0.88,2, -999.000,9, -999.000,2,   2112.8,2,   7.6887,2,    25.00,  -0.7599
  06MT19990711,   449, 46,     12,2,19990725,0000, 43.1950, -49.1550, 1003,     41.5,   1.2530,  32.7390,2,    387.9,2,     1.26,2,     1.84,2,     0.05, 2,     0.64,2, -999.000,2, -999.000,2,   2072.3,2,   7.7863,2,    25.00,   1.2512
  06MT19990711,   449, 46,     13,2,19990725,0000, 43.1950, -49.1550, 1003,     10.8,  11.0530,  32.3290,2,    306.5,2,     0.33,2,     0.00,2,     0.01, 2,     0.28,2,    4.615,2,    2.537,2,   2001.2,2,   7.8919,2,    25.00,  11.0517
  06MT19990711,   450, 46,      1,2,19990725,0000, 43.1950, -49.1550, 1003,   1570.1,   3.3440,  34.8810,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    3.461,2,    1.784,2,   -999.0,9,-999.0000,9,  -999.00,   3.2254
  06MT19990711,   450, 46,      2,2,19990725,0000, 43.1950, -49.1550, 1003,   1400.5,   3.3350,  34.8780,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    3.584,2,    1.862,2,   -999.0,9,-999.0000,9,  -999.00,   3.2311
  06MT19990711,   450, 46,      3,2,19990725,0000, 43.1950, -49.1550, 1003,   1301.0,   3.3660,  34.8770,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,   3.2701
  06MT19990711,   450, 46,      4,2,19990725,0000, 43.1950, -49.1550, 1003,   1300.7,   3.3660,  34.8770,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    3.663,2,    1.891,2,   -999.0,9,-999.0000,9,  -999.00,   3.2701
  06MT19990711,   450, 46,      5,2,19990725,0000, 43.1950, -49.1550, 1003,   1149.3,   3.3530,  34.8670,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    4.040,2,    2.051,2,   -999.0,9,-999.0000,9,  -999.00,   3.2698
  06MT19990711,   450, 46,      6,2,19990725,0000, 43.1950, -49.1550, 1003,    997.1,   3.4390,  34.8680,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    4.127,2,    2.103,2,   -999.0,9,-999.0000,9,  -999.00,   3.3673
  06MT19990711,   450, 46,      7,2,19990725,0000, 43.1950, -49.1550, 1003,    847.1,   3.5500,  34.8640,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    4.268,2,    2.171,2,   -999.0,9,-999.0000,9,  -999.00,   3.4893
  06MT19990711,   450, 46,      8,2,19990725,0000, 43.1950, -49.1550, 1003,    697.2,   3.6850,  34.8660,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    4.217,2,    2.196,2,   -999.0,9,-999.0000,9,  -999.00,   3.6351
  06MT19990711,   450, 46,      9,2,19990725,0000, 43.1950, -49.1550, 1003,    548.2,   3.7900,  34.8500,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    4.209,2,    2.209,2,   -999.0,9,-999.0000,9,  -999.00,   3.7510
  06MT19990711,   450, 46,     10,2,19990725,0000, 43.1950, -49.1550, 1003,    400.0,   3.6520,  34.7920,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    4.964,2,    2.567,2,   -999.0,9,-999.0000,9,  -999.00,   3.6245
  06MT19990711,   450, 46,     11,2,19990725,0000, 43.1950, -49.1550, 1003,    197.9,   2.8150,  34.4710,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    5.850,2,    3.006,2,   -999.0,9,-999.0000,9,  -999.00,   2.8031
  06MT19990711,   450, 46,     12,2,19990725,0000, 43.1950, -49.1550, 1003,     97.4,   0.8700,  33.7660,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    6.118,2,    3.086,2,   -999.0,9,-999.0000,9,  -999.00,   0.8659
  06MT19990711,   450, 46,     13,2,19990725,0000, 43.1950, -49.1550, 1003,     11.4,  10.6650,  32.3460,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9,    4.410,2,    2.419,2,   -999.0,9,-999.0000,9,  -999.00,  10.6637
  06MT19990711,   451, 48,      1,2,19990726,0000, 43.0800, -48.8660, 2001,   2016.6,   3.1610,  34.8980,2,    284.6,2,    11.96,2,    17.13,2,     0.00, 2,     1.08,2,    2.539,2,    1.266,2,   2152.7,2,   7.7374,2,    25.00,   3.0046
  06MT19990711,   451, 48,      2,2,19990726,0000, 43.0800, -48.8660, 2001,   1926.7,   3.1700,  34.8960,2,    285.5,2,    11.68,2,    17.01,2,     0.00, 2,     1.06,2,    2.652,2,    1.303,2,   2153.7,2,   7.7359,2,    25.00,   3.0217
  06MT19990711,   451, 48,      3,2,19990726,0000, 43.0800, -48.8660, 2001,   1722.6,   3.1880,  34.8870,2,    288.2,2,    11.19,2,    16.97,2,     0.00, 2,     1.04,2, -999.000,2, -999.000,2,   2152.2,2,   7.7331,2,    25.00,   3.0579
  06MT19990711,   451, 48,      4,2,19990726,0000, 43.0800, -48.8660, 2001,   1722.5,   3.1880,  34.8870,2,    287.5,2,    11.33,2,    16.94,2,     0.00, 2,     1.03,2,    3.040,2,    1.511,2,   2154.9,2,   7.7322,2,    25.00,   3.0579
  06MT19990711,   451, 48,      5,2,19990726,0000, 43.0800, -48.8660, 2001,   1519.5,   3.2490,  34.8860,2,    286.9,2,    10.86,2,    16.94,2,     0.00, 2,     1.03,2,    3.097,2,    1.542,2,   2153.2,2,   7.7323,2,    25.00,   3.1358
  06MT19990711,   451, 48,      6,2,19990726,0000, 43.0800, -48.8660, 2001,   1314.8,   3.3680,  34.8880,2,    285.8,2,    10.65,2,    16.91,2,     0.00, 2,     1.01,2,    3.364,2,    1.687,2,   2154.7,2,   7.7293,2,    25.00,   3.2709
  06MT19990711,   451, 48,      7,2,19990726,0000, 43.0800, -48.8660, 2001,   1111.0,   3.3840,  34.8740,2,    286.7,2,     9.99,2,    16.73,2,     0.01, 2,     0.99,2,    3.933,2,    1.967,2,   2155.5,2,   7.7293,2,    25.00,   3.3036
  06MT19990711,   451, 48,      8,2,19990726,0000, 43.0800, -48.8660, 2001,    910.0,   3.9490,  34.9400,2,    275.4,2,    10.18,2,    17.13,2,     0.01, 2,     1.01,2,    3.147,2,    1.594,2,   2157.0,2,   7.7284,2,    25.00,   3.8805
  06MT19990711,   451, 48,      9,2,19990726,0000, 43.0800, -48.8660, 2001,    706.1,   4.1330,  34.9370,2,    272.9,2,     9.83,2,    17.05,2,     0.00, 2,     0.97,2,    3.394,2,    1.740,2,   2158.3,2,   7.7268,2,    25.00,   4.0799
  06MT19990711,   451, 48,     10,2,19990726,0000, 43.0800, -48.8660, 2001,    501.4,   3.6740,  34.8250,2,    291.8,2,     8.33,2,    15.55,2,     0.01, 2,     0.89,2,    4.681,2,    2.406,2,   2150.2,2,   7.7305,2,    25.00,   3.6390
  06MT19990711,   451, 48,     11,2,19990726,0000, 43.0800, -48.8660, 2001,    297.9,   3.3430,  34.6570,2,    277.5,2,    10.74,2,    15.42,2,     0.01, 2,     0.93,2,    5.039,2,    2.609,2,   2155.8,2,   7.6983,2,    25.00,   3.3235
  06MT19990711,   451, 48,     12,2,19990726,0000, 43.0800, -48.8660, 2001,    198.1,   2.5300,  34.3750,2,    295.5,2,     8.47,2,    13.70,2,     0.04, 2,     0.84,2,    5.428,2,    2.760,2,   2141.6,2,   7.7125,2,    25.00,   2.5186
  06MT19990711,   451, 48,     13,2,19990726,0000, 43.0800, -48.8660, 2001,    158.0,   2.0060,  34.1950,2,    298.5,2,     8.52,2,    12.94,2,     0.07, 2,     0.85,2, -999.000,2, -999.000,2,   2136.8,2,   7.7034,2,    25.00,   1.9977
  06MT19990711,   451, 48,     14,2,19990726,0000, 43.0800, -48.8660, 2001,    127.7,   3.0050,  34.1180,2,    303.7,2,     7.86,2,    11.89,2,     0.13, 2,     0.85,2, -999.000,2, -999.000,2,   2132.7,2,   7.6986,2,    25.00,   2.9973
  06MT19990711,   451, 48,     15,2,19990726,0000, 43.0800, -48.8660, 2001,     99.8,   0.8270,  33.7710,2,    310.9,2,     7.15,2,    10.97,2,     0.12, 2,     0.88,2,    6.152,2,    3.109,2,   2130.0,2,   7.6866,2,    25.00,   0.8229
  06MT19990711,   451, 48,     16,2,19990726,0000, 43.0800, -48.8660, 2001,     69.9,  -0.1290,  33.4830,2,    317.6,2,     4.40,2,     9.59,2,     0.09, 2,     0.89,2, -999.000,9, -999.000,2,   2129.6,2,   7.6686,2,    25.00,  -0.1313
  06MT19990711,   451, 48,     17,2,19990726,0000, 43.0800, -48.8660, 2001,     39.3,   7.1310,  32.7720,2,    362.4,2,     0.83,2,     0.40,2,     0.03, 2,     0.30,2, -999.000,2, -999.000,2,   2025.4,2,   7.9028,2,    25.00,   7.1275
  06MT19990711,   451, 48,     18,2,19990726,0000, 43.0800, -48.8660, 2001,     10.3,  14.7130,  32.7890,2,    254.1,2,     0.84,2,     0.00,2,     0.01, 2,     0.17,2,    3.031,2,    1.742,2,   1996.0,2,   7.9367,2,    25.00,  14.7115
  06MT19990711,   451, 48,     19,2,19990726,0000, 43.0800, -48.8660, 2001,     10.2,  14.7130,  32.7890,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,  14.7115
  06MT19990711,   451, 48,     20,2,19990726,0000, 43.0800, -48.8660, 2001,     10.2,  14.7130,  32.7890,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,  14.7115
  06MT19990711,   451, 48,     21,2,19990726,0000, 43.0800, -48.8660, 2001,     10.4,  14.7130,  32.7890,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,  14.7115
  06MT19990711,   451, 48,     22,2,19990726,0000, 43.0800, -48.8660, 2001,     10.4,  14.7130,  32.7890,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,  14.7115
  06MT19990711,   452, 49,      1,2,19990726,0000, 43.0370, -48.7110, 2386,   2409.0,   2.9840,  34.9140,2,    281.5,2,    13.46,2,    16.97,2,     0.00, 2,     1.07,2,    1.948,2,    0.969,2,   2154.8,2,   7.7356,2,    25.00,   2.7933
  06MT19990711,   452, 49,      2,2,19990726,0000, 43.0370, -48.7110, 2386,   2300.4,   3.0230,  34.9130,2,    282.8,2,    12.94,2,    17.04,2,     0.00, 2,     1.10,2,    2.078,2,    1.024,2,   2151.1,2,   7.7385,2,    25.00,   2.8421
  06MT19990711,   452, 49,      3,2,19990726,0000, 43.0370, -48.7110, 2386,   2101.3,   3.0920,  34.9000,2,    286.9,2,    11.99,2,    17.14,2,     0.00, 2,     1.13,2, -999.000,2, -999.000,2,   2155.8,2,   7.7372,2,    25.00,   2.9288
  06MT19990711,   452, 49,      4,2,19990726,0000, 43.0370, -48.7110, 2386,   2101.2,   3.0920,  34.9000,2,    286.1,2,    12.09,2,    17.07,2,     0.00, 2,     1.16,2,    2.498,2,    1.263,2,   2155.7,2,   7.7368,2,    25.00,   2.9288
  06MT19990711,   452, 49,      5,2,19990726,0000, 43.0370, -48.7110, 2386,   1899.2,   3.1190,  34.8900,2,    287.2,2,    11.66,2,    17.20,2,     0.00, 2,     1.17,2,    2.785,2,    1.394,2,   2152.6,2,   7.7365,2,    25.00,   2.9740
  06MT19990711,   452, 49,      6,2,19990726,0000, 43.0370, -48.7110, 2386,   1694.6,   3.1590,  34.8840,2,    289.9,2,    11.19,2,    17.35,2,     0.00, 2,     1.19,2,    3.226,2,    1.577,2,   2154.2,2,   7.7334,2,    25.00,   3.0317
  06MT19990711,   452, 49,      7,2,19990726,0000, 43.0370, -48.7110, 2386,   1498.1,   3.2760,  34.8910,2,    286.2,2,    11.49,2,    17.50,2,     0.00, 2,     1.23,2,    2.868,2,    1.446,2,   2154.2,2,   7.7329,2,    25.00,   3.1644
  06MT19990711,   452, 49,      8,2,19990726,0000, 43.0370, -48.7110, 2386,   1299.5,   3.3710,  34.8880,2,    285.8,2,    11.05,2,    17.47,2,     0.01, 2,     1.25,2,    3.390,2,    1.678,2,   2155.1,2,   7.7286,2,    25.00,   3.2752
  06MT19990711,   452, 49,      9,2,19990726,0000, 43.0370, -48.7110, 2386,   1093.6,   3.7940,  34.9410,2,    279.8,2,    11.32,2,    17.71,2,     0.01, 2,     1.30,2,    3.105,2,    1.576,2,   2155.6,2,   7.7286,2,    25.00,   3.7114
  06MT19990711,   452, 49,     10,2,19990726,0000, 43.0370, -48.7110, 2386,    901.2,   4.0700,  34.9690,2,    265.6,2,    11.84,2,    18.37,2,     0.02, 2,     1.37,2,    2.348,2,    1.147,2,   2160.0,2,   7.7298,2,    25.00,   4.0013
  06MT19990711,   452, 49,     11,2,19990726,0000, 43.0370, -48.7110, 2386,    697.9,   4.2880,  34.9680,2,    262.9,2,    11.46,2,    18.32,2,     0.02, 2,     1.35,2,    2.702,2,    1.375,2,   2160.4,2,   7.7268,2,    25.00,   4.2347
  06MT19990711,   452, 49,     12,2,19990726,0000, 43.0370, -48.7110, 2386,    498.1,   4.6190,  34.9520,2,    256.8,2,    11.47,2,    18.40,2,     0.02, 2,     1.35,2,    2.940,2,    1.512,2,   2162.1,2,   7.7211,2,    25.00,   4.5804
  06MT19990711,   452, 49,     13,2,19990726,0000, 43.0370, -48.7110, 2386,    297.8,   5.2980,  34.8960,2,    231.0,2,    12.27,2,    19.28,2,     0.02, 2,     1.42,2,    2.839,2,    1.437,2,   2164.9,2,   7.7056,2,    25.00,   5.2738
  06MT19990711,   452, 49,     14,2,19990726,0000, 43.0370, -48.7110, 2386,    197.9,   5.5450,  34.7660,2,    227.2,2,    12.08,2,    18.97,2,     0.02, 2,     1.42,2,    3.266,2,    1.715,2,   2165.2,2,   7.6920,2,    25.00,   5.5287
  06MT19990711,   452, 49,     15,2,19990726,0000, 43.0370, -48.7110, 2386,    157.5,   5.0870,  34.5770,2,    229.6,2,    11.61,2,    18.08,2,     0.03, 2,     1.37,2, -999.000,2, -999.000,2,   2160.5,2,   7.6908,2,    25.00,   5.0747
  06MT19990711,   452, 49,     16,2,19990726,0000, 43.0370, -48.7110, 2386,    127.1,   4.9490,  34.4390,2,    243.6,2,     9.98,2,    15.90,2,     0.02, 2,     1.23,2, -999.000,2, -999.000,2,   2149.5,2,   7.7010,2,    25.00,   4.9393
  06MT19990711,   452, 49,     17,2,19990726,0000, 43.0370, -48.7110, 2386,     98.5,   3.8110,  34.0560,2,    263.0,2,     8.32,2,    13.56,2,     0.03, 2,     1.08,2, -999.000,2, -999.000,2,   2140.6,2,   7.7097,2,    25.00,   3.8045
  06MT19990711,   452, 49,     18,2,19990726,0000, 43.0370, -48.7110, 2386,     88.1,   3.4460,  33.9180,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,   3.4404
  06MT19990711,   452, 49,     19,2,19990726,0000, 43.0370, -48.7110, 2386,     69.9,   3.1380,  33.6410,2,    297.6,2,     5.10,2,     9.37,2,     0.03, 2,     0.87,2, -999.000,2, -999.000,2,   2120.8,2,   7.7290,2,    25.00,   3.1338
  06MT19990711,   452, 49,     20,2,19990726,0000, 43.0370, -48.7110, 2386,     39.7,   8.0380,  33.2650,2,    335.3,2,     1.87,2,     1.99,2,     0.09, 2,     0.52,2, -999.000,2, -999.000,2,   2071.9,2,   7.8226,2,    25.00,   8.0341
  06MT19990711,   452, 49,     21,2,19990726,0000, 43.0370, -48.7110, 2386,     10.2,  17.9490,  33.2270,2,    257.1,2,     1.10,2,     0.03,2,     0.03, 2,     0.20,2, -999.000,2, -999.000,2,   1998.2,2,   7.9420,2,    25.00,  17.9473
  06MT19990711,   452, 49,     22,2,19990726,0000, 43.0370, -48.7110, 2386,      7.4,  18.1470,  33.2220,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00, 9,  -999.00,9, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,  18.1457
  06MT19990711,   454, 50,      1,2,19990728,0000, 42.9950, -48.5550, 2945,   2979.4,   2.6020,  34.9120,2,    281.9,2,    15.01,2,    16.58,2,     0.00, 2,     1.05,2,    1.929,2,    0.958,2,   2156.6,2,   7.7420,2,    25.00,   2.3620
  06MT19990711,   454, 50,      2,2,19990728,0000, 42.9950, -48.5550, 2945,   2851.2,   2.6990,  34.9140,2,    281.9,2,    14.29,2,    16.65,2,     0.00, 2,     1.04,2,    1.869,2,    0.940,2,   2156.3,2,   7.7427,2,    25.00,   2.4700
  06MT19990711,   454, 50,      3,2,19990728,0000, 42.9950, -48.5550, 2945,   2697.4,   2.8490,  34.9180,2,    280.6,2,    14.20,2,    16.85,2,     0.00, 2,     1.05,2,    1.802,2,    0.894,2,   2155.1,2,   7.7446,2,    25.00,   2.6324
  06MT19990711,   454, 50,      4,2,19990728,0000, 42.9950, -48.5550, 2945,   2498.0,   2.9600,  34.9150,2,    282.0,2,    13.22,2,    16.80,2,     0.00, 2,     1.07,2,    1.941,2,    0.980,2,   2153.8,2,   7.7419,2,    25.00,   2.7611
  06MT19990711,   454, 50,      5,2,19990728,0000, 42.9950, -48.5550, 2945,   2300.1,   3.0390,  34.9050,2,    285.4,2,    12.23,2,    16.86,2,     0.00, 2,     1.09,2,    2.346,2,    1.167,2,   2154.6,2,   7.7408,2,    25.00,   2.8579
  06MT19990711,   454, 50,      6,2,19990728,0000, 42.9950, -48.5550, 2945,   2096.6,   3.1230,  34.9010,2,    286.3,2,    11.84,2,    17.00,2,     0.00, 2,     1.11,2,    2.512,2,    1.258,2,   2152.8,2,   7.7402,2,    25.00,   2.9597
  06MT19990711,   454, 50,      7,2,19990728,0000, 42.9950, -48.5550, 2945,   1896.4,   3.1590,  34.8930,2,    287.1,2,    11.42,2,    17.06,2,     0.00, 2,     1.11,2,    2.810,2,    1.408,2,   2152.2,2,   7.7381,2,    25.00,   3.0137
  06MT19990711,   454, 50,      8,2,19990728,0000, 42.9950, -48.5550, 2945,   1698.5,   3.2040,  34.8880,2,    288.5,2,    11.15,2,    17.03,2,     0.00, 2,     1.11,2,    3.142,2,    1.552,2,   2150.3,2,   7.7350,2,    25.00,   3.0758
  06MT19990711,   454, 50,      9,2,19990728,0000, 42.9950, -48.5550, 2945,   1497.4,   3.3590,  34.9010,2,    283.6,2,    11.19,2,    17.30,2,     0.00, 2,     1.13,2,    2.811,2,    1.396,2,   2153.3,2,   7.7366,2,    25.00,   3.2464
  06MT19990711,   454, 50,     10,2,19990728,0000, 42.9950, -48.5550, 2945,   1293.9,   3.4810,  34.9060,2,    282.6,2,    10.93,2,    17.28,2,     0.00, 2,     1.12,2,    2.956,2,    1.473,2,   2155.2,2,   7.7353,2,    25.00,   3.3845
  06MT19990711,   454, 50,     11,2,19990728,0000, 42.9950, -48.5550, 2945,   1097.5,   3.8040,  34.9390,2,    273.8,2,    11.17,2,    17.55,2,     0.00, 2,     1.12,2,    2.477,2,    1.255,2,   2156.9,2,   7.7359,2,    25.00,   3.7210
  06MT19990711,   454, 50,     12,2,19990728,0000, 42.9950, -48.5550, 2945,    897.7,   4.0470,  34.9550,2,    269.5,2,    11.09,2,    17.65,2,     0.00, 2,     1.13,2,    2.606,2,    1.331,2,   2158.7,2,   7.7333,2,    25.00,   3.9788
  06MT19990711,   454, 50,     13,2,19990728,0000, 42.9950, -48.5550, 2945,    696.6,   4.5560,  35.0050,2,    256.3,2,    11.06,2,    17.98,2,     0.00, 2,     1.13,2,    2.326,2,    1.170,2,   2162.3,2,   7.7301,2,    25.00,   4.5013
  06MT19990711,   454, 50,     14,2,19990728,0000, 42.9950, -48.5550, 2945,    496.8,   4.9420,  34.9950,2,    243.7,2,    11.36,2,    18.50,2,     0.01, 2,     1.20,2,    2.549,2,    1.278,2,   2164.4,2,   7.7239,2,    25.00,   4.9022
  06MT19990711,   454, 50,     15,2,19990728,0000, 42.9950, -48.5550, 2945,    298.4,   5.3350,  34.8860,2,    229.6,2,    11.79,2,    18.99,2,     0.01, 2,     1.27,2,    2.703,2,    1.385,2,   2170.3,2,   7.7094,2,    25.00,   5.3107
  06MT19990711,   454, 50,     16,2,19990728,0000, 42.9950, -48.5550, 2945,    197.3,   5.0330,  34.6650,2,    229.2,2,    11.55,2,    18.43,2,     0.01, 2,     1.27,2,    3.238,2,    1.689,2,   2163.8,2,   7.6955,2,    25.00,   5.0176
  06MT19990711,   454, 50,     17,2,19990728,0000, 42.9950, -48.5550, 2945,    157.0,   3.9200,  34.4050,2,    255.7,2,    10.47,2,    15.90,2,     0.01, 2,     1.14,2, -999.000,2, -999.000,2,   2154.2,2,   7.6970,2,    25.00,   3.9093
  06MT19990711,   454, 50,     18,2,19990728,0000, 42.9950, -48.5550, 2945,    127.4,   3.4540,  34.1650,2,    273.0,2,     8.81,2,    13.58,2,     0.02, 2,     1.05,2, -999.000,2, -999.000,2,   2142.0,2,   7.7021,2,    25.00,   3.4458
  06MT19990711,   454, 50,     19,2,19990728,0000, 42.9950, -48.5550, 2945,    100.0,   2.8970,  33.9810,2,    287.1,2,     6.80,2,    11.41,2,     0.05, 2,     0.95,2,    5.470,2,    2.833,2,   2132.9,2,   7.7095,2,    25.00,   2.8911
  06MT19990711,   454, 50,     20,2,19990728,0000, 42.9950, -48.5550, 2945,     68.5,  -0.1280,  33.1630,2,    320.5,2,     4.04,2,     7.12,2,     0.18, 2,     0.86,2, -999.000,9, -999.000,2,   2116.8,2,   7.7006,2,    25.00,  -0.1302
  06MT19990711,   454, 50,     21,2,19990728,0000, 42.9950, -48.5550, 2945,     38.6,   3.4220,  33.1140,2,    384.8,2,     0.26,2,     0.01,2,     0.03, 2,     0.36,2, -999.000,2, -999.000,2,   2037.9,2,   7.8825,2,    25.00,   3.4196
  06MT19990711,   454, 50,     22,2,19990728,0000, 42.9950, -48.5550, 2945,     13.1,  16.6630,  33.0480,2,    248.6,2,     0.86,2,     0.00,2,     0.01, 2,     0.18,2,    2.890,2,    1.657,2,   1992.8,2,   7.9424,2,    25.00,  16.6609
  06MT19990711,   456, 52,      1,2,19990729,0000, 42.8933, -48.1930, 3294,   3321.4,   2.2110,  34.8980,2,    281.1,2,    18.91,2,    16.55,2,     0.01, 2,     1.10,2,    1.921,2,    0.925,2,   -999.0,9,-999.0000,9,  -999.00,   1.9446
  06MT19990711,   456, 52,      2,2,19990729,0000, 42.8933, -48.1930, 3294,   3201.3,   2.3340,  34.9030,2,    281.8,2,    16.69,2,    16.33,2,     0.00, 2,     1.07,2,    1.918,2,    0.948,2,   -999.0,9,-999.0000,9,  -999.00,   2.0772
  06MT19990711,   456, 52,      3,2,19990729,0000, 42.8933, -48.1930, 3294,   2997.6,   2.6020,  34.9120,2,    281.5,2,    14.91,2,    16.38,2,     0.00, 2,     1.06,2,    1.861,2,    0.922,2,   -999.0,9,-999.0000,9,  -999.00,   2.3602
  06MT19990711,   456, 52,      4,2,19990729,0000, 42.8933, -48.1930, 3294,   2898.2,   2.6890,  34.9140,2,    281.1,2,    14.58,2,    16.36,2,     0.00, 2,     1.06,2,    1.844,2,    0.913,2,   -999.0,9,-999.0000,9,  -999.00,   2.4555
  06MT19990711,   456, 52,      5,2,19990729,0000, 42.8933, -48.1930, 3294,   2700.8,   2.8500,  34.9180,2,    279.9,2,    14.11,2,    16.56,2,     0.00, 2,     1.05,2,    1.781,2,    0.879,2,   -999.0,9,-999.0000,9,  -999.00,   2.6331
  06MT19990711,   456, 52,      6,2,19990729,0000, 42.8933, -48.1930, 3294,   2497.1,   2.9730,  34.9160,2,    280.4,2,    13.21,2,    16.62,2,     0.01, 2,     1.05,2,    1.926,2,    0.950,2,   -999.0,9,-999.0000,9,  -999.00,   2.7739
  06MT19990711,   456, 52,      7,2,19990729,0000, 42.8933, -48.1930, 3294,   2296.2,   3.0550,  34.9100,2,    281.7,2,    12.60,2,    16.76,2,     0.00, 2,     1.03,2,    2.145,2,    1.044,2,   -999.0,9,-999.0000,9,  -999.00,   2.8739
  06MT19990711,   456, 52,      8,2,19990729,0000, 42.8933, -48.1930, 3294,   2099.0,   3.1870,  34.9140,2,    280.4,2,    12.82,2,    17.10,2,     0.00, 2,     1.09,2,    1.969,2,    0.960,2,   -999.0,9,-999.0000,9,  -999.00,   3.0225
  06MT19990711,   456, 52,      9,2,19990729,0000, 42.8933, -48.1930, 3294,   1898.2,   3.1970,  34.9000,2,    284.0,2,    11.92,2,    17.02,2,     0.00, 2,     1.10,2,    2.488,2,    1.239,2,   -999.0,9,-999.0000,9,  -999.00,   3.0509
  06MT19990711,   456, 52,     10,2,19990729,0000, 42.8933, -48.1930, 3294,   1702.0,   3.2170,  34.8900,2,    284.9,2,    11.41,2,    17.17,2,     0.00, 2,     1.11,2,    2.817,2,    1.384,2,   -999.0,9,-999.0000,9,  -999.00,   3.0883
  06MT19990711,   456, 52,     11,2,19990729,0000, 42.8933, -48.1930, 3294,   1498.8,   3.2910,  34.8890,2,    286.4,2,    10.85,2,    17.08,2,     0.01, 2,     1.12,2,    3.145,2,    1.601,2,   -999.0,9,-999.0000,9,  -999.00,   3.1791
  06MT19990711,   456, 52,     12,2,19990729,0000, 42.8933, -48.1930, 3294,   1300.3,   3.5310,  34.9140,2,    280.4,2,    11.14,2,    17.25,2,     0.01, 2,     1.13,2,    2.844,2,    1.453,2,   -999.0,9,-999.0000,9,  -999.00,   3.4335
  06MT19990711,   456, 52,     13,2,19990729,0000, 42.8933, -48.1930, 3294,   1099.6,   3.7740,  34.9370,2,    272.6,2,    11.27,2,    17.58,2,     0.01, 2,     1.19,2, -999.000,2, -999.000,2,   -999.0,9,-999.0000,9,  -999.00,   3.6911
