EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,PH,PH_FLAG_W,ALKALI,ALKALI_FLAG_W,TCARBN,TCARBN_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,BARIUM,BARIUM_FLAG_W,CALCIUM,CALCIUM_FLAG_W,CHLORA,CHLORA_FLAG_W,TOC,TOC_FLAG_W,CU,CU_FLAG_W,NI,NI_FLAG_W,THETA,SIG0
,,,,,,,,,,,METERS,DBAR,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,,,UMOL/KG,,UMOL/KG,,/MILLE,,/MILLE,,/MILLE,NMOL/KG,,MMOL/KG,,UG/KG,,UMOL/L,,UMOL/L,,UMOL/L,,ITS-90,KG/M^3
   49NZ199905_1,   P01C,6,1,15,15,2,19990825,931,42.4838,145.8415,3165,499.9,2,3.5821,2,34.0545,2,34.0621,2,35.22,2,120.71,2,109.03,2,43.49,2,0.01,2,3.07,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.5482,27.0852
   49NZ199905_1,   P01C,6,1,14,14,2,19990825,931,42.4838,145.8415,3165,600.7,2,3.6013,2,34.1863,2,34.1856,2,29,2,42.96,2,118.44,2,43.73,2,0.01,2,3.09,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.5599,27.1824
   49NZ199905_1,   P01C,6,1,13,13,2,19990825,931,42.4838,145.8415,3165,700.3,2,3.2781,2,34.2334,2,34.2342,2,20.56,2,33.35,2,129.18,2,44.73,2,0.01,2,3.14,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.231,27.2526
   49NZ199905_1,   P01C,6,1,12,12,2,19990825,931,42.4838,145.8415,3165,800.5,2,3.1598,2,34.2955,2,34.297,2,21.78,2,35.43,2,134.78,2,44.63,2,0,2,3.14,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.106,27.3143
   49NZ199905_1,   P01C,6,1,11,11,2,19990825,931,42.4838,145.8415,3165,899.8,2,2.9851,2,34.3439,2,34.3449,6,21.26,2,35.26,2,140.95,2,44.72,2,0,2,3.16,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.9251,27.369
   49NZ199905_1,   P01C,6,1,10,10,2,19990825,931,42.4838,145.8415,3165,999.5,2,2.8465,2,34.3874,2,34.387,2,23.3,2,36.64,2,145.97,2,44.75,2,0,2,3.15,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.78,27.4155
   49NZ199905_1,   P01C,6,1,9,9,2,19990825,931,42.4838,145.8415,3165,1100.8,2,2.6989,2,34.419,2,34.4222,2,24.43,2,39.12,2,150.77,2,44.83,2,0,2,3.14,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.626,27.4571
   49NZ199905_1,   P01C,6,1,8,8,2,19990825,931,42.4838,145.8415,3165,1248.9,2,2.5162,2,34.4619,2,34.4616,2,27.73,2,41.99,2,156.33,2,44.71,6,0,2,3.15,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.4338,27.505
   49NZ199905_1,   P01C,6,1,7,7,2,19990825,931,42.4838,145.8415,3165,1500.2,2,2.2738,2,34.5207,2,34.5235,2,37.33,2,51.59,2,161.39,2,44.16,2,0,2,3.09,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1744,27.576
   49NZ199905_1,   P01C,6,1,6,6,2,19990825,931,42.4838,145.8415,3165,1748.7,2,2.0899,2,34.564,2,34.5643,6,50.15,2,67.23,2,162.9,2,43.43,2,0,2,3.03,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.973,27.6248
   49NZ199905_1,   P01C,6,1,5,5,2,19990825,931,42.4838,145.8415,3165,1999.3,2,1.9157,2,34.5987,2,34.5989,2,66.45,2,84.31,2,162.25,2,42.44,2,0,2,2.97,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.7807,27.6674
   49NZ199905_1,   P01C,6,1,4,4,2,19990825,931,42.4838,145.8415,3165,2250.4,2,1.7854,2,34.6224,2,34.6221,2,80.7,2,98.26,2,161.57,2,41.54,2,0,2,2.85,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.6312,27.6973
   49NZ199905_1,   P01C,6,1,3,3,2,19990825,931,42.4838,145.8415,3165,2499.7,2,1.677,2,34.641,2,34.6403,2,94.43,2,112.38,2,159.94,2,40.6,2,0,2,2.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.5028,27.7213
   49NZ199905_1,   P01C,6,1,2,2,2,19990825,931,42.4838,145.8415,3165,3001.3,2,1.5252,2,34.6648,2,34.6639,2,115.94,2,133.58,2,157.45,2,39.15,2,0,2,2.68,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.3077,27.7542
   49NZ199905_1,   P01C,6,1,1,1,2,19990825,931,42.4838,145.8415,3165,3198.3,2,1.4789,2,34.6718,2,34.6659,4,122.8,2,139.45,2,159.65,3,38.57,3,0.01,3,2.65,3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.2435,27.7603
   49NZ199905_1,   P01C,7,3,0,0,9,19990827,2318,42.2853,146.0582,4179,-999,9,12.4,3,-999,9,32.7146,2,-999,9,230.46,2,1.37,3,0.19,3,0,3,0.15,3,-999,9,-999,9,-999,9,-999,9,7.993,2,-999,9,-999,9,-999,1,-999,9,-999,-999,1,-999,1,0.09,1,-999,1,-999,1,-999,1,12.4,24.7396
   49NZ199905_1,   P01C,7,3,24,24,2,19990827,2318,42.2853,146.0582,4179,10,2,11.3919,2,31.5719,2,32.7076,2,217.44,2,232.7,2,1.48,3,0.16,3,0.01,3,0.15,3,-999,9,-999,9,-999,9,-999,9,7.993,2,2213.1,2,1973,2,-999,1,-999,9,-999,-999,1,-999,1,0.15,1,-999,1,-999,1,-999,1,21.39,22.6458
   49NZ199905_1,   P01C,7,3,23,23,2,19990827,2318,42.2853,146.0582,4179,49.9,2,3.0694,2,32.1378,2,33.1116,2,314.64,2,317.36,2,39.47,3,24.16,3,0.99,3,2.15,3,-999,9,-999,9,-999,9,-999,9,7.65,2,2235.3,2,2169.2,2,-999,1,-999,9,-999,-999,1,-999,1,0.37,1,-999,1,-999,1,-999,1,3.0665,26.372
   49NZ199905_1,   P01C,7,3,22,22,2,19990827,2318,42.2853,146.0582,4179,99,2,1.4561,2,32.1947,2,33.1616,2,292.4,2,291.79,2,49.57,3,28.14,3,0,3,2.27,3,-999,9,-999,9,-999,9,-999,9,7.602,2,2236.7,2,2193.7,2,-999,1,-999,9,-999,-999,1,-999,1,0.03,1,-999,1,-999,1,-999,1,1.4516,26.538
   49NZ199905_1,   P01C,7,3,21,21,2,19990827,2318,42.2853,146.0582,4179,149.3,2,1.5374,2,32.3309,2,-999,9,223.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,2,-999,2,-999,1,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,7,3,20,20,2,19990827,2318,42.2853,146.0582,4179,200.5,2,1.9595,2,32.5083,2,33.4883,2,175.51,2,176.08,2,79.76,3,37.11,3,0,3,2.84,3,-999,9,-999,9,-999,9,-999,9,7.44,2,2267.9,2,2284,2,-999,1,-999,9,-999,-999,1,-999,1,0.01,1,-999,1,-999,9,-999,9,1.9492,26.7644
   49NZ199905_1,   P01C,7,3,19,19,2,19990827,2318,42.2853,146.0582,4179,250.4,2,2.7116,2,32.6784,2,33.6776,2,115.86,2,118.82,2,90.77,3,41.01,3,0,3,3.04,3,-999,9,-999,9,-999,9,-999,9,7.382,2,2281.3,2,2315.7,2,-999,1,-999,9,-999,-999,1,-999,1,0,1,-999,1,-999,1,-999,1,2.697,26.8559
   49NZ199905_1,   P01C,7,3,18,18,2,19990827,2318,42.2853,146.0582,4179,300.5,2,3.3981,2,32.8425,2,33.8386,2,81.76,2,90.83,2,95.58,3,42.3,3,0,3,3.05,3,-999,9,-999,9,-999,9,-999,9,7.364,2,2292.9,2,2339.8,2,-999,1,-999,9,-999,-999,1,-999,1,0,1,-999,1,-999,9,-999,9,3.3788,26.9233
   49NZ199905_1,   P01C,7,3,17,17,2,19990827,2318,42.2853,146.0582,4179,349,2,3.4766,2,32.926,2,33.9387,2,55.84,2,60.93,2,104.14,3,44.28,3,0,3,3.18,3,-999,9,-999,9,-999,9,-999,9,7.332,2,2302,2,2362.7,2,-999,1,-999,9,-999,-999,1,-999,1,-999,9,-999,1,-999,9,-999,9,3.4537,26.9959
   49NZ199905_1,   P01C,7,3,16,16,2,19990827,2318,42.2853,146.0582,4179,400.9,2,3.3966,2,32.9823,2,-999,9,42.18,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,7.335,2,-999,9,-999,9,-999,1,-999,9,-999,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,7,3,15,15,2,19990827,2318,42.2853,146.0582,4179,499.8,2,3.5043,2,33.1023,2,34.1244,2,34.78,2,40.64,2,119.59,3,44.82,3,0,3,3.18,3,-999,9,-999,9,-999,9,-999,9,-999,9,2328.3,2,2384.5,2,-999,1,-999,9,-999,-999,9,-999,1,-999,9,-999,1,-999,1,-999,1,3.4707,27.1423
   49NZ199905_1,   P01C,7,3,14,14,2,19990827,2318,42.2853,146.0582,4179,600.7,2,3.0957,2,33.1501,2,34.1693,2,26,2,30.5,2,131.61,3,45.16,3,0,3,3.23,3,-999,9,-999,9,-999,9,-999,9,7.323,2,2334.4,2,2403.6,2,-999,1,-999,9,-999,-999,1,-999,1,-999,9,-999,1,-999,9,-999,9,3.0567,27.2169
   49NZ199905_1,   P01C,7,3,13,13,2,19990827,2318,42.2853,146.0582,4179,700.9,2,3.0022,2,33.2196,2,33.5268,2,24.92,2,190.26,2,65.34,4,28.75,4,0.12,4,2.17,4,-999,9,-999,9,-999,9,-999,9,7.519,2,2275.1,4,2263.3,4,-999,1,-999,9,-999,-999,1,-999,1,-999,9,-999,1,-999,9,-999,9,2.9574,26.7129
   49NZ199905_1,   P01C,7,4,12,12,5,19990828,131,42.2848,146.0638,4206,-999,9,-999,9,-999,9,32.7068,2,-999,9,-999,9,1.37,4,0.06,4,0,4,0.18,4,-999,9,-999,9,-999,9,-999,9,7.855,3,-999,9,-999,9,-999,1,-999,9,-999,-999,1,-999,9,-999,9,-999,9,-999,1,-999,1,-999,-999
   49NZ199905_1,   P01C,7,4,11,11,5,19990828,131,42.2848,146.0638,4206,-999,9,-999,9,-999,9,33.1079,6,-999,9,-999,9,33.5,4,20.18,4,0.85,4,1.74,4,-999,9,-999,9,-999,9,-999,9,7.512,2,-999,9,-999,9,-999,1,-999,9,-999,-999,1,-999,1,-999,9,-999,1,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,7,4,10,10,5,19990828,131,42.2848,146.0638,4206,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,1,-999,1,-999,-999
   49NZ199905_1,   P01C,7,4,9,9,5,19990828,131,42.2848,146.0638,4206,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,7,4,8,8,5,19990828,131,42.2848,146.0638,4206,-999,9,-999,9,-999,9,32.7921,2,-999,9,-999,9,1.59,4,0.54,4,0,4,0.13,4,-999,9,-999,9,-999,9,-999,9,7.854,3,-999,9,-999,9,-999,1,-999,9,-999,-999,1,-999,1,-999,9,-999,1,-999,1,-999,1,-999,-999
   49NZ199905_1,   P01C,7,4,7,7,5,19990828,131,42.2848,146.0638,4206,-999,9,-999,9,-999,9,33.1403,2,-999,9,-999,9,37.67,4,21.11,4,0,4,1.67,4,-999,9,-999,9,-999,9,-999,9,7.518,2,-999,9,-999,9,-999,1,-999,9,-999,-999,1,-999,1,-999,9,-999,1,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,7,4,6,6,5,19990828,131,42.2848,146.0638,4206,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,1,-999,1,-999,-999
   49NZ199905_1,   P01C,7,4,5,5,5,19990828,131,42.2848,146.0638,4206,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,1,-999,1,-999,-999
   49NZ199905_1,   P01C,7,4,4,4,2,19990828,131,42.2848,146.0638,4206,2502.2,2,1.6665,2,33.6056,2,-999,9,98.33,2,232.29,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,1,-999,1,-999,-999
   49NZ199905_1,   P01C,7,4,3,3,2,19990828,131,42.2848,146.0638,4206,2999.7,2,1.521,2,33.6255,2,-999,9,118.59,2,317.74,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,1,-999,1,-999,-999
   49NZ199905_1,   P01C,7,4,2,2,2,19990828,131,42.2848,146.0638,4206,4000.7,2,1.4204,2,33.6404,2,-999,9,145.96,2,301.12,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,-999,9,-999,1,-999,9,-999,1,-999,1,-999,1,-999,-999
   49NZ199905_1,   P01C,7,4,1,1,2,19990828,131,42.2848,146.0638,4206,4251.8,2,1.4437,2,33.6389,2,-999,9,147.7,2,294.03,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,1,-999,1,-999,-999
   49NZ199905_1,   P01C,10,1,0,0,9,19990828,703,41.8695,146.3045,6713,-999,9,19.2,3,-999,9,32.8632,2,-999,9,244.78,2,1.2,2,0.17,2,0,2,0.04,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.2,23.3394
   49NZ199905_1,   P01C,10,1,24,24,5,19990828,703,41.8695,146.3045,6713,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,1,23,23,5,19990828,703,41.8695,146.3045,6713,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,1,22,22,5,19990828,703,41.8695,146.3045,6713,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,1,21,21,5,19990828,703,41.8695,146.3045,6713,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,1,20,20,5,19990828,703,41.8695,146.3045,6713,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,1,19,19,5,19990828,703,41.8695,146.3045,6713,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,1,18,18,5,19990828,703,41.8695,146.3045,6713,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,1,17,17,5,19990828,703,41.8695,146.3045,6713,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,1,16,16,5,19990828,703,41.8695,146.3045,6713,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,1,15,15,5,19990828,703,41.8695,146.3045,6713,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,1,14,14,2,19990828,703,41.8695,146.3045,6713,599.9,2,3.176,2,33.1901,2,34.2075,2,25.3,2,31.52,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,3.1366,27.24
   49NZ199905_1,   P01C,10,1,13,13,2,19990828,703,41.8695,146.3045,6713,801.2,2,2.8979,2,33.3237,2,34.3413,2,26.86,2,31.95,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,2.8456,27.3732
   49NZ199905_1,   P01C,10,2,12,12,5,19990825,922,41.8708,146.3133,6840,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,2,11,11,5,19990825,922,41.8708,146.3133,6840,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,2,10,10,5,19990825,922,41.8708,146.3133,6840,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,2,9,9,5,19990825,922,41.8708,146.3133,6840,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,2,8,8,5,19990825,922,41.8708,146.3133,6840,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,2,7,7,5,19990825,922,41.8708,146.3133,6840,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,2,6,6,5,19990825,922,41.8708,146.3133,6840,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,10,2,5,5,2,19990825,922,41.8708,146.3133,6840,3499.7,2,1.4625,2,33.637,2,34.6747,2,137.79,2,144.22,2,141.54,3,35.55,3,0,3,2.37,3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,1.1973,27.7706
   49NZ199905_1,   P01C,10,2,4,4,2,19990825,922,41.8708,146.3133,6840,3999.7,2,1.4499,2,33.6401,2,34.683,2,147.22,2,154.52,2,138.88,3,35.07,3,0,3,2.34,3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,1.1324,27.7817
   49NZ199905_1,   P01C,10,2,3,3,2,19990825,922,41.8708,146.3133,6840,4501.6,2,1.4653,2,33.6405,2,34.6881,2,154.43,2,159.74,2,137.36,3,34.85,3,0,3,2.33,3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,1.0911,27.7886
   49NZ199905_1,   P01C,10,2,2,2,2,19990825,922,41.8708,146.3133,6840,4999.3,2,1.5057,2,33.6389,2,34.4477,2,159.37,2,54.14,2,140.39,4,41.47,4,0,4,2.84,4,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.0731,27.5965
   49NZ199905_1,   P01C,10,2,1,1,2,19990825,922,41.8708,146.3133,6840,5999.7,2,1.6229,2,33.6331,2,-999,9,156.55,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999
   49NZ199905_1,   P01C,74,1,0,0,9,19990903,558,47.0067,-165.9523,5326,-999,9,12.4,3,-999,9,32.4933,2,-999,9,275.61,2,15.2,2,11.16,2,0.15,2,1.06,2,3.755,2,1.929,2,0.257,2,0.3846,2,7.838,2,-999,9,-999,9,-999,1,-999,9,-999,64.5,2,-999,1,-999,9,-999,9,-999,9,-999,9,12.4,24.5681
   49NZ199905_1,   P01C,74,1,12,12,2,19990903,558,47.0067,-165.9523,5326,50.2,2,7.3087,2,32.7496,2,32.76,2,-999,9,299.76,2,18.78,2,13.91,6,0.18,2,1.34,2,4.154,2,2.366,2,0.326,2,0.3745,2,7.754,2,2213.9,2,2056.1,2,-999,1,-999,9,-999,57.7,2,-999,1,0.15,1,-999,1,-999,9,-999,9,7.3041,25.6135
   49NZ199905_1,   P01C,74,1,11,11,2,19990903,558,47.0067,-165.9523,5326,99.8,2,4.6748,2,32.8405,2,32.8479,2,-999,9,307.22,2,22.01,2,18.24,2,0.03,2,1.49,2,4.566,2,2.57,2,0.361,2,0.5074,2,7.71,2,2213.8,2,2077.1,2,-999,1,-999,9,-999,55.4,2,-999,1,0.03,1,-999,1,-999,9,-999,9,4.6677,26.0057
   49NZ199905_1,   P01C,74,1,10,10,2,19990903,558,47.0067,-165.9523,5326,199.1,2,4.8436,2,33.7558,2,33.7597,2,-999,9,154.64,2,56.26,2,32.24,2,0.01,2,2.29,2,2.85,2,1.586,2,0.173,2,0.1792,2,7.498,2,2270.4,2,2218.5,2,-999,1,-999,9,-999,-999,9,-999,1,0,1,-999,1,-999,9,-999,9,4.8287,26.7114
   49NZ199905_1,   P01C,74,1,9,9,2,19990903,558,47.0067,-165.9523,5326,400.2,2,3.9342,2,33.9836,2,33.9853,6,-999,9,60.66,2,93.32,2,42.1,2,0.01,2,2.94,2,1.168,2,0.689,2,0.072,2,0.0472,2,7.382,2,2307.2,2,2313.8,2,-999,1,-999,9,-999,78.5,2,-999,1,-999,9,-999,1,-999,9,-999,9,3.9063,26.9886
