EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,SBE35,SBE35_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,DWNPRS,DWNPRS_FLAG_W,DWNOXY,DWNOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,SILUNC,NITRAT,NITRAT_FLAG_W,NRAUNC,NITRIT,NITRIT_FLAG_W,NRIUNC,PHSPHT,PHSPHT_FLAG_W,PHPUNC,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TMP,PH_TOT_FLAG_W,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,TOC,TOC_FLAG_W,TRITUM,TRITUM_FLAG_W,TRITER,CS-137,CS-137_FLAG_W,CS137ER,PLUTO,PLUTO_FLAG_W,PLUTOER,THETA,SIG0
,,,,,,,,,,,METERS,DBAR,,ITS-90,,ITS-90,,PSS-78,,PSS-78,,UMOL/KG,,DBAR,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,,DEG C,,/MILLE,,/MILLE,/MILLE,,/MILLE,,,TU,,TU,BQ/M^3,,BQ/M^3,MBQ/M^3,,MBQ/M^3,DEG C,KG/M^3
49NZ20031209,   I03,555,1,24,12048,2,20031221,1315,-20.0002,51.0023,4850,899.5,2,6.4308,2,6.42972,2,34.5518,2,34.5491,2,155.64,1,898,2,164.38,2,162,2,38.05,2,0.2,29.58,2,0.12,0.01,2,0.01,2.08,2,0.02,0.682,2,0.392,2,0.007,4,2206.2,2,2311.3,2,7.638,25,6,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,6.3467,27.1537
49NZ20031209,   I03,555,1,23,12047,2,20031221,1315,-20.0002,51.0023,4850,1001.2,2,5.4217,2,5.42286,2,34.5562,2,34.5562,2,141.58,1,1000.7,2,147.95,2,146.86,2,53.89,2,0.24,32.44,2,0.12,0,2,0.01,2.3,2,0.02,0.309,6,0.184,6,0,4,2231.3,2,2322.3,2,7.601,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,5.335,27.284
49NZ20031209,   I03,555,1,22,12046,2,20031221,1315,-20.0002,51.0023,4850,1199.8,2,4.0354,2,4.03497,2,34.5845,2,34.5862,2,138.55,1,1204.3,2,145.09,2,144.07,2,72.53,2,0.28,34.42,2,0.13,0.01,2,0.01,2.43,2,0.02,0.134,2,0.054,2,0,4,2261.1,2,2340.9,2,7.5776,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,3.9423,27.4616
49NZ20031209,   I03,555,1,21,12045,2,20031221,1315,-20.0002,51.0023,4850,1400.4,2,3.2112,2,3.21173,2,34.6357,2,34.6369,2,148.65,1,1405.5,2,151.72,2,155.24,2,81.62,2,0.3,33.99,2,0.13,0,2,0.01,2.39,2,0.02,0.025,2,0.02,2,0.001,4,2263.6,2,2349.2,2,7.5849,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,3.1092,27.5842
49NZ20031209,   I03,555,1,20,12044,2,20031221,1315,-20.0002,51.0023,4850,1599.4,2,2.8324,2,2.83243,2,34.6759,2,34.6772,2,153.51,1,1599.7,2,159.88,2,160.13,2,89.61,2,0.32,33.56,2,0.13,0,2,0.01,2.36,2,0.02,0.006,2,0.014,2,0.001,4,2268,2,2356.4,2,7.5936,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,2.718,27.6518
49NZ20031209,   I03,555,1,19,12043,2,20031221,1315,-20.0002,51.0023,4850,1800.7,2,2.5793,2,2.57928,2,34.7011,2,34.7017,2,156.62,1,1800.2,2,163.59,2,163.94,2,95.28,2,0.33,33.31,2,0.13,0,2,0.01,2.34,2,0.02,0.005,2,0.006,2,0.001,4,2274.1,2,2362.3,2,7.6005,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,2.4511,27.6951
49NZ20031209,   I03,555,1,18,12042,2,20031221,1315,-20.0002,51.0023,4850,2000.5,2,2.3763,2,2.37495,2,34.7237,2,34.7233,2,155.28,1,2000.7,2,162.7,2,162.59,2,104.4,2,0.35,33.62,2,0.13,0,2,0.01,2.36,2,0.02,0.003,2,0.006,2,0.001,4,2282.6,2,2372.8,2,7.6009,25,6,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,2.2338,27.7314
49NZ20031209,   I03,555,1,17,12041,2,20031221,1315,-20.0002,51.0023,4850,2199.3,2,2.2277,2,2.22753,2,34.7339,2,34.7335,2,153.18,1,2199.5,2,160.85,2,160.42,2,112.48,2,0.37,33.93,2,0.13,-0.01,2,0.01,2.38,2,0.02,-0.002,2,0.001,2,0.001,4,2290.1,2,2381.2,2,7.6012,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,2.0701,27.7529
49NZ20031209,   I03,555,1,16,12040,2,20031221,1315,-20.0002,51.0023,4850,2400.5,2,2.1163,2,2.11631,2,34.7376,2,34.7371,2,152.78,1,2400.9,2,160.19,2,159.94,2,117.25,2,0.38,34.12,2,0.13,0,2,0.01,2.4,2,0.02,-0.001,2,-0.002,2,0.001,4,2296.2,6,2387,2,7.6013,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.9426,27.766
49NZ20031209,   I03,555,1,15,12039,2,20031221,1315,-20.0002,51.0023,4850,2601.3,2,2.0127,2,2.01272,2,34.7383,2,34.7386,2,153.83,1,2601.5,2,161.05,2,161.01,2,120.26,2,0.38,34.16,2,0.13,0,2,0.01,2.41,2,0.02,0.006,2,-0.002,2,0,4,2298,2,2390.9,6,7.6018,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.8225,27.7759
49NZ20031209,   I03,555,1,14,12038,2,20031221,1315,-20.0002,51.0023,4850,2800.9,2,1.9378,2,1.93777,2,34.7392,2,34.7388,2,154,1,2801,2,161.44,2,161.07,2,123.5,2,0.39,34.29,2,0.13,0,2,0.01,2.41,2,0.02,-0.002,2,-0.001,2,0,4,2301.2,2,2391.7,2,7.603,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.7303,27.7837
49NZ20031209,   I03,555,1,13,12037,2,20031221,1315,-20.0002,51.0023,4850,3000.1,2,1.8516,2,1.85146,2,34.7378,2,34.7378,2,155.93,1,3000.4,2,162.91,2,162.99,2,125.58,2,0.4,34.29,2,0.13,0,2,0.01,2.42,2,0.02,-0.005,2,-0.003,2,0,4,2302.9,2,2395.7,2,7.6034,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.6268,27.7904
49NZ20031209,   I03,555,1,12,12036,2,20031221,1315,-20.0002,51.0023,4850,3250.6,2,1.7304,2,1.73045,2,34.7344,2,34.7348,2,159.96,1,3250.9,2,166.76,2,167.08,2,127.14,2,0.4,34.12,2,0.13,0,2,0.01,2.4,2,0.02,-0.002,2,-0.003,2,0.001,4,2301.6,2,2396,2,7.6069,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.4836,27.7982
49NZ20031209,   I03,555,1,11,12035,2,20031221,1315,-20.0002,51.0023,4850,3500.9,2,1.5877,2,1.58786,2,34.7297,2,34.729,2,166.64,1,3501.2,2,173.36,2,174.01,2,127.26,2,0.4,33.88,2,0.13,0,2,0.01,2.37,2,0.02,-0.002,2,0,2,0.001,4,2297,2,2392.9,2,7.6113,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.319,27.8063
49NZ20031209,   I03,555,1,10,12034,2,20031221,1315,-20.0002,51.0023,4850,3749.4,2,1.4027,2,1.40269,2,34.7231,2,34.7229,2,176.25,1,3749.6,2,183.11,2,183.69,2,125.98,2,0.4,33.45,2,0.13,0,2,0.01,2.33,2,0.02,0.001,2,-0.002,2,0.001,4,2287.7,2,2384.2,2,7.6149,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,1.113,27.8152
49NZ20031209,   I03,555,1,9,12033,2,20031221,1315,-20.0002,51.0023,4850,4749.1,2,0.9843,2,0.98432,2,34.7053,2,34.7063,2,201.62,1,4749.1,2,207.64,2,207.46,2,123.3,2,0.39,32.36,2,0.12,0,2,0.01,2.24,2,0.02,0.028,2,0.02,2,0.001,4,2265.2,2,2361.5,2,7.6182,25,2,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,0.5969,27.8343
49NZ20031209,   I03,555,1,8,12032,2,20031221,1315,-20.0002,51.0023,4850,4250,2,1.073,2,1.07289,2,34.711,2,34.711,2,194.23,1,4250.1,2,201.55,2,201.74,2,123.07,2,0.39,32.59,2,0.12,0,2,0.01,2.26,2,0.02,0.02,2,0.012,2,0.001,4,2270.1,6,2371.5,2,7.6191,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,0.739,27.83
49NZ20031209,   I03,555,1,7,12031,2,20031221,1315,-20.0002,51.0023,4850,4500.9,2,0.9985,2,0.99854,2,34.7075,2,34.7076,2,199.06,1,4500.9,2,206.17,2,206.12,2,123.05,2,0.39,32.47,2,0.12,-0.01,2,0.01,2.25,2,0.02,0.017,2,0.012,2,0.001,4,2266.1,2,2365.6,2,7.6194,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,0.6389,27.8334
49NZ20031209,   I03,555,1,6,12030,2,20031221,1315,-20.0002,51.0023,4850,4749.1,2,0.9843,2,0.98436,2,34.7055,2,34.706,2,201.68,1,4749.1,2,207.64,2,207.51,2,123.15,2,0.39,32.35,2,0.12,-0.01,2,0.01,2.25,2,0.02,0.033,2,0.015,2,0.001,4,2265.2,2,2362.3,2,7.619,25,6,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,0.5969,27.8345
49NZ20031209,   I03,555,1,5,12029,2,20031221,1315,-20.0002,51.0023,4850,4916.3,2,0.9822,2,0.9822,2,34.7042,2,34.7042,2,203.68,1,4916.3,2,208.53,2,208.21,2,123.54,2,0.39,32.34,2,0.12,0,2,0.01,2.25,2,0.02,0.053,2,0.05,2,0.001,4,2264.9,2,2362.1,2,7.6197,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,0.5753,27.8347
49NZ20031209,   I03,555,1,4,12028,9,20031221,1315,-20.0002,51.0023,4850,1001,2,5.4234,2,5.4238,2,34.5562,2,-999,9,141.58,1,1000.5,2,147.95,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,5.3367,27.2838
49NZ20031209,   I03,555,1,3,12027,9,20031221,1315,-20.0002,51.0023,4850,1001.2,2,5.4215,2,5.42234,2,34.5563,2,-999,9,141.54,1,1000.7,2,147.95,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,5.3348,27.2841
49NZ20031209,   I03,555,1,2,12026,9,20031221,1315,-20.0002,51.0023,4850,10,2,27.822,2,27.82223,2,34.953,2,-999,9,192.28,1,10.4,2,201.98,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,27.8197,22.4181
49NZ20031209,   I03,555,1,1,12025,2,20031221,1315,-20.0002,51.0023,4850,4000.6,2,1.2246,2,1.22446,2,34.7168,2,34.7168,2,186.06,1,4000.7,2,193.16,2,193.78,2,124.17,2,0.39,32.94,2,0.13,0,2,0.01,2.3,2,0.02,-999,5,-999,5,-999,5,2278.5,2,2377.9,2,7.6192,25,2,-999,9,-999,-999,9,-999,-999,1,-999,9,-999,-999,9,-999,-999,9,-999,0.9132,27.8235
49NZ20031209,   I03,554,1,0,-999,9,20031221,1800,-19.996,51.2977,4900,-999,9,-999,9,-999,9,-999,9,35.0847,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,-999,-999
49NZ20031209,   I03,554,1,36,12024,2,20031221,1800,-19.996,51.2977,4900,10.3,2,27.5945,2,27.58265,2,35.0528,2,35.0574,2,193.97,1,18.7,2,202.72,2,203.01,2,1.99,2,0.12,0.03,2,0.03,-0.01,2,0.01,0.1,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,27.5921,22.5671
49NZ20031209,   I03,554,1,35,12023,2,20031221,1800,-19.996,51.2977,4900,50.1,2,24.2905,2,24.28724,2,35.0939,2,35.096,2,211.12,1,58,2,221.22,2,220.74,2,1.97,2,0.12,0.03,2,0.03,-0.01,2,0.01,0.1,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,24.2799,23.6292
49NZ20031209,   I03,554,1,34,12022,2,20031221,1800,-19.996,51.2977,4900,99.8,2,22.5021,2,22.50127,2,35.1996,2,35.1974,2,202.43,1,104,2,207.44,2,207.43,2,2.26,2,0.12,0.52,2,0.03,0.05,2,0.01,0.18,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,22.482,24.2334
49NZ20031209,   I03,554,1,33,12015,2,20031221,1800,-19.996,51.2977,4900,148.6,2,20.9799,2,20.97571,2,35.3451,2,35.3457,2,157.12,1,148.6,2,165.35,2,163.95,2,5.5,2,0.13,5.95,2,0.05,0.02,2,0.01,0.5,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,20.9514,24.7699
49NZ20031209,   I03,554,1,32,12020,2,20031221,1800,-19.996,51.2977,4900,200,2,19.2619,2,19.25862,2,35.5788,2,35.5804,2,166.38,1,198.5,2,171.14,2,173.34,2,5.66,2,0.13,5.84,2,0.05,0,2,0.01,0.49,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,19.2258,25.4056
49NZ20031209,   I03,554,1,31,12019,2,20031221,1800,-19.996,51.2977,4900,249.4,2,17.5121,2,17.51069,2,35.6016,2,35.5963,2,171.51,1,250.7,2,177.05,2,178.24,2,6.17,2,0.13,6.7,2,0.05,0,2,0.01,0.56,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,17.4699,25.863
49NZ20031209,   I03,554,1,30,12018,2,20031221,1800,-19.996,51.2977,4900,300.5,2,16.0541,2,16.05539,2,35.5602,2,35.5568,2,185.9,1,301,2,195.23,2,194.02,2,5.15,2,0.13,6.48,2,0.05,-0.01,2,0.01,0.57,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,16.0061,26.1772
49NZ20031209,   I03,554,1,29,12017,2,20031221,1800,-19.996,51.2977,4900,401.5,2,13.4817,2,13.48074,2,35.3124,2,35.3111,2,207.69,1,402,2,215.9,2,216.11,4,4.21,2,0.13,8.59,2,0.06,-0.01,2,0.01,0.69,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,13.4245,26.5485
49NZ20031209,   I03,554,1,28,12016,2,20031221,1800,-19.996,51.2977,4900,500,2,11.9581,2,11.95795,2,35.0982,2,35.0909,2,218.68,1,499.4,2,226.05,2,227.36,2,3.83,2,0.13,10.97,2,0.06,-0.01,2,0.01,0.82,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,11.8921,26.686
49NZ20031209,   I03,554,1,27,12012,2,20031221,1800,-19.996,51.2977,4900,600.5,2,10.4935,2,10.49399,2,34.8811,2,34.8759,2,215.82,1,600,2,224.83,2,224.77,2,5.43,2,0.13,14.52,2,0.07,-0.01,2,0.01,1.05,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,10.4204,26.7863
49NZ20031209,   I03,554,1,26,12014,2,20031221,1800,-19.996,51.2977,4900,700.6,2,8.9,2,8.90045,2,34.6726,2,34.6678,2,206.28,1,698.8,2,215.61,2,214.17,2,9.59,2,0.14,19.58,2,0.09,-0.01,2,0.01,1.37,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,8.8225,26.89
49NZ20031209,   I03,554,1,25,12013,2,20031221,1800,-19.996,51.2977,4900,799.9,2,7.3052,2,7.30572,2,34.5406,2,34.5406,2,185.69,1,797.6,2,190.9,2,193.33,2,20.03,2,0.16,25.24,2,0.1,-0.01,2,0.01,1.74,2,0.01,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,7.2258,27.0254
49NZ20031209,   I03,554,1,24,12048,2,20031221,1800,-19.996,51.2977,4900,900.8,2,6.216,2,6.21611,2,34.5505,2,34.5495,2,152.8,1,898.2,2,161.62,2,159.02,2,40.77,2,0.21,30.23,2,0.12,-0.01,2,0.01,2.12,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,6.1332,27.1804
49NZ20031209,   I03,554,1,23,12047,2,20031221,1800,-19.996,51.2977,4900,1001,2,5.337,2,5.3383,2,34.5617,2,34.5623,2,139.32,1,999.4,2,145.56,2,144.22,2,56.14,2,0.24,32.85,2,0.12,-0.01,2,0.01,2.32,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,5.2509,27.2983
49NZ20031209,   I03,554,1,22,12046,2,20031221,1800,-19.996,51.2977,4900,1199.7,2,4.0591,2,4.05998,2,34.6023,2,34.6027,2,134.57,1,1200.4,2,140.65,2,139.92,2,75.27,2,0.28,34.62,2,0.13,-0.01,2,0.01,2.45,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.9658,27.4734
49NZ20031209,   I03,554,1,21,12045,2,20031221,1800,-19.996,51.2977,4900,1401.1,2,3.276,2,3.27607,2,34.639,2,34.6398,2,146.15,1,1401.4,2,152.51,2,152.61,2,82.42,2,0.3,34.14,2,0.13,-0.01,2,0.01,2.4,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,3.1732,27.5809
49NZ20031209,   I03,554,1,20,12044,2,20031221,1800,-19.996,51.2977,4900,1600,2,2.7821,2,2.78207,2,34.6734,2,34.6747,2,155.55,1,1599.6,2,162.8,2,162.77,2,88.25,2,0.31,33.46,2,0.13,-0.01,2,0.01,2.34,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.6683,27.6542
49NZ20031209,   I03,554,1,19,12043,2,20031221,1800,-19.996,51.2977,4900,1801.1,2,2.5563,2,2.55628,2,34.7086,2,34.709,2,153.92,1,1800.9,2,161.01,2,160.97,2,99,2,0.34,33.63,2,0.13,-0.01,2,0.01,2.36,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.4284,27.703
49NZ20031209,   I03,554,1,18,12042,2,20031221,1800,-19.996,51.2977,4900,2001.3,2,2.3763,2,2.37631,2,34.726,2,34.7256,2,153.15,1,2001.6,2,161.86,2,160.61,2,106.52,2,0.35,33.77,2,0.13,-0.01,2,0.01,2.37,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.2337,27.7332
49NZ20031209,   I03,554,1,17,12041,2,20031221,1800,-19.996,51.2977,4900,2200.9,2,2.2351,2,2.23511,2,34.7356,2,34.7354,2,151.51,1,2200.7,2,158.84,2,158.85,2,113.55,2,0.37,34.03,2,0.13,-0.01,2,0.01,2.39,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,2.0772,27.7537
49NZ20031209,   I03,554,1,16,12040,2,20031221,1800,-19.996,51.2977,4900,2399.7,2,2.1245,2,2.12456,2,34.7398,2,34.7397,2,150.59,1,2399.7,2,157.89,2,157.77,2,118.85,2,0.38,34.27,2,0.13,-0.01,2,0.01,2.41,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.9507,27.7672
49NZ20031209,   I03,554,1,15,12039,2,20031221,1800,-19.996,51.2977,4900,2599.3,2,2.0094,2,2.00943,2,34.7395,2,34.7395,2,152.83,1,2599.6,2,160.35,2,160.1,2,121.15,2,0.39,34.31,2,0.13,-0.01,2,0.01,2.41,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.8194,27.7771
49NZ20031209,   I03,554,1,14,12038,2,20031221,1800,-19.996,51.2977,4900,2799.2,2,1.923,2,1.92307,2,34.739,2,34.739,2,154.02,1,2799.4,2,161.4,2,161.38,2,123.61,2,0.39,34.34,2,0.13,-0.01,2,0.01,2.41,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.716,27.7847
49NZ20031209,   I03,554,1,13,12037,2,20031221,1800,-19.996,51.2977,4900,2999.6,2,1.85,2,1.85,2,34.7383,2,34.7383,2,155.43,1,2999.9,2,162.95,2,162.71,2,125.66,2,0.4,34.39,2,0.13,-0.01,2,0.01,2.41,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.6252,27.7909
49NZ20031209,   I03,554,1,12,12036,2,20031221,1800,-19.996,51.2977,4900,3249.8,2,1.7564,2,1.75648,2,34.7355,2,34.7352,2,158.75,1,3249.9,2,166.02,2,166.07,2,127.08,2,0.4,34.26,2,0.13,-0.01,2,0.01,2.4,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.509,27.7973
49NZ20031209,   I03,554,1,11,12035,2,20031221,1800,-19.996,51.2977,4900,3500.4,2,1.6216,2,1.62168,2,34.7313,2,34.7305,2,164.69,1,3500.5,2,172,2,171.96,2,127.68,2,0.4,34.02,2,0.13,-0.01,2,0.01,2.38,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.3521,27.8052
49NZ20031209,   I03,554,1,10,12034,2,20031221,1800,-19.996,51.2977,4900,3750.1,2,1.4451,2,1.44522,2,34.7251,2,34.7252,2,173.94,1,3750.2,2,181.28,2,181.61,2,126.46,2,0.4,33.61,2,0.13,-0.01,2,0.01,2.34,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,1.1542,27.814
49NZ20031209,   I03,554,1,9,12033,2,20031221,1800,-19.996,51.2977,4900,3999.8,2,1.2535,2,1.25342,2,34.7181,2,34.7178,2,184.83,1,4000,2,192.13,2,192.74,2,124.35,2,0.39,33.03,2,0.13,-0.01,2,0.01,2.29,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,0.9414,27.8227
49NZ20031209,   I03,554,1,8,12032,2,20031221,1800,-19.996,51.2977,4900,4250.5,2,1.1072,2,1.1071,2,34.7127,2,34.7127,2,192.96,1,4250.7,2,200.51,2,200.71,2,123.07,2,0.39,32.59,2,0.12,-0.01,2,0.01,2.26,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,0.7721,27.8293
49NZ20031209,   I03,554,1,7,12031,2,20031221,1800,-19.996,51.2977,4900,4499.8,2,1.0163,2,1.01631,2,34.7086,2,34.7084,2,198.01,1,4499.9,2,205.51,2,205.46,2,123.14,2,0.39,32.46,2,0.12,-0.01,2,0.01,2.25,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,0.6563,27.8332
49NZ20031209,   I03,554,1,6,12030,2,20031221,1800,-19.996,51.2977,4900,4749.4,2,1.0027,2,1.0027,2,34.7067,2,34.7067,2,200.55,1,4749.5,2,207.3,2,206.81,2,123.37,2,0.39,32.43,2,0.12,-0.01,2,0.01,2.24,2,0.02,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,-999,9,-999,-999,9,-999,0.6146,27.8343
