EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,CHLORA,CHLORA_FLAG_W,PPHYTN,PPHYTN_FLAG_W,SBE35,SBE35_FLAG_W,BTL_TIME
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,UG/KG,,UG/KG,,ITS-90,,
  49RY20120726,   40N,     9,  1,     34,     83,3,20120729,1947, 39.9867, 146.0288, 5153,    102.4,   2.3242,  33.2596,2,  33.2744,2,    303.5,2,    303.4,2,    38.17,2,    22.97,2,     0.00,2,     1.81,2,   2149.1,2,   2251.0,2,   7.6342,2,    25.00,     0.04,2,     0.06,2,   2.3300,2,     2201
  49RY20120726,   40N,     9,  1,     33,     86,2,20120729,1947, 39.9867, 146.0288, 5153,    152.3,   3.0116,  33.4304,2,  33.4320,2,    264.0,2,    265.2,2,    43.42,2,    24.40,2,     0.01,2,     1.88,2,   2172.2,6,   2256.9,6,   7.5996,2,    25.00,     0.01,2,     0.06,2,   3.0114,2,     2159
  49RY20120726,   40N,     9,  1,     32,    105,2,20120729,1947, 39.9867, 146.0288, 5153,    203.3,   2.4786,  33.4834,2,  33.4851,2,    208.9,2,    208.8,2,    61.30,2,    30.49,2,     0.01,2,     2.32,2,   2213.7,2,   2268.1,2,   7.4812,2,    25.00,     0.01,2,     0.06,2,   2.4789,2,     2157
  49RY20120726,   40N,     9,  1,     31,     76,2,20120729,1947, 39.9867, 146.0288, 5153,    252.9,   2.7530,  33.6054,2,  33.6025,2,    162.1,2,    160.7,2,    73.26,2,    34.57,2,     0.01,2,     2.58,2,   2256.6,2,   2279.1,2,   7.4095,2,    25.00,  -999.00,9,  -999.00,9,   2.7595,2,     2155
  49RY20120726,   40N,     9,  1,     30,    103,2,20120729,1947, 39.9867, 146.0288, 5153,    252.9,   2.7530,  33.6054,2,  33.6035,2,    162.1,2,    162.4,2,    73.15,2,    34.57,2,     0.01,2,     2.58,2,   2258.0,2,   2283.1,2,   7.4075,2,    25.00,  -999.00,9,  -999.00,9,   2.7595,2,     2155
  49RY20120726,   40N,     9,  1,     29,    102,2,20120729,1947, 39.9867, 146.0288, 5153,    334.3,   3.3265,  33.8123,2,  33.8038,2,     98.9,2,     93.7,2,    88.95,2,    39.30,2,     0.01,2,     2.86,2,   2299.4,2,   2299.2,2,   7.3245,2,    25.00,  -999.00,9,  -999.00,9,   3.3266,2,     2152
  49RY20120726,   40N,     9,  1,     28,     91,3,20120729,1947, 39.9867, 146.0288, 5153,    434.7,   3.6457,  34.0089,2,  34.0072,2,     63.3,2,     64.8,2,   100.65,2,    40.89,2,     0.00,2,     2.95,2,   2323.8,2,   2319.7,2,   7.3138,2,    25.00,  -999.00,9,  -999.00,9,   3.6460,2,     2149
  49RY20120726,   40N,     9,  1,     27,    998,2,20120729,1947, 39.9867, 146.0288, 5153,    535.8,   3.6453,  34.1506,2,  34.1576,2,     47.0,2,     49.7,2,   111.09,2,    41.30,2,     0.00,2,     2.98,2,   2333.9,6,   2338.0,6,   7.3252,2,    25.00,  -999.00,9,  -999.00,9,   3.6455,2,     2146
  49RY20120726,   40N,     9,  1,     26,     99,3,20120729,1947, 39.9867, 146.0288, 5153,    637.5,   3.4557,  34.2415,2,  34.2404,2,     40.3,2,     45.1,2,   120.93,2,    42.16,2,     0.00,2,     3.02,2,   2350.3,2,   2351.3,2,   7.3223,2,    25.00,  -999.00,9,  -999.00,9,   3.4555,2,     2143
  49RY20120726,   40N,     9,  1,     25,     98,2,20120729,1947, 39.9867, 146.0288, 5153,    738.2,   3.1629,  34.2796,2,  34.2801,2,     35.5,2,     36.5,2,   129.28,2,    42.55,2,     0.00,2,     3.07,2,   2355.4,2,   2359.8,2,   7.3182,2,    25.00,  -999.00,9,  -999.00,9,   3.1618,2,     2140
  49RY20120726,   40N,     9,  1,     24,    110,2,20120729,1947, 39.9867, 146.0288, 5153,    839.6,   2.8857,  34.3213,2,  34.3197,2,     29.5,2,     29.9,2,   138.92,2,    43.36,2,     0.00,2,     3.11,2,   2376.5,2,   2371.8,2,   7.3056,2,    25.00,  -999.00,9,  -999.00,9,   2.8856,2,     2137
  49RY20120726,   40N,     9,  1,     23,     96,2,20120729,1947, 39.9867, 146.0288, 5153,    940.4,   2.7309,  34.3787,2,  34.3793,2,     33.5,2,     33.8,2,   144.12,2,    42.86,2,     0.00,2,     3.09,2,   2374.3,2,   2378.7,2,   7.3250,2,    25.00,  -999.00,9,  -999.00,9,   2.7314,2,     2133
  49RY20120726,   40N,     9,  1,     22,    111,2,20120729,1947, 39.9867, 146.0288, 5153,   1083.2,   2.5288,  34.4278,2,  34.4292,2,     37.2,2,     37.2,6,   150.10,6,    42.88,6,     0.00,6,     3.08,6,   2380.9,2,   2384.8,2,   7.3358,2,    25.00,  -999.00,9,  -999.00,9,   2.5280,2,     2130
  49RY20120726,   40N,     9,  1,     21,     78,2,20120729,1947, 39.9867, 146.0288, 5153,   1284.9,   2.3057,  34.4875,2,  34.4883,2,     44.6,2,     45.0,2,   155.94,2,    42.38,3,     0.00,2,     3.05,2,   2387.5,2,   2396.5,2,   7.3570,2,    25.00,  -999.00,9,  -999.00,9,   2.3058,2,     2124
  49RY20120726,   40N,     9,  1,     20,     93,2,20120729,1947, 39.9867, 146.0288, 5153,   1489.2,   2.1737,  34.5328,2,  34.5306,4,     53.6,2,     54.5,2,   157.79,2,    42.11,2,     0.00,2,     3.01,2,   2387.7,2,   2406.5,2,   7.3805,2,    25.00,  -999.00,9,  -999.00,9,   2.1738,2,     2120
  49RY20120726,   40N,     9,  1,     19,     92,2,20120729,1947, 39.9867, 146.0288, 5153,   1691.4,   2.0561,  34.5687,2,  34.5693,6,     63.6,2,     63.5,2,   158.31,2,    41.85,2,     0.00,2,     2.96,2,   2374.2,3,   2408.7,2,   7.4040,2,    25.00,  -999.00,9,  -999.00,9,   2.0560,2,     2114
  49RY20120726,   40N,     9,  1,     18,    101,2,20120729,1947, 39.9867, 146.0288, 5153,   1895.7,   1.9164,  34.5952,2,  34.5959,2,     76.1,2,     78.1,4,   158.80,2,    40.81,2,     0.00,2,     2.90,2,   2375.5,2,   2413.3,2,   7.4329,2,    25.00,  -999.00,9,  -999.00,9,   1.9164,2,     2110
  49RY20120726,   40N,     9,  1,     17,     90,3,20120729,1947, 39.9867, 146.0288, 5153,   2098.5,   1.7849,  34.6186,2,  34.6171,2,     90.4,2,     91.2,2,   157.61,2,    39.88,2,     0.00,2,     2.83,2,   2367.4,6,   2416.1,2,   7.4633,2,    25.00,  -999.00,9,  -999.00,9,   1.7849,2,     2106
  49RY20120726,   40N,     9,  1,     16,     89,3,20120729,1947, 39.9867, 146.0288, 5153,   2303.2,   1.7081,  34.6322,2,  34.6322,2,    100.7,2,    105.6,4,   156.81,2,    39.38,2,     0.00,2,     2.78,2,   2351.6,3,   2420.1,2,   7.4821,2,    25.00,  -999.00,9,  -999.00,9,   1.7079,2,     2101
  49RY20120726,   40N,     9,  1,     15,     88,2,20120729,1947, 39.9867, 146.0288, 5153,   2505.9,   1.6246,  34.6459,2,  34.6459,2,    111.7,2,    112.1,6,   155.43,6,    38.66,2,     0.00,6,     2.72,6,   2359.7,2,   2420.6,2,   7.4998,2,    25.00,  -999.00,9,  -999.00,9,   1.6246,2,     2057
  49RY20120726,   40N,     9,  1,     14,    999,2,20120729,1947, 39.9867, 146.0288, 5153,   2712.1,   1.5680,  34.6555,2,  34.6561,6,    120.1,2,    120.7,2,   154.16,2,    38.08,2,     0.00,2,     2.68,2,   2352.9,2,   2420.8,2,   7.5179,2,    25.00,  -999.00,9,  -999.00,9,   1.5680,2,     2052
  49RY20120726,   40N,     9,  1,     12,     74,2,20120729,1947, 39.9867, 146.0288, 5153,   2915.2,   1.5230,  34.6632,2,  34.6626,2,    127.9,2,    128.4,2,   152.58,2,    37.42,2,     0.00,2,     2.64,2,   2351.1,2,   2420.9,2,   7.5309,2,    25.00,  -999.00,9,  -999.00,9,   1.5230,2,     2047
  49RY20120726,   40N,     9,  1,     13,    996,4,20120729,1947, 39.9867, 146.0288, 5153,   2915.9,   1.5231,  34.6631,2,  34.6614,4,    128.0,2,    125.7,4,   153.14,4,    37.85,4,     0.00,4,     2.65,4,   2345.2,4,   2420.2,4,   7.5253,4,    25.00,  -999.00,9,  -999.00,9,   1.5230,2,     2047
  49RY20120726,   40N,     9,  1,     11,     97,2,20120729,1947, 39.9867, 146.0288, 5153,   3129.8,   1.4949,  34.6688,2,  34.6687,2,    133.9,2,    134.2,2,   151.13,2,    37.13,2,     0.00,2,     2.61,2,   2342.9,2,   2418.3,2,   7.5419,2,    25.00,  -999.00,9,  -999.00,9,   1.4949,2,     2042
  49RY20120726,   40N,     9,  1,     10,    107,2,20120729,1947, 39.9867, 146.0288, 5153,   3385.6,   1.4680,  34.6744,2,  34.6727,4,    140.3,2,    140.6,2,   149.35,2,    36.60,2,     0.00,2,     2.58,2,   2332.6,2,   2419.2,2,   7.5554,2,    25.00,  -999.00,9,  -999.00,9,   1.4680,2,     2036
  49RY20120726,   40N,     9,  1,      9,    108,2,20120729,1947, 39.9867, 146.0288, 5153,   3642.8,   1.4545,  34.6788,2,  34.6808,2,    145.4,2,    146.0,2,   148.00,2,    36.49,2,     0.00,2,     2.55,2,   2327.0,2,   2418.9,2,   7.5625,2,    25.00,  -999.00,9,  -999.00,9,   1.4546,2,     2031
  49RY20120726,   40N,     9,  1,      8,     81,2,20120729,1947, 39.9867, 146.0288, 5153,   3895.9,   1.4409,  34.6828,2,  34.6846,2,    150.4,2,    150.9,2,   146.58,2,    36.15,2,     0.00,2,     2.52,2,   2332.0,2,   2419.1,2,   7.5693,2,    25.00,  -999.00,9,  -999.00,9,   1.4409,2,     2025
  49RY20120726,   40N,     9,  1,      7,    106,3,20120729,1947, 39.9867, 146.0288, 5153,   4149.4,   1.4357,  34.6863,2,  34.6864,2,    154.6,2,    155.0,2,   145.81,2,    35.87,2,     0.00,2,     2.50,2,   2323.6,2,   2416.4,2,   7.5747,2,    25.00,  -999.00,9,  -999.00,9,   1.4357,2,     2020
  49RY20120726,   40N,     9,  1,      6,    113,2,20120729,1947, 39.9867, 146.0288, 5153,   4410.3,   1.4515,  34.6880,2,  34.6875,2,    156.3,2,    157.2,6,   145.66,6,    35.75,6,     0.00,6,     2.49,6,   2325.6,2,   2414.5,2,   7.5773,2,    25.00,  -999.00,9,  -999.00,9,   1.4516,2,     2011
  49RY20120726,   40N,     9,  1,      5,     94,2,20120729,1947, 39.9867, 146.0288, 5153,   4667.2,   1.4739,  34.6889,2,  34.6851,4,    157.3,2,    157.2,3,   145.55,2,    35.56,2,     0.00,2,     2.48,2,   2315.4,3,   2416.9,2,   7.5801,2,    25.00,  -999.00,9,  -999.00,9,   1.4740,2,     2004
  49RY20120726,   40N,     9,  1,      4,     77,2,20120729,1947, 39.9867, 146.0288, 5153,   4667.2,   1.4739,  34.6889,2,  34.6860,4,    157.3,2,    158.1,2,   145.64,2,    35.63,2,     0.00,2,     2.48,2,   2322.2,2,   2415.9,2,   7.5799,2,    25.00,  -999.00,9,  -999.00,9,   1.4740,2,     2004
  49RY20120726,   40N,     9,  1,      3,    104,3,20120729,1947, 39.9867, 146.0288, 5153,   4925.1,   1.4980,  34.6897,2,  34.6899,2,    158.4,2,    158.9,2,   145.33,2,    35.54,2,     0.00,2,     2.48,2,   2323.1,6,   2415.6,6,   7.5801,2,    25.00,  -999.00,9,  -999.00,9,   1.4979,2,     1958
  49RY20120726,   40N,     9,  1,      2,     75,2,20120729,1947, 39.9867, 146.0288, 5153,   5183.0,   1.5235,  34.6903,2,  34.6879,4,    159.3,2,    159.8,2,   144.82,2,    35.58,2,     0.00,2,     2.47,2,   2322.0,2,   2415.5,2,   7.5841,2,    25.00,  -999.00,9,  -999.00,9,   1.5233,2,     1951
  49RY20120726,   40N,     9,  1,      1,    997,2,20120729,1947, 39.9867, 146.0288, 5153,   5243.5,   1.5299,  34.6906,2,  34.6909,2,    159.4,2,    159.9,2,   145.11,2,    35.29,3,     0.00,2,     2.47,2,   2323.6,2,   2416.1,2,   7.5824,2,    25.00,  -999.00,9,  -999.00,9,   1.5298,2,     1948
  49RY20120726,   40N,    10,  1,      0,   9999,2,20120730,0205, 40.0110, 146.5022, 5166,      0.0,  19.0016,  33.2869,2,-999.0000,9,    248.7,2,   -999.0,9,     2.86,2,     0.37,2,     0.02,2,     0.20,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,-999.0000,9,      400
  49RY20120726,   40N,    10,  1,     36,    109,2,20120730,0205, 40.0110, 146.5022, 5166,     10.3,  18.1072,  33.3145,2,-999.0000,9,    253.2,2,   -999.0,9,     2.97,2,     0.48,2,     0.02,2,     0.22,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,  18.2749,2,      414
  49RY20120726,   40N,    10,  1,     35,    112,2,20120730,0205, 40.0110, 146.5022, 5166,     49.5,   3.3904,  33.1456,2,-999.0000,9,    318.8,2,   -999.0,9,    25.98,6,    18.59,2,     0.41,6,     1.69,6,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   3.3998,2,      410
  49RY20120726,   40N,    10,  1,     34,     83,2,20120730,0205, 40.0110, 146.5022, 5166,    102.0,   2.6692,  33.3351,2,-999.0000,9,    293.7,2,   -999.0,9,    38.74,2,    22.86,2,     0.01,2,     1.79,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.6682,2,      408
  49RY20120726,   40N,    10,  1,     33,     86,2,20120730,0205, 40.0110, 146.5022, 5166,    150.3,   2.7178,  33.4555,2,-999.0000,9,    234.7,2,   -999.0,9,    54.55,2,    28.59,2,     0.01,2,     2.17,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.7159,2,      406
  49RY20120726,   40N,    10,  1,     32,    105,2,20120730,0205, 40.0110, 146.5022, 5166,    150.3,   2.7178,  33.4555,2,-999.0000,9,    234.7,2,   -999.0,9,    54.62,2,    28.63,2,     0.01,2,     2.18,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.7159,2,      406
  49RY20120726,   40N,    10,  1,     31,     76,4,20120730,0205, 40.0110, 146.5022, 5166,    201.3,   2.5204,  33.5597,2,-999.0000,9,    168.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.5225,2,      404
  49RY20120726,   40N,    10,  1,     30,    103,3,20120730,0205, 40.0110, 146.5022, 5166,    250.7,   2.9517,  33.6931,2,-999.0000,9,    126.2,2,   -999.0,9,    81.33,2,    37.26,2,     0.01,2,     2.75,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.9509,2,      402
  49RY20120726,   40N,    10,  1,     29,    102,2,20120730,0205, 40.0110, 146.5022, 5166,    284.5,   3.1494,  33.7858,2,-999.0000,9,    106.4,2,   -999.0,9,    86.68,2,    38.24,2,     0.02,2,     2.81,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   3.1491,2,      401
  49RY20120726,   40N,    10,  1,     28,     91,2,20120730,0205, 40.0110, 146.5022, 5166,    374.9,   3.3421,  33.9259,2,-999.0000,9,     68.5,2,   -999.0,9,    98.96,2,    41.10,2,     0.00,2,     2.97,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   3.3510,2,      358
  49RY20120726,   40N,    10,  1,     27,    998,2,20120730,0205, 40.0110, 146.5022, 5166,    475.3,   3.3393,  34.0595,2,-999.0000,9,     43.8,2,   -999.0,9,   111.22,2,    42.69,2,     0.00,2,     3.06,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   3.3383,2,      355
  49RY20120726,   40N,    10,  1,     26,     99,3,20120730,0205, 40.0110, 146.5022, 5166,    576.5,   3.2564,  34.1795,2,-999.0000,9,     34.6,2,   -999.0,9,   121.83,2,    42.96,2,     0.00,2,     3.08,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   3.2566,2,      352
  49RY20120726,   40N,    10,  1,     25,     98,2,20120730,0205, 40.0110, 146.5022, 5166,    676.5,   3.0725,  34.2512,2,-999.0000,9,     28.4,2,   -999.0,9,   131.37,2,    43.52,2,     0.00,2,     3.12,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   3.0725,2,      349
  49RY20120726,   40N,    10,  1,     24,    110,2,20120730,0205, 40.0110, 146.5022, 5166,    778.0,   2.9628,  34.3121,2,-999.0000,9,     32.0,2,   -999.0,9,   136.05,2,    42.90,2,     0.00,2,     3.09,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.9629,2,      346
  49RY20120726,   40N,    10,  1,     23,     96,2,20120730,0205, 40.0110, 146.5022, 5166,    879.6,   2.8351,  34.3664,2,-999.0000,9,     35.2,2,   -999.0,9,   140.43,2,    42.81,2,     0.00,2,     3.08,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.8354,2,      344
  49RY20120726,   40N,    10,  1,     22,    111,2,20120730,0205, 40.0110, 146.5022, 5166,    979.9,   2.6501,  34.3971,2,-999.0000,9,     35.8,2,   -999.0,9,   145.71,2,    42.92,2,     0.00,2,     3.08,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.6502,2,      341
  49RY20120726,   40N,    10,  1,     21,     78,2,20120730,0205, 40.0110, 146.5022, 5166,   1143.5,   2.4680,  34.4512,2,-999.0000,9,     40.0,2,   -999.0,9,   151.31,2,    42.81,2,     0.00,2,     3.07,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.4678,2,      337
  49RY20120726,   40N,    10,  1,     20,     93,2,20120730,0205, 40.0110, 146.5022, 5166,   1345.9,   2.3342,  34.5062,2,-999.0000,9,     46.2,2,   -999.0,9,   154.07,2,    42.49,2,     0.00,2,     3.04,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.3343,2,      333
  49RY20120726,   40N,    10,  1,     19,     92,2,20120730,0205, 40.0110, 146.5022, 5166,   1547.9,   2.1457,  34.5433,2,-999.0000,9,     55.7,2,   -999.0,9,   158.02,6,    42.22,6,     0.00,6,     3.00,6,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   2.1457,2,      329
  49RY20120726,   40N,    10,  1,     18,    101,2,20120730,0205, 40.0110, 146.5022, 5166,   1751.6,   1.9874,  34.5778,2,-999.0000,9,     67.6,2,   -999.0,9,   159.45,2,    41.34,2,     0.00,2,     2.94,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.9874,2,      324
  49RY20120726,   40N,    10,  1,     17,     90,3,20120730,0205, 40.0110, 146.5022, 5166,   1954.2,   1.8600,  34.6050,2,-999.0000,9,     81.9,2,   -999.0,9,   158.67,2,    40.61,2,     0.00,2,     2.87,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.8600,2,      319
  49RY20120726,   40N,    10,  1,     16,     89,3,20120730,0205, 40.0110, 146.5022, 5166,   2157.9,   1.7627,  34.6228,2,-999.0000,9,     94.1,2,   -999.0,9,   157.62,2,    39.96,2,     0.00,2,     2.82,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.7624,2,      315
  49RY20120726,   40N,    10,  1,     15,     88,2,20120730,0205, 40.0110, 146.5022, 5166,   2361.9,   1.6755,  34.6376,2,-999.0000,9,    105.0,2,   -999.0,9,   156.56,2,    39.07,2,     0.00,2,     2.77,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.6755,2,      311
  49RY20120726,   40N,    10,  1,     14,    999,2,20120730,0205, 40.0110, 146.5022, 5166,   2564.8,   1.6029,  34.6494,2,-999.0000,9,    114.6,2,   -999.0,9,   155.35,2,    38.40,2,     0.00,2,     2.71,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.6030,2,      306
  49RY20120726,   40N,    10,  1,     13,    996,3,20120730,0205, 40.0110, 146.5022, 5166,   2768.7,   1.5534,  34.6579,2,-999.0000,9,    122.7,2,   -999.0,9,   153.74,2,    37.87,2,     0.00,2,     2.67,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.5535,2,      302
  49RY20120726,   40N,    10,  1,     12,     74,3,20120730,0205, 40.0110, 146.5022, 5166,   2768.7,   1.5534,  34.6579,2,-999.0000,9,    122.7,2,   -999.0,9,   153.85,2,    37.86,2,     0.00,2,     2.67,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.5535,2,      302
  49RY20120726,   40N,    10,  1,     11,     97,2,20120730,0205, 40.0110, 146.5022, 5166,   2975.5,   1.5167,  34.6646,2,-999.0000,9,    129.6,2,   -999.0,9,   152.25,6,    37.56,6,     0.00,6,     2.64,6,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.5167,2,      258
  49RY20120726,   40N,    10,  1,     10,    107,3,20120730,0205, 40.0110, 146.5022, 5166,   3221.3,   1.4836,  34.6709,2,-999.0000,9,    136.3,2,   -999.0,9,   150.74,2,    37.04,2,     0.00,2,     2.60,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.4837,2,      253
  49RY20120726,   40N,    10,  1,      9,    108,2,20120730,0205, 40.0110, 146.5022, 5166,   3476.8,   1.4605,  34.6762,2,-999.0000,9,    142.6,2,   -999.0,9,   148.99,2,    36.76,2,     0.00,2,     2.56,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.4606,2,      247
  49RY20120726,   40N,    10,  1,      8,     81,2,20120730,0205, 40.0110, 146.5022, 5166,   3733.3,   1.4499,  34.6802,2,-999.0000,9,    147.2,2,   -999.0,9,   147.79,2,    36.38,2,     0.00,2,     2.54,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.4499,2,      242
  49RY20120726,   40N,    10,  1,      7,    106,2,20120730,0205, 40.0110, 146.5022, 5166,   3989.7,   1.4480,  34.6831,2,-999.0000,9,    150.9,2,   -999.0,9,   146.76,2,    36.13,2,     0.00,2,     2.52,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.4479,2,      237
  49RY20120726,   40N,    10,  1,      6,    113,2,20120730,0205, 40.0110, 146.5022, 5166,   4247.3,   1.4501,  34.6860,2,-999.0000,9,    154.3,2,   -999.0,9,   145.61,2,    35.94,2,     0.00,2,     2.50,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.4502,2,      232
  49RY20120726,   40N,    10,  1,      5,     94,2,20120730,0205, 40.0110, 146.5022, 5166,   4503.0,   1.4620,  34.6880,2,-999.0000,9,    156.7,2,   -999.0,9,   145.13,6,    35.77,6,     0.00,6,     2.49,6,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.4620,2,      227
  49RY20120726,   40N,    10,  1,      4,     77,2,20120730,0205, 40.0110, 146.5022, 5166,   4760.2,   1.4813,  34.6892,2,-999.0000,9,    158.5,2,   -999.0,9,   143.95,2,    35.64,3,     0.00,2,     2.48,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.4813,2,      221
  49RY20120726,   40N,    10,  1,      3,    104,3,20120730,0205, 40.0110, 146.5022, 5166,   5018.5,   1.5041,  34.6901,2,-999.0000,9,    159.8,2,   -999.0,9,   143.75,2,    35.44,2,     0.00,2,     2.47,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.5040,2,      215
  49RY20120726,   40N,    10,  1,      2,     75,2,20120730,0205, 40.0110, 146.5022, 5166,   5259.3,   1.5254,  34.6912,2,-999.0000,9,    160.6,2,   -999.0,9,   143.92,2,    35.40,2,     0.00,2,     2.47,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.5252,2,      206
  49RY20120726,   40N,    10,  1,      1,    997,2,20120730,0205, 40.0110, 146.5022, 5166,   5259.3,   1.5254,  34.6912,2,-999.0000,9,    160.6,2,   -999.0,9,   143.85,2,    35.16,2,     0.00,2,     2.47,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,   1.5252,2,      205
  49RY20120726,   40N,    11,  1,      0,   9999,2,20120730,0859, 40.0240, 147.0135, 5290,      0.0,  18.3436,  32.8365,2,  32.8413,2,    258.3,2,    258.7,2,     5.53,2,     2.83,2,     0.06,2,     0.49,2,   1989.6,2,   2222.7,2,   7.9682,2,    25.00,     0.49,2,     0.04,2,-999.0000,9,     1055
  49RY20120726,   40N,    11,  1,     36,    109,2,20120730,0859, 40.0240, 147.0135, 5290,     12.4,  15.4952,  32.8921,2,  32.9207,4,    278.8,2,    287.5,2,     7.48,2,     4.70,2,     0.08,2,     0.63,2,   2001.5,2,   2227.5,2,   7.9436,2,    25.00,     0.35,2,     0.04,2,  15.4619,2,     1115
  49RY20120726,   40N,    11,  1,     35,    112,3,20120730,0859, 40.0240, 147.0135, 5290,     51.6,   2.0733,  33.0873,2,  33.0925,2,    323.8,2,    324.1,2,    31.55,2,    21.41,2,     0.66,2,     1.84,2,   2134.6,2,   2244.5,2,   7.6584,2,    25.00,     0.62,2,     0.26,2,   2.0625,2,     1111
  49RY20120726,   40N,    11,  1,     34,     83,3,20120730,0859, 40.0240, 147.0135, 5290,    103.2,   3.0573,  33.3761,2,  33.3753,2,    289.3,2,    290.6,6,    37.01,6,    22.38,6,     0.00,6,     1.76,6,   2146.0,2,   2251.6,2,   7.6414,2,    25.00,     0.04,2,     0.06,2,   3.0573,2,     1109
  49RY20120726,   40N,    11,  1,     33,     86,2,20120730,0859, 40.0240, 147.0135, 5290,    154.2,   2.4527,  33.4309,2,  33.4229,2,    237.3,2,    238.6,2,    53.97,2,    28.01,2,     0.00,2,     2.14,2,   2198.1,6,   2265.9,2,   7.5304,2,    25.00,     0.01,2,     0.07,2,   2.4501,2,     1107
