BOTTLE,20161130CCHSIORJL
#Change SECT to SECT_ID
#Change DEPTH units from M to METERS
#Change CFC-11 empty data value from 9.00 to -999.000 for 107,2,USW (STNNBR,CASTNO,BTLNBR)
#Change CFC-12 empty data value from 9.00 to -999.000 for 107,2,USW (STNNBR,CASTNO,BTLNBR)
#BOTTLE,20070403JAMSTECIORGC
#Software_Version: whp_btl_exchange.rb_v2.0 (ogc_group)
#ORIGINAL_SUM_FILE: 18DD9910_1_sum.txt Fri Mar 16 17:48:04 +0900 2007
#ORIGINAL_HYD_FILE: 18DD9910_1_sea.txt Tue Apr 03 17:31:34 +0900 2007
#DEPTH_TYPE: UNC
#EVENT_CODE: BE
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO3+NO2,NO3+NO2_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,DELC13,DELC13_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,UTC,DEG,DEG,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,/MILLE,,UMOL/KG,,UMOL/KG,
    18DD9910_1,   P1E,   111,  1,     95,     13,2,19990603,1618, 47.0020,-126.4697, 2563,    201.9,   7.0774,  33.9540,2,   103.68,2,    44.47,2,    31.63,2,     2.26,2,     2.19,2,     1.05,2, -999.000,1,   2205.0,2,   2300.7,2
    18DD9910_1,   P1E,   111,  1,     94,     12,2,19990603,1618, 47.0020,-126.4697, 2563,    298.4,   5.9930,  33.9920,2,    76.09,2,    58.48,2,    35.63,2,     2.56,2,     1.29,2,     0.62,2, -999.000,1,   2249.4,2,   2283.9,2
    18DD9910_1,   P1E,   111,  1,     93,     11,2,19990603,1618, 47.0020,-126.4697, 2563,    401.9,   5.3812,  34.0410,2,    48.00,2,    71.89,2,    39.10,2,     2.81,2,     0.72,2,     0.36,2, -999.000,1,   2279.0,2,   2299.8,2
    18DD9910_1,   P1E,   111,  1,     92,     10,2,19990603,1618, 47.0020,-126.4697, 2563,    602.5,   4.5760,  34.1960,2,    16.53,2,    96.64,2,    42.08,2,     3.07,2,     0.13,2,     0.09,2, -999.000,1,   2327.7,2,   2319.8,2
    18DD9910_1,   P1E,   111,  1,     91,      9,2,19990603,1618, 47.0020,-126.4697, 2563,    799.2,   3.8968,  34.3060,2,    10.31,2,   115.62,2,    43.40,2,     3.15,2,     0.03,2,     0.00,2, -999.000,1,   2353.6,2,   2343.2,2
    18DD9910_1,   P1E,   111,  1,     90,      8,2,19990603,1618, 47.0020,-126.4697, 2563,   1002.0,   3.4429,  34.3960,2,    11.25,2,   129.76,2,    43.53,2,     3.17,2,     0.50,4,     2.47,4, -999.000,1,   2369.4,2,   2370.7,2
    18DD9910_1,   P1E,   111,  1,     89,      7,2,19990603,1618, 47.0020,-126.4697, 2563,   1252.5,   2.9536,  34.4630,2,    20.19,2,   142.72,2,    43.71,2,     3.12,2,     3.96,4,    24.54,4, -999.000,1,   2369.8,2,   2388.5,2
    18DD9910_1,   P1E,   111,  1,     88,      6,2,19990603,1618, 47.0020,-126.4697, 2563,   1497.5,   2.5122,  34.5250,2,    32.34,2,   157.03,2,    43.17,2,     3.06,2,     0.00,2,     0.00,2, -999.000,1,   2382.1,2,   2401.2,2
    18DD9910_1,   P1E,   111,  1,     87,      5,2,19990603,1618, 47.0020,-126.4697, 2563,   1748.3,   2.1745,  34.5640,2,    47.80,2,   166.16,2,    42.34,2,     2.99,2,     0.00,2,     0.00,2, -999.000,1,   2381.0,2,   2397.2,2
    18DD9910_1,   P1E,   111,  1,     86,      4,2,19990603,1618, 47.0020,-126.4697, 2563,   2000.7,   1.9320,  34.5970,2,    62.18,2,   172.05,2,    41.58,2,     2.91,2,     0.00,2,     0.00,2, -999.000,1,   2378.9,2,   2420.0,2
    18DD9910_1,   P1E,   111,  1,     85,      3,2,19990603,1618, 47.0020,-126.4697, 2563,   2249.8,   1.7903,  34.6240,2,    75.09,2,   178.68,2,    40.39,2,     2.86,2,     0.00,2,     0.00,2, -999.000,1,   2375.6,2,   2427.6,2
    18DD9910_1,   P1E,   111,  1,     84,      2,2,19990603,1618, 47.0020,-126.4697, 2563,   2498.1,   1.7481,  34.6390,2,    78.66,2,   185.70,2,    39.50,2,     2.87,2,     0.00,2,     0.00,2, -999.000,1,   2381.1,2,   2429.7,2
    18DD9910_1,   P1E,   111,  1,     83,      1,2,19990603,1618, 47.0020,-126.4697, 2563,   2568.8,   1.7475,  34.6410,2,    79.22,2,   186.51,2,    39.38,2,     2.86,2,     0.00,2,     0.00,2, -999.000,1,   2375.0,2,   2437.8,2
    18DD9910_1,   P1E,   110,  2,    L10,    USW,2,19990603,-999, 47.0000,-127.2010,   -9,      5.0,-999.0000,  32.7300,2,  -999.00,9,     9.93,2,     4.91,2,     0.69,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    121,     20,2,19990603,2130, 47.0000,-127.2010, 2649,      1.8,  11.0592,  32.7750,2,   286.64,2,     9.92,2,     4.77,2,     0.71,2,     3.55,2,     1.90,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    120,     19,2,19990603,2130, 47.0000,-127.2010, 2649,      9.6,  10.9810,  32.7730,2,   286.33,2,    10.10,2,     4.23,2,     0.70,2,     3.58,2,     1.92,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    119,     18,2,19990603,2130, 47.0000,-127.2010, 2649,     25.1,  10.7708,  32.7680,2,   289.20,2,    10.27,2,     4.46,2,     0.71,2,     3.76,2,     1.97,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    118,     17,2,19990603,2130, 47.0000,-127.2010, 2649,     49.4,   9.4710,  32.7720,2,   303.14,2,    10.27,2,     5.53,2,     0.72,2,     3.88,2,     2.05,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    117,     16,2,19990603,2130, 47.0000,-127.2010, 2649,     73.9,   7.9134,  32.7980,2,   297.90,2,    11.32,2,     8.09,2,     0.85,2,     4.23,2,     2.17,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    116,     15,2,19990603,2130, 47.0000,-127.2010, 2649,     99.4,   7.9169,  33.1530,2,   228.20,2,    19.10,2,    16.47,2,     1.30,2,     3.62,2,     1.85,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    115,     14,2,19990603,2130, 47.0000,-127.2010, 2649,    149.0,   7.5078,  33.8840,2,   135.32,2,    36.51,2,    28.83,2,     1.99,2,     2.74,2,     1.35,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    114,     13,2,19990603,2130, 47.0000,-127.2010, 2649,    200.2,   6.8753,  33.9430,2,   115.73,2,    44.73,2,    30.72,2,     2.18,2,     2.29,2,     1.13,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    113,     12,2,19990603,2130, 47.0000,-127.2010, 2649,    301.5,   5.8241,  33.9830,2,    75.71,2,    60.92,2,    36.07,2,     2.59,2,     1.34,2,     0.66,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    112,     11,2,19990603,2130, 47.0000,-127.2010, 2649,    401.4,   5.2726,  34.0400,2,    48.11,2,    73.94,2,    38.99,2,     2.83,2,     0.66,2,     0.38,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    111,     10,2,19990603,2130, 47.0000,-127.2010, 2649,    598.4,   4.2760,  34.1630,2,    19.26,2,   101.55,2,    42.32,2,     3.07,2,     0.16,2,     0.10,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    110,      9,2,19990603,2130, 47.0000,-127.2010, 2649,    799.0,   3.8669,  34.3400,2,    10.40,2,   116.44,2,    43.63,2,     3.16,2,     0.04,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    109,      8,2,19990603,2130, 47.0000,-127.2010, 2649,    999.0,   3.3659,  34.4230,2,    11.74,2,   131.22,2,    43.56,2,     3.17,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    108,      7,2,19990603,2130, 47.0000,-127.2010, 2649,   1247.6,   2.8312,  34.5080,2,    18.87,2,   146.26,2,    43.26,2,     3.13,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    107,      6,2,19990603,2130, 47.0000,-127.2010, 2649,   1500.1,   2.4398,  34.5610,2,    33.96,2,   156.46,2,    42.72,2,     3.07,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    106,      5,2,19990603,2130, 47.0000,-127.2010, 2649,   1748.1,   2.1067,  34.6040,2,    49.29,2,   164.98,2,    41.52,2,     2.98,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    105,      4,2,19990603,2130, 47.0000,-127.2010, 2649,   1999.8,   1.8885,  34.6410,2,    65.13,2,   168.97,2,    40.98,2,     2.91,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    104,      3,2,19990603,2130, 47.0000,-127.2010, 2649,   2248.9,   1.7880,  34.6600,2,    76.08,2,   173.53,2,    40.44,2,     2.87,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,    103,      2,2,19990603,2130, 47.0000,-127.2010, 2649,   2499.4,   1.7584,  34.6340,2,    78.36,2,   176.76,2,    39.96,2,     2.86,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   110,  1,   102b,      1,2,19990603,2130, 47.0000,-127.2010, 2649,   2654.6,   1.7577,  34.6420,2,    84.18,2,   183.76,2,    39.29,2,     2.90,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  2,    L11,    USW,2,19990604,-999, 47.0008,-127.9233,   -9,      5.0,-999.0000,  32.7880,2,  -999.00,9,     9.76,2,     5.51,2,     0.69,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  1,    141,     20,2,19990604,0237, 47.0008,-127.9233, 2712,      1.5,  10.3006,  32.7890,2,   294.06,2,     9.75,2,     4.77,2,     0.70,2,  -999.00,9,  -999.00,9, -999.000,1,   2008.3,2,   2201.2,2
    18DD9910_1,   P1E,   109,  1,    140,     19,2,19990604,0237, 47.0008,-127.9233, 2712,      9.6,  10.2912,  32.7890,2,   293.94,2,     9.74,2,     4.77,2,     0.69,2,  -999.00,9,  -999.00,9, -999.000,1,   2010.7,2,   2198.1,2
    18DD9910_1,   P1E,   109,  1,    139,     18,2,19990604,0237, 47.0008,-127.9233, 2712,     25.2,  10.2149,  32.7890,2,   294.19,2,     9.74,2,     4.82,2,     0.70,2,  -999.00,9,  -999.00,9, -999.000,1,   2001.4,2,   2213.0,2
    18DD9910_1,   P1E,   109,  1,    138,     17,2,19990604,0237, 47.0008,-127.9233, 2712,     49.8,   8.7487,  32.7890,2,   305.25,2,     9.91,2,     5.70,2,     0.75,2,  -999.00,9,  -999.00,9, -999.000,1,   2005.8,2,   2152.1,2
    18DD9910_1,   P1E,   109,  1,    137,     16,2,19990604,0237, 47.0008,-127.9233, 2712,     75.6,   7.7256,  32.8080,2,   298.24,2,    10.26,2,     7.47,2,     0.84,2,  -999.00,9,  -999.00,9, -999.000,1,   2067.8,2,   2192.0,2
    18DD9910_1,   P1E,   109,  1,    136,     15,2,19990604,0237, 47.0008,-127.9233, 2712,     99.4,   7.5230,  32.8820,2,   288.10,2,    11.84,2,     9.17,2,     0.95,2,  -999.00,9,  -999.00,9, -999.000,1,   2040.6,2,   2205.1,2
    18DD9910_1,   P1E,   109,  1,    135,     14,2,19990604,0237, 47.0008,-127.9233, 2712,    149.9,   7.5246,  33.8800,2,   140.49,2,    35.90,2,    27.41,2,     1.97,2,  -999.00,9,  -999.00,9, -999.000,1,   2181.7,2,   -999.0,9
    18DD9910_1,   P1E,   109,  1,    134,     13,2,19990604,0237, 47.0008,-127.9233, 2712,    199.4,   6.8172,  33.9300,2,   131.35,2,    43.89,2,    29.55,2,     2.11,2,  -999.00,9,  -999.00,9, -999.000,1,   2197.2,2,   2273.7,2
    18DD9910_1,   P1E,   109,  1,    133,     12,2,19990604,0237, 47.0008,-127.9233, 2712,    299.8,   5.6159,  33.9280,2,    97.11,2,    58.53,2,    34.76,2,     2.48,2,  -999.00,9,  -999.00,9, -999.000,1,   2226.7,2,   2286.5,2
    18DD9910_1,   P1E,   109,  1,    132,     11,2,19990604,0237, 47.0008,-127.9233, 2712,    400.5,   4.8804,  33.9760,2,    61.66,2,    73.95,2,    38.91,2,     2.78,2,  -999.00,9,  -999.00,9, -999.000,1,   2277.0,2,   2297.9,2
    18DD9910_1,   P1E,   109,  1,    131,     10,2,19990604,0237, 47.0008,-127.9233, 2712,    597.4,   4.3690,  34.1790,2,    18.48,2,    98.32,2,    42.53,2,     3.08,2,  -999.00,9,  -999.00,9, -999.000,1,   2328.2,2,   2336.2,2
    18DD9910_1,   P1E,   109,  1,    130,      9,2,19990604,0237, 47.0008,-127.9233, 2712,    799.0,   3.7598,  34.2970,2,    11.15,2,   117.53,2,    43.56,2,     3.14,2,  -999.00,9,  -999.00,9, -999.000,1,   2356.8,2,   2353.5,2
    18DD9910_1,   P1E,   109,  1,    129,      8,2,19990604,0237, 47.0008,-127.9233, 2712,    999.0,   3.3378,  34.3770,2,    10.88,2,   129.97,2,    43.98,2,     3.17,2,  -999.00,9,  -999.00,9, -999.000,1,   2365.8,2,   2374.4,2
    18DD9910_1,   P1E,   109,  1,    128,      7,2,19990604,0237, 47.0008,-127.9233, 2712,   1249.8,   2.7755,  34.4600,2,    19.47,2,   147.02,2,    43.49,2,     3.12,2,  -999.00,9,  -999.00,9, -999.000,1,   2381.5,2,   2385.1,2
    18DD9910_1,   P1E,   109,  1,    127,      6,2,19990604,0237, 47.0008,-127.9233, 2712,   1501.2,   2.3775,  34.5180,2,    32.54,2,   156.87,2,    42.70,2,     3.07,2,  -999.00,9,  -999.00,9, -999.000,1,   2379.8,2,   2416.1,2
    18DD9910_1,   P1E,   109,  1,    126,      5,2,19990604,0237, 47.0008,-127.9233, 2712,   1748.3,   2.0826,  34.5630,2,    50.52,2,   163.00,2,    41.85,2,     2.98,2,  -999.00,9,  -999.00,9, -999.000,1,   2377.5,2,   2413.8,2
    18DD9910_1,   P1E,   109,  1,    125,      4,2,19990604,0237, 47.0008,-127.9233, 2712,   1999.7,   1.8930,  34.5990,2,    66.87,2,   167.62,2,    41.30,2,     2.92,2,  -999.00,9,  -999.00,9, -999.000,1,   2373.7,2,   -999.0,9
    18DD9910_1,   P1E,   109,  1,    124,      3,2,19990604,0237, 47.0008,-127.9233, 2712,   2248.8,   1.7912,  34.6190,2,    75.97,2,   171.14,2,    40.32,2,     2.86,2,  -999.00,9,  -999.00,9, -999.000,1,   2374.7,2,   2426.2,2
    18DD9910_1,   P1E,   109,  1,    123,      2,2,19990604,0237, 47.0008,-127.9233, 2712,   2498.6,   1.7590,  34.6330,2,    81.43,2,   175.16,2,    40.14,2,     2.86,2,  -999.00,9,  -999.00,9, -999.000,1,   2378.9,2,   2432.1,2
    18DD9910_1,   P1E,   109,  1,    122,      1,2,19990604,0237, 47.0008,-127.9233, 2712,   2705.7,   1.7437,  34.6410,2,    83.42,2,   182.46,2,    39.35,2,     2.85,2,  -999.00,9,  -999.00,9, -999.000,9,   2379.6,2,   2433.2,2
    18DD9910_1,   P1E,   109,  3,    161,     20,2,19990604,0620, 47.0012,-127.9222, 2712,      2.6,  10.3316,  32.7880,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     3.96,2,     2.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    160,     19,2,19990604,0620, 47.0012,-127.9222, 2712,     10.4,  10.3304,  32.7870,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     3.90,2,     1.97,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    159,     18,2,19990604,0620, 47.0012,-127.9222, 2712,     24.9,  10.1620,  32.7880,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     3.90,2,     1.96,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    158,     17,2,19990604,0620, 47.0012,-127.9222, 2712,     49.8,   8.5751,  32.7950,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     4.23,2,     2.16,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    157,     16,2,19990604,0620, 47.0012,-127.9222, 2712,     74.8,   7.6250,  32.8230,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     4.20,2,     2.20,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    156,     15,2,19990604,0620, 47.0012,-127.9222, 2712,     99.8,   7.5419,  33.0180,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     3.96,2,     2.04,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    155,     14,2,19990604,0620, 47.0012,-127.9222, 2712,    150.1,   7.5187,  33.8690,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     2.95,2,     1.54,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    154,     13,2,19990604,0620, 47.0012,-127.9222, 2712,    199.7,   6.8924,  33.9360,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     2.57,2,     1.25,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    153,     12,2,19990604,0620, 47.0012,-127.9222, 2712,    300.8,   5.5499,  33.9280,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     1.75,2,     0.82,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    152,     11,2,19990604,0620, 47.0012,-127.9222, 2712,    398.9,   4.8293,  33.9820,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     1.00,2,     0.53,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    151,     10,2,19990604,0620, 47.0012,-127.9222, 2712,    600.6,   4.3454,  34.1790,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     0.14,2,     0.08,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    150,      9,2,19990604,0620, 47.0012,-127.9222, 2712,    801.2,   3.7763,  34.2950,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     0.03,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    149,      8,2,19990604,0620, 47.0012,-127.9222, 2712,   1000.3,   3.3079,  34.3840,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    148,      7,2,19990604,0620, 47.0012,-127.9222, 2712,   1251.6,   2.8519,  34.4470,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    147,      6,2,19990604,0620, 47.0012,-127.9222, 2712,   1500.8,   2.4227,  34.5150,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    146,      5,2,19990604,0620, 47.0012,-127.9222, 2712,   1751.3,   2.1258,  34.5560,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    145,      4,2,19990604,0620, 47.0012,-127.9222, 2712,   2000.2,   1.9062,  34.5940,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    144,      3,2,19990604,0620, 47.0012,-127.9222, 2712,   2250.8,   1.7953,  34.6180,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    143,      2,2,19990604,0620, 47.0012,-127.9222, 2712,   2500.2,   1.7602,  34.6330,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   109,  3,    142,      1,2,19990604,0620, 47.0012,-127.9222, 2712,   2712.2,   1.7458,  34.6420,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     0.00,6,     0.00,6, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  2,    L12,    USW,2,19990604,-999, 46.9998,-128.6460,   -9,      5.0,-999.0000,  32.8310,2,  -999.00,9,     9.58,2,     6.28,2,     0.73,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    181,     20,2,19990604,1311, 46.9998,-128.6460, 2741,      1.3,  10.0906,  32.8300,2,   293.22,2,     9.51,2,     5.31,2,     0.75,2,     3.98,2,     2.07,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    180,     19,2,19990604,1311, 46.9998,-128.6460, 2741,     10.9,  10.0810,  32.8300,2,   293.64,2,     9.51,2,     5.66,2,     0.74,2,     4.17,2,     2.12,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    179,     18,2,19990604,1311, 46.9998,-128.6460, 2741,     24.1,   9.8473,  32.8270,2,   296.90,2,     9.33,2,     5.66,2,     0.75,2,     4.19,2,     2.13,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    178,     17,2,19990604,1311, 46.9998,-128.6460, 2741,     50.6,   8.2989,  32.8320,2,   308.16,2,     9.51,2,     6.18,2,     0.77,2,     4.31,2,     2.24,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    177,     16,2,19990604,1311, 46.9998,-128.6460, 2741,     75.9,   7.3101,  32.8760,2,   299.03,2,    10.37,2,     8.42,2,     0.90,2,     4.41,2,     2.24,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    176,     15,2,19990604,1311, 46.9998,-128.6460, 2741,    100.4,   7.2895,  33.0540,2,   267.74,2,    14.71,2,    12.37,2,     1.10,2,     4.26,2,     2.10,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    175,     14,2,19990604,1311, 46.9998,-128.6460, 2741,    150.2,   7.4677,  33.8720,2,   168.91,2,    34.54,2,    25.08,2,     1.78,2,     3.29,2,     1.60,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    174,     13,2,19990604,1311, 46.9998,-128.6460, 2741,    199.5,   6.9650,  33.9220,2,   148.00,2,    42.58,2,    28.38,2,     1.97,2,     2.93,2,     1.42,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    173,     12,2,19990604,1311, 46.9998,-128.6460, 2741,    301.1,   5.6336,  33.9300,2,   105.11,2,    59.07,2,    34.53,2,     2.42,2,     1.72,2,     0.84,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    172,     11,2,19990604,1311, 46.9998,-128.6460, 2741,    399.6,   4.8602,  33.9620,2,    65.76,2,    75.45,2,    39.50,2,     2.75,2,     1.23,2,     0.66,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    171,     10,2,19990604,1311, 46.9998,-128.6460, 2741,    599.4,   4.1930,  34.1240,2,    26.79,2,   101.15,2,    43.09,2,     3.04,2,     0.29,2,     0.16,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    170,      9,2,19990604,1311, 46.9998,-128.6460, 2741,    798.9,   3.6728,  34.2740,2,    12.82,2,   121.84,2,    43.88,2,     3.14,2,     0.05,2,     0.02,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    169,      8,2,19990604,1311, 46.9998,-128.6460, 2741,    997.7,   3.1959,  34.3760,2,    11.44,2,   137.79,2,    44.54,2,     3.15,2,     0.01,2,     0.02,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    168,      7,2,19990604,1311, 46.9998,-128.6460, 2741,   1249.9,   2.7432,  34.4520,2,    18.99,2,   151.83,2,    44.54,2,     3.13,2,     0.01,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    167,      6,2,19990604,1311, 46.9998,-128.6460, 2741,   1501.0,   2.3667,  34.5150,2,    32.24,2,   162.67,2,    43.44,2,     3.06,2,     0.01,2,     0.02,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    166,      5,2,19990604,1311, 46.9998,-128.6460, 2741,   1752.1,   2.1034,  34.5570,2,    46.84,2,   167.91,2,    42.65,2,     2.98,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    165,      4,2,19990604,1311, 46.9998,-128.6460, 2741,   2001.0,   1.9083,  34.5940,2,    64.08,2,   173.71,2,    41.61,2,     2.91,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    164,      3,2,19990604,1311, 46.9998,-128.6460, 2741,   2250.0,   1.8053,  34.6160,2,    74.39,2,   177.34,2,    40.51,2,     2.86,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    163,      2,2,19990604,1311, 46.9998,-128.6460, 2741,   2499.9,   1.7644,  34.6300,2,    79.97,2,   181.70,2,    40.15,2,     2.85,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   108,  1,    162,      1,2,19990604,1311, 46.9998,-128.6460, 2741,   2747.7,   1.7272,  34.6430,2,    89.06,2,   184.07,2,    39.36,2,     2.82,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
