BOTTLE,20161130CCHSIORJL
#Change SECT to SECT_ID
#Change DEPTH units from M to METERS
#Change CFC-11 empty data value from 9.00 to -999.000 for 107,2,USW (STNNBR,CASTNO,BTLNBR)
#Change CFC-12 empty data value from 9.00 to -999.000 for 107,2,USW (STNNBR,CASTNO,BTLNBR)
#BOTTLE,20070403JAMSTECIORGC
#Software_Version: whp_btl_exchange.rb_v2.0 (ogc_group)
#ORIGINAL_SUM_FILE: 18DD9910_1_sum.txt Fri Mar 16 17:48:04 +0900 2007
#ORIGINAL_HYD_FILE: 18DD9910_1_sea.txt Tue Apr 03 17:31:34 +0900 2007
#DEPTH_TYPE: UNC
#EVENT_CODE: BE
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO3+NO2,NO3+NO2_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,DELC13,DELC13_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,UTC,DEG,DEG,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,/MILLE,,UMOL/KG,,UMOL/KG,
    18DD9910_1,   P1E,   107,  2,    L13,    USW,2,19990604,-999, 46.9993,-129.3825,   -9,      5.0,-999.0000,  32.8160,2,  -999.00,9,     9.28,2,     5.47,2,     0.71,2, -999.000,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   107,  1,    201,     20,2,19990604,1926, 46.9993,-129.3825, 2573,      2.9,  10.0548,  32.8300,2,   293.46,2,     9.33,2,     5.46,2,     0.72,2,     3.94,2,     2.07,2, -999.000,1,   2015.6,2,   2207.1,2
    18DD9910_1,   P1E,   107,  1,    200,     19,2,19990604,1926, 46.9993,-129.3825, 2573,     10.4,  10.0470,-999.0000,9,   293.21,2,     9.15,2,     5.46,2,     0.73,2,     4.10,2,     2.11,2, -999.000,1,   2011.9,2,   2207.4,2
    18DD9910_1,   P1E,   107,  1,    199,     18,2,19990604,1926, 46.9993,-129.3825, 2573,     25.1,   9.9366,  32.8390,2,   294.85,2,     9.51,2,     5.99,2,     0.75,2,     3.81,2,     2.12,2, -999.000,1,   2008.6,2,   2194.2,2
    18DD9910_1,   P1E,   107,  1,    198,     17,2,19990604,1926, 46.9993,-129.3825, 2573,     48.6,   8.5760,  32.8240,2,   309.57,2,     9.51,2,     5.76,2,     0.75,2,     4.20,2,     2.17,2, -999.000,1,   2011.9,2,   2180.5,2
    18DD9910_1,   P1E,   107,  1,    197,     16,2,19990604,1926, 46.9993,-129.3825, 2573,     73.6,   7.5601,  32.8700,2,   295.76,2,    10.55,2,     8.24,2,     0.89,2,     4.13,2,     2.14,2, -999.000,1,   2025.1,2,   2192.0,2
    18DD9910_1,   P1E,   107,  1,    196,     15,2,19990604,1926, 46.9993,-129.3825, 2573,     98.2,   7.4117,  33.1320,2,   254.93,2,    16.63,2,    13.81,2,     1.17,2,     3.98,2,     2.01,2, -999.000,1,   2072.4,2,   2210.5,2
    18DD9910_1,   P1E,   107,  1,    195,     14,2,19990604,1926, 46.9993,-129.3825, 2573,    151.2,   7.4209,  33.8810,2,   178.55,2,    33.67,2,    24.38,2,     1.73,2,     3.33,2,     1.63,2, -999.000,1,   2161.7,2,   -999.0,9
    18DD9910_1,   P1E,   107,  1,    194,     13,2,19990604,1926, 46.9993,-129.3825, 2573,    202.2,   6.7027,  33.9260,2,   136.06,2,    45.38,2,    29.34,2,     2.09,2,     2.70,2,     1.29,2, -999.000,1,   2199.7,2,   2273.0,2
    18DD9910_1,   P1E,   107,  1,    193,     12,2,19990604,1926, 46.9993,-129.3825, 2573,    300.5,   5.5985,  33.9260,2,   103.98,2,    59.94,2,    34.50,2,     2.44,2,     1.84,2,     0.89,2, -999.000,1,   2242.3,2,   2298.1,2
    18DD9910_1,   P1E,   107,  1,    192,     11,2,19990604,1926, 46.9993,-129.3825, 2573,    398.2,   4.8016,  33.9670,2,    66.42,2,    75.45,2,    39.26,2,     2.76,2,     1.15,6,     0.57,6, -999.000,1,   2289.0,2,   2279.7,2
    18DD9910_1,   P1E,   107,  1,    191,     10,2,19990604,1926, 46.9993,-129.3825, 2573,    599.1,   4.1059,  34.1470,2,    23.27,2,   102.39,2,    43.24,2,     3.06,2,     0.24,2,     0.11,2, -999.000,1,   2326.7,2,   2326.4,2
    18DD9910_1,   P1E,   107,  1,    190,      9,2,19990604,1926, 46.9993,-129.3825, 2573,    798.6,   3.6106,  34.2970,2,    11.45,2,   121.65,2,    43.72,2,     3.15,2,     0.04,2,     0.03,2, -999.000,1,   2369.4,2,   2342.9,2
    18DD9910_1,   P1E,   107,  1,    189,      8,2,19990604,1926, 46.9993,-129.3825, 2573,    999.9,   3.1911,  34.3810,2,    11.91,2,   135.80,2,    43.96,2,     3.17,2,     0.00,2,     0.00,2, -999.000,1,   2378.2,2,   2357.3,2
    18DD9910_1,   P1E,   107,  1,    188,      7,2,19990604,1926, 46.9993,-129.3825, 2573,   1249.5,   2.7335,  34.4540,2,    18.67,2,   150.56,2,    44.02,2,     3.14,2,     0.00,2,     0.00,2, -999.000,1,   2391.0,2,   2384.9,2
    18DD9910_1,   P1E,   107,  1,    187,      6,2,19990604,1926, 46.9993,-129.3825, 2573,   1499.2,   2.2935,  34.5230,2,    33.74,2,   161.20,2,    43.17,2,     3.05,2,     0.00,2,     0.00,2, -999.000,1,   2393.2,2,   2400.9,2
    18DD9910_1,   P1E,   107,  1,    186,      5,2,19990604,1926, 46.9993,-129.3825, 2573,   1750.0,   2.0762,  34.5610,2,    48.29,2,   165.91,2,    42.93,2,     2.98,2,     0.00,2,     0.00,2, -999.000,1,   2390.3,2,   2402.3,2
    18DD9910_1,   P1E,   107,  1,    185,      4,2,19990604,1926, 46.9993,-129.3825, 2573,   1998.3,   1.9042,  34.5950,2,    66.43,2,   170.07,2,    41.47,2,     2.91,2,     0.00,2,     0.00,2, -999.000,1,   2384.7,2,   2421.5,2
    18DD9910_1,   P1E,   107,  1,    184,      3,2,19990604,1926, 46.9993,-129.3825, 2573,   2249.0,   1.8063,  34.6140,2,    77.21,2,   173.33,2,    40.63,2,     2.86,2,     0.00,2,     0.00,2, -999.000,1,   2380.2,2,   2418.8,2
    18DD9910_1,   P1E,   107,  1,    183,      2,2,19990604,1926, 46.9993,-129.3825, 2573,   2498.5,   1.7743,  34.6230,2,    82.65,2,   174.06,2,    40.57,2,     2.84,2,     0.00,2,     0.00,2, -999.000,1,   2377.0,2,   2416.7,2
    18DD9910_1,   P1E,   107,  1,    182,      1,2,19990604,1926, 46.9993,-129.3825, 2573,   2574.1,   1.7752,  34.6240,2,    82.50,2,   173.88,2,    40.21,2,     2.83,2,     0.00,2,     0.02,3, -999.000,1,   2389.0,2,   2417.4,2
    18DD9910_1,   P1E,   106,  2,    L14,    USW,2,19990605,-999, 47.0007,-130.0188,   -9,      5.0,-999.0000,  32.8490,2,  -999.00,9,    10.26,2,     6.28,2,     0.81,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    221,     20,2,19990605,0443, 47.0007,-130.0188, 2728,      4.2,   9.6279,  32.8470,2,   296.63,2,    10.31,2,     6.39,2,     0.81,2,     4.22,6,     2.27,6, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    220,     19,2,19990605,0443, 47.0007,-130.0188, 2728,     10.8,   9.6288,  32.8470,2,   302.07,2,    10.13,2,     6.57,2,     0.81,2,     4.09,2,     2.18,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    219,     18,2,19990605,0443, 47.0007,-130.0188, 2728,     25.4,   9.6239,  32.8470,2,   297.30,2,    10.12,2,     6.58,2,     0.80,2,     4.02,2,     2.22,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    218,     17,2,19990605,0443, 47.0007,-130.0188, 2728,     51.1,   7.9621,  32.8530,2,   309.73,2,     9.77,2,     6.93,2,     0.82,2,     4.29,2,     2.36,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    217,     16,2,19990605,0443, 47.0007,-130.0188, 2728,     78.9,   7.1198,  32.8840,2,   299.90,2,    10.96,2,     8.34,2,     0.91,2,     4.49,2,     2.30,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    216,     15,2,19990605,0443, 47.0007,-130.0188, 2728,    100.2,   6.9960,  32.9580,2,   287.19,2,    12.99,2,    10.27,2,     1.00,2,     4.49,6,     2.29,6, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    215,     14,2,19990605,0443, 47.0007,-130.0188, 2728,    149.8,   7.6287,  33.9230,2,   188.17,2,    32.32,2,    22.93,2,     1.63,2,     3.47,2,     1.72,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    214,     13,2,19990605,0443, 47.0007,-130.0188, 2728,    199.7,   6.9149,  33.9390,2,   155.67,2,    42.29,2,    27.67,2,     1.92,2,     2.89,2,     1.44,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    213,     12,2,19990605,0443, 47.0007,-130.0188, 2728,    304.1,   5.4955,  33.9320,2,   111.20,2,    61.15,2,    33.98,2,     2.38,2,     2.02,2,     0.99,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    212,     11,2,19990605,0443, 47.0007,-130.0188, 2728,    402.8,   4.6405,  33.9680,2,    72.14,2,    77.89,2,    38.83,2,     2.70,2,     1.14,2,     0.58,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    211,     10,2,19990605,0443, 47.0007,-130.0188, 2728,    598.1,   4.0584,  34.1410,2,    23.26,2,   103.26,2,    42.98,2,     3.02,2,     0.21,2,     0.17,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    210,      9,2,19990605,0443, 47.0007,-130.0188, 2728,    801.1,   3.6643,  34.2780,2,    14.14,2,   120.48,2,    43.96,2,     3.14,2,     0.01,2,     0.04,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    209,      8,2,19990605,0443, 47.0007,-130.0188, 2728,   1001.3,   3.2079,  34.3640,2,    11.33,2,   136.04,2,    44.34,2,     3.14,2,     0.01,2,     0.03,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    208,      7,2,19990605,0443, 47.0007,-130.0188, 2728,   1251.7,   2.7476,  34.4470,2,    17.27,2,   149.53,2,    44.36,2,     3.10,2,     0.00,2,     0.05,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    207,      6,2,19990605,0443, 47.0007,-130.0188, 2728,   1501.8,   2.3389,  34.5150,2,    36.85,2,   160.18,2,    43.53,2,     3.04,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    206,      5,2,19990605,0443, 47.0007,-130.0188, 2728,   1747.2,   2.0661,  34.5600,2,    49.87,2,   167.40,2,    42.70,2,     2.97,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    205,      4,2,19990605,0443, 47.0007,-130.0188, 2728,   2001.5,   1.9135,  34.5890,2,    62.06,2,   170.42,2,    41.81,2,     2.91,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    204,      3,2,19990605,0443, 47.0007,-130.0188, 2728,   2250.6,   1.7940,  34.6120,2,    76.43,2,   171.97,2,    41.29,2,     2.84,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    203,      2,2,19990605,0443, 47.0007,-130.0188, 2728,   2501.7,   1.7110,  34.6290,2,    88.31,2,   172.23,2,    40.03,2,     2.77,2,     0.00,2,     0.06,3, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   106,  1,    202,      1,2,19990605,0443, 47.0007,-130.0188, 2728,   2664.0,   1.6811,  34.6360,2,    92.64,2,   175.43,2,    40.11,2,     2.77,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   105,  2,    L15,    USW,2,19990606,-999, 47.0002,-131.2315,   -9,      5.0,-999.0000,  32.8390,2,  -999.00,9,     8.93,2,     5.87,2,     0.79,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   105,  1,    241,     20,2,19990606,1534, 47.0002,-131.2315, 2870,      6.8,   9.2587,  32.8350,2,   298.36,2,     9.09,2,     6.28,2,     0.79,2,     4.05,2,     2.10,2, -999.000,1,   2012.0,2,   2192.1,2
    18DD9910_1,   P1E,   105,  1,    240,     19,2,19990606,1534, 47.0002,-131.2315, 2870,     15.1,   9.2610,  32.8370,2,   297.93,2,     9.09,2,     5.64,2,     0.79,2,     3.74,2,     1.96,2, -999.000,1,   2015.1,2,   2200.4,2
    18DD9910_1,   P1E,   105,  1,    239,     18,2,19990606,1534, 47.0002,-131.2315, 2870,     25.9,   9.2429,  32.8350,2,   297.99,2,     9.08,2,     5.65,2,     0.81,2,     4.37,2,     2.27,2, -999.000,1,   2011.4,2,   2204.5,2
    18DD9910_1,   P1E,   105,  1,    238,     17,2,19990606,1534, 47.0002,-131.2315, 2870,     48.3,   7.9306,  32.8230,2,   309.26,2,     9.24,2,     6.00,2,     0.81,2,     4.36,2,     2.24,2, -999.000,1,   2012.8,2,   2210.7,2
    18DD9910_1,   P1E,   105,  1,    237,     16,2,19990606,1534, 47.0002,-131.2315, 2870,     74.5,   7.3877,  32.8540,2,   298.48,2,    10.09,2,     7.35,2,     0.90,2,     4.56,2,     2.30,2, -999.000,1,   2026.6,2,   2209.6,2
    18DD9910_1,   P1E,   105,  1,    236,     15,2,19990606,1534, 47.0002,-131.2315, 2870,     96.6,   7.0740,  33.0190,2,   278.18,2,    13.99,2,     9.87,2,     1.05,2,     4.32,2,     2.20,2, -999.000,1,   2047.5,2,   2202.8,2
    18DD9910_1,   P1E,   105,  1,    235,     14,2,19990606,1534, 47.0002,-131.2315, 2870,    145.7,   7.6475,  33.9320,2,   187.56,2,    32.78,2,    21.87,2,     1.64,2,     3.38,2,     1.66,2, -999.000,1,   2143.8,2,   2257.1,2
    18DD9910_1,   P1E,   105,  1,    234,     13,2,19990606,1534, 47.0002,-131.2315, 2870,    198.1,   6.8333,  33.9420,2,   156.70,2,    43.42,2,    26.44,2,     1.93,2,     2.81,2,     1.36,2, -999.000,1,   2177.8,2,   2267.1,2
    18DD9910_1,   P1E,   105,  1,    233,     12,2,19990606,1534, 47.0002,-131.2315, 2870,    299.4,   5.3688,  33.9240,2,   103.55,2,    63.33,2,    33.89,2,     2.44,2,     1.91,6,     0.93,6, -999.000,1,   2236.5,2,   2284.3,2
    18DD9910_1,   P1E,   105,  1,    232,     11,2,19990606,1534, 47.0002,-131.2315, 2870,    363.5,   4.8186,  33.9450,2,    80.98,2,    73.23,2,    36.59,2,     2.66,2,     1.39,2,     0.70,2, -999.000,1,   2263.0,2,   2299.7,2
    18DD9910_1,   P1E,   105,  1,    231,     10,2,19990606,1534, 47.0002,-131.2315, 2870,    598.2,   3.9897,  34.1200,2,    31.43,2,   103.16,2,    41.46,2,     3.00,2,     0.35,2,     0.21,2, -999.000,1,   2321.0,2,   2341.8,2
    18DD9910_1,   P1E,   105,  1,    230,      9,2,19990606,1534, 47.0002,-131.2315, 2870,    801.5,   3.6083,  34.2730,2,    13.31,2,   122.00,2,    42.43,2,     3.13,2,     0.05,2,     0.03,2, -999.000,1,   2351.9,2,   2362.9,2
    18DD9910_1,   P1E,   105,  1,    229,      8,2,19990606,1534, 47.0002,-131.2315, 2870,    995.8,   3.2581,  34.3720,2,    17.05,2,   134.68,2,    43.05,2,     3.16,2,     0.01,2,     0.00,2, -999.000,1,   2366.8,2,   2370.8,2
    18DD9910_1,   P1E,   105,  1,    228,      7,2,19990606,1534, 47.0002,-131.2315, 2870,   1264.7,   2.7594,  34.4580,2,    17.72,2,   150.17,2,    42.95,2,     3.12,2,     0.00,2,     0.00,2, -999.000,1,   2379.8,2,   2383.4,2
    18DD9910_1,   P1E,   105,  1,    227,      6,2,19990606,1534, 47.0002,-131.2315, 2870,   1505.0,   2.3857,  34.5100,2,    32.24,2,   159.56,2,    43.02,2,     3.06,2,     0.03,4,     0.15,4, -999.000,1,   2382.8,2,   2385.8,2
    18DD9910_1,   P1E,   105,  1,    226,      5,2,19990606,1534, 47.0002,-131.2315, 2870,   1755.2,   2.1082,  34.5550,2,    46.07,2,   166.23,2,    41.28,2,     2.98,2,     0.00,2,     0.00,2, -999.000,1,   2379.2,2,   2409.0,2
    18DD9910_1,   P1E,   105,  1,    225,      4,2,19990606,1534, 47.0002,-131.2315, 2870,   2000.9,   1.9314,  34.5890,2,    61.79,2,   170.36,2,    40.51,2,     2.93,2,     0.00,2,     0.00,2, -999.000,1,   2376.8,2,   2411.0,2
    18DD9910_1,   P1E,   105,  1,    224,      3,2,19990606,1534, 47.0002,-131.2315, 2870,   2240.3,   1.8359,  34.6070,2,    72.04,2,   172.84,2,    39.86,2,     2.87,2,     0.00,2,     0.00,2, -999.000,1,   2371.2,2,   2409.7,2
    18DD9910_1,   P1E,   105,  1,    223,      2,2,19990606,1534, 47.0002,-131.2315, 2870,   2507.1,   1.7188,  34.6280,2,    88.55,2,   172.74,2,    39.21,2,     2.79,2,     0.00,2,     0.00,2, -999.000,1,   2365.1,2,   2408.6,2
    18DD9910_1,   P1E,   105,  1,    222,      1,2,19990606,1534, 47.0002,-131.2315, 2870,   2503.3,   1.7181,  34.6290,2,    92.29,2,   172.83,2,    39.53,2,     2.80,2,     0.00,2,     0.00,2, -999.000,1,   2365.0,2,   2391.8,2
    18DD9910_1,   P1E,   104,  2,    L16,    USW,2,19990606,-999, 46.9985,-132.3737,   -9,      5.0,-999.0000,  32.8070,2,  -999.00,9,     8.88,2,     5.72,2,     0.78,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    263,     22,2,19990606,0403, 46.9985,-132.3737, 3320,      7.6,   9.2739,  32.8130,2,   298.76,2,     8.59,2,     6.88,2,     0.75,2,     4.35,6,     2.31,6, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    262,     21,2,19990606,0403, 46.9985,-132.3737, 3320,      9.4,   9.2769,  32.8130,2,   299.67,2,     8.75,2,     5.95,2,     0.76,2,     4.29,2,     2.29,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    261,     20,2,19990606,0403, 46.9985,-132.3737, 3320,     26.3,   9.2801,  32.8130,2,   298.90,2,     8.42,2,     6.07,2,     0.75,2,     4.43,2,     2.35,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    260,     19,2,19990606,0403, 46.9985,-132.3737, 3320,     51.1,   9.1275,  32.8130,2,   300.98,2,     8.42,2,     6.07,2,     0.76,2,     4.58,2,     2.43,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    259,     18,2,19990606,0403, 46.9985,-132.3737, 3320,     76.8,   7.7079,  32.8270,2,   326.09,2,     8.75,2,     7.05,2,     0.80,2,     4.59,2,     2.41,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    258,     17,2,19990606,0403, 46.9985,-132.3737, 3320,     98.0,   7.2433,  32.9420,2,   297.96,2,     9.41,2,     8.04,2,     0.89,2,     4.63,2,     2.46,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    257,     16,2,19990606,0403, 46.9985,-132.3737, 3320,    150.7,   7.8800,  33.8800,2,   201.43,2,    27.47,2,    21.14,2,     1.48,2,     3.88,2,     1.98,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    256,     15,2,19990606,0403, 46.9985,-132.3737, 3320,    199.1,   7.3672,  33.9530,2,   174.54,2,    36.52,2,    24.86,2,     1.72,2,     3.27,2,     1.65,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    255,     14,2,19990606,0403, 46.9985,-132.3737, 3320,    300.6,   5.7372,  33.9280,2,   117.55,2,    56.02,2,    32.90,2,     2.28,2,     2.24,2,     1.13,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    254,     13,2,19990606,0403, 46.9985,-132.3737, 3320,    403.9,   4.7819,  33.9490,2,    81.99,2,    72.69,2,    37.75,2,     2.63,2,     1.45,2,     0.74,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    253,     12,2,19990606,0403, 46.9985,-132.3737, 3320,    602.7,   4.0167,  34.1160,2,    29.11,2,   101.37,2,    43.30,2,     2.96,2,     0.31,2,     0.18,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    252,     11,2,19990606,0403, 46.9985,-132.3737, 3320,    799.2,   3.5610,  34.2570,2,    12.86,2,   122.02,2,    43.99,2,     3.09,2,     0.05,2,     0.05,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    251,     10,2,19990606,0403, 46.9985,-132.3737, 3320,   1004.0,   3.1699,  34.3540,2,    11.31,2,   136.44,2,    44.58,2,     3.12,2,     0.02,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    250,      9,2,19990606,0403, 46.9985,-132.3737, 3320,   1240.7,   2.8408,  34.4420,2,    15.25,2,   147.34,2,    44.34,2,     3.11,2,  -999.00,5,  -999.00,5, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    249,      8,2,19990606,0403, 46.9985,-132.3737, 3320,   1496.6,   2.3870,  34.5000,2,    25.46,2,   160.91,2,    44.34,2,     3.05,2,     0.01,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    248,      7,2,19990606,0403, 46.9985,-132.3737, 3320,   1751.2,   2.0962,  34.5530,2,    43.60,2,   166.81,2,    42.87,2,     2.97,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    247,      6,2,19990606,0403, 46.9985,-132.3737, 3320,   1996.7,   1.9365,  34.5830,2,    59.21,2,   170.51,2,    42.11,2,     2.90,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    246,      5,2,19990606,0403, 46.9985,-132.3737, 3320,   2246.5,   1.8304,  34.6070,2,    71.57,2,   172.92,2,    41.47,2,     2.85,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    245,      4,2,19990606,0403, 46.9985,-132.3737, 3320,   2503.1,   1.7245,  34.6260,2,    84.69,2,   174.41,2,    40.42,2,     2.78,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    244,      3,2,19990606,0403, 46.9985,-132.3737, 3320,   2745.8,   1.6617,  34.6390,2,    98.68,2,   173.48,2,    39.89,2,     2.74,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    243,      2,2,19990606,0403, 46.9985,-132.3737, 3320,   3301.1,   1.5506,  34.6620,2,   118.33,2,   174.59,2,    38.55,2,     2.63,2,     0.00,2,     0.00,2, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   104,  1,    242,      1,2,19990606,0403, 46.9985,-132.3737, 3320,   3299.6,   1.5506,  34.6620,2,   125.54,2,   174.59,2,    38.08,2,     2.63,2,     0.01,6,     0.01,6, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   103,  2,    L17,    USW,2,19990606,-999, 46.9998,-133.4628,   -9,      5.0,-999.0000,  32.8230,2,  -999.00,9,     8.88,2,     6.37,2,     0.77,2,  -999.00,9,  -999.00,9, -999.000,9,   -999.0,9,   -999.0,9
    18DD9910_1,   P1E,   103,  1,    286,     23,2,19990606,1420, 46.9998,-133.4628,   -9,      1.0,   9.1994,  32.8210,2,   298.77,2,     8.71,2,     5.95,2,     0.78,2,     4.23,2,     2.25,2, -999.000,1,   2016.0,2,   2187.3,2
    18DD9910_1,   P1E,   103,  1,    285,     22,2,19990606,1420, 46.9998,-133.4628,   -9,     15.8,   9.1981,  32.8210,2,   298.50,2,     8.54,2,     6.13,2,     0.77,2,     4.38,2,     2.29,2, -999.000,1,   2005.5,2,   2200.0,2
    18DD9910_1,   P1E,   103,  1,    284,     21,2,19990606,1420, 46.9998,-133.4628,   -9,     24.6,   9.1995,-999.0000,9,   313.98,3,     8.93,2,     6.65,2,     0.79,2,     4.10,2,     2.25,2, -999.000,1,   -999.0,9,   2171.6,2
    18DD9910_1,   P1E,   103,  1,    283,     20,2,19990606,1420, 46.9998,-133.4628,   -9,     49.7,   7.8685,  32.8480,2,   306.76,2,     8.88,2,     6.72,2,     0.82,2,     4.50,2,     2.38,2, -999.000,1,   2015.8,2,   2207.1,2
    18DD9910_1,   P1E,   103,  1,    282,     19,2,19990606,1420, 46.9998,-133.4628,   -9,     75.5,   7.5771,  33.0270,2,   296.90,2,     9.56,2,     7.78,2,     0.86,2,     4.48,2,     2.37,2, -999.000,1,   2028.1,2,   2210.6,2
    18DD9910_1,   P1E,   103,  1,    281,     18,2,19990606,1420, 46.9998,-133.4628,   -9,     99.9,   7.4037,  33.0230,2,   296.71,3,    10.08,2,     7.78,2,     0.90,2,     4.45,2,     2.39,2, -999.000,1,   2029.2,2,   2215.3,2
    18DD9910_1,   P1E,   103,  1,    280,     17,2,19990606,1420, 46.9998,-133.4628,   -9,    152.2,   7.9177,  33.9230,2,   198.25,2,    28.66,2,    20.77,2,     1.50,2,     3.90,2,     1.99,2, -999.000,1,   2123.4,2,   2261.3,2
    18DD9910_1,   P1E,   103,  1,    279,     16,2,19990606,1420, 46.9998,-133.4628,   -9,    200.6,   7.3228,  33.9520,2,   178.34,2,    37.30,2,    24.01,2,     1.72,2,     0.12,4,     0.09,4, -999.000,1,   2145.6,2,   2275.6,2
    18DD9910_1,   P1E,   103,  1,    278,     15,2,19990606,1420, 46.9998,-133.4628,   -9,    299.9,   5.9962,  33.9450,2,   123.94,2,    55.69,2,    31.40,2,     2.22,2,     2.27,2,     1.11,2, -999.000,1,   2206.2,2,   2297.1,2
    18DD9910_1,   P1E,   103,  1,    277,     14,2,19990606,1420, 46.9998,-133.4628,   -9,    399.9,   4.7919,  33.9570,2,    81.47,2,    75.23,2,    37.33,2,     2.63,2,     1.51,2,     0.80,2, -999.000,1,   2254.6,2,   2305.3,2
