BOTTLE,20100505WHPSIODBK
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20070418
#original HYD file: i05_74AB20020301hy.txt   Fri Mar  9 11:29:46 2007
#original SUM file: i05_74AB20020301su.txt   Tue Apr 17 11:43:05 2007
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,THETA,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,NEON,NEON_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH,PH_FLAG_W,PH_TMP,HELIER,TRITER,NEONER
,,,,,,,,,,,,DBAR,DEG C,PSS-78,,PSS-78,,UMOL/KG,,DEG C,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,%,,NMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,NMOL/KG,TU,NMOL/KG
  74AB20020301,   I05,   028,  1, 159198, 159198,2,20020307,0016,-31.7230,  31.3262, 3236,   3262.5,   1.9122,  34.7986,2,  34.7992,2,    218.5,2,  1.6596,    218.0,2,    80.37,2,    27.08,2,     1.90,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.6727,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   028,  1, 159199, 159199,2,20020307,0016,-31.7230,  31.3262, 3236,   3262.9,   1.9117,  34.7985,2,  34.7990,2,    218.4,2,  1.6590,    217.5,2,    80.37,2,    27.08,2,     1.90,2,    0.004,2,    0.008,2,   -0.003,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.6714,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159244, 159244,2,20020307,0501,-31.8033,  31.4253, 3341,      9.7,  24.8163,  35.6741,2,  35.6747,2,    211.3,2, 24.8142,    211.6,2,     3.03,2,     0.20,2,     0.07,2,    1.850,6,    1.147,6,    0.324,3, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2330.4,2,   8.0870,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159243, 159243,2,20020307,0501,-31.8033,  31.4253, 3341,     44.1,  22.2974,  35.6783,2,  35.6788,2,    230.1,2, 22.2886,    229.5,2,     3.03,2,     0.00,2,     0.07,2,    2.079,2,    1.282,2,    0.677,3, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2331.2,2,   8.0723,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159242, 159242,2,20020307,0501,-31.8033,  31.4253, 3341,     78.9,  19.5436,  35.6688,2,  35.6696,2,    228.9,2, 19.5292,    225.9,2,     3.22,2,     0.10,2,     0.14,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2331.7,2,   8.0390,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159241, 159241,2,20020307,0501,-31.8033,  31.4253, 3341,    152.5,  17.8533,  35.6768,2,  35.6769,2,    217.6,2, 17.8272,    216.1,2,     4.00,2,     2.93,2,     0.32,2,    2.418,2,    1.425,2,    0.191,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2330.8,2,   7.9989,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159240, 159240,2,20020307,0501,-31.8033,  31.4253, 3341,    253.1,  16.7156,  35.5832,2,  35.5831,2,    202.6,2, 16.6741,    201.1,2,     5.27,2,     5.76,2,     0.49,2,    2.504,2,    1.441,2,    0.082,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2325.7,2,   7.9491,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159239, 159239,2,20020307,0501,-31.8033,  31.4253, 3341,    352.8,  14.7537,  35.4316,2,  35.4322,2,    207.3,2, 14.7004,    208.7,2,     5.66,2,     8.00,2,     0.63,2,    2.744,2,    1.526,2,    0.069,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2320.7,2,   7.9093,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159238, 159238,2,20020307,0501,-31.8033,  31.4253, 3341,    450.5,  13.5197,  35.2941,2,  35.2934,2,    214.9,2, 13.4554,    213.4,2,     5.86,2,     9.66,2,     0.73,2,    2.854,2,    1.553,2,    0.079,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2314.9,2,   7.8844,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159237, 159237,2,20020307,0501,-31.8033,  31.4253, 3341,    550.3,  12.5193,  35.1560,2,  35.1569,2,    220.9,2, 12.4443,    220.4,2,     6.05,2,    11.23,2,     0.83,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2309.4,2,   7.8705,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159236, 159236,2,20020307,0501,-31.8033,  31.4253, 3341,    651.4,  11.4830,  35.0058,2,  35.0053,2,    220.4,2, 11.3988,    217.0,2,     6.74,2,    13.67,2,     0.99,2,    2.871,2,    1.504,2,    0.087,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2302.7,2,   7.8442,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159235, 159235,2,20020307,0501,-31.8033,  31.4253, 3341,    749.6,  10.1858,  34.8257,2,  34.8263,2,    215.8,2, 10.0956,    216.1,2,     8.98,2,    17.09,2,     1.22,2,    2.596,2,    1.335,2,    0.081,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2296.5,2,   7.8056,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159234, 159234,2,20020307,0501,-31.8033,  31.4253, 3341,    848.4,   8.9247,  34.6841,2,  34.6863,2,    206.7,2,  8.8300,    206.7,2,    13.28,2,    21.00,2,     1.46,2,    2.208,2,    1.131,2,    0.078,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2291.9,2,   7.7601,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159233, 159233,2,20020307,0501,-31.8033,  31.4253, 3341,    946.5,   7.5508,  34.5784,2,  34.5771,2,    193.1,2,  7.4541,    189.3,2,    22.17,2,    25.49,2,     1.75,2,    1.658,2,    0.835,2,    0.062,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2295.2,2,   7.7092,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159232, 159232,2,20020307,0501,-31.8033,  31.4253, 3341,   1097.1,   6.0074,  34.5410,2,  34.5404,2,    171.7,2,  5.9069,    172.9,2,    40.14,2,    30.47,2,     2.08,2,    0.921,2,    0.460,2,    0.028,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2308.4,2,   7.6451,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159231, 159231,2,20020307,0501,-31.8033,  31.4253, 3341,   1299.6,   4.6002,  34.5403,2,  34.5400,2,    163.4,2,  4.4930,    163.0,2,    57.04,2,    33.40,2,     2.34,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2324.6,2,   7.6051,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159230, 159230,2,20020307,0501,-31.8033,  31.4253, 3341,   1503.1,   3.9304,  34.6048,2,  34.6052,2,    155.9,2,  3.8116,    156.5,2,    70.81,2,    34.18,2,     2.41,2,    0.223,2,    0.117,2,    0.006,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2336.3,2,   7.5935,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159229, 159229,2,20020307,0501,-31.8033,  31.4253, 3341,   1699.8,   3.3404,  34.6590,2,  34.6794,2,    159.9,2,  3.2110,    163.8,2,    79.20,2,    33.30,2,     2.33,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2346.1,2,   7.5967,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159228, 159228,2,20020307,0501,-31.8033,  31.4253, 3341,   1899.4,   2.9450,  34.7117,2,  34.7115,2,    170.6,2,  2.8030,    171.5,2,    80.66,2,    32.81,2,     2.27,2,    0.029,2,    0.021,2,   -0.002,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2349.7,2,   7.6105,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159227, 159227,2,20020307,0501,-31.8033,  31.4253, 3341,   2098.9,   2.6990,  34.7490,2,  34.7488,2,    182.9,2,  2.5427,    183.8,2,    78.12,2,    31.05,2,     2.16,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2350.6,2,   7.6279,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159226, 159226,2,20020307,0501,-31.8033,  31.4253, 3341,   2282.6,   2.5588,  34.7745,2,  34.7746,2,    193.7,2,  2.3880,    194.5,2,    74.70,2,    29.88,2,     2.04,2,   -0.001,2,    0.006,2,   -0.003,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2347.8,2,   7.6468,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159225, 159225,2,20020307,0501,-31.8033,  31.4253, 3341,   2302.3,   2.5476,  34.7769,2,  34.7765,2,    194.7,2,  2.3752,    195.2,2,    74.02,2,    29.39,2,     2.02,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2347.7,2,   7.6463,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159224, 159224,2,20020307,0501,-31.8033,  31.4253, 3341,   2506.2,   2.4810,  34.7953,2,  34.7948,2,    203.5,2,  2.2906,    203.9,2,    70.02,2,    28.81,2,     1.94,2,   -0.001,2,    0.006,2,   -0.004,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2346.3,2,   7.6627,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159223, 159223,2,20020307,0501,-31.8033,  31.4253, 3341,   2710.6,   2.4017,  34.8115,2,  34.8123,2,    211.8,2,  2.1932,    213.0,2,    66.89,2,    27.34,2,     1.85,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2342.7,2,   7.6738,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159222, 159222,2,20020307,0501,-31.8033,  31.4253, 3341,   3303.8,   1.8786,  34.7969,2,  34.7966,2,    218.5,2,  1.6226,    221.0,2,    79.88,2,    27.83,2,     1.88,2,    0.004,2,    0.010,2,   -0.006,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2353.0,2,   7.6758,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   029,  1, 159221, 159221,2,20020307,0501,-31.8033,  31.4253, 3341,   3354.2,   1.8047,  34.7912,2,  34.7911,2,    218.5,2,  1.5453,    219.6,2,    82.51,2,    27.93,2,     1.89,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2356.1,2,   7.6718,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159267, 159267,2,20020307,1055,-31.9478,  31.5933, 3537,      6.0,  24.7740,  35.6946,2,  35.6948,2,    210.9,2, 24.7727,    220.6,2,     3.51,2,     0.00,2,     0.03,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   8.0901,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159266, 159266,2,20020307,1055,-31.9478,  31.5933, 3537,     22.1,  24.6412,  35.6982,2,  35.6984,2,    211.9,2, 24.6364,    217.9,2,     3.61,2,     0.20,2,     0.08,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   8.0917,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159265, 159265,2,20020307,1055,-31.9478,  31.5933, 3537,     52.1,  21.7310,  35.6758,2,  35.6775,2,    230.6,2, 21.7208,    231.4,2,     3.61,2,     0.10,2,     0.07,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   8.0677,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159264, 159264,2,20020307,1055,-31.9478,  31.5933, 3537,    101.4,  18.8772,  35.6703,2,  35.6709,2,    201.4,2, 18.8592,    198.1,2,     4.98,2,     3.27,2,     0.31,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   8.0101,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159263, 159263,2,20020307,1055,-31.9478,  31.5933, 3537,    201.5,  17.3725,  35.6602,2,  35.6619,2,    216.1,2, 17.3386,    214.4,2,     4.78,2,     3.57,2,     0.33,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.9829,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159262, 159262,2,20020307,1055,-31.9478,  31.5933, 3537,    300.7,  16.0525,  35.5320,2,  35.5326,2,    201.5,2, 16.0045,    199.0,2,     6.05,2,     6.64,2,     0.54,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.9319,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159261, 159261,2,20020307,1055,-31.9478,  31.5933, 3537,    400.3,  14.5245,  35.4081,2,  35.2930,3,    209.8,2, 14.4646,    212.4,2,     6.64,2,     8.50,2,     0.64,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.8966,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159260, 159260,2,20020307,1055,-31.9478,  31.5933, 3537,    499.1,  13.2353,  35.2675,2,  35.2696,2,    221.5,2, 13.1649,    221.7,2,     5.95,2,     9.41,2,     0.70,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.8867,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159259, 159259,2,20020307,1055,-31.9478,  31.5933, 3537,    599.3,  12.3479,  35.1376,2,  35.1386,2,    225.2,2, 12.2669,    223.6,2,     6.25,2,    11.00,2,     0.80,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.8688,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159258, 159258,2,20020307,1055,-31.9478,  31.5933, 3537,    699.6,  11.2772,  34.9747,2,  34.9750,2,    219.8,2, 11.1876,    218.0,2,     7.42,2,    13.68,2,     0.98,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.8359,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159257, 159257,2,20020307,1055,-31.9478,  31.5933, 3537,    798.6,   9.8148,  34.7793,2,  34.7793,2,    212.6,2,  9.7206,    211.7,2,    10.84,2,    17.84,2,     1.25,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.7917,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159256, 159256,2,20020307,1055,-31.9478,  31.5933, 3537,    898.4,   8.3291,  34.6341,2,  34.6341,2,    199.5,2,  8.2324,    198.9,2,    17.38,2,    22.90,2,     1.55,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.7390,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159255, 159255,2,20020307,1055,-31.9478,  31.5933, 3537,    998.4,   6.8600,  34.5214,2,  34.5219,2,    193.5,2,  6.7629,    193.3,2,    26.47,2,    26.57,2,     1.84,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.6907,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159254, 159254,2,20020307,1055,-31.9478,  31.5933, 3537,   1197.7,   5.2118,  34.5023,2,  34.5032,2,    173.9,2,  5.1084,    173.1,2,    47.32,2,    31.33,2,     2.19,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.6265,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159253, 159253,2,20020307,1055,-31.9478,  31.5933, 3537,   1393.2,   4.2351,  34.5519,2,  34.5527,2,    161.3,2,  4.1230,    159.4,2,    61.92,2,    33.41,2,     2.34,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.5933,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159252, 159252,2,20020307,1055,-31.9478,  31.5933, 3537,   1584.2,   3.6300,  34.6211,2,  34.6203,2,    157.3,2,  3.5074,    156.4,2,    73.15,2,    33.80,2,     2.35,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.5863,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159251, 159251,2,20020307,1055,-31.9478,  31.5933, 3537,   1768.2,   3.2009,  34.6796,2,  34.6802,2,    161.8,2,  3.0672,    160.3,2,    79.40,2,    33.31,2,     2.32,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.5977,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159250, 159250,2,20020307,1055,-31.9478,  31.5933, 3537,   1986.7,   2.8402,  34.7275,2,  34.7274,2,    174.3,2,  2.6919,    173.0,2,    80.47,2,    31.92,2,     2.22,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.6134,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159249, 159249,2,20020307,1055,-31.9478,  31.5933, 3537,   2393.1,   2.5335,  34.7830,2,  34.7822,2,    196.4,2,  2.3529,    196.9,2,    73.53,2,    29.04,2,     1.99,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.6462,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159248, 159248,2,20020307,1055,-31.9478,  31.5933, 3537,   2796.8,   2.3595,  34.8143,2,  34.8141,2,    212.3,2,  2.1434,    213.4,2,    69.23,2,    27.26,2,     1.85,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.6812,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159247, 159247,2,20020307,1055,-31.9478,  31.5933, 3537,   3204.8,   2.0818,  34.8109,2,  34.8119,2,    217.4,2,  1.8310,    217.7,2,    74.60,2,    27.55,2,     1.88,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.6756,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159246, 159246,2,20020307,1055,-31.9478,  31.5933, 3537,   3518.7,   1.5320,  34.7715,2,  34.7712,2,    216.5,2,  1.2626,    215.7,2,    93.06,2,    29.24,2,     2.00,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.6586,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   030,  1, 159245, 159245,2,20020307,1055,-31.9478,  31.5933, 3537,   3570.5,   1.5341,  34.7713,2,  34.7716,2,    217.1,2,  1.2593,    215.8,2,    93.94,2,    29.44,2,     2.00,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   7.6612,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   031,  1, 159291, 159291,2,20020307,1745,-32.1217,  31.8687, 3570,      8.7,  25.1443,  35.6806,2,  35.6812,2,    208.8,2, 25.1424,    208.1,2,     2.83,2,     0.20,2,     0.08,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2331.3,2,   8.0933,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   031,  1, 159290, 159290,2,20020307,1745,-32.1217,  31.8687, 3570,     43.3,  23.2724,  35.6654,2,  35.6664,2,    221.2,2, 23.2635,    220.4,2,     3.03,2,     0.10,2,     0.04,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2331.5,2,   8.0800,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   031,  1, 159289, 159289,2,20020307,1745,-32.1217,  31.8687, 3570,     78.1,  20.9754,  35.6557,2,  35.6577,2,    218.0,2, 20.9604,    217.4,2,     3.61,2,     0.39,2,     0.10,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2331.2,2,   8.0455,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   031,  1, 159288, 159288,2,20020307,1745,-32.1217,  31.8687, 3570,    151.9,  18.0458,  35.6675,2,  35.6680,2,    211.7,2, 18.0196,    212.6,2,     4.20,2,     3.42,2,     0.31,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2331.1,2,   8.0020,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   031,  1, 159287, 159287,2,20020307,1745,-32.1217,  31.8687, 3570,    251.3,  17.2194,  35.6588,2,  35.6613,2,    218.0,2, 17.1773,    218.0,2,     4.29,2,     3.42,2,     0.30,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2330.8,2,   7.9889,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   031,  1, 159286, 159286,2,20020307,1745,-32.1217,  31.8687, 3570,    351.6,  15.5223,  35.4990,2,  35.5004,2,    204.1,2, 15.4673,    202.6,2,     5.47,2,     6.93,2,     0.57,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2323.9,2,   7.9228,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   031,  1, 159285, 159285,2,20020307,1745,-32.1217,  31.8687, 3570,    451.1,  13.8157,  35.3323,2,  35.3330,2,    213.7,2, 13.7503,    213.1,2,     5.66,2,     9.08,2,     0.65,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2317.2,2,   7.8930,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   031,  1, 159284, 159284,2,20020307,1745,-32.1217,  31.8687, 3570,    551.3,  12.9209,  35.2198,2,  35.2215,2,    223.1,2, 12.8442,    223.2,2,     5.66,2,    10.15,2,     0.74,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2313.1,2,   7.8838,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   031,  1, 159283, 159283,2,20020307,1745,-32.1217,  31.8687, 3570,    649.4,  11.7825,  35.0448,2,  35.0463,2,    219.9,2, 11.6972,    221.9,2,     7.42,2,    12.69,2,     0.93,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2306.0,2,   7.8579,2,   25.00,-999.0000,-999.000,-999.000
  74AB20020301,   I05,   031,  1, 159282, 159282,2,20020307,1745,-32.1217,  31.8687, 3570,    750.3,  10.5427,  34.8714,2,  34.8721,2,    216.0,2, 10.4504,    216.1,2,     8.10,2,    16.01,2,     1.08,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,9,   2298.1,2,   7.8168,2,   25.00,-999.0000,-999.000,-999.000
