EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,CCL4,CCL4_FLAG_W,MCHFRM,MCHFRM_FLAG_W,BTL_DATE,BTL_TIME,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,,,DEG C
18HU20010530,      AR07W,      52,          1,     237064,          6,2,20010604,       1126,    53.7923,   -55.4413,        203,    79.7,  -1.6205,  32.6236,2,-999.0000,9,    315.7,2,  -999.0,9,   11.37,6,    8.12,6,    1.00,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1132,  -1.6219
18HU20010530,      AR07W,      52,          1,     237065,          7,2,20010604,       1126,    53.7923,   -55.4413,        203,    60.7,  -1.5082,  32.5526,2,-999.0000,9,    323.3,2,  -999.0,9,   10.62,6,    7.27,6,    0.94,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1133,  -1.5093
18HU20010530,      AR07W,      52,          1,     237066,          8,2,20010604,       1126,    53.7923,   -55.4413,        203,    49.4,  -1.4869,  32.5234,2,  32.5345,2,    325.5,2,   341.2,2,   11.08,6,    7.29,6,    0.95,6,   6.696,2,   3.227,2,   0.478,4,  2107.8,2,  2216.0,2,   9.180,2,  19.871,2, 20010604,     1133,  -1.4878
18HU20010530,      AR07W,      52,          1,     237067,          9,2,20010604,       1126,    53.7923,   -55.4413,        203,    40.3,  -1.4782,  32.4837,2,-999.0000,9,    323.3,2,  -999.0,9,   11.31,6,    7.26,6,    0.99,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1134,  -1.4789
18HU20010530,      AR07W,      52,          1,     237068,         10,2,20010604,       1126,    53.7923,   -55.4413,        203,    39.1,  -1.4739,  32.4834,2,-999.0000,9,    323.4,2,  -999.0,9,    9.95,6,    6.71,6,    0.94,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1134,  -1.4746
18HU20010530,      AR07W,      52,          1,     237069,         11,2,20010604,       1126,    53.7923,   -55.4413,        203,    39.3,  -1.4817,  32.4846,2,-999.0000,9,    323.3,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1134,  -1.4824
18HU20010530,      AR07W,      52,          1,     237070,         12,2,20010604,       1126,    53.7923,   -55.4413,        203,    30.0,  -1.4120,  32.4492,2,-999.0000,9,    323.6,2,  -999.0,9,   11.30,6,    7.08,6,    0.97,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1137,  -1.4126
18HU20010530,      AR07W,      52,          1,     237071,         13,2,20010604,       1126,    53.7923,   -55.4413,        203,    20.6,  -0.0981,  32.1778,2,-999.0000,9,    331.1,2,  -999.0,9,   10.43,6,    6.53,6,    0.89,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1139,  -0.0987
18HU20010530,      AR07W,      52,          1,     237072,         14,2,20010604,       1126,    53.7923,   -55.4413,        203,    20.2,   0.2369,  32.0713,2,-999.0000,9,    340.7,2,  -999.0,9,    7.91,3,    5.42,6,    0.63,3,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1139,   0.2362
18HU20010530,      AR07W,      52,          1,     237073,         15,2,20010604,       1126,    53.7923,   -55.4413,        203,    10.3,   1.0084,  31.8504,2,  31.8602,2,    350.6,2,   364.5,2,    9.97,6,    4.57,6,    0.81,6,   5.686,2,   0.000,4,-999.000,9,  2039.6,2,  2179.1,2,   9.244,2,  10.953,2, 20010604,     1140,   1.0080
18HU20010530,      AR07W,      52,          1,     237074,         16,2,20010604,       1126,    53.7923,   -55.4413,        203,     9.5,   1.0104,  31.8496,2,-999.0000,9,    350.8,2,  -999.0,9,    8.14,6,    4.11,6,    0.63,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1140,   1.0100
18HU20010530,      AR07W,      52,          1,     237075,         17,2,20010604,       1126,    53.7923,   -55.4413,        203,    10.3,   0.9958,  31.8497,2,-999.0000,9,    351.0,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1141,   0.9954
18HU20010530,      AR07W,      52,          1,     237076,         18,2,20010604,       1126,    53.7923,   -55.4413,        203,    10.1,   1.0043,  31.8487,2,-999.0000,9,    351.0,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1141,   1.0039
18HU20010530,      AR07W,      52,          1,     237077,         19,2,20010604,       1126,    53.7923,   -55.4413,        203,    10.0,   1.0048,  31.8504,2,-999.0000,9,    351.2,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1141,   1.0044
18HU20010530,      AR07W,      52,          1,     237078,         20,2,20010604,       1126,    53.7923,   -55.4413,        203,     1.6,   1.0824,  31.8423,2,-999.0000,9,    351.2,2,  -999.0,9,   10.11,6,    4.46,6,    0.77,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1142,   1.0823
18HU20010530,      AR07W,      54,          1,     237079,          1,2,20010604,       1322,    53.9857,   -55.2483,        150,   140.3,  -1.0276,  33.3054,2,-999.0000,9,    308.2,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1322,  -1.0311
18HU20010530,      AR07W,      54,          1,     237080,          2,2,20010604,       1322,    53.9857,   -55.2483,        150,   120.2,  -1.2358,  33.1234,2,  33.1406,2,    307.7,2,   322.6,2,   11.41,6,    9.38,6,    0.97,6,   6.581,6,   3.323,6,   0.544,4,  2112.8,2,  2219.6,3,   8.722,6,  21.932,6, 20010604,     1325,  -1.2385
18HU20010530,      AR07W,      54,          1,     237081,          3,2,20010604,       1322,    53.9857,   -55.2483,        150,    99.8,  -1.3670,  32.9428,2,  32.9469,2,    308.0,2,   323.3,6,   12.01,6,    9.16,6,    0.99,6,   6.298,2,   3.038,2,   0.466,4,  2101.2,2,  2213.5,2,   8.034,2,  19.470,2, 20010604,     1326,  -1.3691
18HU20010530,      AR07W,      54,          1,     237082,          4,2,20010604,       1322,    53.9857,   -55.2483,        150,    79.4,  -1.5026,  32.7878,2,-999.0000,9,    308.0,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1328,  -1.5041
18HU20010530,      AR07W,      54,          1,     237083,          5,2,20010604,       1322,    53.9857,   -55.2483,        150,    60.5,  -1.5569,  32.6608,2,-999.0000,9,    311.9,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1329,  -1.5580
18HU20010530,      AR07W,      54,          1,     237084,          6,2,20010604,       1322,    53.9857,   -55.2483,        150,    50.6,  -1.5654,  32.6009,2,  32.6095,6,    314.7,2,   332.7,2,   12.03,6,    7.77,6,    1.00,6,   6.558,2,   3.364,2,   0.523,4,  2110.3,2,  2212.9,2,   8.587,2,  19.948,2, 20010604,     1329,  -1.5663
18HU20010530,      AR07W,      54,          1,     237085,          7,2,20010604,       1322,    53.9857,   -55.2483,        150,    38.9,  -1.5614,  32.5573,2,-999.0000,9,    316.9,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1330,  -1.5621
18HU20010530,      AR07W,      54,          1,     237086,          8,2,20010604,       1322,    53.9857,   -55.2483,        150,    28.6,  -1.6095,  32.5259,2,-999.0000,9,    319.8,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1331,  -1.6100
18HU20010530,      AR07W,      54,          1,     237087,          9,2,20010604,       1322,    53.9857,   -55.2483,        150,    19.4,  -1.4536,  32.4615,2,-999.0000,9,    322.9,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1332,  -1.4540
18HU20010530,      AR07W,      54,          1,     237088,         10,2,20010604,       1322,    53.9857,   -55.2483,        150,     9.6,   1.2551,  31.7650,2,  31.8513,2,    364.0,2,   389.1,2,    4.25,6,    1.07,6,    0.50,6,   6.205,2,   3.023,2,   0.454,4,  2008.7,2,  2183.1,2,   8.113,2,  19.835,2, 20010604,     1332,   1.2547
18HU20010530,      AR07W,      54,          1,     237089,         11,2,20010604,       1322,    53.9857,   -55.2483,        150,     9.8,   1.2666,  31.7762,2,-999.0000,9,    380.4,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1332,   1.2662
18HU20010530,      AR07W,      54,          1,     237090,         12,2,20010604,       1322,    53.9857,   -55.2483,        150,     1.6,   1.6876,  31.7711,2,-999.0000,9,    391.4,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1333,   1.6875
18HU20010530,      AR07W,      58,          1,     237091,          1,2,20010604,       1602,    54.2193,   -55.0238,        166,   155.2,   2.2061,  34.3858,2,  34.3774,6,    287.9,2,   295.3,2,   10.59,6,   13.78,6,    1.08,6,   5.702,2,   3.182,2,   0.584,4,  2133.7,2,  2265.8,2,   7.257,2,  23.274,2, 20010604,     1602,   2.1976
18HU20010530,      AR07W,      58,          1,     237092,          2,2,20010604,       1602,    54.2193,   -55.0238,        166,   139.9,   1.5219,  34.1842,2,  34.1964,2,    290.8,2,   299.6,2,    9.87,6,   13.19,6,    0.97,6,   6.098,2,   3.115,2,   0.517,4,  2127.0,2,  2250.8,3,   7.879,2,  24.220,2, 20010604,     1603,   1.5151
18HU20010530,      AR07W,      58,          1,     237093,          3,2,20010604,       1602,    54.2193,   -55.0238,        166,   118.9,   1.2807,  34.1147,2,  34.1280,2,    292.6,2,   301.7,6,    9.80,6,   12.90,6,    0.97,6,   6.264,2,   3.139,2,   0.555,4,  2130.2,2,  2258.5,2,   8.219,2,  24.957,2, 20010604,     1604,   1.2752
18HU20010530,      AR07W,      58,          1,     237094,          4,2,20010604,       1602,    54.2193,   -55.0238,        166,   100.6,   0.8041,  33.9797,2,  33.9567,2,    295.3,2,   307.9,2,    9.50,6,   12.20,6,    0.95,6,   6.600,6,   3.405,6,   0.590,4,  2117.9,2,  2248.1,2,   8.783,6,  25.306,6, 20010604,     1605,   0.7999
18HU20010530,      AR07W,      58,          1,     237095,          5,2,20010604,       1602,    54.2193,   -55.0238,        166,    79.5,  -0.2519,  33.6532,2,-999.0000,9,    302.1,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1606,  -0.2544
18HU20010530,      AR07W,      58,          1,     237096,          6,2,20010604,       1602,    54.2193,   -55.0238,        166,    59.8,  -0.8606,  33.3748,2,-999.0000,9,    309.4,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1607,  -0.8621
18HU20010530,      AR07W,      58,          1,     237097,          7,2,20010604,       1602,    54.2193,   -55.0238,        166,    50.4,  -0.8854,  33.2991,2,  33.3211,2,    318.8,2,   337.4,2,    7.76,3,    8.38,6,    0.82,3,   7.507,2,   3.808,2,   0.631,4,  2092.7,2,  2227.9,2,  10.717,4,  27.991,2, 20010604,     1607,  -0.8867
18HU20010530,      AR07W,      58,          1,     237098,          8,2,20010604,       1602,    54.2193,   -55.0238,        166,    39.4,  -0.8872,  33.2564,2,-999.0000,9,    322.5,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1608,  -0.8882
18HU20010530,      AR07W,      58,          1,     237099,          9,2,20010604,       1602,    54.2193,   -55.0238,        166,    29.9,  -0.9628,  33.0469,2,-999.0000,9,    323.4,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1609,  -0.9635
18HU20010530,      AR07W,      58,          1,     237100,         10,2,20010604,       1602,    54.2193,   -55.0238,        166,    20.6,  -0.1216,  32.5714,2,-999.0000,9,    339.7,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1610,  -0.1222
18HU20010530,      AR07W,      58,          1,     237101,         11,2,20010604,       1602,    54.2193,   -55.0238,        166,    11.4,   0.4255,  32.1495,2,  32.2452,2,    342.6,2,   356.7,2,    9.35,6,    6.05,6,    0.82,6,   8.255,2,   4.256,2,   0.697,4,  2061.4,2,  2185.0,2,  12.138,4,  27.833,2, 20010604,     1611,   0.4251
18HU20010530,      AR07W,      58,          1,     237102,         12,2,20010604,       1602,    54.2193,   -55.0238,        166,     9.5,   0.3452,  32.1658,2,-999.0000,9,    345.0,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1611,   0.3449
18HU20010530,      AR07W,      58,          1,     237103,         13,2,20010604,       1602,    54.2193,   -55.0238,        166,     3.2,   0.9139,  32.0033,2,-999.0000,9,    347.6,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1612,   0.9138
18HU20010530,      AR07W,      61,          1,     237104,          1,2,20010604,       1846,    54.4921,   -54.7653,        191,   181.0,   2.7008,  34.5321,2,  34.5421,2,    284.7,2,   291.7,2,   10.65,6,   14.57,6,    1.04,6,   5.644,2,   3.012,2,   0.368,4,  2133.3,2,  2220.8,3,   6.908,2,  22.886,2, 20010604,     1846,   2.6901
18HU20010530,      AR07W,      61,          1,     237105,          2,2,20010604,       1846,    54.4921,   -54.7653,        191,   150.1,   1.9853,  34.3170,2,  34.3609,2,    286.5,2,   295.6,2,   10.91,6,   13.94,6,    1.00,6,   5.678,2,   3.002,2,   0.401,4,  2129.7,2,  2277.4,3,   7.216,2,  22.016,2, 20010604,     1847,   1.9774
18HU20010530,      AR07W,      61,          1,     237106,          3,2,20010604,       1846,    54.4921,   -54.7653,        191,   124.8,  -0.7287,  33.4386,2,  33.4684,2,    303.1,2,   318.5,6,   10.33,6,   10.54,6,    1.04,6,   7.049,2,   3.585,2,   0.752,4,  2108.3,2,  2242.3,2,   9.374,2,  28.044,2, 20010604,     1849,  -0.7322
18HU20010530,      AR07W,      61,          1,     237107,          4,2,20010604,       1846,    54.4921,   -54.7653,        191,    98.8,  -1.1367,  33.2176,2,  33.2170,6,    307.6,2,   324.0,2,   10.23,6,    9.71,6,    0.95,6,   6.872,6,   3.488,6,   0.637,4,  2106.9,2,  2233.6,2,   9.151,6,  25.353,6, 20010604,     1850,  -1.1390
18HU20010530,      AR07W,      61,          1,     237108,          5,2,20010604,       1846,    54.4921,   -54.7653,        191,    79.1,  -1.2031,  33.0588,2,-999.0000,9,    312.5,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1851,  -1.2049
18HU20010530,      AR07W,      61,          1,     237109,          6,2,20010604,       1846,    54.4921,   -54.7653,        191,    59.2,  -1.2949,  32.7338,2,-999.0000,9,    316.9,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1852,  -1.2961
18HU20010530,      AR07W,      61,          1,     237110,          7,2,20010604,       1846,    54.4921,   -54.7653,        191,    49.9,  -1.4661,  32.6285,2,  32.6453,2,    318.3,2,   337.2,2,   10.43,6,    7.82,6,    0.95,6,   8.039,2,   3.975,2,   0.569,4,  2097.5,2,  2216.7,2,  10.593,4,  27.812,2, 20010604,     1853,  -1.4671
18HU20010530,      AR07W,      61,          1,     237111,          8,2,20010604,       1846,    54.4921,   -54.7653,        191,    39.9,  -1.5368,  32.5330,2,-999.0000,9,    321.5,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1854,  -1.5375
18HU20010530,      AR07W,      61,          1,     237112,          9,2,20010604,       1846,    54.4921,   -54.7653,        191,    29.9,  -1.3593,  32.4817,2,-999.0000,9,    322.6,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1855,  -1.3599
18HU20010530,      AR07W,      61,          1,     237113,         10,2,20010604,       1846,    54.4921,   -54.7653,        191,    19.3,   0.4455,  32.1845,2,-999.0000,9,    335.7,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1855,   0.4448
18HU20010530,      AR07W,      61,          1,     237114,         11,2,20010604,       1846,    54.4921,   -54.7653,        191,     9.5,   1.4788,  32.0658,2,  32.0640,2,    345.8,2,   363.8,2,    9.23,6,    5.24,6,    0.78,6,   8.361,2,   4.390,2,   0.561,4,  2050.7,2,  2172.3,2,  12.489,4,  24.368,2, 20010604,     1856,   1.4784
18HU20010530,      AR07W,      61,          1,     237115,         12,2,20010604,       1846,    54.4921,   -54.7653,        191,     9.4,   1.5102,  32.0634,2,-999.0000,9,    347.8,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1856,   1.5098
18HU20010530,      AR07W,      61,          1,     237116,         13,2,20010604,       1846,    54.4921,   -54.7653,        191,     3.2,   1.6032,  32.0256,2,-999.0000,9,    348.5,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     1857,   1.6031
18HU20010530,      AR07W,      63,          1,     237117,          1,2,20010604,       2103,    54.7612,   -54.4866,        251,   238.0,   2.6348,  34.5259,2,  34.5361,6,    285.2,2,   292.1,2,   10.38,6,   14.42,6,    1.05,6,   4.844,2,   2.665,2,   0.474,4,  2153.9,2,  2274.4,2,   6.048,2,  16.383,2, 20010604,     2103,   2.6208
18HU20010530,      AR07W,      63,          1,     237118,          2,2,20010604,       2103,    54.7612,   -54.4866,        251,   199.2,   1.4953,  34.1768,2,  34.2258,2,    290.4,2,   299.9,2,    9.90,6,   13.26,6,    0.99,6,   4.717,2,   2.677,2,   0.637,4,  2134.7,2,  2255.8,3,   5.876,2,  15.596,2, 20010604,     2104,   1.4856
18HU20010530,      AR07W,      63,          1,     237119,          3,2,20010604,       2103,    54.7612,   -54.4866,        251,   150.0,  -0.7787,  33.5429,2,  33.5470,2,    308.5,2,   325.4,6,    8.00,6,   10.11,6,    0.89,6,   5.752,2,   2.859,2,   0.777,4,  2106.6,2,  2233.0,2,   6.952,2,  16.747,2, 20010604,     2106,  -0.7829
18HU20010530,      AR07W,      63,          1,     237120,          4,2,20010604,       2103,    54.7612,   -54.4866,        251,   124.8,  -1.2583,  33.3274,2,  33.3617,2,    311.3,2,   327.8,2,    8.12,6,    9.53,6,    0.90,6,   6.131,6,   3.050,6,   0.769,4,  2107.6,2,  2233.2,2,   8.272,6,  20.796,6, 20010604,     2107,  -1.2612
18HU20010530,      AR07W,      63,          1,     237121,          5,2,20010604,       2103,    54.7612,   -54.4866,        251,   100.4,  -1.4032,  33.2220,2,  33.2406,2,    314.4,2,   331.2,2,    7.78,6,    8.51,6,    0.97,6,   6.045,2,   3.215,2,   0.590,4,  2107.6,2,  2225.3,2,   7.812,2,  19.210,2, 20010604,     2108,  -1.4053
18HU20010530,      AR07W,      63,          1,     237122,          6,2,20010604,       2103,    54.7612,   -54.4866,        251,    79.7,  -1.2926,  33.0291,2,-999.0000,9,    313.1,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     2109,  -1.2943
18HU20010530,      AR07W,      63,          1,     237123,          7,2,20010604,       2103,    54.7612,   -54.4866,        251,    59.5,  -1.4540,  32.8165,2,-999.0000,9,    310.5,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     2110,  -1.4552
18HU20010530,      AR07W,      63,          1,     237124,          8,2,20010604,       2103,    54.7612,   -54.4866,        251,    49.9,  -1.4663,  32.7186,2,  32.7380,2,    313.4,2,   331.6,2,   10.25,6,    8.05,6,    0.98,6,   6.411,2,   3.270,2,   0.691,4,  2111.6,2,  2212.2,2,   8.220,2,  19.169,2, 20010604,     2111,  -1.4673
18HU20010530,      AR07W,      63,          1,     237125,          9,2,20010604,       2103,    54.7612,   -54.4866,        251,    39.6,  -1.4398,  32.6283,2,-999.0000,9,    317.1,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     2111,  -1.4406
18HU20010530,      AR07W,      63,          1,     237126,         10,2,20010604,       2103,    54.7612,   -54.4866,        251,    29.8,  -1.2201,  32.5171,2,-999.0000,9,    324.0,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     2112,  -1.2207
18HU20010530,      AR07W,      63,          1,     237127,         11,2,20010604,       2103,    54.7612,   -54.4866,        251,    19.6,  -1.0314,  32.4232,2,-999.0000,9,    330.8,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     2113,  -1.0318
18HU20010530,      AR07W,      63,          1,     237128,         12,2,20010604,       2103,    54.7612,   -54.4866,        251,     8.8,   1.2173,  32.0783,2,  32.1003,2,    346.7,2,   359.3,2,    9.18,6,    5.03,6,    0.82,6,   6.128,2,   3.398,2,   0.755,4,  2064.9,2,  2171.1,2,   8.907,2,  15.788,2, 20010604,     2114,   1.2169
18HU20010530,      AR07W,      63,          1,     237129,         13,2,20010604,       2103,    54.7612,   -54.4866,        251,     9.0,   1.2245,  32.0656,2,-999.0000,9,    347.0,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     2114,   1.2241
18HU20010530,      AR07W,      63,          1,     237130,         14,2,20010604,       2103,    54.7612,   -54.4866,        251,     3.2,   1.1997,  32.0391,2,-999.0000,9,    348.9,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.000,9, 20010604,     2115,   1.1996
18HU20010530,      AR07W,      65,          1,     237131,          1,2,20010604,       2305,    54.9558,   -54.2885,       1691,   365.8,   3.3211,  34.6686,2,  34.6784,6,    283.3,2,   288.9,2,    9.26,6,   14.16,6,    1.05,6,   4.271,2,   2.302,2,   0.398,4,  2143.1,2,  2287.3,2,   4.628,2,  14.627,2, 20010604,     2305,   3.2971
18HU20010530,      AR07W,      65,          1,     237132,          2,2,20010604,       2305,    54.9558,   -54.2885,       1691,   329.6,   3.3647,  34.6714,2,  34.6820,2,    282.9,2,   288.6,2,    9.14,6,   14.12,6,    1.04,6,   4.187,2,   2.564,2,   0.500,4,  2146.9,2,  2297.3,2,   4.634,2,  13.780,2, 20010604,     2307,   3.3430
18HU20010530,      AR07W,      65,          1,     237133,          3,2,20010604,       2305,    54.9558,   -54.2885,       1691,   288.9,   3.2147,  34.6200,2,  34.6297,2,    280.0,2,   285.9,2,   10.01,6,   14.36,6,    1.04,6,   4.154,2,   2.392,2,   0.536,4,  2146.7,2,  2277.3,2,   4.521,2,  14.491,2, 20010604,     2308,   3.1962
18HU20010530,      AR07W,      65,          1,     237134,          4,2,20010604,       2305,    54.9558,   -54.2885,       1691,   250.1,   2.9443,  34.5435,2,  34.5663,2,    291.8,2,   298.4,2,    8.04,3,   13.41,6,    1.00,6,   4.379,2,   2.772,4,   0.506,4,  2137.8,2,  2278.6,2,   5.125,2,  13.534,2, 20010604,     2309,   2.9289
18HU20010530,      AR07W,      65,          1,     237135,          5,2,20010604,       2305,    54.9558,   -54.2885,       1691,   199.4,   2.1757,  34.3462,2,  34.3629,2,    286.8,2,   294.5,6,    9.64,6,   13.35,6,    1.00,6,   5.372,2,   2.820,2,   0.585,4,  2133.5,2,  2268.4,2,   6.258,2,  16.898,2, 20010604,     2311,   2.1648
18HU20010530,      AR07W,      65,          1,     237136,          6,2,20010604,       2305,    54.9558,   -54.2885,       1691,   149.5,   1.4807,  34.1547,2,  34.1605,2,    289.4,2,   300.1,2,    9.07,6,   12.19,6,    1.03,6,   5.111,6,   2.811,6,   0.524,4,  2126.5,2,  2249.7,2,   5.809,6,  16.083,6, 20010604,     2313,   1.4735
18HU20010530,      AR07W,      65,          1,     237137,          7,2,20010604,       2305,    54.9558,   -54.2885,       1691,   125.2,   0.7859,  33.9327,2,  33.9400,2,    303.4,2,   317.0,2,    7.55,3,    9.81,6,    0.86,6,   4.926,2,   2.875,2,   0.569,4,  2113.6,2,  2250.6,2,   5.702,2,  15.336,2, 20010604,     2313,   0.7807
