EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,SBE35,SBE35_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,DNSSAL,DNSSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,CTDXMISS,CTDXMISSCP,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CHLORA,CHLORA_FLAG_W,PAR,PAR_FLAG_W,SILCAT,SILCAT_FLAG_W,SILUNC,NITRAT,NITRAT_FLAG_W,NRAUNC,NITRIT,NITRIT_FLAG_W,NRIUNC,PHSPHT,PHSPHT_FLAG_W,PHPUNC,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TMP,PH_TOT_FLAG_W,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,CS-134,CS-134_FLAG_W,CS134ER,CS-137,CS-137_FLAG_W,CS137ER
,,,,,,,,UTC,DEG,DEG,METERS,DBAR,,ITS-90,,ITS-90,,PSS-78,,PSS-78,,G/KG,,UMOL/KG,,UMOL/KG,,%TRANS,/METER,,MG/M^3,,MG/CUM,,UE/SQM/S,,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,UMOL/KG,,UMOL/KG,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,DEG C,,/MILLE,,/MILLE,/MILLE,,/MILLE,MBQ/KG,,MBQ/KG,MBQ/KG,,MBQ/KG
  49NZ20121128,  P14S,     8,  1,     28, X12J28,2,20121205,0039,-55.4973, 172.4603, 5355,    251.9,2,   7.2576,2,   7.25817,2,  34.3371,2,  34.3380,2,-999.0000,9,   277.70,2,   277.64,2,   99.679,   0.0129,2,    0.050,2,  -999.00,9,    0.000,2,     4.68,2,     0.06,    18.11,2,     0.03,     0.12,2,     0.01,     1.30,2,     0.01,    3.725,2,    2.150,2,    0.345,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     27, X12J27,2,20121205,0039,-55.4973, 172.4603, 5355,    330.7,2,   7.5134,2,   7.51348,2,  34.4068,2,  34.4074,2,-999.0000,9,   278.00,2,   278.13,2,   99.641,   0.0144,2,    0.050,2,  -999.00,9,    0.000,2,     4.36,2,     0.06,    17.23,2,     0.03,     0.07,2,     0.01,     1.24,2,     0.01,    3.620,2,    2.120,2,    0.338,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     26, X12J26,2,20121205,0039,-55.4973, 172.4603, 5355,    431.4,2,   6.9718,2,   6.97049,2,  34.3707,2,  34.3706,2,-999.0000,9,   240.85,2,   241.77,2,   99.856,   0.0058,2,   -0.000,2,  -999.00,9,    0.000,2,     9.72,2,     0.07,    22.24,2,     0.03,     0.01,2,     0.01,     1.54,2,     0.01,    3.352,2,    1.876,2,    0.265,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     25, X12J25,2,20121205,0039,-55.4973, 172.4603, 5355,    533.5,2,   6.2360,2,   6.23602,2,  34.3433,2,  34.3428,2,-999.0000,9,   227.27,2,   228.20,2,   99.888,   0.0045,2,   -0.000,2,  -999.00,9,    0.000,2,    14.40,2,     0.07,    25.10,2,     0.04,     0.01,2,     0.01,     1.73,2,     0.01,    3.122,2,    1.712,2,    0.224,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     24, X12J24,2,20121205,0039,-55.4973, 172.4603, 5355,    631.5,2,   5.1620,2,   5.15436,2,  34.2698,2,  34.2728,2,-999.0000,9,   228.47,2,   228.72,2,   99.884,   0.0046,2,   -0.010,2,  -999.00,9,    0.000,2,    18.66,2,     0.08,    27.54,2,     0.04,     0.01,2,     0.01,     1.89,2,     0.01,    3.310,6,    1.757,6,    0.244,6, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     23, X12J23,2,20121205,0039,-55.4973, 172.4603, 5355,    731.2,2,   4.2183,2,   4.21919,2,  34.2306,2,  34.2301,2,-999.0000,9,   231.52,2,   232.11,2,   99.904,   0.0038,2,   -0.010,2,  -999.00,9,    0.000,2,    24.14,2,     0.08,    29.37,2,     0.04,     0.01,2,     0.01,     2.02,2,     0.01,    3.218,2,    1.732,2,    0.250,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     22, X12J22,2,20121205,0039,-55.4973, 172.4603, 5355,    831.1,2,   3.9779,2,   3.97774,2,  34.2840,2,  34.2839,2,-999.0000,9,   217.15,2,   217.41,2,   99.923,   0.0031,2,   -0.000,2,  -999.00,9,    0.000,2,    31.20,2,     0.09,    30.74,2,     0.04,     0.01,2,     0.01,     2.11,2,     0.01,    2.622,2,    1.393,2,    0.194,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     21, X12J21,2,20121205,0039,-55.4973, 172.4603, 5355,    931.9,2,   3.3787,2,   3.37864,2,  34.2863,2,  34.2867,2,-999.0000,9,   214.74,2,   214.91,2,   99.913,   0.0035,2,   -0.000,2,  -999.00,9,    0.000,2,    37.55,2,     0.09,    32.00,2,     0.04,     0.01,2,     0.01,     2.20,2,     0.01,    2.480,2,    1.314,2,    0.193,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     20, X12J20,2,20121205,0039,-55.4973, 172.4603, 5355,   1083.3,2,   3.0342,2,   3.03414,2,  34.3700,2,  34.3685,2,-999.0000,9,   196.58,2,   196.87,2,   99.925,   0.0030,2,   -0.000,2,  -999.00,9,    0.000,2,    49.15,2,     0.10,    33.39,2,     0.05,     0.01,2,     0.01,     2.30,2,     0.01,    1.764,2,    0.926,2,    0.135,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     19, X12J19,2,20121205,0039,-55.4973, 172.4603, 5355,   1330.3,2,   2.6691,2,   2.66905,2,  34.5085,2,  34.5084,2,-999.0000,9,   177.20,2,   176.88,2,   99.950,   0.0020,2,    0.000,2,  -999.00,9,    0.000,2,    64.51,2,     0.12,    34.20,2,     0.05,     0.01,2,     0.01,     2.36,2,     0.01,    0.875,6,    0.444,6,    0.073,6, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     18, X12J18,2,20121205,0039,-55.4973, 172.4603, 5355,   1579.2,2,   2.4783,2,   2.47836,2,  34.6092,2,  34.6098,2,-999.0000,9,   174.22,2,   173.93,2,   99.940,   0.0024,2,    0.000,2,  -999.00,9,    0.000,2,    72.05,2,     0.12,    33.50,2,     0.05,     0.01,2,     0.01,     2.31,2,     0.01,    0.475,2,    0.233,2,    0.050,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     17, X12J17,2,20121205,0039,-55.4973, 172.4603, 5355,   1828.9,2,   2.3414,2,   2.34140,2,  34.6743,2,  34.6744,2,-999.0000,9,   178.36,2,   178.17,2,   99.959,   0.0016,2,    0.000,2,  -999.00,9,    0.000,2,    76.29,2,     0.13,    32.45,2,     0.05,     0.01,2,     0.01,     2.24,2,     0.01,    0.285,2,    0.136,2,    0.017,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
  49NZ20121128,  P14S,     8,  1,     16, X12J16,2,20121205,0039,-55.4973, 172.4603, 5355,   2081.1,2,   2.1993,2,   2.19934,2,  34.7126,2,  34.7127,2,-999.0000,9,   183.82,2,   183.68,2,   99.961,   0.0016,2,    0.000,2,  -999.00,9,    0.000,2,    79.98,2,     0.13,    31.64,2,     0.04,     0.01,2,     0.01,     2.18,2,     0.01,    0.202,2,    0.096,2,    0.013,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,     -999,9, -999.000,9, -999.000,   -999.0,9,   -999.0, -999.000,9, -999.000, -999.000,9, -999.000
